2800000007	MATHIƠ
2807050098	Wùih! Ƀài mangai toq ti patìah meh, angoe aih doeh long tanòng loh khoe ka mat cla òeq, khoe aih men xau hnoq đòeq hu doeh khênh ta mat oh daq.
2807060093	Apaq khwênh ka koq ƀài dahwèq hadroèh, apaq caqnìh ngŏc enh ngèa ka chùa, beq haq jôiq cađac, khoe aih haq hwi hlài nhah glòq cla pì.
280707005f	Bòch beq, aih èh hi jah, chaq beq, aih èh hi glàm, clôq qmang beq, aih èh qmang hi pèch.
280708008e	Majah qmang aih, waq toq mangai leq bòch, mangai aih hi jah, mangai leq ti chaq mangai aih hi hnoq, mangai leq clôq qmang, qmang hi tapèch.
2807090045	Taqne pì, i mangai leq jò kon bòch ƀênh mahaq pì am ka haq hmo?
28070a002e	Tàng ùh meh, kon bòch ka mahaq pì am bìh?
28070b00a4	Qmang aih, qmèq troeq pì qmat, xôq oe loq am dèh ka kon yiniq lem, loq ka Baq pì oe ta plình, Haq ma ùh am yiniq lem ka ƀài mangai leq creo bòch haqqmòh?
28070c007a	Qmang aih, trong leq pì ma enh wì qnoeq broq ka rađeh, pì ep broq trong aih am ka wì, aih raq ranenh xam bàu pajàu.
28070d0067	Drah mùt qmang ma chit, majah qmang aih qmang ma kàn xam trong ma anòh qnung trùh ta kan lùng pac.
28070e0057	Mahaq qmang qyoh, trong ùh anòh qnung trùh ta kan rìh, ƀiaq ngai raq chaq ma hnoq.
28070f0086	Ngan oq, loq i ƀài pajàu patìah, ƀài mangai caxùnh caqmoc trìu lam trùh ti pì, mahaq enh dalam aih koq yiang toq ti kap hit.
2807100075	Pì ngan plì ma canau ka haq. Aleq lah i cabô git plì nho tanòe xèm yila, git plì pŏc tanòe xèm yila cađê?
2807110044	Qmang aih, toq long lem men loh plì lem, long qmèq loh plì qmèq.
280712004f	Long lem ùh jò leq loh plì qmèq, long qmèq hadai ùh jò leq loh plì lem.
2807130045	Waq toq long leq ùh loh plì lem aih èh ep kau bùh cađac ta ùnh.
2807140030	Aih èh, pì ngan plì haq men canau ka wì haq.
2807150091	Ùh xài waq toq ka cabô hi creo ka au: Chuaq, Chuaq, aih dìq jah mùt diac plình, mahaq toq magai leq ma broq tiaq manoh Baq au oe ta plình.
28071600e0	Hì aih èh i bàc mangai doe ka au: “Chuaq, Chuaq, ùh xài nhèn kô raq ma khoe hmaq canòm yiniq Ìh đòeq tapoch pajàu? Canòm ka yiniq Ìh đòeq drùh hnan kiac chŏc? Canòm yiniq Ìh broq bàc trong halac qmòh?
2807170087	Jò aih èh, au hi capoch hloh ka wì haq: “Wùih ƀài mangai broq trong dù meh, Au qnhòq lah qnì ka pì, drah wia khoe ka Au.”
2807180080	Qmang aih èh, mangai leq tamàng rai broq tiaq bàu au anoe kô, haq aih tìah ka mangai rabiaq broq hnem ta crŏng hmo talech.
2807190083	Yac ka i mè dêh, i diac trùh, cayeo hlui, glàm caqnhùt hnem aih, dua ùh raliang, majah qmang aih haq khoe broq nòe hmo càn.
28071a0073	Mahaq mangai leq khoe tàng bàu au anoe kô yàng ùh broq tiaq, haq aih budàng mangai ratùt broq hnem ta braih.
28071b0067	I mè dêh, diac trùh, cayeo hlui, glàm caqnhùt ta hnem aih, hi ralàih, raliang bàc oe i jaq cleq.
28071c0051	Jò Jesus bu khoe ka anoe bàu aih, ƀài wì dìq jaq hamàih ka bàu haq hnài,
28071d0061	Majah qmang aih bàu haq hnài tìah gleq i cwìang, ùh xài troeq da ƀài mangai hnài ranenh.
2808010043	Jò Chuaq Jesus loh enh bui wang, i ƀài mangai pi cajaq tiaq Haq.
2808020069	I moeq ngai bacùn thia haten rai kùh haq, rai doe: Waiq Chuaq, tàng joq Ìh ma waq, Ìh broq au brêh.
280803006c	Jesus hnhu tì bèq haq, rai doe: “Au waq, brêh beq.” Tajòe qmòe jò aih raq mangai bacùn jah brêh.
28080400b3	Chuaq Jesus tanap ka haq: “Ngan oq, ùh dùh anoe ka cabô, mahaq ìh lam patô rađeh ka ƀài pajàu kàn, rai dèch ramènh qmang ka Môise khoe hnài, hu panhìn ka wì aih.
2808050052	Jò Chuaq Jesus mùt ta plài Cabênaum, i moeq ngai cwan wèq lình trùh ti Haq,
2808060067	rai creo dang: Waiq Chuaq, mangai hapŏng au loh ka pen, kùi mòeq nòe ta hnim au, haq jìq pi cajaq.
280807003e	Chuaq Jesus doe: “Au lam ta aih hu broq ka haq jah brêh.”
280808008e	Cwan aih padreo bàu: Waiq Chuaq, au kô ùh tajì ka jah đìh Ìh mùt dèh ta hnim, mòeq nà bàu Ìh tapoch raq, hapŏng au hi jah brêh.
280809010a	Majah qmang aih, au oe đeh enh qneq ka cwìang wì qnoeq, au hanoh i ƀài lình oe enh qneq ka au, au thê mangai kô: lam beq! haq aih hi lam. Thê mangai qnoeq: Drah trùh jang kô! mangai aih hi trùh, au thê dèh hapŏng: Drah broq yiniq kô, haq aih hi broq.
28080a00c0	Tàng bàu aih, Chuaq Jesus loh ka hamàih, haq doe ka ƀài mangai ma tiaq rađeh rameh: “Joq qnàng au doe ka pì, au qnhòq lah hnoq ta Isorali, i mangai leq i manoh lùi kàn qmang qmat.
28080b00a8	Au anoe hloe ka pì, i bàc ngai enh gùng mat mahì loh, enh gùng mat ma hì clìh, trùh hangui acaq pajùm moeq aniang ti Apraham, Isac, Jacôp, tanòe diac plình.
28080c0088	Yàng ƀài kon cla diac aih, wì khwênh qnoh đac enh gùng tanòe clam cluiq, ta aih èh i toq kan crò hmoe, ta- oeh, cadrit hanenh.
28080d008e	Chuaq Jesus doe ka cwan aih: “Hlài beq, ìh jah tìah dèh ka manoh ìh ma khoe lùi aih.” Wop jò aih raq, mangai hapŏng haq jah brêh.
28080e0065	Khoe aih, Chuaq Jesus mùt ta hnim Phiero, hnoq miq mai Phiero qnang kùi ta aniang, rai tôq tanget.
28080f0076	Chuaq Jesus yŏc tì bèq mangai yinìq aih, kan tôq taqnget hi dìq, khoe èh haq aih hi yòng patìh ka Chuaq Jesus
28081000a5	Trùh xèq, wì aràng ka Chuaq Jesus bàc ngai kiac chŏc pawè, Chuaq Jesus yŏc bàu capoch drùh qnoh ƀài kiac aih, rai broq brêh dìq dŏng mangai ùh hrŏc.
280811007b	qmang aih dôq xìt troeq bàu Pajàu Êsai ma khoe anoe: Haq khoe doeh dŏng kan yinìq bèn, Pòq wê kan ùh hrŏc bèn.
280812004f	Jò Chuaq Jesus hnoq bàc ngai oe dudan ka dađeh, haq thê tŏc apah tau diac.
280813004e	I moeq ngai hnài ranenh trùh ti Haq rai anoe: Ìh lam taleq, au tiaq ta aih.
280814006a	Jesus padreo bàu: “Ƀài chia i trom, chìm i pù, mahaq Kon Mangai ùh i qmòe ka nòe hu angèn gàu.
2808150051	Mangai qnoeq hòm doe: Waiq Chuaq, Ìh dôq au hlài catùh hanang dèh baq òeq.
280816005e	Mahaq Chuaq Jesus doe ka haq: “Lam tiaq au, dôq da mangai cachìt catùh mangai cachìt.”
2808170047	Khoe aih, Chuaq Jesus loh ta boang, ƀài mangai tiaq hŏc hi tiaq haq.
2808180077	Cadoe, ta diac raxìq loh bahùt kàn, diac lai laq yòng haqnhèq enh gùp qmòe boang. Mahaq Chuaq Jesus oe raq kùi.
2808190077	Ƀài mangai tiaq hŏc, thia haten padrìu haq, wì doe: Waiq Chuaq! Ìh dang nhèn diq, nhèn cachìt manòeq kô raq!
28081a0095	Jesus doe: “Ƀài mangai ƀiaq manoh lùi, hagleq pì ma yùq? Chuaq Jesus yòng tagàih ka cayeo xam diac raxìq, dìq baiq hi hatinh rangep hloe.
28081b0066	Dìq dŏng ka wì aih hamàih bòch dabau: Mangai kô ìq cabô? Jaq wa cayeo wa diac dua iu bàu Haq?
28081c00bf	Jò Chuaq Jesus khoe trùh pah tau ka diac, haq hnoq baiq ngai i kan kiac oe ta chac, wa aih loh enh cadràng hanang tùh glàm Haq. Wa aih dù haraya, pi i cabô oe hùa lam pagat trong aih.
28081d008e	Wa cachech qmòe cadêh: Waiq Kon Boc Plình, bèn kô ìq ep cleq ka dabau, ajoq Ìh trùh tacô, đòeq hu baxa nhèn adroe ka jò ùh xài?
28081e0030	Wop jò aih diq, i moeq calùh chùa qnang acaq.
28081f0070	Ƀài kiac bòch Chuaq Jesus rameh: Tàng joq Ìh hnan nhèn loh, Ìh am nhèn jah mùt đeh ta ƀài chùa tau.
28082000d4	Haq thê ƀài kiac: “Drah lam beq! Ƀài kiac loh enh wa aih, hi mùt hloe ta calùh chùa, tajòe qmòe jò aih dìq dŏng ka calùh chùa oe enh criang tawang clàm loh ta diac raxìq, cachìt dŏng ta diac.
280821009b	Ƀài mangai ban chùa hi cadàu lam amot, mùt taplài taqmon hlài ƀài yiniq wì haq hnoq, anoe hloe xam bìac wa baiq ngai kiac ma pawè ka wì tàng.
2808220065	Dìq dŏng ka wì gùng aih loh tàt Chuaq Jesus, jò wì bu hnoq haq, wì drah thê haq lam taqnoeq.
2809010050	Chuaq Jesus loh taboang wìh hlài pah tau diac raxìq, haq hlài dèh ta plài.
28090200b5	I wì tòng aràng ka haq moeq ngai pen kùi ta dra drah. Chuaq Jesus hnoq wì aih i manoh lùi, Haq doe ka mangai pen: “Ùh dùh yùq dèh kon, yiniq lui kon khoe jah caqnaih.”
280903006e	Jò aih, i toq ƀiaq ngai ma hnài ranenh oe ta aih, wì haq hèm ta manoh: Mangai kô capoch joq loq hanhèq.
2809040076	Yàng Chuaq Jesus loq ka manoh wì haq hèm cleq, haq hi doe rameh: “Hagleq ta manoh pì majah hèm qmèq qmang aih?
2809050092	Baiq nà bàu kô: moeq aih doe “Dìq ka yiniq lui kon khoe caqnaih, tàng ùh meh doe drah yòng cadiang lam beq, maleq ma yeo hlàu ka tapoch?
28090600c1	Mahaq au waq ka pì loq Kon Mangai oe ta crŏng taneh kô i cwìang đòeq caqnaih yiniq lui”. Khoe aih, Chuaq Jesus thê mangai pen: “Yòng beq, xùi da ìh dra drah qmat hlài ta hnem.”
280907002b	Mangai pen padinh yòng hlài dèh ta hnem.
2809080095	Dìq ka phù cròng hnoq kan halac aih, mangai leq mangai meh crè đeh hra, rai manè apôi Boc Plình khoe am ka kon mangai cwìang itai qmang aih.
28090900c5	Jò Jesus lam khoe ka nòe aih, Haq hnoq moeq ngai yiniq haq Mathio qnang hangui tanòe hnem yŏc thèq, Chuaq Jesus creo ka haq: “Drah lam tiaq au”, haq aih padinh yòng, lam tiaq Chuaq Jesus.
28090a00a5	Yàng jò wì qnang hangui acaq ta hnim Mathio, i bàc ngai yŏc thèq xam ƀài mangai ùh wìa trùh acaq moeq qmang ti Chuaq Jesus xam ƀài mangai tiaq hŏc haq.
28090b00bf	mangai Pharisi hnoq qmang aih, wì haq capoch ka ƀài tiaq hŏc Chuaq Jesus: Hagleq mangai hnài da pì qmat majah hangui acaq pajùm ti ƀài mangai yŏc thèq xam ti ƀài mangai ùh wìa?
28090c0084	Chuaq Jesus tàng bàu aih, haq doe ka vì: “Mangai tadêh ma i waq mangai broq jreo, mangai ùh hrŏc ma waq ka mangai broq jreo.
28090d00db	Lam beq, rai boq ngan bàu kô anoe cleq: Au enh kan loq waq, au ùh ngèh trùh ramènh tadreo. Majah qmang aih, au trùh ta kô ùh xài đòeq creo ka ƀài mangai taq atoq mahaq đòeq creo ka mangai i yiniq lui.”
28090e00bc	Jò aih, ƀài mangai tiaq hŏc Jon lam chaq Chuaq Jesus, wì bòch: Hagleq nhèn xam ƀài mangai Pharisi apàm ka acaq, yàng da ƀài mangai ma tiaq hŏc Ìh aih ùh dùh apàm ka acaq?
28090f00df	Chuaq Jesus padreo bàu: “Jò cla kon ŏng oe raq oe mòeq qmang ti wì bua haq lam acaq yiniang, wì aih mangò qmang leq ma wìa? Mahaq trùh hì leq wì hi qnung đac cla kon ŏng, jò aih èh bua haq ma apàm ka acaq.
28091000a7	Ùh i ka cabô yŏc ahyah neo đòeq clep tanòe eo kùn, tàng joq broq qmang aih haqnech maneo aih èh haq tadùng hyah hloe ka blah eo, nòe hyah aih yeo qmèq tam.
28091100e2	Hadai qmang aih, ùh i mangai leq yŏc alac neo ùc ta abôq akia dùnh, tàng broq qmang aih, abôq aih padah, alac aih ta-ùc, abôq aih hi raliang. Mahaq alac neo wì ùc ta abôq akia neo, aih èh ma hi jah wèq dìq baiq.
28091200ef	Jò Chuaq Jesus qnang tapoch qmang aih, i moeq ngai wèq hnem tagop qyoh cadiang mùt, hacùn cràng enh ngèa ka Chuaq Jesus rai anoe: Kon cadrì au neo pat, au canòm đeh ka Ìh trùh, yŏc tì bèq chac haq, aih èh haq jah rìh hlài.
2809130045	Chuaq Jesus hi yòng lam, ƀài mangai tiaq hŏc hadailam ti haq aih.
2809140090	Hanoh jò aih diq, i moeq ngai gucadrì, haq loh ka dahrôq mahim khoe jah mòeq jàt baiq hanam, thia haten enh rù bèq haqmai eo Chuaq Jesus.
280915007a	Majah qmang aih, haq xan hèm yôt đeh ta manoh: Tàng joq au jah bèq đeh toq haqmai eo haq raq, au loq đeh jah brêh.
28091600b5	Chuaq Jesus wìh hlài, hnoq gucadrì aih, Haq doe: “Ùh dùh yùq, toq cajap manoh oq! Manoh lùi da kon khoe broq kon jah brêh”, mangai cadrì aih jah brêh hloe jò aih raq.
280917006d	Jò Chuaq Jesus trùh hnim mangai wèq hnim tagop, hnoq ƀài mangai hlui taliaq, hnoq wì broq ma tagruàng.
2809180083	Haq doe ka wì: “Pì loh enh gùng beq, kon cadrì qyoh kô ùh i cachìt, haq qnang kùi”. Tàng bàu aih wì do halê ka Haq.
2809190062	Jò wì aih khoe loh dìq enh gùng, Chuaq Jesus thia carùp tì kon qyoh aih haq hi yòng hangui.
28091a0029	Bìac kô, jàp cròng aih hìa đeh hra.
28091b0061	Chuaq Jesus loh enh aih, i baiq ngai ùh xau tiaq haq rai creo: Kon bùa Dawit! Ha-och ka ma diq.
28091c00b5	Jò khoe mùt ta hnim, wa aih trùh, Chuaq Jesus bòch wa haq: “Chôp lùi au jah broq am ka chôp trong chôp ma ngèh kô qmòh?” Wa aih padreo bàu: Joq ma lùi Ìh broq jah.
28091d005b	Chuaq Jesus bèq mat wa aih rai doe: “Tiaq manoh chôp khoe lùi, chôp jah qmang aih.”
28091e007a	Mat wa haq jah xau hoq hlài. Chuaq Jesus yŏc bàu panhet wa haq: “Ngan oq, chôp ùh dùh dôq cabô loq bìac kô!”
28091f0045	Mahaq, loh bu khoe enh hnim, wa anoe yiniq Haq jàp jìa tagùng aih.
2809200056	Jò qnang loh enh aih, wì aràng ka Chuaq Jesus moeq ngai làu i kiac oe ta chac haq.
28092100a6	Jò Chuaq Jesus khoe drùh qnoh kiac, mangai aih jah tapoch. Ƀài phù cròng hamàih đeh hra wì ta anoe ka da bau: Qnhòq lah hnoq yiniq qmang kô tanòe Isorali.
280922005b	Mahaq da mangai Pharisi doe: Haq qmat yŏc cwìang enh cla craq kan kiac đòeq drùh kiac.
2809230098	Chuaq Jesus lam rìm gùng, rìm plài, hnài roc hnim tagop qyoh, anoe ka wì loq bàu lem diac Boc plình, rai broq brêh bàc ngai yinìq, ùh hrŏc.
2809240090	Jò Chuaq Jesus hnoq ƀài mangai bàc, ta manoh haq ha-och ka wì, majah qmang aih, wì nanxa, prah priang, tìah ka trìu ùh i ka mangai ban.
2809250050	Haq doe ka ƀài mangai tiaq hŏc rameh: Qmau kô bàc, mangai gat aih toq biaq,
280926004b	Qmang aih, drah creo ka Cla craq qmau qnoh tam bình gat loh ta ruàng haq.
280a01009e	Chuaq Jesus creo ka moeq jàt baiq ngai tiaq hŏc trùh ti cla haq, am ka wì cwìang drùh hnan kiac chŏc jròng, rai broq brêh kan yinìq tôq, ùh hrŏc.
280a02009f	Kô hiniq moeq jàt bài ngai Tiaq cla: mangai baxèm aih Simôn, bèn loq xan creo ka haq Phiero, xam Anrê (aih oh haq); Jaco kon Sêƀêđê xam Jon oh haq,
280a03005c	Philip xam Bathêlêmi; Thôma, xam Mathio (mangai yŏc thèq); Jaco kon Aphê, xam Thađê,
280a040047	Simôn mangai Cana-an, xam Juđa Icariôt, mangai ma blòq Chuaq Jesus.
280a0500b0	Aih raq, moeq jàt baiq ngai Tiaq cla, Chuaq Jesus thê wì loh lam rai tanap ka wì haq: “Apaq lam tanòe ùh xài mangai Juđa, ùh dùh mùt ta plài leq da mangai Samari.
280a060036	Mahaq lam chaq ƀài kon trìu Isorsli ma khoe hnhung.
280a070047	Jò lam ti trong pì anoe bàu kô: “Diac Plình trùh khoe haten”.
280a0800a3	Broq brêh ka mangai ùh hrŏc, broq ka mangai cachìt rìh hlài, broq ka magai bacùn jah brêh, drùh hnan kan kiac jròng. Pì khoe jah dech pì hadai am dech.
280a090046	Ta caqnam pì ùh dùh catonh wê dèh ka wang, yac ka bac jèn hadai.
280a0a00a3	Lam ti trong ùh dùh wê ayôp, apaq racop baiq blah eo, yac ka jep hanoh qmang aih, apaq wê long ka nhra, majah qmang aih, yiniq da pì ma abroq khòh jah acaq.
280a0b0080	Pì mùt gùng leq, plài leq pì ti chaq ngan mangai leq ma tajì ka đìh pì, khoe aih oe hnim wì haq trùh jò pì loh lam.
280a0c0036	Jò pì mùt hnim leq, waiq kan catèm am ka hnem aih;
280a0d0076	Tàng joq hnim aih tajì, kan catèm enh pì hi loh am ka wì haq, tàng joq ùh aih, kan catèm pì hlài ta cla pì.
280a0e0080	Tàng mangai leq ùh đìh pì, ùh tamàng bàu pì, jò pì loh enh hnim aih, plài aih, drah hapùih blo ma top ta jènh pì.
280a0f0076	Joq qnàng Au doe ka pì, trùh hì hadrah èh, gùng Sôđôm xam gùng Gômôro pòq kan hadrah yeo biaq ka wì aih.
280a100081	“Au thê pì loh lam tìah ka trìu oe taqne calùh koq yiang. Qmang aih pì ep rabiaq qmang ka bìh, khun khauq tìah ka trù.
280a110069	Pì ep hamang ngan oq, majah qmang aih èh wì rùp qnoh pì tanòe hadrah, jêh pì roc hnim tagop qyoh,
280a1200a3	Qnah hòm, taiq au kô èh wì majah rùp qnoh pì enh ngèa ƀài cwan ƀài bùa, đòeq pì yòng anoe enh ngèa ka wì haq hloe xam ƀài ùh xài mangai Juda.
280a130095	Mahaq jò wì rùp pì, apaq lèt ka anoe qmang leq, anoe bàu cleq, gleq ma jah qmang aih, bàu leq ma troq ka anoe, trùh jò aih èh hi am ka pì.
280a14006e	Aih ùh xài cla pì pì capoch đeh ma joq qnàng aih Yiang Hadròeh Baq pì oe enh dalam ka pì capoch qnoh.
280a150096	Daq rùp dèh oh, dôq wì jêh đac, baq rùp dèh kon dôq wì jêh đac, mangai kon yòng tablêq dèh ka miq baq, waq ka dìq baiq wa aih cachìt.
280a16008f	Jao yiniq au kô èh, dìq ka phù cròng majah tagit ka pì, mahaq mangai leq cajap manoh trùh lùch trùh gêh, mangai aih èh ma jah dèch.
280a17009d	Jò wì rùp pì ta plài kô, pì puplech lam ta plài qnoeq, joq qnàng au anoe ka pì, pì lam qnhòq jàp ka plài mangai Isorali, Kon mangai khoe trùh.
280a18005f	Mangai tiaq hŏc ma lah yi ùh hnau ka mangai hnài, hapŏng malah yi ùh hnau ka cla wì craq.
280a1900ac	Mangai tiaq hŏc jah dàng mangai hnài, hapŏng jah dàng cla wì craq aih khoe wìa. Tàng joq wì khoe doe ka cla wì craq ta hnim aih Bênxêbun, loq ka mangai ta hnem.
280a1a006f	Qmang aih, pì apaq yùq, ùh i cleq cadoc èh ma ùh ep paqnoh dŏng, ùh i cleq bahlèp atìq èh ma ùh loq.
280a1b008a	Aih ìq raq, bàu au anoe ka pì ta clam, drah anoe qnoh ta qngah, bàu pì tàng gìt ajang don, drah yòng ta kùa po hnim hu anoe qnoh.
280a1c00a8	Ùh dùh yùq dèh ka mangai jah jêh toq chac pì mahaq ùh jah jêh mahua yiang pì; ma khòh yùq aih Mangai jah broq hnhung xam mahua xam chac pì oe ta hwinh ùnh.
280a1d00a7	Baiq toq chim prùch ùh xài wì hmaq tech moeq jèn bac raq qmòh? Mahaq tàng joq ùh xài tiaq manoh Baq pì, qnhòq lah i mòeq toq chim leq ma taclìh ta haqneq.
280a1e002c	Xàc ta gàu pì qmat hadai rènh khoe dìq.
280a1f0042	Qmang aih, apaq yùq cleq, pì yeo canaq ùh hnau ka chìm prùch.
280a200074	Aih ìq raq, cabô ràu trùh au enh ngèa ka phù cròng, au hanoh ràu trùh haq enh ngèa ka Baq au oe ta plình;
280a210066	Cabô hangah đac au enh ngèa phù cròng, au hadai hangah đac haq enh ngèa ka Baq au oe ta plình.
280a220087	Apaq xoh au trùh đòeq aràng kan catèm ta crŏng taneh, au trùh ùh xài đòeq aràng kan catèm, mahaq aràng chang aràng jaoq.
280a23006b	Au trùh đòeq lah kon calô khoe ka baq haq, lah kon cadrì khoe ka miq haq, lah kon mai khoe ka yaq haq;
280a24003e	qmang aih, mangai oe ta hnim pì raq, ma tablêq hlài ka pì.
280a2500b7	Cabô loq waq dèh ka miq baq ùh hnau ka au, mangai aih ùh tajì đòeq hu tiaq au, cabô loq waq dèh ka kon calô kon cadrì ùh hnau ka au, mangai aih hadai ùh tajì ka tiaq au,
280a260055	Cabô ùh xùi dèh long pagat đòeq tiaq au, mangai aih hanoh ùh tajì ka tiaq au.
280a27009f	Cabô àu wèq dèh toq kan rìh dèh cla, haq aih èh jah hnhung, mahaq cabô chìuq cađac dèh kan rìh đòeq hu tiaq au, aih èh jah chaq hnoq hlài dèh.
280a280058	Cabô đìh pì, haq aih đìh au, cabô đìh au, haq aih đìh Mangai ma khoe thê au.
280a2900c8	Cabô đìh mòeq ngai pajàu taiq mangai aih broq pajàu, haq aih jah kan baha da mangai pajàu, cabô đìh mòeq ngai taq atoq, taiq mangai taq atoq, aih èh haq aih jah kan baha ka mangai ta atoq.
280a2a00d3	Cabô chìuq am ka mòeq ngai kon qyoh taqne ƀài kon qyoh kô, ôq moeq chrŏng diac hangeo, taiq mangai qyoh aih broq mangai tiaq hŏc au, joq qnàng au doe ka pì, kan baha da haq aih èh ùh jò leq hnhung.
280b010070	Khoe ka hnài dèh mòeq jàt baiq ngai tiaq hŏc, Chuaq Jesus loh enh aih, lam hnài roc plài oe gùng Galili.
280b020087	Jò Jon oe ta hnem tù, tàng wì anoe ƀài yiniq Chuaq Jesus Christ ma broq, haq thê dèh mangai tiaq hŏc haq trùh ti Chuaq Jesus,
280b030067	wì bòch: Ìh kô raq ùh xài Mangai ma hu trùh tacô, nhèn ahìaq oe raq ep gòm mangai qnoeq ùh?
280b04006c	Chuaq Jesus padreo bàu: “Drah hlài beq, taqmon hlài ka Jon loq rìm yiniq pì ma khoe tàng, khoe hnoq:
280b0500a3	Mangai ùh xau jah hnoq, mangai liap jah lam, mangai bacùn jah hreo, mangai clìc don jah tàng, mangai cachìt jah rìh hlài, mangai nanxa jah tamàng bàu lem.
280b060033	Xôq ramot am ka mangai leq ùh hìaq catoeh ka au.
280b0700bc	Jò wì aih khoe hlài, Chuaq Jesus men anoe trùh Jon dôq wì phù cròng ma tiaq haq loq: “Pì khoe lam ngan cleq tanòe hawit? Ajoq pì lam ngan long triang niaq cayeo hlui ùh xài?
280b080083	Pì lam ngan cleq hòm? Pì lam ngan mangai caxùnh atàc eo lem ùh xài? Hatau! wì mangai ma caxùnh eo ranhòm oe ta hnim bùa.
280b090078	Pì lam ngan cleq hòm? Ajoq lam ngan mangai tapoch pajàu ùh xài? Joq, au doe ka pì, ùh hnau ka tapoch pajàu hòm.
280b0a0080	Aih raq mangai ma khoe i bàu achìh trùh haq: “Au thê dèh mangai lam adroe ka Kon, Đòeq chônh taqmroq trong Kon lam.”
280b0b00e0	Joq qnàng au doe ka pì, dìq dŏng taqne ƀài mangai ha-uang loh enh gucadrì, ùh i cabô yeo haq nhèq ùh hnau ka Jon Baptit, mahaq yac ka mangai dìq jaq hamoq oe tanòe diac plình, dua yeo haq nhèq ùh hnau ka haq.
