2800000009	Mattheüs
28081a0093	En Hij zeide tot hen: Wat zijt gij bevreesd, gij kleingeloovigen! Toen stond Hij op en bestrafte de winden en de zee, en er kwam een groote stilte.
28081b006e	Doch de menschen verwonderden zich, zeggende: Hoedanig is deze, dat zelfs de winden en de zee Hem gehoorzamen?
28081c00d4	En toen Hij aan de overzijde kwam, in het land der Gadarenen, kwamen Hem twee door booze geesten bezetenen te gemoet, die uit de grafsteden kwamen en zeer ruw waren, zoodat niemand langs dien weg kon voorbijgaan.
28081d0094	En ziet, zij schreeuwden, zeggende: Wat hebben wij met U te doen, Gij Jezus, Zoon van God? Zijt Gij hier gekomen om vóór den tijd ons te pijnigen?
28081e0031	En er was ver van hen een kudde varkens weidende.
28081f006a	En de booze geesten baden Hem, zeggende: Indien Gij ons uitwerpt, laat ons dan naar de kudde varkens gaan.
280820009f	En Hij zeide tot hen: Gaat heen! En zij gingen uit naar de varkens, en ziet, geheel de kudde stortte van de steilte af in de zee, en zij stierven in het water.
2808210076	En die ze geweid hadden vluchtten, en kwamen in de stad, en boodschapten alles, ook wat met de bezetenen geschied was.
2808220074	En ziet, de geheele stad ging uit, Jezus te gemoet; en als zij Hem zagen, baden zij Hem van hun grenzen weg te gaan.
280901004a	En in het schip gegaan zijnde, voer Jezus over en kwam in zijn eigen stad.
280902009d	En ziet, zij brachten tot Hem een lamme, die op een bed lag. En Jezus hun geloof ziende, zeide tot den lamme: Zoon, heb goeden moed, uw zonden zijn vergeven.
280903004c	En ziet, sommigen der schriftgeleerden zeiden bij zich zelven: Deze lastert!
280904004a	En Jezus hun gedachten ziende, zeide: Waarom denkt gij kwaad in uw harten?
280905005e	Want wat is gemakkelijker? te zeggen: Uw zonden zijn vergeven, of te zeggen: Sta op en wandel?
28090600b2	Maar opdat gij weten moogt dat de Zoon des menschen macht heeft, op de aarde zonden te vergeven, — toen zeide Hij tot den lamme: Sta op, neem uw bed op en ga heen naar uw huis.
280907002b	En opstaande, ging hij heen naar zijn huis.
2809080079	Doch de scharen, dit ziende, werden bevreesd, en zij gaven God de glorie, die zulk een macht aan de menschen had gegeven.
2809090099	En Jezus, vandaar heengaande, zag een mensch zitten bij het tolhuis, Mattheüs genaamd, en Hij zeide tot hem: Volg Mij na! En hij stond op en volgde Hem.
28090a0084	En het geschiedde toen Hij in het huis aanlag, dat vele tollenaren en zondaren kwamen en mede aanlagen met Jezus en zijn discipelen.
28090b006e	En de fariseërs, dit ziende, zeiden tot zijn discipelen: Waarom eet uw Meester met de tollenaren en zondaren?
28090c0061	Maar Jezus hoorde dit en zeide: Niet de gezonden hebben een geneesmeester noodig, maar de zieken.
28090d0094	Maar gaat heen en leert wat het is: Barmhartigheid wil Ik en niet een offerande. Want Ik ben niet gekomen om rechtvaardigen te roepen maar zondaars.
28090e0082	Toen kwamen de discipelen van Johannes tot Hem, zeggende: Waarom vasten wij en de fariseërs veel, doch uw discipelen vasten niet?
28090f00bc	En Jezus zeide tot hen: Kunnen de bruiloftsgasten wel treuren, zoolang de bruidegom bij hen is? Maar er zullen dagen komen, als de bruidegom van hen is weggerukt, en dan zullen zij vasten.
2809100096	Niemand zet toch een stuk ongekrompen laken op een oud kleed; want dan zou dit nieuwe stuk van het kleed afscheuren en de scheur zou nog erger worden.
28091100d8	Ook giet men geen jongen wijn in oude zakken; want dan zouden de zakken barsten, en de wijn zou wegvloeien, en de zakken zouden verloren zijn. Maar jongen wijn giet men in nieuwe zakken, en dan blijven beide bewaard.
28091200b3	En terwijl Hij dit tot hen sprak, ziet, een overste kwam tot Hem, die Hem aanbad en zeide: Mijn dochter is zoo even gestorven, maar kom Gij, leg uw hand op haar, en zij zal leven.
2809130033	En opstaande, volgde Jezus hem met zijn discipelen.
2809140085	En ziet, een vrouw die twaalf jaar lang het bloedvloeien gehad had, kwam van achteren tot Hem en raakte den boord van zijn kleed aan;
2809150053	want zij zeide bij zich zelve: Als ik zijn kleed maar aanraak, zal ik genezen zijn.
2809160091	En Jezus zich omkeerende, en haar ziende, zeide: Dochter, heb goeden moed! uw geloof heeft u behouden! En de vrouw was gezond van die zelfde ure.
280917005c	En toen Jezus in het huis van den overste kwam, en de fluitspelers en het woelende volk zag,
2809180060	zeide Hij: Gaat weg, want het meisje is niet gestorven, maar het slaapt! En zij lachten Hem uit.
2809190063	Maar toen het volk was weggejaagd, ging Hij binnen, en Hij greep haar hand. En het meisje stond op.
28091a0038	En het gerucht hiervan liep door die geheele landstreek.
28091b0074	En toen Jezus vandaar wegging, volgden Hem twee blinden, roepende en zeggende: Ontferm U over ons, o Zoon van David!
28091c0092	En als Hij in huis was gekomen, kwamen de blinden tot Hem, en Jezus zeide tot hen: Gelooft gij dat Ik dat kan doen? Zij zeiden tot Hem: Ja, Heere!
28091d0040	Toen opende Hij hun oogen, zeggende: Naar uw geloof geschiede u!
28091e0063	En hun oogen werden geopend. En Jezus verbood hun streng, zeggende: Ziet toe, dat het niemand wete.
28091f0044	Maar zij uitgaande, maakten Hem ruchtbaar in die gansche landstreek.
2809200069	Terwijl dezen nu uitgingen, bracht men tot Hem een stommen mensch, die door een boozen geest bezeten was.
2809210088	En toen de booze geest was uitgedreven, sprak de stomme. En de scharen verwonderden zich, zeggende: Nooit is zoo iets in Israël gezien!
280922005d	Maar de fariseërs zeiden: Door den overste der booze geesten werpt Hij de booze geesten uit.
28092300a5	En Jezus trok door al de steden en vlekken, leerende in hun synagogen en predikende het Evangelie des koninkrijks en genezende alle ziekten en kwalen onder het volk.
280924007c	En de scharen ziende, werd Hij over hen bewogen, omdat zij geplunderd en uitgeput waren, als schapen die geen herder hebben.
2809250059	Toen zeide Hij tot zijn discipelen: De oogst is wel groot, maar er zijn weinig arbeiders.
280926004a	Bidt dan den Heere van den oogst dat Hij arbeiders in zijn oogst uitzende.
280a010096	En Jezus riep zijn twaalf discipelen tot zich en gaf hun macht over de onreine geesten, om die uit te werpen, en om alle ziekten en kwalen te genezen.
280a0200a0	De namen nu der twaalf apostelen zijn deze: vooreerst Simon, genaamd Petrus, en Andreas, zijn broeder; Jakobus de zoon van Zebedeüs, en Johannes, zijn broeder;
280a03007d	Fillippus en Bartholomeüs, Thomas en Mattheüs, de tollenaar; Jakobus, de zoon van Alfeüs en Labbeüs, toegenaamd Taddeüs;
280a040042	Simon, de Kananeër en Judas Iskariot, die Hem ook verraden heeft.
280a050097	Deze twaalf zond Jezus uit en gebood hun, zeggende: Op den weg tot de heidenen zult gij niet gaan, en in een stad der Samaritanen zult gij niet treden.
280a06003f	Maar gaat liever tot de verloren schapen van het huis Israëls.
280a070044	Gaat heen en predikt, zeggende: Het koninkrijk der hemelen is nabij.
280a080085	Geneest kranken, wekt dooden op, zuivert melaatschen, werpt booze geesten uit; om niet hebt gij het ontvangen; geeft het ook om niet.
280a090032	Hebt geen goud, of zilver, of koper in uw beurzen.
280a0a006f	Hebt geen reiszak op weg, noch twee rokken, noch schoenen, noch staf; want de arbeider is zijn voedsel waardig.
280a0b0068	En in wat stad of dorp gij komt, onderzoekt wie daarin waardig is; en blijft daar totdat gij er uitgaat.
280a0c0032	En als gij de woning binnentreedt, groet haar dan.
280a0d0084	En wanneer die woning het waardig is, dan kome uw vrede over haar; maar als zij het niet waardig is, dan keere uw vrede tot u weder.
280a0e008c	En zoo iemand u niet ontvangt en uw woorden niet hoort, schudt dan het stof van uw voeten af, als gij uit dat huis of uit die stad vertrekt.
280a0f007e	Voorwaar, Ik zeg u, het zal voor het land van Sodom en Gomorra verdragelijker zijn in den dag des oordeels, dan voor die stad.
280a10007b	Ziet, Ik zend u als schapen in het midden van wolven; zijt dan voorzichtig zooals de slangen en eenvoudig zooals de duiven.
280a110076	Wacht u voor de menschen, want zij zullen u overleveren aan de rechtbanken, en in hun synagogen zullen zij u geeselen.
280a120079	Doch ook voor stad houders en koningen zult gij gesteld worden om Mijnentwil, tot een getuigenis voor hen en de heidenen.
280a130091	Maar zijt niet bezorgd, als zij u overleveren, hoe of wat gij zult zeggen; want hetgeen gij spreken zult, zal u in die zelfde ure gegeven worden.
280a140055	Want gij zijt het niet die spreekt, maar het is de Geest uws Vaders die in u spreekt.
280a15008b	En de eene broeder zal den anderen overleveren ter dood en de vader zijn kind; en de kinderen zullen opstaan tegen de ouders en hen dooden.
280a16006d	En gij zult gehaat zijn van allen om mijn Naam; maar die tot het einde toe volhardt, die zal behouden worden.
280a1700bd	Wanneer men u dan in de eene stad vervolgt, vlucht naar de andere; want voorwaar Ik zeg u, gij zult de steden Israëls niet doorreisd hebben vóórdat de Zoon des menschen zal gekomen zijn.
280a18004a	De discipel is niet boven zijn meester, en de knecht niet boven zijn heer.
280a1900bd	Het zij den discipel genoeg dat hij gelijk is aan zijn meester, en den knecht gelijk aan zijn heer. Indien zij den huisheer Beëlzebul hebben genoemd, hoeveel te meer dan zijn huisgenooten!
280a1a006f	Vreest hen dan niet; want niets is bedekt dat niet ontdekt zal worden, en verborgen dat niet bekend zal worden.
280a1b0084	Hetgeen Ik tot u zeg in de duisternis, spreekt gij dat in het licht, en hetgeen u in het oor wordt gezegd, predikt dat van de daken.
280a1c0097	En vreest niet voor hen die het lichaam dooden, maar de ziel niet kunnen dooden, maar vreest veel meer hem die ziel en lichaam kan verderven in de hel.
280a1d0073	Worden niet twee musschen verkocht voor een penning? En niet één van deze zal op de aarde vallen zonder uw Vader.
280a1e0032	En van u zijn zelfs al de haren des hoofds geteld.
280a1f003c	Vreest dus niet; want gij zijt meer waard dan vele musschen.
280a200073	Een ieder dan die Mij zal belijden voor de menschen, dien zal Ik ook belijden voor mijn Vader die in de hemelen is.
280a21006e	Maar wie Mij verloochent voor de menschen, dien zal Ik ook verloochenen voor mijn Vader, die in de hemelen is.
280a220078	Meent niet dat Ik ben gekomen om vrede op de aarde te brengen. Ik ben niet gekomen om vrede te brengen, maar het zwaard.
280a230093	Want Ik ben gekomen om den mensch verdeeld te maken tegen zijn vader, en de dochter tegen haar moeder, en de schoondochter tegen haar schoonmoeder;
280a240037	en des menschen vijanden zullen zijn huisgenooten zijn.
280a250082	Wie vader of moeder liefheeft boven Mij, is Mijns niet waardig, en wie zoon of dochter liefheeft boven Mij, is Mijns niet waardig.
280a260049	En wie zijn kruis niet opneemt en Mij navolgt, die is Mijns niet waardig.
280a270061	Wie zijn leven vindt zal het verliezen, en wie zijn leven verliest om Mijnentwil, zal het vinden.
280a280057	Wie u ontvangt, ontvangt Mij, en wie Mij ontvangt, ontvangt Hem die Mij gezonden heeft.
280a2900ca	Wie een profeet ontvangt om zijn naam van profeet, zal het loon van een profeet ontvangen; en wie een rechtvaardige ontvangt om zijn naam van rechtvaardige, zal het loon van een rechtvaardige ontvangen.
280a2a00a1	En zoo wie aan een van deze geringsten maar een beker koud water te drinken geeft om zijn naam van discipel, voorwaar Ik zeg u, hij zal zijn loon niet verliezen.
280b01009f	En het is geschied, toen Jezus geëindigd had aan zijn twaalf discipelen bevelen te geven, dat Hij vandaar ging om te onderwijzen en te prediken in hun steden.
280b020089	En Johannes de Dooper, in de gevangenis vernomen hebbende van de werken van Christus, zond twee van zijn discipelen om tot Hem te zeggen:
280b030042	Zijt Gij degene die komen zou, of moeten wij een ander verwachten?
280b04005f	En Jezus antwoordde en zeide tot hen: Gaat heen, boodschapt aan Johannes wat gij hoort en ziet:
280b0500a2	Blinden worden ziende, en kreupelen wandelen; melaatschen worden gezuiverd, en dooven hooren; dooden worden opgewekt, en aan armen wordt het Evangelie verkondigd;
280b060033	en zalig is hij, die zich aan Mij niet zal ergeren.
280b0700b1	Toen dezen nu heengingen, begon Jezus te zeggen tot de scharen aangaande Johannes: Wat zijt gij in de woestijn gaan zien? Een riet dat door den wind heen en weder geschud wordt?
280b08008a	Maar wat zijt gij gaan zien? Een mensch met schoone kleederen bekleed? Ziet, die schoone kleederen dragen, zijn in de huizen der koningen.
280b090069	Maar waartoe zijt gij uitgegaan? Om een profeet te zien? — Ja, zeg Ik u, ook veel meer dan een profeet.
280b0a007b	Want hij is het van wien is geschreven: Ziet, Ik zend mijn engel voor uw aangezicht, die den weg vóór U uit bereiden zal.
280b0b00aa	Voorwaar Ik zeg u, onder die van vrouwen geboren zijn, is er geen meerdere opgestaan dan Johannes de Dooper; maar de minste in het koninkrijk der hemelen is meer dan hij.
280b0c007e	En van de dagen van Johannes den Dooper af tot nu toe, wordt het koninkrijk der hemelen bestormd en bestormers rooven het weg.
280b0d0042	Want al de profeten en de wet hebben geprofeteerd tot op Johannes.
280b0e003c	En zoo gij het wilt aannemen, hij is de Elias die komen zou.
280b0f0028	Wie ooren heeft om te hooren, die hoore.
280b10008a	Doch waarbij zal Ik dit geslacht vergelijken? Het is gelijk aan de kinderen die op de pleinen zitten, en hun gezellen toeroepen, zeggende:
280b110077	Op de fluit speelden wij voor u, en gedanst hebt gij niet; klaagliederen hebben wij gezongen, en gij hebt niet geweend!
280b12005c	Want Johannes is gekomen, niet etende of drinkende, en men zegt: Hij heeft een boozen geest!
280b1300c7	De Zoon des menschen is gekomen, etende en drinkende, en men zegt: Ziet daar, een gulzigaard en dronkaard, een vriend van tollenaars en zondaars! En de wijsheid is gerechtvaardigd door haar kinderen.
280b140072	Toen begon Hij de steden te verwijten, waarin zijn meeste krachten geschied warén, omdat zij zich niet bekeerden:
280b1500ad	Wee u, Chorazin! Wee u, Bethsaïda! Want zoo in Tyrus en Sidon de krachten geschied waren die in u geschied zijn, zij hadden al lang in zak en assche boetvaardigheid gedaan.
280b16005e	Maar Ik zeg u: Tyrus en Sidon zal het verdragelijker zijn in den dag des oordeels dan ulieden!
280b1700e1	En gij Kapernaüm! zijt gij niet tot den hemel toe verhoogd? Tot het doodenrijk toe zult gij nedergestooten worden. Want zoo in Sodom de krachten geschied, waren die in u geschied zijn, het zou tot vandaag toe bestaan hebben.
280b180060	Maar Ik zeg u dat het den lande van Sodom verdragelijker zal zijn in den dag des oordeels dan u.
280b1900bd	In dien tijd antwoordde Jezus en zeide: Ik loof U, Vader, Heere des hemels en der aarde, dat Gij deze dingen verborgen hebt voor wijzen en verstandigen, en ze aan kinderen hebt geopenbaard.
280b1a003c	Ja, o Vader! want alzoo is het voor U welbehagelijk geweest.
280b1b0099	Alles is Mij overgegeven van mijn Vader, en niemand kent den Zoon dan de Vader, en niemand kent den Vader dan de Zoon, en wien het de Zoon wil openbaren.
280b1c004d	Komt tot Mij, gij allen die vermoeid en beladen zijt, en Ik zal u rust geven.
280b1d007a	Neemt mijn juk op u en leert van Mij, want Ik ben zachtmoedig en nederig van hart, en gij zult rust vinden voor uw zielen.
280b1e002d	Want mijn juk is zacht en mijn last is licht.
280c010082	In dien tijd ging Jezus op den sabbat door het korenveld, en zijn discipelen hadden honger en begonnen aren te plukken en te eten.
280c02006b	En de fariseërs dit ziende, zeiden tot Hem: Ziet, uw discipelen doen wat niet geoorloofd is op een sabbat!
280c030078	Maar Hij zeide tot hen: Hebt gij niet gelezen wat David gedaan heeft, toen hij, en zij die met hem waren, honger hadden?
