2800000007	Mathayo
2807100078	Kulwamatwasho gebhwe omuja okubhamenya. Angu abhanu abhatula okugesa amatwasho kumawa, na lindi kubhiyabwa bhya mbaluti?
2807110069	Kwo lususo olwo, kileti lye kisi elibhula matwasho gakisi, tali liti libhibhi elibhula matwasho mabhibhi.
280712006f	Liti lyekisi litakutula kutwasha matwasho mabhibhi, na kutyo liti libhibhi litakutula kwibhula matwasho gakisi.
2807130045	Bhuliti linu litakwibhula matwasho gakisi elitemwa nokweswa mumulilo.
2807140039	Kulwejo oli, oujaokubhamenya okusokana na matwasho gabho.
28071500a8	Atali bhuli munu unu kabwila anye, Ratabhugenyi, Ratabhugenyi, kengila mubhukama bhwa mulwile, tali ni uliya kakola obhulengelesi bhwa Ratabhugenyi wani unu alimulwile.
28071600c7	Bhanu bhamfu bhalibwila olusiku olwo, Ratabhugenyi, Ratabhugenyi, chitasosishe obhulagi kwi sina lyao, chitasosisheko amasabwa kwisina lyao, na kwalisina lyao chakolele bhikolwa byamfu bya kulugusha?
280717005a	Niwo enibhabhwila echimali, 'nitabhamenya emwe. Musoke kwanye, bhanu omukola obhunyamuke'.
280718007e	Kulwejo, bhuli umwi unu kongwa emisango jani nokwikilisha kasusana nomunu omwengeso unu ombakile inyumba yae ingulu ya litale.
2807190090	Ingubha nigwa, amanji nigejula, nomuyaga niguja niguibhuma inyumba eyo, tali itatulile kugwa ansi, kulwokubha aliga yumbakilwe ingulu ya litale.
28071a0089	Tali bhuli munu unu kongwa omusango gwani nalema okugwikilisha, kasusanisibhwa no munu omumumu unu ombakile inyumba yae ingulu yo musenyi
28071b0072	Ingubha niija, amanji nigaja, nomuyaga niguja niguibhuma inyumba eyo. Nigwa, nobhunyamke bhwayo nibhubhonekana.”
28071c006a	Gwamalile okulabhao omwanya gunu Yesu amalile okuloma emisango ejo, amekofyanya nigalugula ameigishyo gae,
28071d004a	Kulwokubha eigisishe kuti munu wobhutulo, na atabhee lwa bhandiki bhebhwe.
2808010043	Mukatungu kanu Yesu ansi okusoka muchima, liijo enene lyamulubhile.
2808020078	Lola, omugenge ejile no kulamya imbele yae, naikati, “Rata Bhugenyi”, labha umaliliye outula okunkola nibhe mwelu”
2808030071	. Yesu nagolola okubhoko kwae namukunyako, naikati, “Nimaliliye. Nubhe mwelu.”Ao so aosibhwe obhugenge bhwae.
28080400ab	Yesu namubhwila ati, “Lola utabhwila munu wonawona. Gwata injila yao, wiyoleshe awe omwene ku mugabhisi nausoshe echiyanwa chinu Musa alagilie, kwo bhubhambasi bhwao.”
280805004a	Mumwanya gunu Yesu akingile Kapelanaumu, Omukulu wa bhasilikale naja kwae,
280806006e	namubhusha ati,”Rata Bhugenyi, omukosi wani amamile ewani afuye omubhili na ali no bhusasi bhwokulugusha.”
280807002b	Yesu namubhwila ati, “Enija okumuosha.”
280808009a	Omukulu wa bhasilikale namusubhya naikati,”Rata Bhugenyi, anye ntana chibhalo okukinga awe wingile munyumba yani, yaikale omusango omukosi wani keulila.
28080900a0	Kulwokubha anyone ni munu unu nilinamanaga, Nikaika kuunu “Genda kagenda, na kuundi 'Ija'omwene kaja, na kumukosi wani,'Kola kutyo,' no omwene kakola kutyo”
28080a00a4	Omwanya gunu Yesu ejile ongwa ago, alugusibhwe nabhabhwila bhanu bhaliga nibhamulubha,”Echimali enibhabhwila ati, Nchali kulola omunu welikisha lwaunu mu Israeli.
28080b008a	Enibhabhwila ati, abhamfu bhalija okusoka mubhutuluka na mubhugwa, bhalinyanja amwi na Ibulaimu, Isaka, na Yakobo, mubhukama bhwa mulwile.
28080c005f	Tali abhana bho bhukama bhalyeshwa muchisute cha anja, any chilibha echililo no kuguguna ameno.
28080d009a	“Yesu namubhwila Omukulu wa bhasilikale,”Genda! lwakutyo wamalile okwikilisha, na jikolekane kutyo kwawe.”Nomukosi wao eulisibhwa omwanya ogwo ogwo.
28080e0065	Mukatungu Yesu nakinga munyumba ya Petero, namulola nyabhuko wa Petero amamile Ali mulwae wo muswija.
28080f0056	Yesu namukunyako okubhoko kwae, no muswija nigumuwako. nemuka namba okumufulubhendela.
280810009a	Yejile yakinga kegolo, bhanu bhamfu nibhamulasa Yesu bhanu bhaliga nibhanyansibhwa na masabwa. Nagabhilimya amasabwa na bhanu bhaliga bhalwae nabheulisha.
2808110081	Kulwejo kutiyo jakumiye jinu jaikilwe na Isaya omulagi,”Omwene ejile okugega amalwae geswe no bhulenga bhweswe obhechinyamwoyo.
2808120073	Ejile Yesu alola elikofyanya limwiindileko, nasosha obhwisombolo bhwa kuja olubhala olundi olwainyanja ya Galilaya.
2808130056	Neya omwandiki namujako namubhwila ati,”Mwiigisha, enikulubha wonawona anu ulaja.”
280814008c	Yesu namubhwila ati,”Bhinyabhugana bhina amobho, na jinyonyi ja mulutumba jina masuli, nawe Omwana wa Adamu atana wakumamya mutwe gwae.”
2808150064	Omwiigisibhwa oundi namubhwila ati, “Rata Bhugenyi, nyikilisisha okwamba nije okumusika lata wani.
2808160051	“Nawe Yesu namubhwila ati,”Ndubha, ubhasige abhafu bhasike abhafu bhebhwe.”
2808170045	Yesu ejile engila mubhwato, abheigisibhwa bhae nibhamulubha mubhwato.
2808180067	Lola, nigwiula omuyaga ingulu ya inyanja, nobhwato nibhufundikilwa na makonjo. Nawe Yesu aliga amamile.
2808190070	Abheigisibhwa nibhaja kumwene nibhamwimusha nibhaikati, “Ratabhugenyi, chikishe eswe, echilebhelela okufwa!”
28081a0088	Yesu nabhabhwila ati, “kulwaki omubhaya, emwe abhelikisha etilu?” Nio nemuka nagugonya omuyaga na inyanja. Ndiya ndibha etole enene,
28081b0071	Abhalume nibhagwatwa ne chiobho nibhaikati, “Omunu unu alikutiki, nolo omuyaga na inyanja ebhimungwa omwene?”
28081c010c	Omwanya gunu Yesu aliga ejile olubhala olundi lwe chalo cha Magadala, bhalume bhabhili bhanu bhaliga nibhatangasibhwa na masabwa nibhabhugangana nage. Bhaliga nibhasoka mumakabhuli na bhaliga nibhakola inyogele muno, indengo ati aliga achachalio unu atula kunjila eyo.
28081d0087	Lola, nibhasekana nibhaikati, “Chinaki echokukola kwawe, Mwana wa Nyamuanga? Wijilanu okuchinyashya omwanya gwese guchali kukinga?”
28081e0064	Awo lyaliga lilio liijo enene elyajingulubhe nililebhwa, Ali Atali kula nanu bhaliga bhali, amasabwa
28081f0066	nigagendelela okumusabhwa Yesu nigaikati. “Ukachilamula okusokako, chisile mwiijo lya jingulubhe.”
28082000ac	Yesu nabhabhwila ati, “Mugende!”Amasabwa nigasokako nigaja kungulubhwe. Lola, liijo lyona ndyolomoka okusoka muchima okutebhela munyanja na lyona ndifwila mumanji omwo.
28082100ba	Abhalume bhanu bhaliga nibhalebha jingulubhe nibhabhilima. Bhejile bhaja mumusi nibholesha bhuli chinu chinu chabhonekana, ingulu ya jinu jabhona Abhalume bhanu bhaliga bhali na masabwa.
2808220065	Lola, omusi gwona niguja okubhonana na Yesu. Bhejile bhamulola, nibhamusabhwa asoke mumukowa gwebhwe.
280901003d	Yesu nengila mubhwato, nambuka nakinga mumusi gunu ekalamoga.
28090200dd	Lola, nibhamuletela omunu unu aliga afuye omubhili amamibhwe kwigodolo. ejile alola elikisha lyebhwe, Yesu namubhwila omunu unu aliga afuye omubhili, “Mwana wani, ubhe na likondelelwa, Ebhibhibhi bhyao bhyeswalililwa”
2809030059	Lola, Amwi ya bheigisha bhe bhilagilo nibhaikati abhene kwa bhene, “Omunu unu kafuma”
280904005d	Yesu namenya obhiganilisha bhwebhwe naikati,”Kulwaki omwiganilisha amabhibhi mumyoyo jemwe?
2809050070	Nichinuki chinu chili changu okwaikati, “Ebhibhibhi bhyao bhyeswalililwa' angu okwaikati,' Imelegulu ulibhate?
28090600a6	Nawe mumenye ati, Omwana wa Adamu ali no bhutulo obhokusasila ebhibhibhi...”aikile ago kuunu aliga afuye omubhili, imelegulu, gega ligodolo lyao, ugende ika ewao”
2809070030	Niwo omunu uliya nemelegulu nagenda mumusi gwae.
280908006a	Elikofyanya lyejile lyalola ago, nibhalugulu nibhamulasa Nyamuanga, unu ambhayanile obhutulo obhwo abhanu.
28090900bc	Mbe Yesu ejile akalabhao okusoka ao, namulola omunu unu atogwaga Matayo, unu aliga enyanjile olubhaju lunu abhalipisha bho bhushulu. Namubhwila ati, “Ndubha anye” Nemelegulu namulubha.
28090a009d	Yesu ejile enyanja koleleki alye ebhilyo munyumba, nibhaja abhalipisha bho bhushulu bhamfu na bhajabhi nibhakobhela okulya amwi na Yesu na bheigisibhwa bhae.
28090b00ac	Niwo Amafalisayo gejile olola kutyo, nibhabhakolela abheigisibhwa bhae ati, “Kulwaki omwiigisha wemwe kalya ebhilyo amwi na bhatobhesha bho bhushulu na bhanu bhajabhi?”
28090c0072	Yesu ejile ongwa ago, omwene naikati,”Abhanu bhanu bhali bhaanga bhatakwenda mulagusi, tali bhanu bhali bhalwae.
28090d0097	Jibheile Mugende mujokwiigila insonga yendemo, “Enenda echigongo na siyo chiyanwa” Kulwokubha nejile, ti kubhalengelesi okuta, tali kubhebhibhibhi.
28090e0087	Niwo abheigisibhwa bha Yowana nibhamujako nibhaikati, “Kulwaki eswe na mafalisayo echisibha, nawe abheigisibhwa bhao bhatakusibha?”
28090f00bb	Yesu nabhabhwila ati, Enibhusha abhaelegesha bha mutwasi abhatula okujubha anu omutwasi kabha alinabho? Nawe jinsiku jilikinga anu Rata omutwasi aligegwa okusoka kwebhwe, niwo bhalisibha.
280910007e	Atalio omunu unu kata echilepa cho mwenda omuyaya ku mwenda gwa kala, echilepa echitemuka okusoka ku mwenda na ngutemuka muno.
28091100e8	Bhatalio bhanu bhanu abhatula omuvinyo omuyaya muchinu echo muvinyo gwa kala, bhakechula nibhakola, olwai olutemuka, omuvinyo ogusokamo nolwai olunyamuka. Kulwejo, ogutulwa omuvinyo omuyaya mu lwai oluyaya na bhyona ebhibha bhianga.
28091200ca	Omwanya gunu Yesu abhabhwilaga emisango ejo, lola, omukulu umwi owemilimu naja nalamya imbele yae, Naikati, “Omuhansha wani kama okufwa woli anu, nawe ija uteko okubhoko kwao na kasubha okulola lindi,
2809130039	Niwo Yesu Nemelegulu na mulubha na bheigisibhwa bhae ona.
2809140088	Lola, omugasi unu aliga naulula amanyinga kwo mwanya gwa miyaka kumi ne bhili, naja yeyi na Yesu nakunyako olubhala lwo mwenda gwa Yesu.
2809150046	Kulwokubha aikilati,”Labha ndakunyako omwenda gwae, any eniulila.”
28091600a2	Yesu nainduka namulola namubhwila ati, “Muyala, siga kufwa mwoyo, elikilisha lyao lyakukola wiulile,”No mwanya ogwo ogwo omugasi oyo neulisibhwa omwanya ogwo.
2809170079	Yesu ejile akinga munyumba yo mukulu we milimu, abalolele abhabhumi bhwa jinkuli ne bhise bhya bhanu bhaliga nibhasekana.
2809180075	Omwene naikati, “Musoke anu, kulwokubha omuyala unu achali kufwa, tali amamile. Nawe abhene nibhamuseka nokumugaya.
2809190057	Na bhanu bhaulusibhwa anja, omwene nengila munda namugwata okubhoko omuyalakaji nemuka.
28091a0026	Emisango jinu nijikumuka mumusi gwona.
28091b00a4	Niwo Yesu aliga nalabhao okusoka awo, bhalume bhabhili bhaofu nibhamulubha. Nibhasekana kwo bhulaka nibhaikati,”Echisabhwa uchifwile chigongo, Omwana wa Daudi.”
28091c00a9	Akatungu kanu Yesu akingile mumusi, abhaofu bhaliya nibhamujako. Yesu nabhabhwila ati, “Okwikilisha ati enitula okola?” Nibhamusubhyati “Nichimali, Ratabhugenyi”
28091d0068	Niwo Yesu nakunyako ameso gebhwe naikati,”Najikolekane kutyo kwimwe lwakutyo elikilisha lyemwe lili”
28091e0084	Ameso gebhwe ngegulwa. Niwo Yesu nabhakomelesha nabhalagilila naikati,”Mwiyangalile munu wona wona ataja kumenya omusango gunu.”
28091f0052	Tali abhanu bhanu bhabhili nibhagenda nibhalasha emisango jinu mbala jona ejomusi.
280920007f	Niwo abhalume bhaliya bhabhili bhejile okugenda jebhwe, Lola, omunu umwi mutita unu aliga alinyilwe na masabwa nasilwa ku Yesu.
2809210081	Amasabwa gejile omusokako, omunu oyo omutita namba okuloma. Liijo nililugula nilyaikati,”Jinu jichaliga kubhonekana mu Israeli.
2809220055	Nawe Amafalisayo bhaliga nibhaikati,”Kubhakulu bha masabwa, kabhilimya amasabhwa”
28092300a9	Yesu nagenda mumisi na mubhijiji. Nagendelela okwiigisha mumekofyanyisho, nalasha echigambo cho bhukama, no kwiulisha amalwae ga bhuli mbaga nobhulenga bhwa bhuli mbaga.
2809240085	Ejile alola ebhise bhya bhanu, nabhasasila, kulwokubha bhanyakile no kufwa mumyoyo. Bhaliga bhali kuti nyabhalega jinu jitana mulefi.
2809250055	Nabhabhwila abheigisibhwa bhae.”Ebhigeswa ni bhyamfu, Tali abhakosi nibho abhatilu.
2809260060	Kulwejo bhangu mumusabhwe Ratabhugenyi we bhigeswa, koleleki atume abhakosi mubhigeswa bhyae.”
280a0100c1	Yesu nabhabhilikila abheigisibhwa bhae ekumi na bhabhili nabhayana obhutulo ingulu ya masabwa amachafu, okugagonya no kugabhilimya no kwiulisha bhuli mbaga jo bhunyoke na malwae ga bhuli mbaga.
280a0200a7	Amasina ga jintumwa ekumi nebhili niganu. Elyokwamba Simeoni (unu katogwa lindi Petero), na Andelea mumula wabho, Yakobo omwana wa Jebhedayo, na Yowana omumula wabbho:
280a030068	Philipo, na Balitolomayo, Thomaso, na Matayo omulipisha wo bhushulu, Yakobho omwana wa Alfayo, na Tadeo,
280a040039	Simoni mkananayo, na Yuda iskariote, unu amuliliye iniku.
280a050098	Bhanu ekumi na bhabhili Yesu abhatumile. Omwene abhalagiliye naikati, “Mtaja kugenda any bhekae abhanyamaanga na mutaja kwingila mumisi ja bhasamalia.
280a060042	Tali Mugende ku nyabhalega jinu jibhulile ejamunyumba ya Isilaeli.
280a070047	Nanu mulagendaga, mulashega mwaikati, obhukama bhwa mulwile bhwafogee.'
280a080077	Mwiulishega abhalwae, musulule abhafuye, muhoshe abhebhigenge na mubhilimyega amasambwa. Mulamiye bhusa, musoshe bhusa.
280a09003d	Mutaja kugega jijahabhu, jialumasi nolo shaba mumifuko jemwe.
280a0a007a	Mutaja kugega mufuko mulugendo lwemwe, nolo myenda jindi, ebhilato nolo nsimbo, kulwokubha omukosi jimwiile ebhilyo bhyae.
280a0b006e	Mumusi gwona gwona nolo chijiji chinu mulajamo, muyenje unu engene mwiyanje ewae kukinga anu mulenda osubhayo.
280a0c0054	Anu mulengila munyumba mukeshega, Ikabha inyumba iile, Omulembe gwemwe gusigale awo,
280a0d003b	tali inyumba ikabha iteile, omulembe gwemwe musokewo nagwo.
280a0e00a5	Na bhanu bhalisiga okubhalamila emwe nokulema okutegelesha emisango jemwe, omwanya gunu omwimuka munyumba nolo mumusi ogwo, mwikukumule oluteli kubhigele bhyemwe ao.
280a0f0077	Echimali enibhabhwila ati, ejibha jili ja nsonga okukila emisi ja Sodoma na Gomola olusiku lwa indamu kukila omusi ogwo
280a100079	Mwangalile, enibhatuma kuti nyabhalega agati ye misege je mwila, kulwejo mubhe bhengeso lwa injoka na bhafula lwa inguti.
280a110050	Mubhe bhengeso na bhanu, bhalibhasila mumabhalaja, na bhali bhabhuma mumasomelo.
280a120074	Na muliletwa imbele ya bhakulu na bhakama kulwa lisina lyani, kuti bhubhambasi kubhene na kubhanu bha bhanyamahanga.
280a13008c	Omwanya gunu bhalabhabheelesha, mutaja kwitimata nikutiki amwi nichinuki chinu mulaloma, kulwokubha echinu chokuloma omuyanwa kumwanya ogwo.
280a140054	Kulwokubha atali emwe bhanu mulaloma, tali Omwoyo gwa Rata wemwe kaloma munda yemwe.
280a150076	Omuili alimukila omuili wae okumwita, na lata kumwana wae. Abhana bhalimukila abhebhusi bhebhwe, nibhabhakolela olufu.
280a160078	Nemwe mulibhiililwa na bhuli munu ingulu ya lisina lyani. Nawe unu alikomesha okukingila obhutelo omunu oyo alichunguka.
280a1700b0	Omwanya gunu bhalibha Anna mumusi gunu, mubhilimile mumusi gunu ogulubha, echimali enibhabhwila ati, mtakubha mugendele mumisi jona eja Isilaeli achali kusubha Omwana wa Adamu.
280a180060	Omwiigisibhwa atali mukulu okukila omwiigisha wae, nolo omugaya unu ali ingulu yesebhugenyi wae.
280a1900ba	Jiile omwiigisibhwa abhe kutyo ali omwiigisha wae, no mukosi lwe Sebhugenyi wae. Ikabha bhamubhilikiye Ratabhugenyi wa inyumba Belzabuli, ni kwandengoki abhamugaya omwene na inyumba yae!
280a1a007b	Kulwejo mutaja kubhobhaya abho, kulwokubha litalio misango gunu gutalisululwa, nalitali linu liselekele linu litalibhulika.
280a1b0071	Chinu echibhabhwila muchisute, muchaike mubhwelu, na chinu mulongwa na matwi gemwe, muchilashe ingulu ya inyumba.
280a1c0087	Mutobhaya bhanu abheta omubhili nawe bhatana bhutulo bhwa kwita mwoyo. Mubhae unu katulao okusingalisha omubhili no mwoyo eliya nyombe.
280a1d0083	Enibhusha, kasuku ebhili bhatakugusibhwa kwa chapa ntilu? Nolo kutyo atalio unu katula okugwa ansi tali Ratabhugenyi wemwe kumenya.
280a1e0032	Nawe nolo obhukumi bhwa jimfwili jemwe jibhalilwe.
280a1f004a	Mutaja kubha na bhubha, kulwokubha muna echibhalo okukila jikasuku nyamfu.
280a200070	Kulwejo bhuli munu unu akanyikilisha imbele ya bhanu, anyona nilimwikilisha imbele ya Rata wani unu ali mulwile.
280a21005c	Nawe unu alinyigana imbele ya bhanu, anyona nilimwigana imbele ya Rata wani unu ali mulwile.
280a220054	Mutetogelati nijile kuleta omulembe muchalo. Nitejile kuleta mulembe, tali obhulemo.
280a230067	Kulwokubha nijile okuta omunu alwane ne semwene, no muyala na nyilamwene, no mukwelima na nyabhuko wae,
280a24002a	Omusoko wo munu bhalibha abhanu bhaikewae.
280a25008c	Omwene unu kenda esemwene amwi nyila mwene okukila anye oyo atanyingene. Na unu kenda omusigaji au omuyala wae okukila anye oyo atanyingene.
280a26003c	Omwene unu ataligega omusalabha no kundubha any atanyingene.
280a270067	Omwene unu alyenda okuyenja obhulame alibhubhusha. Nawe unu alibhusha obhulame ingulu yani alibhubhona.
280a280066	Omwene unu alibhakuma kabha akumile anye, na unu alabhaankumile any kabha amukumile unu antumile anye.
280a2900b0	Na unu alamukuma omulagi kulwokubha ni mulagi alibhona omuyelo gwo mulagi. Na unu alimukuma omunu omulengelesi kulwokubha ni mulengelesi alibhona omuyelo gwo munu omulengelesi.
280a2a00da	Wona wona unu alamuyana oumwi wa bhalela bhanu, nolo chikombe chimwi cha manji go kunywa amanyiliye, kulwokubha omwene Ni mwiigisibhwa, echimali enibhabhwila ati, omwene atakubhulwa kwa njila yona yona omuyelo gwae.”
280b010070	Ejile Yesu okubhabwila abheigisibhwa bhae akumi na bhabhili emukile nagenda omwiigisha no kulasha mumisi jebhwe,
280b020069	na Yowana ali mwibhoelo ejile ongwa ebhikolwa bhya Kristo, natuma omusango okulabhila abheigisibhwa bhae,
280b03004a	na nibhamubhusha ati,”Awe nawe unu kaja, angu aliyo oundi chimulinde?”
280b04005b	Yesu nasubhya naikati, kubhene “Mugende mujomubhwila Yowana ganu omulola na ganu omungwa.
280b0500d3	Abhanu bhanu bhatakulola abhabhona okulola, abhalema abhalibhata, abhagenge abhaosibhwa, abhasibhe bha matwi abhongwa lindi, abhafuye abhasululwa bhali bhaanga, na bhanu abhakene abhalasibhwa emisango Jo bhwana.
280b060029	Ana libhando unu takwitimata ingulu yani.
280b07009c	Akatungu kanu abhanu bhanu nibhemuka, Yesu namba okwaika na liijo ingulu ya Yowana,”Niki chinu mwajiye okulola mwibhala lisaunga ndisingisibhwa no muyaga?
280b080089	Nawe niki chinu mwajiye okulola omunu afwae ebhifwalo bhyololo? Nichimali, bhanu abhafwala ebhifwalo bhyololo bhekae munyumba ja bhakama.
280b09004f	Tali mwajiye okulola ki-Omulagi? Nichimali, enibhabhwila ati, nokukila Omulagi.
280b0a006c	Unu niwe andikiwe,'Lola, namulagilila omukosi wani imbele yo bhusu bhwao, unu kachuma injila yao imbele yao.
280b0b00b1	Anye enibhabhwila echimali, mubhamwi bhanu bhebhuywe abhagasi atalio unu Ali mukulu okukila Yawana Omubhatija. Nawe unu alimutilu mubhukama bhwa mulwile n mukulu okukila omwene.
280b0c0085	Okusoka munsiku ja Yowana Omubhatija okukinga woli, obhukama bhwa Mulwile ni bhwamanaga, na bhanu bha managa, abhabhugega kwa managa.
280b0d0047	Kulwokubha abhalagi ne bhilagilo, bhaliga nibhalaga okukinga ku Yowana.
280b0e003c	Na labha mwimaliliye okwikilisha, unu niwe Eliya, unu alija.
280b0f0020	Unu ali nokutwi kwokugwa nongwe.
280b100085	Nilususanyishe naki olwibhulo lunu? Nichijejekanyo cha bhana bhanu abhashana kulubhala lwa lisoko, bhanu bhenyanjile nokubhilikilana,
280b110048	nibhaikati,'Chabhabhumiye olukuli mutabhinile. Chalile, emwe mutalilile'
280b120058	Kulwokubha Yowana ejile atalyaga mukate nolo kunywa omuvinyo, nibhaikati, 'Ana lisabwa.'
280b1300b5	Omwana wa Adamu ejile nalya nokunywa nibhaikati, 'Lola' nimunu muli na munywi, omusani wa bhatobhesha bho bhushulu na abhebhibhi!' Nawe obhwengeso obhusululwa kwe bhikolwa bhyae.”
280b140066	Yesu namba okugonya emisi munu ebhikolwa bhyo kulugusha bhyakolwaga, kulwokubha bhaliga bhachali kuta,
280b1500bf	Jilikubhona awe, Kolazini, Jilikubhona awe Betisaida! Lwakutyo ebhikolwa bhikulu gakakolekene Tilo na Sidoni ganu gakolekana anu, bhakabhee bhatee kala kwo kufwala amagunila no kwisinga lifu.
280b160042	Nawe ilibha okwikomesha kwa Tilo na Sidoni olusiku lwa indamu yao.
280b1700ce	Awe, Kapelanaumu, owitogela ati bhalikutula ingulu okukinga mulwile? Payi ulitelemushwa okukinga nyombe. Lwakutyo ku Sodoma bhyakakolekene ebhikolwa bhikulu, kutyo gakolekana kwawe, yakabheeo okukinga lelo.
280b180064	Oli enaika nawe ati jakabhee nyangu ku chalo cha Sodoma okwimelegulu olusiku lwa indamu okukila awe.
280b1900d2	Mumwanya ogwo Yesu naikati, “Enikukuya awe, Rata, Ratabhugenyi wo Olwile ne Chalo, kulwokubha wabhaselekele Emisango jinu abhobhwenge na bhengeso, nugasulula kubhanu bhatabhaga na bhwenge, lwa bhana abhalela.
