0100000006	Farawa
010812004c	Sai Nuhu ya fito tare da matarsa da’ya’yansa maza da matan’ya’yansa,
01081300a4	da kowace irin dabba, da kowane mai rarrafe, da kowane irin tsuntsu, da kowane irin abu da yake tafiya a bisa duniya, suka fito daga jirgi daki-daki bisa ga irinsu.
010814008d	Sai Nuhu ya gina bagaden hadaya ga Ubangiji, ya ɗiba waɗansu dabbobi da tsuntsaye masu tsabta, ya yi hadaya ta ƙonawa da su a kan bagaden.
01081500f5	Da Ubangiji ya ji ƙanshi mai daɗi, sai ya ce a zuciyarsa, “Ba zan ƙara la’anta ƙasa saboda mutum ba, ko da yake dukan tunanin zuciyar mutum mugu ne tun yana ƙarami. Ba kuwa zan ƙara hallaka dukan halittu masu rai, kamar yadda na yi ba.
010816008d	“Muddin duniya tana nan, lokacin shuki da na girbi, lokacin sanyi da na zafi, lokacin damina da na rani, dare da rana ba za su daina ba.”
0109010081	Sa’an nan Allah ya sa wa Nuhu da’ya’yansa maza albarka, yana ce musu, “Ku haifi’ya’ya, ku ƙaru, ku kuma cika duniya.
01090200ac	Dukan namun jeji da dukan tsuntsayen sama da kowace halitta mai rarrafe a ƙasa, da dukan kifayen teku, za su riƙa jin tsoronku, suna fargaba. An sa su a cikin hannuwanku.
010903007e	Kome da yake da rai wanda yake tafiya, zai zama abincinku. Kamar yadda na ba ku kowane irin ganye, haka na ba ku kome da kome.
0109040053	“Akwai abu ɗaya da ba za ku ci ba, wato, nama wanda jininsa yake cikinsa tukuna.
01090500a5	Game da jinin ranka kuwa lalle zan bukaci lissafi. Zan bukaci lissafi daga kowane dabba. kuma daga kowane mutum, shi ma zan bukaci lissafi game da ran ɗan’uwansa.
0109060079	“Duk wanda ya zub da jinin mutum, ta hannun mutum za a zub da jininsa; gama a cikin siffar Allah ne, Allah ya yi mutum.
0109070050	Amma ku, ku yi ta haihuwa, ku ƙaru; ku yaɗu a duniya, ku yi yawa a bisanta.”
0109080028	Sai Allah ya ce wa Nuhu da’ya’yansa,
0109090039	“Yanzu na kafa alkawarina da ku da zuriyarku a bayanku,
01090a00be	da kowace halitta mai rai wadda ta kasance tare da kai; wato, tsuntsaye da dabbobin gida da kuma dukan namun jeji, duk dai iyakar abin da ya fita daga jirgin; wato, kowane mai rai na duniya.
01090b0089	Na kafa alkawarina da ku, ba za a ƙara hallaka dukan rayuka da ambaliyar ruwa ba; ba za a ƙara yin ambaliya don a hallaka duniya ba.”
01090c0090	Allah ya kuma ce, “Wannan ita ce alamar alkawarin da na yi tsakanina da ku, da kowace halitta tare da ku; alkawari na dukan zamanai masu zuwa.
01090d005d	Na sa bakan gizona cikin gizagizai, shi ne kuwa zai zama alamar alkawari tsakanina da duniya.
01090e005c	Duk sa’ad da na kawo gizagizai a bisa duniya, bakan gizo kuma ya bayyana a ciki gizagizan,
01090f0097	zan tuna da alkawari tsakanina da ku da kuma dukan halittu masu rai na kowane iri. Ruwa ba zai sāke yin ambaliyar da za tă hallaka dukan masu rai ba.
01091000aa	Duk sa’ad da bakan gizo ya bayyana cikin gizagizan, zan gan shi in kuma tuna da madawwamin alkawari tsakanin Allah da dukan halittu masu rai, na kowane iri a duniya.”
0109110076	Saboda haka Allah ya ce wa Nuhu, “Wannan ita ce alamar alkawarin da na kafa tsakanina da dukan masu rai a duniya.”
0109120077	’Ya’yan Nuhu maza, waɗanda suka fito daga cikin jirgi, su ne, Shem, Ham da Yafet. (Ham shi ne mahaifin Kan’ana.)
010913005c	Waɗannan su ne’ya’yan Nuhu maza uku, daga gare su ne kuma duniya za tă cika da mutane.
010914003d	Nuhu, mutumin ƙasa, shi ne farko da ya fara yin gonar inabi.
0109150052	Sa’ad da ya sha ruwan inabin ya kuwa bugu, sai ya kwanta tsirara cikin tentinsa.
010916005f	Ham, mahaifin Kan’ana ya ga tsiraici mahaifinsa, ya kuma faɗa wa’yan’uwansa biyu a waje.
01091700e9	Amma Shem da Yafet suka ɗauki mayafi, suka shimfiɗa a kafaɗarsu, sa’an nan suka shiga suna tafiya da baya har zuwa inda mahaifinsu yake kwance, suka rufe tsiraicinsa. Suka kau da fuskokinsu domin kada su ga tsiraicin mahaifinsu.
0109180052	Sa’ad da Nuhu ya farka daga buguwarsa ya kuma gane abin da ƙarami ɗansa ya yi,
010919005b	sai ya ce, “Kan’ana la’ananne ne, zai zama bawa mafi ƙanƙanta ga’yan’uwansa.”
01091a0060	Ya kuma ce, “Albarka ta tabbata ga Ubangiji Allah na Shem! Bari Kan’ana yă zama bawan Shem.
01091b0074	Allah yă ƙara fāɗin ƙasar Yafet; bari Yafet yă zauna a tentunan Shem, bari kuma Kan’ana yă zama bawansa.”
01091c0028	Bayan ambaliyar, Nuhu ya yi shekaru 350.
01091d003c	Gaba ɗaya dai, Nuhu ya yi shekara 950, sa’an nan ya mutu.
010a010078	Wannan shi ne labarin Shem, Ham da Yafet,’ya’yan Nuhu maza, waɗanda su ma sun haifi’ya’ya maza bayan ambaliyar.
010a020059	’Ya’yan Yafet maza su ne, Gomer, Magog, Madai da Yaban, Tubal, Meshek, da kuma Tiras.
010a03003a	’Ya’yan Gomer maza su ne, Ashkenaz, Rifat, da Togarma.
010a040042	’Ya’yan maza Yaban su ne, Elisha, Tarshish, Kittim da Rodanim.
010a050082	(Daga waɗannan mutane ne masu zama a bakin teku suka bazu zuwa cikin ƙasashensu da kuma cikin al’ummansu, kowanne da yarensa.)
010a06003b	’Ya’yan Ham maza su ne, Kush, Masar, Fut, da Kan’ana.
010a07007b	’Ya’yan Kush maza su ne, Seba, Hawila, Sabta, Ra’ama da Sabteka.’Ya’yan Ra’ama maza kuwa su ne, Sheba da Dedan.
010a08004d	Kush shi ne mahaifin Nimrod wanda ya yi girma ya zama jarumin yaƙi a duniya.
010a090068	Shi babban maharbi ne a gaban Ubangiji. Shi ya sa akan ce, kamar Nimrod babban maharbi a gaban Ubangiji.
010a0a0050	Cibiyoyin mulkinsa na farko su ne Babilon, Erek, Akkad, da Kalne a cikin Shinar.
010a0b004e	Daga wannan ƙasa, sai ya tafi Assuriya, inda ya gina Ninebe, Rehobot Ir, Kala
010a0c0046	da Resen, wadda take tsakanin Ninebe da Kala; wanda yake babban birni.
010a0d0044	Mizrayim shi ne mahaifin Ludiyawa, Anamawa, Lehabiyawa, Naftuhiyawa,
010a0e004b	Fetrusiyawa, da Kasluhiyawa (inda Filistiyawa suka fito) da kuma Kaftorawa.
010a0f003f	Kan’ana shi ne mahaifin, Sidon ɗan farinsa, da na Hittiyawa,
010a100024	Yebusiyawa, Amoriyawa, Girgashiyawa,
010a11001d	Hiwiyawa, Arkiyawa, Siniyawa,
010a12004b	Arbadiyawa, Zemarawa, da Hamawa. Daga baya zuriyar Kan’aniyawa suka yaɗu
010a13008a	har iyakar Kan’ana ta kai Sidon ta wajen Gerar har zuwa Gaza, sa’an nan ta milla zuwa Sodom, Gomorra, Adma da Zeboyim, har zuwa Lasha.
010a140070	Waɗannan su ne’ya’yan Ham maza bisa ga zuriyarsu da yarurrukansu, cikin ƙasashensu da kuma al’ummominsu.
010a15005a	Aka kuma haifa wa Shem, wan Yafet,’ya’ya maza. Shem shi ne kakan’ya’yan Eber duka.
010a160042	’Ya’yan Shem maza su ne, Elam, Asshur, Arfakshad, Lud da Aram.
010a170034	’Ya’yan Aram maza su ne, Uz, Hul, Geter da Mash.
010a18003d	Arfakshad ne mahaifin Shela. Shela kuma shi ne mahaifin Eber.
010a190091	Aka haifa wa Eber’ya’ya maza biyu. Aka ba wa ɗaya suna Feleg, gama a zamaninsa ne aka raba duniya; aka kuma sa wa ɗan’uwansa suna Yoktan.
010a1a003a	Yoktan shi ne mahaifin, Almodad, Shelef, Hazarmawet, Yera,
010a1b0015	Hadoram, Uzal, Dikla,
010a1c0016	Obal, Abimayel, Sheba,
010a1d0041	Ofir, Hawila da Yobab. Dukan waɗannan’ya’yan Yoktan maza ne.
010a1e0051	Yankin da suka zauna ya miƙe daga Mesha zuwa wajen Sefar a gabashin ƙasar tudu.
010a1f0071	Waɗannan su ne’ya’yan Shem maza bisa ga zuriyarsu da yarurrukansu, cikin ƙasashensu da kuma al’ummominsu.
010a2000a4	Waɗannan su ne zuriyar’ya’yan Nuhu maza bisa ga jerin zuriyarsu cikin al’ummominsu. Daga waɗannan ne al’ummomi suka bazu ko’ina a duniya bayan ambaliya.
010b010046	To, a lokacin, yaren mutanen duniya ɗaya ne, maganarsu kuma ɗaya ce.
010b02005c	Yayinda mutane suke ta yin ƙaura zuwa gabas, sai suka sami fili a Shinar, suka zauna a can.
010b030087	Suka ce wa juna, “Ku zo, mu yi tubula, mu gasa su sosai.” Suka yi amfani da tubula a maimakon duwatsu, kwalta kuma a maimakon laka.
010b0400a7	Sa’an nan suka ce, “Ku zo, mu gina wa kanmu birni da hasumiyar da za tă kai har sammai, domin mu yi wa kanmu suna, don kada mu warwatsu ko’ina a doron ƙasa.”
010b05004e	Sai Ubangiji ya sauko don yă ga birni da kuma hasumiyar da mutanen suke gini.
010b0600bf	Ubangiji ya ce, “Ga su, su jama’a ɗaya ce, su duka kuwa harshensu guda ne. Wannan kuwa masomi ne kawai na abin da za su iya yi, babu kuma abin da suka yi shirya yi da ba za su iya yi ba.
010b070042	Zo, mu sauka, mu rikitar da harshensu don kada su fahimci juna.”
010b080069	Saboda haka Ubangiji ya watsar da su daga wurin zuwa ko’ina a doron ƙasa, suka kuwa daina gina birnin.
010b090096	Shi ya sa aka kira birnin Babel, domin a can ne Ubangiji ya rikitar da harshen dukan duniya. Daga can Ubangiji ya watsar da su ko’ina a doron ƙasa.
010b0a0073	Wannan shi ne labarin Shem. Shekara biyu bayan ambaliya, sa’ad da Shem ya yi shekara 100, sai ya haifi Arfakshad.
010b0b005b	Bayan ya haifi Arfakshad, Shem ya yi shekara 500, ya haifi waɗansu’ya’ya maza da mata.
010b0c003a	Sa’ad da Arfakshad ya yi shekara 35, sai ya haifi Shela.
010b0d0066	Bayan ya haifi Shela kuwa, Arfakshad ya yi shekara 403, ya kuma haifi waɗansu’ya’ya maza da mata.
010b0e0035	Sa’ad da Shela ya yi shekaru 30, sai ya haifi Eber.
010b0f005c	Bayan ya haifi Eber, Shela ya yi shekara 403, ya kuma haifi waɗansu’ya’ya maza da mata.
010b100035	Sa’ad da Eber ya yi shekaru 34, sai ya haifi Feleg.
010b11005c	Bayan ya haifi Feleg, Eber ya yi shekara 430, ya kuma haifi waɗansu’ya’ya maza da mata.
010b120035	Sa’ad da Feleg ya yi shekaru 30, sai ya haifi Reyu.
010b13005c	Bayan ya haifi Reyu, Feleg ya yi shekara 209, ya kuma haifi waɗansu’ya’ya maza da mata.
010b140035	Sa’ad da Reyu ya yi shekaru 32, sai ya haifi Serug.
010b15005c	Bayan ya haifi Serug, Reyu ya yi shekara 207, ya kuma haifi waɗansu’ya’ya maza da mata.
010b160036	Sa’ad da Serug ya yi shekaru 30, sai ya haifi Nahor.
010b17005d	Bayan ya haifi Nahor, Serug ya yi shekara 200, ya kuma haifi waɗansu’ya’ya maza da mata.
010b180035	Sa’ad da Nahor ya yi shekaru 29, sai ya haifi Tera.
010b19005c	Bayan ya haifi Tera, Nahor ya yi shekara 119, ya kuma haifi waɗansu’ya’ya maza da mata.
010b1a0040	Bayan Tera ya yi shekaru 70, sai ya haifi Abram, Nahor da Haran.
010b1b0059	Wannan ita ce zuriyar Tera. Tera ya haifi Abram, Nahor da Haran. Haran kuma ya haifi Lot.
010b1c005a	Yayinda mahaifinsa Tera yana da rai, Haran ya rasu a Ur ta Kaldiyawa, a ƙasar haihuwarsa.
010b1d0083	Abram da Nahor suka yi aure. Sunan matar Abram, Saira ne, sunan matar Nahor kuwa Milka; ita’yar Haran ce, mahaifin Milka da Iska.
010b1e0029	Saira kuwa bakararriya ce, ba ta da yara.
010b1f00c6	Tera ya ɗauki ɗansa Abraham, jikansa Lot ɗan Haran, da surukarsa Saira, matar Abram, tare kuwa suka bar Ur ta Kaldiyawa, don su tafi Kan’ana. Amma sa’ad da suka zo Haran sai suka zauna a can.
010b20002a	Tera yi shekaru 205, ya kuma mutu a Haran.
010c010077	Ubangiji ya ce wa Abram, “Tashi ka bar ƙasarka, da mutanenka, da iyalin mahaifinka, ka tafi ƙasar da zan nuna maka.
010c02007e	“Zan mai da kai al’umma mai girma, zan kuma albarkace ka; zan sa sunanka yă zama mai girma, ka kuma zama sanadin albarka.
010c03008c	Zan albarkaci duk wanda ya albarkace ka, in kuma la’anci duk wanda ya la’anta ka, dukan mutanen duniya za su sami albarka ta wurinka.”
010c04008e	Saboda haka Abram ya tashi yadda Ubangiji ya faɗa masa; Lot ma ya tafi tare da shi. Abram yana da shekaru 75, sa’ad da ya tashi daga Haran.
010c0500a8	Abram ya ɗauki matarsa Saira da Lot ɗan ɗan’uwansa, da dukan mallakar da suka tattara, da kuma mutanen da suka samu a Haran, suka kama hanya zuwa ƙasar Kan’ana.
010c06006a	Abram ya ratsa ƙasar har zuwa wurin babban itace na More a Shekem. A lokacin Kan’aniyawa suna a ƙasar.
010c0700a0	Ubangiji ya bayyana ga Abram ya ce, “Ga zuriyarka ne zan ba da wannan ƙasa.” Saboda haka Abram ya gina bagade a can ga Ubangiji, wanda ya bayyana gare shi.
010c0800b0	Daga can, ya ci gaba zuwa wajen tuddai a gabashin Betel ya kafa tentinsa, Betel yana yamma, Ai, kuma a gabas. A can ya gina bagade ga Ubangiji ya kuma kira bisa sunan Ubangiji.
010c090041	Sa’an nan Abram ya tashi ya ci gaba da tafiya zuwa wajen Negeb.
010c0a0083	To, a lokacin, an yi yunwa a ƙasar, sai Abram ya gangara zuwa Masar don yă zauna a can na ɗan lokaci, domin yunwa ta yi tsanani.
010c0b005e	Yayinda yana gab da shiga Masar, sai ya ce wa matarsa Saira, “Na sani ke kyakkyawar mace ce.
010c0c0069	Sa’ad da Masarawa suka ganki, za su ce, ‘Wannan matarsa ce.’ Za su kuwa kashe ni, su bar ki da rai.
010c0d0060	Saboda haka ki ce ke’yar’uwata ce, domin ta dalilinki a mutunta ni, a kuma bar ni da rai.”
010c0e0055	Sa’ad da Abram ya isa Masar, Masarawa suka ga cewa Saira kyakkyawa mace ce ƙwarai.
010c0f0072	Sa’ad da fadawan Fir’auna suka gan ta kuwa, sai suka yabe ta wajen Fir’auna, aka kuwa kawo ta cikin fadarsa.
010c100088	Ya mutunta Abram sosai saboda ita, Abram kuwa ya mallaki tumaki da shanu, da jakuna maza da mata, da bayi maza da mata, da kuma raƙuma.
010c110063	Amma Ubangiji ya wahalar da Fir’auna da gidansa da cututtuka masu zafi saboda Saira, matar Abram.
010c120076	Saboda haka Fir’auna ya kira Abram ya ce, “Me ke nan ka yi mini? Me ya sa ba ka faɗa mini cewa ita matarka ce ba?
010c13007c	Don me ka ruɗe ni cewa, ‘Ita’yar’uwata ce,’ har na ɗauke ta tă zama matata? To, ga matarka. Ɗauke ta ka tafi.”
010c140086	Sa’an nan Fir’auna ya yi wa mutanensa umarni a kan Abram, suka kuwa sallame shi tare da matarsa da kuma dukan abin da yake da shi.
010d01006b	Saboda haka Abram ya haura daga Masar zuwa Negeb tare da matarsa, da dukan abin da yake da shi tare da Lot.
010d020040	Abram ya azurta ƙwarai da dabbobi, da azurfa, da kuma zinariya.
010d03007d	Daga Negeb, ya ci gaba da tafiyarsa a wurare dabam-dabam har ya kai tsakanin Betel da Ai, a inda dā ya kafa tentinsa na fari
010d040049	da kuma inda dā ya gina bagade. A can Abram ya kira bisa sunan Ubangiji.
010d05005b	Lot wanda yake tafiya tare da Abram, shi ma yana da garken shanu da tumaki da kuma tentuna.
010d06007d	Wannan ya sa har ƙasar ba tă ishe su yayinda suke zama tare ba, saboda mallakarsu ta yi yawa har ba za su iya zama tare ba.
010d070083	Rikici kuma ya tashi tsakanin masu kiwon dabbobin Abram da na Lot. Mazaunan ƙasar, a lokacin kuwa Kan’aniyawa da Ferizziyawa ne.
010d080093	Saboda haka Abram ya ce wa Lot, “Kada mu bar rikici yă shiga tsakaninmu, ko kuma tsakanin masu kiwon dabbobinka da nawa, gama mu’yan’uwa ne.
010d090077	Ba ga dukan ƙasar tana gabanka ba? Bari mu rabu. In ka yi hagu sai ni in yi dama. In ka yi dama, sai ni in yi hagu.”
010d0a00d8	Lot ya ɗaga idanunsa sama ya dubi kwarin Urdun, sai ya ga kwarin yana da ciyawa mai kyau ƙwarai sai ka ce lambun Ubangiji, kamar ƙasar Masar, wajajen Zowar. (Wannan fa kafin Ubangiji yă hallaka Sodom da Gomorra.)
010d0b0073	Saboda haka sai Lot ya zaɓar wa kansa dukan kwarin Urdun, ya tashi ya nufi wajen gabas. Haka fa suka rabu da juna.
010d0c006e	Abram ya zauna a ƙasar Kan’ana, yayinda Lot ya zauna cikin biranen kwari, ya kafa tentunansa kusa da Sodom.
010d0d0044	Mutanen Sodom kuwa mugaye ne, sun aikata zunubi ƙwarai ga Ubangiji.
010d0e0081	Bayan Lot ya rabu da Abram, sai Ubangiji ya ce wa Abram, “Ɗaga idanunka daga inda kake, ka dubi arewa da kudu, gabas da yamma.
010d0f0040	Dukan ƙasar da kake gani zan ba ka, kai da zuriyarka har abada.
010d100075	Zan sa zuriyarka tă yi yawa kamar ƙurar ƙasa, har in wani yana iya ƙidaya ƙurar, to, za a iya ƙidaya zuriyarka.
010d11003e	Tafi, ka ratsa tsawo da fāɗin ƙasar, gama zan ba ka ita.”
010d12007d	Saboda haka Abram ya cire tentunansa, ya zo ya zauna kusa da manyan itatuwan Mamre a Hebron, inda ya gina bagade ga Ubangiji.
010e010073	A zamanin Amrafel sarkin Shinar, shi da Ariyok sarkin Ellasar, Kedorlayomer sarkin Elam, da kuma Tidal sarkin Goyim
010e020090	suka tafi don su yaƙi Bera sarkin Sodom, Birsha sarkin Gomorra, Shinab sarkin Adma, Shemeber sarkin Zeboyim, da kuma sarkin Bela (wato, Zowar).
010e030054	Dukan waɗannan sarakuna na bayan nan suka haɗa kai a Kwarin Siddim (Teku Gishiri).
010e04005f	Shekara goma sha biyu suna bauta wa Kedorlayomer, amma a shekara ta sha uku sai suka yi tawaye.
010e0500af	A shekara ta goma sha huɗu, Kedorlayomer da sarakunan da suka haɗa kai da shi suka tafi suka cinye Refahiyawa a Ashterot Karnayim, Zuziyawa a Ham, Emawa a Shabe Kiriyatayim,
010e060042	da Horiyawa a ƙasar tudun Seyir har zuwa El Faran kusa da hamada.
010e070094	Sa’an nan suka juya suka tafi En Mishfat (wato, Kadesh), suka cinye dukan ƙasar Amalekawa, da kuma Amoriyawa waɗanda suke zaune a Hazazon Tamar.
010e080084	Sai sarkin Sodom, sarkin Gomorra, sarkin Adma, sarkin Zeboyim da sarkin Bela (wato, Zowar), suka fita suka ja dāgā a Kwarin Siddim
010e090085	gāba da Kedorlayomer sarkin Elam, Tidal sarkin Goyim, Amrafel sarkin Shinar da Ariyok sarkin Ellasar; sarakuna huɗu gāba da biyar.
010e0a00bf	Kwarin Siddim kuwa ya cika da ramummukan kwalta, sa’ad da sarakunan Sodom da Gomorra suka gudu kuwa, waɗansu mutane suka fāɗa cikin ramummukan kwaltan, sauran kuwa suka gudu zuwa tuddai.
010e0b0071	Sarakunan nan huɗu suka washe dukan kayayyakin Sodom da Gomorra, da kuma dukan abincinsu, sa’an nan suka tafi.
010e0c0068	Suka kuma kama Lot ɗan ɗan’uwan Abram, wanda yake zaune a Sodom, da kayayyakinsa, suka yi tafiyarsu.
010e0d00c8	Sai wani wanda ya tsira, ya zo ya faɗa wa Abram mutumin Ibraniyawa. Abram kuwa yana zama kusa da manyan itatuwan Mamre, Mamre mutumin Amoriyawa ne ɗan’uwan Eshkol da Aner, su kuwa abokan Abram ne.
010e0e0092	Da Abram ya ji cewa an kama danginsa, sai ya tara horarrun mutane 318, da aka haifa a gidansa, ya bi sawun sarakunan da suka tafi da Lot, har Dan.
010e0f0082	Da dad dare, Abram ya rarraba mutanensa don su fāɗa wa sarakunan nan, ya ɗibge su, ya kore su har zuwa Hoba, arewa da Damaskus.
010e100072	Ya washe su da kuma dukan kayayyakinsu, ya kuma dawo da Lot danginsa da mallakarsa, tare da mata da sauran mutane.
010e1100aa	Bayan Abram ya dawo daga cin Kedorlayomer da sarakunan da suka haɗa kai da shi a yaƙi, sai sarkin Sodom ya fito don yă tarye Abram a Kwarin Shabe (wato, Kwarin Sarki).
010e120060	Sai Melkizedek sarkin Salem ya kawo burodi da ruwan inabi. Shi firist ne na Allah Mafi Ɗaukaka,
010e130062	ya albarkaci Abram yana cewa, “Allah Mafi Ɗaukaka Mahaliccin sama da ƙasa yă albarkace Abram.
010e140092	Kuma albarka ta tabbata ga Allah Mafi Ɗaukaka wanda ya ba da maƙiyanka a hannunka.” Sa’an nan Abram ya ba shi kashi ɗaya bisa goma na kome.
010e150081	Sarkin Sodom ya ce wa Abram, “Ka ba ni mutanena da ka ƙwace daga hannun sarakunan nan kawai, ka riƙe kayayyakin don kanka.”
010e160081	Amma Abram ya ce, wa sarkin Sodom, “Na ɗaga hannu ga Ubangiji Allah Mafi Ɗaukaka, Mahaliccin sama da ƙasa, na riga na rantse
010e17006d	cewa ba zan karɓi kome da yake naka ba, ko zare ko maɗaurin takalma, don kada ka ce, ‘Na azurta Abram.’
010e18009c	Ba zan karɓi kome ba, sai dai abin da mutanena suka ci da kuma rabon mutanen da suka tafi tare da ni, ga Aner, Eshkol, da Mamre. Bari su ɗauki rabonsu.”
010f010093	Bayan wannan, maganar Ubangiji ta zo wa Abram cikin mafarki cewa, “Kada ka ji tsoro, Abram. Ni ne garkuwarka, kuma ladanka zai zama mai girma.”
010f0200a5	Amma Abram ya ce, “Ya Ubangiji Mai Iko Duka, mene ne za ka ba ni, ganin cewa ba na haihuwa, wanda kuma zai gāji gādon gidana shi ne Eliyezer mutumin Damaskus?”
010f03006e	Abram ya kuma ce, “Ga shi ba ka ba ni ɗa ba, don haka bawan da aka haifa a gidana ne zai zama magājina.”
010f040095	Sa’an nan maganar Ubangiji ta zo gare shi cewa, “Wannan mutum ba zai zama magājinka ba, ɗa da yake zuwa daga jikinka ne zai zama magājinka.”
010f0500ae	Sai Ubangiji ya fito da kai shi waje ya ce, “Ka dubi sammai ka kuma ƙirga taurari, in har za ka iya ƙirga su.” Sa’an nan ya ce masa, “Haka zuriyarka za tă zama.”
