2800000007	Mathayi
2807080088	Mukuma wosu wuna wisi lomba, kisi tambula, wuna wisi sanda kisi sengumuna, amana kwena wuna wisi khokutila, mwelu wakuyafulula wakála.
2807090050	Holo nati ha kati dya benu, ho mwana wandi kamulomba dipha, amana kamuheka tadi?
28070a0034	Kondilo, yukani kalomba tsema, amana kamuheka nyoka?
28070b00ca	Yukani benu batu ba mbi, lwazayaka kuhana bima bya bukheti kwena bana benu, kikuma kya biki ni lo, Tata wenu wenina kuna mazilu kakonda sala kuluta mu kuhana bima bya bukheti kwena bana bisibya mulomba!
28070c00a3	«Mambu mana moosu lwisi tonda ni batu bahangaka kikuma kya benu, benu phi hangakenuma phila mosi kikuma kya bawu: Amamana malongi moosu ma mitsiku yi bambikudi.»
28070d0096	«Kotilenu mu mwelu wafitakana; mukuma mwelu wuna wisi natisa ku bilungi wambuta wenina amana nzila yayalumuka, amana henina yi balawu bisimwa kotila;
28070e007e	Kaasi wa khunda wenina mwelu amana nzila yina yisi natisa batu ku luzingu, yafitakana yenina, amana bakhunda bena beninamwa.»
28070f008a	«Lwengenu kikuma kya bambikudi ba bukamvi. Bisi kwisa kwena benu bavwata miledi mya mikoku, kaasi mu kati bena bambwa-ngongu bisi vukula.
2807100088	Muna bibundu bya bawu lwabázayila. Bibundu bya vinu ha tsaku bisibya hedila? Amana fwani bahela kibundu kya fiki ha kivunza kya tsaku?
280711006b	Ihana ni miti woosu wa bukheti wisi ha bibundu bya bukheti, amana miti wuna wambi, wisi ha bibundu bya mbi.
2807120062	Miti wa bukheti wufwaniku kuha bibundu bya mbi, keti miti mosi wabela mu kuha bibundu bya bukheti.
2807130056	Miti wosu wuna wisiku ha bibundu bya bukheti, bakwángawa, amana balósawa ku mbawu.
280714003c	Disongidila, abwabuna lwabázayila muna bibundu bya bawu.»
280715009b	«Heku ni boosu bana bisi nzimbwala: "Pfumu, Pfumu," bakóta mu kipfumu kya mazilu loni, kaasi bana lwesi bisi sala luzolu lwa Tata wama wenina mu mazilu.
28071600c6	Balawu banzímbwala muna kilumbu kina: "Pfumu, Pfumu, keku mu khumbu ya ngeyi twakala bikwala, mu khumbu ya ngeyi twakala kukwasila bitembu bya mbi, amana mu khumbu ya ngeyi twakala sadila biphadi?
2807170068	Amana hanga yibazimbwadi: "Yiluzayaku keti mbala mosi, katukenu ku mesu ma meni, benu lwisi sala mbi!"»
2807180091	«Disongidila, wosu wuna wuyuki kwena meni ndinga zazi amana kasadilaza kakála hanga mutu wuna wadimuka, wátunga nzu yandi ha thandu ya tadi.
280719008b	Amana mvula wánoka, kithombu kyisa, pfunzi yátukula, byenda dita kuna nzu meni yina: yábwaku; kikuma bátungilaya ha thandu ya tadi.
28071a007b	Kaasi wosu wuna wuyuki kwena meni ndinga zazi, konda kusadilaza, yandi kakala hanga zoba wátunga nzu yandi ha fusyangeni.
28071b0085	Amana mvula wánoka, kithombu kyisa, pfunzi yátukula kuna nzu meni yina, yáwulumuka, amana kubwa kwa yawu kwákala kwa mbuta.»
28071c0061	Amana tangwa kámanisa Yesu mambu mana, milumba-lumba mya batu báyituka lawu mu malongi mandi.
28071d0052	Mukuma kakala balonga hanga mutu wenina yi hamu, heku ni hanga balongi ba mitsiku.
2808010044	Amana buna kákulumuka ku mongu milumba-lumba mya batu bámulanda.
2808020082	Amana kutala mukwa bwasi mosi wábwesuka, wámufukamina kuna thwala mu kuzimbula: «Pfumu, yuka ni wuzodibwa, fwani watsemisa.»
280803007c	Amana Yesu wáyuna koku, wámusimba amana wuzimbudini: «Nzodibwa, sema!» Muna tangwa meni dina wásema ku bwasi bwandi.
28080400bd	Kunima Yesu wámuzimbwala: «Keba mu kuzimbulabwa kwena mutu, kaasi ndawenda disongila kwena banganga Nzambi, amana tambika kabu dina kasonika Moyize, kyakála kimbangi kikuma kya bawu.»
2808050050	Amana bwosu kákota mu Kaphedinawuma, satudiyoni mosi wábwesuka, mu kumulomba
2808060064	amana wumubokwadidi: «Pfumu, musadi wama kena walandalala kuna nzu, wawokumuka amana wabela lawu.»
280807002c	Yesu wumuzimbwadi: «Meni, yikwisa mubuka.»
2808080088	Amana satudiyoni wuvutudi: «Pfumu, yeku walunga mu kukukotisa mu nzu yama; kaasi zonza lwesi ndinga mosi, amana musadi wama kabéluka.
28080900f6	Mukuma yena meni meni mu tsya hamu dya bambuta bama amana yena yi baphumbulu bama bisi ndemvukila; yisi zimbula kwena mosi: "Ndawenda!" Amana wendi, kwena mukwawu: "nzawisa", amana wisi, amana kwena musadi wama: "hanga bwabu", amana wuhangibwa.»
28080a00b4	Amana kunima dya kumuyuka, Yesu wáyituka, wázimbula kwena bana bakala mulanda: «Abwabuna, yiluzimbwadi: khaku kedi mbona kwena mutu, mu Kiseledi, yi lukwikilu lwa mbuta bwabu.
28080b0091	Amana yiluzimbwadibwa, lawu bakwísa ku tsosu yi ku ndamba, mu kutambula kizika ha mesa yi Bulahami yi Yizaki yi Yakobi muna Kipfumu kya mazilu.
28080c006e	Kaasi bana ba Kipfumu kya Nzambi bábakukwasa ku phipha ya ku phenza; kwakuna kwakála bidilu yi makwenzi.»
28080d00a3	Amana Yesu wázimbula kwena satudiyoni: «Ndawenda, bwosu wukwikidi, yambula bwahangama bwabuna kikuma kya ngeyi.» Amana muna tangwa meni dina musadi wábeluka.
28080e007b	Kunima, Yesu wenda ku nzu ya Phetelu. Wumoni mwamuna buko bwa mukhetu walandalala hana thangi; yi kikhafuma kákala kyawu.
28080f005d	Amana wumusimbini kuna koku, kikhafuma kimuhwini, wutelamini, wuyandikini phi kumuheka madya.
280810009c	Amana masikidika ha mabwa, bisa munatina batu ba lawu bákala yi bitembu bya mbi. Kakala kukwasa bitembu ku ndinga yandi amana wubabuki bambefu bana boosu.
2808110083	Ndangu malungila mana bázonza mu nzila ya mbikudi Yesaya: «Wátambula bifu byetu bya mu lutu amana wázangula bimbefu byetu.»
280812006b	Amana, Yesu, buna kamona mulumba-lumba wa batu wumuzingi, hanga wuhani muswa wa kusabuka ku sambwa dikwawu.
280813005a	Amana mulongi wa mitsiku mosi wisa muzimbwala: «Mulongi, yikulanda kwosu kuna wakwenda.»
2808140092	Amana Yesu wumuvutwadi: «Mikengi myenina yi binzenzi, banuni ba zilu benina yi mazamba, kaasi Mwana wa mutu keku yi homa kazenzika mutwa wandi.»
2808150075	Amana mukwawu hika, hana kati dya balonguki, wumuzimbwadi: «Pfumu, pheka nzila, theti, ya kukwenda zika tata wama.»
2808160053	Kaasi Yesu wumuzimbwadi: «Ndanda amana yambula bamvumbi bazika bamvumbi ba bawu.»
280817003d	Amana buna kázanza mu mudimba, balonguki bandi bámulanda.
280818008b	Muna kithulumukina, kimbongila kimosi kya ngolu kitukudi hana yanga dyosu, mudimba wáyandika kubasa mamba. Amana yandi, wanimba kákala.
2808190058	Amana balonguki bábwesuka, bámutokamisa mu kuzimbula: «Pfumu, tuhulula; tukuluki!»
28081a00af	Amana yandi wubazimbwadi: «Kikuma kya biki lwenina yi bweya, batu ba lukwikilu lwa khunda!» Hanga wutelami, wukayikya kimbongila yi yanga, amana talala dya lawu dyávutuka.
28081b0078	Amana batu báyituka, badizimbwadi: «Khi mutindu wa mutu kenina, yandu, mukuma yi pfunzi yi yanga byisi mulemvukila?»
28081c00d9	Amana buna katula ku sambwa dikwawu, muna kinzunga kya Ngelasoni, batu bodi ba bitembu bya mbi balubuka mu mazyamu, bisa kuna thwala ya yandi. Bakala babanga lawu, ka mutu ku wa ngolu wakala luta muna nzila meni yina.
28081d0095	Amana báyandika kukalunga yi kuzonza: «Khi dyambu, yi betu yi ngeyi, Mwana wa Nzambi? Wisa tula haha, ku thwala tangwa, ndangu watuyangisa betu?»
28081e0057	Amana kwákala, muna kyana yi bawu, yi kibuka kimosi kya mbuta kya bangulu bakala dya.
28081f0080	Amana bitembu bya mbi byákala mubokwadila yandi mu kuzimbula: «Yuka watukukwasa, tutuma kwetu muna kibuka kina kya bangulu.»
28082000bb	Amana wuzimbwadibya: «Ndalwenda!» Amana byálubuka, byenda kota phi muna bangulu. Kunima kibuka kya bangulu kyosu kidisyetumuni muna beti dya bitadi bya yanga amana báfwa muna mamba.
2808210085	Amana bana bakala bahungula bátina; benda menika phi mu mbanza moosu mana máhita yi kikuma kya batu bana bodi ba bitembu bya mbi.
2808220079	Amana kutala mbanza yosu yilubuki, bendi tundakana yi Yesu; buna bámumona, bámubokwadila kakatuka ku mulambu wa bawu.
2809010060	Amana bwosu kákota Yesu muna mudimba wumosi, wásabuka yanga amana wénda kuna mbanza yandi.
28090200c8	Amana kutala bisi munatina mutu mosi wawokumuka, walandalala hana kiphoyu. Amana mu kumona lukwikilu lwa bawu, Yesu wuzimbudi kwena mutu wawokumuka: «Kala yi kikesa mwana! Masumu maku makulolukini!»
2809030052	Kutala, ndambu ya balongi ba mitsiku badizimbwadi: «Yandu kabati lewula Nzambi.»
2809040075	Amana bwosu kábakula mabanza ma bawu, Yesu wuzimbudi: «Kikuma kya biki lwenina yi mabanza ma mbi muna mbundu zenu?
280905005f	Biki byakonda phasi mu kuzimbula: "Masumu maku maloluki, ho kuzimbula: "Telama amana kangala!"?
28090600bb	Amana ndangu lwazaya ni Mwana wa mutu kenina yi hamu ha tsi mu kulolula masumu.» Hanga wuzimbudi kwena mutu wuna wawokumuka: «Telama, zangula kiphoyu kyaku amana ndawenda ku nzu yaku!»
280907002c	Amana buna kátelama, wénda ku nzu yandi.
2809080090	Amana mu kumona bwabuna, milumba-lumba mya batu, bweya bubakwati amana báyandika kuzatula Nzambi wuna wahana kwena batu hamu dya mutindu wuna.
28090900b8	Amana mu kuluta kwakuna, Yesu wámona mutu mosi bakala tela Mathayi, wazakala hana homa hana kakala futisila phaku. Wumuzimbwadi: «Ndanda!» Yandu-yandu wátelama amana wámulanda.
28090a008e	Amana bwosu kákala ku mesa, muna nzu, kutala lawu dya bakalaki ka phaku yi basumuki bahika bisa zakala ha kimosi yi Yesu yi balonguki bandi.
28090b0098	Mu kumona bwabuna, Bafwadisi bázimbula kwena balonguki bandi: «Kikuma kya biki mulongi wenu kisi dya homa ha mosi yi bakalaki ka phaku yi basumuki?»
28090c0073	Kinga Yesu wáyuka, amana wuzimbudi: «Kabanaku benina bakola mu lutu bisi vwa mupfunu wa munganga, kaasi bambefu.
28090d0096	Amana mu kukwenda, longukenu disongidila dya: "Yisi tonda khenda kaasi mikhayilu loni." Mukuma yísilaku mu kutela batu ba masonga, kaasi basumuki.»
28090e00a4	Hanga balonguki ba Yowani babwesuki kwena yandi mu kumuhyula: «Kikuma kya biki ni betu yi Bafwadisi thwisi zila kosu tangwa kaasi balonguki ba ngeyi bisiku zila?»
28090f00de	Amana Yesu wuzimbudi kwena bawu: «Banduku ba kikwedi bafwani kukala mu khondu mu tangwa dina kenina kikwedi ha kimosi yi bawu mu mukinzi wa longu? Kaasi bilumbu byakwísa bina babákatula yandi kikwedi; hahana bazíla.
280910009a	«Amana ka mutu ku wisi londa sengi dya muledi yi kitemba kya muledi wa pha, mukuma kitemba kya pha kyayáta sengi dya muledi amana hundu dyavúla hika.
28091100e7	Amana bisiku longulula vinu dya pha mu bilungu bya khulu; kondilo; bilungu byabúdika, amana vinu dityakani, amana bilungu bizangani. Kaasi vinu dya pha bisidya longulula muna bilungu bya pha, amana bya byodi byalundama bukheti.»
28091200f3	Buna kakala bazimbwala bwabuna, pfumu mosi wa nzu ya kimvuka ya bayuta wátula; wáfukama kuna thwala yandi mu kuzimbula: «Mwana wama wa mukhetu wufini buthwena bwabu, kaasi awisa, thetika koku dyaku hana thandu ya yandi, amana kazínga.»
2809130041	Amana buna kátelama Yesu wámulanda kumosi yi balonguki bandi.
280914007f	Amana mukhetu mosi, wakala noka menga tukila mvula kumi yi zodi; wisa bwesuka kuna manima amana wasimba nzenzi ya muledi wandi.
2809150049	Mukuma kakala dizonzila: «Yuka yisimba lwesi muledi wandi, yibéluka.»
28091600ac	Amana Yesu wábaluka, wámumona amana wázimbula: «Kala yi kikesa, mwana wama wa mukhetu! Lukwikilu lwaku lukuhuludini.» Muna tangwa meni dina mukhetu wuna wábeluka.
2809170070	Amana buna kátula Yesu ku nzu ya pfumu wa bayuta, wumoni basiki ba mahongi yi mulumba-lumba wa batu mu bidilu,
280918005f	wuzimbudi: «Lubukenu, mukuma mwana wa mukhetu kafiku, kaasi wanimba kenina.» Bawu bámuseya.
2809190092	Amana tangwa bálubula ku phenza mulumba-lumba wa batu, buna kákota, wámusimba mwana wa mukhetu kuna koku, amana mwana wa mukhetu wátokama.
28091a0032	Amana khululuka yámwangana ku mulambu wuna wosu.
28091b0084	Amana bwosu kakala luta Yesu kwakuna, baphofu bodi bámulanda mu kukalunga mu ndinga ya ngolu: «Tuyukila kyadi, Mwana wa Tavidi!»
28091c00ab	Amana tangwa kátula mu nzu, baphofu bábwesuka bela-bela yi yandi, amana Yesu wubahyudi: «Lukwikidi ni fwani yisala bwabuna?» Bawu, bamuvutwadini: «Bwabuna, Pfumu.»
28091d0063	Hanga, Yesu wubasimbi kuna mesu, wuzimbudi bwabu: «Bwaluhangamina bwosu lwenina lukwikilu lwenu.»
28091e0065	Amana mesu ma bawu mátemuka. Yesu wábakebisa, wubazimbwadi phi: «Kebenu! Ka mutu ku kazayabwa!»
28091f003d	Kaasi, buna bálubuka, bámuzonzila muna mulambu wuna wosu.
2809200077	Amana bwosu bakala kwenda, Yesu yi balonguki bandi, bámunatina mutu mosi wakalaku zonza, wákala yi kitembu kya mbi.
28092100ad	Amana buna kákukwasa kitembu kya mbi, mutu wuna wázonza. Amana milumba-lumba mya batu báyituka, bakala zimbula: «Khaku kedi, dyambu dya bwabu dyasalama mu Kiseledi!»
280922006a	Kaasi bafwadisi bakala zimbula: «Mu khumbu ya pfumu wa bitembu bya mbi, kisi kukwasila bitembu bya mbi.»
28092300d7	Amana Yesu kákala kwenda kangala mbanza zoosu yi mahata; kákala longa, kwena bawu, muna nzu za kimvuka za Bayuta, kákala samuna Musamu wa Bukheti wa Kipfumu kya mazilu yi kubelula maladi mosu yi bimbefu byosu.
2809240085	Amana buna kámona milumba-lumba mya batu, kiwayi kyámukwata, mukuma bakala balembwa, bakonda kikesa, hanga mikoku mikondi kalema.
280925005e	Hanga wuzimbudi kwena balonguki bandi: «Mbongu ya lawu yenina, kaasi basadi ba khunda benina.
2809260052	Disongidila lombenu kwena Mukwa mbongu kahitika basadi mu kukatula mbongu yandi.»
280a010084	Yesu wátela balonguki bandi kumi yi bodi, wábaheka hamu dya kukukwasa bitembu bya mbi yi kubelula maladi moosu yi bimbefu byosu.
280a0200a1	Amana tala khumbu za bathumwa bana kumi yi bodi: Watheti Simoni, wuna bisi tela ni Phetelu, yi myaki wandi Andele; Zyaki yi myaki wandi Yowani, bana ba Zebeteya;
280a030057	Fidiphu yi Batolomi; Tomasi yi Mathayi kalaki ka phaku; Zyaki mwana wa Alufwe yi Thati;
280a04006d	Simoni wuna wákala mu kibuka kya batu bana bakala wila diphanda yi Yutasi Sikadyoti, wuna wálambula Yesu.
280a05009e	Yesu wátuma ba kumi yi bodi mu kisalu, amana wábaheka milongi myami: "Lwendaku mu milambu mya baphani, amana lukotaku phi mu mbanza mosi ya bisi Samadiya,
280a060046	kaasi ndenu lwenda kwena mikoku mina myátota mya kanda dya Kiseledi.
280a070048	Amana muna nzila, longakenu mu kuzimbula: Kipfumu kya mazilu kibwesuki!"
280a080081	Belulenu bambefu, futumunenu bamvumbi, semisenu bakwa bwasi, kukwasenu bitembu bya mbi. Lwátambula bya khatu, hanenu bya khatu.
280a09003e	Lunataku keti wolu, keti fwalanga, keti ndisu muna khola yenu;
280a0a007a	keti waba kikuma kya mu nzila, keti bikutu byodi, keti tsabatu, keti koka. Mukuma musadi wulungi mu kutambula madya mandi.
280a0b009f	Muna mbanza yosu holo hata dyosu dina lwakóta, hyulenu ndangu lwazaya yukani mutu wa bukheti weninamwa, amana nangenu kuna nzu yandi tii yi kuna lwakwendila.
280a0c0038	Amana mu kukota mu nzu, hanenu mboti kidimbu kya ngemba.
280a0d0086	Amana yukani nzu yakala yafwana mu kutambula ngemba, ngemba yenu yayála mwamuna; kaasi yuka yeku yafwana, ngemba yenu yaluvutwakila.
280a0e008e	Amana wuna wakonda luyamba, kayukiku phi ndinga zenu, mu kulubuka mu nzu yandi, keti mu mbanza yina, khukumunenu fusyangeni dya bitambi byenu.
280a0f007e	Mu kyedika yiluzimbwadi: mu kilumbu kya pfundusu, phasi za mulambu wa Sotomu yi Ngomolu za khunda zákala kuluta mbanza yina.
280a100081	«Talenu! Meni yilutumini hanga mikoku hana kati kya bambwa-ngongu. Disonga, kalenu balwenga hanga banyoka, talala hanga mayembi.
280a110084	Amana dikengenu yi batu, mukuma balúlambula ku kimvuka kyambuta amana balúzyatula mafimbu muna nzu za kimvuka za Bayuta za bawu.
280a12008e	Amana balúnatiki, kikuma kya meni, ku thwala bapfumu ba mbanza, yi kwena bakyamvu; kyakála kimbangi kikuma kya bawu yi kikuma kya baphani.
280a1300b1	Kaasi tangwa balúlambula, luyananaku keti kikuma kya phila yina lwazónzila, keti mana lwazímbula, kikuma mambu mana lwazímbula Nzambi kalúhekama muna tangwa meni dina,
280a14004e	mukuma kabenuku lwazónza, kaasi Kitembu kya Tata wenu kyazónza mwena benu.
280a150093	Amana phangi kalámbula phangi wandi ku lufwa, amana tata kalámbula mwana wandi; bana bakítuka bambeni ba bibuti bya bawu amana babáhondisa.
280a160070	Amana balúmenga kwena batu boosu kikuma kya khumbu ya meni; kaasi wuna wakwámina tii yi kuna tsuka kahuluka.
280a1700bd	Amana tangwa balúnyokuna mu mbanza yayi, tinenu mu mbanza yikwawu. Amana mu kyedika yiluzimbwadi, lwamánisaku kedi mu kuluta mu mbanza za Kiseledi ku thwala kukwisa kwa Mwana wa mutu.»
280a180045	«Mulonguki kalutiku mulongi wandi, keti musadi kalutiku pfumu wandi.
280a1900c2	Bulungi kwena mulonguki kakituka hanga mulongi wandi, amana kwena musadi kukituka hanga pfumu wandi. Yukani bamutela mukwa nzu ni Belezebula, amana abweti bahanga kwena batu bena mu nzu yandi!»
280a1a0076	«Disonga, lubabangaku, mukuma heku kima kyaswamana kyakónda zayakana, ka kima ku kya kitsweki kyakónda tunguluka.
280a1b0086	Mana mbati luzimbwala mu phipha, zimbulenumoku mu kati kya mwini; amana mana bisi lufwetisa mu kutu, samunenuma hana thandu za midilu.
280a1c0089	Amana lubangaku bana bisi honda lutu, kaasi balendaku kuhonda moya; kaasi bangenu lwesi wuna wufwani kutotisa yi moya yi lutu ku bilungi.
280a1d008b	Luzayibwoku ni banuni ba khunda bodi bisi batekisa mu fwalanga dimosi? Kinga ka mosi ku wa bawu wisi bwa ha tsi konda luzolu lwa Tata wenu.
280a1e0043	Amana kwena benu, keti tsuki za mutwa wenu zoosu za kutanga zenina.
280a1f004f	Ihana ni lukalaku yi bweya: lwenina yi mupfunu kuluta banuni ba khunda ba lawu.
280a20007b	«Disonga, wosu mutu wuna wathámbwasa meni ku mesu ma batu, meni phi yimútambwasa ku thwala Tata wama wenina mu mazilu;
280a21006a	Kaasi yukani mutu kathuna ku thwala batu, meni phi yimútuna ku thwala Tata wama wuna wenina mu mazilu.»
280a220051	«Lubanzaku ni ngemba yisa nata ha tsi: yisaku nata ngemba, kaasi mbedi ya phoku.
280a2300bf	Mukuma ngyengu yisa nata ha kati dya mwana mosi wa yakala yi tata wandi, ha kati dya mwana mosi wa mukhetu yi ngundi wandi, ha kati dya mukhetu mosi wa mwana yakala yi buko bwa mukhetu wandi.
280a24002d	Amana bambeni ba mutu bakála biwutu byandi.
280a2500ce	Wuna wisi zola tata wandi holo ngundi wandi kuluta meni, yandi kafwaniku kala nduku wa meni, amana wuna wisi zola mwana wandi wa yakala holo mwana wandi wa mukhetu kuluta meni kafwaniku kala mulonguki wama.
280a260048	Amana wuna kanatiku kitakani kyandi mu kundanda, keku mulonguki wa meni.
280a270082	Wuna wasánda kuhulula luzingu lwandi, katótisalwa; kaasi wuna watótisa luzingu lwandi kikuma kya meni katámbulalwa hika.»
280a280054	Wuna walúyamba, wungyambini, amana wuna wungyambini, wuyambini phi wuna wáthuma.
280a2900c9	Wuna wuyambi mbikudi mosi muna khumbu yandi ya kimbikudi katámbula ndandu ya mbikudi, amana wuna wuyambi mutu wa masonga mu khumbu yandi ya mutu wa masonga katambula ndandu yimosi ya mutu wa masonga.
280a2a00a6	Amana wuna wahána kunwa keti kopha dya mamba ma tsimina kwena mosi wa baleki baba mu khumbu yandi ya mulonguki, mu kyedika, yiluzimbwadi, katótisaku ndandu yandi.
280b01008e	Amana tangwa kámanisa Yesu mu kuhana milongi kwena balonguki bandi kumi yi bodi, wákatuka hana, wenda longa yi kusamuna mu mbanza za bawu.
280b020063	Amana Yowani, muna boloku dyandi, wáyuka kuzonzila mihangu mya Kidisitu. Wátuma balonguki bandi
280b030049	benda muhyula: «Ngeyi wenina wuna walunga kwisa, ho twahingila wahika?»
280b04005d	Amana Yesu wábavutwala: «Alwenda samuna kwena Yowani mana lubati yuka yi mana lubati mona:
280b0500a2	Baphofu babati mona, bakwa khonzu babati kangala, bakwa bwasi basemi, tuhuwa tubati yuka, bamvumbi bafutumuki, amana Musamu wa Bukheti basamuniwa kwena batsukami.
280b06003b	Amana kyesi kwena wuna yikonda kadila kisinza mwena meni!»
280b0700b0	Amana mu kukwenda kwa bawu, Yesu wáyandika kuzonza kwena milumba-lumba mya batu kikuma kya Yowani: «Biki lwendi talaka mu nganga? Muswangina wuna wubati ningana ku muphephi?
