2800000007	Mattiyu
28080400a0	Yesu ya ce masa, 'Ka tabbata, ba ka gaya wa kowa komai ba. Sai dai ka je ka nuna kan ka ga firist, ka kuma bayar da baiko da Musa ya umarta domin shaida garesu?
2808050044	Da Yesu ya shiga kafarnahum, sai wani hafsa ya zo gunsa ya roke shi,
280806004e	Ya ce, Ubangiji, bawana na kwance shanyayye a gida, yana shan azaba kwarai.”
280807002f	Yesu ya ce masa, “Zan zo in warkar da shi.”
2808080071	Sai hafsan, ya ce, “Ubangiji, ban isa har ka zo gida na ba, amma sai ka yi magana kawai, bawana kuwa zai warke.
28080900c7	Domin ni ma ina karkashin ikon wani ne, ina kuma da sojoji a karkashina, sai in ce wa wannan, 'je ka,' sai ya je, wani kuma in ce masa, 'zo,' sai ya zo, in ce wa bawa na, 'yi abu kaza,' sai ya yi,”
28080a00a0	Da Yesu ya ji haka, sai ya yi mamaki, har ya ce wa mabiyansa, “Gaskiya, ina gaya maku, ko a cikin isra'ila ban taba samun bangaskiya mai karfi irin wannan ba.
28080b0081	Na gaya maku, da yawa za su zo daga gabas da yamma, su zauna cin abinci tare da Ibrahim da Ishaku, da Yakubu a cikin mulkin sama.
28080c0064	Amma 'ya'yan mulkin kuwa sai a jefa su cikin matsanancin duhu. Can za su yi kuka da cizon hakora.”
28080d007d	Yesu ya ce wa hafsan, “Je ka! Bari ya zamar maka gwargwadon bangaskiyar da ka yi,” A daidai wannan sa'a bawansa ya warke.
28080e004e	Da Yesu ya shiga gidan Btrus, sai ya ga surukar Bitrus tana kwance da zazzabi.
28080f0051	Yesu ya taba hannunta, zazzabin ya sake ta, ta kuma tashi ta fara yi masa hidima.
2808100093	Da maraice ya yi, sai mutanen suka kakkawo wa Yesu masu aljanu da yawa. Da magana kawai ya fitar da aljanun, ya kuma warkar da dukan marasa lafiya.
280811007b	Ta haka kuwa maganar annabi Ishaya ta samu cika cewa, “Shi da kansa ya debe rashin lafiyar mu, ya dauke cututtukan mu.”
2808120071	Sa'adda Yesu ya ga taro masu yawa kewaye da shi, sai ya ba da umarni su tafi su koma wancan hayi na tekun Galili.
280813004d	Sai wani marubuci ya zo ya ce masa, “Malam, zan bi ka duk inda za ka je.”
2808140084	Yesu ya ce masa, “Yanyawa suna da ramukansu, tsuntsayen sama kuma da shekunan su, amma Dan mutum ba shi da wurin da zai kwanta.”
280815005b	Wani cikin almajiran ya ce masa, “Ubangiji, ka bar ni tukuna in je in binne mahaifina.”
280816003d	Amma Yesu ya ce masa, “Bari matattu su binne matattunsu.”
2808170030	Da Yesu ya shiga jirgi, almajiransa suka bi shi.
280818006a	Sai ga wata babbar iska ta taso a tekun, har rakuman ruwa suka fara shan kan jirgin. Amma Yesu yana barci.
280819005c	Sai almajiran sa suka je suka tashe shi, suka ce, “Ubangiji, ka cece mu, za mu hallaka!”
28081a00a0	Yesu ya ce masu, “Don me kuka firgita haka, ya ku masu karancin bangaskiya?” Sa'annan ya tashi, ya tsauta wa iskar da tekun. Sai wurin gaba daya ya yi tsit.
28081b0072	Mutanen suka yi al'ajibi, suka ce, “Wanne irin mutum ne wannan, wanda har iska da teku ma suke masa biyayya?”.
28081c00c0	Da Yesu ya zo daga wancan hayin a kasar Garasinawa, mutane biyu masu al'janu suka fito suka same shi. Suna fitowa daga makabarta kuma suna da fada sosai, har ma ba mai iya bin ta wannan hanya.
28081d0079	Sai suka kwala ihu suka ce, “Ina ruwanka da mu, kai dan Allah? Ka zo nan ne ka yi mana azaba tun kafin lokaci ya yi?”
28081e003e	To akwai wani garken aladu masu yawa na kiwo, babu nisa da su.
28081f005e	Sai al'janun suka roki Yesu suka ce, “In ka fitar da mu, tura mu cikin garken aladun nan.”
28082000b1	“Yesu ya ce masu, “To, ku je.” Sai aljanun suka fita, suka shiga cikin aladun. Sai kuwa duk garken suka rugungunta ta gangaren, suka fada cikin tekun, suka hallaka a ruwa.
2808210089	Mutanen masu kiwon aladun suka gudu, suka shiga gari, suka yi ta ba da labarin komai da komai, musamman abin da ya faru da masu al'janun.
280822005b	Sai duk jama'ar gari suka fito su sami Yesu. Da suka gan shi, suka roke shi ya bar kasarsu.
280901002b	Yesu ya shiga jirgi ya haye ya je birninsa.
28090200ab	Sai gashi, sun kawo masa wani mutum shanyayye kwance a tabarma. Da Yesu ya ga bangaskiyarsu, sai ya ce wa shanyayyen, ''Da, ka yi farin ciki. An gafarta maka zunuban ka.''
2809030049	Sai wadansu marubuta suka ce a tsakaninsu, ''Wannan mutum sabo yake yi.''
2809040051	Yesu kuwa da yake ya san tunaninsu, yace, ''Don me kuke mugun tunani a zuciyarku?
2809050059	Wanne ya fi sauki, a ce, 'An gafarta maka zunubanka,' ko kuwa a ce, 'Tashi ka yi tafiya'?
280906008e	Amma domin ku sani Dan mutum yana da ikon gafarta zunubai a duniya...'' Sai ya ce wa shanyayyen, ''Tashi, ka dauki shimfidarka ka tafi gida.''
2809070023	Mutumin kuwa ya tashi ya tafi gida.
2809080061	Da taron suka ga haka sai suka yi mamaki, suka daukaka Allah, wanda ya ba mutane irin wannan iko.
280909008d	Da Yesu ya yi gaba, ya ga wani mutum mai suna Matiyu a zaune, yana aiki a wurin karbar haraji. Yace masa, ''Ka biyo ni.'' Ya tashi ya bi shi.
28090a0088	Sa'adda kuma Yesu yake cin abinci a gida, sai ga masu karbar haraji da masu zunubi da yawa sun zo, sun zauna tare da shi da almajiransa.
28090b007f	Da Farisawa suka ga haka, sai suka ce wa almajiransa, ''Don me malamin ku ya ke ci tare da masu karbar haraji da masu zunubi?''
28090c005b	Amma da Yesu ya ji haka ya ce, ''Ai, lafiyayyu ba ruwansu da likita, sai dai marasa lafiya.
28090d0094	Sai ku fahimci ma'anar wannan tukuna, 'Ni kam, ina bukatar jinkai ba hadaya ba.' Ba domin in kira masu adalci su tuba na zo ba, sai dai masu zunubi.
28090e0083	Sai almajiran Yahaya suka zo wurinsa, suka ce, ''Don me mu da Farisawa mu kan yi azumi a kai a kai, amma naka almajiran ba su yi?''
28090f00a8	Sai Yesu ya ce masu, ''Masu hidimar buki za su yi bakin ciki tun ango yana tare da su? Ai, lokaci yana zuwa da za a dauke masu angon. A sa'annan ne fa za su yi azumi.''
2809100077	Babu mutumin da zai sa sabon kyalle a kan tsohuwar tufa, domin kyallen zai yage daga tufar, har ma yagewar ta fi ta da.
28091100fa	Mutane kuma ba su dura sabon ruwan inabi a tsofaffin salkuna. Idan sun yi haka, sai salkunan kuma su fashe inabin ya tsiyaye, sai salkunan su lalace. A maimakon haka, ana sa sabon inabi cikin sababbin salkuna, ta haka an tsirar da duka biyun kenan.''
28091200a8	Yesu kuwa yana cikin yi masu magana sai ga wani shugaban jama'a ya zo ya yi masa sujada, ya ce, ''Yanzun nan 'yata ta rasu, amma ka zo ka dora mata hannu, za ta rayu.''
2809130030	Sai Yesu ya tashi ya bi shi tare da almajiransa.
2809140081	Sai ga kuma wata mace wadda ta yi shakaru goma sha biyu tana zubar da jini sosai, ta rabo ta bayan Yesu, ta taba gezar mayafinsa.
2809150043	Domin ta ce a ran ta, ''Ko da mayafinsa ma na taba, sai in warke.''
2809160071	Sai Yesu ya juya, ya gan ta ya ce, '''Yata, ki karfafa. Bangaskiyarki ta warkar da ke.'' Nan take matar ta warke.
2809170063	Da Yesu ya isa gidan shugaban jama'ar, ya kuma ga masu busar sarewa da taro suna ta hayaniya sosai.
2809180070	Sai ya ce, ''Ku ba da wuri, ai, yarinyar ba matacciya take ba, barci ta ke yi.'' Sai suka yi masa dariyar raini.
2809190055	Sa'adda aka fitar da taron waje, ya shiga ya kama hannunta, sai kuwa yarinyar ta shi.
28091a0022	Labarin kuwa ya bazu a duk yankin.
28091b0080	Da Yesu ya yi gaba daga nan, sai wadansu makafi biyu suka bi shi, suna daga murya suna cewa, ''Ya Dan Dauda, ka ji tausayinmu.''
28091c0095	Da Yesu ya shiga wani gida sai makafin suka zo gareshi. Yesu ya ce masu, “Kun gaskata ina da ikon yin haka?'' Sai suka ce masa. ''I, ya Ubangiji.''
28091d004c	Sai Yesu ya taba idanunsu, ya ce, ''Ya zama maku gwargwadon bangaskiyarku.''
28091e0061	Sai idanunsu suka bude. Amma Yesu ya umarce su kwarai, ya ce, ''Kada fa kowa ya ji labarin nan.''
28091f0036	Amma suka tafi suka yi ta baza labarinsa a duk yankin.
2809200045	Da makafin biyu suka tafi, sai aka kawo wa Yesu wani bebe mai aljani.
2809210094	Bayan da an fitar da aljanin, sai beben ya yi magana, taron kuwa suka yi mamaki, su ka ce, ''Kai, ba a taba ganin irin wannan a cikin Isra'ila ba!''
280922004f	Amma sai Farisawa suka ce, ''Ai, da ikon sarkin aljanu ya ke fitar da aljanu.''
28092300a1	Sai Yesu ya zazzaga dukan garuruwa da kauyuka, yana koyarwa a majami'unsu, yana yin bisharar mulkin Allah, yana kuma warkar da kowace irin cuta da rashin lafiya.
2809240082	Amma da ya ga taro masu yawa sai ya ji tausayinsu, domin suna shan wahala kuma sun karaya. Suna nan kamar tumaki da babu makiyayi.
280925004a	Sai ya ce wa almajiransa, ''Girbin yana da yawa, amma ma'aikatan kadan ne.
2809260058	Saboda haka sai ku yi sauri ku roki Ubangijin girbin ya turo ma'aikata cikin girbinsa.''
280a010084	Yesu ya kira almajiransa goma sha biyu, ya kuma ba su ikon fitar da kazaman ruhohi, su warkar da kowacce irin cuta da rashin lafiya.
280a0200a4	To yanzu ga sunayen manzanin nan goma sha biyu. Na farkon shine, Saminu, wanda ake kira Bitrus, da dan'uwansa Andarawas, da Yakubu dan Zabadi, da dan'uwansa Yahaya;
280a03005f	Filibus, da Bartalamawus, da Toma da Matiyu mai karbar haraji da Yakubu dan Halfa, da Taddawus;
280a040041	Saminu Bakairawane, da kuma Yahuza Iskariyoti wanda ya bashe shi.
280a05007b	Sha biyun nan su ne Yesu ya aika, ya yi masu umarni ya ce, ''Kada ku shiga wajen al'ummai, ko kuma kowane garin Samariyawa.
280a060036	Sai dai ku je wurin batattun tumaki na gidan Isra'ila.
280a070045	Sa'adda kuna tafiya, kuna wa'azi, kuna cewa, 'Mulkin Sama ya kusato'.
280a080081	Ku warkar da marasa lafiya, ku tada matattu, ku tsarkake kutare, ku kuma fitar da aljanu. Kyauta kuka samu ku ma ku bayar kyauta.
280a090037	Kada ku rike zinariya, ko azurfa, ko tagulla a jakarku.
280a0a0072	Kada kuma ku dauki zabira a tafiyarku, ko taguwa biyu, ko takalma, ko sanda, don ma'aikaci ya cancanci abincin sa.
280a0b0078	Kowanne birni, ko kauyen da kuka shiga, ku nemi mai mutunci a cikinsa, ku kuma zauna a wurin har lokacin da za ku tashi.
280a0c002b	In za ku shiga gida ku ce, salama a gareku.
280a0d006e	Idan gidan akwai dan salama, salamarku za ta ta tabbata a gare shi. Idan kuwa babu, salamarku za ta komo maku.
280a0e006d	Ga wadanda su ka ki karbar ku ko sauraron ku, idan za ku fita garin ko gidan, sai ku karkade kurar kafafunku.
280a0f006b	Hakika, ina gaya maku, a ranar shari'a za a fi rangwanta wa kasar Saduma da ta Gwamrata a kan wannan birni.
280a100089	''Duba, na aike ku kamar tumaki a tsakiyar kyarketai, don haka sai ku zama masu wayo kamar macizai, da kuma marasa barna kamar kurciyoyi.
280a11005f	Ku yi hankali da mutane, don za su kai ku gaban majalisa, su kuma yi maku bulala a majami'unsu.
280a120070	Za su kuma kai ku gaban mahukunta da sarakuna saboda ni, domin ku bada shaida a gabansu, da kuma gaban al'ummai.
280a130087	Idan har sun bada ku, kada ku damu da yadda za ku yi magana, ko kuwa abin da za ku fada, domin za a ba ku abin da za ku fada a lokacin.
280a140046	Domin ba ku ne kuke magana ba, Ruhun Ubanku ne yake magana ta bakinku.
280a150073	Dan'uwa zai ba da dan'uwansa a kashe shi, uba kuwa dansa. 'Ya'ya kuma za su tayarwa iyayensu, har su sa a kashe su.
280a160050	Kowa kuma zai ki ku saboda sunana. Amma duk wanda ya jure har karshe, zai tsira.
280a170091	In sun tsananta maku a wannan gari, ku gudu zuwa na gaba. Hakika ina gaya maku, kafin ku gama zazzaga dukan garuruwan Isra'ila, Dan Mutum zai zo.
280a18003d	Almajiri ba ya fin malaminsa, bawa kuma ba yafin ubangijinsa.
280a190090	Dai dai ne almajiri ya zama kamar malaminsa, bawa kuma kamar ubangijinsa. In har sun kira mai gida Ba'alzabuba, za su kuma bata mutanen gidansa!
280a1a004f	Don haka kada kuji tsoron su, domin ba abin da yake boye da ba za a bayyana ba.
280a1b0075	Abin da nake fada maku a asirce, ku fada a sarari. Abin da kuma kuka ji a cikin rada, ku yi shelarsa daga kan soraye.
280a1c009c	Kada ku ji tsoron masu kisan jikin mutum, amma ba sa iya kashe rai. Sai dai ku ji tsoron wannan da yake da ikon kashe jiki ya kuma jefa rai cikin jahannama.
280a1d0074	Ba 'yan tsuntsaye biyu ake sayarwa akan kobo ba? Ba ko daya a cikin su da zai fadi kasa ba tare da yardar Ubanku ba.
280a1e002d	Ai, ko da gashin kan ku ma duk a kidaye yake.
280a1f003e	Kada ku ji tsoro. Gama darajarku ta fi ta tsuntsaye masu yawa.
280a200072	''Saboda haka duk wanda ya shaida ni a gaban mutane, ni ma zan yi shaidar sa a gaban Ubana wanda ya ke cikin Sama.
280a210072	Amma duk wanda ya yi musun sani na a gaban mutane, ni ma zan yi musun sanin sa a gaban Ubana da yake cikin Sama.''
280a220060	''Kada ku zaci na zo ne in kawo salama a duniya. Ban zo domin in kawo salama ba, sai dai takobi.
280a230055	Domin na zo ne in hada mutum da ubansa gaba, 'ya da uwatarta, mata da kuma surukarta.
280a240036	Zai zama na kuma magabtan mutum su ne mutanen gidansa.
280a2500a3	Dukan wanda ya fi son mahaifinsa ko mahaifayarsa fiye da ni, bai cancanci zama nawa ba. Wanda kuma ya fi son dansa ko 'yarsa fiye da ni, bai cancanci zama nawa ba.
280a260049	Wanda kuma bai dauki gicciyensa ya biyo ni ba, bai cancanci zama nawa ba.
280a270064	Dukan mai son ya ceci ransa, zai rasa shi. Duk kuwa wanda ya rasa ransa saboda ni, yana ceton sa ne.
280a28002c	''Wanda ya marabce ku, ya marabce ni ke nan.
280a2900e1	Wanda ya marabce ni kuwa, ya marabci wanda ya aiko ni. Wanda ya marabci annabi domin shi annabi ne, zai karbi lada kamar na annabi. Wanda kuma ya marabci mai adalci saboda shi mai adalci ne, zai sami lada kamar na mai adalci.
280a2a0096	Kowa ya ba daya daga cikin 'yan kananan nan, ko da kofin ruwan sanyi ya sha, domin shi almajirina ne, hakika, Ina gaya maku, ba zai rasa ladarsa ba.''
280b010076	Bayan Yesu ya gama yi wa almajiransa gargadi, sai ya bar wannan wuri, ya tafi biranensu domin yayi koyorwa, da wa'azi.
280b02006c	Da Yahaya mai baftisma ya ji daga kurkuku irin ayyukan da Yesu ke yi, sai ya aika sako ta wurin almajiransa.
280b030038	Ya ce masa. “Kai ne mai zuwa”? ko mu sa ido ga wani.
280b04005b	Yesu ya amsa ya ce masu, “Ku je ku gaya wa Yahaya abin da ku ka gani da abin da ku ka ji.
280b050092	Makafi suna samun ganin gari, guragu na tafiya, ana tsarkake kutare, kurame na jin magana kuma, ana tada matattu, mabukata kuma ana ba su bishara.
280b060034	Kuma mai albarka ne wanda baya tuntube sabili da ni.
280b07009c	Bayan wadannan sun tafi, sai Yesu ya fara wa jama'a jawabi game da Yahaya mai baftisma, yana cewa, “Me ake zuwa gani a jeji - ciyawa ce da iska ke busawa?
280b08008d	Shin menene kuke zuwa gani a jeji - mutum mai sanye da tufafi masu laushi? Hakika, masu sa tufafi masu laushi suna zaune ne a fadar sarakuna.
280b090049	Amma me ku ke zuwa gani, annabi? Hakika ina fada maku, fiye ma da annabi.
280b0a0087	Wannan shine wanda aka rubuta game da shi, 'Duba, ina aika manzona, wanda za ya tafi gabanka domin ya shirya maka hanya inda za ka bi'.
280b0b0091	Ina gaya maku gaskiya, cikin wadanda mata suka haifa, babu mai girma kamar Yahaya mai baftisma. Amma mafi kankanta a mulkin sama ya fi shi girma.
280b0c0080	Tun daga kwanakin Yahaya mai baftisma zuwa yanzu, mulkin sama yana shan gwagwarmaya, masu husuma kuma su kan kwace shi da karfi.
280b0d0046	Gama dukan annabawa da shari'a sun yi annabci har zuwa lokacin Yahaya.
280b0e0036	kuma in zaku karba, wannan shine Iliya wanda za ya zo.
280b0f001f	Wanda ke da kunnuwan ji, ya ji.
280b100060	Da me zan kwatanta wannan zamani? Ya na kamar yara masu wasa a kasuwa, sun zauna suna kiran juna
280b11004f	suna cewa mun busa maku sarewa baku yi rawa ba, mun yi makoki, baku yi kuka ba.
280b12005a	Gama Yahaya ya zo, baya cin gurasa ko shan ruwan inabi, sai aka ce, “Yana da aljannu”.
280b1300b0	Dan mutum ya zo yana ci yana sha, sai aka ce, 'Duba, ga mai hadama, mashayi kuma, abokin masu karbar haraji da masu zunubi!' Amma hikima, ta wurin aikin ta ake tabbatar da ita.
280b14005b	Sannan Yesu ya fara tsautawa biranen nan inda ya yi yawancin ayukansa, domin ba su tuba ba.
280b1500ae	“Kaiton ki Korasinu, kaiton ki Batsaida! In da an yi irin ayuka masu ban mamaki a Taya da Sidon! Yadda aka yi a cikinku, da tuni sun tuba suna sanye da tsumma da yafa toka.
280b160046	Amma zai zama da sauki a kan Taya da Sidon a ranar shari'a fiye da ku.
280b1700b7	Ke kafarnahum, kina tsammani za a daukaka ki har zuwa sama? A'a za a saukar da ke kasa zuwa hades. Gama in da an yi irin al'ajiban da aka yi a cikin ki a Sodom, da tana nan har yanzu.
280b180046	Amma ina ce maku, za a saukaka wa Sodom a ranar shari'a fiye da ku.”
280b1900b5	A wannan lokaci Yesu ya ce, “Ina yabon ka, ya Uba, Ubangijin sama da kasa, domin ka boye wa masu hikima da fahimta wadannan abubuwa, ka bayyana wa marasa sani, kamar kananan yara.
280b1a0033	I, ya Uba gama wannan shine ya yi daidai a gare ka.
280b1b009d	An mallaka mani dukan abu daga wurin Ubana. Sannan babu wanda ya san Dan, sai Uban, babu kuma wanda ya san Uban, sai Dan, da duk wanda ya so ya bayyana masa.
280b1c0054	Ku zo gare ni, dukanku masu wahala da fama da nauyin kaya, ni kuma zan ba ku hutawa.
280b1d0080	Ku dauki karkiya ta ku koya daga gare ni, gama ni mai tawali'u ne da saukin hali a zuciya, sannan zaku sami hutawa ga rayukanku.
280b1e003d	Gama karkiyata mai sauki ce, kaya na kuma ba shi da nauyi.”
280c010084	A wannan lokaci, Yesu ya tafi a ranar Asabaci, ya bi cikin gonar hatsi. Almajiransa na jin yunwa, sai suka fara zagar hatsi suna ci.
280c02007e	Amma da Farisawa suka gan su, sai su ka ce wa Yesu. “Duba, almajiranka su na yin abin da doka ta haramta a ranar Asabaci.”
280c03007a	Amma Yesu ya ce masu, “Baku karanta abin da Dauda ya yi ba, lokacin da ya ke jin yunwa, tare da mazan da ke tare da shi?
280c040099	Yadda ya shiga gidan Allah, ya ci gurasar alfarwa da doka ta hana shi ko mazan da ke tare da shi su ci, sai dai Firistoci ne kawai doka ta basu damar ci?
280c050090	Sa'annan ba ku karanta cikin shari'a cewa, a ranar Asabaci, Firistoci da ke cikin haikali na sabawa ranar Asabaci, amma kamar ba su yi laifi ba?
280c060048	Amma ina tabbatar maku da cewa, wani wanda ya fi haikali girma yana nan.
280c070065	In da kun san ma'anar wannan 'Na fi son jinkai fiye da hadaya,' da baku shari'anta wa marar laifi ba.
280c08002a	Gama Dan mutum shine Ubangijin Asabaci.”
280c090038	Sa'annan Yesu ya bar wannan wuri, ya shiga majami'ar su.
280c0a00a8	Sai ga wani mutum wanda hannun sa ya shanye, sai Farisawa suka tambayi Yesu, cewa, “Doka ta halarta a yi warkarwa a ranar Asabaci?” Domin su zarge shi a kan zunubi.
280c0b00aa	Yesu ya ce masu, “Wanene a cikin ku, wanda idan ya na da tunkiya guda, sa'annan tunkiyar nan ta fada a rami mai zurfi a ranar Asabaci ba zai kamo ta ya fitar da ita ba?
280c0c0061	Yaya za a kwatanta darajar mutum da tunkiya! Saboda haka ya halarta a yi alheri ranar Asabaci.”
280c0d007b	Sai Yesu ya ce wa mutumin nan “Mika hannun ka.” Ya mike hannunsa, sai hannun nan ya dawo lafiyaye kamar dayan hannunsa.
280c0e0065	Amma Farisawa su ka fita waje su ka fara mugun shiri domin sa. Su na neman hanyar da za su kashe shi.
280c0f006b	Da Yesu ya fahimci wannan, sai ya janye kan sa daga nan. Mutane da dama su ka bi shi, ya warkar da su duka.
280c10002c	Ya dokace su da kada su bayyana shi ga kowa,
280c110045	domin ya zama gaskiyar abin da aka fada ta wurin annabi Ishaya, cewa,
280c12008a	“Dubi, bawa na zababbe; kaunatacce na, wanda ya ke faranta mani raina sosai. Zan sa Ruhu na bisan sa, za ya furta hukunci zuwa al'ummai.
280c13004e	Ba za ya yi jayayya ko tada murya ba, babu wanda za ya ji muryar sa a karabku.
280c14006f	Ba zai karya kara da ya tankwashe ba; ba zai kashe fitilar da ta kusa mutuwa ba; sai ya kawo hukunci ga nasara.
280c15002c	Sa'annan al'ummai za su dogara a ga sunansa.
280c160094	Sa'annan wani mutum, makaho ne, kurma kuma, aljannu kuma na cikinsa, an kawo shi wurin Yesu. Ya warkar da shi, ya sami ganin gari ya kuma yi magana.
