2a00000004	Luke
2a042700ad	Djesu akebandeme akebembe bodji bu Simu, akerume dibaghu mu usaghughe, na dibaghu dikesaghughe. Na vane-vane mughetu eni akesimbughe akebande ubasalile mu ubaveghe bighudji.
2a04280098	Wisi unovindeme, botsu abamabangaange na bibedu bi minongu na minongu bakebabeghe ombu Djesu, na akesakighaange mutu-mutu makake na akeyenebabelusaange.
2a042900e4	Binyuni bibi wandi bikenepalaange ombu pwele bibedu noyeneghamughe bwena: «Ndedju wudji mwane Nzambi!» Tumbe Djesu akebarume na bukani na amabaghandisaange uvose, mumbari binyuni byeni bimamudjabaange bwena djandi la Kirisete.
2a042a00c2	Na wisi witebuyi, Djesu akeghusughe musyengi eni na akewende ave mbure adjikakunu na batu. Yinombu yi batu yikenemurombaange, banomulabe, bamaronde umusikighe nobuse yiri Djesu akékakughe nowu.
2a042b008c	Tumbe Djesu akebawake rye: «Nyuyésamune Musamu Wuboti wu Bukaghe bu Nzambi o misyengi mimosi wandi, mumbari adine, Nzambi amanzindiyile.»
2a042c0060	Mbana, akewenda mu uyenesamunaange mu mandaghu ma tsambu ma baSwife wune bulongu bweni bu Sudé.
2a05010061	Yilumbu, Djesu amabe va mughule yilibe yi Senesarete. Yinombu yimaghukume mu uwulu mbembu Nzambi.
2a05020046	Akelabe matu mabedji va disabu na balobitsi bamasusaange masinge mowu.
2a050300c3	Anolabe bwena ake va mbake batu, akemate mu bwatu bumosi, abumabe bu Simu, na akemuwivule mu kwekise bwatu mwa vale na disimu. Djesu aketsane mu bwatu na akebande ulonze yinombu yeni musamu andi.
2a05040085	Anomane ulonze, aketsingule Simu: «Kwekise bwatu bwaghu o yitsibe, ndedju na bambatsi baghu, tsyébwaghyanu bambuse benu mu uwabe.»
2a05050096	Simu akemuwake rye: «Fumu, tutsiwélighe wuwabe mukolu wotsu, tughadile nesi yughoke. Tumbe ave wumanzingule nane, yike masinge ngabwaghe mu mambe.»
2a0506006a	Yike, bakebwaghe masinge mowu mu mambe, bakeghaange banyame bapwele na mune masinge meni, vengu wupasighe.
2a050700a6	Bavubitsi beni, bakeghebule bambatsi bowu, abamabe mu bwatu bususu bakibawamuse. Bambatsi beni, banorughe, bakebase matu motsu mabedji na bayame, mamabe beli nodyame.
2a0508008d	Simu Pyere anolabe yimaghe nane yine, akighudume va wusu Djesu na akemutsingule rye: «Wusughe va wusu ami, Fumu, mumbari nyidji mutu mabi!»
2a05090061	Simu, na botsu abamabe nandi, bakeghangu djobotsu na keri, dibandu pwele banyame abe bamaghaange.
2a050a00ae	Keri eni, djimabe wandi mu bambatsi ba Simu, Sake na San, baane ba Sebede. Djesu aketsingule Simu rye: «Uyabe na keri mumbari ubongile na nyangu, wube yike mulobitsi batu.»
2a050b005f	Simu na bambatsi bandi bakeghabuse matu mowu o disimu, bakesile byowu byotsu na bakeduke Djesu.
2a050c00b8	Djesu anobe o musyengi mosi, wukurughe dibaale dimabelaange nyámbi. Anomulabe, akighudume va wusu andi, mbami va butambe na akemulembiyile novose rye: «Fumu payi wirondi, ndyomisi.»
2a050d0071	Djesu akesambe dikake akemubembe na akevose rye: «Nyirondi, tsyélyomi.» Na vane-vane, nyámbi djikemughusughe.
2a050e00c6	Yike, Djesu akemughandise rye: «Wuyaditsingule mutu. Tumbe wende yékelase ombu yivunde yi bavaghulitsi ba paghu, mbana vaghule paghu dulyomusu adji Moyise amarume mu ulase botsu rye wumabelughe.»
2a050f0066	Didume di Djesu dike bwelaange wunyave. Binombu bi batu bike wukemaange na bakebelusungu mu mali mowu.
2a05100051	Tumbe Djesu, amabangaange na yufu yukakenaange na batu, mu uyésambilaange pinze.
2a051100ea	Yilumbu Djesu amalonzaange batu. BaFarisi na milonzi mi mighaghe bamabe batsane vane. Djowu abamarughusenaange mu mimbu motsu ma Ngalile na ma Sudé no musyengi Serusaleme. Mangolu ma Fumu Nzambi mamabe mu Djesu mu ubelusaange bibedu.
2a0512005a	Va marughe babaale, banangule yimbolutu mu dusyengi, bamarondaange umusunze va wusu Djesu.
2a051300b9	Tumbe basamadile dikotulu, mumbari yinombu yimabe yineni tena va mune ndaghu. Bakemate o djulu mwanze ndaghu, bakedibule dilute na bakemusunduse mu dusyengi va misu mowu, va wusu Djesu.
2a05140058	Djesu anolabe yitu yowu, akevose na yimbolutu rye: «Mbatsi ami, mabi maghu mamatandu.»
2a0515009a	Yike baFarisi na milonzi mi mighaghe bakengungurunaange mu mirime myowu: «Mutu awuwu ni oyilenzi Nzambi, anyi orungule utande mabi, patsi Nzambi pinze?»
2a05160050	Djesu anodjabe matase mowu, akevose rye: «Yi dubile na matase mabive nane mane?
2a0517005a	Dike divure mu uvose rye: “Mabi maghu mamatandu” vo uvose rye: “Releme yenewende”?
2a051800b5	Mumbari dukedjabe yiri Mwane Mutu ane musughe utande mabi ma batu vave butambe.» Mbana akevose na yimbolutu rye: «Nyighutsinguli, releme, bonge dusyengi dwaghu we o ndaghu aghu.»
2a0519006c	Vane-vane amareleme va wusu mughungi, nobonge dusyengi dwandi nowende o ndaghu andi, akenedodisaange Nzambi.
2a051a0071	Mughungi wotsu wuke kambulu, na wukenedodisaange Nzambi novose rye: «Na muni tumalabe mambu maboti ma muvingu!»
2a051b0088	Va djulu motsu mane, Djesu akepale, akelabe mubolitsi lepu dine dyandi Levi atsane va tavule bisalu. Djesu akemutsingule rye: «Nduki!»
2a051c0028	Levi akereleme, akesile byotsu nomuduke.
2a051d0089	Na vane, Levi akemuvayile mulambu o ndaghu andi. Yinombu yi babolitsi ba lepu na batu bamosi wandi bamabe nowu va tavule mu udji va mosi.
2a051e00aa	Va ghari owu, baFarisi na milonzi mi mighaghe bakeneningaange na bakewivule badukitsi ba Djesu rye: «Dibandu yi dwilili nonu na babolitsi ba lepu na bavayitsi ba mabi?»
2a051f0054	Djesu akebawaghule rye: «Bango polu, baghaane nzale mubuyitsi, tumbe djowu abebeli.
2a05200081	Kaboghu, menu, ngarughe mu djowu bana abekelabe yiri basungeme, tumbe dibandu djowu bana abevayi mabi bakekaluse mitsanu myowu.»
2a05210074	BaFarisi baketsingule Djesu rye: «Badukitsi ba San na betu, bewarili nzale na besambili; abaghu, udjibédji nonu.»
2a05220061	Djesu akebawake rye: «Djenu, durunguse wuwimine bambatsi ba yiwetsi bighudji ne nane akivu nowu?
2a05230060	Tumbe vorughe yilumbu ayi mulumi obarambusulu; mbana avane, borunguse wuwarile nzale na pwile.»
2a052400c9	Djesu akebwébabukile nongu eni djidji: «Wughaa mutu wipasi yirendi mu yikutu ayighone nolonde ayiwulu. Yike evayi nane, yirendi ayighone mbé yighosoghene mu yikutu ayighulu na yikutu yeni yupasighe.
2a0525008b	Wughaa mutu wandi orunguse uwitile malamu maghone mu batsuve aba ghulu. Kaboghu, malamu meni maghone mbé morubise batsuve, na makepumughe.
2a05260032	Vengu owitile malamu amaghone mu batsuve abaghone!
2a0527008a	Na wughaa mutu mosi wandi omanu malamu amaghulu akeronde wunu amaghone, na yikevayi nane, ovose rye: “Amaghulu mamavyoghe amaghone.”»
2a060100c3	Mu yilumbu yuvume yi baSwife, Djesu akenevyoghaange na badukitsi bandi mu manungi ma putu mu utole o mimbu mamosi. Badukitsi beni, bakenedokulaange putu. Bakenetsisotulaange na bakeyenejangaange.
2a06020074	Mwa dighuki di baFarisi bakebawivule rye: «Dibandu yi dwivayili mambu amaghandusu “kilikingi” yilumbu yuvume?»
2a06030079	Djesu akebawaghule rye: «Ayi, dusamaraange mu bisonu bi Nzambi, adi Davide na batu bandi bamavaghe ave bamawululu nzale?
2a060400b7	Davide amakote o ndaghu paghu, akebonge mape amavaghululu Nzambi. Akedji na akemaveghe botsu abamabe nandi. Nenane, yike bu bavaghulitsi ba paghu pinze abamaveghu musughe mu umadji.»
2a06050052	Djesu akebwétsingule baFarisi rye: «Mwane Mutu djandi, la Fumu yilumbu yuvume.»
2a06060096	Yilumbu yisusu yuvume yi baSwife, Djesu akekote o ndaghu dusambu mu ulonze. O ghari ndaghu eni, wumabe dibaale dimabe na bubomfi mu dikake di mabaale.
2a0607008c	Milonzi mi mighaghe na baFarisi bamarombaange dyele dyufwengilile Djesu. Kaboghu bamamuketanga mu ulabe yeri obeluse mutu mu yilumbu yuvume.
2a06080080	Tumbe Djesu, anodjabe matase mowu, aketsingule yibomfi yeni yi dikake rye: «Releme, rughe va wusu botsu!» Akereleme, akerughe.
2a060900ab	Djesu, akewivule milonzi mi mighaghe na baFarisi yeri: «Diwelimine mu mighaghe myenu mu vaghe diboti vo dibi yilumbu yuvume, wughobule monyu mutu vo ughusile wubungene?»
2a060a007f	Anobaghengise djowu botsu, aketsingule yibomfi yeni rye: «Simbule dikake dyaghu.» Akedisimbule, na dikake dyandi dikebelughe.
2a060b0070	Tumbe, milonzi mi mighaghe na baFarisi bakebase na kabu neni, bakewivusunaange rye: «Tsyeni tukedilile Djesu?»
2a060c006d	Mune temu eni, Djesu amamate o djulu mukongu mu uyésambile. Na akevyose mukolu wotsu mu usambilaange Nzambi.
2a060d007f	Na wisi etebuyi, Djesu akenengile badukitsi bandi va mughule andi, akesole va ghari owu dighumi na babedji mu ubalughe Bilumbi.
2a060e0060	Djowu bamabe: Simu awu Djesu amalughe Pyere, Andere ngebi andi, Sake na San, Filipe na Batelemi,
2a060f0040	Mati, Tome, Sake mwane Alefé, Simu mungo nyongi bulongu bwandi,
2a0610003b	Sudase mwane Sake na Sudase Yikalyote awu amasumbise Djesu.
2a061100eb	Djesu, anosundughe mukongu na bilumbi byandi, akesikeme va yidesi ave vamabe badukitsi bandi. Yinombu yineni yi batu yimarughesenaange o yinange yi Sudé, o musyengi Serusaleme, na mu misyengi mi Tire na Sidone amimabe mu mughule mubu.
2a0612007d	Botsu, bamarughaange mu uyiwulu Djesu na mu uyidile dubelusu. Akedjeyisaange bamosi wandi abamatsoghusungu na binyuni bibive.
2a0613005e	Yinombu yotsu yimarondaange umubembe, mumbari mangolu mamapalaange mu djandi mamababelusaange.
2a0614007b	Djesu, anoghengise badukitsi bandi, akevose rye: «Ubwedji ombu djenu aduvu bidjaghe, mumbari Bukaghe bu Nzambi buke bwenu.
2a06150064	Ubwedji ombu djenu aduvu na nzale, mumbari dughukuru. Ubwedji ombu djenu abedwilili, mumbari dureke.
2a06160078	Ubwedji ombu djenu abedwivinu na batu, abedwiwengulu, abedwisyengu, abedwisanzu novosulu mambu mabi, dibandu Mwane Mutu.
2a0617008d	Mu temu eni, saghanu na yinanu na nzangu, mumbari fute neni djidukelisi o djulu. Anane bakaaghe bowu bamakambisilaange babiyitsi va temu owu.
2a06180043	Kamune maghughe ma ombu djenu bisine, mumbari dumadile menu maboti.
2a06190081	Maghughe ombu djenu adumaghukuru, mumbari dube na nzale. Maghughe ombu djenu adwireki na muni, mumbari dube mu dikwili na dulile!
2a061a0079	Maghughe ombu djenu ave batu botsu bodusingisilaange, mumbari anane bakaaghe bowu bamayitsilaange babiyitsi ba mfurulu!»
2a061b003b	«Tumbe djenu adwikulu nyidutsinguli: Rondanu bambeni benu.
2a061c0045	Veghanu myule ombu djowu abeduloyi; na sambilanu mu djowu abedukwani.
2a061d0096	Payi mutu atsighudimbe mbate mu dibange adi maghetu, muliyili adi mabaale. Payi mutu erondi ubonge yidjungi yaghu, wuyamughandise ubonge yikutu wandi.
2a061e004a	Ghabile botsu abeghuvondi, na payi mutu atsiwubonge yisalu, wuyamusuyighe.
2a061f0031	Vaghanu bambatsi mambu ame dwirondi bakeduvayile.
2a06200069	Payi dwirondi yike abedurondi, kabusulu yi dwikelisi? Ne bavayitsi ba mabi wandi berondi yike abebarondi.
2a06210079	Payi dwivayi diboti yike ombu djowu abeduvayi maboti, kabusulu yi dudile? Ne bavayitsi ba mabi wandi bevayi munongu mosi.
2a0622008a	Payi dwisombisi buke djowu aborunguse uduvanine, kabusulu yi dudile ombu owu? Ne bango mabi wandi besombisini, na bevaneseni munongu mosi.
2a062300d9	Tumbe, rondanu bambeni benu na bavayanu diboti, sombisanu abaghaane yime nenane baghorunguse wudughabusile. Fute enu djube djineni na dube baane ba Nzambi-Pungu, mumbari djabeni aboti ombu bango ninge na ombu mimbini.
2a06240033	Banu na yingebe, nane Tadji enu abile na yingebe.»
2a0625005e	«Duyasosise na baghodusosise; duyaveghe mbele, na baghoduveghe mbele. Batandyanu, na dutandu.
2a06260091	Veghanu na boduveghe: bowitile yetsu yiwelimine mu yevi yenu. Yubatughu noghomu tena yuborumughe. Yetsu ayidumaghabile ayine Nzambi odughabile.»
2a06270061	Djesu akebaveghe nongu: «Yidunge akebeghe yidunge nandi? Nesi, boyetsudeme djowu botsu o yidune!
2a06280054	Mudukitsi aghovyoghulile Fumu andi, tumbe awu alongu burange, obaghunu na Fumu andi.
2a06290062	Dibandu yi wilabili yike yiriri mu disu di mbatsi aghu, mba wughélabi dikutu adivu o dyaghu disu?
2a062a012b	Vo tsyeni wutsingulile mwane ngudji: “Mwane ngudji, rughe tuwusuli yiriri ayivu o ghari disu dyaghu”, ndedju awughélabi dikutu adivu o ghari dyaghu disu? Pende nane nde, lérele ughusule dikutu adivu o ghari disu dyaghu, avane ulabe nane wurambusile yiriri ayivu o ghari disu di mwane ngudji.»
2a062b0094	«Mwiri wuboti wurunguse ubure milunde mibive? Nesi, wughorunguse ubure milunde mibive. Dedi mosi na mwiri wubive wughorunguse ubure milunde miboti.
2a062c0079	Kaboghu, kale mwiri widjabunu mu milunde myandi. Baghédoki tundu mu misumbi, mbanane baghédoki, tsafu wandi mu yifundi.
2a062d00ac	Mutu awuboti, epalisi mambu maboti mu ubwedji wu murimandi. Mutu mubi, epalisi mambu mabi mu wubive wu murime andi. Mumbari mu dufunusu du matase ma murime, munu evosili.»
2a062e0055	«Dibandu yi dwindengilili “Fumu, Fumu!” Mbana dughevayi motsu ame nyidutsinguli?
2a062f0050	Kaboghu, wotsu oyinduki, ewulu mambu mami na emadedili, nyudulase nani abaghunu.
2a063000a4	Adji nane mutu, amarunge ndaghu andi, aketime pwele ne mu dughunge. Nidu djinorughe, mupupile wukeghubene mu ndaghu eni, na djisamakunge mumbari djimarungu burange.
2a063100b4	Tumbe, djandi wune oyiwulu mambu mami na aghemadedili, adji nane mutu awirungi ndaghu va yisyeyi. Ave nyidu djiruyili, mupupile wighubeni mu ndaghu eni na djiberuyi tinde djotsu.»
2a07010054	Ave Djesu amamani wuvosile motsu mane ombu mughungi, akekote o musyengi Kapernawume.
2a07020070	Vane, vamabe yivunde yi baghore ayimabe na musatsi andi awu amarondaange pwele. Amabe na ubele wuneni beli nofu.
2a07030079	Anowulu beranguni Djesu, yivunde yeni akesindighe mwa dikabu di bivunde bi baSwife uyémulende mu uyibeluse musatsi andi.
2a07040061	BaSwife beni banotole ombu Djesu, bakemutatile yiri: «Diwelimine wukemuvayile adi djandi evondi.
2a07050047	Ngenze erondi mukute etu, mumbari djandi amarunge ndaghu etu dusambu.»
2a070600c8	Djesu amawende na batu beni. Banobe bebeli na ndaghu, yivunde yeni akesindighe bambatsi bandi mu uyémutsingule rye: «Fumu, wuyaketsoyise mu utole, mumbari nga nyiwelimine yiri wukekote o ndaghu ami.
2a07070061	Ladibandu, ngaruyile mebeni ombu waghu. Tumbe tubule yike yighume yimosi na musatsi ami obelughe.
2a070800ec	Mewandi, nyidji otsi durumu du bivunde byami, na mewandi nyirumi baghore abendedili. Payi nyurume wumosi: “Wende!” Akewende. Payi nyunengile wune: “Rughe!” Akerughe. Payi nyurume musatsi ami, yiri “Vaghe yeyi!” Akeyivaghe.»
2a070900cc	Ave Djesu amawululu ame yivunde yi baghore amavose, akemusingisile, akeghelughe ombu yinombu ayimayenemudukaange. Akevose rye: «Nyidutsinguli: ne o bulongu bu Yisrayele, nyikalabaange yitu yineni nane.»
2a070a005a	Bambatsi ba yivunde yeni, ave bamaghabuyile ombu wandi, bakerasune musatsi eni amabelughe.
2a070b0070	Yilumbu ayimaduke, Djesu akewende o musyengi wu Nayine. Badukitsi bandi na yinombu yineni bakenewendaange nandi.
2a070c00a1	Banotole va dikotulu di musyengi eni, bakebengunu na batu bamawendaange oyetswighe mvumbi, mwane divingu wu mukwili. Yinombu yineni yi musyengi eni yimabe nandi.
2a070d0047	Fumu, anolabe mukwili eni, akebase na yingebe novose rye: «Wuyalile.»
2a070e006b	Anobambene, akebembe yighare. Abamabe bayitsyete, bakesikeme. Akevose: «Mwane dibaale nyiwurumi, releme!»
2a070f0058	Mwane awumabe wufu, akereleme, aketsane nobande uvose. Djesu akemughabusile ngudji andi.
2a0710008d	Botsu bamaghangu na keri. Bakeyitsaange Nzambi novose rye: «Ka mune mubiyitsi wuneni wukuvu va ghari etu! Nzambi amayilingule mukute andi.»
2a0711003f	Didume di Djesu dikenyave mu Sudé djotsu kwange na mu mighule.
2a07120057	San-Batise anowulu motsu ame badukitsi bandi bamavose, akenengile babedji va ghari owu.
2a07130068	Akebasindighe ombu Fumu mu yemuwivule rye: «Ndedju la Yisolu yi Nzambi etutindili vo tukelise mususu?»
2a0714008e	Na betoli ombu Djesu, bakevose: «San-Batise atsitutinde ombu awu mu uwivule rye: “Ndedju awu Nzambi etutindili vo tukelise mutu ususu?”»
2a07150068	Banotole, bakerasune Djesu ebelusi pwele bibedu, bibomfi na abamabe na binyuni bibi na utyemuse bidunge.
2a071600f2	Akebawaghule bwena, wendanu, yétsingulanu San amedumalabe, amedumawulu: «Bidunge bimalabe, bitsyoku bimasungeme mwendu, bango nyámbi bamalyomusu, abamabe madibe bamawulu, abamabe bafu bamarambughe na musamu wuboti wumasamunu ombu bidjaghe.
2a0717005c	Ubwedji ombu djandi awu aghotsyemuse yitu yandi na aghodile tonu djuberuyile dibandu menu.»
2a07180092	Abamatindu na San banoghabughe, Djesu akevose na yinombu ayimabe vane mu dyambu di San rye: «Yi dumelabe o dukange? Dundubi dwipupusu na mupunge?
2a0719009f	Yi dumayelabe? Mutu adware bikutu bi bandumbe? Nesi! Mumbari batu abedwari bikutu bi bandumbe na abavu na maboti mapwele, djowu betsani mu mandaghu ma bakaghe.
2a071a004c	Yike yi, dumayelabe? Mubiyitsi? Nine nyidutsinguli avyoghulile ne mubiyitsi!
2a071b0081	Dingenze, Bisonu bi Nzambi bivosi mu dyambu di San rye: “Lanu, nyutinde yilumbi yami va wusu aghu, mu uwutsonziyile nzile.”»
2a071c00a1	Mbana Djesu akemwébwele ubatsingule: «Bwé dingenze nyidutsinguli, vasekaburu mutu awuvyoghulile San. Tumbe, awu agheyi mu Bukaghe bu Nzambi, amuvyoghe buneni.
2a071d0087	Batu botsu, ne babolitsi ba lepu abamamuwulu, bamasingisile Nzambi yiri asungeme na Fumu erondi ubaghobule na bakesinge ubatusu na San.
2a071e0067	Tumbe baFarisi na milonzi mi mighaghe bakebuse durondu du Nzambi mu djowu na bakebuse ubatusu na San.»
2a071f0056	Djesu akebwévose: «Na anyi nyurungule ubaghusunu batu ba temu adjidji? Nane yi bavu?
2a07200092	Ba baghunu na baane abaghukume va mulebi, betsingusini rye: “Tumadusiyile milombu, dusamayine. Tumaduwimbilile nimbu tsi manyoni, dusamalile.”
2a07210067	Ave San-Batise amaruyile, asamadjangaange bighudji nonu malamu, dumavose rye: “Ane Yinyuni yibive.”
2a07220083	Mwane Mutu amarughe, edji nenu na dwivosi yiri Kamune mulitsi na munwitsi wu, djandi mbatsi babolitsi ba lepu na bavayitsi ba mabi.
2a07230049	Tumbe botsu abegharu dyele di Nzambi, besingi yiri djandi evayi diboti.»
2a07240063	Mufarisi wumosi amalende Djesu mu uyédji nandi. Djesu amakote o ndaghu andi na amavyoghe va metse.
2a07250083	Vane, vakerughe mughetu yimbembu. Anodjabe yiri Djesu amayedji o ndaghu muFarisi, akebarasune na muyombu wubase mu yirure yi dighe.
2a07260098	Mughetu eni anokote, akereleme o nzime Djesu nolile. Anobotse matambi mandi na matsange, akematsindulaange na nange tsyandi. Akemafife nowitile muyombu.
2a072700b6	Mufarisi eni awu amamunengile, anolabe nane, akengungurunaange o murime: «Mbeyi dibaale dyeni didi adji mubiyitsi awungenze, mbé atsidjabe munongu mughetu awutsimubembe nane avu.»
2a07280077	Djesu akenangule dyufi nomunengile: «Simu, nyine mwa dyambu dyughutsingule.» Simu kamuwaghule rye: «Mulonzi, vose.»
2a07290084	Na Djesu akevose rye: «Babaale babedji bamanwanaange mutu mbongu. Wumosi amanwanaange kame-yiranu tsi badoli, awune maghumi-maranu.
2a072a0074	Anolabe bwé baghorungule wumuvanine, akebasile mughanu wotsu na akebatande. Anyi omuronde pwele mu mubedji ewune?»
2a072b0078	Simu akewaghule rye: «Nyitasi, djandi awu amabe na mughanu wuneni amatandu.» Djesu akemutsingule rye: «Wune ndunge.»
2a072c00e2	Djesu anoghelughe ombu mughetu, akevose na Simu rye: «Wilabi mughetu ewuwu? Ave nyitsikotile o ndaghu aghu, wughapeghe mambe mosuse matambi. Tumbe djandi, amamabotse na matsange mandi, mbanane, amamatsindule na nange tsyandi.
2a072d004d	Ndedju wughambumbe. Tumbe djandi nyikotilaange, aghedundi ufife matambi mami.
2a072e0066	Ndedju wughakwitile matsi va djulu muru ami. Tumbe djandi atsikobise nowitile muyombu mu matambi mami.
2a072f0095	Ladibandu, nyighutsinguli bwena ne mabi mandi motsu mamamutandu, mumbari yirondu yandi yineni. Tumbe awubetandi mwa pesu, yirondu yandi yidji pesu.»
2a0730003f	Mbanane Djesu amavose na mughetu eni: «Mabi maghu mamatandu.»
2a07310058	Abamadjangaange va mosi nandi, bamavosaange va ghari owu: «Awuwu ni oyitandi ne mabi?»
