0100000008	Postanak
010a18002a	Arpakšad rodi Šelaha, Šelah rodi Ebera.
010a190085	Eberu su se rodila dva sina: jednomu bješe ime Peleg, jer se za njegova vijeka zemlja razdijelila. Njegovu je bratu bilo ime Joktan.
010a1a003a	Od Joktana se rodiše: Almodad, Šelef, Hasarmavet, Jerah,
010a1b0015	Hadoram, Uzal, Dikla,
010a1c0015	Obal, Abimael, Šeba,
010a1d0031	Ofir, Havila i Jobab. Sve su to sinovi Joktanovi.
010a1e0051	Njihova se naselja protezahu od Meše sve do Sefara, brdovitih krajeva na istoku.
010a1f0055	To su sinovi Šemovi prema svojim plemenima, jezicima i zemljama, po svojim narodima.
010a200074	To su rodovi Noinih sinova prema svojim lozama i narodima. Od njih su se razgranali narodi po zemlji poslije Potopa.
010b01002f	Sva je zemlja imala jedan jezik i riječi iste.
010b02005f	Ali kako su se ljudi selili s istoka, naiđu na jednu dolinu u zemlji Šinearu i tu se nastane.
010b030086	Jedan drugome reče: “Hajdemo praviti opeke te ih peći da otvrdnu!” Opeke im bile mjesto kamena, a paklina im služila za žbuku.
010b040082	Onda rekoše: “Hajde da sebi podignemo grad i toranj s vrhom do neba! Pribavimo sebi ime, da se ne raspršimo po svoj zemlji!”
010b05004b	Jahve se spusti da vidi grad i toranj što su ga gradili sinovi čovječji.
010b0600a5	Jahve reče. “Zbilja su jedan narod, s jednim jezikom za sve! Ovo je tek početak njihovih nastojanja. Sad im ništa neće biti neostvarivo što god naume izvesti.
010b07004d	Hajde da siđemo i jezik im pobrkamo, da jedan drugome govora ne razumije.”
010b08003f	Tako ih Jahve rasu odande po svoj zemlji te ne sazidaše grada.
010b090079	Stoga mu je ime Babel, jer je ondje Jahve pobrkao govor svima u onom kraju i odande ih je Jahve raspršio po svoj zemlji.
010b0a006a	Ovo su potomci Šemovi: Kad je Šemu bilo sto godina - dvije godine poslije Potopa - rodi mu se Arpakšad.
010b0b005b	Po rođenju Arpakšadovu Šem je živio petsto godina te mu se rodilo još sinova i kćeri.
010b0c0040	Kad je Arpakšadu bilo trideset i pet godina, rodi mu se Šelah.
010b0d006c	Po rođenju Šelahovu Arpakšad je živio četiri stotine i tri godine te mu se rodilo još sinova i kćeri.
010b0e0035	Kad je Šelahu bilo trideset godina, rodi mu se Eber.
010b0f0067	Po rođenju Eberovu Šelah je živio četiri stotine i tri godine te mu se rodilo još sinova i kćeri.
010b10003e	Kad su Eberu bile trideset i četiri godine, rodi mu se Peleg.
010b11006b	Po rođenju Pelegovu Eber je živio četiri stotine i trideset godina te mu se rodilo još sinova i kćeri.
010b120033	Kad je Pelegu bilo trideset godina, rodi mu se Reu.
010b13005f	Po rođenju Reuovu Peleg je živio dvjesta i devet godina te mu se rodilo još sinova i kćeri.
010b14003b	Kad su Reuu bile trideset i dvije godine, rodi mu se Serug.
010b15005f	Po rođenju Serugovu Reu je živio dvjesta i sedam godina te mu se rodilo još sinova i kćeri.
010b160035	Kad je Serugu bilo trideset godina, rodi mu se Nahor.
010b170059	Po rođenju Nahorovu Serug je živio dvjesta godina te mu se rodilo još sinova i kćeri.
010b18003d	Kad je Nahoru bilo dvadeset i devet godina, rodi mu se Terah.
010b190062	Po rođenju Terahovu Nahor je živio sto i devetnaest godina te mu se rodilo još sinova i kćeri.
010b1a0047	Kad je Terahu bilo sedamdeset godina, rode mu se: Abram, Nahor i Haran.
010b1b0056	Ovo je povijest Terahova. Terahu se rodio Abram, Nahor i Haran; a Haranu se rodio Lot.
010b1c0051	Haran umrije za života svoga oca Teraha, u svome rodnom kraju, u Uru Kaldejskom.
010b1d007b	Abram se i Nahor ožene. Abramovoj ženi bijaše ime Saraja, a Nahorovoj Milka; ova je bila kći Harana, oca Milke i Jiske.
010b1e002e	Saraja bijaše nerotkinja - nije imala poroda.
010b1f00d0	Terah povede svoga sina Abrama, svog unuka Lota, sina Haranova, svoju snahu Saraju, ženu svoga sina Abrama, pa se zaputi s njima iz Ura Kaldejskoga u zemlju kanaansku. Kad stignu do Harana, ondje se nastane.
010b200048	Dob Terahova dosegnu dvjesta i pet godina; a onda Terah umrije u Haranu.
010c01006a	Jahve reče Abramu: “Idi iz zemlje svoje, iz zavičaja i doma očinskog, u krajeve koje ću ti pokazati.
010c020069	Velik ću narod od tebe učiniti, blagoslovit ću te, ime ću ti uzveličati, i sam ćeš biti blagoslov.
010c030092	Blagoslivljat ću one koji te blagoslivljali budu, koji te budu kleli, njih ću proklinjati; sva plemena na zemlji tobom će se blagoslivljati.”
010c04007d	Abram se zaputi kako mu je Jahve rekao. S njime krenu i Lot. Abramu je bilo sedamdeset i pet godina kad je otišao iz Harana.
010c0500b9	Abram uze sa sobom svoju ženu Saraju, svoga bratića Lota, svu imovinu što su je namakli i svu čeljad koju su stekli u Haranu te svi pođu u zemlju kanaansku. Kad su stigli u Kanaan,
010c060058	Abram prođe zemljom do mjesta Šekema - do hrasta More. Kanaanci su onda bili u zemlji.
010c070081	Jahve se javi Abramu pa mu reče: “Tvome ću potomstvu dati ovu zemlju.” Abram tu podigne žrtvenik Jahvi koji mu se objavio.
010c0800a5	Odatle prijeđe u brdoviti kraj, na istok od Betela. Svoj šator postavi između Betela na zapadu i Aja na istoku. Ondje podigne žrtvenik Jahvi i zazva ime Jahvino.
010c090034	Od postaje do postaje Abram se pomicao prema Negebu.
010c0a0072	Ali kad je zemljom zavladala glad, Abram se spusti u Egipat da ondje proboravi, jer je velika glad harala zemljom.
010c0b0054	Kad je bio na ulazu u Egipat, reče svojoj ženi Saraji: “Znam da si lijepa žena.
010c0c0066	Kad te Egipćani vide, reći će: 'To je njegova žena', i mene će ubiti, a tebe na životu ostaviti.
010c0d0072	Nego reci da si mi sestra, tako da i meni bude zbog tebe dobro i da, iz obzira prema tebi, poštede moj život.”
010c0e004d	Zbilja, kad je Abram ušao u Egipat, Egipćani vide da je žena veoma lijepa.
010c0f0050	Vide je faraonovi dvorani pa je pohvale faraonu i odvedu ženu na faraonov dvor.
010c100065	Abramu pođe dobro zbog nje; steče on stoke i goveda, magaraca, slugu i sluškinja, magarica i deva.
010c110052	Ali Jahve udari faraona i njegov dom velikim nevoljama zbog Abramove žene Saraje.
010c120065	I faraon pozva Abrama pa reče: “Što si mi to učinio? Zašto mi nisi kazao da je ona tvoja žena?
010c13006a	Zašto si rekao: 'Ona mi je sestra', pa je ja uzeh sebi za ženu? A sad, evo ti žene; uzmi je i hajde!”
010c140061	Faraon ga onda preda momcima, a oni ga otprave s njegovom ženom i sa svime što bijaše njegovo.
010d01005f	Iz Egipta Abram ode gore u Negeb sa svojom ženom i sa svime što je imao. I Lot bješe s njim.
010d020032	Abram je bio veoma bogat stokom, srebrom i zlatom.
010d030033	Od postaje do postaje iz Negeba išao je do Betela,
010d040082	do mjesta na kojem je bio postavio šator, između Betela i Aja, gdje je prije podigao žrtvenik. Tu je Abram zazivao ime Jahvino.
010d05003e	I Lot, koji iđaše s Abramom, imaše ovaca, goveda i šatora,
010d060075	tako da ih kraj ne bi izdržavao kad bi zajedno ostali. Njihovo je blago bilo veliko, te zajedno nisu mogli boraviti.
010d070079	Svađa je nastajala između pastira stoke Abramove i pastira stoke Lotove. Tada su zemlju nastavali Kanaanci i Perižani.
010d080077	Zato Abram reče Lotu: “Neka ne bude svađe između mene i tebe, između pastira mojih i tvojih - tÓa mi smo braća!
010d090083	Nije li sva zemlja pred tobom? Odvoji se od mene! Kreneš li ti nalijevo, ja ću nadesno; ako ćeš ti nadesno, ja ću nalijevo.”
010d0a00c7	Lot podiže oči i vidje kako je dobro posvuda natapana sva Jordanska dolina, kao kakav vrt Jahvin, kao zemlja egipatska prema Soaru. - Bilo je to prije nego što je Jahve uništio Sodomu i Gomoru. -
010d0b0058	Lot izabere za se svu Jordansku dolinu i ode na istok. Tako se odijele jedan od drugoga.
010d0c006b	Abram ostade u kanaanskoj zemlji, dok je Lot živio po mjestima u dolini i razapeo svoje šatore do Sodome.
010d0d0042	A žitelji Sodome bijahu veoma opaki, sami grešnici protiv Jahve.
010d0e008e	Jahve reče Abramu, pošto se Lot od njega rastao: “Oči svoje podigni i s mjesta na kojem si pogledaj prema sjeveru, jugu, istoku i zapadu;
010d0f004f	jer svu zemlju što je možeš vidjeti dat ću tebi i tvome potomstvu zauvijek.
010d10007e	Potomstvo ću tvoje učiniti kao prah na zemlji. Ako tko mogne prebrojiti prah zemlje, i tvoje će potomstvo moći prebrojiti.
010d110046	Na noge! Prođi zemljom uzduž i poprijeko jer ću je tebi predati.”
010d12006c	Abram digne šatore i dođe pa se naseli kod hrasta Mamre, što je u Hebronu. Ondje podigne žrtvenik Jahvi.
010e010066	Kad Amrafel bijaše kralj Šineara, Ariok kralj Elasara, Kedor-Laomer kralj Elama, Tidal kralj Gojima,
010e02009d	povedoše oni rat protiv Bere, kralja Sodome, Birše, kralja Gomore, Šinaba, kralja Adme, Šemebera, kralja Sebojima, i protiv kralja u Beli, to jest Soaru.
010e03003b	I vojske se sliju u dolinu Sidim, gdje je danas Slano more.
010e040054	Dvanaest su godina služili Kedor-Laomera, ali trinaeste godine dignu se na ustanak.
010e0500a2	U četrnaestoj godini digne se Kedor-Laomer i kraljevi koji su bili s njim te potuku Refaimce u Ašterot Karnajimu, Zuzijce u Hamu, Emijce na ravnici Kirjatajimu,
010e060044	Horijce u brdskom kraju Seiru, blizu El Parana, koji je uz pustinju.
010e07008a	Onda se povuku natrag i stignu u En Mišpat, to jest Kadeš, i pokore sve krajeve Amalečana i Amorejaca, koji su nastavali Haseson Tamar.
010e080090	Zatim istupi kralj Sodome, kralj Gomore, kralj Adme, kralj Sebojima i kralj Bele, odnosno Soara, te zapodjenu borbu protiv onih u dolini Sidimu:
010e090082	Kedor-Laomera, kralja Elama, Tidala, kralja Gojima, Amrafela, kralja Šineara, Arioka, kralja Elasara - četiri kralja protiv pet.
010e0a0084	Dolina Sidim bila je puna provalija s paklinom, pa kraljevi Sodome i Gomore, na bijegu, u njih poskaču, a ostali izmaknu u planine.
010e0b0042	Pobjednici pokupe sve blago po Sodomi i Gomori i svu hranu pa odu.
010e0c0058	Pograbe i Lota, Abramova bratića - i on je živio u Sodomi - i njegovo blago pa otiđu.
010e0d0088	A bjegunac neki - rođak Eškola i Anera, Abramovih saveznika - donese vijest Abramu Hebrejcu dok je boravio kod hrasta Amorejske Mamre.
010e0e008f	Kad je Abram čuo da mu je bratić zarobljen, skupi svoju momčad - rođenu u njegovu domu - njih trista osamnaest, pa pođe u potjeru do Dana.
010e0f006e	Podijeli svoje momke u dvije čete, napadne noću te one potuče. Progonio ih je do Hobe, sjeverno od Damaska.
010e10004e	Povrati sve blago, svoga bratića Lota i njegovo blago, žene i ostali svijet.
010e110093	Pošto se vratio, porazivši Kedor-Laomera i kraljeve koji su bili s njim, u susret mu, u dolinu Šave, to jest u Kraljev dol, iziđe kralj Sodome.
010e120058	A Melkisedek, kralj Šalema, iznese kruha i vina. On je bio svećenik Boga Svevišnjega.
010e130066	Blagoslovi ga govoreći: “Od Boga Svevišnjega, Stvoritelja neba i zemlje, neka je Abramu blagoslov!
010e140065	I Svevišnji Bog, što ti u ruke preda neprijatelje, hvaljen bio!” Abram mu dade desetinu od svega.
010e150048	Tada kralj Sodome reče Abramu: “Meni daj ljude, a dobra uzmi sebi!”
010e160063	Abram odgovori kralju Sodome: “Ruku uzdižem pred Jahvom, Svevišnjim Stvoriteljem neba i zemlje,
010e170074	da neću uzeti ni končića, ni remena od obuće, niti išta što je tvoje da ne kažeš: na meni se Abram obogatio.
010e18008f	Ne, meni ništa, osim što su moji momci upotrijebili; i dio za momčad što je sa mnom išla: Aner, Eškol i Mamre, oni neka uzmu svoj dio.”
010f01008d	Poslije tih događaja Jahve uputi Abramu riječ u ukazanju: “Ne boj se, Abrame, ja sam ti zaštita; a nagrada tvoja bit će vrlo velika!”
010f02008a	Abram odgovori: “Gospodine moj, Jahve, čemu mi tvoji darovi kad ostajem bez poroda; kad je mojoj kući nasljednik Eliezer Damaščanin?
010f030068	Kako mi nisi dao potomstva - nastavi Abram - jedan će, eto, od mojih ukućana postati moj baštinik.”
010f04006d	Ali mu Jahve opet uputi riječ: “Taj neće biti tvoj baštinik, nego će ti baštinik biti tvoj potomak.”
010f05008f	Izvede ga van i reče: “Pogledaj na nebo i zvijezde prebroj ako ih možeš prebrojiti.” A onda doda: “Toliko će biti tvoje potomstvo.”
010f060038	Abram povjerova Jahvi, i on mu to uračuna u pravednost.
010f07006b	Tada mu on reče: “Ja sam Jahve koji sam te odveo iz Ura Kaldejskoga da ti predam ovu zemlju u posjed.”
010f080053	A on odvrati: “Gospodine moj, Jahve, kako ću ja doznati da ću je zaposjesti?”
010f09007c	Odgovori mu: “Prinesi mi junicu od tri godine, kozu od tri godine, ovna od tri godine, jednu grlicu i jednog golubića.”
010f0a005e	Sve mu to donese, rasiječe na pole i metnu sve pole jednu prema drugoj; ptica nije rasijecao.
010f0b0048	Ptice grabežljivice obarale se na leševe, ali ih je Abram rastjerivao.
010f0c0061	Kad je sunce bilo pri zalazu, dubok san obuzme Abrama, a onda se na nj spusti gust mrak pun jeze.
010f0d008b	Tada Bog reče Abramu: “Dobro znaj da će tvoji potomci biti stranci u tuđoj zemlji; robovat će i biti tlačeni četiri stotine godina,
010f0e0055	ali narodu kojem budu služili ja ću suditi; i konačno će izići s velikim blagom.
010f0f004f	A ti ćeš k ocima svojim u miru poći, u sretnoj starosti bit ćeš sahranjen.
010f10006a	Oni će se ovamo vratiti za četvrtog naraštaja, jer mjera se zlodjela amorejskih još nije navršila.”
010f110075	Kad je sunce zašlo i pao gust mrak, pojavi se zadimljen žeravnjak i goruća zublja te prođu između onih dijelova.
010f12008f	Toga je dana Jahve sklopio Savez s Abramom rekavši: “Potomstvu tvojemu dajem zemlju ovu od Rijeke u Egiptu do Velike rijeke, rijeke Eufrata:
010f13001d	Kenijce, Kenižane, Kadmonce,
010f14001c	Hetite, Perižane, Refaimce,
010f15002d	Amorejce, Kanaance, Girgašane, Jebusejce.”
0110010062	Abramova žena Saraja nije mu rađala djece. A imaše ona sluškinju Egipćanku - zvala se Hagara.
0110020094	I reče Saraja Abramu: “Vidiš, Jahve me učinio nerotkinjom. Hajde k mojoj sluškinji, možda ću imati djece.” Abram posluša riječ Sarajinu.
01100300aa	Tako, pošto je Abram proboravio deset godina u zemlji kanaanskoj, njegova žena Saraja uzme Hagaru, Egipćanku, sluškinju svoju, pa je dade svome mužu Abramu za ženu.
011004006a	Uđe on k Hagari te ona zače. A kad je vidjela da je začela, s prezirom je gledala na svoju gospodaricu.
01100500d3	Tada reče Saraja Abramu: “Nepravda što se meni nanosi tvoja je krivnja! Prepustila sam svoju sluškinju tvome zagrljaju, ali otkako opazi da je zanijela, s prezirom na me gleda. Jahve sudio i meni i tebi!”
01100600b7	Nato Abram odvrati Saraji: “Tvoja je sluškinja u tvojoj ruci: kako ti se čini da je dobro, tako prema njoj postupi!” Saraja postupi prema njoj tako loše da ona od nje pobježe.
0110070055	Anđeo Jahvin nađe je kod izvora u pustinji - uz vrelo što je na putu prema Šuru -
011008008d	pa je zapita: “Hagaro, sluškinjo Sarajina, odakle dolaziš i kamo ideš?” “Bježim, evo, od svoje gospodarice Saraje”, odgovori ona.
0110090050	Nato joj anđeo Jahvin reče: “Vrati se svojoj gospodarici i pokori joj se!”
01100a0072	Još joj reče anđeo Jahvin: “Tvoje ću potomstvo silno umnožiti; od mnoštva se neće moći ni prebrojiti.”
01100b007a	Dalje joj je anđeo Jahvin rekao: “Gle, zanijela si i rodit ćeš sina. Nadjeni mu ime Jišmael, jer Jahve ču jad tvoj.
01100c0096	On će biti kao divlje magare: ruka će se njegova dizati na svakoga i svačija ruka na njega; i pred licem sve mu braće on će stan sebi podići.”
01100d0086	A Jahvu koji joj govoraše nazva: “Ti si El Roi - Svevid Bog”, jer - reče ona - “vidjeh Boga i nakon viđenja - još živim!”
01100e0069	Stoga se taj zdenac zove Beer Lahaj Roi - Zdenac životvornog Svevida, a eno ga između Kadeša i Bereda.
01100f0052	Rodi Hagara Abramu sina, a Abram sinu što mu ga rodi Hagara nadjene ime Jišmael.
011010004a	Abramu je bilo osamdeset i šest godina kad mu je Hagara rodila Jišmaela.
0111010093	Kad je Abramu bilo devedeset i devet godina, ukaza mu se Jahve pa mu reče: “Ja sam El Šadaj - Bog Svesilni, Mojim hodi putem i neporočan budi.
011102003e	A Savez svoj ja sklapam s tobom i silno ću te razmnožiti.”
011103002e	Abram pade ničice dok mu Bog govoraše dalje:
0111040041	“A ovo je Savez moj s tobom: postat ćeš ocem mnogim narodima;
0111050067	i nećeš se više zvati Abram - već Abraham će ti ime biti, jer naroda mnogih ocem ja te postavljam.
0111060058	Silno ću te rodnim učiniti; narode ću iz tebe izvesti; i kraljevi će od tebe izaći.
0111070097	Savez svoj sklapam između sebe i tebe i tvoga potomstva poslije tebe - Savez svoj za vjekove: ja ću biti Bogom tvojim i tvoga potomstva poslije tebe.
011108009a	Tebi i tvome potomstvu poslije tebe dajem zemlju u kojoj boraviš kao pridošlica - svu zemlju kanaansku - u vjekovni posjed; a ja ću biti njihov Bog.”
0111090063	Još reče Bog Abrahamu: “A ti Savez čuvaj moj - ti i tvoje potomstvo poslije tebe u sve vijeke.
01110a007b	A ovo je Savez moj s tobom i tvojim potomstvom poslije tebe koji ćeš vršiti: svako muško među vama neka bude obrezano.
