0100000009	UGenesisi
010801009f	UNkulunkulu wasemkhumbula uNowa, lakho konke okuphilayo, laso sonke isifuyo, esasilaye emkhunjini. UNkulunkulu wavunguzisa umoya phezu komhlaba, lamanzi etsha.
0108020062	Kwasekumiswa imithombo yokujula lamasango empophoma zamazulu, lezulu elivela emazulwini lanqandwa.
0108030073	Lamanzi etsha esuka emhlabeni, ehamba ebuyela; amanzi asencipha ekupheleni kwensuku ezilikhulu lamatshumi amahlanu.
0108040071	Umkhumbi wasuhlala ngenyanga yesikhombisa, ngosuku lwetshumi lesikhombisa lwenyanga, phezu kwezintaba zeArarathi.
010805007b	Lamanzi aya esetsha kwaze kwaba senyangeni yetshumi; ngeyetshumi ngosuku lokuqala lwenyanga kwabonakala ingqonga zezintaba.
0108060062	Kwasekusithi ekupheleni kwensuku ezingamatshumi amane, uNowa wasevula iwindi lomkhumbi ayelenzile,
0108070040	wasethuma iwabayi, lazulazula njalo, aze atsha amanzi emhlabeni.
0108080059	Wasethuma ijuba lisuka kuye, ukubona ukuthi amanzi asemalutshwana yini ebusweni bomhlaba;
01080900da	kodwa ijuba kalitholanga indawo yokuphumula kwengaphansi yonyawo lwalo, ngakho labuyela kuye emkhunjini, ngoba amanzi ayekhona ebusweni bomhlaba wonke. Waseselula isandla sakhe, walithatha, walingenisa kuye emkhunjini.
01080a005d	Waselinda futhi ezinye izinsuku eziyisikhombisa; wasephinda elithuma ijuba lisuka emkhunjini.
01080b00b8	Ijuba laselibuya kuye ngesikhathi santambama, khangela-ke, ihlamvu lomhlwathi elisanda ukuquntwa lalisemlonyeni walo; ngakho uNowa wasesazi ukuthi amanzi asemalutshwana phezu komhlaba.
01080c005f	Waselinda futhi ezinye insuku eziyisikhombisa; waselithuma ijuba; kalabe lisabuyela kuye futhi.
01080d00c8	Kwasekusithi ngomnyaka wamakhulu ayisithupha lanye, ngenyanga yokuqala, ngolokuqala lwenyanga, amanzi atsha emhlabeni. UNowa wasesusa isifulelo somkhumbi, wabona, khangela-ke, ubuso bomhlaba babomile.
01080e0063	Njalo ngenyanga yesibili, ngosuku lwamatshumi amabili lesikhombisa lwenyanga, umhlaba wawusuwomile.
01080f0027	UNkulunkulu wasekhuluma kuNowa, esithi:
0108100054	Phuma emkhunjini, wena lomkakho lamadodana akho labafazi bamadodana akho kanye lawe.
01081100bd	Konke okuphilayo okulawe, kuyo yonke inyama, eyenyoni leyesifuyo leyakho konke okuhuquzelayo kuhuquzela emhlabeni, phuma lakho; ukuze kuzale kwande emhlabeni, kuzale, kwande phezu komhlaba.
0108120050	UNowa wasephuma, lamadodana akhe, lomkakhe, labafazi bamadodana akhe kanye laye.
0108130079	Yonke inyamazana, konke okuhuquzelayo, layo yonke inyoni, konke okuhamba emhlabeni, ngenhlobo zakho, kwaphuma emkhunjini.
01081400a2	UNowa waseyakhela iNkosi ilathi; wathatha kuso sonke isifuyo esihlambulukileyo, lakuyo yonke inyoni ehlambulukileyo, wanikela umnikelo wokutshiswa phezu kwelathi.
0108150108	INkosi yasisizwa uqhatshi olumnandi; iNkosi yasisithi enhliziyweni yayo: Kangisayikuphinda ngiqalekise umhlaba ngenxa yomuntu, ngoba ukuceba kwenhliziyo yomuntu kubi kusukela ebutsheni bakhe; futhi kangisayikuphinda ngitshaye konke okuphilayo njengalokhu ngenzile.
010816007f	Ngazo zonke izinsuku zomhlaba, ukuhlanyela lokuvuna, lamakhaza lokukhudumala, lehlobo lobusika, lemini lobusuku, kakuyikuphela.
010901005a	UNkulunkulu wasebusisa uNowa lamadodana akhe, wathi kibo: Zalani lande ligcwalise umhlaba.
01090200d2	Lokwesatshwa kwenu lokuqhuqhwa kwenu kuzakuba phezu kwayo yonke inyamazana yomhlaba laphezu kwayo yonke inyoni yamazulu; kukho konke okuhamba emhlabeni lakuzo zonke inhlanzi zolwandle; zinikelwe ezandleni zenu.
010903005b	Konke okuhambayo okuphilayo kuzakuba yikudla kini; njengombhida oluhlaza ngilinikile konke.
0109040038	Kodwa inyama lempilo yayo, igazi layo, kalisoze likudle.
01090500ba	Njalo sibili, igazi lenu, elempilo yenu, ngizalibiza; esandleni sayo yonke inyamazana ngizalibiza; lesandleni somuntu, lesandleni somfowabo womunye lomunye ngizabiza umphefumulo womuntu.
0109060068	Ochitha igazi lomuntu, ngomuntu lizachithwa igazi lakhe; ngoba ngomfanekiso kaNkulunkulu wamenza umuntu.
010907004c	Ngakho lina, zalani, lande, lizale ngokwengezelelweyo emhlabeni, lande kuwo.
0109080044	UNkulunkulu wasekhuluma kuNowa lakumadodana akhe kanye laye, esithi:
010909004e	Mina-ke, khangelani, ngiyamisa isivumelwano sami lani lenzalo yenu emva kwenu,
01090a00b3	laso sonke isidalwa esiphilayo esilani, esenyoni lesesifuyo, lesayo yonke inyamazana yomhlaba lani; kusukela kubo bonke abaphume emkhunjini, kusiya kuyo yonke inyamazana yomhlaba.
01090b0095	Njalo ngizamisa isivumelwano sami lani; njalo kakusayikubhujiswa yonke inyama ngamanzi kazamcolo; ukuze kungasabi khona uzamcolo ukubhubhisa umhlaba.
01090c00a5	UNkulunkulu wasesithi: Lokhu kuyisibonakaliso sesivumelwano engisinika phakathi kwami lani laso sonke isidalwa esiphilayo esilani, kuze kube yizizukulwana laphakade.
01090d006c	Ngizamisa umchilowamakhosikazi wami emayezini; uzakuba yisibonakaliso sesivumelwano phakathi kwami lomhlaba.
01090e0056	Kuzakuthi nxa ngibuyisa amayezi phezu komhlaba, umchilowamakhosikazi uzabonwa eyezini;
01090f00a9	khona ngizakhumbula isivumelwano sami, esiphakathi kwami lani laso sonke isidalwa esiphilayo sayo yonke inyama; lamanzi kawasayikuba nguzamcolo ukubhubhisa yonke inyama.
01091000b8	Lomchilowamakhosikazi uzakuba semayezini, njalo ngizawubona ukukhumbula isivumelwano esilaphakade phakathi kukaNkulunkulu laso sonke isidalwa esiphilayo, sayo yonke inyama esemhlabeni.
010911007b	UNkulunkulu wasesithi kuNowa: Lokhu kuyisibonakaliso sesivumelwano engisimise phakathi kwami layo yonke inyama esemhlabeni.
0109120064	Amadodana kaNowa aphumayo-ke emkhunjini ayengoShemu loHamu loJafethi; njalo uHamu nguyise kaKhanani.
0109130052	Laba bobathathu ngamadodana kaNowa; lomhlaba wonke wasatshalaliswa ngokuvela kubo.
0109140032	UNowa waseqala ukuba ngumlimi, wahlanyela isivini.
0109150049	Wasenatha okwewayini, wadakwa; njalo waba nqunu phakathi kwethente lakhe.
0109160059	UHamu, uyise kaKhanani, wasebona ubunqunu bukayise, wasetshela abafowabo ababili phandle.
01091700b2	OShemu loJafethi basebethatha isembatho, basibeka emahlombe abo bobabili, bahamba nyovane, bagubuzela ubunqunu bukayise; lobuso babo babusemuva ukuze bangaboni ubunqunu bukayise.
0109180054	UNowa wasevuka ewayinini lakhe, wakwazi lokho indodana yakhe encinyane ekwenze kuye.
0109190048	Wasesithi: Kaqalekiswe uKhanani, uzakuba yisigqili sezigqili kubafowabo.
01091a004f	Wasesithi: Ibusisiwe iNkosi uNkulunkulu kaShemu, loKhanani abe yisigqili sakhe.
01091b0060	UNkulunkulu amqhelise uJafethi, njalo ahlale emathenteni kaShemu, loKhanani abe yisigqili sakhe.
01091c0054	Emva kukazamcolo uNowa wasephila iminyaka engamakhulu amathathu lamatshumi amahlanu.
01091d0066	Zonke-ke insuku zikaNowa zaba yiminyaka engamakhulu ayisificamunwemunye lamatshumi amahlanu; wasesifa.
010a010072	Njalo lezi yizizukulwana zamadodana kaNowa: UShemu, uHamu loJafethi. Kwasekuzalwa amadodana kubo emva kukazamcolo.
010a020056	Amadodana kaJafethi: UGomeri loMagogi loMadayi loJavani loThubhali loMesheki loTirasi.
010a030035	Lamadodana kaGomeri: UAshikenazi loRifathi loTogarma.
010a04003d	Lamadodana kaJavani: UElisha loTarshishi, amaKiti lamaDodani.
010a05007f	Kwehlukaniswa kusukela kubo izihlenge zezizwe emazweni abo, ngulowo lalowo ngokolimi lwakhe, langokosendo lwabo, ezizweni zabo.
010a060038	Lamadodana kaHamu: UKushi loMizirayimi loPuti loKhanani.
010a070067	Lamadodana kaKushi: USeba loHavila loSabitha loRama loSabitheka. Lamadodana kaRahama: UShebha loDedani.
010a08003e	UKushi wasezala uNimrodi; yena waqala ukuba liqhawe emhlabeni.
010a090074	Yena waba ngumzingeli olamandla phambi kweNkosi; ngakho kuthiwa: NjengoNimrodi, umzingeli olamandla phambi kweNkosi.
010a0a004c	Lokuqala kombuso wakhe yiBabeli leEreki leAkadi leKaline elizweni leShinari.
010a0b0047	Kwaphuma kulelolizwe uAshuri, wasesakha iNineve leRehobothi-Ire leKala,
010a0c0037	leReseni phakathi kweNineve leKala; lo ngumuzi omkhulu.
010a0d003f	UMizirayimi wasezala amaLudi lamaAnami lamaLehabi lamaNafethuhi
010a0e004a	lamaPatrusi lamaKaseluhi - lapho okwavela khona amaFilisti - lamaKafitori.
010a0f0031	UKhanani wasezala uSidoni izibulo lakhe, loHethi,
010a10001f	lomJebusi lomAmori lomGirigashi
010a110017	lomHivi lomArki lomSini
010a120050	lomArvadi lomZemari lomHamathi; lemva kwalokho usendo lwamaKhanani lwahlakazeka.
010a130084	Umngcele wamaKhanani wasusukela eSidoni usiya eGerari uze ufike eGaza, usiya eSodoma leGomora leAdima leZeboyimi kuze kufike eLasha.
010a140056	La ngamadodana kaHamu, ngokosendo lwawo, langendimi zawo, emazweni awo, ezizweni zawo.
010a150063	UShemu laye wasezalelwa amadodana; unguyise wamadodana wonke akaEberi, umfowabo kaJafethi, omkhulu.
010a160040	Amadodana kaShemu: UElamu loAshuri loArpakishadi loLudi loAramu.
010a170033	Lamadodana kaAramu: U-Uzi loHuli loGetheri loMashi.
010a180035	UArpakishadi wasezala uShela; uShela wasezala uEberi.
010a19008b	Kwasekuzalelwa uEberi amadodana amabili, ibizo lomunye nguPelegi, ngoba ensukwini zayo umhlaba wehlukaniswa; lebizo lomfowabo nguJokithani.
010a1a003d	UJokithani wasezala uAlimodadi loShelefi loHazamavethi loJera
010a1b001b	loHadoramu loUzali loDikila
010a1c001d	loObali loAbhimayeli loShebha
010a1d003e	loOfiri loHavila loJobabi; bonke labo ngamadodana kaJokithani.
010a1e004f	Indawo yokuhlala kwabo isukela eMesha lapho usiya eSefari, intaba yempumalanga.
010a1f0058	La ngamadodana kaShemu, ngokosendo lwabo langendimi zabo, emazweni abo ngokwezizwe zabo.
010a200080	Lolu lusendo lwamadodana kaNowa ngezizukulwana zawo ezizweni zawo; kwasekusehlukaniswa kulaba izizwe emhlabeni emva kukazamcolo.
010b010031	Umhlaba wonke-ke wawulolimi lunye, lamazwi manye.
010b020065	Kwasekusithi ekuhambeni kwabo bevela empumalanga bafica igceke elizweni leShinari, basebehlala khona.
010b030098	Basebesithi ngulowo lalowo kumakhelwane wakhe: Wozani, asenzeni izitina sizitshise lokuzitshisa; lesitina saba lilitshe kubo, lengcino yaba ludaka kubo.
010b040092	Basebesithi: Wozani, asizakheleni umuzi lomphotshongo osihloko sawo sisemazulwini, besesizenzela ibizo, hlezi sihlakazeke ebusweni bomhlaba wonke.
010b05004a	INkosi yasisehla ukubona umuzi lomphotshongo abantwana babantu abawakhayo.
010b06009d	INkosi yasisithi: Khangela, yisizwe sinye, njalo balolimi lunye bonke, njalo yikho abaqala ukukwenza; khathesi-ke akulalutho olungabehlula abamisa ukulwenza.
010b070068	Wozani, asehle, siphambanise lapho ulimi lwabo, ukuze bangezwa, ngulowo lalowo ulimi lomakhelwane wakhe.
010b08005b	Ngakho iNkosi yabahlakazela ebusweni bomhlaba wonke besuka lapho; basebesima ukwakha umuzi.
010b09009f	Ngalokho kwabizwa ibizo lawo ngokuthi iBabeli, ngoba lapho iNkosi yaphambanisa ulimi lomhlaba wonke; kusukela lapho iNkosi yabahlakaza ebusweni bomhlaba wonke.
010b0a0076	Lezi yizizukulwana zikaShemu. UShemu wayeleminyaka elikhulu, wasezala uArpakishadi, iminyaka emibili emva kukazamcolo.
010b0b0065	UShemu wasephila, esezele uArpakishadi, iminyaka engamakhulu amahlanu; wazala amadodana lamadodakazi.
010b0c004f	UArpakishadi wasephila iminyaka engamatshumi amathathu lanhlanu, wazala uShela.
010b0d006b	UArpakishadi wasephila, esezele uShela, iminyaka engamakhulu amane lantathu; wazala amadodana lamadodakazi.
010b0e0040	UShela wasephila iminyaka engamatshumi amathathu, wazala uEberi.
010b0f0065	UShela wasephila, esezele uEberi, iminyaka engamakhulu amane lantathu; wazala amadodana lamadodakazi.
010b100046	UEberi wasephila iminyaka engamatshumi amathathu lane, wazala uPelegi.
010b110072	UEberi wasephila, esezele uPelegi, iminyaka engamakhulu amane lamatshumi amathathu; wazala amadodana lamadodakazi.
010b120040	UPelegi wasephila iminyaka engamatshumi amathathu, wazala uRewu.
010b130073	UPelegi wasephila, esezele uRewu, iminyaka engamakhulu amabili layisificamunwemunye; wazala amadodana lamadodakazi.
010b140048	URewu wasephila iminyaka engamatshumi amathathu lambili, wazala uSerugi.
010b15006b	URewu wasephila, esezele uSerugi, iminyaka engamakhulu amabili lesikhombisa; wazala amadodana lamadodakazi.
010b160042	USerugi wasephila iminyaka engamatshumi amathathu, wazala uNahori.
010b170060	USerugi wasephila, esezele uNahori, iminyaka engamakhulu amabili; wazala amadodana lamadodakazi.
010b180051	UNahori wasephila iminyaka engamatshumi amabili lesificamunwemunye, wazala uTera.
010b190072	UNahori wasephila, esezele uTera, iminyaka elikhulu lamatshumi ayisificamunwemunye; wazala amadodana lamadodakazi.
010b1a0056	UTera wasephila iminyaka engamatshumi ayisikhombisa, wazala uAbrama, uNahori loHarani.
010b1b005f	Lalezi yizizukulwana zikaTera. UTera wazala uAbrama, uNahori loHarani; uHarani wasezala uLothi.
010b1c0056	UHarani wasesifa phambi kukayise uTera, elizweni lokuzalwa kwakhe, eUri yamaKhaladiya.
010b1d0096	OAbrama loNahori basebezithathela abafazi; ibizo lomkaAbrama nguSarayi, lebizo lomkaNahori nguMilka, indodakazi kaHarani, uyise kaMilka loyise kaIska.
010b1e002d	Kodwa uSarayi wayeyinyumba; wayengelamntwana.
010b1f00f5	UTera wasethatha uAbrama indodana yakhe, loLothi indodana kaHarani, indodana yendodana yakhe, loSarayi umalokazana wakhe, umkaAbrama indodana yakhe; basebesuka labo eUri yamaKhaladiya, ukuya elizweni leKhanani; basebefika eHarani, bahlala khona.
010b200054	Lensuku zikaTera zaziyiminyaka engamakhulu amabili lanhlanu; uTera wasefela eHarani.
010c01007e	INkosi yasisithi kuAbrama: Suka wena elizweni lakini lezihlotsheni zakho lemzini kayihlo, uye elizweni engizakutshengisa lona.
010c020068	Ngizakwenza-ke ube yisizwe esikhulu, ngikubusise, ngenze ibizo lakho libe likhulu, njalo ube yisibusiso.
010c03006a	Njalo ngizababusisa abakubusisayo, lokuqalekisayo ngimqalekise; lakuwe kuzabusiswa zonke insapho zomhlaba.
010c0400a2	UAbrama wasehamba njengoba iNkosi ikhulumile kuye, loLothi wahamba laye. Njalo uAbrama wayeleminyaka engamatshumi ayisikhombisa lanhlanu ekusukeni kwakhe eHarani.
010c0500c7	UAbrama wasethatha uSarayi umkakhe, loLothi indodana yomfowabo, lempahla yabo yonke ababeyiqoqile, lemiphefumulo ababeyizuzile eHarani; basebesuka ukuya elizweni leKhanani; bafika elizweni leKhanani.
010c060084	UAbrama wasedabula ilizwe waze wafika endaweni yeShekema, esihlahleni se-okhi seMore. LamaKhanani ayekhona elizweni ngalesosikhathi.
010c07007b	INkosi yasibonakala kuAbrama, yathi: Kunzalo yakho ngizanika lelilizwe. Waseyakhela lapho iNkosi ilathi eyayibonakale kuye.
010c0800b7	Waseqhubeka esuka lapho waya entabeni empumalanga yeBhetheli, wamisa ithente lakhe, iBhetheli isentshonalanga leAyi empumalanga. Waseyakhela lapho iNkosi ilathi, wabiza ibizo leNkosi.
010c090033	UAbrama wasesuka wahamba eqhubeka esiya eningizimu.
010c0a008a	Kwasekusiba khona indlala elizweni. UAbrama wasesehlela ngaseGibhithe ukuthi ahlale khona njengowezizwe, ngoba indlala yayinzima elizweni.
010c0b007f	Kwasekusithi esesondela ukungena eGibhithe wathi kuSarayi umkakhe: Khangela-ke, ngiyazi ukuthi ungowesifazana omuhle obukekayo.
010c0c006e	Njalo kuzakuthi lapho amaGibhithe ekubona, azakuthi: Lo ngumkakhe; abesengibulala, kodwa wena akugcine uphila.
010c0d0062	Ake uthi ungudadewethu, ukuze kube kuhle kimi ngenxa yakho, lomphefumulo wami uphile ngenxa yakho.
010c0e0065	Kwasekusithi lapho uAbrama esefikile eGibhithe, amaGibhithe ambona owesifazana, ukuthi muhle kakhulu.
010c0f0068	Iziphathamandla zikaFaro lazo zambona, zambabaza phambi kukaFaro. Owesifazana waselethwa endlini kaFaro.
010c100084	Wasemphatha kuhle uAbrama ngenxa yakhe; njalo waba lezimvu lezinkabi labobabhemi lezinceku lezincekukazi labobabhemikazi lamakamela.
010c110061	Kodwa iNkosi yamhlupha uFaro ngezinhlupheko ezinkulu, lendlu yakhe, ngendaba kaSarayi umkaAbrama.
010c120066	UFaro wasembiza uAbrama, wathi: Kuyini lokhu okwenze kimi? Kungani ungangitshelanga ukuthi ungumkakho?
010c13006b	Utsholoni ukuthi ungudadewenu, ngize ngimthathe ukuba ngumkami? Ngakho khangela-ke umkakho; mthathe uhambe.
010c140047	UFaro waselaya amadoda ngaye; asemmukisa lomkakhe lakho konke ayelakho.
010d010066	UAbrama wasesenyuka eGibhithe, yena lomkakhe lakho konke ayelakho loLothi kanye laye, waya eningizimu.
010d020045	Njalo uAbrama wayenothile kakhulu, ngezifuyo, ngesiliva, langegolide.
010d03008f	Wasehamba kuzinhambo zakhe esuka eningizimu, waze wafika eBhetheli, endaweni lapho ithente lakhe elalikhona kuqala, phakathi kweBhetheli leAyi;
010d04004f	endaweni yelathi ayelenzile khona kuqala; uAbrama wasebiza ibizo leNkosi lapho.
010d050044	LoLothi laye, owayehamba loAbrama, wayelezimvu lezinkomo lamathente.
010d060076	Njalo ilizwe lalingebathwale ukuthi bahlale ndawonye, ngoba impahla yabo yayinengi, ukuthi babengeke bahlala ndawonye.
010d070098	Kwasekusiba khona ukuxabana phakathi kwabelusi bezifuyo zikaAbrama labelusi bezifuyo zikaLothi. Ngalesosikhathi amaKhanani lamaPerizi ayehlala elizweni.
010d08008f	UAbrama wasesithi kuLothi: Ake kungabi khona ukuxabana phakathi kwami lawe, laphakathi kwabelusi bami labelusi bakho, ngoba singamadoda osendo.
010d090093	Ilizwe lonke kaliphambi kwakho yini? Yehlukana-ke lami; uba usiya kwesokhohlo, ngizakuya kwesokunene; kodwa uba kwesokunene, ngizakuya kwesokhohlo.
010d0a00ca	ULothi wasephakamisa amehlo akhe, wabona lonke igceke leJordani ukuthi lalithelelwe kuhle lonke. INkosi ingakachithi iSodoma leGomora, lalinjengensimu yeNkosi, njengelizwe leGibhithe, nxa usiya eZowari.
010d0b006c	ULothi wasezikhethela lonke igceke leJordani; uLothi wasesiya empumalanga; basebezehlukanisa omunye komunye.
010d0c006e	UAbrama wahlala elizweni leKhanani, uLothi wasehlala emizini yemagcekeni, wamisa ithente lakhe eduze leSodoma.
010d0d0042	Kodwa abantu beSodoma babebabi babeyizoni phambi kweNkosi kakhulu.
010d0e00c2	INkosi yasisithi kuAbrama emva kokuthi uLothi esehlukaniswe laye: Phakamisa-ke amehlo akho, ukhangele endaweni lapho okhona, ngasenyakatho langaseningizimu langasempumalanga langasentshonalanga,
010d0f0052	ngoba ilizwe lonke olibonayo ngizalinika wena, lakunzalo yakho kuze kube nininini.
010d100080	Njalo ngizakwenza inzalo yakho ibe njengothuli lomhlaba, kuze kuthi uba umuntu engabala uthuli lomhlaba, izabalwa lenzalo yakho.
010d110054	Sukuma uhambe udabule ilizwe, ebudeni balo lebubanzini balo, ngoba ngizalinika wena.
010d120073	UAbrama wasesusa amathente wafika wahlala ezihlahleni zama-okhi zeMamre, eziseHebroni, wakhela lapho iNkosi ilathi.
010e010085	Kwasekusithi ensukwini zikaAmrafeli inkosi yeShinari, uAriyoki inkosi yeElasari, uKedolawoma inkosi yeElamu, loTidali inkosi yezizwe,
010e020093	balwa impi loBera inkosi yeSodoma, loBirisha inkosi yeGomora, uShinabi inkosi yeAdima, loShemebere inkosi yeZeboyimi, lenkosi yeBhela, eliyiZowari.
010e030040	Bonke labo bahlangana esigodini iSidima esiluLwandle lweTshwayi.
010e040064	Babemkhonzile uKedolawoma okweminyaka elitshumi lambili, kodwa ngomnyaka wetshumi lantathu bavukela.
010e05009a	Langomnyaka wetshumi lane kweza uKedolawoma, lamakhosi ayelaye, batshaya amaRefa eAshiterothi-Karnayimi, lamaZuzi eHamu, lamaEmi egcekeni leKiriyathayimi,
010e06004b	lamaHori entabeni yabo yeSeyiri, kuze kube eEliparani eliseduze lenkangala.
010e07007d	Basebebuyela bafika eEnimishipati eliyiKadeshi, batshaya ilizwe lonke lamaAmaleki, njalo lamaAmori ayehlala eHazazoni-Tamari.
010e08009f	Kwasekuphuma inkosi yeSodoma lenkosi yeGomora, lenkosi yeAdima lenkosi yeZeboyimi, lenkosi yeBhela eliyiZowari, bahlomisa impi bemelene labo esigodini iSidima,
010e0900a1	emelane loKedolawoma inkosi yeElamu, loTidali inkosi yezizwe, loAmrafeli inkosi yeShinari, loAriyoki inkosi yeElasari; amakhosi amane emelane lamakhosi amahlanu.
010e0a0080	Lesigodi seSidima sasilemigodigodi yengcino; lenkosi yeSodoma leyeGomora yabaleka, yawela khona; labaseleyo babalekela entabeni.
010e0b0049	Asethatha yonke impahla yeSodoma leyeGomora, lokudla kwabo konke, ahamba.
010e0c0060	Amthatha loLothi lempahla yakhe, indodana yomfowabo kaAbrama, asehamba, ngoba wayehlala eSodoma.
010e0d00b3	Kwasekusiza owayephunyukile, wamlandisela uAbrama umHebheru, owayehlala ezihlahleni zama-okhi zikaMamre umAmori, umfowabo kaEshikoli lomfowabo kaAneri ababelesivumelwano loAbrama.
010e0e00c5	Kwathi uAbrama esezwile ukuthi isihlobo sakhe sasithunjiwe, wahlomisa ayebafundisile, bezelwe endlini yakhe, abangamakhulu amathathu letshumi lesificaminwembili, waxotshana lawo waze wafika koDani.
010e0f0081	Wasezehlukanisa emelane lawo ebusuku, yena lenceku zakhe, wawatshaya, waxotshana lawo waze wafika eHoba, ekwesokhohlo seDamaseko.
010e100060	Wasebuyisa yonke impahla, wasebuyisa loLothi umfowabo lempahla yakhe, labesifazana labo labantu.
010e110085	Inkosi yeSodoma yasiphuma ukumhlangabeza, esebuyile ekutshayeni uKedolawoma lamakhosi ayelaye, esigodini iShave, esiyisigodi senkosi.
