2800000008	Matthieu
28081f006d	Les démons lui adressaient cette demande: «Si tu nous chasses, envoie-nous dans ce troupeau de pourceaux.»
28082000c6	«Allez!» leur dit Jésus. Alors ils partirent et entrèrent dans les pourceaux; et voilà que, d'une course impétueuse, le troupeau tout entier se précipita dans la mer et périt dans les flots.
2808210072	Les gardeurs prirent la fuite; ils allèrent à la ville tout raconter, et ce qui était arrivé aux démoniaques.
2808220084	Là dessus, la ville entière sortit au devant de Jésus, et, quand ces gens le virent ils le prièrent de s'éloigner de leur pays.
2809010044	Montant dans une barque, Jésus repassa l'eau et vint dans sa ville.
2809020092	On lui présenta un paralytique étendu sur un lit. Voyant leur foi, il dit au paralytique: «Courage! mon enfant, tes péchés sont pardonnés.»
2809030057	Il y avait là quelques Scribes. «Cet homme blasphème», se dirent-ils en eux-mêmes;
2809040055	mais Jésus vit leurs pensées et dit: «Pourquoi pensez-vous le mal dans vos coeurs?
2809050066	Lequel est le plus facile de dire: «Tes péchés sont pardonnés» ou de dire: Lève toi et marche?»
28090600b6	Or, afin que vous sachiez que le Fils de l'homme a, sur la terre, le pouvoir de pardonner des péchés lève-toi, dit-il au paralytique, emporte ton lit et retourne dans ta maison.»
2809070025	Il se leva et s'en alla en sa maison.
280908008b	Les multitudes, voyant cela, furent saisies de crainte et rendirent gloire à Dieu de ce qu'il avait donné une telle puissance aux hommes.
2809090096	Jésus, parti de là, vit, en passant, un homme, appelé Matthieu, assis au bureau du péage. Il lui dit; «Suis-moi.» Matthieu se leva et le suivit.
28090a00a9	Jésus étant à table dans la maison de Matthieu, il arriva que beaucoup de publicains et de pécheurs, étant survenus, s'y trouvèrent avec lui et avec ses disciples.
28090b0082	Ce que voyant, les Pharisiens dirent à ses disciples: «Pourquoi votre Maître mange-t-il avec les publicains et les pécheurs?»
28090c0078	Jésus les entendit: «Ce ne sont pas, dit-il, les gens bien portants qui ont besoin de médecin; ce sont les malades.»
28090d0099	Allez apprendre le sens de cette parole: «Je veux miséricorde et non pas sacrifice;» car je ne suis pas venu appeler des justes, mais des pécheurs.»
28090e00a6	Alors les disciples de Jean s'approchèrent de lui et lui demandèrent: «Pourquoi, lorsque nous et les Pharisiens nous jeûnons, tes disciples ne jeûnent-ils pas?»
28090f00bc	Jésus leur répondit: «Les amis de l'époux peuvent-ils s'attrister durant le temps que l'époux est avec eux? Des jours viendront où l'époux leur sera enlevé, ils jeûneront alors.»
28091000a5	«Personne ne met un morceau d'étoffe neuve à un vieux vêtement; car ce morceau emporte une partie du vêtement qu'il recouvre et fait une plus grande déchirure.
28091100ee	Ce n'est pas non plus dans de vieilles outres que l'on verse du vin nouveau; sans quoi les outres se rompent, le vin se répand et les outres sont perdues. Mais on verse le vin nouveau dans des outres neuves, et tous deux se conservent.»
28091200ad	Il leur parlait encore lorsqu'un chef de synagogue entra et se prosterna devant lui. «Ma fille, dit-il, vient de mourir; mais viens, pose ta main sur elle, et elle vivra.»
280913002f	Jésus se leva et le suivit avec ses disciples.
280914007d	Or une femme, malade d'une perte de sang depuis douze années, s'approcha par derrière et toucha la frange de son vêtement.
280915005d	Car elle se disait à elle-même: «Si seulement je touche son vêtement, je serai guérie.»
2809160082	Jésus se retournant et la voyant, lui dit: «Courage, ma fille, ta foi t'a guérie.» Et à l'instant même la femme fut guérie.
2809170083	Parvenu à la maison du chef, Jésus dit, en voyant tes joueurs de flûtes et la foule qui se livrait à de bruyantes lamentations:
280918005a	«Retirez-vous, cette jeune fille n'est pas morte, mais elle dort.» On se moquait de lui;
280919006b	mais quand on eut renvoyé tout le monde, il entra, saisit la main de la jeune fille, et elle se réveilla.
28091a002a	Le bruit s'en répandit dans tout le pays.
28091b0071	Comme Jésus partait de là, deux aveugles le suivirent, criant et disant: «Aie pitié de nous, fils de David!»
28091c00ab	Il entra dans la maison, les aveugles vinrent l'y trouver: «Croyez vous, leur dit Jésus, que j'aie la puissance de faire cela?» — Ils répondirent: «Oui, Seigneur!»
28091d0051	«Qu'il vous soit fait selon votre foi!» dit-il alors en leur touchant les yeux.
28091e0062	Et leurs yeux s'ouvrirent. Jésus ajouta d'un ton sévère: «Veillez à ce que nul ne le sache!»
28091f0049	Mais eux, s'en étant allés, publièrent sa renommée dans tout ce pays.
2809200042	Après leur départ, on lui présenta un muet qui avait un démon.
2809210091	Et le démon ayant été chassé, le muet parla. Les multitudes disaient dans leur admiration: «On n'a jamais rien vu de semblable en Israël!»
280922005f	Quant aux Pharisiens, ils disaient: «C'est par le Prince des démons qu'il chasse les démons!
28092300bb	Jésus cependant parcourait toutes les villes et tous les villages, enseignant dans leurs synagogues, prêchant l'Évangile du Royaume et guérissant toute sorte de maux et d'infirmités.
2809240086	Voyant les multitudes, il fut ému de compassion, car elles étaient comme des brebis sans berger, épuisées et gisantes çà et là.
2809250057	Alors il dit à ses disciples: «La moisson est grande et les ouvriers en petit nombre.
280926004e	Priez donc le maître de la moisson d'envoyer des, ouvriers dans sa moisson.»
280a01009f	Et ayant réuni ses douze disciples, il leur donna puissance sur les Esprits impurs pour les chasser, et sur toute maladie et toute infirmité pour la guérir.
280a020098	Voici les noms des douze apôtres: le premier est Simon appelé Pierre, et André, son frère; — Jacques, fils de Zébédée, et Jean, son frère; —
280a03006c	Philippe et Barthélemi; — Thomas et Matthieu le, publicain; — Jacques, fils d'Alphée, et Thaddée; —
280a04004b	Simon le Cananite et Judas l'Iskariôte, — celui-là même qui le trahit.
280a0500bf	Tels sont les douze que Jésus envoya en mission après leur avoir donné ces instructions: «Ne prenez pas un chemin menant chez les païens, et n'entrez pas dans les villes des Samaritains;
280a060045	allez de préférence vers les brebis perdues de la maison d'Israël.
280a070046	Allez dire dans vos prédications que le Royaume des cieux est proche.
280a08009b	Rendez la santé aux malades, ressuscitez des morts, guérissez des lépreux, chassez des démons.» «Vous avez reçu gratuitement, donnez gratuitement.»
280a090055	«Ne vous munissez ni d'or, ni d'argent, ni de monnaie quelconque dans vos ceintures,
280a0a007d	ni de sac pour la routes, ni de second vêtement, ni de chaussures, ni d'un bâton, car l'ouvrier est digne de sa nourriture.
280a0b0091	Dans toute ville, dans tout village où vous entrerez, informez-vous qui est digne de vous recevoir, et demeurez chez lui jusqu'à votre départ.
280a0c006c	En entrant dans la maison, saluez-la, et si vraiment c'est une digne maison, que votre paix vienne sur elle.
280a0d003b	Si elle n'est pas digne, que votre paix revienne à vous.»
280a0e0095	«Si l'on ne vous reçoit pas et si l'on n'écoute pas vos paroles, sortez de cette maison ou de cette ville, en secouant la poussière de vos pieds.
280a0f008c	En vérité, je vous le dis, il y aura, au jour du jugement, moins de rigueur pour la terre de Sodome et de Gomorrhe que pour cette cité.»
280a100085	Voici que je vous envoie comme des brebis au milieu de loups. Soyez donc prudents comme les serpents et simples comme les colombes.»
280a11007c	«Soyez sur vos gardes avec les hommes, car ils vous livreront aux tribunaux et ils vous flagelleront dans leurs synagogues.
280a12007d	Et, à cause de moi, vous serez traduits devant des procurateurs et des rois pour être en témoignage à eux et aux païens.
280a1300a4	Quand on vous livrera, ne vous inquiétez nullement ni de ce que vous direz, ni comment vous le direz; car ce que vous devrez dire vous sera donné au moment même;
280a140055	ce ne sera pas vous qui parlerez, mais l'Esprit de votre Père qui parlera en vous.»
280a150086	Un frère livrera son frère à la mort et un père son enfant. Des enfants se soulèveront contre leurs parents et les feront mourir,
280a160087	et vous serez en haine à tout le monde à cause de mon nom. Mais celui qui aura persévéré jusqu'à la fin, celui-là sera sauvé.»
280a1700c5	Quand ils vous persécuteront dans une ville, fuyez dans une autre; car, je vous le dis en vérité, vous n'aurez point achevé de parcourir les villes d'Israël que le Fils de l'homme sera venu.»
280a180058	Un disciple n'est pas au-dessus de son maître, ni un esclave au-dessus de son seigneur.
280a1900b5	Il suffit au disciple d'être comme son maître et à l'esclave comme son seigneur. S'ils ont appelé Beelzéboul le maître de la maison, combien plutôt encore ceux de sa famille.
280a1a007c	Ne les craignez donc point, car il n'y a rien de caché qui ne doive être révélé, ni de secret qui ne doive être connu.
280a1b0085	Ce que je vous dis dans les ténèbres, dites-le dans la lumière, et ce que vous entendez à l'oreille, prêchez-le sur les toits.»
280a1c009e	«Ne craignez pas ceux qui tuent le corps, mais ne peuvent tuer l'âme. Craignez plutôt Celui qui peut faire périr et l'âme et le corps dans la Géhenne.»
280a1d0069	«Deux passereaux ne se vendent-ils pas un as! Et l'un d'eux, ne tombe pas sur la terre sans votre Père!
280a1e003a	Jusqu'aux cheveux de votre tête, tous, ils sont comptés!
280a1f004f	Ne craignez donc point; vous êtes de plus de valeur que bien des passereaux!»
280a200070	«Qui donc me confessera devant les hommes, je le confesserai moi aussi devant mon Père qui est dans les cieux.
280a210065	Qui me reniera devant les hommes, je le renierai moi aussi devant mon Père qui est dans les cieux.»
280a22007d	«Ne pensez pas que je sois venu répandre la paix sur la terre; je ne suis pas venu répandre la paix, mais jeter le glaive.
280a230078	Je suis venu mettre la division entre l'homme «... Et son père, La fille et sa mère, La belle-fille et sa belle-mère
280a240038	et l'homme aura pour ennemis ceux de sa propre maison.»
280a25008e	«Qui aime son père ou sa mère plus que moi n'est pas digne de moi.» «Qui aime son fils ou sa fille plus que moi n'est pas digne de moi.»
280a260052	«Qui ne prend pas sa croix et ne marche pas à ma suite n'est pas digne de moi.»
280a270053	«Sauver sa vie, c'est la perdre! Perdre sa vie à cause de moi, c’est la sauver!
280a28004b	«Qui vous reçoit me reçoit, qui me reçoit, reçoit Celui qui m'envoyé.
280a2900a0	Qui reçoit un prophète à titre de prophète recevra la récompense d'un prophète. Qui reçoit un juste à titre de juste, recevra la récompense d'un juste.
280a2a00b4	Qui aura donné à boire, ne fut-ce qu'un verre d'eau froide à l'un de ces petits qui sont là, à titre de disciple, je vous le dis en vérité, ne perdra point sa récompense.»
280b01008d	Après avoir achevé de donner ces instructions aux douze disciples, Jésus partit de là pour aller enseigner et prêcher dans leurs villes.
280b02005b	Jean, ayant appris dans sa prison les oeuvres du Christ, lui envoya dire par ses disciples:
280b030043	«Es-tu celui qui doit venir ou devons-nous en attendre un autre?»
280b04005d	Pour leur répondre, Jésus leur dit: «Allez annoncer à Jean ce que vous entendez et voyez:
280b050099	des aveugles voient, des estropiés marchent, des lépreux sont guéris, des sourds entendent, des morts ressuscitent, des pauvres entendent l'Évangile.
280b060043	Heureux est celui pour qui je ne serai pas une occasion de chute.»
280b070096	Comme ils s'en allaient, Jésus se mit à parler de Jean aux multitudes: «Au désert, qu'êtes-vous allés voir? Est-ce un roseau agité par le vent?
280b080098	Qu'êtes-vous allés voir? Est-ce un homme aux vêtements efféminés? Mais ceux qui portent des vêtements efféminés sont dans les demeures des rois.
280b09005a	Qu'êtes-vous allés voir? Est-ce un prophète? Oui, vous dis-je, et plus qu'un prophète.
280b0a007a	C'est celui dont il est écrit: «Voici que j'envoie mon messager pour te précéder et préparer ton chemin devant toi».
280b0b00bb	En vérité, je vous le dis, parmi ceux que les femmes ont enfantés, nul ne s'est levé plus grand que Jean-Baptiste; mais le plus petit dans le Royaume des cieux est plus grand que lui.
280b0c0081	Depuis les jours de Jean-Baptiste jusqu'à maintenant le Royaume des cieux est pris par violence et les violents s'en emparent.»
280b0d0059	«Tous les prophètes et la Loi ont exercé, jusqu'à Jean, leur ministère prophétique,
280b0e004c	et si vous voulez admettre cette parole, lui-même est Élie qui doit venir.
280b0f0025	Que celui qui a des oreilles entende,
280b10008b	«A qui assimilerai-je cette génération-ci: Elle est semblable à des enfants assis sur la place publique, qui crient à leurs camarades:
280b110098	«Nous vous avons joué de la flûte Et vous n'avez pas dansé; Nous avons entonné des chants lugubres Et vous ne vous êtes pas frappé la poitrine.»
280b120077	«Jean est venu en effet, pratiquant l’abstinence du manger et du boire, et on dit: «Il est possédé d'un démon.»
280b1300f1	Le Fils de l'homme est venu, mangeant et buvant comme tout le monde, et on dit: «Voilà un amateur de bonne chère, un buveur de vin, un ami des publicains et des pécheurs.» «A la sagesse, les oeuvres qu'elle accomplit rendent justice.»
