2800000007	Mathayo
280806005f	akisema, “Mheshimiwa, mtumishi wangu amelala nyumbani, mgonjwa wa kupooza na anaumwa sana.”
2808070029	Yesu akamwambia, “Nitakuja kumponya.”
2808080077	Huyo ofisa akamwambia, “Mheshimiwa, sistahili uingie nyumbani mwangu. Lakini sema tu neno, na mtumishi wangu atapona.
28080900ca	Maana, hata mimi niliye mtu chini ya mamlaka ya wengine, ninao askari chini yangu. Namwambia mmoja, Nenda! naye huenda; na mwingine, Njoo! naye huja; na mtumishi wangu, Fanya kitu hiki! naye hufanya.”
28080a00a2	Yesu aliposikia hayo, alistaajabu, akawaambia watu waliokuwa wanamfuata, “Kweli nawaambieni, sijapata kumwona mtu yeyote katika Israeli aliye na imani kama hii.
28080b00a0	Basi, nawaambieni kwamba watu wengi watakuja kutoka mashariki na magharibi, nao wataketi karamuni pamoja na Abrahamu, Isaka na Yakobo katika Ufalme wa mbinguni.
28080c006e	Lakini wale ambao wangalipaswa kuwa katika Ufalme huo watatupwa nje, gizani, ambako watalia na kusaga meno.”
28080d007b	Kisha Yesu akamwambia huyo ofisa Mroma, “Nenda nyumbani; na iwe kama ulivyoamini.” Na mtumishi wake akapona saa ileile.
28080e005e	Yesu alifika nyumbani kwa Petro, akamkuta mama mkwe wa Petro amelala kitandani, ana homa kali.
28080f004f	Basi, Yesu akamgusa huyo mama mkono, na homa ikamwacha; akasimama, akamtumikia.
28081000a1	Ilipokuwa jioni, walimletea watu wengi waliokuwa wamepagawa na pepo; naye, kwa kusema neno tu, akawafukuza hao pepo. Aliwaponya pia watu wote waliokuwa wagonjwa.
280811007c	Alifanya hivyo ili yale aliyosema nabii Isaya yatimie: “Yeye mwenyewe ameondoa udhaifu wetu, ameyachukua magonjwa yetu.”
280812005b	Yesu alipoona kundi la watu limemzunguka, aliwaamuru wanafunzi wake waende ng'ambo ya ziwa.
280813005f	Mwalimu mmoja wa Sheria akamwendea, akamwambia, “Mwalimu, mimi nitakufuata kokote uendako.”
280814006d	Yesu akamjibu, “Mbweha wana mapango, na ndege wana viota; lakini Mwana wa Mtu hana mahali pa kupumzikia.”
2808150074	Kisha mtu mwingine miongoni mwa wanafunzi wake akamwambia, “Bwana, niruhusu kwanza niende nikamzike baba yangu.”
2808160043	Lakini Yesu akamwambia, “Nifuate! Waache wafu wazike wafu wao.”
280817003d	Yesu alipanda mashua, na wanafunzi wake wakaenda pamoja naye.
280818006c	Ghafla, dhoruba kali ikatokea ziwani, hata mawimbi yakaanza kuifunika mashua. Yesu alikuwa amelala usingizi.
280819004e	Wanafunzi wakamwendea, wakamwamsha wakisema, “Bwana, tuokoe, tunaangamia!”
28081a0084	Yesu akawaambia, “Enyi watu wenye imani haba; mbona mnaogopa?” Basi, akainuka, akazikemea pepo na mawimbi; kukawa shwari kabisa.
28081b005b	Watu wakashangaa, wakasema, “Ni mtu wa namna gani huyu? Hata pepo na mawimbi vinamtii!”
28081c00e0	Yesu alifika katika nchi ya Wagerasi, ng'ambo ya ziwa, na huko watu wawili waliopagawa na pepo wakakutana naye wakitokea makaburini. Watu hawa walikuwa wenye kutisha mno, hata hakuna mtu aliyethubutu kupita katika njia hiyo.
28081d0077	Nao wakaanza kupiga kelele, “Una shauri gani nasi, wewe Mwana wa Mungu? Je, umekuja kututesa kabla ya wakati wake?”
28081e003c	Karibu na mahali hapo kulikuwa na nguruwe wengi wakichungwa.
28081f0056	Basi, hao pepo wakamsihi, “Ikiwa utatutoa, basi uturuhusu tuwaingie nguruwe wale.”
28082000c1	Yesu akawaambia, “Haya, nendeni.” Hapo wakawatoka watu hao, wakawaingia nguruwe. Kundi lote la nguruwe likaporomoka kwenye ule mteremko mkali, likatumbukia ziwani; nguruwe wote wakafa maji.
2808210084	Wachungaji wa hao nguruwe walikimbia, wakaenda mjini. Huko walitoa habari zote na mambo yaliyowapata wale watu waliokuwa wamepagawa.
280822006d	Basi, watu wote katika mji ule walitoka, wakamwendea Yesu; na walipomwona, wakamsihi aondoke katika nchi yao.
280901003d	Yesu alipanda mashua, akavuka ziwa na kufika katika mji wake.
28090200b5	Hapo watu walimletea mtu mmoja aliyepooza mwili, amelazwa juu ya kitanda. Yesu alipoona imani yao, akamwambia huyo mtu aliyepooza, “Jipe moyo mwanangu! Umesamehewa dhambi zako.”
280903004e	Baadhi ya walimu wa Sheria wakaanza kufikiri, “Mtu huyu anamkufuru Mungu!”
280904004c	Yesu aliyajua mawazo yao, akasema, “Kwa nini mnawaza mabaya mioyoni mwenu?
2809050059	Ni lipi lililo rahisi zaidi: kusema, Umesamehewa dhambi zako, au kusema, Simama, utembee?
28090600b4	Basi, nataka mjue kwamba Mwana wa Mtu anao uwezo wa kuwasamehe watu dhambi duniani.” Hapo akamwambia huyo mtu aliyepooza, “Inuka, chukua kitanda chako, uende nyumbani kwako.”
280907003d	Huyo mtu aliyekuwa amepooza akainuka, akaenda nyumbani kwake.
280908007c	Watu wote katika ule umati walipoona hayo, walishangaa na kuogopa; wakamtukuza Mungu aliyewapa binadamu uwezo wa namna hiyo.
28090900bd	Yesu aliondoka hapo, na alipokuwa anakwenda zake, alimwona mtu mmoja aitwaye Mathayo, ameketi katika ofisi ya ushuru. Basi, Yesu akamwambia, “Nifuate.” Naye Mathayo akainuka, akamfuata.
28090a007e	Yesu alipokuwa nyumbani ameketi kula chakula, watoza ushuru wengi na wahalifu walikuja wakaketi pamoja naye na wanafunzi wake.
28090b0080	Mafarisayo walipoona hayo, wakawaambia wanafunzi wake, “Mbona mwalimu wenu anakula pamoja na watoza ushuru na wenye dhambi?”
28090c0091	Yesu aliwasikia, akasema, “Watu wenye afya hawahitaji daktari; wanaomhitaji ni wale walio wagonjwa. Sikuja kuwaita watu wema, ila wenye dhambi.
28090d0077	Basi, kajifunzeni maana ya maneno haya: Nataka huruma, wala si dhabihu. Sikuja kuwaita watu wema, bali wenye dhambi.”
28090e0090	Kisha wanafunzi wa Yohane mbatizaji walimwendea Yesu, wakamwuliza, “Sisi na Mafarisayo hufunga mara nyingi; mbona wanafunzi wako hawafungi?”
28090f00cb	Yesu akawajibu, “Je, walioalikwa arusini wanaweza kuomboleza wakati bwana arusi yupo pamoja nao? La hasha! Lakini wakati utafika ambapo bwana arusi ataondolewa kati yao; wakati huo ndipo watakapofunga.
2809100098	“Hakuna mtu atiaye kiraka cha nguo mpya katika vazi kuukuu. Maana kiraka hicho kitararua hilo vazi kuukuu, na pale palipokuwa pameraruka pataongezeka.
28091100f0	Wala hakuna mtu awekaye divai mpya katika viriba vikuukuu. Akifanya hivyo, viriba hupasuka na divai ikamwagika, navyo viriba vikaharibika. Ila divai mpya hutiwa katika viriba vipya, na vyote viwili, viriba na divai, vikahifadhiwa salama.”
28091200ad	Yesu alipokuwa akisema hayo, ofisa mmoja Myahudi alifika, akamwinamia na kusema, “Binti yangu amekufa sasa hivi. Lakini, tafadhali njoo umwekee mkono wako naye ataishi.”
2809130033	Yesu akaondoka pamoja na wanafunzi wake, akamfuata.
2809140077	Mama mmoja, mgonjwa wa kutokwa damu kwa muda wa miaka kumi na miwili, alimfuata Yesu nyuma, akagusa pindo la vazi lake.
280915004d	Alifanya hivyo kwani alifikiri moyoni: “Nikigusa tu vazi lake, nitapona.”
2809160076	Basi, Yesu akageuka akamwona, akamwambia, “Binti, jipe moyo! Imani yako imekuponya.” Mama huyo akapona saa ileile.
280917006e	Kisha Yesu akaingia nyumbani kwa yule ofisa. Na alipowaona wapiga filimbi na umati wa watu wanaofanya matanga,
280918004f	akasema, “Ondokeni hapa! Msichana huyu hakufa, amelala tu.” Nao wakamcheka.
2809190066	Basi, umati wa watu ulipoondolewa, Yesu aliingia ndani, akamshika huyo msichana mkono, naye akasimama.
28091a002e	Habari hiyo ikavuma sana katika nchi ile yote.
28091b0078	Yesu aliondoka hapo, na alipokuwa anakwenda, vipofu wawili walimfuata wakipiga kelele, “Mwana wa Daudi, utuhurumie!”
28091c00a8	Yesu alipoingia nyumbani, vipofu hao wawili wakamwendea, naye akawauliza, “Je, mnaamini kwamba naweza kuwafanyia jambo hilo?” Nao wakamjibu, “Naam, Mheshimiwa.”
28091d004c	Hapo Yesu akayagusa macho yao, akasema, “Na iwe kwenu kama mnavyoamini.”
28091e005f	Macho yao yakafunguliwa. Naye Yesu akawaonya kwa ukali: “Msimwambie mtu yeyote jambo hili.”
28091f0045	Lakini wao wakaondoka, wakaeneza habari za Yesu katika nchi ile yote.
2809200076	Watu walipokuwa wanakwenda zao, wengine walimletea Yesu mtu mmoja aliyekuwa bubu kwa sababu alikuwa amepagawa na pepo.
28092100a3	Mara tu huyo pepo alipotolewa, mtu huyo aliyekuwa bubu akaanza kuongea tena. Watu wakashangaa na kusema, “Jambo kama hili halijapata kuonekana katika Israeli!”
2809220058	Lakini Mafarisayo wakawa wanasema, “Anawatoa pepo kwa nguvu ya mkuu wa pepo wabaya.”
28092300a5	Yesu alitembelea miji yote na vijiji, akafundisha katika masunagogi yao akihubiri Habari Njema ya Ufalme wa Mungu, na kuponya magonjwa yote na udhaifu wa kila namna.
2809240086	Basi, alipowaona watu, makundi kwa makundi, aliwaonea huruma kwa sababu walikuwa hoi na wenye wasiwasi kama kondoo wasio na mchungaji.
2809250050	Hapo akawaambia wanafunzi wake, “Mavuno ni mengi, lakini wavunaji ni wachache.
2809260042	Kwa hivyo mwombeni mwenye shamba atume wavunaji shambani mwake.”
280a010075	Yesu aliwaita wanafunzi wake kumi na wawili, akawapa uwezo wa kutoa pepo wachafu na kuponya magonjwa na maradhi yote.
280a020094	Majina ya hao mitume kumi na wawili ni haya: wa kwanza ni Simoni aitwae Petro, na Andrea ndugu yake; Yakobo mwana wa Zebedayo, na Yohane ndugu yake;
280a030064	Filipo na Bartholomayo, Thoma na Mathayo aliyekuwa mtoza ushuru; Yakobo mwana wa Alfayo, na Thadayo;
280a04003a	Simoni Mkanaani, na Yuda Iskarioti ambaye alimsaliti Yesu.
280a050088	Yesu aliwatuma hao kumi na wawili na kuwapa maagizo haya: “Msiende kwa watu wa mataifa mengine, wala msiingie katika mji wa Wasamaria.
280a060037	Ila nendeni kwa watu wa Israeli waliopotea kama kondoo.
280a070039	Mnapokwenda hubirini hivi: Ufalme wa mbinguni umekaribia.
280a08005b	Ponyeni wagonjwa, fufueni wafu, takaseni wenye ukoma, toeni pepo. Mmepewa bure, toeni bure.
280a090043	Msichukue mifukoni mwenu dhahabu, wala fedha, wala sarafu za shaba.
280a0a0077	Msichukue mkoba wa kuombea njiani, wala koti la ziada, wala viatu, wala fimbo. Maana mfanyakazi anastahili riziki yake.
280a0b008e	“Mkiingia katika mji wowote au kijiji, tafuteni humo mtu yeyote aliye tayari kuwakaribisheni, na kaeni naye mpaka mtakapoondoka mahali hapo.
280a0c002c	Mnapoingia nyumbani wasalimuni wenyeji wake.
280a0d0092	Kama wenyeji wa nyumba hiyo wakiipokea salamu hiyo, basi, amani yenu itakaa pamoja nao. Lakini ikiwa hawaipokei, basi amani yenu itawarudia ninyi.
280a0e009a	Kama mtu yeyote atakataa kuwakaribisheni au kuwasikilizeni, basi mtokapo katika nyumba hiyo au mji huo, yakung'uteni mavumbi miguuni mwenu kama onyo kwao.
280a0f006e	Kweli nawaambieni, Siku ya hukumu mji huo utapata adhabu kubwa kuliko ile iliyoipata miji ya Sodoma na Gomora.
280a10006d	“Sasa, mimi nawatuma ninyi kama kondoo kati ya mbwa mwitu. Muwe na busara kama nyoka, na wapole kama njiwa.
280a110062	Jihadharini na watu, maana watawapeleka ninyi mahakamani na kuwapiga viboko katika masunagogi yao.
280a12006b	Mtapelekwa mbele ya watawala na wafalme kwa sababu yangu, mpate kutangaza Habari Njema kwao na kwa mataifa.
280a13007d	Basi, watakapowapeleka ninyi mahakamani, msiwe na wasiwasi mtasema nini au namna gani; wakati utakapofika, mtapewa la kusema.
280a140048	Maana si ninyi mtakaosema, bali ni Roho wa Baba yenu asemaye ndani yenu.
280a150072	“Ndugu atamsaliti ndugu yake auawe, na baba atamsaliti mwanawe, nao watoto watawashambulia wazazi wao na kuwaua.
280a160062	Watu wote watawachukieni kwa sababu ya jina langu. Lakini atakayevumilia mpaka mwisho, ataokolewa.
280a1700a3	“Watu wakiwadhulumu katika mji mmoja, kimbilieni mji mwingine. Kweli nawaambieni, hamtamaliza ziara yenu katika miji yote ya Israeli kabla Mwana wa Mtu hajafika.
280a180053	“Mwanafunzi si mkuu kuliko mwalimu wake, wala mtumishi si mkuu kuliko bwana wake.
280a1900b7	Yatosha mwanafunzi kuwa kama mwalimu wake, na mtumishi kuwa kama bwana wake. Ikiwa wamemwita mkubwa wa jamaa Beelzebuli, je hawatawaita watu wengine wa jamaa hiyo majina mabaya zaidi?
280a1a0064	“Basi, msiwaogope watu hao. Kila kilichofunikwa kitafunuliwa, na kila kilichofichwa kitafichuliwa.
280a1b0076	Ninalowaambieni ninyi katika giza, lisemeni katika mwanga; na jambo mlilosikia likinong'onezwa, litangazeni hadharani.
280a1c0098	Msiwaogope wale wauao mwili, lakini hawawezi kuiua roho. Afadhali zaidi kumwogopa yule awezaye kuuangamiza mwili pamoja na roho katika moto wa Jehanamu.
280a1d0065	Shomoro wawili huuzwa kwa senti tano. Lakini hata mmoja wao haanguki chini bila kibali cha Baba yenu.
280a1e0046	Lakini kwa upande wenu, hata nywele za vichwa vyenu zimehesabiwa zote.
280a1f003c	Kwa hiyo msiogope; ninyi mu wa thamani kuliko shomoro wengi.
280a20006c	“Kila mtu anayekiri hadharani kwamba yeye ni wangu, mimi pia nitamkiri mbele ya Baba yangu aliye mbinguni.
280a210059	Lakini yeyote atakayenikana hadharani, nami nitamkana mbele ya Baba yangu aliye mbinguni.
280a220052	“Msidhani kwamba nimekuja kuleta amani duniani. Sikuja kuleta amani bali upanga.
280a230071	Maana nimekuja kuleta mafarakano kati ya mtu na baba yake, kati ya binti na mama yake, kati ya mkwe na mkwe wake.
280a24002b	Na maadui wa mtu ni watu wa nyumbani mwake.
280a250077	“Ampendaye baba au mama yake kuliko anipendavyo mimi, hanistahili. Ampendaye mwana au binti kuliko mimi, hanistahili.
280a260037	Mtu asiyechukua msalaba wake na kunifuata, hanistahili.
280a270066	Anayeyashikilia maisha yake, atayapoteza; lakini anayeyapoteza maisha yake kwa ajili yangu, atayapata.
280a280069	“Anayewakaribisha ninyi, ananikaribisha mimi; na anayenikaribisha mimi, anamkaribisha yule aliyenituma.
280a290091	Anayemkaribisha nabii kwa sababu ni nabii, atapokea tuzo la nabii. Anayemkaribisha mtu mwema kwa sababu ni mtu mwema, atapokea tuzo la mtu mwema.
280a2a0095	Kweli nawaambieni, yeyote atakayempa mmojawapo wa wadogo hawa kikombe cha maji baridi kwa sababu ni mfuasi wangu, hatakosa kamwe kupata tuzo lake.”
280b010077	Yesu alipomaliza kuwapa wanafunzi kumi na wawili maagizo, alitoka hapo, akaenda kufundisha na kuhubiri katika miji yao.
280b02006f	Yohane mbatizaji akiwa gerezani alipata habari juu ya matendo ya Kristo. Basi, Yohane akawatuma wanafunzi wake,
280b030042	wamwulize: “Je, wewe ni yule anayekuja, au tumngoje mwingine?”
280b04004b	Yesu akawajibu, “Nendeni mkamwambie Yohane mambo mnayoyasikia na kuyaona:
280b050087	vipofu wanaona, viwete wanatembea, wenye ukoma wanatakaswa na viziwi wanasikia, wafu wanafufuliwa na maskini wanahubiriwa Habari Njema.
280b06002b	Heri mtu yule asiyekuwa na mashaka nami.”
280b0700c8	Basi, hao wajumbe wa Yohane walipokuwa wanakwenda zao, Yesu alianza kuyaambia makundi ya watu habari za Yohane: “Mlikwenda kutazama nini kule jangwani? Je, mlitaka kuona mwanzi unaotikiswa na upepo?
280b08008c	Lakini mlikwenda kuona nini? Mlikwenda kumtazama mtu aliyevaa mavazi maridadi? Watu wanaovaa mavazi maridadi hukaa katika nyumba za wafalme.
280b090042	Basi, mlikwenda kuona nini? Nabii? Naam, hakika ni zaidi ya nabii.
280b0a008d	“Huyu ndiye anayesemwa katika Maandiko Matakatifu: Tazama, hapa namtuma mjumbe wangu, asema Bwana, akutangulie na kukutayarishia njia yako.
280b0b00b8	Kweli nawaambieni, miongoni mwa watoto wote wa watu, hajatokea aliye mkuu kuliko Yohane mbatizaji. Hata hivyo, yule aliye mdogo kabisa katika Ufalme wa mbinguni, ni mkubwa kuliko yeye.
280b0c0087	Tangu wakati wa Yohane mbatizaji mpaka leo hii, Ufalme wa mbinguni unashambuliwa vikali, na watu wakali wanajaribu kuunyakua kwa nguvu.
280b0d0045	Mafundisho yote ya manabii na sheria yalibashiri juu ya nyakati hizi.
280b0e003f	Kama mwaweza kukubali basi, Yohane ndiye Eliya ambaye angekuja.
280b0f0019	Mwenye masikio na asikie!
280b10008c	“Basi, nitakifananisha kizazi hiki na kitu gani? Ni kama vijana waliokuwa wamekaa uwanjani, wakawa wakiambiana kikundi kimoja kwa kingine:
280b110051	Tumewapigieni ngoma lakini hamkucheza; tumeimba nyimbo za huzuni lakini hamkulia!
280b12005b	Kwa maana Yohane alikuja, akafunga na wala hakunywa divai, nao wakasema: Amepagawa na pepo.
280b1300cd	Mwana wa Mtu akaja, anakula na kunywa, nao wakasema: Mtazameni huyu, mlafi na mlevi, rafiki yao watoza ushuru na wahalifu! Hata hivyo, hekima ya Mungu inathibitishwa kuwa njema kutokana na matendo yake.”
280b14007b	Kisha Yesu akaanza kuilaumu miji ambayo, ingawaje alifanya miujiza mingi humo, watu wake hawakutaka kubadili nia zao mbaya:
280b1500d9	“Ole wako Korazini! Ole wako Bethsaida! Maana, kama miujiza iliyofanyika kwako ingalifanyika kule Tiro na Sidoni, watu wake wangalikwisha vaa mavazi ya gunia na kujipaka majivu zamani, ili kuonyesha kwamba wametubu.
280b160059	Hata hivyo nawaambieni, Siku ya hukumu, ninyi mtapata adhabu kubwa kuliko Tiro na Sidoni.
280b1700b5	Na wewe Kafarnaumu, je, utajikweza mpaka mbinguni? Utaporomoshwa mpaka Kuzimu! Maana, kama miujiza iliyofanyika kwako ingalifanyika kule Sodoma, mji huo ungalikuwako mpaka hivi leo.
280b180060	Lakini nawaambieni, Siku ya hukumu itakuwa nafuu zaidi kwa watu wa Sodoma, kuliko kwako wewe.”
280b190091	Wakati huo Yesu alisema, “Nakushukuru ee Baba, Bwana wa mbingu na dunia, maana umewaficha wenye hekima mambo haya, ukawafumbulia watoto wadogo.
280b1a0022	Naam Baba, ndivyo ilivyokupendeza.
280b1b0093	“Baba yangu amenikabidhi vitu vyote. Hakuna amjuaye Mwana ila Baba, wala amjuaye Baba ila Mwana, na yeyote yule ambaye Mwana atapenda kumjulisha.
280b1c004e	Njoni kwangu ninyi nyote msumbukao na kulemewa na mizigo, nami nitawapumzisha.
280b1d0073	Jifungeni nira yangu, mkajifunze kwangu, maana mimi ni mpole na mnyenyekevu wa moyo, nanyi mtatulizwa rohoni mwenu.
280b1e0041	Maana, nira niwapayo mimi ni laini, na mzigo wangu ni mwepesi.”
280c0100a3	Wakati huo, Yesu alikuwa anapita katika mashamba ya ngano siku ya Sabato. Basi, wanafunzi wake wakaona njaa, wakaanza kukwanyua masuke ya ngano, wakala punje zake.
280c02007a	Mafarisayo walipoona hayo, wakamwambia Yesu, “Tazama, wanafunzi wako wanafanya jambo ambalo si halali siku ya Sabato.”
280c03005f	Yesu akawajibu, “Je, hamjasoma alivyofanya Daudi pamoja na wenzake wakati walipokuwa na njaa?
280c0400ba	Yeye aliingia katika Nyumba ya Mungu pamoja na wenzake, wakala ile mikate iliyowekwa mbele ya Mungu. Yeye wala hao wenzake hawakuruhusiwa kula mikate hiyo isipokuwa tu makuhani peke yao.
280c05007f	Au je, hamjasoma katika Sheria kwamba kila siku ya Sabato makuhani huivunja Sheria Hekaluni, lakini hawafikiriwi kuwa na hatia?
280c060037	Basi, nawaambieni kwamba hapa pana kikuu kuliko Hekalu.
280c070068	Kama tu mngejua maana ya maneno haya: Nataka huruma wala si dhabihu, hamngewahukumu watu wasio na hatia.
280c080029	Maana Mwana wa Mtu ni Bwana wa Sabato.”
280c09002f	Yesu alitoka hapo, akaenda katika sunagogi lao.
280c0a00a8	Kulikuwa na mtu mmoja mwenye mkono uliopooza. Basi, watu wakamwuliza Yesu, “Je, ni halali kumponya mtu siku ya Sabato?” Walimwuliza hivyo wapate kisa cha kumshtaki.
280c0b0086	Lakini Yesu akawaambia, “Tuseme mmoja wenu ana kondoo wake ambaye ametumbukia shimoni; je, hatamshika na kumtoa humo siku ya Sabato?
280c0c004e	Mtu ana thamani kuliko kondoo! Basi, ni halali kutenda mema siku ya Sabato.”
280c0d0069	Kisha akamwambia yule mtu, “Nyosha mkono wako.” Akaunyosha, nao ukawa mzima kabisa kama ule mwingine.
280c0e004c	Basi, Mafarisayo wakatoka nje, wakashauriana jinsi watakavyomwangamiza Yesu.
280c0f0066	Lakini Yesu alipojua jambo hilo, akatoka mahali pale. Watu wengi walimfuata, akawaponya wagonjwa wote,
280c100028	akawaamuru wasiwaambie watu habari zake,
280c110027	ili yale aliyosema nabii Isaya yatimie:
280c120097	“Hapa ni mtumishi wangu niliyemteua, mpendwa wangu anipendezaye moyoni. Nitaiweka Roho yangu juu yake, naye atatangaza hukumu yangu kwa mataifa yote.
280c13004e	Hatakuwa na ubishi wala kupiga kelele, wala sauti yake haitasikika barabarani.
280c14006e	Mwanzi uliopondeka hatauvunja, wala utambi ufukao moshi hatauzima, mpaka atakapoifanya hukumu ya haki itawale.
280c150030	Katika jina lake mataifa yatakuwa na tumaini.”
280c16008e	Hapo watu wakamletea Yesu kipofu mmoja ambaye alikuwa bubu kwa sababu alikuwa amepagawa na pepo. Yesu akamponya hata, akaweza kusema na kuona.
280c170058	Umati wote wa watu ulishangaa ukasema, “Je, huenda ikawa huyu ndiye Mwana wa Daudi?”
280c180074	Lakini Mafarisayo waliposikia hayo, wakasema, “Mtu huyu anawafukuza pepo kwa uwezo wa Beelzebuli, mkuu wa pepo.”
