0100000009	Doometsaa
010708007d	Geeshsha mehiyaappenne do'aappe, geeshsha gidenna mehiyaappenne do'aappe, kafuwaappenne biittaana gooshettiyaawanttu ubbaappe
010709007a	S'oossay Noha azazeeddawaadankka attumawenne mac'c'awe laa"uwaa laa"uwaa gidi, Nohekko yiide markkabiyaa giddo geleeddino.
01070a0044	Laappun gallassaappe guyye, bashshaa haatsay ha sa'aa bollan yeedda.
01070b00ef	Nohe usuppun s'eetu laytsaa de'ina, laa"entsa aginaan, tammanne laappuntsa gallassan, he gallassan biittaa giddon de'iyaa wolk'k'aama c'iimmaa pulttuwaa ubbay d'uuk'k'i aggeeda; saluwaan de'iyaa haatsaa penggetuukka dooyetti wod'd'eeddino;
01070c0042	Iray ha sa'aa bollan oytamu gallassaanne oytamu k'ammaa bukkeedda.
01070d0095	He gallassan Nohenne Aa attuma naanay, Seeme, Kaamenne Yaafeeti, Nohe machatanne Aa naanaa heezzatuwaa machatuu ittippe markkabiyaa giddo geleeddino.
01070e00f2	Unttunttune do'aa ubbaappe bare k'ommuwaan k'ommuwaan, mehiyaa ubbaappe bare k'ommuwaan k'ommuwaan, sa'aanna gooshettiyaawanttu ubbaappe bare k'ommuwaan k'ommuwaan, kafuwaa ubbaappe bare k'ommuwaan k'ommuwaan, unttunttunna ittippe geleeddino;
01070f0068	de'uwaa shemppuwaanna de'iyaawanttu ubbay laa"uwaa laa"uwaa gidi, Nohekko yiide markkabiyaan geleeddino;
01071000a4	S'oossay Noha azazeeddawaadan, med'etaa ubbaappe attumawaanne mac'c'awaa gidiide, markkabiyaa giddo geli simmowaan, Med'inaa Goday markkabiyaa penggiyaa gorddeedda.
010711007b	Bashshaa haatsay oytamu gallassaa sa'aa bollan bukkiidde gam"eedda; haatsay dariide, markkabiyaa biittappe pude dentseedda.
010712004c	Haatsay biittaa bollan loytsi darina, markkabii haatsaa bollan tooketteedda.
010713007d	Saluwaappe garssaana de'iyaa d'ok'k'a deretuu ubbay mitettana gakkanaw, haatsay ha sa'aa bollan loytsi wolk'k'aappe dareedda.
0107140056	Haatsay deretuwaa s'eeraappe aad'd'iide, tammanne ichcheshu wad'aa gakkanaw tookeedda.
010715009b	Yaatina sa'aa bollan shemppuwaanna k'aas's'iyaa med'etatuu ubbay: kafuu, mehii, do'ay, sa'aa bollan sham"i giyaa med'etaa ubbaynne Asay ubbay hayk'k'eedda.
0107160065	Ee, mela biittaa bollan de'iyaa, bare siid'iyaan de'uwaa shemppuwaa shemppiyaa ubbaykka hayk'k'eedda.
01071700d0	Ha sa'aan pas'a de'iyaabay ubbay: asay, mehiinne do'ay, biittaana gooshettiyaa med'etatuunne saluwaa kafotuu ubbaykka sa'aappe d'ayeeddino. Nohe s'alalaynne aanana markkabiyaa giddon de'iyaawanttu atteeddino.
0107180048	He haatsay s'eetanne ishatamu gallassaa gakkanaw sa'aa bollan gam"eedda.
01080100a9	Shin S'oossay Noha, aanana markkabiyaa giddon de'iyaa do'aa ubbaanne mehiyaa ubbaa k'oppeedda; sa'aa bollan c'arkkuwaa c'arkkisseedda; he haatsay wod'd'i wod'd'i beedda.
0108020085	K'ay biittaa gidduwaan de'iyaa c'iimmuwaa pulttuunne saluwaan de'iyaa haatsaa penggetuu gorddetteeddino; iraykka saluwaan ek'k'eedda.
010803006a	Yaatina haatsay wod'd'i wod'd'i beedda. He s'eetanne ishatamuntsa gallassaappe guyye, haatsay wod'd'eedda.
0108040077	Haatsay wod'd'ina markkabii laappuntsa aginaan, tammanne laappuntsa gallassan Araaraate giyaa deretuwaa bolla utteedda.
0108050075	Haatsay tammantsa aginay gakkanaw wod'd'i wod'd'i beedda; tammantsa aginaw koyro gallassi deretoo s'eeray beetteedda.
0108060056	Oytamu gallassaappe guyye, Nohe bare kees's'eedda markkabiyaa maskkootiyaa dooyyeedda;
010807007b	yaatiide itti k'uuruwaa kare yeddina; k'uuruu haatsay biittaa bollappe melana gakkanaw, yaanne haanne paalliidde gam"eedda.
0108080063	K'ay Nohe haatsay biittaa bollappe wod'd'i wureeddenttonne be'anaw itti harap'p'atto kare yedeedda;
01080900e5	shin he harap'p'atta haatsay biittaa ubbaa bollan ha"ikka de'iyaa diraw, shemppiyaa sa'aa demmabeykku. Hewaa diraw simmaade, markkabiyaa giddon de'iyaa Nohekko yaaddu; I bare kushiyaa yeddiide, barekko markkabiyaa giddo akkeedda.
01080a006f	Hewaappe guyye, hara laappun gallassaa gam"iide, Dogomatto zaariidekka markkabiyaa giddoppe kessiide yeddeedda.
01080b00d8	He harap'p'atta sa'ay omarssiyaa wode aakko simmaade yaaddu; wogaraa malatiyaa mitsaappe duutseedda irs's'a haytsaa bare doonaan sa"a akkaade yaaddu. Hewaa diraw, haatsay biittaa bollappe wod'd'eeddawaa Nohe ereedda.
01080c007e	K'ay Nohe hara laappun gallassaa gam"iide, he harap'p'atto zaaretsiide yedeedda; shin he harap'p'atta aakko simmaade yabeykku.
01080d00b9	Nohe usuppun s'eetanne itti laytsaa de'ina, koyro aginaan koyro gallassi, haatsay biittaa bollappe s'i"eedda; Nohe markkabiyaa k'um"iyaa dooyi s'eelliide, biittay s'i"eeddawaa be'eedda.
01080e0049	Laa"entso aginaan laatamanne laappuntsa gallassan, biittay mule meleedda.
01080f0032	S'oossay he wode Noha hawaadan yaagiide azazeedda;
0108100062	«Neeni ne machchatto, ne attuma naanaanne ne naanaa machatuwaa akkaade markkabiyaa giddoppe kesa.
01081100c0	Unttunttu yelettiide, dariide c'orana mala, shemppuu de'iyaa med'etaa ubbaappe neenana de'iyaawantta: kafotuwaa, mehetuwaa, do'atuwaanne biittaana gooshettiyaa ubbaa neenana kessa» yaageedda.
010812006e	Nohe bare attuma naanatuwaan, bare machchattinanne bare naanaa machchetuwaanna markkabiyaa giddoppe kesseedda.
01081300b6	Mehiyaanne do'aa ubbay, biittaana gooshettiyaa med'etaa ubbay, kafuwaa ubbaynne sa'aa bollan wos's'i k'aas's'iyaabaa ubbay bare k'ommuwaan k'ommuwaan markkabiyaa giddoppe keseeddino.
01081400a6	Nohe Med'inaa Godaw yarshshiyaa sa'aa gimbbeedda; geeshsha mehiyaanne do'aa ubbaappenne geeshsha kafuwaa ubbaappe akkiide, yarshshiyaa sa'aan s'uuggiide yarshsheedda.
010815014a	Yaatina Med'inaa Goday yarshshuwaa peenuwaa sawiyaawaa singgiide, bare wozanaan hawaadan yaageedda; «Na'atetsaappe doommina, Asay wozanaan k'oppiyaabay ubbay iita gidooppenne, taani asaa diraw gaade laa'entso ubbakka ha sa'aa shek'k'ikke. K'ay taani ha"i ootseeddawaadan pas'a de'iyaa med'etaa ubbaa laa'entso ubbakka d'ayssikke.
010816009e	Ha sa'ay de'eedda keeshshaa ubbaan, zeriyaa wodiinne c'akkiyaa wodii, meeguunne hombbii, boniinne balgguu, gallassaynne k'ammay ubbaadekka de'ana» yaageedda.
0109010068	S'oossay Nohanne Aa attuma naanaa hawaadan yaagiide anjjeedda; «Yelettite; c'orite; sa'aa ubbaa kumite.
01090200c2	Sa'aa do'atuu ubbay, saluwaa kafatuu ubbay, gadiyaan wos's'i k'aas's'iyaabaa ubbaynne abban de'iyaa moletuu ubbay hinttenttoo yayyinonne dagammino. Unttunttu hinttenttoo aad'd'iide imetteeddino;
0109030093	taani mokkiyaa dumma dumma katsatuwaa hinttenttoo immeeddawaadankka, shemppuu de'iyaa wos's'i k'aas's'iyaa med'etaa ubbay hinttenttoo k'uma gidana.
0109040059	Shin suutsaa giddon shemppuu de'iyaa diraw suutsay Aa gidduwaan de'iyaa ashuwaa mooppite.
010905008a	Taani hinttenttu shemppuwaanna de'iyaa hinttenttu suutsaa do'aa ubbaappe tumu achchana; k'ay asaa ubbaappe, Aa mala asaa suutsaa achchana.
0109060088	S'oossay asaa barena malatisiidde med'd'eedda diraw, asaa suutsaa gussiyaa oonanne gidooppenne, Aa suutsaykka asaa kushiyaan gukkanawaa.
0109070045	Hinttenttu yelettite; c'orite; sa'aan darite; an c'orite» yaageedda.
0109080041	Hewaappe guyye, S'oossay Nohanne aanana de'iyaa Aa attuma naanaa,
010909012f	«Simmi ha"i, taani ta c'aak'uwaa hinttenana, hintteppe guyye hinttenttu zeretsaannanne pas'a neenana de'iyaa med'etaa ubbaanna c'aak'k'etay; ee, taani ta c'aak'k'uwaa kafuwaanna, mehiyaanna, sa'aa do'aa ubbaananne, markkabiyaappe hinttenana keseedda, shemppuwaanna de'iyaa med'etaa ubbaanna c'aak'k'ay.
01090b00c5	Taani hinttenana ta c'aak'k'uwaa c'aak'k'etay; hawaappe sintsan shemppuu de'iyaabay ubbay bashshaa haatsaan ubbakka bayenna; ha sa'aa bayzziyaa haatsay hawaappe sintsan ubbakka de'enna» yaageedda.
01090c00a8	K'aykka S'oossay, «Taani taappenne hintteppe, hinttenana de'iyaa pas'a med'etatuwaa ubbaappe gidduwaan yaana yeletaa ubbaanna c'aak'k'etiyaa c'aak'uwaa malaatay hawaa;
01090d0067	taani ta zuluwaa shaariyaan essaad; I taappenne ha sa'aappe gidduwaan de'iyaa c'aak'k'oo mallaa gidana.
01090e0051	Taani sa'aappe bollan shaariyaa aheedda wodenne shaariyaan zuluu beetteedda wode,
01090f00d0	taappenne hintteppe shemppuu de'iyaa dumma dumma k'ommo med'etaa ubbaappe gidduwaan c'aak'k'eteedda ta c'aak'uwaa hassayana; pas'a de'iyaawaa ubbaa d'ayssanaw hawaappe sintsan ubbakka bashshaa haatsay yeenna.
01091000e8	Zuluu shaariyaan beetteedda wode awudenne, taani Aa be'ana; taappe S'oossaappenne ha sa'aa bollan shemppuwaanna de'iyaa dumma dumma k'ommo med'etaa ubbaappe gidduwaan c'aak'k'eteedda med'ina c'aak'k'uwaa taani hassayana» yaageedda.
0109110093	S'oossay Noha, «Taani taappenne ha sa'aa bollan shemppuwaanna de'iyaawaa ubbaappe gidduwaan c'aak'k'etteedda c'aak'k'uwaa malay hawaa» yaageedda.
010912005b	Markkabiyaappe keseedda Nohe attuma naanay Seema, Kaamanne Yaafeeta; Kaame Kanaane aawuwaa.
0109130055	Hawanttu heezzuukka Nohe naanaa; sa'aan ubbaan de'iyaa Asay unttunttuppe yeletteedda.
0109140039	Nohe goshshanchcha; I woyniyaa turaa toketsaa doommeedda.
0109150069	Itti gallassi I he woyniyaa eessaa ushiidde matsotteedda; bare dunkkaaniyaa giddon kallo s'iira giseedda.
010916005f	Kanaane aawuwaa Kaame bare aawuwaa kalluwaa be'eedda; kare kesiide, bare laa"u ishatoo odeedda.
0109170105	Shin Seeminne Yaafeeti afilaa ittuwaa akkiide, laa"attukka barenttu hashiyaana hashiyaana gatsi oyk'k'iide, guyyegutsaan hametti geliide, barenttu aawuwaa kalluwaa kammeeddino; unttunttu barenttu aawuwaa kalluwaa be'enna mala barenttu deemuwaa wora zaareeddino.
0109180054	Nohe matsuu aad'd'ina beegottiide, Aa na'ay ubbaappe teefay Aa ootseeddawaa ereedda.
0109190058	Aa, «Kanaane shek'etteeddawaa gido! I bare ishatoo wurssetsa ayiliyaa gido» yaageedda.
01091a0056	K'aykka Nohe, «Med'inaa Goday, Seema S'oossay galatetto! Kanaane Seema ayiliyaa gido;
01091b007c	S'oossay Yaafeeta biittaa aasso. Yaafeeta zaratuu Seema zaratuwaa giddon de'ino; Kanaane Yaafeeta ayiliyaa gido» yaageedda.
01091c0035	Bashshaa haatsaappe guyye, Nohe 350 laytsaa de'eedda.
01091d002b	Nohe mule 950 laytsaa de'iide hayk'k'eedda.
010a010095	Nohe naanaa, Seema, Kaamanne Yaafeeta yeletay hawaappe kaalliide s'aafetteeddawaa; bashshaa haatsaappe guyye, unttunttoo attuma naanay yeletteeddino.
010a02005c	Yaafeeta attuma naanay: Goomera, Maagooga, Maadaaya, Yaawaana, Tubaala, Meshekanne Tiiraasa.
010a030039	Goomera attuma naanay: Ashkkanaaza, Riifaatanne Togarmma.
010a04003d	Yaawaana attuma naanay: Eliisha, Tarsseese, Kitiimanne Rooda.
010a05009d	Hawanttuppe abbaa doonaan de'iyaa Asay ubbay bare gadiyaan gadiyaan, bare k'aalan k'aalan, bare yaran yaraaninne, bare kawutetsan kawutetsan shaaketteeddino.
010a06003b	Kaama attuma naanay: Kuusha, Mis'irayma, Puus'anne Kanaana.
010a07006e	Kuusha attuma naanay: Saaba, Ewulaas'a, Saabita, Raa'imanne Sabttaka. Raa'ima attuma naanay: Saabanne Dadaana.
010a080057	Kuushi Naamiruuda yeleedda; Naamiruudi ha sa'aan koyro wolk'k'aama olanchchaa gideedda;
010a0900a3	Med'inaa Godaa sintsankka I wolk'k'aama shankkanchcha gideedda; «Naamiruudadan Med'inaa Godaa sintsan wolk'k'aama shankkanchcha gideedda» guussay hewaa diraassa.
010a0a005e	Aa kawutetsay koyro katamati Sanaa'oore gadiyaan de'iyaa Baabloone, Ereeka, Akkaadanne Kalnna.
010a0b00ab	I he biittaappe Asoore biide, Nenewe, Rohobootanne Kaalaha kees's'eedda; k'ay Nanaweppenne Kaalaahappe gidduwaan de'iyaa Reseena giyaa wolk'k'aama katamaakka kees's'eedda.
010a0d00a7	Mis'irayme Ludetuwaa, Anaamaawatuwaa, Lahaabetuwaa, Nafttuuhetuwaa, Patiroosatuwaa, Kaasiluhetuwaanne Piliss's'eematuwaa zeretsatuwaa yeleedda Kafttooretuwaa yeleedda.
010a0f00f6	Kanaane bare bayira na'aa Sidoonanne Heeta yeleedda; k'ay Kanaane Yaabuusa asaa, Amoore asaa, Gerggeese asaa, Hiiwe asaa, Ark'k'e asaa, Siina asaa, Ariwaade asaa, S'amaare asaanne Hamaata asaa yeleedda. Hewaappe guyye, Kanaane zaratuu laalettina,
010a130092	Kanaane biittaa zaway Sidoonappe doommiide, Geeraarananne Gaazaanna aad'd'iidde, Sodoomaanne Gamoora, Adaamanne S'aboyma biide, Lashaa'an zawatee.
010a14009e	Kaame attuma naanay barenttu yaran yaran, barenttu k'aalan k'aalan, barenttu biittan biittaaninne barenttu kawutetsan kawutetsan s'aafetteeddawanttu hawantta.
010a15005b	Seemaw naanay yeletteeddino; I Yaafeetaw bayira ishaanne Eboora naanaa ubbaw mayza aawuwaa.
010a160044	Seema attuma naanay: Elaama, Asoora, Arifaakisaada, Luudanne Araama.
010a170037	Araama attuma naanay: Uus'a, Huula, Geteeranne Mesheka.
010a18003a	Arifaakisaadi Shelaaha yeleedda. Shelaahi Eboora yeleedda.
010a19009e	Ebooraw laa"u attuma naanay yeletteeddino. Ittuwaa suntsay Peeleega; ayaw gooppe, sa'aan de'iyaa Asay Aa wodiyaan shaakketeedda; Aa ishaa suntsay Yok'is'aana.
010a1a0058	Yok'is'aani naanaa yeleedda. Unttunttune: Almmodaada, Sheleefa, Has'armmaaweta, Yeraaha,
010a1b001c	Hadoraama, Uzaala, Diik'ila,
010a1c001c	Oobaala, Abimaa'eela, Saaba,
010a1d0048	Ofiira, Hawiilanne Yobaaba. Hawanttu ubbaykka Yok'is'aana attuma naanaa.
010a1e006d	Unttunttu de'eedda heeray Meeshappe biide away doliyaa baggana de'iyaa derii dariyaa gadiyaan Safaara gakkee.
010a1f009f	Seema attuma naanay barenttu yaran yaran, barenttu k'aalan k'aalan, barenttu gadiyaan gadiyaaninne barenttu kawutetsan kawutetsan s'aafetteeddawanttu hawantta.
010a2000c8	Hawanttu barenttu yaran yaraaninne barenttu kawutetsan kawutetsan s'aafetteedda Nohe attuma naanaa zaratuwaa. Bashshaa haatsaappe simmiide, kawutetsatuwaa hawanttuppe sa'aa ubbaw yeletti aakkeeddinno.
010b01004d	Sa'aa bollan de'iyaa Asay ubbay koyro itti doonaanne itti k'aalaa haasayiino.
010b020073	Asatuu away kesiyaa bagga simmiide beedda wode, Sanaa'oore giyaa gadiyaan dembbaa ittuwaa demmiide yan, utteeddino.
010b0300a5	Unttunttu ittuu ittuwaa, «Haa yiite; s'uubiyaa med'd'iide, taman s'uuggoytte» yaageeddino. Unttunttu shuchchaa diraw s'uubiyaa, urk'k'aa diraw shidiyaa akkeeddino;
010b0400c3	«Haa yiite; nu suntsaa s'eesissanawunne k'ay nuuni ha sa'aa ubbaa bollan laalettennaan attanaw itti wolk'k'aama katamaanne s'eeray saluwaa gakkiyaa itti pook'iyaa nuw kees's'oytte» yaageeddino.
010b050059	Shin Goday asatuu kees's'eedda wolk'k'aama katamaanne pook'iyaa be'anaw duge wod'd'eedda;
010b0600df	Med'inaa Goday «Hekko unttunttu itti asaa; k'ay unttunttu ubbaykka itti k'aalan haasayiino; unttunttu ha"i hawaa ootsanaw doommowaappe guyye, unttunttu barenttoo ootsanaw k'oppowaa unttunttoo danddayettenawe ayaynne baawa.
010b07007c	Haa yiite; duge wod'd'iide unttunttu ittuu haasayiyaa k'aalaa ittuu erenna mala, unttunttu k'aalaa dummayoyitte» yaageedda.
010b08007c	Med'inaa Goday unttuntta hewaappe sa'aa ubbaa bollan laalina, unttunttu he wolk'k'aama katamaa kees's'iyaawaa aggiisheedino.
010b090091	Med'inaa Goday sa'aa asaa k'aalaa yan dummayeedda diraw, he katamay Baabeela geetetteedda. Goday unttuntta hewaappe sa'aa ubbaa bollan laaleedda.
010b0a00a1	Seema yeletay hawaappe kaaliide s'aafetteeddawaa. Bashshaa haatsaappe guyye, laa"u laytsaa gidina, Seema laytsay 100 gideedda wode, Seemi Arifaakisaada yeleedda.
010b0b0071	Seemi Arifaakisaada yeleeddawaappe guyye, 500 laytsaa de'eedda; hara attuma naanaakka mac'c'a naanaakka yeleedda.
010b0c0034	Arifaakisaadi 35 laytsaa de'iide, Shelaaha yeleedda;
010b0d0074	Arifaakisaadi Shelaaha yeleeddawaappe guyye, 403 laytsaa de'eedda; hara attuma naanaakka mac'c'a naanaakka yeleedda.
010b0e002d	Shelaahi 30 laytsaa de'iide, Eboora yeleedda;
010b0f006d	Shelaahi Eboora yeleeddawaappe guyye, 403 laytsaa de'eedda; hara attuma naanaakka mac'c'a naanaakka yeleedda.
010b10002d	Eboori 34 laytsaa de'iide, Peeleega yeleedda;
010b11006d	Eboori Peeleega yeleeddawaappe guyye, 430 laytsaa de'eedda; hara attuma naanaakka mac'c'a naanaakka yeleedda.
010b12002c	Peeleegi 30 laytsaa de'iide, Raa'a yeleedda;
010b13006c	Peeleegi Raa'a yeleeddawaappe guyye, 209 laytsaa de'eedda; hara attuma naanaakka mac'c'a naanaakka yeleedda.
010b14002b	Raa'u 32 laytsaa de'iide, Saruuga yeleedda;
010b15006b	Raa'u Saruuga yeleeddawaappe guyye, 207 laytsaa de'eedda; hara attuma naanaakka mac'c'a naanaakka yeleedda.
010b16002e	Saruugi 30 laytsaa de'iide, Naakoora yeleedda;
010b17006e	Saruugi Naakoora yeleeddawaappe guyye, 200 laytsaa de'eedda; hara attuma naanaakka mac'c'a naanaakka yeleedda.
010b18002c	Naakoori 29 laytsaa de'iide, Taara yeleedda;
010b19006c	Naakoori Taara yeleeddawaappe guyye, 119 laytsaa de'eedda; hara attuma naanaakka mac'c'a naanaakka yeleedda.
010b1a0041	Taari 70 laytsaa de'iide, Abraama, Naakooranne Haaraana yeleedda.
010b1b0079	Taara yeletay hawaappe kaaliide s'aafetteeddawaa. Taari Abraama, Naakooranne Haaraana yeleedda; Haaraani Loos'a yeleedda.
010b1c0082	Haaraani bare aawuu Taari pas'a de'ishshin, bare yeletteedda Kaladaawetuwaa gadiyaan, Uura giyaa wolk'k'aama kataman hayk'k'eedda.
010b1d00bb	Abraaminne Naakoorinne laa"attuukka akkeeddino; Abraamo machchatti suntsay Saaro; k'ay Naakoora machchatti suntsay Milkko; Milkka Haaraana naatto; Haaraani Milkkiwunne Yiskkaaniw aawuwaa.
010b1e0020	Saara mantsato; iziw na'i baawa.
010b1f0115	Taari bare na'aa Abraama, bare na'aa Haaraana na'aa Loos'anne, bare na'aa Abraamo machchatto Saaro akkiidde kesina, unttunttu ittippe Kanaane gadiyaa baanaw Uuri giyaa Kaladaawetuwaa katamaappe denddeeddino; shin unttunttu Kaaraane giyaa katamaa gakkanaw biide, yan utteeddino.
010b200032	Taari 205 laytsaa de'iide, Kaaraanen hayk'k'eedda.
010c010094	Med'inaa Goday Abraama yaageedda; «Neeni ne gadiyaappe, ne dabbotuwaappenne ne aawuwaa golle asaappe shaakettaade, taani neena bessiyaa gadiyaa ba.
010c02007c	Taani neena wolk'k'aama kawutetsaa ootsana; k'ay taani neena anjjana; taani ne suntsaa gitayana; yaatina neeni anjjo gidana;
010c030098	taani neena anjjiyaawantta anjjana; k'ay neena shek'k'iyaawantta taani shek'k'ana; ha sa'aa bollan de'iyaa Asay ubbay ne baggana anjjettana» yaageedda.
010c04009a	Abraame Med'inaa Goday aw odeeddawaadan denddiide beedda; Loos'ekka aanana beedda; Abraame Kaaraaneppe beedda wode, aw laytsay laappun tammanne ichchesha.
010c0500e8	Abraame bare machchatto Saaro, bare ishaa na'aa Loos'a, yan shiishsheedda barenttu mas'uwaa ubbaanne, Kaaraanen unttunttu demmeedda k'oomatuwaa akkiide, Kanaane gadiyaa baanaw denddeedda; biide unttunttu Kanaane gadiyaa gakkeeddino.
010c060095	Abraame he gadiyaan Sekeema giyaa sa'aan de'iyaa Moore giyaa wolk'k'aama wolaa gakkanaw hametiidde beedda. He wode Kanaane asatuu he gadiyaan de'ino.
010c0700b9	Shin Med'inaa Goday Abraamaw k'onc'c'iide Aa, «Ha gadiyaa taani ne zeretsaw immana» yaageedda. I barew k'onc'c'eedda Med'inaa Godaw he sa'aan yarshshiyaa sa'aa kees's'iide goynneedda.
010c080124	Hewaappe denddiide, Beeteeleppe away doliyaa baggana de'iyaa deretiyaa sa'aa biide, hewaan Beeteele away wulliyaa bagga aggiide, k'ay Ayi away doliyaa bagga aggiide, gidduwaan bare dunkkaaniyaa d'ogeedda; hewaan Med'inaa Godaw yarshshiyaa sa'aa kees's'iide, Med'inaa Godaa suntsaa s'eeseedda.
010c090048	Hewaappe guyye, Abraame yaappe denddi biide Neegeeba bazzuwaa gakkeedda.
010c0a0078	He wode he gadii koshateedda; koshay s'iis's'i de'iyaa diraw, Abraame amareeda wodiyaa de'anaw duge Gibis'e wod'd'eedda.
010c0b008e	Gibis'e gelana hanishin, Abraame bare machchatto Saaro hawaadan yaageedda; «Sisa; neeni loytsa malaa lo"o mac'c'a asaa gidiyaawaa taani eray.
010c0c0081	Gibis'e asatuu neena be'iyaa wode unttunttu, ‹Hanna Aa machchatto› yaagiide unttunttu taana wod'ana; shin neena pas'a aggana.
010c0d0095	Simmi unttunttu taw ne gaasuwaan keekana malanne, k'ay taani hayk'k'ennan ne gaasuwaan attana mala neeni, ‹Taani Aa michchato› yaaga» yaageedda.
010c0e0076	Abraame Gibis'e biittaa geleedda wode, Gibis'e asatuu he mishirata daro malaa lo"o mac'c'a asaa gidiyaawaa be'eeddino.
010c0f0088	K'ay Gibis'e kaatiyaw ootsiyaa kaappatuukka izo be'eedda wode, kaatiyaa sintsan izo nashsheeddino; yaatiide izo kaatiyaa golle afeedino.
010c1000c8	Yaatina izi gaasuwaan kaatii Abraama lo"o ayfiyaan s'eelleedda; Abraamaw dorssatuwaanne booratuwaa, attuma haretuwaanne mac'c'a haretuwaa, attuma k'oomatuwaanne mac'c'a k'oomatuwaa, gaaluwaa immeedda.
010c110085	Shin Med'inaa Goday Abraama machchatti Saari gaasuwaan Gibis'e kaatiyaa bollanne Aa soo asaa bolla daro kaa'iyaa harggiyaa yeddeedda.
010c120079	Yaatina kaatii Abraama s'eesiide, «Neeni hawaa ayaw ta bolla ootsaad? iza ne machchatto gideeddawaa ayaw taw odabeykkii?
010c1300b5	Neeni izo, ‹Iza ta michchato› gaade taw ayaw odaaddii? Taani izo taw machche ootsanaw akkeeddawe hewaa diraassa. Simmi ha"i ne machchatto hanno be'a; izo akkaade ba» yaageedda.
010c140063	Bare asaa azazina, unttunttu Abraama Aa machchattinanne aw de'iyaa ubbabaanna kessiide yeddeeddino.
010d01007f	Hewaa diraw Abraame bare machchattinanne, barew de'iyaawaa ubbaanna Gibs'eppe Negeeba bazzuwaa beedda; Loos'ekka aanana beedda.
010d020040	Abraame he wode miizaa, biraaninne work'k'aan darii duretteedda.
010d030089	I Negeebappe denddiide Beeteele gakkanaw beedda; he sa'aynne Beeteeleppenne Ayippe gidduwaan I koyro bare dunkkaaniyaa d'ogeedda sa'aanne
010d04005c	yarshshiyaa sa'aa I koyro kees's'eedda sa'aa. Yan Abraame Med'inaa Godaa suntsaa s'eeseedda.
010d05004b	Abraamena yuuyyiyaa Loos'ewukka miizzay, dorssaa wudiinne dunkkaanii de'ee.
010d06008e	Shin unttunttu ittippe de'anaw unttunttoo biittay gidibeenna; unttunttoo daro mehii de'iyaa diraw, unttunttu ittippe de'anaw danddayibeykkino.
010d0700a8	Hewaa gaasuwaan Abraamo wudiyaa heemmiyaawanttu giddoninne Loos'e wudiyaa heemmiyaawanttu giddon walassay kesseedda. He wode Kanaanatuunne Parzzetuu he gadiyaan de'ino.
010d0800ac	Yaanina Abraame Loos'a, «Nuuni ishatuwaa gidiyaa diraw, ta giddoninne ne giddon, ta wudiyaa heemmiyaawanttu giddoninne ne wudiyaa heemmiyaawanttu giddon walassaa kessoppa.
