2a00000005	Luuka
2a040c0077	Yeesu amushubiza ntya: «aMandiko Matagatiifu maderhere ntya: ‹Orhahira okageregeza Nnaweerhu, Nnamahanga waawe.›»
2a040d0059	Abeere amala kugeregeza Yeesu omu ngasi kuntu, Shetaani aja hale naye kugera ekindi gihe.
2a040e0075	Yeesu agaluka eGalilaaya eyi ayunjwire obuhashe bwa Muuka-Mutagatiifu. Emyaazi yaage y'amenyikana mwaho hantu hooshi.
2a040f003e	Alema ayigiriza omu masinagoogi na ngasi muntu alema amukuuza.
2a0410008a	Yeesu aja eNazareeti, emunda alemberwaga. Olusiku lw'eSaabato, aja omu sinagoogi nk'oku ali komeere. Ayimanga gusoma aMandiko Matagatiifu.
2a0411005e	Bamuheereza egitaabu ch'omuleebi Isaya. Azinguula cho n'okuva abona olukere luyandikirwe ntya:
2a041200d7	«oMuuka gwa Nnaweerhu gundi ko. Kwenge akinshogere mpu ndeme nayigiriza abakene oMwazi Mwinja. Antumire kuyaamagiza ogushwekuulwa kw'abali omu munyororo n'empumi oguhumuulwa ameesho, n'okulikuulwa kw'ababonereerwe,
2a0413003b	n'okuyaamagaza omwaka Nnaweerhu ayeerekana olukogo lwage.»
2a0414007a	Yeesu azinga egitaabu, achigalulira omukozi n'okuyikala. Abantu booshi baliiri omu sinagoogi baliiri kumuseeza kw'ameesho.
2a04150058	Ava ahwanza kubabwira ntya: «Zeene aMandiko Matagatiifu mwayuusa kuyunva mamayeenera.»
2a04160085	Booshi baalema bamudumiiriza n'ogusoomererwa ebinwa binja aliiri kuderha. Baalema baderha ntya: «K'arhali mugala wa Yozefu oyuula?»
2a041700c9	Yeesu abwira bo ntya: «Okuli, mwambwira oguula mugani: ‹Mufumu, ochifumye wenyine.› Na kandi mwambwira: ‹Rhwayunviirhe ebiwajirire byooshi eGaperinaumu. Jira ebiri nk'ebyo kuno mwenyu nako.›»
2a0418005d	Ashubi yongeera ntya: «Mbabwirire okuli: nta muleebi oyankirirwa bwinja omu gishagala chaabo
2a041900c1	Okuli, mbabwirire okw'eIsraheeli haliiri abashumbakazi banene amango ma Eliya. Amo mango envula yamala myaaka esharhu na myeezi ndarhu buzira gurhoga. Enzara nene yabonekana omu gihugo chooshi.
2a041a0081	Sy'aliko Eliya arharhumwaga emwa muguma wabo, aliko arhumwa emw'omushumbakazi muguma wali lamire eSarepata omu gihugo ch'Sidoona.
2a041b0089	Haliiri kandi ababenzibenzi banene omu Israheeli amango m'omuleebi Elisha. Na ntaaye omu bo wafumire, aliko oMusuuriya Namaani yenyine.»
2a041c003c	Booshi baliiri omu sinagoogi babeere bayunva ntyo, bakaliha.
2a041d0085	Bayimanga, bakuula Yeesu omu gishagala, bamuheeka elugulu w'omusozi gwaliyumbakirwe ko echo gishagala mpu yi bamushunika omu lubanda.
2a041e0028	Aliko agera ahagarhi kaabo, achigendera.
2a041f00a6	Enyuma z'ebi, Yeesu aja ayandagalira omu gishagala ch'eGaperinaumu ch'omu gihugo ch'eGalilaaya. Olusiku lw'eSaabato lwabeere lwahika, agenda kuyigiriza omu sinagoogi.
2a04200052	Abantu basoomererwa bweneene enyigirizo zaage, kwenge aliiri kuderha n'oburhegesi.
2a04210055	Omu sinagoogi haliiri omuntu walifarhirwe n'omuzimu. Akankama ntya n'omulenge munene:
2a04220071	«Yoo! Yeesu w'eNazareeti, gichi warhushonda ko? K'oyinjire gurhumala? Nkuyinji! Oli Mutagatiifu wa Nnamahanga.»
2a042300b4	Yeesu akankamira bweneene oyo omuzimu n'okumubwira ntya: «Sira, rhenga m'oyu muntu!» Omuzimu akabula oyo muntu oku budaka ahagarhi k'abantu n'okumurhenga mo buzira kumujira kubi.
2a04240082	Abantu booshi basoomerwa n'okubwirana ntya: «Byo bich'ibi? Oyu muntu y'arhegeka n'ogukalihira n'emisi abazimu, nabo banahuluka!»
2a0425003d	N'emyaazi eyerekeere Yeesu yayandaala mw'echo gihugo chooshi.
2a04260081	Yeesu ahuluka omu sinagoogi ayeerekeza emwa Simooni. Nazaala wa Simooni ali libukire n'eshuushira linene. Baahema Yeesu amufumye.
2a0427006f	Yeesu amuyegeera, akalihira eshuushira, nalyo lyamuleka. Ho n'aho oyo mukazi ayuumuka n'ogurhondera kubakolera.
2a04280086	Ezuuba lyabeere lyaazika, abantu baligwerhe abalwala ba ngasi ndwala, baleerhera bo Yeesu. Ahira amaboko ku ngasi muguma n'okubafumya.
2a042900ad	Abazimu barhenga omu balwala banene eyi bali babweja ntya: «Oli Mugala wa Nnamahanga!» Aliko Yeesu abakalihira n'okubabuza kuderha. Kwenge boowe baliyinji okw'ali Krisitu.
2a042a00a1	Bwabeere bwacha, Yeesu arhenga ahoola, achijiira ahantu harhali bantu. Abantu banene barhondera kumushonda. Babeere bamushimaana, bashonda kumubuza arhabalekaga.
2a042b00a1	Aliko Yeesu abwira bo ntya: «Ngwasize kuyigiriza oMwazi Mwinja g'obwime bwa Nnamahanga omu bindi bishagala nabyo. Kwenge echo chicharhumaga Nnamahanga antuma.»
2a042c0034	Alema ayigiriza omu sinagoogi z'egihugo ch'eYudeeya.
2a0501009f	Lusiku luguma, Yeesu aliyimangire ahaburhambi bw'enyanja eyirikwa Genezareeti. Abantu banene balwisa kuja ahaburhambi bwage kuyunviriza eChinwa cha Nnamahanga.
2a05020062	Abona maarho mabiri mali emushengo. Abashaana eyi barhengere mo bakola bali gushuka emilaga yaabo.
2a050300bb	Yeesu ashonera omu bwarho buguma. Bwaliiri bwa Simooni. Yeesu amuhema okw'abushunike hale bugeeke n'emushengo. Yeesu ayikala m'obo bwarho n'ogurhondera guhaana enyigirizo zaage oku bantu.
2a0504008a	Abeere amala kuderha, abwira Simooni ntya: «Shegera hale, ah'amenji maleehere. Wooyo n'abenyu, muhire emilaga yenyu omu menji, murhege.»
2a05050091	Simooni amushubiza ntya: «Mwigiriza, rhwalibukire obudufu booshi, rhwamanahina. Aliko obo wamambwira oku njire ntyo, nahira emilaga omu menji.»
2a05060061	Babeere baajira ntyo, bayirha efi zinene bweneene, oku bulyo emilaga yaabo yarhondera guchiibera.
2a0507009f	Basimira abaabo baliiri omu bwindi bwarho mpu bayinje babagwase. Aboola bayinja. Booshi haguma bayunjuza amo maarho mabiri, oku bulyo maalema mayika omu menji.
2a0508008f	Simooni Petero abeere abona ebyoola, afukama embere za Yeesu n'okuderha ntya: «Orhanyegeeraga, Nnaweerhu, kwenge nyoono ndi muntu w'ebyaaha!»
2a05090052	Simooni n'abaliiri naye, booshi baalisomeerwe ntya elugulu w'efi zinene bayirhaga.
2a050a00b4	Yakobo na Yohaana, bagala ba Zebedayo, baliiri gurhega haguma na Simooni, nabo basoomerwa. Aliko Yeesu abwira Simooni ntya: «Orhayuubahaga: gurhengera zeene waaja waloba abantu.»
2a050b0049	Baava basiika amaarho maabo emushengo. Baaleka byooshi, bakulikira Yeesu.
2a050c00f8	Amango Yeesu aliiri omu gishagala chiguma ch'omu bishagala by'eGalilaaya, haahulukira omuntu oyunjwire ebibenzi. Abeere abona Yeesu, achikabula embere zaage, amalanga oku budaka n'okumuyinginga ntya: «Nnaweerhu, akaba bigusimiisize, wakancheesa.»
2a050d007a	Yeesu alambuula okuboko, amuhuma ko n'okuderha ntya: «Binsimiisize, ocheeswe!» Ho n'aho, ebibenzi by'oyo muntu byaafuma.
2a050e00bd	Yeesu amurhegeka ntya: «Nta muntu obwirage ebiila. Aliko oje guchiyeerekana emw'omudaahwa, ohaane entuulo y'ogucheeswa nk'oku Muusa ayirhegekaga. K'okuyeereka abantu booshi oku wafumire.»
2a050f0080	Aliko emyaazi eyerekeere Yeesu yayandaala hooshi. Abantu banene baalema bachiigusha mpu bamuyunvirize, anabafumye endwala zaabo.
2a0510003b	Aliko Yeesu alema ayongoloka kuja gusaliira aharhali bantu.
2a051100f3	Lusiku luguma, Yeesu aliiri kuyigiriza. aBafarisaayo n'abigiriza b'amarhegeko bali bayikeere ahoola, bahulukiraga omu bishagala byooshi by'eGalilaaya, by'eYudeeya n'eYerusaleema. N'obuhashe bwa Nnaweerhu bwaliiri haguma naye y'afumya abalwala.
2a0512008a	Ho n'aho abantu baguma baagera ho baheekere omuntu ohunzize oku gipoyi. Baliiri gushonda kumuheeka omu nju n'okumurhabika embere za Yeesu.
2a051300bc	Aliko baabula ngahe bakamugezeza elugulu w'abantu banene. Baava bashona oku nju elugulu n'ogukubuula amatebura, bamuchimiza oku gipoyi ahagarhiigarhi k'echigusho ch'abantu embere za Yeesu.
2a0514006c	Yeesu abeere abona obwemeezi bw'abo, abwira oyo mulwala ntya: «Mwira waani, ebyaaha byaawe byababaliirwe.»
2a051500ad	Abigiriza b'amarhegeko n'aBafarisaayo barhondera gukengeera ntya: «Oyu mulume ali nde oli kudukanga Nnamahanga? Nde wakagala kubabalira ebyaaha arhali Nnamahanga yenyine?»
2a0516006f	Yeesu amenya enkengeero zaabo, ava ababaza ntya: «Chagarhuma mwagwarha enkengeero ziri ntya omu mirhima yenyu?
2a05170078	Bichi biyoolohere, akaba okuderha ntya: ‹Ebyaaha byaawe byababaliirwe›, changwa okuderha: ‹Yimanga, olambagire?›
2a051800c1	Leero nshondere mumenye oku Mwene oMuntu agwerhe obuhashe b'okubabalira ebyaaha omu gulu.» Ava abwira oyo mulwala ohunzize ntya: «Nkubwirire, yimanga, rhoola egipoyi chaawe, ogaluke emwawe!»
2a05190095	Ho n'aho oyo muntu ayimanga embere z'abantu booshi, ava arhoola egipoyi chaage aliiri kulyaama ko, n'oguchijiira emwage ey'aheerhe akuuza Nnamahanga.
2a051a006b	Booshi basoomerwa, bakuuza Nnamahanga. Bayuubaha n'okuderha ntya: «Zeene rhwabwene oku bintu bisomeezwe!»
2a051b008f	Buzinda bwaho, Yeesu ahuluka, abona omufurhiisa w'amakooli oyirikwa Laawi, ey'ayikeere ahantu bafurhiisiza. Yeesu amubwira ntya: «Nkulikira!»
2a051c002e	Laawi aleka byooshi, ayimanga n'okumukulikira.
2a051d0079	Laawi amujirira esheego nene omu mwage. Abafurhiisa b'amakooli banene n'abandi bantu baliiri gusangira meeza maguma nabo.
2a051e00a4	aBafarisaayo n'abigiriza b'amarhegeko balunduma n'okubwira abigirizwa ba Yeesu ntya: «Chagarhuma mwalya n'okunywa haguma n'abafurhiisa b'amakooli n'abanyabyaaha?»
2a051f0058	Yeesu abashubiza ntya: «Arhali abantu bagumaguma bo bakenera omufumu sy'aliko abalwala.
2a05200081	Ntayinjaga guhamagala abakengereere oku bakwaneene sy'aliko abayinji oku bali banyabyaaha yi babileka n'okugalukira Nnamahanga.»
2a052100ac	aBafarisaayo bamubwira ntya: «Abigirizwa ba Yohaana kuguma n'abeerhu bazigaana guchiibuza kulya banajira n'esaala, aliko ab'emwawe boowe yi bagendeerera kulya n'okunywa.»
2a0522007d	Yeesu ashubiza bo ntya: «Ka mwakabuza abeera b'omuhya-mulume kulya n'okunywa n'obo omuhya-mulume achiri haguma nabo? Nangwa!
2a05230059	Nji hayinja amango banyegwa omuhya mulume, mw'ezo siku nji bachiibuza okulya n'okunywa.»
2a052400dd	Abwira bo kandi guno mugani: «Ntaaye okuula ehisharhe oku mwenda muhyaahya mpu ahihangire oku mwenda gushaajire. Kwenge owajira ntyo, nj'aba aberere omwenda muhyaahya, n'ehisharhe arhoolere hirhakananiira oku gushaajire.
2a0525009c	Na ntaaye ohira edivaayi y'omuhyo omu ndaha zishaajire; okwindi, kuli kuderha oku, edivaayi y'omuhyo enabera endaha, yanabirira n'endaha zanaberekera busha.
2a0526003c	Aliko bihemere guhira edivaayi y'omuhyo omu ndaha zihyaahya.
2a0527006f	Na nta muntu wanywere oku divaayi y'enchulama wagasiima ey'omuhyo, kwenge baderha oku ey'enchulama y'enyinja.»
2a060100a9	Lusiku luguma lw'eSaabato, Yeesu n'abigirizwa baage baliiri kulenga omu mashwa m'engano. Abigirizwa baage bayaagula emihuli y'engano, bayivunga omu fune n'okulya embeke.
2a0602005a	aBafarisaayo baguma bababaza ntya: «Chagarhuma mwajira ebilahiizwe olusiku lw'eSaabato?»
2a0603006a	Yeesu abashubiza ntya: «Ka murhasomaga ebi Daawudi ajiraga n'abaliiri haguma naye eyi bayunviirhe enzara?
2a060400bc	Aja omu Nju ya Nnamahanga, arhoola emigati barhuuliraga Nnamahanga. Ayilya ko, ayiha oku baliiri haguma naye, n'obo eRhegeko lyeerhu liyemereere okw'abadaahwa bonyine bagwasize kulya yo.»
2a0605003e	Kandi Yeesu ababwira ntya: «Mwene oMuntu ye nyina eSaabato.»
2a0606007b	Olwindi lusiku lw'eSaabato, Yeesu aja omu sinagoogi kuyigiriza. Ahoola haliiri omuntu muguma w'okuboko kw'ekulyo guhunzize.
2a060700a4	Abigiriza b'amarhegeko n'aBafarisaayo baliiri kumuloleereza bweneene yi baabona akaba agafumya olusiku lw'eSaabato, kwenge baliiri gushonda echagarhuma bamusidaaka.
2a06080099	Aliko Yeesu aliyinji enkengeero zaabo. Ava abwira ntya oyo muntu w'okuboko guhunzize: «Yimanga, oje ahagarhi k'abantu booshi.» Ava ayuumuka n'okuja ho.
2a06090097	Yeesu abwira bo ntya: «Mbabazize ntya: gichi chiyemereerwe olusiku lw'eSaabato? Okujira amenja changwa amabi? Ogufumya omuntu changwa okumuleka afe?»
2a060a0069	Abalola booshi, abwira oyo muntu ntya: «Gonyoola okuboko kwawe.» Oyo muntu akugonyoola n'okuva kwafuma.
2a060b006e	Aliko abigiriza b'amarhegeko n'aBafarisaayo bayunjulwa n'omujinya n'ogurhondera kubazana gurhe bajirage Yeesu.
2a060c0062	Amo mango, Yeesu aja oku musozi kuja gusaliira. Amala k'obudufu booshi ey'ali asaliira Nnamahanga.
2a060d0073	Bwacheere eseezi, ahamagala abigirizwa baage, achishoga mw'ekumi na babiri. Abayirika «Ntumwa.» Ezo ntumwa zeezi:
2a060e006f	Simooni oyu Yeesu ahaaga eziino lya Petero, na Ndereya mwene waabo, Yakobo na Yohaana, Firipo na Baritolomaayo,
2a060f0045	Matayo na Tomaasi, Yakobo mwene Lufaayo na Simooni waliiri Muzelooti,
2a06100041	Yuuda mwene Yakobo na Yuuda Isikariyooti, ye wahindukaga mulenzi.
2a061100e3	Yeesu ayandagala nabo gurhenga oku musozi n'okuyimanga omu kabanda ahaliiri abigirizwa baage banene. Ahoola haliiri n'echigusho chinene ch'abantu: abantu b'eYudeeya, ab'eYerusaleema na ab'echamashinji ch'eTiiro na ech'eSidoona.
2a0612005e	Bayinjaga mpu bamuyunviirize anabafumye endwala zaabo. Abantu baalifarhirwe n'abazimu baafuma.
2a06130073	Ngasi muntu aliiri gushonda amuhume ko, bulaala obuhashe bwa Nnamahanga bwaliiri kumurhenga ko n'okubafumya booshi.
2a0614007a	Yeesu aja alola abigirizwa baage n'okuderha ntya: «Mugishirwe, mwe muli bakene, kwenge oBwami bwa Nnamahanga buli bwenyu!
2a0615006f	Mugishirwe, mwe muli nzara buno, kwenge nji mwayuugurha! Mugishirwe, mwe muli kulira buno, kwenge nji mwasheka!
2a06160092	Mugishirwe, akaba abantu bakabayanga, akaba bakabalahira, bakabadukanga n'okuderha kubi elugulu w'amaziino menyu, kwenge muyemereere Mwene oMuntu.
2a061700af	Musiime n'ogushagaluka amango ebyoola nji byabahikira, kwenge oluhembo lwenyu luli lunene omu mpingu. Ntyo maani ku bashookuluza baabo baliiri kulibuza abaleebi ba Nnamahanga.
2a0618004b	Aliko buhanya bwenyu mwe bachire! Kwenge mwabo mwahaabirwe olwenyu luhembo!
2a06190093	Buhanya bwenyu mwe muyugurhire buno! Kwenge nji mwagwarha enzara! Buhanya bwenyu mwe muli gusheka buno! Kwenge nji mwaba omu mishiibo n'omu malira!
2a061a0084	Buhanya bwenyu akaba abantu booshi bali kubaderha bwinja, kwenge ntyo ku bashookuluza baabo baliiri kujirira abaleebi b'obubeeshi!»
2a061b0061	«Aliko mbabwirire, mwe muli kunyunva: musiime bashombanyi benyu, mujire amenja oku babashombere;
2a061c0030	mugishe abanabavuma n'ogusaliirira ababadukanga.
2a061d0088	Akaba omuntu agushuurhire oku rhama liguma, omuyeerekeze n'elindi; nk'omuntu akunyagire egorhe lyaawe, omuleke arhoole n'esimiisi yaawe.
2a061e0064	«Ohe ngasi yeeshi oguhemere echintu, na nk'omuntu agurhoolere ehyaawe, orhagishiibaga wamuhema hyo.
2a061f0038	«Mujirire abantu nk'oku mushondere abandi babajirirage.
2a06200079	Nka musiimire aba basiima bonyine, mukengereere oku nji mwahaabwa oluhembo? Nanga! aBanyabyaaha nabo basiima aba basiima!
2a06210085	N'akonva mujira amenja oku babajirira amenja bonyine, mukengereere oku nji mwahaabwa oluhembo? Nanga! aBanyabyaaha nabo baajira ntyo.
2a062200a9	N'akaba muyindika aba mulangaalire oku nabo nji babajuha, mukengereere oku nji mwahaabwa oluhembo? Nanga! aBanyabyaaha nabo bayindika abandi banyabyaaha yi nji babajuha!
2a062300e5	Ahuubwe, musiime bashombanyi benyu, mubajirire amenja n'oguhoza buzira kulingiriza kugalulirwa echintu. Ntyo, nji mwahaabwa oluhembo lunene n'okuba beene Nnamahanga w'Elugulu Bweneene, kwenge ali mwinja oku barhasiima n'oku babi.
2a0624002e	«Mube n'olukogo nk'oku Yisho ali w'olukogo.»
2a062500ca	«Murhachiiraga muntu olushinja na Nnamahanga naye arhakabachiira lushinja. Murhaderhaga okw'abandi bahanwe na Nnamahanga arhakaderha oku muhanwe. Ahuubwe mubabalire abandi na Nnamahanga nj'abababalira.
2a062600cc	Muhe abandi na Nnamahanga nj'abaha. Nji mwahaabwa omulengo gulengerwe bwinja, gusindagiirwe n'okuyunjuzwa bweneene kugera ogusheeshekala. Bulaala Nnamahanga nj'abalengera n'omulengo mulengera mo abandi.»
2a06270092	Yeesu ashuba kubabwira omugani: «Empumi erhakalambagiza eyindi mpumi, k'arhali ntyo? Akaba ntyo, oku bali babiri booshi banarhogera omu kijokole.
2a06280073	Omwigirizwa arhaba elugulu w'omwigiriza waage; alik'omwigirizwa oyigiriizwe bwinja anaba kuguma n'omwigiriza waage.
2a0629006b	«Chagarhuma walola ehirhi hiri omu liisho lya mwene wenyu n'obo orhamenyere egirhi chiri omu liisho lyawe?
2a062a010b	Gurhe wakabwira mwene wenyu ntya: ‹Mwene weerhu, leka ngukuule ehi hirhi hiri omu liisho lyawe›, werhabwene chiro egirhi chiri omu ly'emwawe? We ndyaalya we, rhang'okuule egirhi chiri omu liisho lyawe y'obona bwinja n'ogukuula ehirhi omu liisho lya mwene wenyu.»
2a062b0053	«Omurhi mwinja gurhayeeza amalehe mabi. N'omurhi gulwere gurhayeeza amalehe menja.
2a062c0075	Ngasi murhi gumenyikana oku malehe maago. Barhacha amalehe m'omutiini oku mirhi y'emishaaki n'emizabiibu oku marhovu.
2a062d00bd	Omuntu mwinja akuula ebintu binja biri omu murhima gwage n'omuntu mubi naye akuula ebintu bibi biri omu murhima gwage. Kwenge obuunu bwa ngasi muntu buderha ebiyunjwire oku murhima gwage.»
2a062e0051	«Girhuma mumpamagala ‹Nnaweerhu, Nnaweerhu›, n'obo murhajira ebi mbabwirire?
2a062f005f	«Omuntu w'okuja emunda ndi, oyunva ebinwa byaani n'okubihira omu bijiro, tala gurhe ashushire:
2a063000f9	ali nka muntu oli kuyumbaka enju. Ajokwere bweneene omu budaka kugera oku baale, arhonderera ahoola kuyumbaka. Amango emisuuka yayinjaga, amenji m'olwinji machishenya kw'eyo nju, aliko marhagalaga kuyishaganya, kwenge eyo nju yali yumbakirwe bwinja.
2a063100ea	Aliko, oyunviirhe ebinwa byaani buzira kubihira omu bijiro ali nka muntu oyumbakire enju oku budaka buzira kujokola y'arhonderera ahoola kuyumbaka bwinja. Amango emisuuka yagishenyaga kw'eyo nju, yahika yaagwa: yashandaakala looshi.»
2a07010060	Yeesu abeere amamala kubwira olubaga lwaliiri kumuyunviriza ebi binwa byooshi, aja eGaperinaumu.
2a0702006d	Eyoola, omukulu w'abasoda w'ekirooma aligwerhe omuja waage w'akamaro. Oyo muja alilwere bweneene ey'ali bufa.
2a07030096	Oyo mukulu w'abasoda abeere ayunva yi baderha ebiyerekeere Yeesu, amurhumira abashamuka baguma b'aBayaahudi kumuhema ayinje amufumize oyo omuja waage.
2a07040081	Babeere baagera emwa Yeesu, barhondera kumuyinginga bweneene n'okuderha ntya: «Oyu mukulu w'abasoda akwaneene gurhabaalwa naawe.
2a0705004b	Kwenge anasiima olubaga lwerhu, yeewe ye wayumbakisaga esinagoogi yeerhu.»
2a070600c4	Nnaweerhu ava agenda nabo. Abeere akola ali hoofu n'enju, oyo mukulu w'abasoda arhuma abeera baage kubwira Yeesu ntya: «Mwigiriza, orhashiibaga wachilibuza. Nyoono ntakwaneene mp'ohike omu mwani.
2a07070064	Chegirhumire ntayinja nyenyine emunda oli. Aliko oderhe chinwa chiguma chonyine y'omuja waani afuma.
2a070800ee	Kwenge naani ndi eshiishi w'abanrhegekere na kandi ngwerhe abasoda nyimangiire. Nkabwira muguma ntya: ‹Genda!›, anagenda, na nkabwira owindi ntya: ‹Yinja!›, anayinja; na nkabwira omuja waani ntya: ‹Kola echiila!›, anagikola.»
2a070900da	Yeesu abeere ayunva ebyo binwa, asomererwa oyo mukulu w'abasoda. Ahindamuka abwira ntya echigusho ch'abantu bali bamukulikiire: «Mbabwirire oku ntashubiraga kubona obwemeezi buli ntya, nangwa! Chiro n'omu Israheeli.»
2a070a0051	Bala beera omukulu w'abasoda arhumaga, babeere bagaluka bashimaana omuja afumire.
2a070b007d	Enyuma z'aho, Yeesu aja omu gishagala chiguma chiyirikwa Naiina. Abigirizwa baage n'echigusho chinene ch'abantu bamuherekeza.
2a070c00db	Abeere agera hoofu n'omulyango g'olugo lw'echo gishagala, haahulukira abantu baliiri kuja guhamba omufu. Oyo mufu aliiri mwana w'echinege w'omushumbakazi muguma. Abantu banene b'ahoola baliiri haguma n'oyo mushumbakazi.
2a070d0057	Nnaweerhu abeere amubona, amuyunvira obonjo bweneene n'okumubwira ntya: «Orhaliraga!»
2a070e0078	Ayegeera n'okuva ahuma oku gipoyi. Abaali giheekere bayimanga. Yeesu aderha ntya: «Musole we, nkubwirire ntya: zuuka!»
2a070f0047	Nyagufa azuuka, ayikala n'ogurhondera kuderha. Yeesu amugalulira nyina.
2a07100099	Booshi bayuubaha. Bakuuza Nnamahanga omu kuderha ntya: «Rhwabonekeerwe n'omuleebi mukulu!», na kandi: «Nnamahanga ayinjire gurhabaala olubaga lwage!»
2a07110050	N'omu Yudeeya yooshi na hoofu nayo hooshi, abantu bamenya ebi Yeesu ali ajirire.
2a0712005d	Abigirizwa ba Yohaana bamubwira byooshi Yeesu aliiri kujira. Yohaana ahamagala babiri omu bo,
2a07130078	abarhuma emwa Nnaweerhu kumubaza ntya: «Ka wooyo we Masiiya Nnamahanga alaganyaga changwa rhukwaneene kulinga owindi?»
2a071400c5	Abo bigirizwa babiri babeere baahika hoofu na Yeesu, bamubwira ntya: «Yohaana Mubatiiza arhurhumire gukubaza ntya: ‹Ka wooyo we Masiiya ogwasizwe kuyinja changwa rhukwaneene kulinga owindi?›»
2a0715006f	Mw'akoola gashanji, Yeesu afumya abantu banene endwala zaabo, obulema, n'abazimu, n'okugalulira empumi okubona.
2a071600f3	Yeesu ashubiza abigirizwa ba Yohaana ntya: «Muje kubalira Yohaana ebi mwabwene n'okuyunva: empumi yi zabona, ebirema yi byalambagira, ababenzibenzi yi baafuma, ebihuli yi byayunva, abafu yi bafuuka, n'oMwazi Mwinja yi gwashambaalirwa abakene.
2a07170027	Agishwe olaala orhakaleka kunyemeera!»
2a071800b0	Abarhumwa ba Yohaana babeere bagenda, Yeesu ava arhondera kubwira ntya olubaga lwali ho elugulu wa Yohaana: «Gichi mwajaagilola omu mpinga? Ka lusheke lushaganyizwe n'omuyaga?
2a0719008f	Kandi, gichi mwajaaga kulola? Ka muntu oyambeere emishangi minja? Aliko abayambala emishangi minja n'okulama omu muhimbo bali omu nju z'abaami.
2a071a0076	Aliko si, gichi mwajaaga mwaja kulola? Omuleebi? Neechi, mbabwirire okw'ali muleebi, na kandi yeewe alushire omuleebi.
2a071b008e	Kwenge Yohaana y'aMandiko Matagatiifu maderhaga ntya elugulu waage: ‹Ntumire omubala mwazi waani agurhange embere, kugurheganyiza enjira.›
