2800000006	Matayo
28061e00c8	Ikaj'hiaghe K'yara akaghafueka mat'ondo mu mig'onda, ambaghyo ghidumu ligono limonga ni kilabhu ghitaghibhwa mu muoto, je, ni kwa kiasi gani ibetakufwalika muenga, muenga j'ha muj'hele ni imani ndusu?
28061f007e	Henu musij'hi ni bhuogha ni kujobha, 'Je twibetakulya kiki?' au “Je twibetakunywa kiki?” au “Je twifuala ngobho gani?”
2806200068	Kwa kuj'ha mataifa bhilonda mambo kama agha, ni dadi j'hinu ghwa mbinguni amanyili kuj'ha mwilonda aghu.
2806210067	Lakini h'oti mulondai bhufalme bhuake ni haki j'hiakhe na agha ghoha ghibetakukabidhibhwa kwa j'hoghwe.
2806220083	Henu, usibhoni shaka kwandabha j'ha kilabhu, kwa kij'ha j'hibetakwishughulikila j'hiene. Khila ligono kuj'ha ni litalisu lya muene.
2807010030	Ukataghe kuhukumu naghwe usihidi kuhukumulibhwa.
2807020086	Kwa hukumu j'ha ghwihukumu, naghwa ghwibeta kuhukumulibhwa. Na kwa kip'hemu kya ghwip'hema naghwe pia ghwibeta kup'hemibhwa kyakuekhu.
28070300a1	Na kwa ndabha j'ha kiki ghwilota kipandi kya libehe kya kuj'hele mu lihu lya ndongobhu, lakini umanyilepi kipandi kya ligogo ambakyo kuj'hele mu lihu lya bhebhe?
280704009b	Ghwibhesyabhuli kujobha kwa ndongobhu, lendai nikubhosiaghe kipandi kya kij'hele mu lihu lyakhu, bhwakali kipandi kya ligogo kij'hele mu lihu lya j'hoghwe?
28070500ae	Mnafiki bhebhe; kwanza bhosiaghe ligogo lyalij'hele mu lihu lya j'hobhi, na ndipo ghwibetakubhwesya kulola nikukibhosya kipandi kya lib'ehe kyakij'hele mu lihu lya ndongobhu.
28070600d7	Usibhap'heli mabwa kyakij'hele kitakatifu, na usibhakhesusili maghorobhi, mbele j'ha bhene. Vinginevyo bhibetakufiharibu ni kufikanyatila kwa magolo, na kabhele bhibetakugeukila bhebhe ni kukurarura fipandi fipandi.
2807070073	Somaghe, naghwe ghwibetakup'helibhwa. Londai, naghwe ghwibetakukabha. Bishiaj'hi hodi naghwe ghwibetakubhopolibhwa.
280708005e	Kwa j'hej'hioha j'hola j'haisoma, ij'hamb'elela. Na kwa j'hej'hioha j'hola j'hailonda, ikabha.
28070900aa	Na kwa munu ambaj'he j'haibisha hodi ibekubhopolibhwa. Au kuj'ha ni munu miongoni mwa muenga ambaj'he, ikaj'hiaghe mwanabhe an's'omili kipandi kya nkati akampela liganga?
28070a0039	Au ikaj'hiagha an's'omili somba ni muene akampela liyoka?
28070b00ba	Henu, ikaj'hiaghe muenga mwe bhaovu mm'anyili kubhap'hela bhanabhinu zawadi sinofu, Je! Ni kiasi gani zaidi tata j'ha aj'hele kunani ibetakubhapela fenu finofu bhala bhabhan's'oma muene?
28070c00ad	Kwa ndabha ej'hu, paghwilonda kubhombibhwa khenu kyokyoha khela ni bhanu bhangi, naghwe pia j'hikulondeka kubhabhombela mebhwa bhene. Kwa kuj'ha ej'hu ndo sheria ni manabii.
28070d00bb	Muj'hingilaghe kwa kup'hetela ligeti lisekele. Kwa kuj'ha ligeti ndo lipana ni nj'hela ndo j'hipanuiki j'haj'hilongosya mu bhuharibifu, na bhajhenabhu bhangi bhabhip'hetela nj'hela ej'hu.
28070e006f	Legeti lisekele, Ligeti lisekele ndo nj'hela j'haj'hilongosya mu bhusima na ni bhadebe bhabhibhwesya kujibhona.
28070f0074	Mwikihadhariaj'hi ni manabii bha bhudesi, bhabhihida bha fuele ngozi j'ha ng'osi, lakini bhukuweli ndo mbweha mkali.
2807100075	Kwa matunda ghabho m'beta kubhamanya. Je bhanu bhibhwesya kuvuna matunda mu mifwa, au mulibeha mu mbeyu j'ha mbaruti?
280711006f	Kwa namna ej'hu, khila libehe linofu lihogola matunda manofu, lakini libehe libhibhi lihogola matunda mabhibhi.
2807120075	Libehe linofu libhwesya lepi kuhogola matunda mabhibhi, bhwala libehe libhibhi libhwesyalepi kuhogola matunda manofu.
2807130053	Khila libehe lya lihogola lepi matunda manofu lidumulibhwa ni kutaghibhwa mu muoto.
2807140037	Henu, mwibeta kubhamanya kutokana ni matunda gha bhene.
28071500a9	Si khila munu j'ha ikam'mbola nene, 'Bwana, Bwana,' ubetakuj'hingila mu bhufalme bhwa kumbinguni, bali muene j'haibhomba mapenzi gha tata ghwangu j'ha aj'hele kumbingni.
28071600cf	Bhanu bhingi bhibetakumbola ligono e'lu, 'Bwana, Bwana, twah'omisi lepi bhunabii kwa lihina lya bhebhe, twabhosi lepi mapepo kwa lihina lya bhebhe, na kwa lihina lya bhebhe twabhombili matendo mingi mabhah?'
2807170070	Ndipo nibetakubhajobhela bhwasi, 'nabhatambuili lepi muenga! Mubhokaj'hi kwa nene, muenga j'ha mwibhomba maovu!'
2807180099	Kwa ej'hu, khila mmonga j'haip'heleka malobhi ghangu ni kutii ibetakufuana ni munu j'haaj'hele ni hekima j'haajengili nyumba j'ha muene panani pa muamba.
280719009b	Fula ikatonya, mafuriko ghakahida, ni mp'ongo ukahida na ukatobha nyumba ej'hu, lakini j'habhwesilepi kubina pasi kwa kuj'ha j'hajengibhu panani pa mwamba.
28071a008f	Lakini khila munu j'haip'heleka lilobhi lyangu naasilitii ibetakufananisibhwa ni munu mpumbafu j'haajengili nyumba j'ha muene panani pa nsanga.
28071b008a	Fula j'hikahida, mafuriko ghakahida ni mp'ongo ukahida ni kuj'hitobha nyumba ej'hu. Na j'habinili, ni bhuharibifu bhwake bhukakamilika.”
28071c0073	Bhafikiri bhwakati ambabho Yesu bho amalili kulongela malobhi agha, makutano bhasyangesibhu ni mafundisu gha muene,
28071d0058	kwa kuj'ha afundisi kama munu j'ha aj'hele ni mamlaka, na sio kama bhalembesi bha bhene.
280801004d	Bhwakati Yesu aselili pasi kuh'oma pa kid'onda, bhumati m'mbaha bhwamfwatili.
280802008d	Langai, mkoma ahidili ni kusujudu m'b'ele j'ha muene, akajobha, “Bwana, ikaj'hiaghe ujhe tayari ghwibhwesya kunibhomba nj'hiaghe kinofu”.
2808030082	Yesu anyosisi kibhoko kya muene ni kun'gusa, akajobha, “Nj'hela tayari. Uj'hiaghe n'safi.” Bahuapu atakasibhu bhukhoma bhuake.
28080400d5	Yesu an'jobhili, “Langai kwamba usijobhi kwa munu j'hej'hioha. Kamulai nj'hela j'ha bhebhe, na ghwilasiaghe ghwimuene kwa kuhani na uh'omesiaghe zawadi ambayo Musa alaghisi, kwa ndabha j'ha bhushuhuda bhuakhu”
2808050046	Bhwakati Yesu afikiri Kapernaumu, Jemedari akahida kwa muene akan'kota
2808060077	akajobha, “Bwana, n'tumishi ghuangu agonili kunyumba apoozili na ajhele ni maumivu gha kutisya.” Yesu akan'jobhela,
2808070021	“Nibetakuhida ni kumponesya”.
28080800aa	Jemedari ajibili ni kun'jobhela, “Bwana, nene ghwa thamani lepi hata uhidai ni kuj'hingila mugati mu dari j'ha nene, jobhai lilobhi tu ni n'tumishi ghwangu ibetakupona.
28080900f0	Kwa kujha nene pia ndo munu j'haniyele ni mamlaka, na njele ni askari bhabhajhele pasi pa nene. Nikajobhai kwa oj'ho “Lotai' na ilota, na kwa j'hongi 'Hidajhi' na ihida, ni kwa n'tumishi bhwangu, 'Bhombaghe naha,' nu muene ibhomba naha”
28080a00b0	Bhwakati Yesu ap'heliki aghu asyangele ni kubhajobhela bhala ambabho bhamfuateghe, “Bhukweli nikabhajobhela. Nibhwajhili lepi kubhona munu mwenye imani kama oj'ho mu Israeli.
28080b009d	Nikabhajobhela, bhingi bhibetakuhida kuh'omela mashariki ni magharibi, bhibetakutama mu meza pamonga ni Abrahamu, Isaka, ni Yakobo mu bhufalme bhwa mbinguni.
28080c0073	Lakini bhana bha ufalme bhibeta kutaghibhwa mu ngisi lya kubhala, ambapo kwibekujha ni khilelu ni kusiagha minu.”
28080d0094	Yesu akabhajobhela Jemedari, “Lotaghe! Kama kyaumalili kukiera, na j'hibhombekaghe naha kwa bhebhe.” Ni n'tumishi aponyisibhu mu lisaa lelue'lu.
28080e0067	Bhwakati Yesu afikiri pa nyuma j'ha Petro, ambwene nkwibhi ghwa Petro agonili akaj'ha n'tamu ghwa homa.
28080f006d	Yesu ankamuili kibhoko kya muene, ni homa j'ha muene j'hikan'ndeka. Kisha akaj'humuka akaj'handa kun'hudumila
280810008b	Na bhoj'hifikiri kimihi, bhanu bhakandetela Yesu bhingi bhabhatawalibhu ni pepo. Akabh'enga mapepo ni bhala bhabhaj'he bhabhine abhaponisi.
2808110086	Kwa jinsi ej'he ghatimili ghala ghaghamali kujobhibhwa ni Isaya nabii, “Muene atolili bhubhine bhwetu na ap'hendili maradhi ghitu”
2808120083	Kisha Yesu bho alibhwene likusanyiku lya bhanu lin'syonguikhi, apisili maelekezo gha kulota lubhafu longi mwa Bahari j'ha Galilaya.
280813006d	Kisha mwandishi ahidili kwa muene ni kun'jobhela, “Mwalimu, nibetakufuata popoa pala paghwibeta kul'ota.”
280814009c	Yesu an'jhobhili, “Mbweha bhana mal'ende ni fidege fya angani bhaj'he ni fiota, lakini mwana ghwa Adamu aj'helepi ni sehemu j'ha kugoneka mutu bhwakhe.”
280815005e	Mwanafunzi j'hongi an'jobhili, “Bwana, niruhusiaghe oti nilotaghe kun'siela tata ghwangu.”
280816005a	Lakini Yesu an'jobhili, “Un'kesiaghe, na ubhalekai bhafu bhasyelayi bhafu bha j'hinu.”
2808170040	Yesu bho aj'hingili mu bhuatu, bhanafunzi bhakankesya mu bhuatu.
2808180081	Langai, lyaj'handili linyegha libhaa panani pa bahari, kiasi kwamba bhuatu bhwafunikibhu ni manyegha. Lakini Yesu agonili lugono.
280819006c	Bhanafunzi bhakahida kwa muene ni kunjumusya bhakaj'ha bhijobha, “Bwana, tuokolayi tete, twilota kufwa!”
28081a00af	Yesu akabhajobhela, kwa ndabha j'ha kiki mwitila, muenga j'ha muj'he ni imani idusu?” Ndipo akaj'humuka ni kubhubesya mp'ongo ni bahari. Kisha kukabhwa ni bhutulivu m'mbaha,
28081b0081	bhagosi bhakamuliki ni mshangao m'baha bhakajobha, “Oj'ho ghwa namna gani, kwamba hata mp'ongo ni bahari figudeme kwa muene?”
28081c0100	Bhwakati Yesu ahidili lubhafu longilwa nchi j'ha Magadala, bhagosi bhabhele bha bhatawalibhu ni pepo bhabhonene naku. Bhakaj'ha bhihomela kumakaburi na bhakaj'ha bhibhomba vurugu sana, kiasi kwamba aj'he lepi msafiri ghwa kubhwesya kup'heta nj'hela j'hela.
28081d0099	Langaghe, bhakwesili sauti ni kujobha, “Tuj'he ni kiki kya kubhomba kwa bhebhe, mwana ghwa K'yara? Uhidili apa kututesya kabla j'ha bhwakati kufika?”
28081e0059	Henu likundi libhaha lya maghorobhi aj'hele likidima, paj'helelepi patali ni pabhaj'hele,
28081f0087	pepo bhaj'handelili kulalamika kwa Yesu ni kujobha, “Ikaj'hiaghe wibetakutuamuru kubhoka, tulongosiaghe mu likundi lya maghorobhi.”
28082000b9	Yesu akabhajobhela, “Mlotaghe!” Pepo bhakabhoka ni kubanga kwa maghorobhi. Na langaghe, likundi lyoha lyaselili kuhomela kukid'onda kuserelela ku bahari na lyoha lyafwelili mu masi.
28082100a5	Bhagosi bhabhaj'hele bhidima maghorobhi bhajumbili. Na bho bhalotili kumjini bhakaj'helesya khila khenu, hususani kyakyatokili kwa bhagosi bhabhatawalibhu ni mapepo.
2808220066	Langaghe, mji bhuoha ukahida kubhonana ni Yesu. Bho bhabhuene, bhakan'sihi abhokai mu mkoa ghwa bhene.
2809010049	Yesu akaj'hingila mu liboti, akalobhokha na akafika mu mji ghwa atameghe.
28090200c6	Langaghe bhandetili munu j'haapozili agonili mu ligodoro. bho ajhibhuene imani j'ha bhene, Yesu akan'jobhela munu j'ha apoozili, “Mwanabhangu, uj'hiaghe ni furaha, Dhambi sa j'hobhi lisamehibhu”
2809030061	Langaghe, Baadhi j'ha bhalimu bha sheria bhakajobhesana bhene kwa bhene, “Munu oj'ho ikufuru”
2809040069	Yesu akaghamanya mabhuasu gha bhene na akajobha, “Kwa ndabha j'ha kiki mwibhuasya maovu mu mioyo ghinu?
280905006f	Khelekhu kya kij'hoj'hofu kujobha, 'Dhambi sa j'hobhi simalikusamehebhwa' au kujobha, 'Uj'hemaghe na ugendayi?'
28090600ce	Lakini mmanyaghe j'he kuj'ha Mwana ghwa Adamu aj'he ni bhuwezo bhwa kusamee dhambi...” aghajobhi agha kwa j'hola amalikupooza, “J'hemai. tolayi ligodoro lya j'hobhi, na ulotaj'hi kunyumba kwa j'hobhi”
2809070041	Ndipo munu j'hola akaj'hema ni kubhoka kulota kunyumba kwa muene.
2809080066	Makutano bho bhaghabhuene agha, bhashangale ni kunsifu K'yara, ambaj'he abhapelili bhuwezo obhu bhanu.
28090900d8	Na Yesu bho ip'heta kuh'omela apu ambwene munu ambaj'he akutibhu kwa lihina lya Mathayo, ambaj'he aj'hele atamili sehemu j'ha bhatoza ushuru. Ni muene akan'jobhela, “Nikhesiayi nene” Ni muene aj'hema nu kunkesya.
28090a009e	Ni Yesu bho atamili ili aliayi kyakulya mugati mu nyumba bhakahida bhatoza ushuru bhingi ni bhanu bhaovu bhakashiriki pamonga ni Yesu ni bhanafunzi bha muene.
28090b00a8	Ndipo Mafarisayo bho bhaghabhuene agha bhakabhajobhela bhanafunzi “Kwandabha j'ha kiki mwalimu ghwa j'homu ilya kyakulya ni bhatoza ushuru ni bhanu bhaovu pamonga?”
28090c005d	Yesu bho ap'heliki ni afya j'hinofu bhilonda lepi n'ganga, isipokuj'ha kwa bhala bhabhine tu.
28090d00b1	J'hikabhalondeka mul'otaghe mukwimanyisiaghe maana j'hiake, “Niganili rehema na siyo dhabihu” Kwa kuj'ha nahidili, si kwa bhenye haki kutubu, lakini kwa bhabhajhe ni dhambi.
28090e00a0	Ndipo bhanafunzi bha Yohana bhakahida kwa muene ni kujobha, “Kwa ndabha j'ha kiki tete ni mafarisayo twifunga, lakini bhanafunzi bha j'hobhi bhifunga lepi?”
28090f00db	Yesu akabhajobhela, Je bhasindikizaji bha harusi bhibhwesya kuj'ha ni huzuni pindi Bwana arusi paijha pamonga nabhu? Lakini magono ghihida ambapo Bwana arusi ibetakutolibhwa kuh'oma kwa bhene, na ndipo pabhibetakufunga.
2809100099	Aj'helepi munu j'haibheka kipandi kya ngobho mpya mu ngobho j'ha muandi, kiraka kibetakubhosibhwa kuh'oma mu ngobho ni kakachulilu kabhaa kibetakutokela.
28091100fa	Bhaj'helepi bhanu bha bhibheka mvinyo mpya mu khenu kya mvinyo bhwa muandi, ikaj'hiaghe bhibeta kubhomba, ngosi j'hihatuka, mvinyo bhwibhokha ni ngozi j'hij'honangheka. Badala j'hiakhe, bhibheka mvinyo mpya mu ngozi mpya na fyoha fibetakuj'ha salama.
28091200f7	Bhwakati Yesu bho aj'hele akabhajobhela mambo agha, langaghe, afisa akahida akasujudu mb'ele j'ha muene, Nu muene akajobha, “Mwalibhangu afuili henu naha, lakini hidayi na ubhekai kibhoko kya j'hobhi panani pa muene nu muene ibetakuishi kabhele.
280913003e	Ndipo Yesu akaj'hema ni kun'kesya ni bhanafunzi bha muene pia.
2809140092	Langaghe, n'dala ambaj'he aj'hele ihoma muasi kwa muda ghwa miaka mibhele, akahida karibu ni Yesu na akakamula sehemu j'ha pindo lya livazi lyake.
280915005d	Kwa kuj'ha ajobhili, “Kama nibetakukamula livazi la muene, ni nene nibekukabha uponyaji.”
28091600a2	Yesu asanuiki ni kundanga ni kun'jobhela.” Mwalibhangu, kip'elayi muoyo, imani j'ha bhebhe j'hikubhombili uponayi,” Na muda bhobhuobhu n'dala akakabha kupona.
280917007b	Na Yesu bho afikiri pa nyumba j'ha afisa abhabhuene bhalehobha tarumbeta ni bhumati bhwa bhanu bhakaj'ha bhipiga makhelele.
2809180074	Ni muene akajobha, “Mubhokaj'hi apa, kwa ndabha mwali oj'ho afwilepi agonili. Lakini bhene bhakaheka ni kunkebehi.
280919006e	Na bhala bhana bho bhah'omesibhu kwibhala, ni akaj'hingila kugati ni kunkamula kibhokho ni n'dala akaj'humuka.
28091a002e	Ni habari e'se sikaj'henela katika mji bhuoha.
28091b00a8	Ndipo Yesu bho ip'heta kuhoma pala, bhagosi bhabhele fipofu bhakankesya. Bhakaj'handelela kukwesya sauti bhakaj'ha bhijobha, “Twis'oma uturehemu, Mwana ghwa Daudi.”
28091c00aa	Pindi Yesu bho afikiri mu nyumba, bhala fipofu bhakahida kwa muene, Yesu akabhajobhela, “Mwikyera kuj'ha nibhwesya kubhomba?” Na bhene bhakan'jobhela “Ena, Bwana”
28091d0077	Ndipo Yesu akakamula mihu gha bhene ni kujobha “Na j'hibhombekai naha kwa muenga kama imani j'ha muenga kyaij'hele”
28091e0093	Na mihu gha bhene ghakafumbuka. Ndipo Yesu akasisitisya akabhaamuru nikujobha “Mulangayi munu j'hej'hioha j'hola asimanyi kuhusu lijambo e'le.”
28091f0055	Lakini bhanu abha bhabhele bhakabhoka ni kutangasya habari e'se sehemu syoha sya mji.
2809200075	Ndipo bhala bhagosi bhabhele bhobhikwilotela, Langayi, munu mmonga bubu ambaj'he apagewa ni mapepo alitibhu kwa Yesu.
280921008a	Ni pepo bhambokili, yola munu bubu aj'handa kulongela. Bhumati bhusyangasibhwa ni kujobha “Ej'he j'hibhwaj'hi lepi kuh'omela mu Israeli.
2809220055	Lakini mafarisayo bhakaj'ha bhijobha “Kwa bhabhaha bha pepo, akabhabhenga mapepo”
28092300bb	Yesu akalota mu miji ghioha ni vijiji. Nu muene akaj'hendelela kumanyisya mu masinagogi, akihubiri injili j'ha bhufalme, ni kuponesya bhubhine bhwa kila aina ni bhudhaifu bhwa aina syoha.
2809240071	Bhwakati ilola bhumati, kwa ndabha bhasumbuikhi ni kudumuka mioyo. Bhaj'hele kama makondoo ghaghadulili n'dimaji.
2809250061	Nu muene akabhajobhela bhanafunzi bha muene. “Mavuno ndo mingi, lakini bhabhomba mambo bhadebe.
280926005e	Henu manyata mun'somaghe Bwana ghwa mavuno, ili abhatumaghe bhabhomba mbombo mu mavuno ghakhe.
280a0100c6	Yesu akabhakhuta bhanafunzi bha muene kumi na bhabhele pamonga ni kubhapela mamlaka juu j'ha pepo bhachafu, kubhakemela ni kubhabhenga ni kuponesya aina syoha sya maradhi ni aina syoha sya bhubhine.
280a0200a0	Mahina kumi na mabhele ndo agha. Lya kubhwandelu simeoni (ambaj'he pia ikutibhwa Petro), ni Andrea n'dombobhe, Yakobo mwana ghwa Zebedayo, ni Yohana ndombomunu:
280a03005f	Philipo, ni Bartelemayo, Thomaso, ni Mathayo mtoza ushuru, Yakhobo mwana ghwa Alfayo, ni Tadeo,
280a040037	Simoni mkananayo, ni Yuda iskariote, ambaj'he ansaliti.
280a05009a	Abha kumi ni bhabhele Yesu abhatumili. Nu muene akabhaj'helekesya akajobha “Musiloti sehemu kwa bhitama mataifa na musijhingili mu miji ghya bhasamalia.
280a06004f	Badala j'hiakhe, mlotaghe kwa makondoo ghaghaj'haghili gha nyumba j'ha Israeli.
280a070048	Na pamwilota muhubinaghe ni kujobha bhufalme bhwa mbinguni bhukaribiri.'
280a080081	Mubhaponyaghe bha bhine, mubhafufulaghe bhafu, mutakasiaghe bhenye bhokhoma na mubhengai pepo. Mupokhiri mebhu, mupisiaghe mebhu.
280a090031	Musitoli dhahabu, almasi au shaba mu pochi syinu.
280a0a0086	Usitoli nkoba mu safuari j'hinu, au nghobho sya ziada, firatu au ndonga, kwa kuj'ha mmbombambombo ilondeka kukabha kyakulya kya muene.
280a0b0074	Mji bhobhuaha bhola au kijiji kya mwibeta kuj'hingila, mulondayi ambaye ilondeka na mtamayi pala mpaka pa mwibhokha.
280a0c002d	Pamwibeta kuj'hingila mu nyumba muponesiaghe,
280a0d008b	endapo nyumba j'hilondeka amani j'hinu j'hisyalaghe pala, lakini kama nyumba j'hilondeka lepi, amani j'ha muenga j'hibhokaghe pamonga namu.
280a0e00a9	Na kwa bhala bhabhapokili lepi muenga au kubhap'helekesya malobhi ghinu, bhwakati mwibhoka mu nyumba au mji obhu, mwikipolosiayi mafumbo gha nyayo sya muenga mahala apu.
280a0f007a	Kweli nikabhajobhela, j'hibetakuj'ha j'ha kustahimili zaidi miji ghya Sodoma ni Gomorah ligono lya hukumu kuliko mji obhu.
280a10007e	Langai, nikabhalaghisya kama kondoo pagati pa mbwamwitu, kwa henu, muj'hiaghe ni bherevu kama liyoko ni bhapole kama nj'hebha.
280a110065	Muj'hiaghe bhaangalifu ni bhanu, bhibetakubhap'eleka mu mabaraza, na bhibetakubhatobha mu masinagogi.
280a120073	Na mwibetakuletibhwa m'bele j'ha bhabhaha ni bhafalme kwa ndabha j'hangu, kama bhushuhuda kwa bhene ni kwa mataifa.
280a130099	Pindi pabhibetakubhashutumu, musij'hi ni bhuogha jinsi gani au kiki kya kulongela, kwa kuj'ha k'henu kya kujobha mwibekupelibhwa kwa bhwakati bhobhuobhu.
280a140066	Kwa kuj'ha sio muenga mwamwibeta kulongela, lakini Roho ghwa Tata j'hinu ibetakulongela, mugati mwinu.
280a150088	Ndongo ibetakunjinukila ndongomunu kunkoma, ni tata kwa mwanabhe. Bhana bhibetakuj'hinuka dhidi j'ha bhazazi, ni kubhasababishila kufwa.
280a16009a	Namu nibetakudadibhwa ni kila munu kwandabha j'ha lihina lya nene. Lakini j'hej'hioha j'hola j'haibetakuvumilila mpaka kumwishu munu oyu ibetakuokolibhwa.
280a1700bb	Pindi bhikabhatesya mu mji obhu, mujumbilayi mji ghwa ghifuatila, kwa kuwele nikabhajobhela mwibetalepi kuj'ha mulotilli mu miji ghioha ghya Israeli kabla ya mwana ghwa Adamu kukerebhuka.
280a180064	Mwanafunzi nkholo lepi kuliko mwalimu ghwa muene, bhwala n'tumwa j'haaj'hele panani pa Bwana ghuake.
280a1900d3	J'hitosya kwa mwanafunzi kuj'ha kama mwalimu ghwa muene ni n'tumishi kuj'ha kama Bwana ghwakhe. Ikaj'hiaghe bhankutili Bwana ghwa nyumba Belzabuli, ni kwa kiasi gani zaidi bhibetakubhakashfu bha nyumba j'hiakhe!
280a1a009f	Hivyo basi musij'hi ni bhuogha kwa bhene, kwa kuj'ha lij'helepi lijambo ambalyo libetalepi kufunulibhwa na lij'hele lepi lyalikifighili ambalyo libetakwifigha.
280a1b0098	Khela kyanikabhajobhela mu ngisi, musijobhi mu nuru, na kyamukakipeleka kwa bhulaini mu m'bolokhoto syinu, mukitangasiaghe mkaj'hiaghe panani pa nyumba.
280a1c00c2	Musibhatili bhala ambabho bhikhoma m'bhele lakini bhaj'helepi ni bhuwezo bhwa kukhoma roho. Badala j'hiakhe, mwuntilaghe j'hola ambaj'he j'haibhwesya kuj'hangamisya m'b'ele ni roho khola kuzimu.
280a1d007e	Je kasuku bhabhele bhigolesibhwa lepi kwa senti idebe? Hata ivyo aj'helepi j'ha ibhwesya kubina pasi bila Tata j'hinu kumanya.
280a1e0037	Lakini hata idadi j'ha njuwili sa muenga sibhalangibhu.
280a1f004a	Musij'hi ni hofu, kwa kuj'ha muj'he ni thamani zaidi kuliko kasuku bhingi.
280a200081	Hivyo basi khila mmonga j'haibetakunikiri mb'ele sya bhanu, nani pia nibetakunkiri mbele sya Tata ghwangu j'haaj'hele kumbinguni.
280a21007d	Lakini muene j'haibetakunibela nene mbele sya bhanu, nani pia nibetakumb'ela mbele j'ha Tata ghwangu j'ha aj'hele kumbinguni.
280a220062	Musifikiriri kuj'ha nihidili kuleta amani pa duniani. Nikahidi lepi kuleta amani, lakini bhupanga.
280a230086	Kwa kuj'ha nahidili kumb'heka munu apinganaj'hi ni tata ghwake, ni binti dhidi j'ha nyinamunu, ni nkuwibhi dhidi j'ha mkwe ghwa muene.
280a24003c	Adui ghwa bhanu bhibhetakuj'ha bhala bha kunyumba kwa muene.
280a25009d	Muene j'ha an'ganili tata au mabhu zaidi kuliko nene oj'hu nikandondalepi. Na muene j'ha an'ganili nsongolo au mmenja zaidi kuliko nene oj'hu nikandondalepi.
280a260053	Muene ambaj'he ibetalepi kup'enda nsalaba ni kunikhesya nene oj'hu nikandonda lepi.
280a27007e	Muene j'haibetakulonda maisha ibetakughaj'hasya. Lakini muene j'haibetakughaj'hasya maisha kwa ndabha j'hangu ibetakughakabha.
280a28007b	Muene j'haibetakubhakaribisya anikaribisi nene, ni muene j'haibetakunikaribisya nene an'karibisi muene j'ha anitumili nene.
280a2900cf	Nu muene j'haibetakunkaribisya nabii kwa ndabha ndo nabii ibetakupokela thawabu j'ha nabii. Nu muene j'haibetakun'karibisya mwenye haki kwa ndabha ndo munu ghwa haki ibetakupokela thawabu kwa munu ghwa haki.
280a2a00dc	J'hoj'hioha j'haibetakumpela mmonga ghwa bhadebe abha, hata kikombi kya masi gha kunywa masisimu, kwa ndabha muene ndo mwanafunzi, kweli nikabhajobhela, muene ibhwesyalepi kudula kwa nj'hela j'hoj'hioha thawabu j'hiakhe.
280b010093	Ikabhwa baada j'ha Yesu kumala kubhaj'helekesya bhanafunzi bha muene kumi na bhabhele abhokhili pala kulota kumanyisya ni kuhubiri mu miji ghiabhu,
280b020085	ni Yohana bho aj'he kuligereza bho ap'heliki aj'hele panani pa matendo gha Kristu, alaghisye bhujumbe kup'etela bhanafunzi bha muene,
