2800000006	Matiyu
28081b0059	Indi ba ba mhanji ma wakran nda tre,” ahi ndi bitan toyi, wa nghunghu me ni wowuu a?”
28081c00b3	Wa Yesu aye rji ni nhma ko rima u meme Garasinawa, indi harli bari bi meme brji ba rju ye niwu. Bata rju rji ni bubu be ba nda ta vravu kpukpome u indi bana ta zu nkan kima ngana.
28081d0068	Ba yragro na tre, “kie he ngye utie niwu, iwu vren Irji? Inton na tie me rlina u uye tie ta yah ni wa?
28081e002e	Gbugbu lede bari sia rli wiewiere ni ba nikii.
28081f0056	U meme brji ba si bre Yesu nda tre uti zuta rjuu, uka truta ri ni mi gbugbu lede biyi.
280820009d	Yesu ahla ni bawu, “Hi!” Ibrji ba barju nda ri nimi lede ba; u mle, gbugbu lede ba ba sra tsugrji ngblu'a nda ka kuhle nimi kickle ma nda quu wawuu bawu.
2808210070	Indi bi kma lede ba, ba tsutsu hi ni migbu nda ka blatre a wawuu ni bawu u njima, ikpie wa atie bi meme brji ba.
2808220060	U ndi bi gbuba baka rju wawu mba wu nda ye ni Yesu. Nitowu, ba brewu ndu hi don meme mba ni bawu
280901002a	Yesu a ri ni ghuu nda rugran hi ni gbu ma.
28090200a0	Mena, ba nji indi ri wa a soo kpa'a nda kru ni tabli. Wa Yesu atoh kiekle yo suron mba, a tre ni ndi u soo kpa'a, “Vuvren ngri. ba wru latre me hlega niwu”.
2809030034	U bi nha bari ba tre ni kpamba, “Iguyi ni latre”
280904004c	U Yesu wa a toh imre sron mbaa' a tre “Bi ta' meme mre ngye nimi sron mbi?
2809050056	Arime na he ni dii na ndu ba hla Ba wru latre me hlega 'Ka ndu bahla' wlunde ndi zren?
2809060090	To ni ndu yi toh ndi ivren indi a he ni ngbengble u wru latre u ngbugblu hle, A tre ni indi u soo kpaa', Wlunde ndi ban bubu u kru me ndi hi koh
280907001e	India ka wlunde nda hi ni koh.
2809080066	Wa gbugbu ndi ba toh a he toyi, ma manji ma wakran, nda gbyre Irji san wa anno indi bii ngbengblen yi.
2809090075	Yesu sihi nda ka toh ndi ri ni ko shishi wa ba yowu ndi Matiwu a son nitra u kpa ban. A hla wu, “Hume” A wlu huu.
28090a0070	Yesu a kuson nda si'rli birli u bi kpa ban nibi latre gbugbu mbawu baye kuson nda rli bi' ni ba Yesu ni bi hu'a.
28090b0069	Wa Farisawa ba ba toh nayi, ba mye bihua, “Ani tu' ngye mba tiekoh mbi si rli ni bi kpa ban u bi latre?
28090c0048	Yesu ka wo ba' nda tre, “e bi sikpa bana wa bi den na, ahi bi lilo mu.
28090d0075	To bika mla toh nayi rli, 'Ime mi wa wruhle ana indu ni mu na. Mina ye ni tu bi he tsra tsra ana miye ni tu bi latre.
28090e006c	U bi hu Yahaya baye niwu nda tre kieta ni ba Farisawa kie vu nyu u bi hua ba ba taka ngye rli nda na tie na?
28090f009c	Yesu a hla bawu, “Bi tie ndu nitra u logran baki ni kuklu nyu u indi u gran rli he ni ba? E, inton niye wa ba ban indi u logran niba. Nikiyi mba ba vunyu.
2809100053	Indi wa ani fon pli sama kanha ni cice nklon na tie to kie ni yba nklon zan u mumla
28091100c5	Indi bana sru imma sa u inabi nimi mbu ntan kmo mana. Bata tie toki, intan aniyra tie meme nda ju'mma hlega. Toyi, ba sru mma sa' u inabi nimi mbuntan sa may tie towa na ndu ba yra tu hamba wuna”
2809120080	Yesu si tre ni ba u ndi ri wa ani mnkon ndi ba aye kuqu niwu. A tre, “Vrenwamu quu zazanyi, yeme ndi sawo wu ni ndu wlunde”.
280913002c	U Yesu Wlunde hu hi ni mrli koh ma ba ngame.
280914005a	Uwa ri ingarli wa azi juju tie se wlon don ha, a bleye konkon Yesu, nda kpyre nyu nklonma.
2809150031	“A tre ni sronma, Mita kpyre nklon ma mi fe si.
280916006e	Yesu a k'maya nda toh wu nda tre, “Vrenwa mu, vu sron. Kikle yo sron me nnowu si”. Ni nton kima me afe si.
2809170050	Wa Yesu ari ni koh ninkon ndi mba, nda toh bi vrli ngba ni j'bu ndi baki hanton.
2809180049	A tre “Hiyi, e vrenwa na quu na, asi kru na “U baka zanwu u kpa tsri.
2809190051	Wa ba ndu ndi barjuhi raa', a rihi mitraa nda vu wo vren wa nji, u vrenwa wlunde.
28091a0022	Itre yi ka yan shu ni nh'ma kokii.
28091b007b	Yesu rji ki zren y'ba sihi, u bi fyen harli bari baka hu, nda kla nglo nyu nda nitre,”Ivren Doda, to yah mbu ndi zota”.
28091c008e	Yesu a ri hi ni koh rie u bi fyen ba baka wawu hi. Yesu hla bamu, “Bi kpay'me ndi mihe ngbengble utie tomba?” U baka kpay'me, 'e' Baci”.
28091d004a	U Yesu ka kpyre shishi mba nda tre, “Ndu he yiwu na wa bi yo sron mbi a.
28091e0049	U shishi mba baka bwu'. Yesu a mha ba nda tre, “Na ndu ndio wowa na.”
28091f002f	Ma'memu, bahi nda ka bla tre kangon nklan kima.
2809200047	Wa bi fyen ba ba hia, baka nji indi u con l'me u me'me' brji yeni Yesu.
2809210094	Wa a cu me'me' brji rju ni niwu a, indi u con l'mea katre. J'bu ndii baka manji ma wakran, ndatre, “kae, bii kpye yi bana toh wu ni Israila na!”
2809220053	U fansawa ba baka tre, “E a ni rju me'me' brji ba ni ngbenglen u chu bi brjii.”
2809230093	Yesu a zren kagon gbu bi rlig ra ni bi tsitsa ba wawuu. Azi tsro tre Rji ni tra Rji, nda zi bla lan zizi u mwkai nda den bi kru kpa ni lilo bla wo.
2809240075	Wa a toh kpentren ndii ba, a ka tie wie me ni tie yah' ni qungble mba. Bana he na nta'ma wa ba hama ni ndii u k'maba.
2809250043	A hla ni mrli koh ma, birli hi gbugbu, wa, u bi ndu ba ba fyi meyi.
2809260041	Ahe nayi bika bre Baci u birli gbagbla me ni ndu tru bindu ba hi.
280a010066	Yesu ayo Mrli koh ma wlon don harli a nda nno ba ngbengblen u ju me'me brji, ni u den lilo ba blawowu.
280a020088	Zizanyi ngye nde mrli koh ma bahe toyi. U mumla, Sima, wa ba yowu ndi Bitru, u vayi ma Andoro, u Yakubu ivren Zabadi, mba vayima Yahaya,
280a03005d	Filibus, u Bartalamawus, u Toma, ni Matiwu wa ata kpa ban a u Yakubu ivren Halfa, u Taddawus;
280a040038	Sima indi u suron, u Yahuda Iskarioti wa a le ni Yesu'a.
280a050070	Ahi wlo don ha biyi mba Yesu a ton ba nda hla ni bawu, “Nahi nibiwa bana Israilawa na ni gbu bi Samariyawa na.
280a06002e	Hi ni nt'ma u koh Israila wa ba kado'a megyen.
280a070048	Bita zren sihi bika ta hla tre Rji, ndi tre, 'mulki shulu tie wiewiere.'
280a08007a	Den bi lilo, ta' k'mo shine, bi kpurju, mla batie tsratsra ndi ju me'me' brji rju. Bi kpa magyen, biyi me bika nno megyen.
280a090033	Na nji ba' zinariya, azurfa, u dra nimi kpo mbi na.
280a0a005b	Na nji mbu u zren na ka inklon ha' ka lagbom ka kpa'la' na, e' indi u ndu ahe nkon u la'ma.
280a0b005d	Igbu wa bi ria, rligra ma ka tsitsima, bika wa indi u totie ndi son kima mla nton wa bi wlua.
280a0c001d	Bita' ni' ri ni koh bika ciu.
280a0d0058	Ikoh'a nita ikoh waani son sia, isi mbi ni hu ba. Ani ta ha'ma, isi mbi ni k'ma ye yiwu.
280a0e0062	Biwa ba'ta kamba ni kpayi ka ni woyi, bita ni don gbu'a ka koh'a, bika kpon wru u za'mbi hle bawu.
280a0f0055	Njanjimu, me hla yiwu, ni vi u Rji, ba sutie ni ndi bi Sodom mba Gomora zan gbu biki.
280a10006a	Tomba, mi tonyi ni hi na ntama ni tsutsu tsi,' nayi, bika wierli too won ndi na bi tie me'me' na too nghu.
280a11004b	Tie srensren ni ndi! Ba njiyi hi bi ninkon u tra Rji u ba tsiyi ni gbugban.
280a120050	Ba njiyi hi ba gona ni ba chu ni tu mu ni ndu ba ni biwa ba Israilawa na toh me.
280a130062	Bati vuyi nno ba, bikana tamre ndi ahi ngye ka anihe mi tre na. Ba nno kpu'a u tre'a ni nton kima.
280a140040	Ana hiwu ba u tre na, ahi Brji u tieme mba nitre rju zu nyu mbi.
280a150061	Vayi ni nno vayima wu', atie ivren ma ngame. Imrli ba wlu tie meme ni batie mba nda ndu ba wu ba.
280a160044	Konha ni kranyi nitu ndemu. U wa avu sron hi kle nton'a, ani gbujbu.
280a17007d	Bata tieyi dii ni mi gbu, tsutsu hi niwa a wie niwu'a. Njanjimu me hle yiwu, bina zren hle gbu Israila na rli ivren ndi kaye.
280a18003b	Mrli koh bana nna' tie koh mba na, vigran na zan bacima na.
280a190090	A mla ndu vren koh ndu he na tiekoh ma u gran kahe to bacima. U bati yoh indi u koh nda hi Ba'alzabu, kaba kpande bi koh ki tie me'me' ndandime!
280a1a0061	Tokiyi bikana tie sisri mba na, e ikpie'a ba kawu a ba bwuu, u wa ahe riirii'a ba hla wu rju rah.
280a1b0062	Ikpiea me hla yiwu ni bwua, hla wu ni kplende rji, u kpie wa ba tre yiwu ni ton'a, d'buu ni tutra.
280a1c006a	Na klu sisri bi wu kpandi na, wa bana toh wu dri na. Klu wa ani toh wa kpa'a nda tru dri'a yo ni kpaca lu.
280a1d0056	Bana le mrli cincen harli nitu vi kubuna? Iri mba mitie bre joku hama ni y'me tie mbi.
280a1e001c	'E' futu mbi me a toh blawo.
280a1f002e	Na klu sisri na. Itimbi nna u cincen gbugbuwu.
280a20005f	Ahe nakiyi ndi ko nha wa a ny'me nime ni k'bu ndai, me y'me niwu ni k'bu tie mu wa ahe shulu'a.
280a210063	Ama iwaa ana nyme ni me ni shishi ndina me ngame mina nyme ni wu ni shishi timu wa a he ni shulu na
280a22004e	“Na yamba ndi mi nji si ye ngbungblu yina. Mina nji si ye nno na ahi takobi.
280a23003c	Meye vu tu ndi wru ni tiema, u vrenwa ni yima, u wa ni yima.
280a240019	Bi kran ndi bahe bi koma.
280a250078	Twa a son tiema ka yima nna me'a, ana mla wa ani umuna. U wa a son vren ma ka vrenwa ma nna me, ana mla wa ani umu'a na.
280a26003d	Wa ana ban gran kukron ma nda hume na, ana mla wa ani umu na.
280a27003a	I wa ani hra tuma'a ani nado, uwa ani nno tuma, ani fe wu.
280a28001b	Wa a kpayia, a kpame ngame.
280a290097	Wa a kpame a, akpa wa a ton me'a. Wa akpa anebi a, ani kpa dii u anebi. U wa akpa u tie zizia ni tu wa ahi indi u zizi, ani kpa diima na ndi u zizi me.
280a2a0083	Wa a nno ri ni mi mrli bi tsitsa biyi, ka a ndi mma ni vi kofi me, nituwa vren kohmu'a, nkponjimu, me hla yiwa ana hon dii mana”.
280b010057	Wa Yesu a nno ba tre kle'a, a wlu don bubukii nda hi tsro nda bla tre Rji ni mi gbu ba.
280b020062	Wa Yahaya u tie batisma awo rji koh wa batroa, bi' ndu wa Yesu zi tie, a ton mrli koh ma hi niwu.'
280b030041	A hla niwu, “Ahi wuyi u ye'a”? Ka kie yo shishi ni ndi ri mu.
280b040059	Yesu a sa'a nda hla bawu, “Hi ndi hi hla ni Yahaya ikpye wa bi to mba ikpye wa bi wo'a.
280b05009d	Bi fyen ba fe toh, bi glogo za ba zren, bi kpurju ba katie tsratsra me, mangbi ba wo tre ngame u biwa ba qu'a, ba ta'ba sh'me, bi wa ngame ba nno ba tre Rji.
280b06002d	Indi u lulu ahi wa ana k'bu za' ni tumu na'a.
280b07007f	Wa ndiba ba vu nkon mba hia, Yesu ka wlu tre ni j'bu ndi ba ni tu Yahaya; “Bahi wa ngye ni ji'-ahi giga' wa nghunghu ni fu'a?
280b080070	Uahi ngye bihiwa niji'-indi wa a sru kpyi bi rjien me? Njanjimu, bi sru kpyi wa ba rjien me ba son ni koh bichu.
280b090041	U bihi ndi hitoh ngye, anebi? Njanjimu me hla yiwu, a na'a anebi.
280b0a0067	Wawuyi wa ba nha nitumaa, 'tomba, misi tru u tonmu'a sihi ko shishi me, wa ani mla nkon wa u zu'a tie.'
280b0b006a	Mi hla nkpon nji tre yiwu, ni'mi' ndi wawuu wa imba ba ngrji ba, iri mba tie bre nna Yahaya u tie batisma.
280b0c007c	Rji' ni' nton Yahaya u batisma ye zizanyi, mulki shulu ngrji zi toh yra tu' u ndi bi nno yra tua ba kpa gbujbu ni ngbenglen.
280b0d003a	E anabawa ba wawuu mba shariya bazi hla ye ye nton Yahaya.
280b0e002b	U bita ni kpa, ahi wawuyi Iliya wa ani yea.
280b0f001b	Wa ahe ni ton u wo'a ka wo.
280b100059	Ni Ngye mba me tsra nzanyi niwu? Ahe na mrli bi ro ni cucu, nda si ro nda ni yoh kpa mba.
280b11004f	Nda ni tre, kie vrli ngba' yiwu u bina nglu nzan na, kie ban jequu u bi yii na.
280b12004b	E Yahaya ye nda na rli birli nda na so rooh na, u batre Ahe ni brji shango.
280b13008c	Ivren ndi ye nda ni rli nda ni so u ba'tre, to mbarli, ani rli nda ni so wu' rji ikpan bi kpa ban' ni u bi latre. E bato wrli ni bii ndu ma.
280b140062	Nikiyi Yesu ka wlu nda jutre ni gbu' wa a tie gbugbu kpyi bi sisri a u ba kana mla son mba tie na.
280b1500be	Iyah me Korazin'! Iyah me Batsaida! E ikpyi bi sisri wa ba tie yiwu, bana tie ba ni taya mba sidon, ba ndi na sru ngbanjan nklon mba nda ngbam m'brji nda bre ndu wru latre mba hlega sari mu.
280b16003f	E ni cacu u bla lantre'a ba fon tie ni ba taya mba sidon zanyi.
280b170095	Iwu Kafarnahum, uya ndi ba gbrye wu san towa me hi shulu me? A ahn' ba njiwu rji ye ni hades. E ikpyi bi sisri wa ba tie ni wua ba na tie bani sodom,
280b18004f	andi na rli he zizanyi mi wa yiwu ba fon tie ni sodom ni vi u bla latre zan yi.
280b190096	Ni nton ki u Yesu katre, “Mi gbyre u san tietie, Baci u shulu mba u meme nituwa u rii' kpyi biyi ni biwa ba toh'a ndi tsro mrli biyi wa bana toh na.
280b1a0022	E, tietie iwayi a bi ni shishi me.
280b1b00a5	Ikpyi ba wawu mbawu banno rji ni tietie, indio ri na toh vren'a na, ahi tie'a kanklen ma, u ndio ri na toh tie'a na ahi vivren nkaklen ma ni ndi wa vivren son tsro'a
280b1c0051	Ye nime wawu mbi wu, biyi bi tie yah nda he ni kpyi bi ron ma, mi ndi nno yi sii.
280b1d0061	Bon kpyi mu ni kpa mbi ndi tii bii u mu'a e mi na nzutuna u sroomu ahi, u bi fe si ni mi dri mbi.
280b1e0026	E ikpyi mu bana tie dii na nda fafa mr
280c010064	Ni nton kima Yesu a zren zu ni'rju kpu ni vi u sabat. Iyon tie mrli koh ma u baka won tu kpu'a tan'.
280c02006a	U Farisawa baka toh nda tre ni Yesu, toh mrli kol me ba ki tie kpye wa ana he ni tu nkon na ni vi u sabat.
280c030069	U Yesu ka hla bawu, “Bina kra na ikpye wa Dawuda a tie ka' yon tie wu, wawu ni lilon wa bana he niwu'a?
280c04008f	Niwa ari ni tra Rji nda tan bredi wa doka ana y'me ndu wawuma ni lilon ba tan na nituwa bi ki kima, Furist, mrgyen doka a y'me ni bawu ndu tan?
280c050071	Bina kra ni mi doka wa a tre, ni vi bi sabat, Firist wa ba tie ndu ni tra Rjia ba tie ndu mba me u bana latre na?
280c06002b	U me wa yiwu, indi wa anna tra Rji a he'wa.
280c07005f	Bina he ni toh ka wahi ngye, 'Mi wa yah wruhle zan ndu; bi din na nha' bi tie zizi ni latre na.
280c08001b	E ivren ndi a Baci u sabat.
280c09002e	U Yesu wlu ni wrji kima nda hi ni tra Rji mba.
280c0a0097	U ndi ni wa wo ma a soo'a ahe nikiyi, Farisawa baka myen Yesu nda tre, “A he tuh nkon ndu ba den lilo ni vi sabat? “Ni ndu ba rewu nya nda a latre.
280c0b007f	Yesu a hla ni bawu “Ahi nha rimbi wa ahe ni ngble ntma ririyi, u nt'ma kima joku na vron juju ni vi sabat wa ana cuwu rju na?
280c0c005f	Ba tie nihe rli nda tsra daraya ndi ni ntma! Anita he toyi ka wa bi ndu ba tie zizi nivi sabat.
280c0d005d	U Yesu ka hla ni ndi'a “N'ma wo me” A n'ma wo ma, u wo'a katie dindi towa wa bana ngrjia.
280c0e004d	U ba Farisawa ba rju hi ra' nda ka nzon nyu ni tu ma. Nda wa nkon wa ba wuua.
280c0f0054	Yesu a tsen toh nda wlu don wrji kima. Indi gbugbu wu baka hu, u wa a den ba wawu-u.
280c10002c	A 'mha ba din' ndu bana ndu ndi toh wawu na,
280c11003b	ni ndu tre'a he towa a rju ni nyu anebi Ishaya wa atre din,
280c12007d	To granmu wa mi cuwu'a ivren wami son wu'a, wa idrimu ni ngri niwua. Mi yoh, Brji mu ni tuma ani hla nkponji ni bi l'me baria
280c130048	Ana gbisron nda kla ngble nyu na u ndio nawo lanma ni nkon bi mi gbu na.
280c140083	Ana nzizi ngba kpu wo'a ndju'a na ana y'bi (fitila) wa tie wiewiere vkwu na ani he tohkime ni ndu nji nkponji (hi kle) (ngyren me).
280c15002b	U ni nde ma bi l'me barima bayo suron niwu.
280c160092	U nilime, ba nji ndi ri u fyen wa a con l'me nda he ni brji meme ye ni Yesu. A clen wu kpacuwo mla wa indi u con l'me ka tre u shishi ma kafe toh.
280c17005d	U kpentren nili ba wawu mbawu baka manji ma wakran nda tre “Ka ani wayi' yi ni vren Dawuda?
280c18006d	U wa Farisawa ba ba' wo kpye u sisri yin ba' tre. “Iguyi ani ju brji meme ba ni Bahalzabul ichu bi brji”.
280c19007b	U Yesu a toh mre mba nda tre, Mulkiwa a gah kpama ana krli na, u igbu ka ikoh wa a gah tie nka'a, ana krli na ani zi hlega.
280c1a0048	U shetan nita ju shetan rju ka' a gah kpama uni he rli mulki ma ni krli.
280c1b0086	U mitani ju brji meme rju ni ngbengblen Bahalzabul, u mrli mbi ba ju bi u mba rju ni ngye? Ni tu treyi ahi baba yi mba tie shiriyayiw.
280c1c0040	U mitie zu brji meme rju ni Brji u Rji to ka mulki Rji aye niyi.
280c1d0091	U ba tie he rli indi ni ri ni koh ndi u ngbengblen nda y'bi kpyi ma hamma ni vu ndi u ngbengblen lo guci rli na. Nikiyi a y'bi ikpyi ma ni koh'a.
280c1e0050	Iwa ana he ni me na anatie fu ni me, u iwa ana hume vu zia na, ani vu vra hlega.
280c1f008e	Towaa mi hla yiwu, ni latre ri uni kpa nde ri tie meme wa ndi ba tuwu a ba wru hle bawu, ani ta hi kpa nde Brji zizi tie meme bana wru hle na.
280c200099	Indi wa atre meme ni tu vren ndi ba wru kima hlega wu u anita meme tre ni tu Ibrji tsratsra kima bana wruhle niwu ni ngbungblu yi na mba ni uwa ani ye'a.
280c21006e	Sen kunkron dindi ma ndu klo dindi me, ka uka sen meme konkron ndu klo meme ma e ba'toh kunkron ni bii klo ma.
280c220072	Biyi mrli wan wa bi meme a, bi tie ni herli ndi hla kpye dindi? E ani kpye wa a shu ni mi sron mba inyu ni tre wu.
280c23005a	Indi dindi ani tie zizi rji nimi dindi from ma u meme ndi ani tie meme rji ni meme sron me
280c240043	Mi hla yiwa ni vi ubla latrea, indi ba bla meme tre mba wa ba hlaa.
280c25003b	E a ni tre u nyume mba u gbuj'bu u ni tre nyu meyi ba lowu.
280c26006c	Ni nton kima bi nha bari ni Farisawa ba saa' ni' Yesu na tre “Mala kie son kie din toh ngban ri gi niwu”
280c270089	U Yesu a ka saa' bawu nda tre, “Izan bi meme ni kba bi tie ntran yi ba wa ngban. Igban n nahe wa ba nno ba na zan igban u anebi Yunana.
280c280079	E na wa Yunana a tie ri tra ni cu' tra ni mi nne kiekle lambe a tokime ivren ndi ni tie vi tra ni cu tra ni mi sron meme.
280c290060	Indi bi nine va ba' wlu klri ni vi u bla latre ni ndi bi nzan biyi nda hla meme tie mba ni bawu.
280c2a00ba	Saro niya u kogbo ani wlu klri ni ndi bi nzan bayi nivi u bla latre nda hla meme mba ni bawu. Aye rji ni nci ngbungblu nda ye wo bii wierli u Sulema, u toh, indi wa azan Sulema ahe niwa.
280c2b0067	Meme brji nita rju nimi ndi ani y'ba zu ni buba wa imma na hena nda wa wrji wa ani son a nda na toh na.
280c2c005c	Ani tre mi kinahi ni kohmu wa mi rjia to nda kina hi nda toh koh'a ba mla vuwu nda mlau tie.
280c2d0098	Ni nton kima ani hi nji ibrji tangban bari wa trieme ba zan u ma nda ye son ni kiyi. U' yah ndi kima ni meme zan u mumla. Ani he to kima ni bi nzanyi”
280c2e0065	Yesu a rli si tre ni kpantren ndi ba me u yima ni ba mrli vayi ma ba klri ni kora nda ni wa tre niwu.
280c2f0052	Indi a hla wu, Tomba iyime ni ba mrli vayime ba klri ni kora nda ni wa tre niwu”
280c30005e	U wa a saa' niwu nda tre ni ndi wa a hla wua, I nhamba hi yimu u ba nha mba ba mrli vayimu?”
280c31005b	Nikiyime a nina woma tsro hi ni mrli koh ma ba nda tre, “To ba yimu ni mrli vayi mu bayi!
280c32006e	E indi wa ani tie kpyi bi tiemu wa ahe ni mi shulu a indi kimayi hi vayimu vrenlon ni vayimu vrenwa ni yimu”
280d01003b	Nivi kima Yesu a rju ni koha hi ka son ni nyu kiekle nne'a.
280d020084	Kpontren ndi baka hu kagon ma wa ka wlu ri ni mi ghu nda kuson nimi ma u j'bu ndi ba wawu mba wu baka kli ni korah nju kiekle nne'a.
280d03006b	Ni nton Yesu a hla kpi gbugbu wu ni bawu ni (misali) {lan bininkon} A tre Indi ri u ron (cu) ahi nda ka cu.
280d04003b	A cu'a u ibii bari ba kuhle ni nkon u cincen baka ye vurli.
280d050064	Ibii bari baka kuhle ni meme wahe ni tslatsa tita (dancon?) Bati gbla rju ni tuwa meme a he bran na.
280d060029	U irji a rjunda whu' u baka quu ngblanme.
280d07004b	Ibii bari ba kuhle ni mi kunkron bi ncon u kunkron ncon ba gbron na nyi ba.
280d08008f	Ibii bari ba kuhle ni meme dindi ma na rju bi nda tie bii, bari ibii darli ni tu wa a cu'a bari ibii ise ton u bari ibii ise tra hamma ni tane.
280d09001d	Iwa ahe ni ton u wo'a kawo”
280d0a0064	U bi hua baye nda tre ni Yesu “Ani tu ngye mba u tre ni j'bu ndi ni (lan bi ninkon?) “misali?”
280d0b0058	Yesu a saa' bawu nda tre, “Ba nnoyi nkon u toh kpye u mulki shulu wa ba rli ni bawu a.
280d0c0065	E wa ahe niwu'a ba nno nhatia, u ani he wu babran. U indi wa ana hewu na' ikpye wa ahe wu'a ba kpawu.
280d0d0083	Ngye kpye wa ani ndu me tre ni ba ni lan bi ninkon a yi: ko wa ba' yah bano toh na u ko wa wa'a bana wo na nda name' toh tuma zuna.
280d0e0077	Ni' bawuyi itre Isheya a ye tsra, wa a tre din, Ni wo biwo ndi tie bre toh njima uni' yah bi toh indi na toh tuma zuna.
280d0f00d6	E isron ndi mbayi aka tie bwu' nda sen gbirhi rhi me nda na wo na nda gru shishi mba ni ndu ba - ba na toh ni shishi mba na, ka ndu ba na woni ton mba na, ka nda toh njima ni sron mba ni ndu ba kmaye ndu me den ba.
280d100042	U shishi mbi ba'bi lulu niwa ba toh a, u ton mbi ngame wa ba wo a.
280d1100a5	Njinyimu mi hla yiwu anabawa ni ba ndi bi tie ngyrengre gbugbu wu ba yo suron u toh ikpye wa biki toh a u bana tsh na. ba wa ba wo ikpye wa biki yoha nda na wo bana.
280d120031	Sren ton ndi wo misali u ndi u ron wa a cu bii a.
280d130092	U ndi wa awo lan u mulki a nda na toh njima na, ibrji meme ani ye sranwu kpa ikpye wa ba cu ni mi sron ma. Iwayi ahi bii wa ba cuwu ni nyu nkon a.
280d14005e	Wawu ma wa ba cuwu ni meme u tslatsa tita a, ahi ndi wa a wo' lan'a nda kpawu gblame ni briku.
280d15005f	Wa ana sen ngble wa ani klri bran ton nan. To iya ye ka meme tie ye ni tie lan'a, ani gbla joku
280d160081	U wa ba cuwu ni mi kukron bi ncona, ahi ndi wa awo lan'a u hu ngbungbungblu ni gyru u kpji ngbungblu ba mha tre a wa kana klo na.
280d1700ad	Wawuma wa ba cuwu ni meme ndindi ma kimaa' ahi iwa awo lan nda toh njimaa ani klo nda nno bii wa bari mla dari u bari ise ton u ri uma ni se tra hama ni tanne zan wa ba cu'a
280d180060	Yesu ala nno ba misali ri. A tre, “mulki u shulu he na indi ri wa acu bii ndindi ma ni rju ma.
280d19005a	U wa ndi basi kruna, u kranwu ri ka ye nda ka cu meme bii ni mi bii ndindi a nda hi kpama.
280d1a004c	Niwa ingban alkama a tubo nda tie tu'o ni nton kima meme giga ngame ka tsro.
280d1b0076	Igran bi ndi u rju'a baka ye hla niwu tiekoh mbu ana bii ndindi ma ba ucu ni mi rju me ana? Nihe mu aka tie meme giga?
280d1c0066	A hla ni bawu, ahi wa ayame ni ko shishia mba tie ndu mba. Igram ma ba ba ka tre kie hi gbi ba hle rju
280d1d004f	Indi u rju katre, A'an Bita ni to kima, biye gbi bii ndindi nha ni meme giga a.
280d1e00b0	Ndu mba gbron bi me gbyen fyi u han ma. Ninton kimayi mi hla ni bi han ba, guci gbi meme giga ba ndi lo ba ni nkpi ma zi wa baka gon ba; u alkama mba bi vu hi sru nimi wron mu.
