2800000006	Matayu
28070500a2	Gwamfyangu gwenga! Guwusii wuti shipingiri shashiwera mlisu mwaku, shakapanu haguwezi kushiwona weri na kushiwusiya shibandu shashiweriti mulisu lya mlongu gwaku.
280706008d	“Namwapanani wang'ang'a vintu vinanagala, hawizi kuwagalambukira na kuwakwalambula. Namwawasangira wamtumbi lulu zyenu hawizi kuzitimbanga.
280707005c	“Mluwi na mwenga hampati, msakuli na mwenga hamwoni na mtendi hodi, namwenga hamvugulirwi.
2807080072	Toziya, yoseri yakaluwa hakapati na yoseri yakasakula hakawoni na mlyangu guvugulwa kwa kila muntu yakatenda hodi.
2807090055	Hashi, kwana muntu yoseri mwana pakamluwa tati gwakuwi libumunda, hakampanani libuwi?
28070a0027	Ama pakamluwa somba, hakampanani njoka?
28070b00a4	Handa mwenga yamuwera wadoda, muvimana kuwapanana vintu viherepa wana wenu. Nakaka Tati gwenu gwa kumpindi hakatendi nentu, hakawapanani viheri kwa walii yawamluwa!
28070c0076	“Muwatenderi wantu ntambu yamfira kutenderwa, aga ndo mafundu ga Malagaliru ga Musa na mafundu ga wambuyi wa Mlungu.
28070d00bd	“Mwingiri kwa kupitira mlyangu mbabanika, toziya mlyangu gwagulonguziya muwuharabisiya ndo mupana na njira yailonguziya kulaa aku ndo yalaisi na kwana wantu wavuwa yawaigendera njira ayi.
28070e007b	Kumbiti mlyangu gwa ukomu ndo mbabanika na njira ya kugendera aku ndo ikamala na kwana wantu wadidini yawayiwona njira ayi.
28070f00a5	“Mlikali weri na wambuyi wa mpayu, womberi wiza kwa mwenga pawawoneka gambira kondolu kwa kunja, kumbiti mngati nakaka walifana na wang'ang'a wakalipa wa muntundu.
2807100061	Hamuwamani womberi ntambu yawatenda. Mbigiri hapeni ileri mapera na miyembi hapeni ileri zyabibu.
280711005b	Su, mtera guherepa gulera mabwajubwaju maherepa na mtera gudoda gulera mabwajubwaju gadoda.
2807120068	Mtera guherepa hapeni guleri mabwajubwaju gadoda, wala mtera gudoda hapeni guleri mabwajubwaju maherepa.
2807130059	Na mtera gwoseri yagulera ndiri mabwajubwaju maherepa hawagudumuli na kugupambira pamotu.
2807140034	Su hamuwamani wambuyi wa mpayu, ntambu yawatenda.”
280715009b	“Kila muntu ndiri yakanshema ‘Mtuwa, Mtuwa,’ hakingiri Muufalumi wa kumbindi, kumbiti woseri hera yawatenda ntambu yakafira Tati gwangu gwa kumpindi.
28071600c5	Lishaka lya kutozwa palisoka, wantu wavuwa hawang'ambiri, ‘Mtuwa, Mtuwa! Kwa litawu lyaku tubweriti ujumbi wa Mlungu, kwa litawu lyaku tuwusiyiti washamshera wavuwa na kutenda mauzauza gavuwa!’
280717006f	Shakapanu hanuwagambiri womberi, ‘Nuwamana ndiri mwenga. Muwuki kwaneni, mwenga ndo wantu wamtenda vidoda!’
2807180087	“Su, kila muntu yakapikanira visoweru vyangu na kuvitenda, kalifana na muntu kana luhala yakanyawa numba yakuwi pampindi pa litalawu.
2807190095	Viraa itowa, nshemba zimema ng'enang'ena na liyega livuma kwa makakala liikoma numba ilii. Kumbiti iguwa ndiri toziya inyawitwi pampindi pa litalawu.
28071a007f	“Kumbiti muntu yoseri yakapikanira visoweru vyangu avi pota na kuvijimira kalifana na muntu yakanyawa numba yakuwi pamuhanga.
28071b0088	Vula itowa, nshemba zimema ng'enang'ena, lyega livuma kwa makakala na liikoma numba ilii na iguwa. Na kuguwa kwakuwi kuweriti kukulu!”
28071c0065	Yesu pakamaliriti kutakula vitwatira avi, lipinga likulu lya wantu walikangashiti ntambu yakafunditi.
28071d004a	Kaweriti ndiri gambira Mfunda gwa Malagaliru, kumbiti kafunditi kwa uwezu.
2808010047	Yesu pakaseleriti kulawa kuligongu, lipinga likulu lya wantu limfatiti.
2808020071	Su, kiziti muntu yumu kana ungumbula, kamsuntamira Yesu na kutakula, “Mtuwa, pagufira, guweza kumpunga neni!”
2808030076	Yesu kanyosha liwoku lyakuwi na kamshinkula na kumgambira, “Nfira! Gupungwi.” Palaa palii muntu ulii kawera mkomu.
28080400e3	Shakapanu Yesu kamgambira yomberi, “Gupikaniri! Nagumgambira muntu yoseri, kumbiti gugendi gwakalilanguziyi kwa mtambika gwa numba ya Mlungu, gulaviyi tambiku ntambu yakalagiliriti Musa su kila muntu kavimani handa gupona.”
2808050073	Yesu pakaweriti kankwingira lushi lwa Kafarinaumu, afisa gwa Rumi kaliwoniti na yomberi na kaluwa utanga pakalonga,
2808060053	“Mtuwa, ntumini gwangu kagonja kalwala, ulweri wa kuleweleka na kalwala nentu.”
280807002a	Yesu kamgambira, “Hanizi kumponiziya.”
2808080089	Ofisa ulii kamwankula, “Ndala Mtuwa, gufiruwa ndiri gwingiri mnumba mwangu. Kumbiti gutakuli hera shisoweru na ntumini gwangu hakaponi.
280809011c	Toziya ata neni namuntu gwa pasi pa uwezu wa wamonga, nanawu wanjagila yanuwalagalira kutenda. Numulagalira yumu, ‘Gugenda!’ Na yomberi kagenda na panumlagalira yumonga, ‘Gwizi!’ Na yomberi kizaga na numulagalira ntumintumi gwangu, ‘Gutendi ashi!’ Na yomberi katendaga.”
28080a00b1	Yesu pakapikaniriti aga, kalikangashiti na kawagambira wantu wawamfatiti, “Nakaka nuwagambirani, numwoniti ndiri muntu yoseri mu Israeli yakawera na njimiru gambira muntu ayu.
28080b00ae	Nukugambirani handa wantu wavua hawizi kulawa kwagulawa mushenji na kwaguzyeta mushenji na hawalivagi pamuwera na Aburahamu na Isaka na Yakobu pamsambu Muufalumi wa kumpindi.
28080c0062	Kumbiti walii yawafiruwitwi kuwera Muufalumi hawawasi muntiti, aku hawalili na kugayagaya menu.”
28080d009b	Shakapanu Yesu kamgambira ofisa ulii, “Gugendi ukaya na ntambu yagujimira haitendeki kwaku.” Na ntumini gwa afisa ulii kaponiti shipindi shilaa shilii.
28080e0061	Yesu kafikiti ukaya kwa Peteru, kamwona mawu mganafu gwa Peteru kagonja mshitanda, kapyupa nentu.
28080f0057	Su, Yesu kamshinkula liwoku lyakuwi na kupyupa kumleka, kagoloka na kanjiti kumtendera.
28081000b0	Payiweriti pamihi, wamjegeriti wantu wavuwa yawaweriti wabegiziwa na washamshera. Yesu kawawinga washamshera kwa kulonga shisoweru na kawaponiziya woseri yawaweriti wankulwala.
2808110087	Katenditi hangu su galii gakatakuliti Isaya mbuyi gwa Mlungu gaweri nakaka, “Yomberi kawutola utepeku wetu, Kagatola malweri getu.”
2808120069	Yesu pakawoniti shipinga sha wantu shimzyengeta, kawagambiriti wafundwa wakuwi waloki kumwambu kulitanda.
280813006c	Mfunda gwa Malagaliru kamgendera, kamgambira, “Mfunda, neni nakala kugenda na gwenga koseri kwagugenda.”
2808140087	Yesu kamwankula, “Vibweta wana mpanga na wampongu wawera na vitukulu, kumbiti Mwana gwa Muntu kahera pahala pa kugonja na kwoyera.”
2808150065	Muntu yumonga yakaweriti mfundwa kamgambira, “Mtuwa, gundeki uti, ng'endi nukamsiri tati gwangu.”
280816005d	Yesu kamwankula, “Gunfati, guwaleki yawahowiti shirohu wawasiri yawahowiti shirohu wawu.”
2808170049	Yesu kakweniti mumtumbwi na wafundwa wakuwi wagenditi pamuhera nayomberi.
280818007f	Pala palii lihega lyana likakala lilawira mulitanda na makupala ganja kugubikira mtumbwi. Yesu mweni kaweriti kankugonja mpota.
2808190054	Wafundwa wamgendera na wamwimusiya pawatakula, “Mtuwa, gutulopoziyi twankuhowa!”
28081a00c5	Yesu kawagambira, “Iwera hashi mwana lyoga? Hee mwawantu mwenga mwana moyu gwamini ndiri!” Su, kagoloka na kalikalapira lyega na makupala ga litanda ganyamala na kuweriti na kunyamalira kukulu.
28081b0058	Kila muntu kalikangasha. Womberi walonga “Ata lyega na makupala ga mashi gamjimira!”
28081c00e2	Yesu pakasokiti lushi lwa Gadara, kumwambu kulitanda, kaliwoniti na wantu wawili yawalawiti mumapumba ga mpanga. Wantu awa waweriti na washamshera na waweriti wankutilwa na wantu na kwahera muntu yakaweza kugenda munjira ilii.
28081d0088	Su womberi wabotanga, “Hashi, Gufira shishi kwa twenga, gwenga Mwana gwa Mlungu? Hashi, gwiza kutubeziya pamberi pa shipindi shetu?”
28081e0050	Pakwegera na pahala palii, kuweriti na lipinga likulu lya wamtumbi wankulolelwa.
28081f0060	Su, washamshera wamluwa Yesu, “Handa pagutulaviya, su gutujimiliri twingiri wamtumbi walii.”
280820009d	Yesu kawagambira, “Mgendi!” Su wawalawa wantu awa na wawingira wamtumbi. Lipinga lyoseri lya wamtumbi liseleriti paluseleru lukalipa na lilidiba mumashi.
2808210091	Walolera wa wamtumbi watugiti na wagenditi mlushi, kulii watakuliti vitwatira vyoseri na ntambu yavirawiriti kwa wantu yawaweriti na washamshera.
2808220073	Su, wantu woseri walawiti mlushi lulii na wagenditi kuliwona na Yesu na pawamwoniti Yesu, waluwa kawuki muisi yawu.
2809010046	Yesu kakweniti mumtumbwi na kalokiti litanda na kuwuya mlushi lwakuwi.
28090200cb	Wantu wamu wamjegiti muntu yakalewelekiti nshimba, wamgonjeka mumkeka. Yesu pakawoniti njimiru yawu, kamgambira muntu yakalewelekiti, “Naguwera na lyoga mwana gwangu! Gulegiziwa vidoda vyagutenditi.”
280903005b	Wafunda wamu wa Malagaliru wanja kulitakulira weni, “Muntu ayu kankumwigilanga Mlungu!”
280904005a	Yesu kagamaniti maholu gawu, su kawagambira, “Iwera hashi mwankulihola vitwatira vidoda?
280905007b	Hashi, shizotopa ng'anji shii, ‘Kutakula vidoda vyagutenditi vilekiziwa,’ ama kutakula, ‘Gugoloki na gugendigendi’?
28090600c5	Hanuwalanguziyi kuwera Mwana gwa Muntu kana uwezu pasipanu wa kuwalekeziya wantu vidoda vyawatenda.” Su kamgambira muntu yakalewelekiti, “Gugoloki, gutoli mkeka gwaku na gugendi ukaya kwaku.”
2809070037	Muntu yakalewelekiti kagoloka na kagenda ukaya kwakuwi.
2809080081	Lipinga lya wantu pawawoniti vitwatira vyavilawiliti, walikangashiti na wamkwisiti Mlungu yakawayupiti wantu uwezu wa ntambu ayi.
28090900bb	Yesu kawukiti pahala paliya, na pakaweriti kankugendagenda, kamwoniti mtola kodi yawamshema Matayu, kalivaga palihengu lyakuwi. Yesu kamgambira, “Gunfati.” Matayu kagoloka na kamfata.
28090a0093	Yesu pakaweriti ukaya kwa Matayu kankuliya shiboga, watola kodi wavuwa na watenda vidoda wiziti kuliya shiboga pamuhera na Yesu na wafundwa wakuwi.
28090b0099	Mafalisayu wamu pawawoniti aga, wawakosiya wafundwa wakuwi, “Iwera hashi mfunda gwenu kankuliya shiboga pamuhera na watola kodi na yawatenda vidoda?”
28090c0070	Yesu kawapikaniriti na kawankula, “Wantu wakomu wamfira ndiri mganga, kumbiti walweli hera ndo wamfira mganga.
28090d00db	Mlungu kalonga, Mgendi mwakalifundi Lilembu ali linanagala lyana mana gaa, ‘Neni ntakula nfira lusungu, nfira ndiri tambiku.’ Niza ndiri kuwashema wantu yawalihola wankumfiriziya Mlungu, kumbiti yawatenda vidoda.”
28090e00b6	Shakapanu wantumini wa Yohani Mbatiza wamgenderiti Yesu, wamkosiya, “Iwera hashi, twenga pamuhera na Mafalisayu tuleka kuliya, kumbiti wafundwa waku waleka ndiri kuliya shiboga?”
28090f00e6	Yesu kawankula, “Hashi, mulihola kuwera wahenga pawawera mumsambu gwa ndowa wahinginika pawawera na mpalu gwa ndowa? Nakaka hapeni wahinginiki! Kumbiti lishaka lyankwiza pawamuwusiya mpalu gwa ndowa, ndo womberi hawaleki kuliya.
280910008d	“Kwahera muntu yakasona shiraka sha nguwu ya syayi munguwu ngona toziya shiraka ashi hashidegi nguwu ngona na padegekiti palii hapongereki.
28091100ec	Ama kwahera muntu yoseri yakaweza kulekera divayi ya syayi mumihaku ya lukuli lugona, pakatenda hangu mihaku igona haipantiki na divayi hayitiki. Kumbiti divayi ya syayi ilekerwa mumihaku ya lukuli ya syayi na vyoseri havitulwi weri.”
28091200d3	Yesu pakaweriti kankutakula aga, afisa gwa Shiyawudi kamwiziriti, kamsuntamalira na kamgambira, “Muhinga gwangu kahowa vinuvinu, kumbiti shondi shondi, gwizi gumtuliri liwoku lyaku nayomberi hakaweri mkomu.”
2809130039	Yesu kawuka pamuhera na wafundwa wakuwi, wamfatiti afisa.
280914007d	Mdala yakaweriti mlweri gwa kusuma mwazi kwa mivinja lilongu na mbili, kamwiziriti Yesu kumbeli na kuyishinkula nguwu yakuwi.
2809150045	Kalihola mumoyu mwakuwi, “Handa panshinkula nguwu, haweri mkomu.”
2809160092	Su, Yesu kagalambuka kamwona, kamgambira, “Mhinga gwangu, nagwana lyoga! Njimiru yaku ikuponiziya.” Pala palii mdala ulii kapona kusuma mwazi.
2809170071	Shakapanu Yesu kingira mnumba mwa afisa ulii. Pakawawoniti wagomba luperembi lwa kudaya na wantu wavua wankudaya,
280918006d	kalonga, “Kila muntu kalawi kunja! Muhinga ayu kahowa ndiri, kumbiti kagonja hera!” Womberi wamseka Yesu.
2809190082	Su, pawawawusiyiti wantu kulawa kunja, Yesu kingiriti mnumba kwa muhinga yakahowiti na kamkola liwoku lyakuwi na yomberi kagoloka.
28091a002b	Vitwatila avi vieniyiti pa isi yoseri ilii.
28091b0099	Yesu kawukiti pahala paliya na pakaweriti kankugendagenda, wanalwisi awili wanjiti kumfata. Womberi wabotanga, “Gutuwoneri lusungu Mwana gwa Dawudi!”
28091c00ad	Yesu pakingiriti mnumba, wanalwisi wawili wamgendera, nayomberi kawakosiya, “Hashi, mjimira handa neni nana uwezu wa kuwaponiziya?” Womberi wamwankula, “Yina mtuwa!”
28091d005b	Shakapanu Yesu kagashinkula masu gawu, kalonga, “Na iweri kwa mwenga ntambu yamjimira!”
28091e0062	Na masu gawu gawera makomu. Su Yesu kawalagalira, “Namumgambira muntu yoseri shitwatila ashi!”
28091f0047	Kumbiti womberi wawuka na wabwera visoweru vya Yesu pa isi ilii yoseri.
2809200074	Wantu pawaweriti wankugenda zawu, wantu wamonga wamjegera Yesu muntu yakaweriti bubu toziya kaweriti na washamshera.
28092100a3	Katepu hera shamshera pawamlaviyiti, muntu ulii kanja kutakula. Wantu woseri walikangashiti nentu pawalonga, “Hatweni woni shitwatila gambira ashi mu Israeli!”
2809220070	Kumbiti Mafalisayu walonga, “Mkulu gwa washamshera ndo yakamupiti Yesu likakala lya kuwalaviya washamshera.”
28092300b6	Yesu katyangiriti lushi zoseri na vijiji vyoseri. Kafunditi munumba za Mlungu, na kabweriti Shisoweru Shiwagira sha Ufalumi wa Mlungu, na kuwaponiziya wantu malweri ga ntambu zoseri.
280924008e	Su, pakawawoniti vipinga vipinga vya wantu, moyu gwakuwi gumemiti lusungu, toziya waweriti watoka na wanalyoga gambira kondolu wahera mlolera.
2809250061	Su kawagambira wafundwa wakuwi, “Mabenu gavuwa, kumbiti watenda lihengu lya kubena wavua ndiri.
280926004c	Su, mumluwi yakana mabenu hakajegi watenda lihengu wabeni viboga vyakuwi.”
280a01008c	Yesu kawashemiti wafundwa wakuwi lilongu na wawili, kawapanana uwezu wa kuwalaviya washamshera na kuwaponiziya wantu malweri na kila ulweri.
280a0200ab	Aga ndo matawu gawu wantumintumi lilongu na wawili. Gwa kwanja ndo Simoni yawamshemiti Peteru na mlongu gwakuwi Andereya, Yakobu na mlongu gwakuwi Yohani wana wa Zebedayu,
280a030063	Filipu na Baritulumayu, Tomasi na Matayu yakaweriti mtola kodi, Yakobu mwana gwa Alifayu na Tadeyi,
280a040044	Simoni Mkanani na Yuda Isikariyoti, ndo mweni yakamgalambukiti Yesu.
280a05009a	Yesu kawatumiti awa lilongu na wawili na kawapananiti malagaliru aga, “Namgenda kwa wantu wa isi zimonga, ama namwingira pakati pa lushi lwa Wasamariya.
280a060041	Kumbiti mgendi kwa wantu wa Israeli yawagamiliti gambira kondolu.
280a070038	Mgendi na mbweri, ‘Ufalumi wa kumpindi wapakwegera.’
280a0800a9	Mponiziyi walweli, muwazyukisiyi yawahowiti, muwapungi woseri yawalwala ugumbula na muwawusiyi washamshera. Wawapanana hera, su mwenga mtendi pota kuluwa shibena mgongu.
280a09003f	Namtola zahabu, ama mpiya, ama magwala ga shaba mumihaku mwenu,
280a0a0084	namtola muhaku gwa kuluwira munjira, ama likoti lyamonga, ama vilwatu, ama luhonga. Toziya watendalihengu wafiruwa wapati vyawafira.
280a0b0099	“Pamwingira pakati pa lushi loseri ama shijiji, msakuli amu muntu yoseri yakafira kuwashemera na mlikali pamuhera nayomberi mpaka pamwuka pahala palii.
280a0c0037	Pamwingira mnumba mtakuli, ‘Ponga iweri na mwenga.’
280a0d00a8	Handa wenikaya wa numba ilii wawashemerani, su ponga ya kulamsiya kwa mwenga haikali, kumbiti wafira ndiri kuwashemera, kulamsiya kwenu kwa ponga hakukuwuyirani maweni.
280a0e0092	Handa numba yoseri ama lushi loseri halulemi kuwashemera mwenga ama kuwapikinira mwenga, su muwuki pahala paliya na mupunti lidiku mumagulu mwenu.
280a0f0083	Nuwagambirani nakaka handa lishaka lya kutozwa, Mlungu hakawawoneri lusungu wantu wa Sodoma na Gomora kuliku wantu wa lushi alu!”
280a100092	“Mpikaniri! Neni nuwalagalira mwenga gambira kondolu kugenda pakati pa wamaminyi. Muweri na luhala gambira njoka na mwawananaga gambira ng'unda.
280a110079	Mlikali weri, toziya wantu hawawawingani mwenga na hawawajegeni mushizyungu na hawawasyatangi ntomondu munumba za Mlungu.
280a120086	Toziya ya neni hamjegwi palongolu pa wakolamlima na wafalumi, mpati kuwagambira Visoweru Viwagira na kuwagambira wantu wa isi zimonga.
280a13008b	Su, pawawajegani mwenga pashizyungu, namuwera na lyoga handa hamtakuli shishi ama hamlongi hashi, shipindi pashisoka, hampati sha kuyowera.
280a14007e	Toziya visoweru vyamgenda kuyowera vya mwenga ndiri, kumbiti havizi kulawa kwa Rohu gwa Tati gwenu yakatakula kupitila mwenga.
280a150083	“Mlongu hakamgalambuki mlongu gwakuwi kalagwi na tati hakamgalambuki mwana gwakuwi na wana hawawatenduwi walera wawu na kuwalaga.
280a160078	Wantu woseri hawawakalalireni mwenga toziya ya litawu lyaneni. Kumbiti ulii yakahepelera mpaka upeleru, ndo hakalopoziwi
280a1700ae	Wantu pawawapunja pakati pa lushi lumu, mtugili lushi lumonga. Nuwagambirani nakaka, hapeni mumalili lihengu lyenu mulushi zoseri za israeli pamberi pa kwiza Mwana gwa Muntu.
280a18006a	“Kwahera mfundwa yakawera mkulu kuliku mfunda gwakuwi, ama ntumintumi kuwera mkulu kuliku mtuwa gwakuwi.
280a1900bc	Itosha kwa mfundwa kuwera gambira mfunda gwakuwi na ntumintumi kuwera gambira mtuwa gwakuwi. Payiwera mtuwa gwa kaya wamshema Belizebuli, su wenikaya hawashemwi ata matawu gadoda nentu!”
280a1a0064	“Su, namuwatira wantu. Shoseri shashigubikitwi hashigubutulwi, na shashiwera muubada, hashimaniki.
280a1b0088	Shanuwagambirani mwenga muluwindu, mpaka mushitakuli muulangala, na shilii shampikinira muubada mfiruwa gushibwera pampindi pa shitwiku.
280a1c00a7	Namuwatira woseri yawalaga nshimba, kumbiti waweza ndiri kuilaga rohu, mbaka nentu mumtiri Mlungu yakaweza kulaga vyoseri nshimba pamuhera na rohu mumotu gwa Jehanamu.
280a1d0071	Wampongu wawili wawawuza kwa ligwala limu, kumbiti ata yumu gwawu hapeni katuluki pasi pota na kufira Tati gwenu.
280a1e0046	Kumbiti kwa mwenga, ata viri zya mumituwi yenu zoseri ziwalangwa kala.
280a1f003d	Su namtira, mwenga mwana mana nentu kuliku wampongu wavua!”
280a200063	“Wantu woseri yawanjimira paweru handa waneni, hantendi viraa avi kulongolu kwa Tati ka kumpindi.
280a210069	Kumbiti yoseri yakanema neni palongolu pa wantu, naneni hanumlemi kulongolu kwa Tati gwangu gwa kumpindi.
280a220060	“Namulihola kuwera niza kujega ponga pasipanu. Ndala, niza ndiri kujega ponga, kumbiti upanga.
280a230080	Niziti kuwatenda wana wawagalambuki watati wawu, wahinga wawagalambuki wamawu wawu, wanahonga wawagalambuki wamawu nahonga wawu,
280a240032	na wangondu wa muntu ndo wantu wa kaya yaku mweni.
280a2500b2	“Walii wawamfira tati gwawu ama mawu gwawu kuliku neni, hapeni waweri wafundwa waneni, walii yawawafira wantemba wawu ama wahinga wawu kuliku neni hapeni waweri wafundwa wangu.
280a260055	Muntu yakatola ndiri lupingika lwakuwi na kunfata neni, hapeni kaweri mfundwa gwangu.
280a27007d	Woseri yawagabatilira makaliru gawu, hakawahowiziyi, kumbiti woseri yawagahoziya makaliru gawu toziya yaneni, hawagalopoziyi.
280a28005c	“Yoseri yakawashemerani, kashemera neni na yakanshemera neni, kamshemera ulii yakamtumiti.
280a2900b6	Yakamshemera mbuyi gwa Mlungu toziya ndo mbuyi gwa Mlungu, hakanki lifupu lya mbuyi gwa Mlungu. Na yakamshemera muntu muheri toziya ndo muntu muheri, hakanki lifupu lya muntu muheri.
280a2a00ae	Nuwagambirani nakaka, yoseri yakamupa yumu gwawu gwa wadidika awa yawanfata neni shikombi sha mashi gazizimira toziya ndo mfundwa gwa neni, nakaka hakapati lifupu lyakuwi.”
280b01008c	Yesu pakamalaliti kuwalagalira wafundwa lilongu na wawili, kawukiti pahala paliya na kagenditi kufunda na kubwera lushi zya pakwegera palii.
280b02006b	Yohani Mbatiza pakapikaniriti vitwatira vya Kristu vyakatenda, yomberi kawatumiti wafundwa wakuwi kwa Yesu.
280b030070	Womberi wamkosiya Yesu, “Hashi, gutugambiri gwenga gwa yumu yakatakulitwi na Yohani, ama tumuheperi gwingi?”
280b040052	Yesu kawankula, “Mgendi mwakamgambiri Yohani vitwatira vyampikinira na kuviwona,
280b0500b0	wanalwisi wawona na wavibyeketu wagendagenda, woseri yawalwala ungumbula wapungwa na wanamajogu wapikinira na wahowiti wankuzyukisiwa na Visoweru Viwagira vibwelwa kwa wahushu.
280b06003a	Mbaka kwa wantu woseri yawawera ndiri na lyoga na neni!”
280b0700f2	Wafundwa wa Yohani pawawukiti, Yesu kanjiti kuwagambira lipinga lya wantu, “Hashi, pamgenditi kumlola Yohani kushiwala, mgenditi kulola shishi? Visoweru vya Yohani, mgenditi kulola shishi? Hashi mgenditi kulola lyega lyankutikisiya luhamba?
280b080089	Su, mgenditi kulola shishi? Mgenditi kumlola muntu yakavaliti nguwu iherepa? Wantu yawavala nguwu ziherepa walikala munumba zya wafalumi!
280b09008c	Mung'ambiri, mgenditi kulola shishi? Mgenditi kumlola mbuyi gwa Mlungu? Yina nakaka, kumbiti mwona vitwatira vivuwa kuliku mbuyi gwa Mlungu.
