0100000005	Ugiti
01060400c9	Aza a Nefilim o yongo ta̱ a iɗika ya kafu ayin a nanlo a, ali n ayin e kelime dem. Ana muku n Ka̱shile n vaki ni nkere n uma ma, ɗa a matsai muku, muku n nanlo ele ɗa okpoi aza a utsura a uma dem.
0106050070	Ɗa Vuzavaguɗu we enei kawuya ka ka yimkpa ta̱ a aduniyan, kusheshe ku vuma ayin dem ku wuyana ta̱ feu ka̱u.
0106060070	Vuzavaguɗu u ɓa̱la̱i ka̱tsuma̱ a na u yaꞋin vuma a aduniyan, ɗa ka̱ɗu ka̱ ni ka̱ na̱mgba̱i ka̱u.
010607010c	Ɗa Vuzavaguɗu u danai, “Mi ta̱ a kutakpa vuma vu na n yaꞋin punu a aduniyan, uma koɓolo nu nnama dem, koɓolo n ili i wuma i na yi o kurono a̱tsuma̱ e le a iɗika, koɓolo nu nnu n gaɗi adama a na ka̱ɗu ka̱ va̱ ka̱ na̱mgba̱ ta̱ a na n yaꞋin le.”
0106080032	Ama Nufu u ciya̱i mapasa ma singai u Vuzavaguɗu.
0106090093	Na ɗa tsumani tsu Nufu. Nufu vuza vu usuɓi ɗa, ɗa kpamu wi babu unushi a̱ ubuta̱ u uma a ayin a̱ ni, u yaꞋan ta̱ kpamu nwalu n Ka̱shile.
01060a0036	Nufu wi ta̱ m muku n tatsu, ele ɗa Shem, Ham n Jafe.
01060b0061	Gogo na uma a aduniyan a̱ na̱mgba̱ ta̱ a̱ ka̱sukpa̱i Ka̱shile ɗa kpamu i tukpa n kawuya.
01060c0085	Ka̱shile kenei tsu na uma a aduniyan a shanai n kawuya, adama a na uma a aduniyan ra̱ka̱ a̱ la̱nga̱sa̱ ta̱ uye u le n kawuya.
01060d00af	Ka̱shile ka danai Nufu, “N sheshe ta̱ ɗe kuna uma a aduniyan a nampa ra̱ka̱, adama a na iɗika i nampa i shana ta̱ n kawuya. Mayun n kuna ta̱ uma dem n iɗika ya feu.
01060e00a0	Adama a nannai vi yaꞋanka ka̱ci ka̱ nu kpantsu nu nɗanga n kakawu, vi yaꞋan ku ɗa unu-unu ka̱ta̱ kpamu vu paɗara ku ɗa n cirupa̱ asuvu m pulai dem.
01060f00d0	Na ɗa uteku u na va kusheꞋwe ku ɗa, ugaɗi u yawa udashi amangatawenre n amangere n kupa wanshi kpamu udashi amangatatsu n kupa n u tawun, ka̱ta̱ kpamu kashani ka̱ ni ka yawa udashi amangere n u tawun.
01061000e6	Vi yaꞋanka kpantsu ka n kukpa̱Ꞌa̱, ka̱ta̱ vu buka ka̱ba̱nga̱ gaɗi ka na ka lazai udashi u te n kagimi ba. Vu zuwa utsutsu a kakambu ka̱ ni ka̱ta̱ vu zuwa kpamu punu kirukpa a ɗaka m mere, koɓolo kpamu n gaɗi dem.
010611009d	Mi ta̱ a̱ kutuka̱ m mini ma na n kuna uma n ili i na i buwai dem a aduniyan a nampa. Ili i na yi n ayinviki dem, Ili ya aduniyan dem yi ta̱ a̱ kukuwa̱.
010612008c	Ama mpa mi ta̱ a kinda uzuwakpani u na tsu zuwakpanai, ka̱ta̱ vu uwa a kpantsu ka avu m muku n nu n vuka vu nu n a̱ma̱ci a̱ muku n nu.
0106130065	Vu uka punu a kpantsu ka ili i wuma i re i re, vali n vuka koɓolo n avu adama a na vi isa wuma u le.
010614009b	Vi ɗika nnu icuꞋu kakau feu aza e re e re nu nnama n na m buwai aza a na i o kurono a̱tsuma̱ e le a iɗika, vu uka le punu adama a na a isa wuma u le.
010615006b	Vi ɗika ili kulyaꞋa i na yi kulyaꞋa dem ka̱ta̱ vu foɓo punu adama a̱ ɗa̱ koɓolo nu nnama ma.”
0106160044	Nufu u yaꞋan ta̱ ili dem derere uteku u na Ka̱shile ka danai ni.
01070100a8	Ɗa Vuzavaguɗu u danai Nufu, “Uwa a kpantsu avu n limata i nu dem adama a na me ene ta̱ avu vuza ciɗa ɗa a̱ kuta̱wa̱ wa̱ va̱ a̱ ka̱tsuma̱ ka aduniyan dem.
0107020081	Ɗika nnama n cindere n cindere a̱ ka̱tsuma̱ ka nnama n ciɗa vuka n vali. Nnama mu unata vi ɗika n re n re vuka n vali koci.
010703008c	Nnu n gaɗi kpamu nannai ugboku u cindere u cindere vuka n vali, adama a na icuꞋu yu nnama dem nu nnu i ciya̱ aza a wuma punu a aduniyan.
01070400cc	Adama a na gogo na ayin e cindere a ɗa o okpoi a na mo kuyoꞋo mini, ayin a amangere kanna n kayin adama a na mu una ili i wuma dem m mini, ili i wuma i na n yaꞋin mi ta̱ a kutakpa i ɗa ra̱ka̱.”
0107050046	Ɗa Nufu u yaꞋin ili dem ra̱ka̱ uteku u na Vuzavaguɗu u danai ni.
010706004d	Nufu wi ta̱ n a̱ya̱ amangatawa̱nta̱li, ayin a na mini ma lyaꞋi iɗika.
010707006d	Nufu n vuka vi ni, m muku n ni, n a̱ma̱ci e le, ɗa a uwai a kpantsu ka. Adama a na a laꞋaka n wuma u le.
0107080076	Koɓolo nu nnama n kutakuma nu n na a̱ kukpa̱ɗa̱ kutakuma, nu nnu, n ili i na yi o kurono a̱tsuma̱ a iɗika dem.
0107090068	Aza e re e re vuka n vali a banai u Nufu. Ɗa a uwai a kpantsu ka, uteku tsu na Ka̱shile ka danai Nufu.
01070a004d	Ana ayin e cindere a lazai ɗa mini ma na ma lyaꞋi aduniyan ma̱ ta̱wa̱i.
01070b00c1	A kanna ka kupa n ke cindere n wotoi u ire a̱ ka̱ya̱ ka amangatawa̱nta̱li ka ayin a wuma u Nufu, ɗa mini mo ɓosoi ma̱ ka̱na̱i kuwa̱ n u yoꞋi ɗa atusu a gaɗi dem a̱ ɓa̱yuwa̱i.
01070c0049	Ɗa u ka̱na̱i kuyoꞋo mini a aduniyan ali ayin amangere kanna n kayin.
01070d0088	A kanna ka nanlo ka ɗa Nufu n vuka vi ni a uwai a kpantsu ka koɓolo m muku n tatsu n ni Shem, n Ham, koɓolo n Jafe, n a̱ma̱ci e le.
01070e00aa	I ta̱ Punu a kpantsu ka koɓolo nu nnama n kakamba nu nnama m kpaꞋa icuꞋu kakau, aza a na o kurono a̱tsuma̱ a iɗika feu nu nnu kakau n ili ye evelyu i na i buwai.
01070f0058	Aza e re e re ili i na yi n ikyamba a kuyinvika de dem, i uwai punu a kpantsu ka n Nufu.
0107100088	Nnama n na n uwai a kpantsu vuka ɗa n vali icuꞋu kakau uteku u na Ka̱shile ka danai Nufu, ɗa Vuzavaguɗu u ɓa̱ya̱ngi utsutsu wa.
0107110097	U ka̱na̱i kuyoꞋo mini a aduniyan ali ayin amangere. Uteku tsu na mini ma̱ ka̱na̱i kushana, ɗa kpantsu ku ka̱na̱i kuta̱ɗukpa̱ gaɗi nannai.
010712006b	Ɗa mini mo doku ma yinkpasakai aduniyan n a̱bunda̱i, ɗa kpantsu ka ku ta̱ɗukpa̱i a gaɗi vu mini va.
0107130068	Ɗa mini mo doku ma yinkpasakai aduniyan n a̱bunda̱i, ali kusan ku gbagbaꞋin a iɗika dem ku liɓai.
0107140071	Ɗa mini mo doku ma̱ ɗa̱nga̱i gaɗi ka̱u ali ma palai nsasan m gbagbaꞋin kakau n na n lazai ubapi kamanga.
01071500a0	Ili i na i tsu zumgba̱ punu a aduniyan n wuma dem i ɗa i kuwa̱i a̱ mini, nnu nu nnama, nu nnama n kakamba ali n uma a na i aduniyan dem ɗa mini mu unai le.
0107160035	Ili i wuma i na yi n ayinviki dem a iɗika i kuwa̱i.
01071700d3	Ili i na yi punu a aduniyan dem a̱ pura̱ngu ta̱ i ɗa. Uma nu nnama n ili i na yi o kurono a̱tsuma̱ a iɗika dem, nnu n ili i na i buwai. Nufu ɗa koci u buwai n wuma n aza a na a uwai a kpantsu ka n a̱yi.
010718003c	Mini ma ma pala ta̱ aduniyan ali ayin amangecindere n kupa.
0108010093	Ama Ka̱shile ka ciɓai n Nufu nu nnama m kpaꞋa nu n kakamba aza a na i punu a kpantsu dem. Ɗa u suki wunla̱i a aduniyan, ɗa mini ma me jebei.
0108020079	Ubuta̱ u na wi a̱ kuwa̱ mini dem n atusu a gaɗi dem ɗa a̱ biniki, ɗa mini ma̱ ka̱sukpa̱i kuɗa̱kpa̱ a iɗika.
0108030067	Ɗa mini ma̱ gita̱i ku kukpa sawu, ana ma yawai ayin amangatawun n amangerenkupa ɗa me jebei gbende,
010804005a	a kanna ka kupa n e cindere o wotoi u cindere, ɗa kpantsu ka ku cipa̱i a kusan ku Arara.
010805009b	Ɗa mini ma ma lyaꞋi kelime n kujebe ali a kubana o wotoi u kupa. A kanna ka iyain o wotoi u nanlo wa ɗa gaɗi vu nsasan va vu gita̱i kuta̱ e keteshe.
0108060058	Ana ayin amangere a yaꞋin ɗa Nufu u ɓa̱yuwa̱i katusu ka na u yaꞋin a kpantsu ka,
0108070071	ɗa u ka̱sukpa̱i kagawun. Ɗa kagawun ka̱ ka̱na̱i ciɗinkpi n u bonoi ali ayin a na mini mo kotsoi a iɗika.
0108080060	Megeshe kenu ɗa Nufu u doku ɗa u ka̱sukpa̱i moɗoi mo kondo ko mini me ɗekpe ta̱ a iɗika.
01080900ea	Ama moɗoi ma ma̱ ciya̱ ubuta̱ u na u kuyikpa̱ ba, adama a na mini ma buwa ta̱ a̱ ubuta̱ dem a iɗika; ɗa mo bonoi a kpantsu a̱ ubuta̱ u Nufu. Wu uta̱ka̱i kukiye ku ni ɗa u ka̱na̱i maꞋa ɗa u bonokoi maꞋa a kpantsu.
01080a0049	U doku u vanai ali ayin e cindere ɗa u suki moɗoi mu uta̱ kpamu pulai.
01080b00b5	Ana moɗoi ma mo bonoi wa̱ ni n kulivi, ɗa u kasai ka̱vuku ka̱ ta̱ku ka maɗanga ma̱ ma̱biri a̱ una̱ u ni! Ɗa Nufu u yevei a na mini ma kukpa ta̱ ka̱u punu a aduniyan a.
01080c0072	U doku u vanai ali ayin e cindere ɗa u doki u suki moɗoi ma kpamu, ama u nampa mo doku mo bono wa̱ ni kpamu ba.
01080d00c2	A kanna ka iyain, n wotoi u iyain, ana Nufu u yawai a̱ya̱ amangatawa̱nta̱li n ke te, ɗa mini ma lazai a iɗika. Ɗa u talukpai kukpa̱Ꞌa̱ ku kpantsu ka. Ɗa we enei iɗika ya e kuɗekpe.
01080e004a	A kanna ka kamanga n e cindere n wotoi u ire, ɗa iɗika ya i ɗekpei dem.
01080f001c	Ɗa Ka̱shile ka danai Nufu,
010810004b	“Uta̱ punu a kpantsu ka, avu n vuka vu nu, m muku n nu n a̱ma̱ci e le.
01081100ac	Uta̱ka̱ ili i wuma dem, i na yi punu a kpantsu ka: nnu, nnama, n ili i na yi o kurono a̱tsuma̱ a iɗika dem. Adama a na a shatangu aduniyan, ka̱ta̱ a yimkpa kpamu.”
0108120046	Ɗa Nufu wu uta̱i, koɓolo m muku n ni, n vuka vi ni, n ejene a̱ ni.
0108130091	Nnama gbende n ili i wuma i na yi o kurono a̱tsuma̱ a iɗika, koɓolo nu nnu dem a̱ uta̱i a kpantsu ka o ku tononoi, yaba dem n icuꞋu i ni.
01081400a7	Ɗa Nufu u shikpa̱i katalikalyuka adama a Vuzavaguɗu. Ɗa u la̱nsa̱i nnama n kutakuma n yoku nu nnu n kutakuma kpamu. Ɗa u lyukai alyuka o kusongu a̱ ubuta̱ wa.
010815013a	Ana Vuzavaguɗu u tsumgbai ma̱gula̱ni ma singai ma alyuka ma, ɗa u danai n ka̱ɗu ka̱ ni, “Mi o kudoku kuyaꞋanka iɗika una̱wuya adama a vuma ba, adama a na kusheshe ku ka̱ɗu ku vuma ki ta̱ tukpa n kawuya ali n ayin a na a̱yi biꞋi kenu. Mi o kudoku kuna ili i wuma ra̱ka̱ tsu na n yaꞋin ɗe ba.
01081600b7	“Aduniyan a buwa baci de lo n wuma, a ayin a̱ vica̱Ꞌa̱ n ayin a vikyaꞋa, ayin a̱ usuɗukpi n ayin a̱ uta̱ni, ayin a kawun n ayin a kpandari, kanna n kayin o kukotso ba.”
010901007f	Ɗa Ka̱shile ka zuwakai Nufu m muku mo olobo n ni una̱singai. Ɗa u danai le, “Matsai ka̱ta̱ i yimkpa, i shatangu iɗika.
01090200ac	Nnama ra̱ka̱ ali n aza a na i o kurono a̱tsuma̱ a iɗika, nu nnu n adan i ta̱ o kuyongo a kupana wovon u nu. Ra̱ka̱ vi le a zuwa le ta̱ a ɗaka vi idasakpatsu i nu.
010903008e	Ili i na yi n wuma ɗa yi a̱ kuzumgba̱ dem yi ta̱ o kokpo ilikulyaꞋa i nu. Uteku u na n nekei nu yutishi, gogo na n neke wu ta̱ ili dem.
0109040049	“Ama ka̱ta̱ i takuma ili i na i kuwa̱i nu mpasa n ni babu ukiɗi ba.
01090500a6	Nu mpasa n nu n ɗa a kutsupaka vuza na vu lolotongi mpasa n ni. Mi ta̱ feu a kuna manama dem ma na mu unai vuma. Mi ta̱ feu a kuna vuma na wu unai toku vi ni vuma.
0109060090	Vuza na baci u lolotongi mpasa n vuma, vuma ɗa feu u kulolotongu mpasa n vuma vu nanlo, adama a na Ka̱shile ka yaꞋan ta̱ vuma n iyoci i ni.
0109070076	A̱ɗa̱ tamkpamu matsai ka̱ta̱ i yimkpa n a̱bunda̱i, i yaꞋan a̱bunda̱i a iɗika ka̱ta̱ i shatangu i ɗa.”
0109080027	Ka̱shile ka danai Nufu n olobo a̱ ni,
0109090074	“Mpa gogo na n yaꞋan ta̱ uzuwakpani n a̱ɗa̱ koɓolo nu ntsukaya n na n kuta̱wa̱ ka̱ca̱pa̱ ka̱ a̱ɗa̱
01090a00a3	koɓolo n ili i wuma ra̱ka̱ i na yi n avu, nu nnu ra̱ka̱ nu nnama m kpaꞋa koɓolo n kakamba ra̱ka̱, ili ra̱ka̱ i na yu uta̱i a kpantsu ka koɓolo n avu.
01090b0092	Gogo na, n zuwa ta̱ uzuwakpani u va̱ n a̱ɗa̱, mi o kudoku ma kuna ili i wuma dem m mini ba. Mini kpamu mi o kudoku ma lyaꞋa aduniyan ba.”
01090c00c2	Ɗa Ka̱shile ka danai, “Na va ɗaɗa urotu wu uzuwakpani u na n kuyaꞋan n a̱ɗa̱, koɓolo n ili i wuma dem i na yi n avu. Uzuwakpani wa kpamu u kutono ta̱ ntsukaya n na n kuta̱wa̱ dem.
01090d006b	N zuwa ta̱ vukambu vu va̱ gaɗi a̱ ubuta̱ we eleshu. Ɗa u kokpo urotu wu uzuwakpani u va̱ n aduniyan.
01090e005b	Ayin a na baci de dem mu uta̱ka̱i n eleshu a uguyi ɗa vukambu vu uta̱i punu e eleshu a,
01090f0093	mi ta̱ a kuciɓa n uzuwakpani u na n yaꞋin n a̱ɗa̱ koɓolo n ili i wuma ra̱ka̱ kakau. Mini mo kudoku kpamu ma kuna wuma ra̱ka̱ nannai ba.
010910009d	Me ene baci vukamba vu uta̱i punu e eleshu, mi ta̱ e kene ka̱ta̱ n ciɓa uzuwakpani wu babu uteku u Ka̱shile n ili i wuma kakau dem punu na a iɗika.”
0109110074	Ɗa Ka̱shile ka danai Nufu, “Na ɗa urotu wu uzuwakpani u na n yaꞋin n ili i wuma ra̱ka̱ punu na a iɗika.”
010912006b	Muku n Nufu n na mu uta̱i punu a kpantsu ka ele ɗa Shem, Ham n Jafe. (Ham a̱yi ɗa esheku a KanaꞋana.)
010913004f	Ele na ɗa muku n tatsu n Nufu, e le ɗa okpoi uma a na a wacuwai a iɗika dem.
010914006c	Nufu kacimbi, a̱yi ɗa u gita̱i kuyaꞋan kashina ki itacishi yi nɗanga n na n tsu matsa tsa̱ a̱ɗimbi.
0109150076	Ana u soꞋi ma̱ra̱ ma nɗanga n kashina n ni n yoku, ɗa ma makai ni ɗa u vaki koshomboɗi a̱ ka̱va̱li ka̱ ni.
0109160073	Ham, esheku a KanaꞋana, we enei ciyampa ce esheku e le ɗa u danai aza a̱ ni e re a na a buwai va ele ɗe pulai.
01091700ef	Ama Shem n Jafe a ɗikai ogbodo ɗa a̱ ɓa̱na̱i a ɗa a lazakai avangatsu e le; ɗa a walai n kucina̱ sai a̱ ubuta̱ u na esheku e le i ɗa a palai ni na ɗa. A kpatalai a̱shi e le adama a na ka̱ta̱ e ene ciyampa ce esheku e le ba.
010918007d	Ayin a na Nufu u jimgbai a̱ ka̱tsuma̱ ko kusoꞋo ka̱ ni, ɗa u yevei ili i na maku ma ukocishi ma̱ ni ma yaꞋankai ni,
010919005d	ɗa u danai, “Una̱ u tono KanaꞋana! Sai wo okpo kagbashi ku ukocishi wa̱ aza a̱ ni.”
01091a0072	U danai kpamu, “Una̱singai u ɗa u Vuzavaguɗu, Ka̱shile ke Shem! YaꞋan KanaꞋana wo okpo kagbashi ke Shem.
01091b00a5	YaꞋan Ka̱shile ko doku Jafe ekiye a kuyaꞋan a iɗika i ni n uma punu, yaꞋan Jafe u yongo a̱ a̱va̱li e Shem, yaꞋan KanaꞋana wo okpo kagbashi ka̱ ni.”
01091c0057	Ana mini mo kotsoi, ɗa Nufu u doku u yaꞋin a̱ya̱ amangatawantatsu n amangerenkupa.
01091d005d	A̱ya̱ a na Nufu u yaꞋin aduniyan a ɗaɗa amangatawunkuci n amangerenkupa, ɗa u kuwa̱i.
010a0100a0	Ele na ɗa ntsukaya n Shem, Ham, n Jafe muku n Nufu. Muku n tatsu n nampa a matsa ta̱ feu muku ayin a na mini ma na ma lyaꞋi uma a iɗika ra̱ka̱ mo kotsoi.
010a02004c	Muku n Jafe ele ɗa Gomaru, Mogogu, Madai, Javan, Tubalu, Mesheku, n Tirasu.
010a030033	Muku n Goma ele ɗa Ashekenaza, Rifata, n Togaruma.
010a04003b	Muku n Javan ele ɗa Elishahu, Tarishi, Kitimu, n Dodanimu.
010a0500a3	A̱ ubuta̱ u le u ɗa uma a na o yongoi o kotogu a̱ ka̱kina̱ ka mala a̱ uta̱i. Ele ɗa muku n Jafe o kuyongo umaci kakau, kelentsu kakau, n iɗika kakau feu.
010a060034	Muku n Ham, ele ɗa Kush, Masar, Putu, n KanaꞋana.
010a07005d	Muku n Kush ele ɗa Sheba, Havila, Sabotu, Rama, Sabateka. Muku n Rama ele ɗa Seba n Dedanu.
010a080069	Kush u matsai maku ɗa u neꞋi ni kula Namura, vuza na wo okpoi kovonshi vu utsura vi iyain va aduniyan.
010a090099	Wo okpoi katain ka gbayin a̱ ubuta̱ u Vuzavaguɗu, i ɗaɗa i zuwai ɗa uma a danai, “YaꞋan Vuzavaguɗu u bonoko wu katain ka gbayin tsu Namura!”
010a0a006d	Tsugono ci iyain ci ni ci gita̱ ta̱ n likuci i Babila, Ereci, n Akadu, n Kaline dem vi le a iɗika i Shina.
010a0b0079	U gita̱i punu a iɗika i nanlo, ɗa u banai a Asiriya a̱ ubuta̱ u na u maꞋi likuci i Niniva, Rehobotu-iri, n Kalashi
010a0c0040	n Reshena, i na yi e mere ma Niniva n likuci i gbayin i Kalashi.
010a0d002f	Masar ɗa esheku a Ludu, Anama, Lehabu, Nafutu,
010a0e003f	Paturusu, Kasulu, n Karita, aza a na a matsai aza a Filisitiya.
010a0f003b	KanaꞋana ɗa esheku a Sida maku ma iyain ma̱ ni, n Hiti,
010a100035	koɓolo kpamu n aza a Jebusiya, Amoriya, Girigeshiya,
010a110028	n aza a Hiviya, n Akita, n aza a Siniya,
010a120067	ali n aza a Avadi, n Zamarita, n aza a Hamo. Umaci kakau wa aza a KanaꞋana e pecekushi daꞋin kakau,
010a1300b0	ali sai a na uteku wa aza a KanaꞋana u yawai uɓon u gaɗi vu Sida a kubana a uɓon u ɗaka vu Gera ɗevu n Geza, n Sodom, n Gomora, n Aduma, koɓolo n Zeboyim ɗevu n Lasha.
010a14004d	Na ɗa muku n Ham, o kuyongo umaci kakau, kelentsu kakau, n iɗika kakau feu.
010a15005c	A matsaka ta̱ Shem, Jafe mokoshi ma̱ ni muku, a̱yi ɗa tsukaya tsu muku n Eberu ra̱ka̱.
010a160039	Muku n Shem ele ɗa Elim, Ashuru, Afakasha, Luda, n Aram.
010a170031	Muku n Aram ele ɗa Uzu, Hulu, Getaru, m Mesheku.
010a180038	Afakasha a̱yi ɗa esheku a Shela, Shela esheku a Eberu.
010a19009c	Eberu wi ta̱ m muku n re: vuza te kula ku ni ku ɗa Pelegu, adama a na a ayin a̱ ni a ɗa uma a aduniyan e pecuki, ɗa vuza te va e neꞋi ni kula Jokuta.
010a1a0037	Jokuta ɗa esheku a Alamodadu, Shela, Hazamavetu, Jera,
010a1b0016	Hadoram, Uzala, Dikila
010a1c0016	Obali, Abimale n Sheba
010a1d0057	koɓolo n Ofiri, n Havila, n Jobabu. Ra̱ka̱ vi le muku n ɗa n na mu uta̱i u Jokuta.
010a1e005e	Iɗika i na o yongoi i ɗa i gita̱ ta̱ a Mesha ali a kubana Sefa a uɓon wu nsasan a kasana.
010a1f0052	Ele na ɗa muku n Shem, o kuyongo umaci kakau, kelentsu kakau, n iɗika kakau feu.
010a2000b9	Na ɗa umaci wu muku n Nufu, iɗika kakau, uteku u na kefeku ke le ki. Ana mini ma na ma lyaꞋi aduniyan mo kotsoi, iɗika dem yu uduniyan i ciya̱i tsukaya a̱ ubuta̱ wu muku n Nufu.
010b010047	Ayin o yoku, uma ishi ta̱ a tsu dansa kelentsu ke te n ukuna u te feu.
010b020075	Ana e sheruwengi kenu a uɓon u kasana, ɗa a̱ ciya̱i ka̱ba̱nga̱ ka singai a iɗika i Shina, ɗa a shamgbai ɗe.
010b0300c0	Ɗa dananai “Ta̱wa̱i. Ci yaꞋin iputa̱ n a̱bunda̱i ka̱ta̱ tsu songu ci ɗekpetengi i ɗa.” Ɗa kucikpa a yaꞋin ulinga n iputa̱ a na a yaꞋan n atali. Cirupa̱ kpamu ci ciꞋin.
010b0400e2	Ɗa a danai kpamu, “Ta̱wa̱i. Tsu maꞋakai ka̱ci ka̱ tsu likuci n mashilya mu ugaɗi ma gbangam punu ma na ma kuyaꞋan ugaɗi sai a̱ Ka̱shile. Adama a na ci yaꞋan kula, ci ciya̱ tsu pecukusu punu a iɗika ya ba.”
010b05005e	Ama Vuzavaguɗu u cipa̱ ta̱ adama a na u kondo likuci n kumaꞋa ka, ku na uma a yaꞋin va.
010b0600b7	Ɗa Vuzavaguɗu u danai, “Uma e kelentsu ke te ka nampa, a fuɗa baci a yaꞋan ili i nampa. Babu ili i na e kusheshe kuyaꞋan dem, ka̱ta̱ a̱ kpa̱ɗa̱ kufuɗa kuyaꞋan i ɗa.
010b07006c	YaꞋan ci cipa̱ adama a na tsu shulyuku kadanshi ke le, ka̱ta̱ a̱ ciya̱ o doku a dansa ili i te ba.”
010b08006d	Vuzavaguɗu u gba̱ra̱i le u pecuki le punu a aduniyan ra̱ka̱, ɗa a̱ ka̱sukpa̱i kumaꞋa ku likuci ka.
010b0900b3	I ɗaɗa i zuwai ɗa e ɗekei ubuta̱ wa Babila, adama a na ta ɗe Vuzavaguɗu u shulyuki kadanshi ka uma ra̱ka̱. Ta ɗe Vuzavaguɗu u gba̱ra̱i le u pecuki le punu a aduniyan.
010b0a00a3	Na ɗa ntsukaya n Shem. Ayin a na a̱ya̱ e re a lazai a̱ mini ma̱ a̱bunda̱i ma na mu unai uma, ayin a na Shem wi n a̱ya̱ amangatawun, ɗa u matsai Afakasha.
010b0b009a	Ana Shem wo okpoi esheku a Afakasha ɗa u doku u yaꞋin a̱ya̱ amangatawantawun. A̱ ka̱tsuma̱ ka ayin a nanlo, u doku u matsai muku mu nkere n olobo.
010b0c004a	Ana Afakasha u yaꞋin a̱ya̱ kamangankupa n a tawun, ɗa u matsai Shela.
010b0d008b	Ɗa Afakasha u yaꞋin kpamu a̱ya̱ amangatawa̱na̱shi n a tatsu. A̱ ka̱tsuma̱ ka ayin a nanlo, u doku u matsai muku mu nkere n olobo.
010b0e003d	Ana Shela u yaꞋin a̱ya̱ kamangankupa, ɗa u matsai Eberu.
010b0f008e	Ana u matsai Eberu ɗa u yaꞋin kpamu a̱ya̱ amangatawa̱na̱shi n a tatsu. A̱ ka̱tsuma̱ ka ayin a nanlo, u matsai muku mu nkere n olobo.
010b10004a	Ana Eberu u yaꞋin a̱ya̱ kamangankupa n a̱ na̱shi, ɗa u matsai Fele.
010b11009b	Ana Eberu u matsai Pelegu, ɗa kpamu u yaꞋin a̱ya̱ amangatawa̱na̱shi n kamangankupa. A̱ ka̱tsuma̱ ka ayin a nanlo, u matsai muku mu nkere n olobo.
010b12003b	Ana Fele u yaꞋin a̱ya̱ kamangankupa, ɗa u matsai Reyu.
010b130080	Ayin a nanlo, ɗa u yaꞋin kpamu a̱ya̱ amangatawenre n kuci. A̱ ka̱tsuma̱ ka ayin a nanlo, u matsai muku mu nkere n olobo.
010b14003e	Reyu u yaꞋin a̱ya̱ kamangankupa n e re, ɗa u matsai Seru.
010b15007a	U doku u yaꞋin kpamu a̱ya̱ amangatawenre n e cindere. A̱ ka̱tsuma̱ ka ayin a nanlo, u matsai muku mu nkere n olobo.
010b16003d	Ana Seru u yaꞋin a̱ya̱ kamangankupa, ɗa u matsai Nahoru.
010b17006e	U doku u yaꞋin kpamu a̱ya̱ amangatawenre. A̱ ka̱tsuma̱ ka ayin a nanlo, u matsai muku mu nkere n olobo.
010b18003f	Ana Nahoru u yaꞋin a̱ya̱ kamanga n kuci, ɗa u matsai Tera.
010b190074	U doku u yaꞋin a̱ya̱ amangatawun n kupa n kuci. A̱ ka̱tsuma̱ ka ayin a nanlo, u matsai muku mu nkere n olobo.
010b1a0054	Ana Tera u yaꞋin a̱ya̱ amangatatsunkupa, ɗa u matsai Iburam, n Nahoru, n Haran.
010b1b0061	Na ɗaɗa ntsukaya n Tera, vuza na u matsai Iburam, Nahoru n Haran. Haram tamkpamu u matsai Lotu.
010b1c0057	Ɗa Haran u kuwa̱i a̱ likuci i ni i Ur punu a Kaldiya, esheku tamkpamu biꞋi n wuma.
010b1d00a8	Iburam n Nahoru a zuwai a̱ma̱ci, kula ku vuka ku Iburam ku ɗaɗa Saraya, kula ku vuka vu Nahoru tamkpamu ku ɗaɗa Milika. A̱yi Milika n Isikaya muku n Haran n ɗa.
010b1e001c	Saraya u ciya̱ kucina̱ ba.
010b1f00ec	Tera u ɗikai maku ma̱ ni Iburam, m matsukaya ma̱ ni Lotu (maku ma Haram), n kejene ka̱ ni kpamu Saraya (vuka va Iburam), ɗa a̱ ka̱sukpa̱i Ur vu Kaldiya, a kubana a KanaꞋana. A banai ɗa a̱ da̱sa̱ngi a Haran, a shamgbai ɗe.
010b20004f	Tera u yaꞋan ta̱ a̱ya̱ amangatawenre n a tawun, ɗa u kuwa̱i ɗe a Haran.
010c010092	Vuzavaguɗu u danai Iburam, “Ka̱sukpa̱ iɗika i nu, nu mmaci n nu, n uma a kpaꞋa ke esheku a̱ nu, vu bana a̱ ubuta̱ u na n kuyotsongu wu.
010c02009f	Mi ta̱ a kuzuwa wu vo okpo iɗika i gbayin dem. Mi ta̱ a kuzuwaka wu una̱singai ka̱ta̱ kula ku nu ko okpo ku gbayin, ka̱ta̱ vo okpo vuma vu una̱singai.
010c0300bb	Mi ta̱ a kuzuwaka aza a na a zuwakai nu una̱singai. Vuza na baci u yaꞋankai nu una̱, mi ta̱ feu a kuyaꞋanka yi. Uma a aduniyan dem i ta̱ a̱ kuciya̱ una̱singai adama a̱ nu.”
010c0400a2	Ɗa Iburam u lazai, uteku u na Vuzavaguɗu u danai ni, ɗa Lotu u tonoi ni. Ayin a nanlo Iburam wi ta̱ n a̱ya̱ amangatatsunkupa n a tawun, ana wu uta̱i Haran.
010c0500d3	Ɗa Iburam u ɗikai vuka vi ni Saraya, n Lotu maku ma vangu vi ni, n uciyi u na o ɓolongi dem ali n agbashi e le feu a na a̱ ciya̱i a Haran. Ɗa a̱ ka̱na̱i uye a kubana a KanaꞋana, ɗa ta na a yawai ɗe.
