0100000009	UGenesisi
01071700d7	Yonke into ephilayo phezu komhlaba yakhukhulwa; abantu lezinyamazana lezinanakazana ezihuquzela emhlabathini kanye lezinyoni zemkhathini kwakhuculwa emhlabeni. NguNowa kuphela owasalayo, lalabo ababelaye emkhunjini.
0107180042	Amanzi agcwala emhlabeni okwensuku ezilikhulu lamatshumi amahlanu.
0108010091	Kodwa uNkulunkulu wamkhumbula uNowa lazozonke izinyamazana zeganga lezifuyo ezazilaye emkhunjini, wasethumela umoya emhlabeni, amanzi asesentsha.
0108020064	Manje imithombo yolwandle lamasango amanzi asemazulwini kwasekuvaliwe, lezulu laselisile emkhathini.
010803006f	Amanzi entsha kancanekancane emhlabeni. Ekupheleni kwensuku ezilikhulu lamatshumi amahlanu amanzi ayesentshile,
010804006e	kwathi ngosuku lwetshumi lesikhombisa lwenyanga yesikhombisa umkhumbi wayakuma phezu kwezintaba zase-Ararathi.
0108050089	Amanzi aqhubeka esentsha kwaze kwaba yinyanga yetshumi, kwathi ngosuku lokuqala lwenyanga yetshumi iziqongo zezintaba zaqala ukubonakala.
010806004e	Ngemva kwensuku ezingamatshumi amane uNowa wavula iwindi ayelenzile emkhunjini
010807003f	wathuma iwabayi, lazulazula emoyeni amanzi aze atsha emhlabeni.
0108080045	Wasethuma ijuba ukuthi abone ingabe amanzi ayesephelile emhlabathini.
01080900bb	Kodwa ijuba laswela indawo yokubeka unyawo ngoba kwakulamanzi yonke indawo phezu komhlaba; ngakho labuyela kuNowa emkhunjini. Wakhupha isandla walamukela ijuba walibuyisa kuye emkhunjini.
01080a0054	Walinda okwezinye insuku eziyisikhombisa waphinda walithuma ijuba lisuka emkhunjini.
01080b00aa	Kwathi ijuba selibuya kuye ntambama, laliphethe ngomlomo walo ihlamvu lesihlahla se-oliva elalisanda kukhiwa! UNowa wahle wazi ukuthi amanzi ayesehlile kakhulu emhlabeni.
01080c006b	Walinda okwezinye insuku eziyisikhombisa walithuma ijuba njalo, kodwa ngalesi isikhathi kalisabuyanga kuye.
01080d00cf	Ngosuku lokuqala lwenyanga yokuqala yomnyaka wamakhulu ayisithupha lanye wokuphila kukaNowa, amanzi ayesomile emhlabeni. Ngakho uNowa wasesusa uphahla lomkhumbi esebona ukuthi iphansi lomhlabathi laselomile.
01080e0056	Ngosuku lwamatshumi amabili lesikhombisa lwenyanga yesibili umhlabathi wawusuwome qha.
01080f001d	UNkulunkulu wasesithi kuNowa,
010810003e	“Phuma emkhunjini, wena lomkakho, lamadodana akho labomkabo.
01081100a1	Khupha yonke into ephilayo olayo, izinyoni, izinyamazana lazozonke izinanakazana ezihuquzela emhlabathini ukuze zande emhlabeni, zizale zande ngobunengi bazo.”
010812004c	Ngakho uNowa wasephuma lamadodana akhe, lomkakhe kanye labomalukazana bakhe.
01081300a2	Zonke izinyamazana kanye lezinanakazana ezihuquzela emhlabathini lazozonke izinyoni, yonke into enyakazayo emhlabeni, kwaphuma emkhunjini, ngemihlobo kulandelana.
0108140087	UNowa wasesakhela uThixo i-alithari, wathatha ezinye izinyamazana lezinyoni ezihlanzekileyo wanikela iminikelo yokutshiswa phezu kwalo.
0108150125	UThixo wahotsha iphunga elimnandi wathi enhliziyweni yakhe: “Kangisayikuphinda ngiwuqalekise njalo umhlaba ngenxa yabantu, ngoba imicabango yenhliziyo yomuntu mibi kusukela ebuntwaneni bakhe. Njalo kangisoze lanini ngiphinde ngibhubhise zonke izidalwa eziphilayo, njengalokhu engikwenzileyo.
0108160088	Nxa umhlaba ulokhu usekhona, isikhathi sokuhlanyela lesokuvuna, umqando lokutshisa, ihlobo lobusika, imini lobusuku kakusoze kwacina.”
0109010068	UNkulunkulu wambusisa uNowa lamadodana akhe wathi kubo, “Zalanani lande ngobunengi ligcwalise umhlaba.
01090200b9	Zizalesaba zibe lovalo ngani zonke izinyamazana zomhlaba, lazozonke izinyoni zemoyeni, lezinanakazana ezihuquzela emhlabathini, kanye lenhlanzi zonke zolwandle; ziphiwe ezandleni zakho.
010903007d	Yonke into ephilayo lenyakazayo izakuba yikudla kuwe. Njengalokhu ngalipha izihlahla eziluhlaza, manje sengilipha yonke into.
0109040037	Kodwa lingadli inyama ilegazi lokuphila phakathi kwayo.
01090500a3	Njalo igazi lokuphila kwenu ngizafuna impendulo ngalo, ngizafuna impendulo kuyo yonke inyamazana. Njalo emuntwini wonke ngizafuna ukwazi ngempilo yomzalwane wakhe.
0109060083	Loba ngubani ochitha igazi lomuntu, igazi lakhe lizachithwa ngumuntu; ngoba ngomfanekiso kaNkulunkulu, uNkulunkulu umenzile umuntu.
010907004c	Mayelana lani, zalanani lande ngobunengi; yandani emhlabeni libe banengi.”
0109080037	UNkulunkulu wasesithi kuNowa lakumadodana akhe ayelawo:
0109090049	“Manje sengimisa isivumelwano sami lani lezizukulwane zenu ezilandelayo
01090a009b	lasosonke isidalwa esiphilayo esasilawe, izinyoni, izifuyo lezinyamazana zeganga, zonke lezo ezaphuma lani emkhunjini, sonke isidalwa esiphilayo emhlabeni.
01090b0091	Ngiyasimisa isivumelwano sami lani: Kakusoze njalo impilo yonke iqunywe ngamanzi kazamcolo; kakusoze njalo kube lozamcolo ozabhubhisa umhlaba.”
01090c00a4	UNkulunkulu wathi, “Lesi yisiboniso sesivumelwano engisenzayo phakathi kwami lani lasosonke isidalwa esiphilayo elilaso, isivumelwano sezizukulwane zonke ezizayo:
01090d006d	Sengibeke umchilowamakhosikazi wami emayezini, wona uzakuba yisiboniso sesivumelwano phakathi kwami lomhlaba.
01090e0058	Kuzakuthi nxa ngiletha amayezi phezu komhlaba besekuvela umchilowamakhosikazi emayezini,
01090f00a7	ngizakhumbula isivumelwano sami phakathi kwami lani lazozonke izidalwa eziphilayo ezemihlobo yonke. Kakusoze njalo lanini amanzi abe yisikhukhula esizabhubhisa impilo.
01091000bb	Kuzakuthi nxa kungavela umchilowamakhosikazi emayezini ngizawubona besengikhumbula isivumelwano saphakade phakathi kukaNkulunkulu lezidalwa zonke eziphilayo ezemihlobo yonke emhlabeni.”
0109110081	UNkulunkulu wasesithi kuNowa, “Lesi yisiboniso sesivumelwano esengisimisile phakathi kwami lakho konke okuphilayo emhlabeni.”
010912005f	Amadodana kaNowa aphuma emkhunjini ayengoShemu, uHamu loJafethi. (UHamu wayenguyise kaKhenani.)
0109130059	La ayeyiwo amadodana amathathu kaNowa, kuwo kwadabuka abantu abasabalala emhlabeni wonke.
0109140035	UNowa, indoda yomhlabathi, wasuka wahlanyela isivini.
010915004f	Wathi esenathe iwayini lakhona, wadakwa walala enqunu phakathi kwethente lakhe.
010916004e	UHamu, uyise kaKhenani, wabona ubunqunu bukayise wasetshela abafowabo phandle.
01091700b8	Kodwa uShemu loJafethi bathatha isivunulo basiphosela emahlombe abo; bangena behamba nyovane bamboza ubunqunu bukayise. Ubuso babo babukhangele emuva ukuze bangaboni ubunqunu bukayise.
0109180064	Kwathi uNowa esevukile selehlile iwayini wezwa ngokwakwenziwe kuye yindodana yakhe encane kulamanye,
0109190048	wathi, “Uqalekisiwe uKhenani! Isigqili esizakuba phansi kubafowabo.”
01091a006f	Wabuya wathi njalo, “Udumo kalube kuThixo, uNkulunkulu kaShemu! Sengathi uKhenani angaba yisigqili sikaShemu.
01091b0096	Sengathi uNkulunkulu angaqhelisa indawo kaJafethi; sengathi uJafethi angahlala emathenteni kaShemu, njalo sengathi uKhenani angaba yisichaka sakhe.”
01091c0057	Ngemva kukazamcolo uNowa waphila okweminyaka engamakhulu amathathu lamatshumi amahlanu.
01091d0061	UNowa waphila okweminyaka engamakhulu ayisificamunwemunye lamatshumi amahlanu isiyonke, wasesifa.
010a010075	Lo ngumlando kaShemu, loHamu loJafethi, amadodana kaNowa, okwathi bona ngokwabo baba lamadodana ngemva kwesikhukhula.
010a02005e	Amadodana kaJafethi ayeyila: uGomeri, uMagogi, uMadayi uJavani, uThubhali, uMesheki loThirasi.
010a030046	Amadodana kaGomeri ayeyila: u-Ashikhenazi, uRifathi kanye loThogarima.
010a040047	Amadodana kaJavani ayeyila: u-Elisha, uThashishi, uKhithimi loRodanimu.
010a050098	(Kusukela kulaba abahlala ngasolwandle behlukana ngezigodi zabo, yilabo ngosendo lwabo bephakathi kwezizwe zabo, kuyilabo lalabo bekhuluma ulimi lwabo.)
010a060042	Amadodana kaHamu ayeyila: uKhushi, uMizirayimi, uPhuthi loKhenani.
010a07007b	Amadodana kaKhushi ayeyila: uSebha, uHavila, uSabhitha, uRahama loSabhitheka. Amadodana kaRahama ayeyila: uShebha loDedani.
010a08004b	UKhushi wayenguyise kaNimrodi, owakhula waba liqhawe elilamandla emhlabeni.
010a09007b	Wayengumzingeli omkhulu phambi kukaThixo; kungakho lokho kwathiwa, “NjengoNimrodi, umzingeli omkhulu phambi kukaThixo.”
010a0a005c	Izindawo ezinkulu zembusweni wakhe kwakuyiBhabhiloni, i-Erekhi, i-Akhadi leKhaline eShinari.
010a0b0055	Esuka kulelolizwe waya e-Asiriya lapho akha khona iNiniva, iRehobhothi, i-Iri, iKhala
010a0c0041	leReseni ephakathi kweNiniva leKhala; yilo idolobho elikhulukazi.
010a0d0046	UMizirayimi wayenguyise wamaLudi, ama-Anami, amaLehabhi, amaNafithuhi,
010a0e004a	amaPhathrosi lamaKhasiluhi (okwadabuka khona amaFilistiya) lamaKhafithori.
010a0f0036	UKhenani wayenguyise kaSidoni izibulo lakhe, amaHithi,
010a100021	amaJebusi, ama-Amori, amaGigashi,
010a11001d	amaHivi, ama-Arikhi, amaSini,
010a12004d	ama-Avadi, amaZemari kanye lamaHamathi. (Muva izizwana zamaKhenani zasabalala
010a130092	kwathi imingcele yeKhenani yasukela eSidoni isiya eGerari kufika eGaza, besekuqonda eSodoma, leGomora, le-Adima leZebhoyimi kuze kuyefika eLasha.)
010a140062	La yiwo amadodana kaHamu ngokosendo lwawo langezindimi zawo, ezigodini zawo kanye langezizwe zawo.
010a15006c	Amadodana azalwa njalo kuShemu, umnewabo owayenguJafethi; uShemu wayengukhokho wawo wonke amadodana ka-Ebha.
010a160048	Amadodana kaShemu ayeyila: u-Elamu, u-Ashuri, u-Afazadi, uLudi lo-Aramu.
010a17003b	Amadodana ka-Aramu ayeyila: u-Uzi, uHuli, uGetha loMesheki.
010a180034	U-Afazadi wayenguyise kaShela, uShela wazala u-Ebha.
010a190099	Amadodana amabili ayezalwa ngu-Ebha ayeyila: Omunye wayenguPhelegi, ngoba ngezinsuku zakhe umhlaba wawudabuke phakathi; umfowabo kwakuthiwa nguJokithani.
010a1a0045	UJokithani wayenguyise ka-Alimodadi, uShelefi, uHazarimavethi, uJera,
010a1b001c	uHadoramu, u-Uzali, uDikila,
010a1c0020	u-Obhali, u-Abhimayeli, uShebha,
010a1d004a	u-Ofiri, uHavila kanye loJobhabhi. Bonke laba babengamadodana kaJokithani.
010a1e005e	Isigodi ababehlala kuso sasisukela eMesha kusiya eSefari elizweni elilamaqaqa elisempumalanga.
010a1f0057	La ngamadodana kaShemu ngokosendo lwawo langezindimi zawo, emazweni awo lezizweni zawo.
010a20009a	Lezi zinsendo zamadodana kaNowa kusiya ngemindeni yazo, phakathi kwezizwe zawo. Kusukela kuzo, izizwe zahlakazeka zagcwala umhlaba wonke emva kukazamcolo.
010b010037	Umhlaba wonke wawulolimi lunye lokukhuluma okufananayo.
010b020064	Kwathi abantu belokhu beqhelela empumalanga, bafumana indawo evulekileyo eShinari basebesakha khona.
010b030086	Basebetshelana bathi, “Kasitshayeni izitina sizitshise kakhulu.” Babesebenzisa izitina endaweni yamatshe, lethara endaweni yodaka.
010b04008d	Basebesithi, “Zwanini, kasizakheleni idolobho libe lomphongolo ofika emazulwini, ukuze sizenzele ibizo singaze sasabalala umhlaba wonke.”
010b05004b	Kodwa uThixo wehla wazalibona idolobho kanye lomphongolo abantu ababewakha.
010b060071	UThixo wathi, “Nxa bengabantu banye bekhuluma limi lunye sebeqalisile ukwenza lokhu, pho kakukho okungabehlula.
010b07004c	Zwanini, kasehleni siye phansi sisanganise ulimi lwabo bangabe besazwana.”
010b080046	Kanjalo uThixo wabahlakaza emhlabeni wonke, bayekela ukwakha idolobho.
010b090092	Kungakho labizwa ngokuthi yiBhabheli, ngoba khonapho uThixo wasanganisa ulimi lomhlaba wonke. Kusukela lapho uThixo wabahlakazela emhlabeni wonke.
010b0a0073	Lo ngumlando wosendo lukaShemu. Eminyakeni emibili emva kukazamcolo, uShemu eseleminyaka elikhulu wazala u-Afazadi.
010b0b006e	Esezele u-Afazadi, uShemu waphila okweminyaka engamakhulu amahlanu, njalo waba lamanye amadodana lamadodakazi.
010b0c0052	Kwathi u-Afazadi esephile iminyaka engamatshumi amathathu lanhlanu, wazala uShela.
010b0d0074	Esezele uShela, u-Afazadi waphila okweminyaka engamakhulu amane lantathu, njalo waba lamanye amadodana lamadodakazi.
010b0e003e	UShela esephile iminyaka engamatshumi amathathu wazala u-Ebha.
010b0f0071	Esezele u-Ebha, uShela waphila okweminyaka engamakhulu amane lantathu, njalo waba lamanye amadodana lamadodakazi.
010b100045	U-Ebha esephile iminyaka engamatshumi amathathu lane wazala uPhelegi.
010b11007f	Esezele uPhelegi, u-Ebha waphila okweminyaka engamakhulu amane lamatshumi amathathu, njalo waba lamanye amadodana lamadodakazi.
010b120040	UPhelegi esephile iminyaka engamatshumi amathathu, wazala uRewu.
010b13007e	Esezele uRewu, uPhelegi waphila okweminyaka engamakhulu amabili lesificamunwemunye, njalo waba lamanye amadodana lamadodakazi.
010b14004e	Kwathi uRewu esephile iminyaka engamatshumi amathathu lambili, wazala uSerugi.
010b150077	Esezele uSerugi, uRewu waphila okweminyaka engamakhulu amabili lesikhombisa, njalo waba lamanye amadodana lamadodakazi.
010b160048	Kwathi uSerugi esephile iminyaka engamatshumi amathathu, wazala uNahori.
010b17006c	Esezele uNahori, uSerugi waphila okweminyaka engamakhulu amabili, njalo waba lamanye amadodana lamadodakazi.
010b180050	UNahori esephile iminyaka engamatshumi amabili lesificamunwemunye wazala uThera.
010b19007c	Esezele uThera, uNahori waphila okweminyaka elikhulu letshumi lesificamunwemunye, njalo waba lamanye amadodana lamadodakazi.
010b1a0057	UThera esephile iminyaka engamatshumi ayisikhombisa wazala u-Abhrama, uNahori loHarani.
010b1b0068	Lo ngumlando wosendo lukaThera. UThera wazala u-Abhrama, uNahori loHarani. Kwathi uHarani wazala uLothi.
010b1c0065	Kwathi uyise uThera esaphila uHarani wafa bese-Uri idolobho lamaKhaladiya, elizweni lokuzalwa kwakhe.
010b1d00ab	U-Abhrama loNahori bathatha bobabili. Ibizo lomka-Abhrama lalinguSarayi, kwathi ibizo likamkaNahori linguMilikha; wayeyindodakazi kaHarani uyise kaMilikha kanye lo-Isikha.
010b1e002e	Kodwa uSarayi wayeyinyumba; wayengelabantwana.
010b1f00eb	UThera wathatha indodana yakhe u-Abhrama, lomzukulu wakhe uLothi indodana kaHarani, lomalokazana wakhe uSarayi umfazi wendodana yakhe u-Abhrama, basuka bonke e-Uri lamaKhaladiya baqonda eKhenani. Kodwa bafika eHarani basebesakha khona.
010b200048	UThera waphila okweminyaka engamakhulu amabili lanhlanu, wafela eHarani.
010c01007b	UThixo wathi ku-Abhrama, “Suka elizweni lakini, lebantwini bakini lasendlini kayihlo uye elizweni engizakutshengisa lona.
010c020075	Ngizakwenza ube yisizwe esikhulu njalo ngizakubusisa; ngizakwenza ibizo lakho libe likhulu, njalo uzakuba yisibusiso.
010c03007b	Ngizababusisa labo abakubusisayo, lalowo okuqalekisayo ngizamqalekisa; njalo bonke abantu emhlabeni bazakubusiswa ngawe.”
010c0400aa	Ngakho u-Abhrama wasuka, njengokutshelwa kwakhe nguThixo; njalo uLothi wahamba laye. U-Abhrama wayeleminyaka engamatshumi ayisikhombisa lanhlanu ekusukeni kwakhe eHarani.
010c0500a7	Wathatha umkakhe uSarayi, lomntanomfowabo uLothi, lempahla yabo yonke ababeyizuzile kanye labantu ababebatholile eHarani, baqonda elizweni laseKhenani, bayafika khona.
010c060091	U-Abhrama wahamba walidabula ilizwe waze wafika endaweni yesihlahla esikhulu saseMore eShekhemu. Ngalesosikhathi amaKhenani ayephakathi kwelizwe.
010c070096	UThixo wabonakala ku-Abhrama wathi, “Lelilizwe ngizalinika inzalo yakho.” Ngakho wasesakha i-alithari khonapho elakhela uThixo owayebonakele kuye.
010c0800bb	Esuka lapho waqonda ezintabeni empumalanga kweBhetheli wamisa ithente lakhe, iBhetheli isentshonalanga le-Ayi isempumalanga. Khonapho wakhela uThixo i-alithari walidumisa ibizo likaThixo.
010c09002a	U-Abhrama wasuka waqhubeka eqonda eNegebi.
010c0a0087	Kwasekusiba lendlala elizweni, okwenza u-Abhrama waya eGibhithe ukuyahlala khona okwesikhathi esithile ngoba indlala yayinkulu kakhulu.
010c0b0066	Kwathi esebanga ukungena eGibhithe wathi kumkakhe uSarayi, “Ngiyazi ukuthi ungumfazi omuhle kakhulu.
010c0c0065	AmaGibhithe azakuthi ekubona athi, ‘Lo ngumkakhe.’ Lapho-ke bazangibulala wena bakuyekele uphile.
010c0d0066	Ubokuthi ungudadewethu, ukuze ngiphathwe kuhle ngenxa yakho njalo lempilo yami isinde ngenxa yakho.”
010c0e005f	Kwathi u-Abhrama efika eGibhithe, amaGibhithe abona umkakhe ukuthi wayengumfazi omuhle kakhulu.
010c0f005e	Izikhulu zikaFaro sezimbonile zamncoma kakhulu kuFaro, uSarayi wasengeniswa esigodlweni sakhe.
010c10009a	Wamphatha kuhle u-Abhrama ngenxa kaSarayi, ngakho u-Abhrama wazuza izimvu lenkomo, obabhemi abaduna labasikazi, izinceku zesilisa lezesifazane lamakamela.
010c110054	Kodwa uThixo wehlisela uFaro lendlu yakhe izifo ezimbi ngenxa kaSarayi umka-Abhrama.
010c120064	Ngakho uFaro wabiza u-Abhrama wathi, “Wenzeni kimi? Kungani ungangitshelanga ukuthi ungumkakho na?
010c130073	Watsholoni ukuthi ungudadewenu, ngacina sengizithathele mina waba ngowami? Manje, nangu umkakho. Mthathe uhambe!”
010c140067	UFaro waselaya ukuthi u-Abhrama lamadoda ayelawo basuswe elizweni, kanye lomkakhe lakho konke ayelakho.
010d010069	Ngakho u-Abhrama wasuka eGibhithe waya eNegebi, kanye lomkakhe lakho konke ayelakho, loLothi ehamba laye.
010d02003f	U-Abhrama wayesenothile kakhulu ngezifuyo langesiliva legolide.
010d03008c	Esuka eNegebi wazula lapha lalapha waze wafika eBhetheli, endaweni eyayiphakathi kweBhetheli le-Ayi lapho ayemise khona ithente lakhe kuqala
010d04005a	njalo lapho ayeqale khona ukwakha i-alithari. Khonapho u-Abhrama wadumisa ibizo likaThixo.
010d05004c	ULothi wayehamba lo-Abhrama, laye wayelemihlambi yezimvu lenkomo lamathente.
010d060086	Kodwa indawo yayingasoze ibenele bonke nxa babengahlala ndawonye, ngoba impahla yabo yayinengi kakhulu, isala ukuthi bahlale ndawonye.
010d070086	Kwaba lokuxabana phakathi kwabelusi baka-Abhrama labelusi bakaLothi. AmaKhenani lamaPherizi lawo ayehlala kulelolizwe ngalesosikhathi.
010d080069	U-Abhrama wasesithi kuLothi, “Kasingalwi mina lawe, kumbe abelusi bakho labami ngoba siyizinini zegazi.
010d090095	Umhlaba wonke kawukho phambi kwakho na? Kasehlukane. Ungaya kwesokhohlo mina ngizakuya kwesokunene; ungaya kwesokunene mina ngizakuya kwesokhohlo.”
010d0a00cc	ULothi wakhangela wabona ukuthi lonke igceke laseJodani lalilamanzi amanengi, njengesivande sikaThixo, njengelizwe laseGibhithe kusiya eZowari. (Ngalesisikhathi uThixo wayengakabhubhisi iSodoma leGomora.)
010d0b006c	Ngakho uLothi wazikhethela lonke igceke laseJodani, wasesuka waya empumalanga. Amadoda la womabili ehlukana:
010d0c0086	U-Abhrama wahlala elizweni laseKhenani, kwathi uLothi wahlala phakathi kwamadolobho asemagcekeni wamisa amathente akhe eduze leSodoma.
010d0d0047	Abantu baseSodoma babexhwalile kakhulu, besenza izono ezinkulu kuThixo.
010d0e00a2	UThixo wathi ku-Abhrama ngemva kokuba uLothi esesukile kuye, “Phakamisa amehlo akho asuke lapho okhona, ukhangele enhla leningizimu, empumalanga lentshonalanga.
010d0f004f	Lonke ilizwe olibonayo ngizalinika wena kanye lesizukulwane sakho okulaphakade.
010d100085	Ngizakwenza isizukulwane sakho sibe njengothuli lomhlabathi, okokuthi nxa ekhona ongabala uthuli, lesizukulwane sakho sibe lokubalwa.
010d110040	Hamba udabule ubude lobubanzi belizwe, ngoba ngiyakupha lona.”
010d120092	Ngakho u-Abhrama wathutha amathente akhe wahamba wayakwakha eduze kwezihlahla ezinkulu zikaMamure eHebhroni, lapho akhela khona uThixo i-alithari.
010e01008c	Ngesikhathi u-Amrafeli inkosi yaseShinari, lo-Ariyoki inkosi yase-Elasari, loKhedolawoma inkosi yase-Elamu kanye loThidali inkosi yaseGoyimi
010e0200b1	baya empini behlasela uBhera inkosi yaseSodoma, loBhirisha inkosi yaseGomora, loShinabhi inkosi yase-Adima, loShemebheri inkosi yaseZebhoyimi lenkosi yaseBhela (kutsho iZowari).
010e030055	Wonke amakhosi la abikwe muva ahlanganyela eSigodini saseSidimu (uLwandle lweTswayi).
010e040062	Okweminyaka elitshumi lambili ayebuswa nguKhedolawoma, kodwa ngomnyaka wetshumi lantathu amvukela.
010e0500a4	Ngomnyaka wetshumi lane, uKhedolawoma lamakhosi ayemanyene laye baphuma bayanqoba amaRefayi e-Ashitherothi Khanayimi, lamaZuzi eHamu, lama-Emi eShave Khiriyathayimi
010e060056	lamaHori elizweni lamaqaqa laseSeyiri, kwaze kwayafika e-Eli Pharani eduze lenkangala.
010e07008f	Yikho basebephenduka baya e-Eni Mishiphathi (kutsho eKhadeshi), banqoba isigodi sonke sama-Amaleki kanye lama-Amori ayehlala eHazazoni Thamari.
010e0800b3	Ngakho inkosi yaseSodoma, lenkosi yaseGomora, lenkosi yase-Adima, lenkosi yaseZebhoyimi kanye lenkosi yaseBhela (kutsho iZowari) baphuma bayahlela izimpi zabo eSigodini saseSidimi
010e0900af	baqondana loKhedolawoma inkosi yase-Elamu, loThidali inkosi yaseGoyimi, lo-Amrafeli inkosi yaseShinari kanye lo-Ariyoki inkosi yase-Elasari, amakhosi amane eqondene lamahlanu.
010e0a00b5	Ngalesosikhathi iSigodi saseSidimi sasigcwele imigodi yengcino, ngakho kwathi amakhosi aseSodoma leGomora, esebaleka, abanye abantu bawo bawela kuyo, abanengi babalekela ezintabeni.
010e0b005a	Amakhosi la amane athumba zonke impahla zaseSodoma leGomora lokudla kwabo konke; asehamba.
