0100000008	Génesis
010a12005c	al arvadeo, al zemareo y al hamateo; y después se dispersaron las familias de los cananeos.
010a130093	Y fue el territorio de los cananeos desde Sidón, en dirección a Gerar, hasta Gaza; y en dirección de Sodoma, Gomorra, Adma y Zeboim, hasta Lasa.
010a14005f	Éstos son los hijos de Cam por sus familias, por sus lenguas, en sus tierras, en sus naciones.
010a15005e	También le nacieron hijos a Sem, padre de todos los hijos de Heber, y hermano mayor de Jafet.
010a160032	Los hijos de Sem: Elam, Asur, Arfaxad, Lud y Aram.
010a17002a	Y los hijos de Aram: Uz, Hul, Geter y Mas.
010a180033	Arfaxad engendró a Sala, y Sala engendró a Heber.
010a19008b	Y a Heber nacieron dos hijos: el nombre del uno fue Peleg, porque en sus días fue repartida la tierra; y el nombre de su hermano, Joctán.
010a1a0038	Y Joctán engendró a Almodad, Selef, Hazar-mavet, Jera,
010a1b0014	Adoram, Uzal, Dicla,
010a1c0015	Obal, Abimael, Sabá,
010a1d003b	Ofir, Havila y Jobab; todos éstos fueron hijos de Joctán.
010a1e004a	Y su habitación fue desde Mesa en dirección de Sefar, monte del oriente.
010a1f0062	Éstos fueron los hijos de Sem por sus familias, por sus lenguas, en sus tierras, en sus naciones.
010a20009f	Éstas son las familias de los hijos de Noé por sus descendencias, en sus naciones; y de éstos se esparcieron las naciones en la tierra después del diluvio.
010b010046	Tenía entonces toda la tierra una sola lengua y unas mismas palabras.
010b020073	Y aconteció que cuando partieron de oriente, hallaron una llanura en la tierra de Sinar, y se establecieron allí.
010b03009e	Y se dijeron unos a otros: “Venid, hagamos ladrillo y cozámoslo con fuego”. Y les sirvió el ladrillo en lugar de piedra, y el betún en lugar de mezcla.
010b0400b1	Y dijeron: “Venid, edifiquémonos una ciudad y una torre, cuya cúspide llegue al cielo; y hagámonos un nombre, por si fuéramos esparcidos sobre la faz de toda la tierra”.
010b05005a	Y descendió Yahvé para ver la ciudad y la torre que edificaban los hijos de los hombres.
010b0600b2	Y dijo Yahvé: “He aquí el pueblo es uno, y todos éstos tienen un solo lenguaje; y han comenzado la edificación, y ahora nada les hará desistir de lo que han pensado hacer.
010b070070	Ahora, pues, descendamos, y confundamos allí su lengua, para que ninguno entienda el habla de su compañero”.
010b080066	Así los esparció Yahvé desde allí sobre la faz de toda la tierra, y dejaron de edificar la ciudad.
010b0900a7	Por esto fue llamado el nombre de ella Babel, porque allí confundió Yahvé el lenguaje de toda la tierra, y desde allí los esparció sobre la faz de toda la tierra.
010b0a0074	Éstas son las generaciones de Sem: Sem, de edad de cien años, engendró a Arfaxad, dos años después del diluvio.
010b0b005c	Y vivió Sem, después que engendró a Arfaxad, quinientos años, y engendró hijos e hijas.
010b0c0039	Arfaxad vivió treinta y cinco años, y engendró a Sala.
010b0d0065	Y vivió Arfaxad, después que engendró a Sala, cuatrocientos tres años, y engendró hijos e hijas.
010b0e002f	Sala vivió treinta años, y engendró a Heber.
010b0f0063	Y vivió Sala, después que engendró a Heber, cuatrocientos tres años, y engendró hijos e hijas.
010b100039	Heber vivió treinta y cuatro años, y engendró a Peleg.
010b110067	Y vivió Heber, después que engendró a Peleg, cuatrocientos treinta años, y engendró hijos e hijas.
010b12002e	Peleg vivió treinta años, y engendró a Reu.
010b130060	Y vivió Peleg, después que engendró a Reu, doscientos nueve años, y engendró hijos e hijas.
010b140034	Reu vivió treinta y dos años, y engendró a Serug.
010b150060	Y vivió Reu, después que engendró a Serug, doscientos siete años, y engendró hijos e hijas.
010b160030	Serug vivió treinta años, y engendró a Nacor.
010b17005c	Y vivió Serug, después que engendró a Nacor, doscientos años, y engendró hijos e hijas.
010b180034	Nacor vivió veintinueve años, y engendró a Taré.
010b190063	Y vivió Nacor, después que engendró a Taré, ciento diecinueve años, y engendró hijos e hijas.
010b1a0044	Taré vivió setenta años, y engendró a Abram, a Nacor y a Harán.
010b1b006c	Éstas son las generaciones de Taré: Taré engendró a Abram, a Nacor y a Harán; y Harán engendró a Lot.
010b1c005d	Y murió Harán antes que su padre Taré en la tierra de su nacimiento, en Ur de los caldeos.
010b1d00a6	Y tomaron Abram y Nacor para sí mujeres; el nombre de la mujer de Abram era Sarai, y el nombre de la mujer de Nacor, Milca, hija de Harán, padre de Milca y de Isca.
010b1e0029	Mas Sarai era estéril, y no tenía hijo.
010b1f00ea	Y tomó Taré a Abram su hijo, y a Lot hijo de Harán, hijo de su hijo, y a Sarai su nuera, mujer de Abram su hijo, y salió con ellos de Ur de los caldeos, para ir a la tierra de Canaán; y vinieron hasta Harán, y se quedaron allí.
010b20004d	Y fueron los días de Taré doscientos cinco años; y murió Taré en Harán.
010c010081	Pero Yahvé había dicho a Abram: “Vete de tu tierra y de tu parentela, y de la casa de tu padre, a la tierra que te mostraré.
010c020062	Y haré de ti una nación grande, y te bendeciré, y engrandeceré tu nombre, y serás bendición.
010c030085	Bendeciré a los que te bendijeren, y a los que te maldijeren maldeciré; y serán benditas en ti todas las familias de la tierra”.
010c04007d	Y se fue Abram, como Yahvé le dijo; y Lot fue con él. Y era Abram de edad de setenta y cinco años cuando salió de Harán.
010c0500de	Tomó, pues, Abram a Sarai su mujer, y a Lot hijo de su hermano, y todos sus bienes que habían ganado y las personas que habían adquirido en Harán, y salieron para ir a tierra de Canaán; y a tierra de Canaán llegaron.
010c06007e	Y pasó Abram por aquella tierra hasta el lugar de Siquem, hasta la encina de More; y el cananeo estaba entonces en la tierra.
010c070090	Y apareció Yahvé a Abram, y le dijo: “A tu descendencia daré esta tierra”. Y edificó allí un altar a Yahvé, quien le había aparecido.
010c0800bc	Luego se pasó de allí a un monte al oriente de Betel, y plantó su tienda, teniendo a Betel al occidente y Hai al oriente; y edificó allí altar a Yahvé, e invocó el nombre de Yahvé.
010c090039	Y Abram partió de allí, caminando y yendo hacia el sur.
010c0a007a	Hubo entonces hambre en la tierra, y descendió Abram a Egipto para morar allá; porque era grande el hambre en la tierra.
010c0b008a	Y aconteció que cuando estaba para entrar en Egipto, dijo a Sarai su mujer: “He aquí, ahora conozco que eres mujer de hermoso aspecto;
010c0c006a	y cuando te vean los egipcios, dirán: ‘Su mujer es’; y me matarán a mí, y a ti te dejarán la vida.
010c0d0068	Di, ahora, que eres mi hermana, para que yo tenga bien por causa tuya, y viva mi alma por amor de ti”.
010c0e006c	Y aconteció que cuando entró Abram en Egipto, los egipcios vieron que la mujer era hermosa en gran manera.
010c0f0075	También la vieron los príncipes de Faraón, y la alabaron delante de él; y fue llevada la mujer a casa de Faraón.
010c10006b	E hizo bien a Abram por causa de ella; y él tuvo ovejas, vacas, asnos, siervos, criadas, asnas y camellos.
010c11005e	Mas Yahvé hirió a Faraón y a su casa con grandes plagas, por causa de Sarai mujer de Abram.
010c120082	Entonces Faraón llamó a Abram, y le dijo: “¿Qué es esto que has hecho conmigo? ¿Por qué no me declaraste que era tu mujer?
010c13008f	¿Por qué dijiste: ‘Es mi hermana’, dándome ocasión para tomarla para mí por mujer? Ahora, pues, he aquí tu mujer; tómala, y vete”.
010c140077	Entonces Faraón dio orden a sus gentes acerca de Abram; y le acompañaron a él, y a su mujer, con todo lo que tenía.
010d010062	Subió, pues, Abram de Egipto hacia el sur, él y su mujer, con todo lo que tenía, y con él Lot.
010d020032	Y Abram era muy rico en ganado, en plata y en oro.
010d03007a	Y volvió por sus jornadas desde el sur hacia Betel, hasta el lugar donde había estado antes su tienda entre Betel y Hai,
010d04005b	al lugar del altar que había hecho allí antes; e invocó allí Abram el nombre de Yahvé.
010d050043	También Lot, que andaba con Abram, tenía ovejas, vacas y tiendas.
010d06007f	Y la tierra no era suficiente para que habitasen juntos, pues sus posesiones eran muchas, y no podían morar en un mismo lugar.
010d070094	Y hubo contienda entre los pastores del ganado de Abram y los pastores del ganado de Lot; y el cananeo y el ferezeo habitaban entonces en la tierra.
010d080080	Entonces Abram dijo a Lot: “No haya ahora altercado entre nosotros dos, entre mis pastores y los tuyos, porque somos hermanos.
010d0900b4	¿No está toda la tierra delante de ti? Yo os ruego que os apartéis de mí. Si fueres a la mano izquierda, yo iré a la derecha; y si tú a la derecha, yo iré a la izquierda”.
010d0a00d3	Y alzó Lot sus ojos, y vio toda la llanura del Jordán, que toda ella era de riego, antes que destruyese Yahvé a Sodoma y a Gomorra, como el huerto de Yahvé, como la tierra de Egipto en la dirección de Zoar.
010d0b007a	Entonces Lot escogió para sí toda la llanura del Jordán; y se fue Lot hacia el oriente, y se apartaron el uno del otro.
010d0c0087	Abram acampó en la tierra de Canaán, en tanto que Lot habitó en las ciudades de la llanura, y fue poniendo sus tiendas hasta Sodoma.
010d0d004e	Mas los hombres de Sodoma eran malos y pecadores contra Yahvé en gran manera.
010d0e00b2	Y Yahvé dijo a Abram, después que Lot se apartó de él: “Alzad ahora vuestros ojos y mirad desde el lugar donde estáis hacia el norte y el sur, y al oriente y al occidente.
010d0f0058	Porque toda la tierra que veis, os la daré a vos y a vuestra descendencia para siempre.
010d100097	Y haré vuestra descendencia como el polvo de la tierra; que si alguno puede contar el polvo de la tierra, también vuestra descendencia será contada.
010d110060	Levantaos, recorred la tierra por su longitud y por su anchura; porque a vos os la he de dar”.
010d12007e	Abram, pues, removiendo su tienda, vino y moró en el encinar de Mamre, que está en Hebrón, y edificó allí altar a Yahvé.
010e010074	Aconteció en los días de Amrafel rey de Sinar, Arioc rey de Elasar, Quedorlaomer rey de Elam, y Tidal rey de Goim,
010e0200b4	que éstos hicieron guerra contra Bera rey de Sodoma, contra Birsa rey de Gomorra, contra Sinab rey de Adma, contra Semeber rey de Zeboim, y contra el rey de Bela, la cual es Zoar.
010e030044	Todos éstos se juntaron en el valle de Sidim, que es el Mar Salado.
010e04004e	Doce años habían servido a Quedorlaomer, y en el decimotercero se rebelaron.
010e0500b5	Y en el año decimocuarto vino Quedorlaomer, y los reyes que estaban con él, y derrotaron a los refaítas en Astarot Karnaim, a los zuzitas en Ham, a los emitas en Save-quiriataim,
010e06005c	y a los horeos en el monte de Seir, hasta la llanura de Parán, que está junto al desierto.
010e070095	Y volvieron y vinieron a En-mispat, que es Cades, y devastaron todo el país de los amalecitas, y también al amorreo que habitaba en Hazezón-tamar.
010e0800a6	Y salieron el rey de Sodoma, el rey de Gomorra, el rey de Adma, el rey de Zeboim y el rey de Bela, que es Zoar, y ordenaron batalla contra ellos en el valle de Sidim;
010e090083	esto es, contra Quedorlaomer rey de Elam, Tidal rey de Goim, Amrafel rey de Sinar y Arioc rey de Elasar; cuatro reyes contra cinco.
010e0a0096	Y el valle de Sidim estaba lleno de pozos de asfalto; y cuando huyeron el rey de Sodoma y el de Gomorra, cayeron allí; y los demás huyeron al monte.
010e0b0057	Y tomaron toda la riqueza de Sodoma y de Gomorra, y todas sus provisiones, y se fueron.
010e0c0063	Tomaron también a Lot, hijo del hermano de Abram, que moraba en Sodoma, y sus bienes, y se fueron.
010e0d00b7	Y vino uno de los que escaparon, y lo anunció a Abram el hebreo, que habitaba en el encinar de Mamre el amorreo, hermano de Escol y hermano de Aner, los cuales eran aliados de Abram.
010e0e0089	Oyó Abram que su pariente estaba cautivo, y armó a sus criados, los nacidos en su casa, trescientos dieciocho, y los siguió hasta Dan.
010e0f006c	Y cayó sobre ellos de noche, él y sus siervos, y los atacó, y los siguió hasta Hoba al norte de Damasco.
010e100067	Y recobró todos los bienes, y también a Lot su pariente y sus bienes, y a las mujeres y demás gente.
010e11009f	Cuando volvía de la derrota de Quedorlaomer y de los reyes que con él estaban, salió el rey de Sodoma a recibirlo al valle de Save, que es el Valle del Rey.
010e120054	Entonces Melquisedec, rey de Salem y sacerdote del Dios Altísimo, sacó pan y vino;
010e130067	y le bendijo, diciendo: “Bendito sea Abram del Dios Altísimo, poseedor de los cielos y de la tierra;
010e14006d	y bendito sea el Dios Altísimo, que entregó tus enemigos en tu mano”. Y le dio Abram los diezmos de todo.
010e15005b	Entonces el rey de Sodoma dijo a Abram: “Dame las personas, y toma para ti los bienes”.
010e160079	Y respondió Abram al rey de Sodoma: “He alzado mi mano a Yahvé Dios Altísimo, poseedor de los cielos y de la tierra,
