2800000005	Matei
28081c00ca	Când a ajuns de cealaltă parte, în ținutul Gherghesenilor, l-au întâmpinat doi oameni posedați de demoni, care ieșeau din morminte, foarte înverșunați, încât nimeni nu putea trece pe acolo.
28081d0094	Și iată că strigau, zicând: “Ce avem noi de-a face cu Tine, Isus, Fiul lui Dumnezeu? Ai venit aici ca să ne chinuiești înainte de vreme?”
28081e003d	Și era o turmă de mulți porci care păștea departe de ei.
28081f006c	Demonii l-au implorat, spunând: “Dacă ne scoți afară, îngăduie-ne să plecăm în turma de porci.”
280820009f	Și le-a zis: “Mergeți!” Au ieșit și au intrat în turma de porci; și iată că întreaga turmă de porci s-a prăbușit în mare și a murit în apă.
280821008f	Cei care îi hrăneau au fugit și s-au dus în cetate și au povestit totul, inclusiv ce s-a întâmplat cu cei care erau posedați de demoni.
2808220082	Iată că toată cetatea a ieșit în întâmpinarea lui Isus. Când l-au văzut, l-au implorat să plece de lângă hotarele lor.
2809010046	A intrat într-o corabie, a trecut dincolo și a venit în cetatea sa.
28090200b3	Și iată că i-au adus un om paralizat, întins pe un pat. Isus, văzând credința lor, i-a spus paraliticului: “Fiule, înveselește-te! Păcatele tale îți sunt iertate”.
280903004e	Și iată că unii dintre cărturari își ziceau: “Omul acesta hulește”.
2809040058	Isus, cunoscând gândurile lor, a zis: “Pentru ce gândiți rău în inimile voastre?
2809050070	Căci ce este mai ușor: să spui: “Păcatele tale sunt iertate”, sau să spui: “Scoală-te și umblă?”
28090600a8	Dar ca să știți că Fiul Omului are putere pe pământ să ierte păcatele — (apoi i-a spus paraliticului): “Scoală-te, ia-ți rogojina și du-te la casa ta”.
2809070028	Și s-a sculat și a plecat la casa lui.
2809080072	Dar mulțimile, văzând aceasta, s-au mirat și au slăvit pe Dumnezeu, care dăduse oamenilor o asemenea putere.
2809090093	Când a trecut Isus de acolo, a văzut pe un om numit Matei, care ședea la percepție. I-a spus: “Urmează-mă”. El s-a ridicat și l-a urmat.
28090a0089	Pe când ședea el în casă, iată că au venit mulți vameși și păcătoși și s-au așezat la masă cu Isus și cu discipolii săi.
28090b0083	Fariseii, văzând aceasta, au zis discipolilor lui: “De ce mănâncă învățătorul vostru cu vameșii și cu păcătoșii?”
28090c006d	Când a auzit Isus, le-a zis: “Cei sănătoși nu au nevoie de doctor, dar cei bolnavi au nevoie de doctor.
28090d00b4	Voi însă mergeți și învățați ce înseamnă acest lucru: “Eu vreau milă, și nu jertfă”, căci n-am venit să chem la pocăință pe cei drepți, ci pe păcătoși.”
28090e007c	Atunci ucenicii lui Ioan au venit la el și i-au zis: “De ce noi și fariseii postim des, iar ucenicii tăi nu postesc?”
28090f00a7	Isus le-a zis: “Pot oare prietenii mirelui să jelească atâta timp cât mirele este cu ei? Dar vor veni zile când mirele va fi luat de la ei și atunci vor posti.
2809100092	Nimeni nu pune o bucată de pânză neîncălzită pe o haină veche, pentru că petecul s-ar rupe de pe haină și se face o gaură și mai mare.
28091100c9	Nici oamenii nu pun vin nou în piei de vin vechi, căci altfel s-ar sparge piei, s-ar vărsa vinul și s-ar strica piei. Nu, ei pun vin nou în piei de vin proaspăt, și amândouă se păstrează.”
2809120098	Pe când le spunea acestea, iată că a venit un domnitor și I s-a închinat, zicând: “Fiica mea a murit; vino și pune mâna pe ea și va trăi.”
2809130039	Isus s-a sculat și a mers după el, ca și ucenicii lui.
2809140085	Și iată că o femeie, care avea o scurgere de sânge de doisprezece ani, a venit în urma Lui și s-a atins de marginea hainei Lui;
2809150050	căci zicea în sinea ei: “Dacă mă ating de haina Lui, mă voi face bine”.
28091600a1	Dar Isus, întorcându-se și văzând-o, a zis: “Fiică, înveselește-te! Credința ta te-a făcut sănătoasă”. Și femeia s-a făcut bine din acel ceas.
280917006f	Când a intrat Isus în casa domnitorului și a văzut pe cei ce cântau la fluier și mulțimea în dezordine,
2809180054	le-a zis: “Faceți loc, căci fata nu este moartă, ci doarme.” Îl ridiculizau.
280919006d	Dar, când mulțimea a fost trimisă afară, El a intrat înăuntru, a luat-o de mână și fata s-a ridicat.
28091a0036	Vestea aceasta s-a răspândit în toată țara aceea.
28091b0074	Pe când trecea Isus de acolo, doi orbi L-au urmărit, strigând și zicând: “Ai milă de noi, Fiul lui David!”
28091c008f	După ce a intrat în casă, orbii s-au apropiat de El. Isus le-a zis: “Credeți că pot face acest lucru?” Ei i-au spus: “Da, Doamne”.
28091d0050	Apoi s-a atins de ochii lor și a zis: “Fie vouă după credința voastră!”
28091e0082	Atunci li s-au deschis ochii. Isus le-a poruncit cu strictețe, zicând: “Aveți grijă ca nimeni să nu afle despre aceasta.”
28091f0045	Dar ei au ieșit și au răspândit faima Lui în toată țara aceea.
280920005d	Pe când ieșeau ei afară, iată că a fost adus la El un mut, care era posedat de un demon.
2809210084	După ce a fost izgonit demonul, omul mut a vorbit. Mulțimile se minunau și spuneau: “Așa ceva nu s-a mai văzut în Israel!”
2809220041	Dar fariseii ziceau: “Prin prințul demonilor scoate demoni.”
28092300bb	Isus străbătea toate cetățile și satele, învățând în sinagogile lor, propovăduind vestea cea bună a Împărăției și vindecând orice boală și orice neputință în popor.
2809240081	Când a văzut mulțimile, i s-a făcut milă de ele, pentru că erau hărțuite și împrăștiate, ca niște oi fără păstor.
2809250069	Atunci le-a spus discipolilor săi: “Într-adevăr, secerișul este mare, dar lucrătorii sunt puțini.
2809260055	Rugați-vădeci ca Domnul secerișului să trimită lucrători la secerișul Său.”
280a0100af	A chemat la Sine pe cei doisprezece ucenici ai Săi și le-a dat putere asupra duhurilor necurate, ca să le scoată afară și să vindece orice boală și orice neputință.
280a0200a6	Și numele celor doisprezece apostoli sunt următoarele Cel dintâi, Simon, care se numește Petru; Andrei, fratele său; Iacov, fiul lui Zebedeu; Ioan, fratele său;
280a030064	Filip; Bartolomeu; Toma; Matei, vameșul; Iacov, fiul lui Alfeu; Lebeu, care se mai numea și Tadeu;
280a04003b	Simon Zelota; și Iuda Iscarioteanul, care l-a și trădat.
280a05009a	Isus a trimis pe acești doisprezece și le-a poruncit, zicând: “Să nu mergeți printre neamuri și să nu intrați în nici o cetate a samaritenilor.
280a06003c	Mergeți mai degrabă la oile pierdute ale casei lui Israel.
280a07005b	În timp ce mergeți, propovăduiți, spunând: “Împărăția Cerurilor este aproape!”
280a08006f	Vindecați bolnavii, curățați leproșii și alungați demonii. De bunăvoie ați primit, de bunăvoie dați.
280a09003f	Nu luați aur, argint sau aramă în centurile voastre de bani.
280a0a0088	Nu luați nici un sac pentru călătorie, nici două haine, nici sandale, nici toiag, căci cel care muncește este vrednic de hrana sa.
280a0b0088	În orice cetate sau sat în care intrați, aflați cine este vrednic în el și rămâneți acolo până când veți merge mai departe.
280a0c002c	Când intrați în gospodărie, salutați-o.
280a0d007f	Dacă gospodăria este vrednică, să vină pacea ta peste ea, iar dacă nu este vrednică, să se întoarcă pacea ta la tine.
280a0e0092	Oricine nu vă primește și nu vă ascultă cuvintele, când ieșiți din casa aceea sau din cetatea aceea, scuturați-vă praful de pe picioare.
280a0f0087	Adevărat vă spun că, în ziua judecății, va fi mai ușor de suportat pentru țara Sodomei și Gomorei decât pentru orașul acela.
280a10007f	“Iată, vă trimit ca pe niște oi în mijlocul lupilor. De aceea, fiți înțelepți ca șerpii și inofensivi ca porumbeii.
280a110068	Dar păziți-vă de oameni, căci vă vor da pe mâna consiliilor și în sinagogile lor vă vor biciui.
280a12007f	Da, și veți fi aduși înaintea guvernatorilor și a împăraților din cauza Mea, ca mărturie pentru ei și pentru neamuri.
280a13007e	Dar, când vă vor preda, nu vă îngrijorați cum și ce veți spune, pentru că vi se va da în ceasul acela ce veți spune.
280a140047	Căci nu voi vorbiți, ci Duhul Tatălui vostru care vorbește în voi.
280a150090	“Fratele va da la moarte pe fratele său și tatăl pe copilul său. Copiii se vor ridica împotriva părinților și îi vor face să moară.
280a160073	Veți fi urâți de toți oamenii din cauza numelui Meu, dar cel care va răbda până la sfârșit va fi mântuit.
280a1700bd	Dar când vă vor persecuta în această cetate, fugiți în cealaltă, pentru că, cu siguranță, vă spun că nu veți fi trecut prin cetățile lui Israel până nu va veni Fiul Omului.
280a180061	“Ucenicul nu este mai presus de învățătorul său, nici sluga mai presus de stăpânul său.
280a1900aa	Este de ajuns ca ucenicul să fie ca învățătorul său, și robul ca domnul său. Dacă pe stăpânul casei l-au numit Beelzebul, cu cât mai mult pe cei din casa lui!
280a1a007c	De aceea nu vă temeți de ei, căci nu este nimic acoperit care să nu fie descoperit, sau ascuns care să nu fie cunoscut.
280a1b0080	Ceea ce vă spun în întuneric, vorbiți la lumină; și ceea ce auziți șoptit la ureche, vestiți pe acoperișurile caselor.
280a1c00ab	Nu vă temeți de cei care ucid trupul, dar nu pot ucide sufletul. Temeți-vă mai degrabă de cel care este în stare să nimicească și sufletul și trupul în Gheenă.
280a1d0082	“Nu se vând oare două vrăbii cu o monedă de un asarion? Nici una dintre ele nu cade pe pământ fără voia Tatălui vostru.
280a1e0045	Dar chiar și firele de păr de pe capul vostru sunt toate numărate.
280a1f0049	De aceea nu vă temeți. Voi sunteți mai valoroși decât multe vrăbii.
280a200082	Așadar, pe oricine mă mărturisește înaintea oamenilor, îl voi mărturisi și eu înaintea Tatălui meu care este în ceruri.
280a210070	Dar pe oricine Mă va nega înaintea oamenilor, îl voi nega și Eu înaintea Tatălui Meu care este în ceruri.
280a220066	“Să nu credeți că am venit să trimit pacea pe pământ. Nu am venit să trimit pace, ci o sabie.
280a230086	Pentru că am venit să pun pe un om împotriva tatălui său, pe o fiică împotriva mamei sale și pe noră împotriva soacrei sale.
280a240033	Dușmanii unui om vor fi cei din propria lui casă.
280a2500a6	Cine iubește pe tată sau pe mamă mai mult decât Mine nu este vrednic de Mine; și cine iubește pe fiu sau pe fiică mai mult decât Mine nu este vrednic de Mine.
280a260045	Cine nu-și ia crucea și nu vine după mine nu este vrednic de mine.
280a27005a	Cine își caută viața o va pierde, iar cine își pierde viața pentru mine o va găsi.
280a280079	Cine vă primește pe voi, pe Mine Mă primește; și cine Mă primește pe Mine, primește pe Cel ce M-a trimis pe Mine.
280a2900a5	Cine primește un profet în numele unui profet va primi răsplata unui profet. Cine primește un om drept în numele unui om drept va primi răsplata unui om drept.
280a2a00a9	Oricineva da unuia dintre acești micuți doar un pahar de apă rece să bea în numele unui ucenic, cu siguranță vă spun că nu-și va pierde nicidecum răsplata.”
280b01009a	După ce a isprăvit Isus de a îndruma pe cei doisprezece ucenici ai Săi, a plecat de acolo ca să învețe și să propovăduiască în cetățile lor.
280b020055	Ioan, auzind în temniță despre faptele lui Hristos, a trimis doi din ucenicii săi
280b03004b	și I-a zis: “Tu ești Cel ce vine, sau trebuie să căutăm pe altul?”
280b040057	Isus le-a răspuns: “Mergeți și spuneți lui Ioan ce ați auzit și ce ați văzut:
280b050099	orbii își recapătă vederea, șchiopii umblă, leproșii sunt curățiți, surzii aud, morții înviază și săracilor li se vestește o veste bună.
280b060048	Ferice de cel care nu găsește în mine nici un prilej de poticnire.”
280b07009a	Pe când se duceau aceștia, Isus a început să spună mulțimii despre Ioan: “Ce ați ieșit în pustie ca să vedeți? O trestie scuturată de vânt?
280b080073	Dar voi ce ați ieșit să vedeți? Un om în haine moi? Iată, cei care poartă haine moi sunt în casele regilor.
280b090068	Dar tu de ce ai ieșit afară? Ca să vezi un profet? Da, vă spun, și chiar mai mult decât un profet.
280b0a0093	Căci acesta este Cel despre care este scris: “Iată, trimit înaintea feței tale pe trimisul Meu, care îți va pregăti calea înaintea ta”.
280b0b00ba	Adevărat vă spun că, dintre cei născuți din femei, nu s-a ridicat nimeni mai mare decât Ioan Botezătorul; totuși, cel mai mic în Împărăția Cerurilor este mai mare decât el.
280b0c007e	Din zilele lui Ioan Botezătorul și până acum, Împărăția Cerurilor suferă violențe și cei violenți o iau cu forța.
280b0d003c	Căci toți profeții și Legea au profețit până la Ioan.
280b0e0047	Dacă sunteți dispuși să-l primiți, acesta este Ilie, care va veni.
280b0f0024	Cine are urechi de auzit, să audă.
280b100073	Dar cu ce să compar neamul acesta? Seamănă cu niște copii care stau în piețe, care strigă la tovarășii lor
280b110079	și spun: 'Noi am cântat la flaut pentru voi și voi n-ați dansat. Noi am plâns pentru voi, iar voi nu v-ați plâns'.
280b120058	Căci Ioan nu a venit nici să mănânce, nici să bea, și ei spun: “Are un demon”.
280b1300bd	Fiul Omului a venit mâncând și bând și ei spun: 'Iată un om gurmand și un bețiv, prietenul vameșilor și al păcătoșilor!'. Dar înțelepciunea este justificată de copiii ei.”
280b14008a	Apoi a început să denunțe cetățile în care se săvârșiseră cele mai multe din faptele lui mărețe, pentru că nu se pocăiseră.
280b1500d7	“Vai de tine, Corazin! Vai de tine, Betsaida! Pentru că, dacă în Tir și în Sidon s-ar fi făcut în Tir și în Sidon lucrările mărețe care s-au făcut în voi, s-ar fi pocăit demult în sac și cenușă.
280b16006b	Dar vă spun că, în ziua judecății, va fi mai ușor de suportat pentru Tir și Sidon decât pentru voi.
280b1700b8	Tu, Capernaum, care te-ai înălțat la cer, te vei coborî în Hades. Căci, dacă s-ar fi făcut în Sodoma lucrările mărețe care s-au făcut în voi, ar fi rămas până astăzi.
280b180071	Dar Eu vă spun că, în ziua judecății, va fi mai ușor de suportat pentru țara Sodomei decât pentru voi.”
