2800000009	San Mateo
28090f00b8	Y Jesus les dijo: ¿Pueden los que son de bodas tener luto entre tanto que el Esposo está con ellos? mas vendrán dias, cuando el Esposo será quitado de ellos, y entónces ayunarán.
2809100079	Y nadie echa remiendo de paño recio en vestido viejo; porque el tal remiendo tira del vestido, y se hace peor la rotura.
28091100ce	Ni echan vino nuevo en cueros viejos: de otra manera los cueros se rompen, y el vino se derrama, y se pierden los cueros: mas echan el vino nuevo en cueros nuevos, y lo uno y lo otro se conserva juntamente.
28091200a1	Hablando él estas cosas á ellos, hé aquí vino un principal, y le adoraba, diciendo: Mi hija es muerta poco há: mas ven, y pon tu mano sobre ella, y vivirá.
2809130035	Y se levantó Jesus, y le siguió, y sus discípulos.
280914007a	Y hé aquí una mujer enferma de flujo de sangre doce años habia, llegándose por detrás, tocó la franja de su vestido:
2809150044	Porque decia entre sí: Si tocare solamente su vestido, seré salva.
2809160079	Mas Jesus volviéndose, y mirándola, dijo: Confia, hija, tu fé te ha salvado. Y la mujer fué salva desde aquella hora.
2809170067	Y llegado Jesus á casa del principal, viendo los tañedores de flautas, y la gente que hacia bullicio,
2809180054	Díceles: Apartáos, que la muchacha no es muerta, mas duerme. Y se burlaban de él.
280919005b	Y como la gente fué echada fuera, entró, y tomóla de la mano, y se levantó la muchacha.
28091a002b	Y salió esta fama por toda aquella tierra.
28091b0077	Y pasando Jesus de allí, le siguieron dos ciegos dando voces, y diciendo: Ten misericordia de nosotros, Hijo de David.
28091c007c	Y llegado á la casa, vinieron á él los ciegos; y Jesus les dice: ¿Creeis que puedo hacer esto? Ellos dicen: Sí, Señor.
28091d0052	Entónces tocó los ojos de ellos, diciendo: Conforme á vuestra fé os sea hecho.
28091e006f	Y los ojos de ellos fueron abiertos. Y Jesus les encargó rigurosamente, diciendo: Mirad [que] nadie [lo] sepa.
28091f003e	Mas ellos salidos, divulgaron su fama por toda aquella tierra.
2809200043	Y saliendo ellos, hé aquí le trajeron un hombre mudo endemoniado.
280921007e	Y echado fuera el demonio, el mudo hablo: y las gentes se maravillaron diciendo: Nunca ha sido vista cosa semejante en Israel.
2809220053	Mas los Fariséos decian: Por el príncipe de los demonios echa fuera los demonios.
28092300b3	Y rodeaba Jesus por todas las ciudades y aldéas, enseñando en las sinagogas de ellos, y predicando el Evangelio del reino, y sanando toda enfermedad y todo achaque en el pueblo.
2809240077	Y viendo las gentes, tuvo compasion de ellas; porque estaban derramadas y esparcidas, como ovejas que no tienen pastor.
2809250059	Entónces dice á sus discípulos: A la verdad la mies [es] mucha, mas los obreros pocos.
2809260040	Rogad pues al Señor de la mies, que envie obreros para su mies.
280a0100a1	Entónces llamando sus doce discípulos, les dió potestad contra los espíritus inmundos, para que los echasen fuera, y sanasen toda enfermedad y toda dolencia.
280a02009a	Y los nombres de los doce apóstoles son estos: el primero, Simon, que es dicho Pedro, y Andrés su hermano; Jacobo [hijo] de Zebedéo, y Juan su hermano:
280a03006e	Felipe, y Bartolomé; Tomás, y Mateo el publicano: Jacobo [hijo] de Alféo, y Lebéo, por sobrenombre Tadéo:
280a04003f	Simon el Cananita, y Júdas Iscariote, que tambien le entregó.
280a050091	Estos doce envió Jesús, á los cuales dió mandamiento diciendo: Por el camino de los Gentiles no ireis, y en ciudad de Samaritanos no entreis:
280a06003a	Mas id ántes á las ovejas perdidas de la casa de Israel.
280a070043	Y yendo, predicad, diciendo: El reino de los cielos se ha acercado.
280a080071	Sanad enfermos, limpiad leprosos, resucitad muertos, echad fuera demonios: de gracia recibísteis, dad de gracia.
280a090039	No apresteis oro, ni plata, ni cobre, en vuestras bolsas;
280a0a0073	Ni alforja para el camino, ni dos ropas de vestir, ni zapatos, ni bordon; porque el obrero digno es de su alimento.
280a0b007b	Mas en cualquier ciudad, ó aldéa donde entrareis, investigad quién sea en ella digno, y reposad allí hasta que salgais.
280a0c0021	Y entrando en la casa, saludadla.
280a0d0075	Y si la casa fuere digna, vuestra paz vendrá sobre ella: mas si no fuere digna, vuestra paz se volverá á vosotros.
280a0e0085	Y cualquiera que no os recibiere, ni oyere vuestras palabras, salid de aquella casa, ó ciudad, y sacudid el polvo de vuestros piés.
280a0f0097	De cierto os digo, [que el castigo] será mas tolerable á la tierra de los de Sodoma, y de los de Gomorra en el dia del juicio, que á aquella ciudad.
280a100077	Hé aquí, yo os envío como á ovejas en medio de lobos: sed pues prudentes como serpientes, y sencillos como palomas.
280a110060	Y guardáos de los hombres: porque os entregarán en concilios, y en sus sinagogas os azotarán.
280a12006c	Y aun á príncipes y á reyes seréis llevados por causa de mí, por testimonio á ellos y á los Gentiles.
280a130080	Mas cuando os entregaren, no os apureis por como ó qué hablaréis: porque en aquella hora os será dado qué habeis de hablar.
280a140062	Porque no sois vosotros los que hablais, sino el Espíritu de vuestro Padre que habla en vosotros.
280a150086	Y el hermano entregará al hermano á la muerte, y el padre al hijo: y los hijos se levantarán contra los padres, y los harán morir.
280a160062	Y seréis aborrecidos de todos por mi nombre: mas el que soportare hasta el fin, éste sera salvo.
280a1700b1	Mas cuando os persiguieren en esta ciudad, huid á la otra: porque de cierto os digo, [que] no acabaréis de andar todas las ciudades de Israel, que no venga el Hijo del hombre.
280a180048	El discípulo no es más que su Maestro, ni el siervo mas que su Señor.
280a19009f	Bástale al discípulo ser como su Maestro, y al siervo como su Señor: si al [mismo] Padre de la familia llamaron Beelzebub, ¿cuánto mas á los de su casa?^
280a1a0076	Así que no los temais: porque nada hay encubierto, que no haya de ser manifestado; ni oculto, que no haya de saberse.
280a1b0065	Lo que os digo en tinieblas, decidlo en la luz: y lo que oís al oido, predicadlo desde los terrados.
280a1c0091	Y no temais á los que matan el cuerpo, mas al alma no pueden matar: temed ántes á aquel que puede destruir el alma y el cuerpo en el infierno.
280a1d0066	¿No se venden dos pajarillos por un cuarto? Con todo ni uno de ellos cae á tierra sin vuestro Padre.
280a1e0031	Pues aun vuestros cabellos están todos contados.
280a1f003f	Así que no temais: más valeis vosotros que muchos pajarillos.
280a200081	Cualquiera pues que me confesare delante de los hombres, le confesaré yo tambien delante de mi Padre, que [está] en los cielos.
280a210078	Y cualquiera que me negare delante de los hombres, le negaré yo tambien delante de mi Padre, que [está] en los cielos.
280a22005f	No penseis que he venido para meter paz en la tierra: no he venido para meter paz, sino espada.
280a23007f	Porque he venido para hacer disension del hombre contra su padre, y de la hija contra su madre, y de la nuera contra su suegra.
280a24002a	Y los enemigos del hombre, los de su casa.
280a25007c	El que ama padre ó madre mas que á mí, no es digno de mí: y el que ama hijo ó hija más que á mí, no es digno de mí.
280a260044	Y el que no toma su cruz, y sigue en pos de mí, no es digno de mí.
280a27005d	El que hallare su vida, la perderá: y el que perdiere su vida por causa de mí, la hallará.
280a28005d	El que os recibe á vosotros, á mí recibe; y el que á mí recibe, recibe al que me envió.
280a29008d	El que recibe profeta en nombre de profeta, merced de profeta recibirá: y el que recibe justo en nombre de justo, merced de justo recibirá.
280a2a00a1	Y cualquiera que diere á uno de estos pequeñitos un vaso de [agua] fria solamente, en nombre de discípulo, de cierto os digo, [que] no perderá su recompensa.
280b01008c	Y FUÉ, que acabando Jesus de dar mandamientos á sus doce discípulos, se fué de allí á enseñar y á predicar en las ciudades de ellos.
280b020053	Y oyendo Juan en la prision los hechos de Cristo, le envió dos de sus discípulos,
280b030047	Diciendo: ¿Eres tú aquel que habia de venir, ó esperarémos á otro?
280b040054	Y respondiendo Jesus, les dijo: Id, y haced saber á Juan las cosas que oís y veis.
280b050099	Los ciegos ven, y los cojos andan; los leprosos son limpiados, y los sordos oyen; los muertos son resucitados, y á los pobres es anunciado el Evangelio.
280b060039	Y bienaventurado es el que no fuere escandalizado en mí.
280b070088	E idos ellos, comenzó Jesus á decir de Juan á las gentes: ¿Qué salisteis á ver al desierto? ¿una caña que es meneada del viento?
280b080099	Mas ¿qué salísteis á ver? ¿un hombre cubierto de delicados vestido? Hé aquí, los que traen [vestidos] delicados, en las casas de los reyes están.
280b09004f	Mas ¿qué salisteis á ver? ¿un profeta? tambien os digo, y más que profeta.
280b0a0082	Porque este es de quien está escrito: Hé aquí yo envio mi mensajero delante de tu faz, que aparejará tu camino delante de tí.
280b0b00b4	De cierto os digo, [que] no se levantó entre los que nacen de mujeres otro mayor que Juan el Bautista: mas el que es muy más pequeño en el reino de los cielos, mayor es que él.
280b0c0074	Desde los dias de Juan el Bautista hasta ahora, al reino de los cielos se hace fuerza, y los valientes le arrebatan.
280b0d003b	Porque todos los profetas y la ley hasta Juan profetizaron.
280b0e003d	Y si quereis recibir, él es aquel Elías que habia de venir.
280b0f0022	El que tiene oidos para oir, oiga.
280b100087	Mas ¿á quién compararé esta generacion? Es semejante á los muchachos que se sientan en las plazas, y dan voces á sus compañeros,
280b110051	Y dicen: Os tañimos flauta, y no bailásteis; os endechamos, y no lamentásteis.
280b120040	Porque vino Juan, que ni comia ni bebia, y dicen: Demonio tiene.
280b1300b6	Vino el Hijo del hombre, que come y bebe; y dicen: Hé aquí un hombre comilon, y bebedor de vino, amigo de publicanos y de pecadores. Mas la sabiduría es justificada por sus hijos.
280b14009c	Entónces comenzó á reconvenir á las ciudades en las cuales habian sido hechas muy muchas de sus maravillas, porque no se habian arrepentido, [diciendo:]
280b1500c4	¡Ay de tí, Corazin! ¡Ay de tí, Bethsaida! porque si en Tiro y en Sidon fueran hechas las maravillas que han sido hechas en vosotras, en otro tiempo se hubieran arrepentido en saco y en ceniza.
280b160074	Por tanto os digo, [que] á Tiro y á Sidon será más tolerable [el castigo] en el dia del juicio, que á vosotras.
280b1700d2	Y tú, Capernaum, que eres levantada hasta el cielo, hasta los infiernos serás abajada: porque si en los de Sodoma fueran hechas las maravillas que han sido hechas en tí, hubieran quedado hasta el dia de hoy.
280b18007a	Por tanto os digo, [que] á la tierra de los de Sodoma será más tolerable [el castigo] en el dia del juicio, que á tí.
280b1900c3	En aquel tiempo, respondiendo Jesus, dijo: Te alabo, Padre, Señor del cielo y de la tierra, que hayas escondido estas cosas de los sabios y de los entendidos, y las hayas revelado á los niños.
280b1a002f	Así, Padre, pues que así agradó en tus ojos.
280b1b00b4	Todas las cosas me son entregadas de mi Padre: y nadie conoció al Hijo, sino el Padre: ni al Padre conoció alguno, sino el Hijo, y [aquel] á quien el Hijo [lo] quisiere revelar.
280b1c0054	Venid á mí todos los que estais trabajados, y cargados, que yo os haré descansar.
280b1d0080	Llevad mi yugo sobre vosotros, y aprended de mí; que soy manso y humilde de corazon; y hallaréis descanso para vuestras almas.
280b1e002c	Porque mi yugo es fácil, y ligera mi carga.
280c010083	EN aquel tiempo iba Jesus por los sembrados en Sábado; y sus discípulos tenian hambre, y comenzaron á coger espigas, y á comer.
280c02006e	Y viéndo[lo] los Fariséos le dijeron: Hé aquí tus discípulos hacen lo que no es lícito hacer en Sábado.
280c030061	Y él les dijo: ¿No habeis leido qué hizo David, teniendo él hambre y los que con él estaban?
280c0400a2	¿Cómo entró en la casa de Dios, y comió los panes de la proposicion, que no le era lícito comer, ni á los que estaban con él, sino á solos los sacerdotes?
280c050071	O ¿no habeis leido en la ley, que los Sábados en el templo los sacerdotes profanan el Sábado, y son sin culpa?
280c060037	Pues os digo que [uno] mayor que el templo está aquí.
280c070060	Mas si supieseis que es: Misericordia quiero, y no sacrificio; no condenariais á los inocentes:
280c080030	Porque Señor es del Sábado el Hijo del hombre.
280c090036	Y partiéndose de allí, vino á la sinagoga de ellos.
280c0a007f	Y hé aquí habia [allí] uno que tenia una mano seca: y le preguntaron, diciendo: ¿Es lícito curar en Sábado? por acusarle.
280c0b0090	Y él les dijo: ¿Qué hombre habrá de vosotros, que tenga una oveja, y si cayere esta en una fosa en Sábado, no le eche mano, y [la] levante?
280c0c0060	Pues ¿cuánto mas vale un hombre que una oveja? Así que lícito es en los Sábados hacer bien.
280c0d0070	Entonces dijo á aquel hombre: Extiende tu mano. Y él [la] extendió, y [le] fué restituida sana como la otra.
280c0e0040	Y salidos los Fariséos, consultaron contra él para destruirle.
280c0f005e	Mas sabiéndo[lo] Jesus, se apartó de allí: y le siguieron muchas gentes, y sanaba á todos.
280c100037	Y él les encargaba eficazmente que no le descubriesen:
280c11004b	Para que se cumpliese lo que estaba dicho por el profeta Isaías, que dijo:
280c120096	Hé aquí mi Siervo, al cual he escogido; mi Amado, en el cual se agrada mi alma: pondré mi Espíritu sobre él, y á los Gentiles anunciará juicio.
