2800000006	Mateyo
280709004d	Niyani pakati penu amwe bamashali welela kupa libwe mwanendi lasenge shinkwa?
28070a002a	Nambi usenga lunswi, ngamumupa njoka sena?
28070b0099	Lino amwe ne kwipa kwenuku, mucinshi kupa banabenu bintu byaina, kulyeconi kuli Bameshenu bakwilu, sena ngabalilwa kupa bintu byaina kuli balamusengenga?
28070c00b1	Neco, mubintu bili byonse mbyomulayandangeti bantu bamwinshile, mwelela nanshi amwe kubenshila byopelebyo. Pakwinga uku ekukwanilisha milawo ya Mose, ne biyisho bya bashinshimi.
28070d009e	Kamwingililani mwakulipakatisha pacishinga cing'ana. Pakwinga cishinga cilatwalanga ku lufu ni cinene, ne nshila yatandabala ne bantu balapitingamonga nibagi.
28070e007f	Nomba cishinga cakuya kwingila kubuyumi nica kulipakatisha, ne nshila yakendi yayuma kwendamo, nabo balendengamonga nibang'ana.
28070f0092	Kamucenjelani ne bashinshimi bandemi shibili. Bakute besanga kulinjamwe kababoneka babomba myoyo eti mbelele. Nomba mukati balyeti baumpe bansala.
2807100075	Nimukabeshibile ku bisepo byabo. Sena bitondo bya myunga ngabisema minyansa? Sena ingamucana nkuyu ku kankolong'onso?
280711005b	Citondo caina cikute kusema bisepo byaina, nomba citondo caipa cikute kusema bisepo byaipa.
280712006f	Citondo caina nkacelela kusema bisepo byaipa sobwe, nambi citondo caipa kusema bisepo byaina nkacinshiki pimbi.
2807130052	Citondo ciliconse citaseme bisepo byaina bakute kucitimbula ne kuciwala pa mulilo.
280714002a	Neco, bantu nimukabeshibile kuncito shabo.
280715008d	“Nteye muntu lambangoweti, ‘Nkambo, Nkambo,’ Eti akengile mu Bwami bwa kwilu sobwe, nsombi uyo lenshinga ncobalayandanga Bata ba kwilu.
28071600ef	Pabusuba bwakomboloshewa bantu bangi nibakambengeti, ‘Nkambo, Nkambo!’ Sena afwe ntetwali kukambauka mu lina lyenu? Twalikucikonsha kupulisha mishimu yaipa pakusebenshesha lina lyenu, mu lina lyenu kayi twalikwinsa bishikukankamanisha.
280717006e	Nomba ame ninkabambile pamensotuba kwambeti, ‘nkandimwishipo sobwe, fumani apa!’ Mobeshi kwinsa byaipa.”
2807180086	“Uliyense lanyumfunga ne kwakonkela maswi akame, welana ndendende ne muntu wamano uyo walebaka ng'anda yakendi palibwe lyacandanshi.
2807190093	Kwalaloka mfula, milonga yalesula, lukupwe lwangofu lwalauma kung'anda, nomba ng'anda iliya kuwa sobwe, pakwinga walaibaka palibwe lyacandanshi.”
28071a0090	“Nomba uliyense lanyumfunga maswi akame, nsombi kabula kwakonkela, welana ndendende, ne muntu wapunama uyo walebaka ng'anda yakendi pa museya.
28071b008d	Kwalaloka mfula, milonga yalesula, lukupwe lwangofu lwalauma kung'anda, ng'anda yalawa, nomba kuwa kwa ng'andeyo kwalikuba kunene kuyosha.”
28071c0055	Yesu mpwalapwisha kwamba makani awa, bantu bangi balakankamana ne njiyishilo yakendi.
28071d0056	Pakwinga nkalikubeti beshikwiyisha milawo ya Mose, nsombi nendi walikwiyisha ne ngofu.
280801003d	Yesu mpwalaseluka pa mulundu pasa, bantu bangi balamukonkela.
2808020072	Lino muntu walikukute bulwashi bwa mankuntu, walesakusuntama ne kwambeti, “Nkambo, nakamuyanda ngamunswepesha”
2808030075	Yesu walatandabula cikasa cakendi ne kumukumya, ne kwambeti, “Ee, ndayandanga, ‘Swepa!’ Popelapo walabacena.”
28080400b3	Kufumapo Yesu walamwambileti, “Nyumfwa, kotambilako nabambi sobwe, obe koya uliboneshe kuli shimilumbo, utwale mulumbo usa ngwalamba Mose, kwambeti bantu baboneti ulaba cena.”
280805006e	Mpwalashika Yesu mu munshi wa Kapelenawo, mushilikali mukulene wabashilikali mwanda, walesa kusenga lunyamfwo.
280806006e	Walasengeti, “Nkambo, musebenshi wakame wona kung'anda nimulwashi, nkelela kucikonsha kwenda, lakolwanga.”
2808070030	Yesu walamwambileti, “Ndesanga kumusengula.”
28080800a8	Nomba mushilikali usa walambeti, “Sobwe Nkambo, ame nkandelela kwambeti amwe mwenga kuyakwingila mung'anda yakame, kamwambani maswi onka, musebenshi wakame nabe cena.
280809011e	“Pali bamakulene mbonkute kunyumfwila, nomba nenjame nkute bashilikali bakute kunyumfwila. Na ndambili mushilikali, ‘Koya’ Cakubinga ukute kuya. Na ndambili naumbi eti ‘Kwesa kuno’ Cakubinga ukute kwisa, na ndambili musha wakameti, ‘kwensa ici cakubinga ukute kucinsa.’”
28080a00a4	Lino Yesu mpwalanyumfweco walakankamana, walambila bantu basa balikumukonkeleti, “Kwamba cakubinga, nambi pakati pa Baislayeli paliya kucanikapo lushomo lulicisa.
28080b00a2	Cakubinga ndamwambilishingeti bantu bangi nibakafumine kucwe, ne kumbonshi, kwisakwikala pamo ne Abulahamu ne Isake kayi ne Yakobo pa malyalya amu Bwami bwakwilu.
28080c0085	Nomba abo banga belela kuba mu Bwami ubo, nibakataiwe kunsa mumushinshe. Kopeloko nibakalile ne kukokota meno abo, cebo cakubabwa.”
28080d009f	Popelapo Yesu walambila mukulene wabashilikali, “Kamuyani kung'anda, cinshike kwelana ne lushomo ndokute.” Pacindi copeleco musebenshi wakendi walaba cena.
28080e0065	Yesu mpwalengila mu ng'anda ya Petulo, walabona kumakwendi batukashi kabali bona, kabakolwa cimpwita.
28080f0071	Walabekata kucikasa popelapo cimpwita calapwa. Kumakwendi Petulo balapunduka, ne kutatika kubambila Yesu cakulya.
28081000a3	Mansailo, pabusuba bopelobo, bantu balaleta balwashi bangi bekatwa ne mishimu yaipa, Yesu walikupulisha mishimu ne maswi onka, kayi balwashi bonse walikubasengula.
2808110089	Byonsebi walabinsa kwambeti, mbyalamba mushinshimi Yesaya bikwanilishiwe, byakwambeti, “Nendi walamanta bishikubaba ne malwashi etu.”
2808120084	Yesu mpwalabona likoto lyabantu balikuba bamushinguluka, walambila beshikwiya bakendi, “Katutampukilani kutala kwa lwenje kusa.”
28081300bc	Nomba pacindi copeleco palashika umo wabeshikwiyisha milawo ya Mose walambila Yesu eti, “Bashikwiyisha, ame ndayandanga kuba shikwiya wenu kayi nindimukonkelenga kulikonse nkomulenga.”
280814009c	Yesu walamukumbuleti, “Bamwaba bakute bilingo, nabyo bikeni bikute bisangala byakwikalamo. Nomba ame nde Mwana Muntu ndiya musena wakona nepumwininapo.”
2808150062	Nomba shikwiya naumbi walambila Yesu, eti, “Nkambo, nsuminisheni mbwelele nanshi embike bata.”
2808160058	Neye Yesu walamwambileti, “Obe nkonkele. Kobaleka bafwa babikenga bantu babo bafwa.”
2808170037	Yesu pamo ne beshikwiya bakendi balatanta bwato nekuya.
2808180079	Mwacimfundumukila kwalesa lukupwe luyosha pa lwenje, mankape alatatika kwingila mu bwatomo, nomba Yesu walikali wonatulo.
2808190063	Kacili wona, beshikwiya balayakumunyukumuna ne kwambeti, “Nkambo, tupulusheni, tulipepi kufwa!”
28081a00b0	Yesu walabakumbuleti, “Mulatininga cani amwe mobantu mukute lushomo lung'ana?” Mpwalambeco walemana ne kulucancilila lukupwe ne mankape, popelapo pa lwenje palamwena tonto.
28081b0084	Beshikwiya basa balakankamana ne kwambeti, “Inga uyu ni muntu ulyeconi cakwinseti lukupwe ne mankape byonse bilamunyumfwilinga?”
28081c00c9	Yesu mpwalashika kutala kwa lwenje, mu cibela ca Gadala, walakumanya bantu babili bekatwa ne mishimu yaipa kabafuma kunamaumbwe. Balikuba bakalu, cakwinseti paliya muntu naba umo walikupita nshila iyo.
28081d008d	Pacindi copeleco balatatika kolobesheti, “Mulayandanga cani amwe Mwanendi Lesa? Sena mulesa kuno kwisa kutupensha cindi kacitanacishika?”
28081e004a	Nomba palikuba litanga linene lya nkumba shalikulya pepi napo mpobalikuba.
28081f0087	Mishimu yaipa yalamupapatila Yesu, ne kwambeti, “Mwatupulisha, mutusuminishe twenga kwingila mulitanga lya nkumba shisa shilipasa.”
28082000d4	Yesu walayambileti, “Ee, kamuyani,” Nayo yalapula ne kuya kwingila munkumba shisa. Popelapo likoto lya nkumba lyalafwambalubilo kuselemukila kumukolo kwa mulundu ne kuyakuwila mulwenje, moshalakafwila shonse.
2808210098	Abo balikwembela nkumba balafwamba, balashika kumunshi, nekwambila bantu bintu byonse byalenshika kubantu basa babili balikuba bekatwa ne mishimu yaipa.
2808220074	Popelapo bantu bonse mumunshi balapula kuya kukumana ne Yesu. mpobalamucana balamusenga kwambeti afume mucibela ico.
2809010049	Yesu walatanta mu bwato ne kutampuka lwenje, kuya kumunshi nkwalikwikala.
28090200c3	Kopeloko bantu nabambi balamuletela mulema watontola myendo kabali bamoneka pampasa. pakubona lushomo lwabo, Yesu walambila mulema uyo “Yumisha moyo omwanobe! bwipishi bwakobe bulalekelelwa.”
2809030083	Mpwalenseco beshikwiyisha milawo ya Mose nabambi, balatatika kumufwiya mumyoyo yabo ne kwambeti, “Uyu muntu lanyanshanga Lesa!”
280904005f	Nomba Yesu pakwishiba miyeyo yabo walambeti, “Mukute kuyeyela cani bintu byaipa mumyoyo yenu?
2809050065	Capubako nicipeyo kwambeti, ‘Bwipishi bwakobe bulalekelelwa’ Nambi kwambeti, ‘nyamuka wende.’
28090600ca	Nomba ndayandanga kwambeti mwinshibeti, Mwana Muntu ukute ngofu shakulekelela bwipishi pacishi capanshi pano.” Neco walambila mulema watontola myenda uyu, “Nyamuka manta mpasa yakobe, koya kwenu.”
2809070036	Popelapo muntu usa walanyamuka ne kuya kumunshi kwabo.
280908006b	Bantu basa mpobalaboneco, balekatwa buyowa, ne kulumbanya Lesa walapa bantu ngofu shabwendeleshi shilicisa.
28090900b2	Yesu mpwalikufumako walabona muntu walikukwiweti, Mateyo kaliwekala mukanda ka misonko, walamwambileti, “Nenjobe, nkonke.” Pacindi copeleco Mateyo walanyamuka ne kumukonkela.
28090a0089	Yesu mpwalikulya mu ng'anda ya Mateyo. Kwalesa beshimisonko bangi, ne beshi kwinsa byaipa, balesa kulya nendi pamo ne beshikwiya bakendi.
28090b00a3	Mpobalaboneco Bafalisi, balatatika kubepusha beshikwiya bakendi Yesu eti, “Inga bashikwiyisha benu balalingeconi pamo ne beshimisonko, ne beshi kwinsa byaipa?”
28090c0099	Nendi Yesu pakunyumfweco, walabakumbuleti, “Bantu balabulunga kukolwa nkabakute kuyanda mu ng'anga sobwe, nsombi balwashi ebakute kuyanda mung'anda.”
28090d00f2	“Nomba kamwiyani cilambanga maswi awa, alambangeti, ‘Nkandayandangeti bantu bampe milumbo sobwe, nsombi ndayandangeti bantu beenshilenga nkumbo kubanabo.’ Pakwinga nkandaleshila kukuwa bantu balulama sobwe, nsombi beshikwinsa byaipa.”
28090e00c9	Panyuma pakendi beshikwiya ba Yohane mubatishi, balesa kuli Yesu ne kumwipusheti, “Afwe, ne Bafalisi tukute kulikanisha kulya tunkanda twingi, nomba nicani beshikwiya benu nkabakute kulikanishapo?”
28090f00d3	Nendi Yesu walambeti, “Sena banendi shibwinga ngabalyetesha bacibanga pamo ne shibwinga? Ico nkacinshiki sobwe! Nomba nicikashike cindi ncotibakamufulepo shibwinga usa, popelapo nibakatatike kulikanisha kulya.
28091000e6	“Muntu nkakute kumamika cikamba ca cikwisa ca lino lino ne kucitungila pa mwinjila ukulukulu, pakwinga cikamba ca cikwisa ca lino lino ngacikokonyana nekumatula uwo mwinjila ukulukulu, ne kumatuka kulico kukute kushiya cibwanko.
2809110113	Kayi paliya muntu ukute kubika waini mucifwafumwa cacipaya cakaindi sobwe, pakwinga nawinseco, cifwafumwa cacipaya ngacipasuka, waini ngautaika, nasho nkomwa ngashibula ncito. Waini walino lino bakute kubika munkomwa sha lino lino. Neco byonse bibili bikute kubambwa cena.”
28091200b8	Yesu kacamba, kwalesa mukulene wa Bayuda walesa kumusuntamina ne kwambeti, “Mwaname mutukashi ulipepi kufwa, ndapapata kamwisani mubike makasa enu palyendiye, kwambeti abe muyumi.”
280913003e	Popelapo Yesu ne beshikwiya bakendi balanyamuka ne kuya nendi.
280914009f	Lino palikuba mutukashi walikukolwa bulwashi bwa mukunko kwa byaka likumi ne bibili, walesa cakunyuma kwa Yesu, ne kwisa kwikata kucelele kwa munganjo wa Yesu,
2809150051	mumoyo mwakendi walikayeyeti, “Na njikatekowa munganjo wakendi ni nsengulwe.”
28091600ab	Yesu popelapo walacebuka ne kumubona mutukashi uyo, Yesu walambeti, “Yumisha moyo mwaname, lushomo lwakobe lulakupulushu.” Pacindi copeleco mutukashi usa walasengulwa.
2809170093	Yesu mpwalashika ku ng'anda kwa mukulene wa Bayuda usa, walacana bantu kabalilisha mikonkobesho nebisekele, nabambi kabalyuma pacali kulila mibila.
280918008e	Lino nendi Yesu walabambileti, “Kamupulani mwense, kashimbi uyu uliya kufwa sobwe, nsombi wonowatulo.” Popelapo bangi balatatika kumuseka.
2809190084	Nomba bonse mpobalapulamo mu ng'anda, Yesu walaya kucimpetela nkwalikuba ne kuyakwikata kashimbi uyu pacikasa, popelapo walapunduka.
28091a002d	Impuwo iyi yalanyumfwika mucibela ca cishico.
28091b0088	Mpwalikufumako, bantu bashipilwa babili balamukonkela nekutatika kubilikisheti, “Amwe Yesu mwanendi Dafeti, tunyumfwilekoni nkumbo!”
28091c00b0	Yesu mpwalengila mung'anda bashipilwa babili basa balesa kulyendiye. nendi walabepusheti, “Sena mwashometi ngandimusengula?” Naboyo balakumbuleti, “Ee twashoma Nkambo.”
28091d004e	Yesu walabekata mumenso, ne kwambeti, “Cinshike kwelana ne lushomo lwenu.”
28091e0077	Popelapo menso abo alacaluka, balacikonsha kubona. Nomba Yesu walabambilisheti kabataya bambileko muntu naba umo sobwe.
28091f004b	Nomba kufumapo balo balatatika kumwaya mpuwo kumuntu uliyense mucibela ico.
2809200076	Mpobalapula mung'anda nekutatika kuya, bantu nabambi balaleta muntu walikuba cibulu, cebo cakwikatwa ne mushimu waipa.
28092100b3	Yesu mpwalaufunya mushimu waipa usa, muntusa walacikonsha kwamba. Nomba bantu balakankamana cakwinseti balatatika kwambeti, “Nkatuna tucibonapo cintu camushoboyu mu Islayeli!”
280922006b	Nomba nabo Bafalisi balambeti, “Lamupanga ngofu shakufunya mishimu yaipa ni mukulene wa mishimu yaipa.”
28092300d1	Yesu walendana mu minshi inene, ne ing'ana ing'ana, walikwiyisha mu misena yabo yakupaililamo, ne kukambauka Mulumbe Waina wa Bwami bwa Lesa, Kayi walasengula bulema bwapusanapusana ne malwashi apusana pusana.
2809240084	Yesu mpwalabona makoto a bantu, walanyumfwa luse, pakwinga balikuba bantu balemenwa kayi batyompwa kubeti mbelele shabula mwembeshi.
2809250058	Yesu walambila beshikwiya bakendi eti, “Butebushi bulafulu, nomba basebenshi balacepe.
2809260058	Neco, kamusengani Lesa mwine butebushi kwambeti atume basebenshi bangi kuya kutebula.”
280a0100a9	Yesu walakuwa beshikwiya bakendi likumi ne babili, walabapa ngofu sha kupulisha mishimu yaipa, kayi ne ngofu shakusengula bulema apusanapusana ne malwashi apusanapusana.
280a02008b	Maina abatumwa basa likumi ne babili, ni Shimoni, walikukwiweti, Petulo ne Ndileya mukwabo, ne Jemusi mwanendi Sebedayo, ne Yohane mukwabo,
280a03006d	ne Filipo, ne Batolomeyo, ne Tomasi ne Mateyo, walikusonkesha misonko, ne Jemusi mwanendi Alufeyo, ne Tadeyo,
280a040086	ne Shimoni wa mucipani ca bantu balikulwanina lwanguluko mu cishi ca Islayeli, kayi ne Yuda Sikalyote, uyo walamulisha Yesu kubalwani.
280a0500bc	Aba bantu bali likumi ne babili, Yesu walabatuma ne kubapa malailile akwambeti, “Kamutaya kubantu babula kuba Bayuda sobwe, nambi kuya kwingila mu munshi uliwonse wa bene Samaliya sobwe.
280a060041	Nomba amwe kamuyani kuli Baislayeli abo balyeti mbelele shataika.
280a070041	Kamuyani, mukambaukengeti, Lesa ulipepi kwikalika bwami bwakendi.
280a080088	Sengulani balwashi, kupundusha bafwa, kusengula mankuntu, ne kupulisha mishimu yaipa. Mulatambulu kwabulyo, ne njamwe kamupani kwabulyo.
280a09004c	Kamutamanta mali mumpotomona shenu, golide nambi silifa, nambi mali amukuba.
280a0a0089	Kamutamanta cipokolo ca pabulwendo, nambi kumanta minjila ibili, nambi nkwabilo, nambi nkoli. Basebenshi bela kutambula bintu mbyobabula.
280a0b0095	“Mwengila mu munshi uliwonse, mulangaule muntu layandishishinga kumutambula, amutambula ikalani ku ng'anda kopeloko mpaka cishika cindi cakufumamo.
280a0c003f	Pakwingila mu ng'anda mwambengeti, ‘lumuno lube ne njamwe.’
280a0d0098	Lino bamutambula calushinisho bene ng'anda, lumuno lwenu lube nabo nditu, nomba na bene ng'anda balakana kumutambula, lumuno lwenu lubwelele kulinjamwe.
280a0e0092	Muntu uliyense akana kumutambula, nambi kunyumfwa maswi ngomukute, pampamunani lusuko lwakumyendo kwenu mwafumanga mung'andomo nambi mumunshi umo.
280a0f0086	Cakubinga ndamwambilishingeti, pabusuba bwalombolosho, nicikabeko capuba kubantu baku Sodomu, ne Gomola, kupita bantu ba mumunshi uwo.
280a10008c	“Kamunyumfwani! Ndamutumunga mbuli mbelele pakati pa baumpe, neco kamubani bacenjela mbuli njoka, nomba kayi babomba myoyo mbuli nkulimba.
280a110075	Mucenjele nabo bantu, pakwinga nibakamwikate ne bakamutwale kunkuta, ne kumukwapula bikoti mu manda abo akupaililamo.
280a12008c	Nibakamutwale ku bamanduna, ne kubami, pacebo canjame, cakwinseti ni mukambeleko bakamboni pamenso pabo, ne pamenso abantu bamishobo naimbi.
280a130090	Bakamutwalanga ku nkuta, kamutaka yakamwanga kwambeti, ‘Inga ne twambeconi’ Nambi nitwambe cani. Pacindi copeleco ni mukapewe maswi akwamba.
280a140082	Pakwinga ntamwe mweshi mukambenga sobwe, nsombi shikwamba ni Mushimu Uswepa wa Lesa Bameshenu, eti ukambenga kupitila muli njamwe.
280a15008f	“Mukwabo nakabukile mukwabo nekumushinisha, baishi nibakabukile mwana nekumushinisha, nabo bana nibakabukile bamashali babo, ne kubashinisha.
280a160084	Bantu bonse ni bakapelane ne njamwe pacebo cakame. Nomba uyo eshakemanowa ncili mukunshoma mpaka kumapwililisho, endiyeti akapuluke.
280a1700cb	Lino bakatatika kumupensha mu munshi uwu ne uwo, mukafwambile ku minshi naimbi. Cakubinga ndamwambilishingeti, kamutana mupwisha kwendela minshi yonse ya Baislayeli, Mwana Muntu nakabenga kaliwesa kendi.
280a180061	“Shikwiya nkapita lamwiyishinga sobwe, kayi musebenshi nkapita muntu walamwingisha ncito sobwe.
280a1900f8	Ee, ngacibeco kwambeti, shikwiya ngawelana ne lamwiyishinga, kayi musebenshi ngawelana ne walamwingisha ncito. Nomba lino na mwine mukowa, bantu balamupa lina eti, Belesebulu, Inga bantu bamukowa wakendi sena nkabelela kubapa maina aipa apitapo?”
280a1a0073	“Neco, kamutatinanga bantu, kantu kalikonse kafwekelelwa nikakafwekulwe, kayi kalikonse kasolekwa nikakeshibikwe.
280a1b0083	Mbyondamwambilinga mu mushinshe, amwe mukabyambilenga patuba, ibyo mbyomulanyumfwili kumukushi, amwe mukabyambilenga pelu paciluli.
280a1c00a4	Kamutatinanga abo bakute kushina mubili, pakwinga nkabela kushina mushimu. Nsombi amwe kamutinani uyo wela kononga byonse bibili, mubili ne mushimu pamo, mu Gehena.
280a1d0083	Sena tutite tubili nkatukute kulwa ne kalyali kamo? Nsombi paliya nakakaba kamo kakute kulaka panshi kwakubula Bameshenu kwinshiba.
280a1e0044	Nomba kulinjamwe, ne mishishi ya mu mutwi yonse yabelengewa ne Lesa.
280a1f0035	Neco kamutatina, amwe mwapita mwelo wa tutite twingi!
280a200069	“Abo bakute kunsumina pamenso abantu kwambeti nibakame, nenjame ninkabasumine pamenso a Bata balikwilu.
280a21006d	Nomba lankananga pamenso abantu, nenjame ninkamukane pamenso a Bata bakwilu kwambeti nkandimwishipo sobwe.”
280a220073	“Sena mulayeyengeti ndaleshila lumuno pacishi capanshi? Ame ndiya kwishila lumuno sobwe, nsombi censho ca nkondo.
280a230064	Ndalesa kupansanya mwana mutuloba ne baishi, mwana mutukashi ne banyina, mulekashi ne banyina shala,
280a240025	balwani ba muntu nibakabe bansebendi.
280a2500ba	“Muntu wasunisha baishi ne banyina kupita ame, nkelela kuba shikwiya wakame sobwe. Kayi uyo wasunisha mwana mutuloba nambi mwana mutukashi kupita ame neye nkelela kuba shikwiya wakame.
280a260046	Alikane mwine, kayi alibambile kupeshewa, ne kufwa cebo ca kunkonkela.
280a270080	Uliyense layandanga kupulusha buyumi bwakendi, nakabutaye, nsombi uyo latayanga buyumi bwakendi pacebo cakame, nakabucane nditu!
280a280059	“Muntu lamutambulunga, latambulungame, nendi lantambulunga, latambulunga uyo walantuma.
280a2900c5	Muntu latambulunga mushinshimi, pacebo cakwambeti ni mushinshimi, nakatambule cilambo ca mushinshimi. Latambulunga muntu walulama, pacebo cakwambeti walulama, nakatambule cilambo ca muntu walulama.
280a2a00c3	Uliyense lapanga menshi atontola mu nkomeshi, kuli umo wa beshikwiya bakame, pacebo cakwambeti ni shikwiya wakame, cakubinga ndamwambilingeti, nendi nteti akalilwe kutambula cilambo camwelela.”
280b010079	Yesu mpwalapwisha kubapa busele beshikwiya bakendi likumi ne babili, walafumako nekuya kwiyisha, ne kukambauka mu minshi.
