2800000005	Matei
2807070061	“Mulu'be, namwenga mwapeyelwa, mupale namwenga mwapata, mupange u'li, namwenga mwayu'gu'li'lwa.
2807080064	Kwa mwanjaa kila mundu ywalu'ba endapeyelwa, na ywapala endapata, na ywapanga u'li endayu'gu'li'lwa.
280709004a	Nyai mukipi'nga sinu ywawesa kumpeya mwana wake liwe mana kannu'ba likati?
28070a0034	Au nyai ywawesa kumpeya nng'ambo mana kannu'ba omba?
28070b008e	Manaitei mwenga mwalau mumanyi kwapeya bana binu ikowe inannoga, nengite Tati' binu ba kunani nga munomuno kwapeya ili'be inannoga babannu'ba.
28070c009b	“Kwa nyo, sosoti samupala mupangilwe na bandu, namwenga mwapangi ainu nyinyonyo. Aga nga malombolyo ga salya ya Musa na maandiko ga alondoli ba Nnu'ngu'.
28070d008c	“Muyingi kwo pi'tya nniango wo patimwa. Kwa mwanjaa nniango na ndi'la yaibile ngu'lu' ili'nga kuulanganyiki, na babayingya mo nga bambone.
28070e0065	Lakini nniango na ndi'la yaili'nga kuukoto nga yo patimwa. Bandu bamboneli bakombwa kwipwa ndi'la yo.
28070f0087	“Mwili'ndi'le na alondoli ba ubu'su'. Bembe bamwisilya kwo tu'lya kati ngondolo, lakini nkati ya myoyo yabe ibile kati pu'mbe akali'.
2807100069	Mwalu'a kwatanga kwa makowe gabagapanga. Buli, bandu bawesa tu'mbwa itunda inannoga mumikongo ya mimimwa?
2807110062	Nyinyonyo, nkongo nnogau upambika itunda inannoga, na nkongo unannyata, upambika itunda inannyata.
280712005b	Nkongo unannoga upambikali itunda inannyata, wala nkongo unanyata upambika itunda inannoga.
2807130060	Kila nkongo waukotoka pambika itunda inannoga wendapi'ngu'lwa no taikulilwa palitu'ta lya mwoto.
2807140053	Nyinyonyo, mwalu'a kwatanga alondoli ba ubu'su' bu'kana na makowe gabe gabagapanga.
280715008b	“Kwenda kila mundu ywanikema, ‘Bwana, Bwana’, aayingya muukulungwa wa kunani, ila yu'lu' ywapanga gabagapendi Tati' bangu' ba kunani.
2807160094	Lisu'ba li'lu' lya ukumu, baingi baanibakia, ‘Bwana, Bwana! Kwa lina lyako twaalike liyi'gi'yo lyako, bi'nga moka no panga mangelongelo maingi?’
2807170070	Nenga naalu'a kummakianga mpu'la, ‘Nintangiteli mwenga katu. Mubu'ke nnu'ngi' yangu' mwenga mwapanga malau.’
2807180096	“Bai, kila mundu ywagapi'kania mayi'gi'yo gangu' na kugakamwa alandana na mundu mwene malango, ywasengite liku'ta lyake panani ya liwe lya mpi'mbi'.
280719008d	Ula ngania na mabi'ndi' twi'lya masi', na kimbu'nga ngakiipukatya nyumba yo, lakini yaayilwikeli kwa mwanjaa yaasengilwe muliwe lya mpi'mbi'.
28071a008d	“Lakini kila mundu ywagayu'wa mayi'gi'yo ganigalongela wangali kugakamwa, aywo alandana na mundu nnogeloge ywasengite nyumba yake pakyangi,
28071b007b	ula paanile na mabi'ndi' twi'lya masi', mbu'nga ngaipukatya kwiku'mbwa nyumba yo, nayembe ngaiyiluka no sengwanika yoti.”
28071c0063	Yesu payomwi longela makowe go, ipi'nga ya bandu yaatisangala muno bu'kana na mu'lu' mwaayi'ganiye,
28071d005b	kwa mwanjaa mayi'gano gake gaai ga kitawala, kwenda kati mwabayi'gana balimu ba salya lili.
2808010049	Yesu paeli bu'ka kukitu'mbi', ipi'nga yambone ya bandu yaatikummi'ngi'ya.
2808020068	Mundu yumo mwene matana ngaisa kilikita nnu'ngi' yake kammakia, “Bwana, mana upendile, unipeleteye.”
2808030086	Yesu nga goloya luboko lwake na kunkunywa mundu yu'lu', kummakia, “Mbala, upeleteke.” Yu'lu' mundu aimukya matana gake gapeletike.
2808040100	Bu'kapo, Yesu ngammakia, “Ulibi'ke pamwoyo wako likowe li', kaneummakie mundu. Lakini uyende kwa mpi'ndo ywa dini ukannaye mwaubile nambi'yambi'. Bu'kapo, upiye salaka kati mwaamulise Musa, li'nga ipange ukong'ondeli kwa bandu boti panga upeleteyilwe.”
280805006d	Yesu paabile kayingya pakilambo sa Kapernaumu, mpi'ndo yumo ywa asikali ba Roma aatikunnyendelya na kunnu'ba,
280806003d	“Ntumisi wangu' endatetelya, aminya utamwe wo tomboloka.”
280807002a	Yesu ngammakia, “Nilu'a isa nintepwe.”
28080800a4	Ila yu'lu' mpi'ndo ywa asikali ngannyangwa, “Bwana, nenga nipwaikali kukupokya wenga nnyumba yangu'. Lakini kwa amuli yako bai, ntumisi wangu' alu'a yu'yu'ki'lwa.
280809012c	Kwa mwanjaa ata nenga na mundu ywanibile pai' ya utawala wa alongosi, kai' nibile na asikali bababile pai' yangu'. Na mana nimmakie yumo, ‘Yenda!’, nembe endayenda. Mana nimmakie ywi'ngi', ‘Wise!’, nembe endaisa. Na mana nimmakie ntumisi wangu', ‘Panga mono’, nembe apanga mwanimmakie.”
28080a00bc	Yesu pagayu'wine mayi'gi'yo go, aatisangala na kwabakia bandu babaabile kabammi'ngi'ya, “Kakape nendakummakianga, munni'ma woti wa Isilaili, nammonali mundu mwene imani ngu'lu' kati yu'.
28080b009d	Nimmakianga panga baaisa bandu bambone bu'ka kumbwani na kundondi, nabembe baatama pakitamo simo na Bulaimu, Isaki na Yakobi pakalamu ya Ukulungwa wa Kunani.
28080c007e	Lakini Baisilaili baingi babaapalikwe baa muukulungwa wo bataikulilwa panja kulubi'ndu', na akwo balu'a li'la no yaga mino.”
28080d00a1	Bu'kapo, Yesu ngammakia yu'lu' mpi'ndo ywa asikali, “Ubuyangani kasako, na ipangike kati mwauu'bi'lile.” Na ntumisi wake ngayu'yu'ki'lwa saa yi'yi'lu'yi'lu'.
28080e0064	Yesu payingi munyumba ya Petili, aakwembite mau' mukwe ba Petili bagonjike pakindanda kabaminya oma.
28080f0060	Bai, Yesu ngankunywa na luboko lwake, ngayu'yu'ki'lwa. Abo mau' ngabayi'ma no tumbwa kuntumikia.
28081000a4	Na payabile kakupilya, bandu baingi babaabile na moka ngabaletelwa kwa Yesu. Yesu ngaabi'nga balu' moka, kaamulisa kwa mayi'gi'yo gake bai, na kwatepwa atamwe boti.
280811008f	Aapangite nyo li'nga gatimi mayi'gi'yo gagalongelilwe na nnondoli Isaya, “Ywembe aapu'twi ukigopi witu, no pu'twa kigombo sa matamwe gitu.”
2808120066	Yesu paabweni bandu bambone kabanti'li'ta, ngaamulisa banamasi' bake baloki liyi' li'ngi' lya litanda.
2808130071	Mwalimu yumo ywa salya ngannyendelya na kummakia, “Mwalimu, nenga nilu'a kubi'ngi'ya kwokwoti kwalu'a yenda.”
2808140090	Yesu ngannyangwa, “Ibweya babile na mapango gabe go tama na iyuni babile na iyumba yabe, lakini Mwana wa Mundu aoba na pobi'ka lubau lwake.”
2808150073	Na mundu ywi'ngi' mukipi'nga sa banamasi' bake ngammakia, “Bwana, uniyi'ki'ti'ye wi'ti' nikasike tati' bangu'.”
2808160053	Lakini Yesu ngannyangwa, “Unibi'ngi'ye, waleke babawile basikane bene na bene.”
2808170051	Nembe Yesu ngayingya mungalaba, banamasi' bake ngabammi'ngi'ya no longwana nakwe.
2808180074	Lolekeya, baimukya mabi'mbi' mubaali kagapukatya no tumbwa kwiwi'ki'lya ngalaba yoti. Apo, yai Yesu agonjike lugono.
280819005b	Banamasi' bake ngabamwegelya na kunnyumuya kabammakia, “Bwana, twendawaa! Utukosopoli!”
28081a0098	Yesu ngaabakia, “Mwanjaa namani muyogopa mwenga mwabene imani njene?” Bu'kapo, ngayi'ma na kuukalipya wu'lu' nsunga na mapi'lu', ngakubaa liki muno.
28081b0066	Balu' bandu baatisangala kababaya, “Ayu' mundu, mundu gani? Ata nsunga wa mubaali wendakunnyu'wa!”
28081c00be	Nembe Yesu paikite kwiyi' ya litanda kunni'ma wa Agelasi, aakwembine na bandu abi'li' babaatwi'li'yilwe na moka kababu'ka kumasiko. Babile akali' muno, ata bandu baakombwili pi'ta ndi'la yo.
28081d00a2	Nabembe ngabatumbwa kemelya kababaya, “Ubile na makowe gani na twenga, wenga wa Mwana wa Nnu'ngu'? Wisi pano kutuku'su'mbwa pangali timya nsimu watubi'kilwe?”
28081e0047	Papipi na pandu po, paabile na kipi'nga kiku'lu' sa magu'be kabali'lya.
28081f0083	Balu' moka ngabampembelelya Yesu kabammakia, “Mana kautubi'nga, utuyi'ki'ti'ye tuyende tukayingi mukipi'nga si'lu' sa magu'be.”
2808200092	Yesu ngaabakia, “Muyende!” Ngababu'ka na kwayingya balu' magu'be, na kipi'nga soti ngakibutuka kakielya mungeleuko, mpaka mulitanda, ngabawaa.
2808210090	Balu' bandu babasungage magu'be ngababutuka yenda kumisengo no yaulya goti gagapangike, na galu' gagaapiti balu' bandu abi'li' babaatwi'li moka.
2808220075	Bu'kapo, bandu boti ba misengo yo ngabayenda kwembana na Yesu. Nabembe pabaamweni, ngabannu'ba abu'ke mumisengo yabe.
280901004a	Yesu aau'bwike mungalaba, ngaloka litanda liku'lu', ngaika kukilambo sake.
28090200d4	Na ku'lu', banneti mundu mwene utamwe wo tomboloka, aabi agonjike pakindanda. Yesu paabweni balu' bandu mwabaamwu'bi'lile, ngammakia yu'lu' ywatombolwike, “Mwana wangu', uku'le mwoyo, masambi gako gasamilwe.”
2809030071	Kwa kitumbu sa likowe lyo, bi'ngi' ba balimu ba salya, ngabawasa mumyoyo yabe, “Mundu yu' ankupulu Nnu'ngu'!”
2809040068	Lakini Yesu abile agatangite gabagania, ngaalaluya, “Mwanjaa namani mugania makowe malau mumyoyo yinu?
280905006b	Buli, kikowe saku' sakibile kiyu'yu'u kukibaya, ‘Masambi gako gasamilwe’ au baya, ‘Uyi'me, uyende’?
28090600ba	Bai, mbala mutange panga Mwana wa Mundu abile na amuli yo samya sambi pano padunia.” Kwa nyo ngammakia yu'lu' mundu ywaatombolwike, “Uyi'me, witwi'ke kindanda sako, uyende kasako.”
2809070026	Yu'lu' mundu ngayi'ma no yenda kasake.
280908007b	Bandu boti babaabile pakipi'nga so pabagabweni go, baatiyogopa muno. Ngabannumba Nnu'ngu' ywaapei bandu uweso wa kubi nnya.
28090900a2	Yesu paabile kapi'ta bu'ka kwo, aamweni mundu ywakemelwa Matei atami munyumba yo li'pya koli. Yesu ngammakia, “Unibi'ngi'ye.” Matei ngakatuka na kummi'ngi'ya.
28090a007d	Yesu paabile kalya kilyo munyumba ya Matei, baaisi alonga koli na bene sambi. Abo baatami lya nakwe pamope na banamasi' bake.
28090b0083	Mafalisayo pabagabweni makowe go, ngabaalaluya banamasi' bake, “Mwanjaa namani mwalimu winu alya na bene sambi na alonga koli?”
28090c0069	Nembe Yesu payu'wine mu'lu' mwabaalongei, ngaabakia, “Akoto bapalali pundi, ila atamwe ngabapala pundi.
28090d00b5	Lakini muyende mukaiyi'gane kikomeko sa Maandiko Mapeleteu gagabaya, ‘Nipala kiya, wala salaka yinu lili,’ kwa mwanjaa niisili kwakema bene aki, ila niisi kwakema bene sambi.”
28090e009d	Banamasi' ba Yoani Ywabatisage bannyendeli Yesu na kunnaluya, “Mwanjaa namani twenga na Mafalisayo twendakokotya punga, lakini banamasi' bako bapungali?”
28090f00e2	Yesu ngaayangwa, “Mwenga muwasa babakokilwe kulisengele bawesa baa kati babalombola, na mwene lisengele abile pamope nabo? Iwesekanali! Lakini libile lisu'ba mwene lisengele paabu'yilwa pakati yabe, masu'ba go ngapabaapunga.
280910009f	“Ntu'pu' mundu ywabi'ka kibamba sayambi' mungu'bo ngona. Mana apangite nyo, aso kibamba sayambi' kilu'a popwana ngu'bo ngona, no popwanika kwake kwamambulya.
280911012f	Kai', bandu bayi'yali divai yayambi' mumapu'tu' magona. Mana bapangite nyo, divai yaalu'a puwana ago mapu'tu', nayembe divai pamope na mapu'tu' gaalabika. Divai yayambi' iyi'yi'lwa mumapu'tu' gayambi'. Mwaipalilwa yi'ya divai yayambi' nkati ya mapu'tu' gayambi', divai na mapu'tu' yoti, yaaba salama.”
28091200d9	Yesu paabile kaabakia makowe go, ngaisa mpi'ndo yumo na kunkilikitya nnu'ngi' yake kammakia, “Mwi'nja wangu' awile nambi'yambi', lakini sonde li'li'li', wise saubi'ke luboko lwako panani yake, li'nga apate yu'ka.”
280913003b	Yesu pamope na banamasi' bake ngabammi'ngi'ya yu'lu' mundu.
2809140074	Nnwawa yumo ntamwe wa nkongomokwa kwa myaka ku'mi na ibi'li', aaisi nsu'gu' ya Yesu no kunywa mpindo wa ngu'bo yake.
280915005e	Mwanjaa aalongei pamwoyo wake panga, “Mana nikunywile ngu'bo yawati bai, naayu'yu'ki'lwa.”
28091600ae	Nembe Yesu paagalambwike, ngammona na kummakia, “Wenga wa mwi'nja wangu', ube na mwoyo nku'lu'! Imani yako ikutepwile.” Yu'lu' nnwawa ngayu'yu'ki'lwa saa yi'yi'lu'yi'lu'.
2809170084	Yesu paaikite kasake yu'lu' mpi'ndo, ngaabona bandu kabayi'mba myambo yo lombola kwa pilimbi, na kipi'nga sa bandu kabapanga ndu'ti,
280918006a	ngaabakia, “Mubu'kange! Kwa mwanjaa mwi'nja yu' anawaali, ila atigonja bai.” Ngabamweka kwa kunsalawa.
280919006a	Payomwi kwabi'ngya panja balu' bandu, ngayingya nnyumba na kunkamwa luboko yu'lu' mwi'nja, nembe ngayi'ma.
28091a0030	Likowe li' lyaatiyu'wanika munni'ma wu'lu' woti.
28091b008f	Yesu paabile kabu'ka pandu palu', mbulibuli abi'li' baatikummi'ngi'ya kabau'bu'ya malobe gabe kababaya, “Wa Mwana wa Daudi, utubi'ki kiya!”
28091c00b8	Yesu paayingi nnyumba, balu' mbulibuli abi'li' baatikunnyendelya, nembe aatikwalaluya, “Mwendau'bi'lya panga niwesa kumpangya likowe lyo?” Nabembe ngabannyangwa, “Eloo, Bwana.”
28091d005c	Bu'kapo Yesu ngagakunywa minyo gabe kabaya, “Kwinu mwenga, ipangike kati mwamuu'bi'lya.”
28091e0070	Minyo gabe ngagabanjuka. Yesu ngaakong'ondelya kabaya, “Mupi'kani, likowe li', kanemummakie mundu ywoywoti.”
28091f004d	Lakini bembe ngabayenda no tumbwa yaulya abali ya Yesu mu nni'ma wu'lu' woti.
2809200060	Abo bandu abi'li' pabaabile kababu'ka, ngabannetya Yesu mundu yumo bubu, ywaayingililwe na moka.
280921009e	Yesu paayomwi bi'nga yu'lu' moka, yu'lu' bubu aatumbwi longela. Bandu boti baatisangala no baya, “Tunalibonali likowe kati li' munni'ma woti wa Isilaili!”
280922005d	Lakini Mafalisayo ngababaya, “Mpi'ndo wa akamoka ngabampeya yu' makakala go bi'nga moka.”
2809230098	Yesu aati'li'tike mumisengo na ilambo yoti kayi'gana mumayumba ga kunnu'ba Nnu'ngu', kaala abali inannoga ya ukulungwa no tepwa matamwe na ukigopi woti.
2809240077	Paibweni ipi'nga ya bandu aabi'ki kiya, kwa mwanjaa aabweni kabaauka pangali yangatiyilwa kati ngondolo bangali nsungi.
280925004f	Apo ngaabakia banamasi' bake, “Mauno gambone, lakini apangakasi bali'nganali.
280926004d	Bai, munnu'be Bwana wa mauno, aatume auni bi'ngi' li'nga baune mauno gake.”
280a01007e	Yesu aakemite banamasi' bake ku'mi na abi'li' na kwapeya amuli yo bi'nga moka, tepwa matamwe goti, na ukigopi wa kila sampuli.
280a0200aa	Na gano nga maina ga abo atumilwe bake ku'mi na abi'li', mosi nga Simoni (kwa lina li'ngi' akemelwa Petili) na nnunawe Andelea, Yakobi mwana wa Zebedayo na nnunawe Yoani.
280a03005d	Pilipi na Batolomayo, Tomasi na Matei ywaabile nnonga koli, Yakobi mwana wa Alufayo na Tadei,
280a040043	Simoni wa kipi'nga sa Mazeloti, na Yuda Isikalioti ywaansongi Yesu.
280a0500ae	Abo nga banamasi' ku'mi na abi'li' babaatumilwe na Yesu no lagilwa makowe ga, “Kanemuyende kumili'ma ya bandu bangali Ayahudi wala kanemuyingi mukilambo sosoti sa Asamalia.
280a060054	Ila mwayendeli alongo binu ba nni'ma wa Isilaili, babapanga kati ngondolo babaobite.
280a07004c	Pamwaalu'a yenda, mwaali bandu kamubaya, ‘Ukulungwa wa Kunani wegelile.’
280a080077	Mwatepwe atamwe, mwayu'ye babawile, mwapeleteye bene matana, mubi'nge moka. Mwaapeyilwe wabule, namwenga mupiye wabule.
280a090034	Mumipuko yinu kanemupu'twe zaabu wala mbanje yoyoti.
280a0a008d	Mumyanja yinu kanemupu'twe utingo, wala nganju ibi'li', wala ilatu, wala pimbo, kwa mwanjaa mpangakasi apeyelwe yoti yaipalikwa mumaisa gake.
280a0b0081	“Pamwaika pamisengo au kilambo sosoti, mumpale mundu ywayi'ki'tya kunkemya, namwenga mwaatame kasake mpaka pamwabu'ka pandu po.
280a0c004f	Pamwayingya munyumba, mwapange abali benekaya kamubaya, ‘Amani ibe kasinu.’
280a0d0088	Manaitei bandu ba nyumba yo bankemile, amani yinu ilu'a tama pamope nabo. Lakini manabakani kunkemya, amani yi'lu' inki'li'bu'ki mwenga.
280a0e00bc	Manaitei mundu ywoywoti aakana kunkemya mwenga, ata pi'kania mayi'gi'yo ginu, pamwabu'ka munyumba au kilambo so, mwapapate lyu'ku'mbi' lyalibile mumagu'lu' ginu na kwaleka kati mwabaabile.
280a0f0084	Kakape nimmakianga, lisu'ba lyo ukumilwa, bandu ba kilambo si'lu' baaukumilwa paku'lu' kulikoni bandu ba ilambo ya Sodoma na Gomola.
280a10007b	“Lingulya! Nintumanga kati ngondolo pakatikati ya mapu'mbe. Bai, mube mwang'anga kati nng'ambo, na mwatu'lya kati ngunda.
280a110066	Mwili'ndi'le na bandu, kwa mwanjaa bampeleka kumabalasa gabe na kunku'mbwanga mumayumba gabe go salya.
280a120083	Kai', mwalu'a pelekelwa nnu'ngi' ya api'ndo na akulungwa kwa kitumbu sangu', li'nga munikong'ondeli kwabe na bandu bangali Ayahudi.
280a1300a9	Lakini pabampeleka kwo ukumilwa, kanemwisuluye bu'kana na galu' gamwalu'a longela wala mu'lu' mwamwalu'a longela, kwa mwanjaa popopo mwapeyelwa makowe gamwalu'a longela.
280a140067	Kwa mwanjaa gamwalongela gapitali kwinu, gaapita kwa Loo wa Tati' binu Nnu'ngu' ywaalongela nkati yinu.
280a15009c	“Nnongo alu'a kunsongya nnongowe li'nga abulagilwe, nyinyonyo na tati' kunsongya mwana wabe. Nabembe bana baalu'a kwakania abelei babe li'nga babulagilwe.
280a160084	Namwenga mwalu'a sukilwa na bandu boti kwa kitumbu sa lina lyangu', lakini yu'lu' ywaalu'a komeya mpaka kuundi'la alu'a kosopolelwa.
280a1700bd	“Pabaalu'a kunku'su'mbwa pakilambo simo, mwatili kukilambo si'ngi'. Kwa mwanjaa kakape nimmakianga, mubile balo yomwa lyengo linu muilambo yoti ya Isilaili, Mwana wa Mundu aapanga aisile.
280a18004b	“Mwanamasi' ampi'tali mwalimu wake, wala mpangakasi ampi'tali bwana wake.
280a1900d0	Ili'ngani kwa mwanamasi' landana na mwalimu wake na ntumisi landana na bwana wake. Manaitei mwene nyumba bankema Belisebuli, yu'lu' mpi'ndo wa moka, balu' ba munyumba yake ngabaakemelwa maina maakau munomuno.
280a1a008b	“Kwa nyo, kanemwayogope bandu bo, kwa mwanjaa ntu'pu' likowe lyaliiyilwe lyalyasomwa tanganikwa, wala sakiwi'ki'lilwe sasasomwa umukulwa.
280a1b0089	Likowe lyanimmakianga palubi'ndu' mulinwaye pabweya, na likowe lyamuliyu'wa kwo iya, mulinwaye muyi'mi patu'ndu'bau li'nga bandu bayu'we.
280a1c00ab	Kanemwayogope balu' bababulaga yi'ga bai, lakini bakombwali bulaga loo. Munomuno munnyogope Nnu'ngu' ywakombwa langamisa yi'ga pamope na kwipeleka loo kumwoto wangayomoka.
280a1d0072	Injosi ibi'li' ipi'mi'yi'lwali kwa lwela lumo bai? Lakini ntu'pu' ata yumo ywatu'la pai' wangali tanga Tati' binu.
280a1e0048	Na kwinu mwenga, ywembe atangite ata isabu ya nywili yoti ya mitwe yinu.
280a1f0058	Bai kanemuyogope, kwa mwanjaa mwenga nga mwabangama kulikoni kipi'nga kiku'lu' sa iyuni.
280a200062	“Kila ywaniyi'ki'tya pa bandu, nani nannyi'ki'tya nyinyonyo kwa Tati' bangu' ba kunani kabalola.
280a210067	Lakini kila mundu ywanikana bandu kabalola, nani nankana nyinyonyo kwa Tati' bangu' ba kunani kabalola.
280a220051	“Kanemuwase panga niisi leta amani padunia yi'no. Lili, ila niletike mayu'mano.
280a23005d	Kwa mwanjaa niisi kwayu'maniya mwana na tati' bake, mwi'nja na mau' bake, na nkwano na nkiwe.
280a240026	Na andumu ba mundu nga balu' alongobe.
280a250090	“Ywaapenda tati' bake au mau' bake kulikoni nenga, anipwaikali. Na nyinyonyo, ywampenda mwana wake au mwi'nja wake kulikoni nenga anipwaikali.
280a260053	Kai', mundu ywakotoka pu'twa nsalaba wake na kunibi'ngi'ya apwaikali panga ywangu'.
280a270086	Kwa mwanjaa mundu ywapala kuuli'ndi'la bwu'mi wake auobeya, lakini ywaalu'a kuupiya bwu'mi wake kwa kitumbu sangu' alu'a kuupata kai'.
280a280059	“Mundu ywampokya mwenga anipokya nenga, na ywanipokya nenga ampokya yu'lu' ywanitumike.
280a2900cd	Nnu'ngu' aapiya upo bu'kana na mundu ywaumpokya, ywampokya nnondoli, kitumbu sa ywembe nnondoli, aapata upo ya nnondoli. Nembe ywampokya mwene aki, kwa kitumbu sa ywembe mwene aki, aapata upo ya mwene aki.
280a2a00aa	Nimmakianga kakape panga, ywoywoti ywaalu'a kumpeya yumo ywa asene ba, nnobo gumo wa masi' maimu kwa mwanjaa ya mwanamasi' wangu', aaikosali upo yaibu'ka kwa Nnu'ngu'.”
280b01007a	Yesu paayomwi kwalagya go banamasi' bake ku'mi na abi'li', ngabu'ka ku'lu' yenda yi'gana no ala muilambo ya nni'ma gu'lu'.
280b020068	Yoani Ywabatisage paabile muutabilwe aayu'wine abali ya makowe ga Kilisitu. Bai ngaatuma banamasi' bake,
280b030052	bannaluye, “Buli, wenga nga wayu'lu' ywapalikwage isa, au tunni'nde ywi'ngi'?”
280b04004f	Yesu ngaayangwa, “Muyendange mukammakie Yoani makowe gamugayu'wa na kugabona.
280b050099	Kimbulibuli bendalola, itewe bendatyanga, bene matana bendapeleteyelwa, aibamakutu bendayu'wa, babawile bendayu'yi'lwa na aki'ba baalilwa abali inannoga.
280b060039	Nantali mundu yu'lu' ywakotoka baa na kyukala nanenga.”
280b0700d4	Bai, abo banamasi' ba Yoani pabaabu'i, Yesu aatumbwi kwibakia ipi'nga ya bandu abali ya Yoani, “Mwayi'i lola namani ku'lu' kulupu'ngu'ti'? Buli mwaapalite kummona mundu kigopi kati nnai mwautenandena na nsunga?
280b08008d	Au mwayi'i lola namani? Mwayi'i kunnola mundu ywaawati ngu'bo inanng'oloka? Bandu babawati ngu'bo inanng'oloka batama mumayumba ga akulungwa.
280b09006a	Lakini mwayi'i lola namani? Nnondoli wa Nnu'ngu'? Eloo, kakape ywembe nku'lu' kuliko nnondoli wa Nnu'ngu'.
280b0a0080	Ayu' nga ywabayilwa mu Maandiko Mapeleteu, ‘Lola, nintuma kinala wangu' akulongoli, ywaakubi'kya wiso ndi'la nnu'ngi' yako.’
280b0b00ab	“Kakape nimmakianga, nkati ya bana boti ba bandu, anapityali nku'lu' kuliko Yoani Ywabatisage. Ata nyo yu'lu' nsene muno muukulungwa wa kunani nga nku'lu' kuliko ywembe.
280b0c007e	Bu'ka nsimu wa Yoani Ywabatisage mpaka nambi'yambi', Ukulungwa wa Kunani bautangya kwa ukali', na bandu akali' ngabaupokonywa.
280b0d0072	Mayi'gano goti ga alondoli ba Nnu'ngu' na salya ya Musa mpaka nsimu wa Yoani gaalondolilwe bu'kana na nsimu gu'no.
280b0e0041	Mana kamuliyi'ki'tya lyo, bai Yoani nga Elia ywembe ngaalu'e isa.
280b0f001e	Mwene makutu go yu'wa, ayu'we!
280b10007a	“Lubelekwo lu'no nilu'a kululandanisa na kili'be saku'? Lulandana na anng'elo babatama kusoko babaakema ayabe, kababaya,
280b110058	‘Tumwonekiye ngoma, lakini mwinikeli! Tunnyi'mbi myambo ya ili'lo, lakini muli'ili!’
280b12005d	“Kwa mwanjaa Yoani aaisi kapunga na wala anywileli divai, bembe ngababaya ‘Ai na moka’.
280b1300d4	Mwana wa Mundu aaisi kalya no nywa, nabembe ngababaya ‘Munnolange ayu', mundu mwamila no lobya, mbwiga lyabe alonga koli na bene sambi!’ Ata nyo ikima ya Nnu'ngu' ilaya panga ya aki bu'kana na makowe gake.”
280b140093	Bu'kapo Yesu ngatumbwa kwikwi'li'ka ilambo yalu' yaapangite mangelongelo gambone, kwa mwanjaa bandu ba ku'lu' baagalambwikeli bu'ka mumasambi gabe.
