2900000006	Malkus
29051d0047	Alǝbi bina' ki hwulawasi dlǝli, i' kumi a dliwasi ta ndoki gontuwasi.
29051e0073	Alǝbi alǝbi nǝ Yesu kumi ndǝlton a peɗi getu, iki i' go' yalu age dopga, i' usu, “Wokǝn tǝn lulugǝlni?”
29051f0057	Iki i mil kushtiwasi ultisu, “Ki ye' dopga ki mbalǝn nǝgu, a usu, wokǝn tǝnka?”
290520003b	Iki i Yesu yalu kali tǝngaki ti' en mulnǝ pǝli' nǝgu u.
290521007a	Kǝli yi nǝ man ulnǝ ndaniti u, iki i' ɓǝ nǝ ɓanti, ati nyepti ki dli i' nda a kina ki Yesu, i kǝliyi pi Yesu bali.
2905220063	I Yesu ul kǝli usu, “Yakuyini, lati mbatluwagi a ndokǝlki. Mboci lau, ka ndo ɗǝ gontuwagi.”
2905230080	A tige shilǝn, iki gyenkǝnngi te' libi ki Yayilus, is usu, “Yakuwagi ta mǝci, yalakiɗa ki'la' mul lashti ɗǝ bǝnaɗa?”
2905240063	Yesu a pal kǝm tǝn ulnǝ si dlǝmti uwai, i' ul Yayilus su, “Bi kum ɓantuwai, la mbatl katl”
290525005f	Ta za mulǝn a bǝlsi kaluwai iki Bitlus, nǝ Yakubu, nǝ Yahaya yalse ki Yakubu si bǝlti kali
2905260084	Nǝs mbǝci libi ki Yayilus mul kina ki lu dopga ki Yahudawa u, is kumi wotilu, nǝ kulu, nǝ latiyali yenti ɗawai ba kumti ɗawai.
290527007e	Nǝ te' gibi u, i' Yesu ulsisu, “Yalaki ɗa ki wotilu nǝ kulu ɗa nǝgu? Yakǝni kimǝci tiɗawai, nde yemmbukǝn tiɗa.”
29052800cf	Iki is pǝli gyetlti ki mbǝlti. Kalki ki Yesu a pekǝl mbalǝn nǝsi kumwasǝn tuwa dlayi, iki i' kan bwasi ki yakǝnkǝliyi nǝ dyawasi nǝ mil kushtiwasi guni netu, is te' gelu u nǝ yakǝn kǝliyi ɗa u.
290529005c	I' Yesu goppi toh, i' ultisu, “Talita kumi”, iki, “Yakǝnkǝli, ami utlkisu, hilya.”
29052a0075	Alǝbi alǝbi yakǝnkǝliyi hilya i' go' lǝti. Tǝngaki timul hwon kutl nǝ lop kǝni. Gu lakisi ulki gagashinti iye
29052b0061	Iki i' matisi bǝ mulǝn kum shilǝn uwai, i' ulsisu ɗaɗanu si' bǝl yakǝn kǝliyi ulki ɗami.
290601004c	I Yesu za' lǝbisi ippal tiya ge' gatluwasi, I mil kushti wasi is bǝltikal.
2906020100	Nǝ Cin shuti pǝ' u, i' gop kulcissi age'lu dopga ki Yahudawa, diɓǝl mbalǝn yi nǝ lǝbi u si ga'ti kǝmu is kum gagashinti, asi ussu, “A ukǝn mulu mbi ulu nǝgu u?” Is ngemti, “Undi mallaɓa ukǝn ninnǝgu? Undi gagashintu kǝn ti pǝlti nǝgu?
29060300a4	Guki mul tlatti lǝɓa u waiwa? Yakǝn ki Malyamu nǝ yelse ki Yakubu, nǝ Yusupu, nǝ Yahuza nǝ Saminu? Yelsǝni was mudli simi ne'sǝ a kiwu waiwa?” Is nge'ti.
290604006b	I Yesu ulsisu, “Mulnjeshinkǝn nǝnɗa mbin nalti ge'gatluwaswai nǝ ge' yelsǝniwasi nǝ a libi wasi.”
290605005f	Taman pǝtl ulki gagashit tiya kawai, iki is zi mi'gonti ginǝ bǝs diɓǝllwai u toh is ndoki.
2906060058	I' kum gagashinti nǝ hotl la'ti mbadlawasǝn. I'go' duk tiya ge mil gatli ati kulcissi.
2906070059	Immbe mil kushti kutlh nǝ lopi bi is shinsi lob lob. Ibbǝlsi ndǝlti tǝn du mi'gatlǝ.
2906080093	Ippisi i' usu, “Bǝ kamǝn ulǝnwai ɗǝ lǝ tuwasǝnwai kumɓǝlkǝn ki kamin katl bǝs kan ulki ɗamiwai bǝ kamǝn kulu wai bǝ kamǝn ulpwai.
2906090041	Shimǝn kaptǝlan, ngo nǝnǝgu bi mbǝlǝn lu'lǝgǝl tǝnkiwai.
29060a0045	Libi u nǝ ka shitin lǝbi u a' dǝmni lǝbi hal a' za'kǝn gatliɗa.
29060b0086	Lu u nǝ bǝsa njekiniwai u ko sa nge kupkini u, za'kǝn gatli abatǝn kushka ki asǝnwakǝn taka gaki tǝdǝm dǝtlkǝm ɗa ma'si.”
29060c0053	Nǝgu si peki asi dlǝmi' mbalǝn shilǝn ki Lya gaki sǝ' za' pǝtl bezǝn lǝɓa.
29060d0047	Is pekǝl mi'gatli diɓǝli, is suwati mi'gonti diɓǝli mili is ndoki.
29060e00cf	Nǝ guu Hilidus kumi nǝgu u, tǝn gaki Yesu apǝl shin i, gemma si usu, “Yahaya mul pǝli mbalǝn baptisma ti tlilya ge' mi' mǝshti, I lakiɗa ti nǝ ndǝlki kyautǝn ki gagashinti ɗǝ pǝ' ma'tiɗa.”
29060f005b	Gen ɗǝ usu Iliya ni, gen ne si usu, “Nǝm kǝn ge mul njeshinkǝn ki Lya ki ɗigini.”
2906100059	Nǝ Hilidus kumi nǝgu u, I' usu, “Yahaya u na patti ga taka u hilya ge' mil mushti!”
29061100ba	Ti Hilidus nǝ gawasi illaki sǝ' gop Yahaya, is ki ndǝti as la'ti ge'lu kǝnndǝ'mbalǝn. Tǝ pǝllǝn gu gaki Hilidiya kǝli ki yelse wasi Philip, gunǝ' kanti ippalti ɗǝ kǝliwasi.
290612004e	Tǝn gaki Yahaya ul Hilidus su, “A mbuni ki dǝm nǝ kǝliki yelse wagwai”
290613006c	Tǝn gaki nǝgu Hilidiya ngap Yahaya a mbatldli, ti lyamti tǝ' tloti, ngo' nǝnǝgu tamaniwai gaki Hilidus.
2906140110	Hilidus ɗǝ' ɓanti Yahaya, gaki ti mani Yahaya mulzo' mbatl kǝni mul pǝtl lǝɓa kizokini, I lakiɗa bǝ tiɗa za'ti ulǝn ti nda nǝtiwai. Hilidus in tikum shilǝn ki Yahaya u ɗǝ hwottiti, ngo nǝnǝgu ti ɓalɗǝ kupti ɗǝ shilǝn u, ti kup hwol mbatl nǝ kup ti.
290615007e	Iki ipmbi shitu nǝ cin ki zǝ'ti mbǝ u, ip pǝli Gumsisi wasi nǝ bas mi'kina ki dlati ne' bas mbalǝn ki Galili daddaɓǝl.
290616008a	Nǝ yakǝn ki hiludiya tete' dlom ɗǝ nyeptu, i mbuni Hilidus ne'sǝbǝlswasi. I Guu ul yakǝn kǝlisu, ngem ulnǝ ki lyamti u an bǝlki.
290617005c	I Hilidus ndǝgiti nǝzal ulnǝ ka ngemi u an bǝlki, “Ko ti bwasti dlom ki guntikǝni.”
290618006b	Ippeki, in ngem dyawasi, “Yakǝn ta ngemi?” I dyani usu, “Gaki Yahaya mul pǝli' mbalǝn baptisma.”
2906190095	A lǝbi alǝbi is susu' nǝ dleuti, ma' guu i' ultisu, “Ami lyamti nǝgun nǝguni ki bǝlǝn ga ki Yahaya mul pǝtl baptisma, age' gal ki pǝti.”
29061a0076	I mbatl ki guu lewi, Ngo nǝnǝgu gaki ta ultisuyi nǝzal akina ɗǝ sǝmbǝlswasi, tǝkǝn lyapti ti' ultisu zakiwai.
29061b0086	A lǝbi i guu la' mul shinkǝn wasi, illaki sǝm mbǝl ga ki Yahaya. I mul shinkǝni le' kotl ga ki Yahaya teɗi a ge'lu zǝm mbalǝn.
29061c0053	Im mbǝl gami age' galpǝti, ib bǝl yakǝn kǝliyi, i yakǝn kǝliyi bǝl dyawasi.
29061d0047	Nǝ mil kushti ki Yahaya kum shilǝni u, is mbǝ is kan dli i, is guti.
29061e005a	I mil shinkǝn ki Yesu is pal te' ma'ti, is dlimi' mus ulnǝs pǝli u, nǝ ulnǝs kulci u.
29061f00ab	I Yesu ulsisu nganni tǝn na' shu'ni ge' lu u nǝbǝ mbalǝn ɗa wai u, gaki mbalǝn diɗǝli si lǝti asi palti, mbi' dlil ɗǝ ɗamtima mil shinkǝn ki Yesu ma sambiwai.
290620004d	Is zǝga ge' kundǝlǝn ki mali si nǝgwasǝn lu u nǝ bǝ mbalǝn ɗa wai u.
290621007b	Iki mbalǝn diɓǝl, is yen zǝ'ga wasǝn, si mansi, mus mbalǝn kige gadli nǝ lǝbi u is dululu is ngǝtl nǝ mbǝkǝsti.
29062200af	Nǝ pe'ti ki Yesu ɗige' kundǝlǝn ki malu, i'yen diɓǝl mbalǝn i' kum ci' gon twasǝn, gaki si kǝnǝ mbǝla u nǝbǝ mil be'lsi ɗawai u. I' go' kulcissi lǝɓa diɓǝli.
290623007e	Nǝ cin ɓal nja tǝnda u i mil kushti wasi mbǝ ma'ti, is ultisu, “Lǝbisi ngu mbalǝn ɗawai, i ngu cin ɓal nja ti ndayi.
290624005d	Za' mbalǝn nisi sǝ' zǝga tiya ge' gatlu nǝ nja aki u, sǝ' uli gawasǝn ulki ɗamiɗa.”
29062500c1	I' ulsisu, “Kiniɓo bǝlǝnsi ulki ɗamiɗa” Is ul Yesu usu, “Ulki ɗamiwasǝn nǝ pǝtl bwasti dlom ki upki lii hwon nǝm kikyautǝn ki yakǝn mbalǝn, tǝn ullisi ulki ɗami ɗangwa?”
290626007c	I Yesu ngemsi, “Ulki ɗami nǝmi nikini? Su' yanini.” Nǝs yani toɗu, is ultisu, “Lǝpa nantam kǝni, nǝ kes lob.”
2906270052	I Yesu ul mil kushti wasi usu sǝ' bwas mbalǝn tiya as dǝm atli tiya tǝn di'me.
2906280052	I mbalǝn dǝm atli swai nami kutl kutl lǝbǝ kutl, nami kutl kutl lǝbǝ nantam.
29062900a8	I Yesu kan lǝpa nantami nǝ kes gudǝl lopisi, it taki lya, i' gode Lya, i' caccal lǝpa i, ib bǝl mil kushti wasi sǝ' buwasi mbalǝn, is buwasisi kes lopi ɗaɗanu.
29062a001c	Muswasǝn is ɗami i kǝmsi.
29062b0045	I mil kushti wasi yem dǝs kutl nǝ lop ki lǝpa gunǝ sa u nǝ kesi.
29062c0036	Diɓǝl ki mwani yi nǝ ɗami u sa tǝla zangu nantam.
29062d00a5	Nǝguni i Yesu la' mil kushti wasi sǝ' tege' kudǝlǝn ki mali sǝ' ngǝtl ti ɗǝ ɗakǝshti tiya Basaida, tiya ge'lu yiwon ki bal mal, i ul mbalǝn su sǝ' zǝga.
29062e002a	Nǝ' zasi u i totǝn zǝnga ɗǝ gyem Lya.
29062f004b	Nǝ gas pǝ'u, kudǝlǝni tiya dlom mali, Yesu tǝn bǝgasi nǝm nǝ gwasi.
2906300096	Nǝ' en dǝl kudǝlǝn ɗǝ hwottisi u, tǝn gaki ndǝl ki yetǝl, adlom gasi i'go lǝ te'tǝnsi, a ti lǝ'tǝn mali. Ippǝli kǝnǝ tǝ' ɗakǝsh si,
2906310047	Nǝs yen ti ɗǝ lǝ' tǝn malu, is yeni kǝnǝ nul kǝni, is la' yali.
290632006c	Tǝn gaki kapuwasǝn i ɓa'gobsi nǝs yentu. I Yesu ɓulisi bi alǝbi, i' ulsisu, “Bǝ ɓanniwai amini.”
290633004e	Iki it tege' kudǝlǝn ne'si, i yetǝli muɗi. I gagashi' gob mil kushti wasi,
290634006f	gaki saman ulǝn tǝn lǝpa gunǝ bǝl mbalǝn zangu nantam is ɗamti ɗa uwai, gaki mbatldlowasǝn a kangǝli.
2906350052	Nǝs ɗakǝci, is mbǝci ge' atl ki Jenisalata, is kǝndǝ kudǝlǝni tǝn bigasi.
290636002f	Nǝs pe' ɗige' kundǝlǝni u i mbalǝni mansi.
2906370067	Is ngwal atlisi nǝ kitǝl, is go' ka' mi'go' tottǝn lumut si tala'si tiya ge'lu u nǝs kumi ti ɗa u.
2906380097	Mus lu u nǝ Yesu lǝɗa u, bal gatli ko yakǝn gatli, as mbǝllic mi' gonti abi lu dobga, as ngemti sǝttin bi lulǝ gǝlwasma. Ginǝ tǝntu is ndoki.
2907010061	Nǝ palisiyawa nǝ gyen mi' bǝtl lashti zhil ki Musa ginǝ mbǝ te' Ulshelima is domga ma' Yesu.
290702005a	Is yeni na mil kushti wasi si ɗamti siɗa o'kǝl towai tǝngaki bǝtl lǝɓa ki mi' kina.
2907030067	Palisiyawa ne' Yehudawa sǝn ɗa ɗamti pawai senǝ sa o'kǝl toh pa, gaki si bǝtl lǝɓa ki mi' kina.
29070400d8	In sa pal te'ge'lu dobga ki ulti nǝ ulti taka u, sǝnɗa ɗamtipawai senǝ sa utisi mal takapa. Undǝ laɓa enɗa diɓǝli nǝsmbima' mi'kina wasǝn asi pǝlti, kǝnǝ ki o'kǝl gali ne' ki twom mali ne' kal ki dom.
29070500ad	I palisiyawa ne' mi' kulci' mbalǝn zhil ki Musa is ngemti, “Ya lakiɗa mil kushti wagi siɗa bǝtl ulnǝs mbima mi'kina wasǝn u wai, si ɗamti bǝsiɗa o'kǝtl towai?”
2907060097	I' ulsisu, “Bali Ishaya dlǝmi tǝnkini, mi' bǝna ki dwaɗǝn, kan u nǝ ɗa ki laci u: “‘Mbalǝnyi agabi ki naltǝni, mbadlwakǝn lolu nǝ ami.
2907070058	Bǝtl Lya wasǝn u bali wai, ge'shu ki zhil ki Lya, zhil ki mbalǝn kǝn si kulcissi.’
290708003f	Ka lakǝn zhil ki Lya taka i, ka ngapǝn zhil ki mi' kina i.”
2907090058	I' ulsisu, “Kimanǝn shitu ki la'ti zhil ki Lya taka huti aki ngapti zhil ki mi' kina.
29070a005a	Gaki Musa usu, ‘Nal bwagi nǝ dyawagi,’ ‘Mulnǝ, abyal bwasu ko dyawasu, a tloti.’
29070b0076	Ngo nǝnǝgu kini ki usu, in mulnǝ azi ulǝn tǝngaki ti' ɗǝl bwasi nǝ dyawasi adǝm Kolban i', (iki, abǝl Lya i)
29070c004c	nǝgu katl, kǝkǝn za'titi tǝ'pǝli bwasi ko dyawasi kyautǝn ki ulǝnwai.
29070d0067	Nǝgu lakiɗa ki ɗa katshilǝn ki Lya baliwai gaki bǝtl zhil ki mi' kina. Ki njikǝ' pǝtl undigi.”
29070e0058	Ɗaɗanu i Yesu taki diɓǝl mbalǝn bi, i' ulsisu, “Kumǝnnǝni muswakǝn, a'manangu.
29070f0068	Ulnǝ ɗǝ su' ge' yakǝn mbalǝn tu'dla u i ɗǝ bezǝtiwai, ulnǝ ɗǝ pe'tito' ge'tu ɗǝ bezǝti.”
290710001c	Mul kǝm ki kumti, ti' kumi,
2907110066	Kalki za'ti hwu'mbalǝn i, nǝtte libi u, i mil kushti wasi is ngemti yakǝn cimbǝlti u ɗǝ dlǝmti.
290712005d	I' ulsisu, “Kinima kimaniniwaiya?” “Ulnǝ ɗǝ suge' mbalǝn tu'dla u, kǝn bezǝtiwai,
290713006d	Nǝbǝ ambadlwas kǝn suwai u, atu'ɗa'ka su, tu'nǝgu tǝpekki.” Nǝnǝgu Yesu pal mus ulki ɗami ki zeki.
2907140049	I' usu, “Ulnǝ ɗǝpe'ti to'ge' tu'ki yakǝn mbalǝn u iɗǝ bezǝt'ti.
2907150073	A tugi, age' mbadl ki yakǝn mbalǝn, kǝn bezǝn lǝɓa ɗǝpe'ti, kǝnǝ kwonti, nǝ mǝgǝlti, nǝ tlom mbalǝn,
290716009b	nǝ pǝti, nǝ lyap lǝɓa, nǝ ngashti, nǝ ship totugi, nǝ nge Lya, nǝ ndau bishitu, nǝ bezǝn dǝmti, nǝ nalkiga, nǝ kon nǝmbalǝn, nǝ ndokǝnti.
2907170045	Mus bezǝn lǝɓagi atu'kǝn sipe'titoɗi, si ɗǝ bezǝn mbalǝn.”
290718006b	I Yesu za'lǝbi illǝ Taya nǝ Sidon. It tege' libiwon, ta lyami tǝmulǝn maniwai ngo' nǝnǝgu a hwunwai.
2907190059	Kǝliwon, gunǝ du mi'gatli gob yakuwasi, nǝkumi Yesu ɗa ki u, illǝ in ndakina ɗakka.
29071a0074	Kǝliyisi yakǝn Helinawa ni, atlki zǝtti iki Solopinikiya ni. In ngem Yesu tǝp pekkǝli yakuwasi du mi'gatl taka.
29071b0061	I Yesu ultisu, “Hwe tǝkǝm mil pa, gaki a'mbuni akan ulki ɗami ki milwai tǝbǝl kaɗiwai.”
29071c0066	I kǝliyi ndǝgiti i'ultisu, “Mul nalti, ey nǝguɗa, ngo'nǝnǝgu kaɗi nǝnɗǝ ɗab bi ki mil.”
29071d0056	I Yesu ultisu, “Gaki shilǝnwa'gu, paltya, du mi'gatli aza' yakuwagi yakǝnkǝli.”
29071e004e	Nǝ' paltya libi u ille'mbi yakuwasi kǝmuɗi tǝn lumutti, du mi'gatli apeki.
29071f005b	I Yesu za' lukǝ Taya, i' bǝli Sidon tǝn shitu i' bǝli Dikapolis illǝ dlilka ki Galili.
2907200050	Is mbǝlli' mulnǝ bǝɗa kub kǝmwai u mul ɗǝɗɗǝtibi, is ngemti tǝszitto.
2907210078	I Yesu Kanti ispal malgǝni' ki hwu' mbalǝn, i Yesu shim mil toh age' kǝm ki mulisi, ibbeza makkǝn, ittǝn lǝgawasi.
2907220046	Illa'ga lya immbǝ mbadli, i'ultisu, “Ippata!” (Iki, “ɓuli!”)
2907230030	I kǝmwas ɓuli, i lǝgawas laki, i'gob shilǝn.
2907240048	I Yesu dlimisi bǝs dlimi mulǝnwai. Sine se mbǝtl dlǝmtitǝnki siɗa.
2907250089	Is kumgagashinti, is usu, “Tapǝl mus lǝɓa mbuni! Mulnǝ bǝ ɗa kubkǝmwai u ma ta kumi i, mul ɗǝɗɗǝti bima taman shilǝn I.”
2908010069	Age cinisi i hwu' mbalǝn domga ɗaɗanu. Ulki ɗami nisi ɗawai, i Yesu imbe milkushti wasbi, i' ulsisu,
2908020061	“Ami kub go'kǝ' hwu mbalǝnyi, gaki asǝti mutti maki ngu asi ne'kǝni, ulki ɗami nisiɗawai.
290803005f	In a zasi sa zǝga libi nǝ kuzǝn u, sǝkǝn ma'mbǝkǝshti libiwai, i ngu nami pe'ni lolu.”
2908040074	I mil kushti wasi ndǝgiti is ultisu, “A ukǝn tǝ mbalǝn mbi ulki ɗami u nǝtǝ kǝm mbalǝn age'dǝlgǝn u?”
290805003e	I Yesu ngemsi, “Lǝpa nǝmi nikini?” Is usu, “Ninngi.”
2908060097	I' ul diɓǝl mbalǝnsu sǝ'dǝm atli. Nǝ'kan lǝpa ninngiyi, i' gode Lya ɗa, iccacali, i'go' bǝtl milkushti wasi sǝ' bwasi mbalǝn, is pǝli nugu.
2908070052	Kwesen nisiɗa ten ngulen. Nǝ' gode Lya u, ippi milkushti wasi sǝ'bwasi mbalǝn.
2908080055	I mbalǝn ɗami i kǝmsi, i milkushti wasi yemi is njikǝn dǝs ninngi nǝgunǝ sa u.
2908090030	Mbalǝnisi sa pǝl zangu upsi. Kal ki pallisibi,
29080a0040	ittege' kundǝlǝn ne' mik kushti wasi, illǝge' luki Dalmanuta.
29080b0070	I palisiyawa gop ngep Yesu. Tǝn sǝ' cimbǝlti ɗa, is ngemti, tǝn gaki tǝn mbokisi toh tǝn lwaɗon sul lya.
29080c008a	I Yesu mbǝ mbadli lolu, i'usu, “Ya lakiɗa kini mbalǝn kinǝgun ki ngep lwadɗa? Bali amipi' kini, kǝnbǝtlkin lwaɗon sul lyawai.”
29080d0046	Iki is izza'si, ittege'kundǝlǝn ki mal, idɗakaci tiyatǝn bigasika.
29080e0050	Imilkushti was musni sa kan bilediwai, lǝpa nǝm kǝn nisi katl ge'kundǝlǝni.
29080f006a	I Yesu dǝllisi kǝm, i'ulsisu, “Yanǝn lu kizoki, apǝn ɗemɗem nǝ yiski palisiyawa nǝki Hilidus.”
2908100041	Is shilǝn ɗaɗɗasi, “Is usu tǝn gaki biledi niminɗawai.”
29081100c2	Yesu man ulnǝ si dlimti u, i Yesu ulsisu, “Ya lakiɗa iki usu biledi nikin ɗawai? Hal nǝguni ka manini uwaiya? Hal nǝgun kin ɗa yentiniwaiya? Mba dlwakǝn a ndǝdǝli kikǝn mantiniwaiya?
2908120060	Dwaɗǝn nikinɗa bǝki enluwaiya nǝ kǝm nikinɗa bǝki kumtiwaiya? Kǝnɗa dabǝtl kiniwaiya?
2908130079	Na chali mbalǝn zangu nantam lǝpa nantamu, mbutu nǝmi ki yemini ki bigeyi gunǝ sa u?” Is ultisu, “Kutl nǝ lop”
2908140064	I Yesu ngemsi lǝpa ningi u na chali zangu upsi u pa? Mbutu nǝmi ki yemini? Is ultisu, “Ningi.”
2908150031	I ulsisu, “Hal nǝgun ma, ka manini u waiya?”
290816004f	Is mbǝkǝci a Batsaida, i mbalǝn en mbǝlli' dwawon, is bǝlti bi tǝttǝnti.
290817007f	In ngapi dwanisi toh, it mbǝti malgǝn gatli. Ibbezze'makǝn a dwaɗǝn, izzǝ'toh, i Yesu ultisu, “Kǝn ɗǝ ye' ulunya?”
2908180045	I dwani ya lulya, i'usu, “Ami yen mbalǝn; kǝnǝ pǝti asi duti”
2908190060	I Yesu zǝ'toh tǝn dwaɗǝni ɗaɗanu. I dwanisi ɓul dwaɗǝn wasi, in ndoki, i'yen lu kizoki.
29081a003c	I Yesu ultisu, “Paltya libi, bǝ tege' yakǝn gatluwai.”
29081b0075	I Yesu ne' milkushtiwasi, is tege' mil gatlki Kaisaliya Pilibi. Tǝn shitu in ngemsi, “Ya mbalǝn ɗǝ mbetǝni?”
29081c0079	Is ultisu, “Yahaya mulpǝtl baptisma; gyenne, Iliya; gyenne ɗaɗanu, si usu nǝm ge' mik nje'shinkǝn ki Lya kǝni.”
29081d0056	In ngemsi, “Kinipa yaki mbetǝni?” Bitlus ndǝgiti i'ultisu, “Kikǝ Almasihu.”
29081e0036	I Yesu dǝlisi kǝm bǝs dlǝmi mulǝn ulǝn tǝntwai.
29081f00b6	I'gop kulcissi, yakǝn mbalǝn nǝn tlebbǝna diɓǝli a ngeti, ma mikkina, ne' bas lǝɓasi, ne'mik bǝtl lashti zhil ki Musa, sǝn tloti, kalki mutti maki tǝn tlǝti lya ɗaɗanu.
2908200059	I Yesu dlǝmisi shilǝni kan unǝ sǝ'mani ɗa u. I Bitlus dǝlti malgǝni, i'gop matiti.
290821009b	Ngonǝnǝgu nǝ Yesu yalu kalu i'ya milkushtiwasi, im mati Bitlus i'ultisu, “Pǝlolu nǝ ami sheɗan! Ge mbatlwagi laɓa ki Lya ɗawai sai ki mbalǝn.”
2908220092	Imbe hwu mbalǝni bi ne'milkushtiwasi, i' ulsisu, “Mul lyab dǝp mul kushti ini, tǝnge' gawasi, a'kan gǝdlǝnnga ki bǝnawasi, abbǝlǝn kali.
2908230059	Mul lyab gawasi, tǝnholti, mulnǝ a hol gawas gayi u, gaki shilǝn ki Lya u, ziti tiɗa.
2908240048	Yakǝn ti yankǝn mbalǝn mbi intambi dǝb lǝɓa mus, ge shu ki gawasu?
2908250045	Yakǝn ɗaɗanu ti yakǝn mbalǝn bǝli tǝn gaki ti'ul mbatlwas ɗa?
29082600c7	In mulnǝ a kubsha i u nǝ shilǝn i u, age' hwon ki nge' ngapti ga nǝ pǝtl bezǝn lǝɓa, yakǝn mbalǝn ma tǝnkub shaki matti, inta mbǝ ge' natl ki mulzǝtti u ne' milshinkǝn ki Lya kizoki.”
2909010083	I' ulsisu, “Bali bali ami dlǝmikini, genɗa ki dlǝli aki sǝkkǝn yen mǝshtwai, sai nǝ sayen gukki Lya a mbǝ nǝ ndǝlti.”
2909020078	Kalki mutti mǝkka i Yesu kan Bitlus, nǝ Yakubu, nǝ Yahaya, sinǝ gwasǝn it tolsi tǝn pyasti zǝnga. I dliwas shoti.
290903006b	I lulǝgǝlwas hwali sol aɗi kaddwaɗǝn, kan u nǝbǝ mulǝn kǝn ma' pǝlti nǝgu tǝn dǝp lǝɓawai u.
2909040030	I Iliya nǝ Musa is pekkisi, a shilǝn ne' Yesu.
290905008b	I Bitlus ul Yesu su, “Mul lashti, a mbuni nǝmini ki u. Hwe tǝn pǝlǝn kǝs maki, gudǝl nǝm gwagi, nǝm ki Musa, nǝm ne ki Iliya.”
2909060036	(Ta hwol ulnǝ tǝtl dlǝmi u yi, gaki sa kum ɓanti.)
2909070065	I lyawon tlǝttoɗi i idlasi, i kum yalon ge'lyanisi, ti usu, “Guki yakuyini ki lyami. Kumǝnti.”
2909080059	Bǝnǝ mantiwasǝnwai sige nǝgu is yalu malgǝn ɗasi sayen mulǝnwai, Yesu ka'tl ne'si.
290909007e	Sige' pe'ti suttǝn Zǝga, I Yesu pisi bǝs dlǝmi mulǝn ulnǝs yeni u wai, sai nǝ yakǝn mbalǝn a hilya ɗige' mi'mǝshti.
29090a005e	Is za'shilǝni ge' dlomwasǝn, asi shilǝn ne' yelsǝni yakǝnki “Hillya ge' mi' mǝshti.”
29090b0066	Is ngemti is ultisu, “Ya lakiɗa mi' bǝtl lashti zhil ki Musa ɗǝ ussu Iliya ki mulpatl su' pa?”
29090c007f	I' ulsisu, “Iliya ki mulpatl pa, appal mus lǝɓa. Imikǝnɗa ki laci tǝn yakǝn mbalǝn, tǝn tle'bǝna diɓǝli, as ngeti?
29090d0064	Ami pikkini, Iliya a lǝge tambǝyi, sa pǝlit ulnǝ tǝmisiɗa u i, kan unǝ ɗa ki laci tǝntu.”
29090e0078	Nǝs palte' ma' na mil kushti wasu, is yen hwu mbalǝn aga ndǝlsi i, mi' bǝtl lashti zhil ki Musa ɗǝ shottibi ne'si.
29090f005c	Nǝ ye' Yesu, mus hwu mbalǝnyi is kum gagashinti, is lǝtemma'ti nǝkitǝl, sǝ' shinnitti.
2909100031	In ngemsi, “Shoti bi kiyakǝn kiniɗa ne'si?”
290911007f	I gudǝl nǝm ge'mbalǝni ndǝgiti, i'ultisu, “Mul lashti, i ngu, a mbǝlli' yakuyini, gunǝ mi'gatli ki nge' shilǝn nidɗa.
29091200a0	Nǝta totǝntu, sai nǝ tala'ti atli, a biwas ɗǝpǝ't pukǝtkǝt, a ti ashti shinwasi, ati pǝ'sanganga. Adlimi milkushti wagiyi sǝppe'kǝlti, sa maniwai.”
29091300a8	I Yesu ndǝgisi i'ulsisu, “Kini mbalǝn ki nǝgun u nǝbǝ kiɗa la'ti mbadlwai u! Anǝmi taman dǝp ne'kini? Anǝmi taman ngashtibi nǝkini? Mbǝlli nǝn yakǝni.”
29091400a3	Is mbǝlli' yakǝni. Nǝ mi'gatli yen Yesu u, alǝbi alǝbi i mi'gatli bat yakǝni, i dliwas gon nyepti, in nda atli i'go' bǝdǝlti, a biwas ɗǝ pǝt pukǝtkǝt.
290915005d	Yesu ngem mul zǝ'yakǝni, “Kǝnǝ anǝmi uli mbitu?” I bwasisi usu, “Adɗi na' yakǝn.
2909160071	Ta tle la'titi ge' utu ko mali, gaki tǝ'tlotiɗa. Ngo nǝnǝgu kǝn ma'pǝl ulǝn u, kum gontinǝn a ɗǝlmi.”
2909170060	“‘In kǝn manti u?’” I Yesu ultisu, “Mus lǝɓa mul pǝ'kǝni ma'mul la'ti mbadlǝ.”
2909180058	Alǝbi alǝbi i bwas ki yakǝni usu “A la' mbadlǝ. Kati lǝshi la'ti mbadlǝ taka!”
29091900a5	Nǝ Yesu yen hwu mbalǝn ɗǝ kitǝl teɗu, im mati du mi'gatli i'ultisu, “Ki, mi'gatlu mul nge' kup kǝm nǝ shilǝn u, a piki bwaski kiti, bǝ tege'ti nǝwai.”
29091a00ad	Kalki la'ti yalki mi'gatli, illi'ti nǝ ndǝlti, dlǝwas ɗǝ nepti, ibbwasti nǝti. I yakǝni palkǝni hwum mbalǝn, i ge' mbalǝn kilǝbi diɓǝli nami usu, “Tamǝcci”
29091b002f	I Yesu gobto wasi it tlǝlti lya, i' hilya gal.
29091c0063	I Yesu telibi u i mil kushtiwas ungemti a malgǝni is ultisu, “Ya lakiɗa ma man pekkǝltiwai?”
29091d003c	I Yesu ulsisu, “Undiyi nǝnɗa pe'twai sainǝ ngeb lya.”
29091e0048	Is hilya ɗilǝbi, is ɓeu tiya Galili, Yesu alyami tǝ mullǝn maniwai,
