2800000006	Mathiu
2807090054	Sen hewah angte loong ah ih sen sah suh jong nih katoon koh an phaksat suh handi ah?
28070a002f	Adoleh sen dowa nyasi suh hanbah pu nih koh an?
28070b00b6	An mathan taat thih ubah uh, an ih jat et hu an sah suh eseejih ah mamet kottheng ah. Erah ang abah Rangmong dowa sen Wah ih tang echengte suh bah eseejih ah kot suh ejat dook et ah!
28070c00a7	“An teewah raangtaan ih an mame reelu wahoh raangtaan ih uh emamah ih re uh: Erah reelan asuh liita Moses Hootthe nyia khowah loong ih nyootsoot theng jengkhaap eah.
28070d008e	“Sen paakaawan ehin adoh nopwang an, tumeah soolam paakaawan ah elong eno erah lam adi khoom suh elaang, erah di khoomte loong hantek je ah.
28070e0071	Enoothong roidong paakaawan abah ehin, eno erah di khoom ah echaan, erah thoih erah lam adi khoomte ah eneeko ah.
28070f00b5	“Sen banban ih tong an emoong tiitbaatte khowah loong jiin nawa ah; neng sen miksok doh saapsah likhiik eh thok ha, enoothong amiimi nengten nengmong nah bah so likhiik angrum ah.
2807100084	Sen ih neng reeraang nawa ih jat an. Suh phook nah anggut tiik ah tami dong tiikka, nyia suh phook nah puksak tiik tami dong tiikka.
2807110066	Bang se adoh hetiik uh ese ih tiik ah, enoothong jootthih ehin bang adoh hetiik uh jootthih ju ang ah.
2807120065	Bang se elong adoh babah uh jootthih tadong tiikka, nyia bangthih adoh uh jaase tadong tiikka ang ah.
280713003b	Eno marah bang hetiik tatiikka erah dook ano we nah tak ah.
2807140058	Erah likhiik, tiit emoong baatte khowah loong ah sen ih neng reeraang nawa ih jat et an.
28071500bd	“Warep ih ngah suh ‘Teesu, Teesu’ ih poon thaang ih Rangmong hasong nah tachoh wangka, erah nang ih bah marah Rangmong nawa seng Wah ih mamet jamha jun ih reete loong abah chowang ah.
28071600c8	Dande sa thok kohaano ba, warep ih ngah suh ‘Teesu, Teesu ih liihang! An mendi seng ih Rangte tiit ah baat etti, an mendi seng ih juung abaan nep dokphanti erah damdi epaatjaajih uh ephoop reeti!’
2807170079	Eno erah sa doh Ngah ih neng suh li ang, ‘Ngah ih sen babah uh tajat rum taha. Mih lajak loong nga re nawa soon ean!’
2807180069	“Erah thoih, o ih nga tiit ah chaat ano naririh et kap ha erah ih heh nok jong khoni hoon arah likhiik.
2807190085	Jong khoni hoonha nok ah rang ah phaat, juung ah nuung, pong ah pong ih abah uh, babah uh tarungdatka, tumeah erah jong khoni hoonta.
28071a0086	“Enoothong o mina ih nga tiit ah chaat ano takapka erah loong abah, thungko mina ih heh nok phisaang khoni hoon arah likhiik ang ah.
28071b0078	Rang ah phaat, juung ah nuung, pong ah pong ih kano, rungdat eah. Eno tumthan echoojih ang ah erah rungdat sa doh ah!”
28071c007d	Jisu ih erah tiit loong ah thoonbaat rum kano, miloong ah rapne ih paatja rumta heh ih nyootta jengkhaap ah chaat rum ano ah.
28071d0062	Heh ah Hootthe nyootte loong likhiik tah angta; erah nang ih, chaan aphaan lam ih nyootsoot rumta.
2808010051	Jisu kong nawa dat khoom raaha di, miloong ah heh lilih ih roong phankhoom rumta.
2808020098	Eno engam wasiit heh jiinni thok taha, heh lakuh di kottong ano, Jisu suh baatta, “Chuupha, an ih jen tenthet hang bah, ngah ah saasiit weehang.’’
2808030087	Jisu ih heh lak ah janghaat ano taajota. Eno liita “Ngah ih saasiit et ha.” “Sa uh!” Erah jengta damdam mih ah laan de ruh eta.
28080400fa	Eno Jisu ih heh suh baatta, “Boichaat uh! O suh uh nak baat uh, erah nang ih bah phangla romwah re nah wang uno heh ih toomhuk soksam ho; erah dowa ih ba an ede etu ih warep ih jat ho, eno Moses ih baatta jun ih an khosa lakkot ah koh ih wan uh.”
2808050075	Jisu Kapernum hadaang ni wang adi, Roman hate Apit nawa saahaap wasiit chomui ra taha eno heh lasih joh damdi baatta:
280806003e	“Chuupha, nga laksuh ah nok ni emoh uh lami moh ih satla.”
2808070036	“Jisu ih ngaakbaatta, Ngah ih deesiit ih raahang.”
2808080098	“Apit nawa saahaap rah ih liita, emah tah angka, Chuupha.” “Ngah ih an nga nok nah jen poon theethe tah angkang. An aadoh jeng udoh ju de ruh eah.
280809010e	Ngah, uh, esiit nga saahaap lathong ni tonglang, eno ngah di uh sipaahi loong nga lalih ni eje. Ngah ih, ‘Kah uh!’ et baat ang bah ekaat eah; ‘Wang ho!’ ih poon ang bah uh heh wang eha erah damdoh nga laksuh asuh, ‘Arah re uh!’ ih baat ang bah heh re eah.”
28080a00b0	Jisu ih erah chaat ano paatja eta, eno heh dam dowa miloong asuh baat rumta, “Ngah ih baat rumhala, Ngah ih Ijirel hani arah wah tuungmaangla likhiik maani uh tataat tupkang.
28080b00a0	Ngah ih amiitiit baat rumhala warep mina saadong saanop nawa thok haano Abraham, Isak nyia Jaakob loong damdoh Rangmong hasong nah sadung thengnah roongtong ah.
28080c0091	Enoothong o mina erah Hasong adoh wangjih taat angte loong ah laamang nah dok haatkaat ah, erah doh neng ih neng pha ah phak ano huung rum ah.”
28080d00a9	Eno Jisu ih saahaap asuh baatta, “An nok nah kah uh, eno marah raang ih an tuungmaang laalomlu rah elang eah, eno erah baatta damdam saahaap laksuh ah laan de ruh eta.
28080e0053	Jisu Pitar nok ni wangta, eno erah ni Pitar hopnuh ah sokwi ih sat arah tup wangta.
28080f0078	Eno Jisu ih heh lak adi taajoh damdam ih heh khoisat ah laan de ruh eta, eno saat ano Jisu suh phak asat roong sokboita.
28081000d2	Rangja ko ih hoon damdam, warep ih chiithih laakhah pan ang arah Jisu jiinni thoksiit rum taha. Eno Jisu ih erah chiithih laakhah loong ah heh jengkhaap nawa ih dokphan rumta eno khoisatte loong ah de ih rumta.
28081100ad	Heh ih erah loong ah khowah Isaia ih banbaatta ah amiisak toom ang raaha ih reeta, Khowah Isaia ih amet baatta: “Heh teeteewah ih seng khoisat toonhui ano deesiit tahe.”
2808120075	Jisu ih miloong ih kookchap halang ih jat ano, heliphante loong suh juungsitum saangko adoh daan kaat suh baat rumta.
2808130081	Hootthe nyootte Jisu jiinni thok ano baatta, “Nyootte,” “Ngah an maanah kah uh erah doh roong ra suh banban ih tonglang.”
2808140094	Jisu ih ngaakbaatta, “Maaut loong di neng luung jeela, phih awoh di neng tep jeela, enoothong Mina Sah adi bah heh khowi theng taan uh tajeeka.”
2808150064	Heliphante dowa wasiit ih liita, “Chuupha, Jaakhoh ngah ih sengwah mang ah chaak beng wang ang.”
280816005d	“Jisu ih ngaakbaatta, Nga lih thong phanhang etekte ih neng mang ah neng bengbeng et ah.”
2808170056	Jisu ah khoonkhuung ni duungtong wang kano heliphante loong anep roongtong wang rumta.
2808180077	Eno baphuk ih juungsitum adi pong ah pong ra haano, khoonkhuung ah elekmot nanah angta. Jisu ah erah tokdi emokjup eta.
2808190086	Heliphante loong ah heh reeni karum ano saatsiit rumta. Eno neng ih li rumta, “Pang weehe, Teesu!” “Seng ah etek nanah angli!”
28081a00bd	“Sen erathan mame choolan?” Jisu ih ngaak li rumta. “Sen tuungmaang ah amasah uh laje mameela. Eno heh ah saat ano pong aphaat asuh baatta, erah damdam pong aphaat ah laan semruh eta.
28081b006d	Eno warep paatja rumta. “Arah tumjaat mih ah?” neng ih liita. “Pong aphaat ih nep heh jeng chaat ha!”
28081c00d0	Jisu Gadara hadaang juungsitum saang ni thok adi, erah di mih wanyi mangrut nawa wang nyu arah chomuita. Erah wanyi sak adi micho miphaan Juungbaan pan ang nyuuta eno erah lam adi o uh takah naan khoom rumta.
28081d009c	Erah damdam nyi ah riinghuung nyu ano li nyuuta, “Rangte Sah an ih, sek tumjih et chung hali tih? Saapoot rook maangliika doh chamthuk suh tam raahalu?”
28081e0032	Wakjook rumta dowa ih neng ah haloot ni tah angta.
28081f00a6	Erah thoih chiithih laakhah loong ih Jisu lasih ah joh rum ano li rumta, “An ih seng ah edokphan jaatjaat et he bah therah wak loong sak adoh nopkaat thuk weehe.”
28082000a7	“Kah an,’ Jisu ih baatta; eno laathih loong ah wak sak loong adi nop karumta. Eno wak loong ah juungsitum kaang ko ih soon karum ano juung adi chum lupdat karumta.
280821008d	Eno wak riimte loong ah hadaang ko ih soonwang rum ano, emok wanyi sak nawa chiithih laakhah loong dokphanta tiit ah mirep suh baatwan rumta.
2808220080	Eno samthung dowa miloong ah Jisu jiinni chomui wang rum ano, neng juungkhuung dowa dokkhoom raangtaan ih heh lasih joh karumta.
280901004e	Jisu khoonkhuung adi duungtong ano juungsitum saangko samthung adi ngaak kata,
28090200d7	eno erah di mararah mih ih hiimuung juptheng khoni thok piijah rum taha. Eno Jisu ih heh suh tuungmaang rumta ah tup ano, heh ih hiimuung asuh baatta, “An tenchaan uh, nga sah! An rangdah ah biin anaan et taho.”
2809030062	Eno Hootthe nyootte loong ah waan rumta, “Arah mih rah ih bah Rangte kaanju tiit boh baat ha!”
280904007a	Jisu ih neng ih tumjih thun rumta rah jat eta, eno baat rumta, “Sen ih erah likhiik ethih tenthun ah tumjih suh thunhan?
2809050077	Mih suh ‘An rangdah ah biin anaan et taho’ ih baat ah adoleh ‘Saat uno khoom uh,’ ih baat ah elaang nih ang ah?
28090600c9	Eno bah, Ngah ih sen suh jatthuk rumha, arah hah adi Mina Sah ih rangdah jen biin anaan jih chaan eje eah.” Eno heh ih hiimuung asuh baatta, “Saat uh, an juptheng ah khoonpi uno nok nah wang uh!”
2809070027	Eno erah mih ah saat ano nok ni wangta.
2809080088	Miloong rah ih erah sok rum ano neng echo ih rumta, eno erah likhiik chaan apaan ah mina suh nep boh koha ih, Rangte ah phoongpha rumta.
28090900c4	Jisu erah dowa kah ano lam ni khoom adi, heh ih sokse seete wasiit apit ni tong arah japtupta, heh men ah Mathiu. Eno Jisu ih baatta, “Nga lih phanhang.” Eno Mathiu ah toonchap ano roong kata.
28090a0090	Jisu ih Mathiu nok ni phaksat phaksah adi, sokse seete nyia rangdah miloong Jisu nyia heliphante loong damdi teebun ni roong thok phaksah rumta.
28090b008f	Mararah Pharasi ih erah tup rum ano heliphante suh cheng rumta, “Sen suh nyootte wah ih erah likhiik miloong damdi mamet roong phaksah ha?”
28090c0060	Jisu ih japchaat ano ngaakbaat rumta, “Mina eseete ih phonwah tajamka, khoisatte ih ba jam ah.
28090d00d4	Rangteele ni arah jengla rah tumjih suh liita, erah sokkah an: ‘Ngah ih minchan ba jamhang, hiiawak ih siik hoon tajam kang. ‘Ngah esoomtu ette mina poon taraarang, edut haat cho mina loong poon ra halang.”
28090e00be	Eno Juungtemte Joon liphante loong ah Jisu jiinni ra rum haano cheng rumta, “Pharisi nyia seng loong ah samurangsoom etong kah eh ih, enoothong an liphante loong ah mamah latong erumla?”
28090f0126	Jisu ih ngaakbaatta, “Kuhoon sa doh jaalah kapte wah pandoh, wenwah loong ah thung joongjoong toom ih tong rum ah ih tam thunhan? Emah babah uh tami angka! Enoothong heh rangwuung saasiit thok eha jaalah kapte ah neng re nawa toonsiit wan suh ah, eno erah tokdoh ba neng ah samuh tong rum ah.
280910009e	“O ih uh nyulep ena ih samsong ehak adoh talep phingka, tumeah nyuna lep ah ih ehak samsong ah eboot raap hoom et ah eno poolong thoon ih boot hoon thuk ah.
28091100dc	Adoleh kham ena rah siikhoop tiikook kham hak thiincho nah tathiinka tumeah tiikook nyia kham ah enyiinyi thih ah. Erah nang ih bah kham na ah tiikook ena nah ju thiin ah, eno ba tiikook nyia kham enyiinyi ese ang ah.”
28091200d6	Jisu ih erah baat rum adi, Jehudi nok hah saahaap wasiit wang taha, eno heh lakuh di tong ano Jisu suh baatta, “Nga sah minusah ah amamadi tiila; enoothong an ah wangho no an lak ih taajoh ubah heh ething eah.”
280913006c	Erah thoih Jisu ah heh lilih ih roong phankhoom wangta, eno heliphante loong anep heh damdi roongwang rumta.
280914005e	Minuh esiit asih paang nyi heh sih jan arah Jisu lini chap wang ano heh nyukaangba ni taajota.
2809150069	Heh ih heteeteenuh suh liita, “Ngah ih heh nyukaang adoh taan taajoh angbah nga khoisat ah ede eang.”
2809160092	Jisu ih leksok ano erah nuh ah japtupta eno baatta, “An tenthun chaan uh, nga sah! An tuungmaang jun ih deelu.” Erah damdam ih minuh ah deeta.
280917006c	Eno Jisu ah saahaap nok ni kah adi, mangbeng kaat suh boongkaat seehoon nyia miloong huung ariing ah sok ano
2809180069	liita, “loongtang dokkhoom an! Minusah ah etek tah eka—heh ejup boh ela! Eno loongtang ih ngit rumta.
280919006a	Miloong ah dokkhoom rum ano, Jisu ah minusah jupta nokmong adi wang ano heh lak adi saat hoom kano saatta.
28091a002e	Erah tiit ah deek akaan noongrep ni ruurangta.
28091b0089	Jisu erah hah dowa lam ni dokkhoom kah adi, edook wanyi roongphan khoomta. Nengnyi ah riing nyuuta “Dewid sah sek minchan weeheetih!”
28091c00cf	Jisu nokmong ni wang adi, mikdook wanyi ah heh jiinni wang nyu taha, eno Jisu ih cheng nyuuta, “Ngah ih set ejen deesiit et nyuuha ih hanpi nih et hali tih?” Nyi ih liita “Ehanpi et hi tih, Chuupha!”
28091d0053	Eno Jisu ih nyi mik adi taajoh ano liita, “Set hanpi jun ih toom ang raaha!”—
28091e0059	eno nyi mik ah ngaaksing nyuuta. Jisu ih haam nyuuta, “Arah o suh uh nak baat ansih!”
28091f0061	Ang abah uh nyi dokkhoom nyu ano erah ruurang tiit ah deek akaan noongrep ni tumbaat kaat nyuuta.
280920006e	Neng erah dowa dokkhoom rum adi, mararah mih ih Jisu jiinni engong, chiithih laakhah pan wasiit thoksiit taha.
28092100c4	Enoothong chiithih laakhah rah dokphan damdam, erah wah ah laan dongjeng ruh eta, eno warep paatja rumta. “Seng ih arah likhiik Ijirel deek akaan ni tathaak tupke!” Neng loong ah paatti rumta.
2809220074	Enoothong Pharisi loong ih li rumta, Heh suh Hakhoh luungwang ih chiithih laakhah loong dokphanjih chaan ah koha.”
28092300d9	Jisu hadaang hadaang nyia samnuthung rep ni leng khoomta. Heh ih Jehudi rangsoomnok ni Ruurang Ese rangmong hasong tiit baat lam ih nyootsoot rumta, erah dam ih hephan dowa khoisat maasatte loong ah nep deesiit rumta.
280924009b	Miloong ah sok rum ano, Jisu ah thungthita, tumeah neng ah menmiikeechan nyia sootsaamsaam ang rumta, saapsah loong saapriimte muh kah ang arah likhiik ah.
280925006b	Eno heh ih heliphante loong suh baatta, “Cham ekhan theng ah rapne ehan, enoothong elom khante ah amasah.
2809260043	Phek changte wah suh cham khante kaat thuk raang ih rangsoom an.”
280a0100a4	Jisu ih heliphante asih wanyi ah lompoon rum ano neng suh chiithih laakhah loong jen dokphan suh nyia jaatrep khoisat maasat loong ah jen deesiit suh chaan korumta.
280a020089	Heliphante asih wanyi loong ah arah: Phangkhothoon ah Simoon (Pitar et poonha rah) nyia heh no Endriu; Jebidi sah Jeems nyia heh no Joon,
280a030056	Philip nyia Bartolomew; Thomas nyia sokseete Mathiu; Alphaeus sah Jeems nyia Thadaeus;
280a04003b	deek akaan pangte Simoon nyia Jisu mokwaante Judas Eskerot.
280a050087	Jisu ih arah asih wanyi asuh amet baat rum ano daapkaat rumta: “Ranglajatte juungkhuung adoleh Samaria samthung maadoh uh nak kah an.
280a060042	Erah nang ih bah, saapsah mala loong Ijirel mina jiin adoh kah an.
280a07004d	Kah an tumbaat kaat an, ‘Rangmong Hasong ah thok ih hala ih baatkaat an!’
280a0800b8	Khoisatte ah deesiit an, etekte ah ngaakthing thuk an, eput engam loong ah deesiit kah anno chiithih laakhah loong ah dokphan et an. Sen ih thaangmuh ih cholan, ah thaangmuh ih koh an.
280a090050	Sen ih sen khaakdaap nah ngun akom, hun achaak adoleh jaansaang ngun nak hui an;
280a0a00ad	sen ih kunma khaak lahuitheng, adoleh samsong hedaap lahuitheng nyia lakhoop uh lahuitheng adoleh kiingthom uh lathutheng. Mootkaatte suh heh ih tumjih jamha rah ekot et ah.
280a0b00a9	“Sen sam nah nyia hadaang nah thok an radoh, wang anno sen noppoonte ah chaak jam sok an, eno sen noppoonte wah nok adoh erah hah dowa maang dokkhoom khoom ih tong an.
280a0c0051	Sen nok nah duungkhoom an radoh, ‘Semroongroong toomtong uh ih jengseera an.’
280a0d009f	Erah nok dowa mina rah ih sen ah tenroon lam ih noppoon hanbah, sen jengseera ah ban tongruh eah; enoothong lanoppoon ranbah, jengseera tan ah ngaaktoon et an.
280a0e00ae	Erah dam ih o ih neng nok nah adoleh neng hadaang nah lanoppoon ranbah adoleh sen jeng laboichaatka bah, erah hah adoh sen lah nawa bungwiik ah jaanak thiin anno dokkhoom an.
280a0f0095	Ngah ih dangdang et baat rumhala, Dande Sa thok ha doh Rangte ih Sodom nyia Gomora ah baalaan minchan ah erah hadaang dowa mina loong nang ih bah ah!
280a10009a	“Boichaat an! Ngah ih sen loong ah so dung ni saap likhiik et daapkaat rumhala. Sen loong ah pu likhiik mongwah nyia wotuupi likhiik toongtang angtheng.
280a11007b	Ban sok ruh ih an, mih ih sen loong ah jokhak hanno mat hoon nok nah siitkaat han eno, Jehudi rangsoomnok nah buh kaat han.
280a1200a1	Nga thoi thoidoh sen loong ah teesuh luungwang loong ngathong nah siiwi kaat han, erah doh neng loong suh nyia Ranglajatte loong suh Ruurang Ese tiit ah baat an.
280a130098	Sen maatok doh siiwi han, erah doh mame jeng ang nyia tumjih jeng baat ang ih lacho theng; saapoot thok haano, sen tumjih jengjih ah erah jeng thuk han.
280a14007d	Marah jengkhaap sen jeng an, erah jengkhaap ah, sen jengkhaap lah angthang ih; sen Wah moong achaang ih sen ah jeng thuk han.
280a1500b7	“Miloong ih nengphoh nengno ah mih lak nah tek haat thuk ah, hewah loong ah ih uh neng sah loong ah emamah et ah; heh sah loong ah nuh awah damdoh piiara ehoon ano tek haat thuk ah.
280a16007e	Warep ih sen ah nga tungthoidoh miksuk et han. Enoothong o mina ih hethoon tuk ih Rangte suh tuungmaangte loong aba puirum ah.
280a1700b9	Sen hasiit nah siiwi han adoh, hahoh nah toonsoon kah an. Ngah ih amiimi baat rumhala Mina Sah raak ngah nah sen ih Ijirel hadaang loong adoh sen mootkaat ah tajen thoon moh kan ang an.
280a18006e	“O noodek uh heh suh nyootte nang ih elong tajen angka; laksuh rah uh heh changte nang ih elong tajen angka.
280a1900ce	Erah thoih noodek ah heh suh Nyootte likhiik ih hoontheng, eno laksuh rah heh changte likhiik ih hoontheng. Changka nawa phokhothoon asuh Beljibul et poon abah, heh jaatang asuh tang tumthan ethih et li ah!
280a1a0089	“Erah thoih mih ra lacho theng. Marah amadi hoppat cho angla ah daap et ah, erah dam ih marah husah ni angla ah wuungsa nah dongjat ah.
280a1b009e	Ngah ih laamang ni baat rumhala ah sen ih wuungsa nah we dong baat an, erah dam ih marah husah ni chaat han ah sen ih nok wokong nawa ih riingbaat jaat et an.
280a1c009e	Hansi tek haatte ra ah nakcho an neng ih chiiala tajen tek haatka; erah nang ih bah Rangte ra cho an, heh ih ba hansi nyia chiiala soolam nah jen tek haat ah.
280a1d007d	Wosiksak enyi ah sen ih phaasiit ngunsah ih reh han, ang abah uh wosiksak esiit taan uh sen Rangte jengkhaap muh doh tatiika.
280a1e002f	Sen loong ah sen khoroon botseh uh rookwet cho.
280a1f0056	Erah thoih sen lacho theng; sen ah wosiksak loong nang ih botseh uh thaangchaan thoon!
280a20007b	“O mina ih noksong dung nah nga heh mina ih chaanghang bah, ngah ih uh Rangmong nah seng wah nganah emamah ih chaang ang.
280a21007a	Enoothong o ih ngah noksong dung nah thaangju hang, Ngah ih uh Rangmong dowa seng Wah ngathong nah emamah ih thaangju ang.
280a2200b3	“Sen ih nakthun an ngah arah mongrep adoh semroongroong ang thuk suh heh raak koha eah. Emah tah angka, ngah semroongroong angsuh taraarang erah nang ih bah lang apah ba jahang.
