0100000003	Mui
0107160060	Liligi huluane da hafoga:i osobo bagadega esalu amola mifo lasu, amo huluane da bogogia:i dagoi.
01071700ea	Osobo bagadega esalebe liligi huluane da fadegale fasi dagoi ba:i. Dunu, ohe fi, osoboga sugi ahoasu liligi amola sio fi osobo bagadega hame ba:i. Be Nowa: hi fawane amola ea sosogo fi dusagai ganodini esalu, ilia fawane esalebe ba:i.
0107180046	Hano bagade da osobo bagade dedeboi dialu eso 150 agoane dialebe ba:i.
0108010091	Be Gode da Nowa:, ohe fi amola lai gebo fi dusagai ganodini esalu, amo hame gogolei. E da fo amo osobo bagadega asunasi. Amalalu, hano da halalu.
0108020060	Hano hagudu dialu amo ea logo amola mu ea logo ga:si dagoi ba:i. Gibu da muagado dasu logo ga:i.
0108030052	Hano da osobo bagade yolesili halalu. Eso 150 da dagoloba, hano da hai dagoi ba:i.
0108040052	Eso 17 amola oubi fesu amoga, dusagai da A:lala:de Goumi amo da:iya ligisibi ba:i.
010805006d	Hano da mae yolesili hala dalu. Amalalu eso age amola oubi nabu amoga, goumi ilia dabuagado bi da ba:i dagoi.
010806004a	Eso 40 asili, Nowa: da fo misa:ne agenesi, e musa: hamoi liligi amo doasi.
0108070081	E da sio ea dio amo ‘la:ifene’, amo gadili asunasi. Amo sio da wa:le asili lalalu, hano da hafoga:i dagoiba:le fawane yolesi.
0108080047	Amalalu, Nowa: da ‘dafe’ sio amo hano ea hasu hou ba:ma:ne asunasi.
01080900cb	Be hano da osobo huluane dedeboiba:le, ‘dafe’ da fila sa:imu gogolei. Amaiba:le, e da Nowa: dusagai ganodini ema buhagi. Nowa: da ea lobo da:legale amola dafe laleguda:le, dusagai ganodini bu sanasi.
01080a0038	E da eso eno fesuale amo aligili, ‘dafe’ bu asunasi.
01080b0082	‘Dafe’ da daeya amo ema bu misini, e da olife ifa lubi mini manebe ba:i. Amalalu, hano da hai dagoi, amo Nowa: da dawa:i galu.
01080c0064	E da eso eno fesuale amo aligili, ‘dafe’ bu asunasi. Be amo esoga ‘dafe’ da ema hame buhagi.
01080d00e3	Eso age aligili, oubi age amo ode ganodini Nowa: da lalelegele, ea esalebe ode 601 amo gidigisia, hano da hai dagoi amola osobo bagade da hafoga:i dagoi ba:i. Nowa: da dusagai ea gisigisu fadegale, osobo da hafoga:i dagoi ba:i.
01080e0044	Eso No 27 amo oubi ageyadu amoga, osobo bagade da hafoga:idafa ba:i.
01080f0025	Amalalu, Gode da Nowa:ma amane sia:i,
010810005b	“Di, dia uda, dia egefelali amola ilia uda, amo dusagai yolesili, osoboga aligila sa:ima!
0108110091	Esalebe liligi dia ouligisu amo sio, ohe fi amola liligi da osoboga sugi ahoa, ilia da fi hamone osobo bagade bu nabama:ne, amo gadili oule masa.
010812006c	Amaiba:le, Nowa:, egefe udiana, ea uda, amola egefelali ilia udalali, da gadili asili, osoboga aligila sa:i.
01081300c5	Ohe fi huluane amola liligi da osoboga sugi ahoasu amola sio fi huluane- liligi huluane osobo bagadega ahoanebe liligi da dusagai yolesili gadili asi. Ilia fi hisu hisu gilisisu hamone, gadili asi.
0108140063	Amalalu, Nowa: da Hina Godema oloda hamoi. E da ledo hamedei ohe fi amola sio fi lale, gobele sali.
0108150170	Hina Gode da amo gobele salasu ea gabusiga: nabi. E da Ea dogo ganodini agoane sia:i, “Osobo bagade dunu da degabo ea mano fonobahadi eso amola fa:no eso huluane wadela:i hou fawane dawa:lala. Be ea hou ba:beba:le, Na da hobea osobo bagadega gagabusu aligima:ne hame ilegemu. Amola esalebe liligi huluane Na waha medole legei dagoi, amo hou Na da bu hamedafa hamomu.
01081600a2	Osobo bagade da dialea, hawa: bugisu amola ha:i manu faisu, anegagi amola gia:su, esoi bagade oubi amola anegagi oubi amola, eso amola gasi da mae dagole dialumu.
01090100ae	Amalalu, Gode da Nowa: amola ea manolali ilima hahawane dogolegele sia:i. E amane sia:i, “Dilia mano bagohame lama. Dilia mano da osobo bagade soge huluane nabamu da defea.
0109020097	Ohe fi, sio fi amola menabo fi amola esalebe fi amo da osoboba:le ahoa, ilia huluane da dilima beda:mu. Dilia da ohe fi huluane ilima hinawane esalumu.
01090300ad	Na da musa: dadami fawane dilima ha:i moma:ne i dagoi. Be wali, dilia da amo ohe, sio amola menabo fi liligi huluane manu da defea. Na da amo huluane dili ha:i moma:ne iaha.
01090400b6	Be ha:i manu afadafa da dilima sema gala. Hu amo ganodini maga:me dialebe ba:sea, mae moma. Maga:me amo ganodini da esalusu gala. Amaiba:le, Na da amo liligi mae moma:ne sema ilegei.
0109050074	Nowa dunu da dunu eno fane legesea da se iasu ba:mu. Ohe fi da dunu fane legesea, amoma se iasu ima:ne, fane legema.
01090600b1	Osobo bagade dunu ilia da Gode Ea hou agoane hamoi dagoi. Amaiba:le, osobo bagade dunu da eno dunu fane legesea, amo dunu ema se iasu da eno osobo bagade dunu amoga fane legemu.
0109070030	Dilia mano bagohame osobo bagade nabama:ne lama.
0109080037	Amalalu, Gode da Nowa: amola ea mano ilima amane sia:i,
0109090050	“Na gousa:su Na da dilima amola diligaga fa:no lalelegemu mano dilima ilegesa.
01090a0078	Na da dilima amola esalebe liligi huluane, ohe fi amola sio fi - huluane amo dusagaiga gaga:i, amoma Na gousa:su hamosa.
01090b009c	Na gousa:su dilima da amo sia: ganodini gala. Hano bagade da esalebe liligi huluane bu hame fane legemu. Hano bagade da osobo bagade bu hame gugunufinisimu.
01090c0072	Wali na eso huluane dialumu gousa:su dilima amola esalebe liligi huluane amoma Na da dawa:digima:ne olelesu imunu.
01090d0085	Na da mu mobi ganodini dadi agoane (sona:ni) legemu. Amo da Na osobo bagadega gousa:su dawa:ma:ne agoane dawa:digima:ne olelesu gala.
01090e0049	Na da mu amo mu mobiga dedebosea, amola dilia da sona:ni sisiga:i ba:sea,
01090f0083	Na da Na musa: dafawane sia: bu dawa:mu. Amo da osobo bagadega esalebe liligi huluane medoma:ne, hano bagade da bu hamedafa misunu.
010910008f	Sona:ni da mu mobi ganodini ba:sea, Na da Na eso huluane mae mugululi gousa:su Na da esalebe liligi osobo bagadega esala hamoi, amo bu dawa:ma.
010911006e	Na da osobo bagadega esalebe liligi huluane ilima dafawane ilegele sia:i amo dawa:digima:ne olelesu da amo.”
0109120068	Nowa: egefe udiana amo dusagaiga gadili asi da Sieme, Ha:me amola Ya:ifede. (Ha:me da Ga:ina:ne ea eda.)
010913006a	Nowa: ea mano udiana da osobo bagade esalebe fi osobo bagadega afagogoi, amo huluane ilima aowalali esalu.
010914004a	Nowa: da ifabi ouligisu dunu. E da degabo osobo bagadega waini efe sagasu.
010915006e	E da waini hano nanu, feloai ba:i. Amalalu, e da abula gisa:le, da:i nabadowane ea abula diasu ganodini dialu.
0109160079	Ha:me (Ga:ina:ne eda) da ea eda da:i nabado ba:i dagoi. E gadili asili, amo hou ea ola Sieme amola Ya:ifede elama olelei.
01091700be	Be Sieme amola Ya:ifede da abula lale, ela gida amoga ligisili bagidiliwane misini, Nowa: ea da:i nabado dedeboi dagoi. Ela da Nowa: ea da:i nabado mae ba:ma:ne, ela odagi ga ba:legale misi.
0109180066	Nowa: da bu wa:legadole, adini ba:i bu hedofai ba:i. E da Ha:me (Ga:ina:ne eda) amo ea hou nabi dagoi.
0109190072	E amane sia:i, “Ga:ina:ne amoma da gagabui aligi dagoi. E da ea yolalali ilia udigili hawa: hamosu dunu esalumu.
01091a007a	Gode da Sieme ea Hina Gode! Godema hahawane dogolegele nodoma! Ga:ina:ne da Sieme ea udigili hawa: hamosu dunu esaloma:mu.
01091b00c9	Gode da Ya:ifede ea fi bu bagade heda:ma:ne fidimu da defea. Ya:ifede da Sieme ea abula diasu gilisisu ganodini esalumu da defea. Amola Ga:ina:ne da Ya:ifede ea udigili hawa: hamosu dunu esaloma:mu.”
01091c0039	Hano bagade amo misini, fa:no Nowa: da ode 350 eno esalu.
01091d0032	Amalalu, e bogoi. E da ode 950 agoane esalu bogoi.
010a010053	Hano bagade da yolesili, Nowa: ea mano Sieme, Ha:me amola Ya:ifede da manolali lai.
010a02007e	Ya:ifede egefelali da agoane lalelegei. Ya:ifede ea mano da Goume, Ma:igoge, Ma:dai, Ya:ifa:ne, Diubale, Misege amola Dila:se.
010a03003a	Goume ea dunu mano da A:segena:se, Laifa:de amola Dougama.
010a04003f	Ya:ifa:ne egefelali da Ilaisia, Dasise, Gidimi amola Loudanimi.
010a050061	(Amo mano ilia fi da dusagai ouligisu hou hamone ilia fifi asi gala asili sia: hisu hisu hamosu).
010a06003b	Ha:me egefelali da Gusia, Misala:ime, Fade amola Ga:ina:ne.
010a070064	Gusia egefelali da Seba, Ha:fila, Sa:bada, Lama amola Sa:bediga. Lama egefela da Siba amola Dida:ne.
010a08004f	Gusia ea mano eno da Nimilode. E da asigilaloba, nimi bagade gegesu dunu hamoi.
010a0900ac	E da Hina Gode ba:ma:ne benea ahoasu dunu gasa bagade hamoi. Amaiba:le, musa: dunu da amane sia:su, “Hina Gode da di benea ahoasu dunu Nimilode defele hamomu da defea.”
010a0a0055	Moilai bai bagade ea soge Siaina ganodini da Ba:bilone, Elege, A:ga:de amola Ga:lene.
010a0b0079	Amo soge yolesili, e da Asilia sogega asi. Amoga e da moilai bai bagade eno hahamone gagai amo Ninefe, Lihoubode, Ga:ila,
010a0c0062	amola Lisene. La:idi da Ninefe, la:idi da Ga:ila amola Lisene da moilai bai bagadedafa dogoa galu.
010a0d004d	Misala:ime ea mano da Ludaide fi, Anamaide fi, Lehabaide fi, Na:baduhaide fi,
010a0e005a	Badalusaide fi, Gasaluhaide fi (amo fi amoga Filisidini fi da misi) amola Ga:fadolaide fi.
010a0f003a	Ga:ina:ne ea mano da Saidone (ea magobo mano), Hidaide fi,
010a10002c	Yebiusaide fi, A:moulaide fi, Gegasiaide fi,
010a110024	Haifaide fi, Agaide fi, Sainaide fi,
010a120055	Afadaide fi, Semalaide fi, Ha:imadaide fi. Fa:no Ga:ina:ne fi dunu huluane da afafai.
010a130137	Ga:ina:ne fi ilia soge olei da asili amo Saidone moilai bai bagade asili Gela asili Ga:isa moilai bai bagadega doaga:i. Amalalu, soge olei da Sodame moilai bai bagadega asili, Goumola moilai bai bagade amola A:dama moilai bai bagade amola Siboimi moilai bai bagade baligili, La:isia moilai bai bagadega doaga:i.
010a14005d	Amo dedei da Ha:me ea mano - ilia fi amola sia: hisu hisu amola sogebi da sosogo bagade ba:i.
010a150056	Sieme da Ya:ifede ea ola esalu. Sieme da Hibulu dunu fi huluane amo ilia aowalali eda.
010a160043	Sieme egefelali da Ila:me, A:sie, Afa:gasa:de, Lade amola A:ila:me.
010a170035	A:ila:me egefelali da Ase, Hale, Gidie amola Misiege.
010a180036	Afa:gasa:de ea mano da Sila amola Sila ea mano da Ibe.
010a19007f	Ibe da dunu mano aduna lai. Afae ea dio amo Bilege (Bai e esalea osobo bagade da afafai ba:i). Bilege ea eya dio amo Yogada:ne.
010a1a0040	Yogada:ne ea mano da A:lamouda:de, Silefe, Ha:isama:ifede, Yila,
010a1b001b	Hadoula:me, Usa:le, Digala,
010a1c0019	Ouba:le, Abima:ile, Siba,
010a1d003f	Oufe, Ha:fila amola Youba:be. Amo huluane da Yogada:ne ea mano.
010a1e0050	Ilia esalebe soge da goumi gusudi soge ea ole da Misia alalo asili Sifa doaga:i.
010a1f0061	Amo dedei da Sieme ea mano - ilia fi, sia: hisu hisu, ilia sogebi amola ilia soge da bagade ba:i.
010a2000b9	Huluane da Nowa: ea mano ilia fi amo ilia sosogo fi amo ganodini amola fi gilisisu ilia hamoi. Amo fi amoga fi gilisisu huluane da hano bagade fa:no hamone, afafane osobo bagade nabasu.
010b010066	Amo esoga, osobo bagade dunu fi da sia: hisu hisu hame galu. Ilia huluane da sia: afadafa fawane galu.
010b02006c	Dunu fi huluane da eso maba gusudili ahoanu, umi soge ea dio amo Ba:bilone ba:i. Amo ganodini ilia fi dialu.
010b0300b9	Ilia da amane gilisili sia: dasu, “Defea! Ninia osobo ganumugini, gobele, igi agoai ‘baligi’ hamone, diasu gagumu.’ Amola amo liligi ‘baligi’ ilia da edele amoga madelagisu.
010b040103	Amalalu, ilia da amane sia:i, “Ninia moilai bai bagade hamomu. Amo ganodini ninia da diasu sedade gagagula heda:i amo da Hebene amoga doaga:mu liligi gagumu. Ninia dio bagade hamomu. Ninia fi da osobo bagade soge huluane amoga afafasa:besa:le agoane hamomu.
010b05006d	Be Hina Gode da moilai bai bagade amola diasu gado gagagula heda:i amo dunu da hamonanu, amo ba:la gudu sa:i.
010b060089	E amane sia:i, “Ilia da fi afadafa amola sia: afadafa gala. Amo ilia da muni hamobeba:le, hobea huluane ilia hanaiga hamomusa: dawa:mu.
010b070074	Defea! Ninia da gudu sa:ili, ilia sia: ededenagia:mu. Amasea, ilia sia: hisu hisu amoga sia:sea, nabimu gogolemu.”
010b08007b	Amaiba:le, Gode da dunu fi afagogole, osobo bagade dedeboma:ne asunasi. Ilia amo diasu gagagula heda:i gagumu yolesi dagoi.
010b0900a2	Amaiba:le, amo diasu ilia da Ba:ibele dio asuli. Bai amoga Hina Gode da ilia sia: hisu hisu hamoi, amola ili afagogole, osobo bagade soge huluane fima:ne asunasi.
010b0a0089	Sieme ea mano da hagudu dedei. Hano bagade da yolesili, ode aduna asili, Sieme da ode 100 esalu, ea dunu mano amo Aba:sa:de da lalelegei.
010b0b0049	Amalalu, Sieme da ode 500 eno esalu. Amoga e da manolali eno lalelelegei.
010b0c003d	Aba:sa:de da ode 35 esalu, dunu mano amo ea dio Sila amo lai.
010b0d0042	Fa:no e da ode 403 eno esalu amola amoga manolali eno lalelelegei.
010b0e0033	Sila da ode 30 esalu, dunu mano ea dio Ibe amo lai.
010b0f0042	Fa:no e da ode 430 eno esalu. Amoga e da manolali eno lalelelegei.
010b100035	Ibe da ode 34 esalu, dunu mano amo ea dio Bilege lai.
010b11006c	Fa:no Ibe da ode 430 eno esalu. Amo odega e da egefelali eno lalelelegei amola uda manolali eno lalelelegei.
010b120035	Bilege da ode 30 esalu, dunu mano ea dio amo Liu lai.
010b130073	Bilege da Liu lai amalu ode 209 eno esalu. Amoga e da egefelali eno lalelelegei amola uda manolali eno lalelelegei.
010b140035	Liu da ode 32 esalu, dunu mano ea dio amo Silage lai.
010b15007e	Liu da Silage lai amalu fa:no e da ode 207 esalu. Amoga e da dunu manolali eno lalelelegei amola uda manolali eno lalelelegei.
010b160038	Silage da ode 30 esalu, dunu mano ea dio amo Na:iho lai.
010b170085	Silage da Na:iho lai amalu fa:no e da ode 200 eno esalu. Amoga e da dunu manolali eno lalelelegei amola uda manolali eno lalelelegei.
010b180036	Na:iho da ode 29 esalu, dunu mano ea dio amo Dila lai.
010b190076	E da Dila lai amalu fa:no ode 119 esalu. Amoga, e da dunu manolali eno lalelelegei amola uda manolali eno lalelelegei.
010b1a0052	Dila da ode 70 esalu, dunu mano udiana lai amo A:ibala:me, Na:iho amola Ha:ila:ne.
010b1b005c	Dila egaga fi da agoane. Ea mano da A:ibala:me, Na:iho amola Halane. Halane ea mano da Lode.
010b1c007e	Halane da ea moilaidafa (moilai dio da E, Ba:bilone soge ganodini dialu) amoga bogoi. E bogoloba, ea ada Dila da esalebe ba:i.
010b1d0067	A:ibala:me da Selai lai amola Na:iho da Miliga lai. Miliga ea ada da Halane. Halane idiwi eno da Isiga.
010b1e002f	Selai da aligime esalu. Mano lamu hamedei ba:i.
010b1f00df	Dila da egefe A:ibala:me, eaowa Lode (Halane ea mano) amola ea nawi Selai (A:ibala:me idua) amo oule asili, Ba:bilone soge moilai amo E yolesili, Ga:ina:ne sogega doaga:musa: asi. Be ilia da Halane sogega doaga:le, fi galu.
010b200034	Dila da amogawi bogoi. Ea esalu ode idi da 205 ba:i.
010c01008c	Gode da A:ibala:mema amane adole i, “Dia soge, dia fi amola dia ada diasu amo yolesili, soge enoga masa. Dia fimu soge na da dima olelemu.
010c02008e	Na da dima mano bagohame imunu. Dia mano fifi misunu da hobea bagadewane fi dialumu. Na da dima hahawane dogolegemu amola dia dio gasi gadomu.
010c03011a	Nowa dunu da dima hahawane dogolegele fidisia, amo dunu Na da hahawane dogolegele fidimu. Be nowa dunu da dima gagabusu aligima:ne sia:sea, Na da ilima gagabusu aligima:ne sia:mu. Dia hou amo ganodini na da osobo bagade fifi asi gala dunu huluane ilima hahawane dogolegesu imunu.”
010c040077	A:ibala:me da ode 75 lai dagoi. Amalalu e da Gode Ea adoi defele Ha:ila:ne moilai yolesili asi. Lode amola da sigi asi.
010c0500f4	A:ibala:me da ea uda Selai, eaowa Lode amola ea liligi gagui huluane aguni amola ea udigili hawa: hamosu dunu amo e da Ha:ila:ne moilaiga lai, amo huluane oule asili, Ga:ina:ne moilaiga doaga:musa: asi. Ahoana, ilia da Ga:ina:ne sogega doaga:i.
010c0600b7	A:ibala:me da Ga:ina:ne soge ganodini ahoanu, sema ifa amo ea dio Mole amo Siegeme moilai bai bagade ganodini galu amoga doaga:i. (amo esoga Ga:ina:ne dunu da amo soge ganodini esalu)
010c0700b0	Gode da A:ibala:mema misini amane sia:i, “Na da amo soge, digaga fi ilima imunu.” Amalalu, A:ibala:me da Hina Gode ba:i dagoiba:le, e da Godema nodoma:ne oloda hamoi dagoi.
010c0800eb	Amalalu, e da ga (south) asili, goumi soge amo da Bedele moilaiga gusu dialu, amoga abula diasu gagui. Ea moilai da Bedele moilai amo guma: amola A:iai moilai gusuli dogoa dialebe ba:i. Amo sogebiga e da oloda eno hamone, Godema nodoi.
010c090080	Amalalu e da amo soge yolesili, sogebi eno amola sogebi eno amoga asili Ga:ina:ne soge ga (south) la:ididili doaga:musa: ahoanu.
010c0a0076	Gibu da hame sa:iba:le, ha:i bagade doaga:i. Ha:i bagadeba:le, A:ibala:me da Idibidi sogega fonobahadi esalumusa: asi.
010c0b006e	E da Idibidi soge bega: doaga:loba, e da idua Selai ema amane sia:i, “Di da uda ida:iwane ba:sa amo na dawa:
010c0c0076	Idibidi dunu da di ba:sea amane sia:mu, ‘Amo da ea uda.’ Amasea, ilia da na fane legemu be di esaloma:ne yolesimu.
010c0d007a	Amaiba:le di da na dalusi ilima sia:ma. Amasea, ilia nama hahawane hamomu amola ilia dima asigiba:le, na hame fane legemu.
010c0e0057	A:ibala:me da Idibidi sogega doaga:loba, Idibidi dunu da Selai da uda isisima:goi ba:i.
010c0f0080	Felou ea hou ouligisu dunu da Selai ba:loba, ilia da ea hou Felouma nodoi. Amanoba Felou da Selai ea diasu esalumusa: oule misi.
010c1000b6	Felou da Selaima dawa:beba:le, Felou da A:ibala:me hahawane fidi. Amalalu, A:ibala:me da sibi, bulamagau, dougi (gawali amola aseme), hawa: hamosu (dunu amola uda) amola ga:mele lai.
010c11007d	Be Hina Gode da Felou amola ea diasuga esalebe fi ilima olo bagade iasi. E da A:ibala:me ea uda Selai laiba:le, amo olo iasi.
010c120082	Amaiba:le, Felou da A:ibala:me ema misa:ne sia:i. E amane sia:i, “Di da nama adi hamobela:? Amo da dia uda. Abuli hame adobela:?
010c130075	Di da abuli ‘amo da na dalusi!’ sia:bela:? amalalu amo uda na da lai dagoi. Defea! Dia uda da goea. Lale masa!”
010c140080	Felou da ea ouligisu hina dunu ilima sia:beba:le, ilia A:ibala:me amola idua amola ea gagui liligi huluane gadili asunasi dagoi.
010d010093	A:ibala:me da Idibidi yolesili, gano asili, Ga:ina:ne soge amo ga (south) la:idi doaga:i. E da ea uda amola Lode oule, ea liligi huluane aguni asi.
010d02006b	A:ibala:me da bagade gagui dunu esalu. E da sibi, goudi, bulamagau, silifa amola gouli bagohame gagui galu.
010d0300e2	Amalalu, amo soge yolesili asili, e da eno soge eno soge amoga asili, Bedele moilaiga doaga:musa: logo amoga asi. E da sogebi amo Bedele amola A:iai dogoa dialu, amoga e da musa: abula diasu moilai gaguia, amoga doaga:i dagoi.
010d04007c	Amo sogebi e da musa: oloda gagui galu. E da amo sogebi Hina Godema nodone sia:ne gadoi amola Hina Gode Ea Dioba:le Ema wei.
010d050085	Lode da sibi, goudi, amola bulamagau gaguiwane, A:ibala:mela lalu. Ea sosogo fi dunu amola ea hawa: hamosu dunu amogawi esalebe ba:i.
010d06006b	Amaiba:le, lai gebo bagohame esalebeba:le, ela da gilisili esaloma:ne sogebi amola gisi da fonabahadi ba:i.
010d0700aa	Amaiba:le, A:ibala:me ea lai gebo ouligisu dunu amola Lode ea lai gebo ouligisu dunu da sia:ga gegei. (Amo esoga, Ga:ina:ne fi amola Bilese fi da amo soge ganodini esalu)
010d080082	Amalalu, A:ibala:me da Lodema amane sia:i, “Ani da fidafa. Amaiba:le, ania hawa: hamosu dunu sia:ga gegemu da defea hame galebe.
010d0900b1	Ania afafamu da defea. Di fawane sia:ma! Dia hanai soge, di ilegema. Di da guma: soge lamusa: dawa:sea, defea, na da gusu lamu. Di da gusu lamusa: dawa:sea, na da guma: lamu.”
010d0a0118	Lode da la:ididili amola la:ididili ba:lalu, e da Yodane Hano bega: soge huluane amo asili Soua moilaiga doaga:i. Amo hano la:ididili umi ida:iwane soge da hano bagade dialu, Idini Ifabi amola Idibidi soge amo defele ba:i. (Amo esoga Gode da Sodame amola Goumola hame wadela:lesi)
010d0b0072	Amaiba:le, Lode da Yodane Hano umi soge lamusa: ilegei. E da eso maba la:ididili amoga asili, A:ibala:mema afafai.
