2800000006	Mateyo
2818020089	Yesu abepwisye ukuti, “Busye namumona ifintu fyonse ifi? Ndemyeba ukuti tapakasyale ilibwe nangu limo palibiye, yonse yakabongoloka.”
28180300c6	Lintu Yesu ali naikala pa Lupili lwa Miolife, abasambi baisile kuli ena pambali. Bamwipwisye ukuti, “Busye nilisa ifi fyonse fikakitika, kabili kilangililonsi ikyakwisa kobe nekyampela yesonde.”
2818040043	Yesu abaswike ukuti, “Kengeleni, pakuti umuntu nangu umo emibepe.
281805006c	Pantu abantu abengi bakesila mwisina lyandi, bakalaitunga ukuti ‘Ninebo Klistu!’ Kabili bakabepa abengi.
2818060071	Mukomfwa inkondo nefintinya fyankondo, lelo mwikatiina. Fyonse ifi fintu fikakitika, lelo impela ninsi tailafika.
281807007c	Ifyalo fikemina ifyalo fibiye, ubufumu bukemina ubufumu bubiye. Konse kukaba ifipowe na bamakumba mukende isyalekana lekana.
2818080038	Lelo ifi fikabafye ngobukali bwakwambilapo ubwapakupapa.
2818090055	“Bakamipakasa no kumipaya, kabili mukapatwa kubantu mufyalo fyonse pamulandu wandi.
28180a0052	Abantu abengi bakalufya ikitetekelo pali iyi nsita, bakalafutuka nokupata ababiye.
28180b003f	Elo bakasesema babufi abengi bakamoneka nokubepa abantu abengi.
28180c0034	Pamulandu wakufula kwabubifi, ukutemwa kukafubalila.
28180d002f	Lelo abakasipikisya ukufika kumpela bakapusuka.
28180e006e	Kabili iyi Mbila Nsuma yapa bufumu ikasisimikilwa mwisonde lyonse ngobunte kufyalo fyonse, elo impela ikafika.
28180f0093	“Kansi lintu mukamona umupamba wabonausi untu kasesema Daniele alaandilepo nawiminina umwamusilo.” (Onse uulebelenga eluke, muntu ifi fyalola!)
2818100027	Abakaba mu Yudeya bakabutukila mumpili.
2818110045	Uukaba pamutenge wa ŋanda ekekila ukuyapiita ifili fyonse mu ŋanda.
2818120035	Uukaba mwibala, ekabwelelamo mukupiita insalu syakwe.
281813004a	Akalanda muli silya nsiku kuli banamayo abakaba pabukulu na kubakalaonsya!
2818140045	Mulepepa ukuti fikakitika munsita yampepo, nangu pabusiku bwe Sabata!
2818150085	Pantu kukaba amakyusi yakipesya mano ayasyatala bako ukufuma kuntendekelo yesonde ukufika nandakai kabili ayasyakatale bako nakabili.
281816006d	Isyo nsiku singakana ukwipifiwa ngatapali uwapuswike, lelo pamulandu wa basalwa bakwe isyo nsiku syalipifiwa.
281817005b	Pali iyo nsita umuntu ngalanda ukuti, “Mona Klistu uyu pano nangu uyo apo” Mwikasumina.
2818180092	Pantu ba krisitu babufi na bakasesema babufi bakamonekela, bakalakita ifisibilo ifikalamba nefisungusyo pakuti bakabepe na basalwa ngafingakitika.
2818190031	Moneni! Namyebela limo ifi lintu insita tailaisa.
28181a0086	“Kansi, abantu ngabamyeba ukuti, ‘Uyo ali mukiswebebe, mwikayako!’ Kabili ngabalanda ukuti, ‘Uyu ali muŋanda!’ Mwikasumina.
28181b0062	Pantu Umwana Wamuntu akesa ngakalumba akabyasya mumulu monse ukufuma kukabanga ukufika ku masamba.
28181c002c	“Amakubi yakolongana konse ukuli ikitumbi.
28181d008e	“Panumafye yamakyusi yaisyo nsiku, akasuba kakafiita no mwensi tawakabale, intanda sikapona mumulu, kabili nefyaikala mumulu fikasunkansiwa.
28181e00b1	Elo kukamoneka ikisibilo kya Mwana Wamuntu mumulu. Elo abantu bapano isonde bonse bakalosya, lintu bakamona Umwana Wamuntu aleisa pamakumbi yamumulu, namaka nobukata ubukalamba.
28181f00a7	Lintu impenga ilikalamba likalila, akatuma bamalaika bakwe ukuyakolonganika abasalwa bakwe ukufuma mutupinda tune utwapesonde, ukufuma kumpela iyamulu ukufika kumpela.
2818200070	“Nomba sambilileni ku kimuti kya mukunyu. Imisambo ngayaamba ukufumya ubuluba mulesiba ukuti amainsa yapalama.
2818210054	Nalintu mukamona ifintu fyonse ifi, mukesibe ukuti insita yapalama, ilifye pamwinsi.
281822004f	Ndemyeba ikikine ukuti, iyi nkulo tayakapite ninsi ifintu fyonse ifi fyakitika.
2818230035	Umulu nesonde fikapita lelo amasiwi yandi tayakapite.
2818240082	“Lelo tapaba uwaisiba ubusiku nakasita, bamalaika ba mumulu tabaisiba kabili Nomwana Wamuntu wine taisiba, Tatafye eka ewaisiba.
281825004d	Ngafintu kyali munsiku yakwa Noa, efintu kikaba nalintu Umwana Wamuntu akesa.
281826006d	Lintu ilyeshi talilaisa, abantu balelya nokunwa, baleupa nokupwa, mpaka pa busiku buntu Noa aingile mu bwato.
2818270071	Tabaisibe nangu fimo ifyalekitika mpaka ilyeshi lyaisa balofya bonse. Efintu kikaba napakwisa kwa Mwana wa Muntu.
281828003d	Abaume babili bakaba mwibala, umo akapiitwa umubiye akasyala.
2818290041	Abanakasi babili bakalapela pelibwe, umo akapiitwa umbi akasyala.
28182a003b	Eikyo kengeleni, pantu tamwisibe ubusiku Imfumu yenu ikesa.
28182b008f	Lelo ilukeni ifi, umwine wa ŋanda ngaisiba insita intu umuŋo aleisilapo, teti alale kuti alalolelafye kabili tekuti aleke umuŋo amwingilile.
28182c005d	Eikyo namwebo beni abaipekanya lyonse, pantu Umwana Wamuntu akesa pakasita kantu musyenekele.
28182d008e	“Busye umusya wakisinka kabili uwamano ninani? Nyuyo, sikulu wakwe abika ukwangalila ababomfi babiye, ukulabapela ifyakulya pansita iyayana.
28182e0050	Kikamuwamina uyo umubomfi, ilyo sikulu wakwe abwela ngamusanga alekita ifyofine.
28182f005e	Ndemyeba ikinekine ukuti, sikulu wakwe akabika uyu mubomfi bukangalila pamfintu fyakwe fyonse.
281830005d	Lelo umusya ngamubifi, kuti aayeba umwine mumutima wakwe ukuti sikulu wakwe takabwele bwangu,
2818310053	kabili nokwamba ukuma ababomfi babiye, nokwamba ukulya nokunwina pamo nabakyakolwa.
281832005b	Sikulu wauyo musya akabweluluka ubusiku ubo umubomfi tenekele kabili napansita intu tesibe.
281833007e	Akaputaula umubomfi mutupimfya, kabili akamuposa kunkende akayakyulila pamo nababumbimunda. Ukukaba ukulila nokusumanya ameno.
281901007d	“Pali ilya nsita Ubufumu bwa mumulu bukaba ngabanakisungu ikumi limo, abapiitile utulampi twabo ukuya mukukumanya sibwinga.
281902003f	Basano pali aba bali nimpelwamano, kabili nabasano bali bamano.
2819030041	Impelwamano syapiitile utulampi ukwabula ukupiita amafuta ayengi.
2819040042	Abamano bena bapiitile amafuta ayengi mutusupa ayamutulampi twabo.
2819050058	Abakasyana bayambile ukusipula basukwa baponena mutulo pantu sibwinga alikokwele ukwisa.
281906005a	“Pakati kabusiku baumfwile utumpundu ukuti, ‘Sibwinga uyu aisa! Iseni mumupokelele!’
2819070033	Elo abakasyana bonse babuka bayasya utulampi twabo.
281908006b	Abakasyana impelwamano baebele abamano ukuti, ‘Tupeleniko amafuta yenu fwebo utulampi twesu twalasima.’
281909006d	Abamano bayaswike ukuti, ‘Awee, tayatukumane mwebo nafwebo. Kabiyeni kubasitisya amafuta musiteko ayenu.’
28190a0094	Lelo lintu baleya mukusita amafuta, sibwinga nao afika. Banakisungu basano abaali nabaipekanya baingile nankwe muŋanda yabwinga nefiibi fyaisalika.
28190b0077	“Mukasitafye abakasyana impelwa mano nabo babweluluka balapunda ukuti, ‘We Mfumu, we Mfumu! Twiswileniko ikiibi!’
28190c004a	Lelo sibwinga abaswike ukuti, ‘ndemyeba ikinekine ukuti nsimisibe.’”
28190d0032	Eikyo kengeleni, pantu tamwisibe ubusiku nakasita.
28190e007b	“Nakabili ubufumu bwa mumulu bukaba ngomuntu uleya pabulendo, uwaitile ababomfi bakwe abapela bukangalila pafyuma fyakwe.
28190f00d6	Apeela kila umo ukulingana napapelele amaka yakwe, umo amupela ulupiya lwa golide amakana yasano, umbi amupela ulupiya lwa golide amakana yabili, naumbi amupela ulupiya lwa golide ikana limo. Elo aima ubulendo aya.
281910006f	Umubomfi uwapokele ulupiya amakana yasano, apiitile ulu lupiya aya lubomfya, akwatilamo nalumbi amakana yasano.
2819110044	Nowapokele ulupiya amakana yabili akwatilepo nalumbi amakana yabili.
2819120067	Lelo umubomfi uwapokele ulupiya umwanda umo, aileimba icikulo emuntu asika ulupiya lwakwa sikulu wakwe.
2819130062	“Panuma yansita iitali sikulu wabo alibwelulwike. Alibetile alabepusya fintu babomfesye ulupiya.
28191400be	Umubomfi uwapokele ulupiya lusano ulwa golide, aisileletelapo nalumbi lusano nokulanda ukuti, ‘Moneni mwesikulu, mwampele ulupiya lusano ulwa golide, nanebo ninkwatilapo nalumbi lusano.’
28191500d5	Sikulu wakwe alandile ukuti, ‘Wabomba, wemubomfi umusuma kabili uwakisinka. Wali uwakisinka mukusugilila tunono tuntu nakupele, eikyo nalakupela ukwangalila ifintu ifingi. Isa usansamukile pamo na sikulu obe!’
28191600a0	“Umusya uwapokele ulupiya lubili ulwa golide nao aisilelanda ukuti, ‘Mwe sikulu, mwampele ulupiya lubili ulwa golide, moneni ninkwatilapo nalumbi lubili.’
28191700de	Sikulu wakwe alandile ukuti, ‘Wabomba, wemubomfi umusuma kabili uwakisinka. Wali uwakisinka mukusugilila ulupiya ulunono luntu nakupele, eikyo nalakupela ukwangalila ifintu ifingi. Isa usansamukile pamo na sikulu obe!’
28191800b4	“Elo umubomfi uwapokele ulupiya lumo ulwa golide aisilelanda ukuti, ‘Mwe sikulu, nalisiba ukuti mwalisyupa, musombola muntu tamwalimine, mukolonganika ifisabo umo tamwatandile.
2819190049	Naletiina, eikyo nailesika ulupiya mumusili. Moneni ulupiya lwenu ulu.’
28191a0091	“Sikulu wakwe amwaswike ukuti, ‘Wemubomfi umubi kabili umunaŋani we!’ Kansi waisibe ukuti nsombola muntu nsyalima nokuseepa umo nsyatanda?
28191b005c	Kilifye, nomba kansi ngawambikile kulya basungila ulupiya, pakuti nakwatamo ulwakumbikilapo.
28191c0045	‘Eikyo mupokeni ulupiya mupele umubomfi uukwete ulupiya ikumi limo.
28191d008e	Pantu Onse uukwete akapelelwapo nafimbi, kabili akakwata ifingi ukukilapo, lelo onse uusikwete nangu kimo, akapokololwa nakanono kantu akwata.
28191e0059	Uyu mubomfi uwabula ubuyo, muposeni kunse mumfimfi, umukaba ukulila nokusumanya ameno.’
28191f005d	“Lintu Umwana Wamuntu akesa mubukata nabamalaika bakwe, akekala pakipuna kyakwe ikyabukata,
281920006e	kabili nabantu mufyalo fyonse bakamukolongana. Elo akapatula abantu ngafintu kacema apatula impaanga ku mbusi.
2819210039	Akabika impaanga kukulyo kwakwe elo imbusi kukuso kwakwe.
281922009d	Elo Imfumu ikalanda ku bantu abakaba kukulyo ukuti, ‘Iseni, mwebapalwa kuli Tata! Iseni mupoke Ubufumu ubo mwali namuteyanisiwa ukutula kububumbo bwesonde.
2819230071	Nali nensala mwalimpele ifyakulya, nali nekilaka mwalimpele ifyakunwa, nali umweni mwalimpokelele mumayanda yenu,
2819240063	nsyakwete ifyakufwala mwalimfwikile, nalilwele mwalinsakamene, nali mukifungo mwaisile mpempula.’
2819250090	“Abalungami bakamwasuka ukuti, ‘Mwe Mfumu nilisa twamimwene namumfwa insala twamipela ifyakulya, nangu namumfwa ikilaka twamipela ifyakunwa?
281926005a	Nilisa twamimwene umweni twamipokelela mumayanda yesu, nangu ukwabula ukufwala twamifwika?
2819270042	Nilisa twamimwene namulwala, nangu mukifungo twaisa mimpempula?’
2819280098	Imfumu ikasuka ukuti, ‘Ndemyeba ikinekine ukuti, lyonse lintu mwayafwile munina umo mulifi uwamulupwa lwandi nangu munono syani, ninebo mwayafwile!’
2819290082	“Elo akeba abakukuso ukuti, ‘Fumeni kuli nebo, mwebatipwa! Kabiyeni mumulilo wamuyayaya uwapekanisiwa Kiwa naba malaika bakwe!
28192a0050	Nali nensala lelo tamwampele ifyakulya, nali nekilaka lelo tamwampele ifyakunwa,
28192b009f	nali umweni lelo tamwampokelele mumayanda yenu, nali ukwabula ukufwala lelo tamwampele ifyakufwala, nali nindwala kabili nali mukifungo lelo tamwansakamene.’
28192c00b3	“Nabo bakasuka ukuti, ‘Mwe Mfumu, nilisa twamimwene muli nensala, nelyo nekilaka, nangu umweni, nelyo ukwabula ukufwala, nangu namulwala, nangu mukifungo twakana ukumyafwa?’
28192d0096	Imfumu ikabasuka ukuti, ‘Ndemyeba ikinekine ukuti, lyonse lintu mwakene ukwafwa onse pabantu bandi, nangu abe umunono syani mwakene ukwafwa nebo.’
28192e004d	Elo bakaye mukakandwa umuyayaya, lelo abalungami bakaya kumweo wamuyayaya.”
281a01004d	Lintu Yesu apwisisye ukulanda ifintu fyonse ifi, aebele abasambi bakwe ukuti,
281a02008e	“Namwisiba ukuti kwasyalafye insiku sibili, ninsi busiku nkulu bwe Pasaka. Kabili Umwana Wamuntu akapelwa muminwe yabalwani mukumutanika.”
281a030063	Basimapepo bakindami na bakalamba babantu bakolongene mukipango kyakwa simapepo mukalamba Keyafasi,
281a040040	kabili baumfwene fintu bengakwata Yesu mubumfisolo no kumwipaya.
281a050058	Lelo baalandile ukuti, “Twikakita ifi pe Pasaka, abantu kuti baimya ifimfulunganya.”
281a060039	Lintu Yesu ali mu Betani muŋanda yakwa Simoni uwafibasi,
281a070081	kwaisile namayo napiita amafuta mwibotolo ayanunkila ayamutengo ukalamba ngansi, aitulwila pa mutwe wakwa Yesu ninsi ali pakulya.
281a080077	Lelo lintu abasambi bakwe bamwene ifi balifulilwe batampa ukulailisyanya ukuti, “Busye bonausi bwa musango syani ubu?
281a09004c	Pantu aya mafuta kuti yasitisiwa palupiya ulwingi sana nokupela abalanda!”
281a0a0077	Lelo Yesu pakwisiba fintu baletontonkanya abebele ukuti, “Kinsi mulekyusisya uyu mwanakasi? Nankitila ikintu ikisuma.
281a0b0043	Pantu abalanda mukalaba nabo lyonse lelo tamwakaleba nanebo lyonse.
281a0c004a	Lintu akitulwila amafuta yanunkila pamubili wandi, akimpekanya mukusiikwa.
281a0d0087	Ndemyeba ikisinka ukuti, konse kuntu Imbila Nsuma ikabilwa mwisonde lyonse, ifi fyakita uyu mwanakasi fikalalandwapo mukumwibukisya.”
281a0e0051	Yuda Isikalyoti umo pabasambi ikumi limo na babili aile kuli basimapepo mukalamba
281a0f0076	aya bepusya ukuti, “Busye mukampela finsi nganamiletela Yesu?” Nabo bamulipile ulupiya lwa siufele amakumi yatatu.
281a100048	Ukufuma apo Yuda atampile ukufwaya akasita akasuma akakufutukilapo Yesu.
281a1100a5	Pabusiku bwakwambilapo ubwakulyamo umukate uusyatutumuka abasambi baisile kuli Yesu mukumwipusya ukuti, “Busye nipi ulefwaya tukupekanisisye ukwakulila Ipasaka?”
281a1200bd	Alandile ukuti, “Kabiyeni mumusumba kumuntu umo, muleya mweba ukuti Kafundisya alanda ati, ‘Insita yandi naipalama! Ndimukufwaya ukwisalila Ipasaka muŋanda yobe na basambi bandi.’”
281a13003f	Kansi abasambi bakitiile umo Yesu abebele, bapekanya ne Pasaka.
281a140048	Mukyungulo, Yesu na basambi bakwe ukumi limo nababili bakubeme petebulo.
281a150062	Kabili ilyo balelya Yesu alandile ukuti, “Ndemyeba ikisinka ukuti, umo pali mwebo alemfutuka.”
281a16005e	Abasambi baiketwe ubulanda batampa ukulamwipusya umo, umo ukuti, “Busye ninebo mwe Mfumu?”
281a17004d	Yesu abaswike ukuti, “Uo nalaingisisya nao pamo iminwe mumbale eulemfutuka.
281a180099	Umwana Wamuntu akafwa ngafintu amalembo yalanda, lelo akalanda ngansi kumuntu uulefutuka Umwana Wamuntu! Ngakyaliwemepo kuli uyo muntu ukukana fyalwa!”
281a190073	Yuda, uwamufutwike aipwisye ukuti, “Busye ninebo mwe Kafundisya?” Yesu amwasuka ukuti, “Wemwine wailandila”
281a1a0081	Ilyo balelya, Yesu abulile umukate, aupaala aumokola apela abasambi bakwe nokulanda ukuti, “Buleni mulye, uyu emubili wandi.”
281a1b0047	Kabili abula nolukombo, atotela Lesa elo abapa ukuti, “Nwenimo bonse,
281a1c004e	uyu mulopa wandi uwakipangano kipya uwalasumiina pabengi kukwelelwa kwa membu.
281a1d009f	Ndemyeba ukuti nsyakanwepo ifyakufisabo fyamyangasi nakabili, mpaka bulya busiku nkanwa ifyakufisabo fya myangasi ifipya pamo namwebo mu bufumu bwakwa Tata.”
281a1e003c	Lintu baimbile ulwimbo balifumine baya kulupili lwa Miolife.
281a1f00a6	Yesu aebele abasambi bakwe ukuti, “Buno bwine busiku bonse mulembutuka nokunsya, pantu amalembo yalanda ukuti, ‘Nkoma kacema no mukuni wa mpaanga ukasalangana.’
281a20003a	Lelo panuma nabusiwa kubafwa, nkamitangilila ku Galili.”
281a210047	Petelo aebele Yesu ukuti, “Nebo nsyakamisye nangu bambi bakamisye!”
281a220089	Yesu aebele Petelo ukuti, “Ndekweba ikisinka ukuti, buno bwine busiku ulenkana imiku itatu ukuti tawangisiba lintu mukolwe talalila.”
281a23006a	Lelo Petelo ayaswike ukuti, “Nebo nsyakukane ngakufwa ndefwa nobe!” Nabonse abasambi balanda fimofine.
281a240083	Yesu aile na basambi bakwe kunkende yaleitwa Getisemane, aebele abasambi bakwe ukuti, “Ikaleni pano, nebo naya kulya mukupepa.”
281a250071	Yesu apiitilepo Petelo na bamwana Zebedee babili Yakobo na Yohani aya nabo. Elo asakamikwa kabili aba uwabulanda.
281a260067	Elo abeba ukuti, “Umutima wandi waisulamo ubulanda nicingafye imfwe. Ikaleni pano mulelola nanebo.”
281a2700a0	Aendelekofye ikyalinga awa pansi ubunkupeme alapepa ukuti, “Mwe Tata, nga nakyanguka lekeni ulu lukombo lumpite, lelo tekufwaya kwandi kano ukufwaya kwenu.”
281a28007b	Elo abwelulwike asangile abasambi bakwe balimutulo, eikyo aebele Petelo ukuti, “Busye tekuti mulole nanebo pankoloko imo?
281a290054	Loleni no kupepa pakuti mwiwila mumatunko. Umupasi ulefwaya lelo umubili naunaka.”
281a2a0082	Nakabili Yesu aile mukupepa ukuti, “Mwe Tata, ngakyakwebati ulu lukombo teti lufumepo mpaka ndunwe, ubufwayo bwenu nabukitwe.”
281a2b0046	Nakabili abweluluka asanga nabalala. Amenso yabo yali nayafina kutulo.
281a2c003d	Abasile nakabili ayapepa ilya butatu, apepele ipepo limoline.
281a2d0099	Abwelulukile ku basambi bakwe no kubeba ukuti, “Busye mukili namulala muletusya? Moneni! Insita naifika iya Mwana Wamuntu ukuposwa mumaboko ya babembu.
281a2e0028	Imeni tuleya. Uulemfutuka uyo aleisa!”
281a2f00bc	Lintu Yesu akili alelanda, Yuda umo pabasambi ikumi limo na babili nao afika. Aali nebumba ilikalamba ilyafumine kuli basimapepo bakindami na bakalamba ba bantu, abaali ne mipanga nenkoto.
281a30005e	Uwamufutwike alipele ibumba ikisibilo ukuti, “Untu ndetomona emuntu mulefwaya. Mumukwate!”
281a310059	Kabili Yuda aile kuli Yesu nokumweba ukuti, “Mwapoleni mwe Kafundisya,” nokumutomona.
281a320076	Yesu epakumweba ukuti, “Ale kibusa kita fintu ukonkele!” Abantu abali na Yuda bapalama, bafokokela Yesu bamukwata.
281a33005c	Umo pabali na Yesu asomwene umupanga akoma umusya wakwa simapepo mukalamba amuputula ukutwi.
281a34005c	Yesu amwebele ukuti, “Bwesesya umupanga mukitubo, onse uwanga nomupanga akafwa ku mupanga.
281a35007f	Busye muletontonkanya ati teti ngebe Taata, kabili nao apapene kuti antumina ifiita fyaba mailaka ukukila ikumi limo na babili?
281a36005f	Lelo, kuti yafikilisya syani amalembo ayalanda ukuti ifi fifwile fyakitikila muli iyi nsila?”
281a3700ad	Pali kalya kasita Yesu aebele ibumba ukuti, “Busye ndikipondo, pakuti mwise nemipanga ne nkonto mukundikata? Kila busiku naleikala mwi Tempele ndefundisya, tamwalendikata.
281a380074	Lelo ifi fyonse fyalakitika pakuti ifyalembelwe kuli bakasesema fifikilisye.” Elo abasambi bonse bamusya babutuka.
281a390084	Abo abakwete Yesu bamutwele kuli Kayafasi simapepo mukalamba, uko bakafundisya ba mafunde na bakalamba ba bantu baali nabakolongana.
281a3a008e	Lelo petelo alekonkamo akatalamukila mpaka afika na mumusolo wakwasimapepo mukalamba. Alingile nokwikala pamo na bamalonda amone ifyalakitika.
281a3b005a	Basimapepo bakindami na basikilye bonse balefwailisya ifyakubepesya Yesu pakuti bamwipaye.
281a3c005c	Lelo tabafisangile nangu abantu abengi baimine nokumubepesya ubufi. Kwaiminine abaume babili
281a3d0082	nokulanda ukuti, “Uyu muntu alandile ati, ‘Nalikwata amaka yakubongolola itempele lyakwa Lesa nokulikula munsiku sitatu.’”
281a3e0071	Simapepo mukalamba aiminine nokweba Yesu ukuti, “Ngawebo taulelandapo?” Ngobu bunte aba bantu balekutunganya?
281a3f008e	Lelo Yesu aikelefye tondolo. Simapepo mukalamba amwebele ukuti, “Mwisina lyakwa Lesa uwamweo, lapafye nganiwebo Klistu Umwana wakwa Lesa.”
281a4000d0	Yesu amwaswike ukuti, “Naulanda ukuti ninebo. Lelo ndimukumyeba mwebonse ukuti, ukufuma pali ino nsita mukamona Umwana wa Muntu naikala kukuboko kwakukulyo ukwa Wamaka, kabili aleisa pamakumbi ya mumulu!”
281a410099	Elo simapepo mukalamba alepwile insalu yakwe nokulanda ukuti, “Napontela Lesa! Nikinsi tulefwaila bakambone nabambi! Nomba mwayuumfwila imiponto yakwe!
281a420042	Ngamwebo muletipo syani?” Bayaswike ukuti, “Nalinga ukufwa.”
281a43003f	Bamufwisile amate pamenso no kumupuma, elo bambi balemuma amapi
281a440042	nokulamweba ukuti, “Klistu, sesema kuli fwebo. Ninani wakuma!”
281a4500a3	Nomba Petelo ali naikala panse pamusolo, umwanakasi umubomfi wakwa simapepo mukalamba aisile kuli ena nokulanda ukuti, “Nobe wine, wakiba na Yesu waku Galili.”
281a460049	Lelo alikene pamenso yabantu bonse ukuti, “Nsisibe fintu ulelandapo,”
281a470090	Elo afuma mumusolo aya pamwinsi, naumbi umubomfi amumona aeba abantu abaali nabeminina kulya ukuti, “Uyu Muntu akiba na Yesu waku Nazareti.”
281a48004f	Nakabili Petelo alikene ukuti, “Ndelapafye akalumba nsyamwisiba uyu muntu!”
281a4900b6	Panuma yakasitafye akalinga abantu abaali nabeminina kulya bapalamine kuli Petelo nokulanda ukuti, “Ikinekine nobe wine uli wamulibena, pantu nemilandile yobe ine yabena Galili.”
281a4a0061	Petelo ayambile ukuitipa nokulapa ukuti, “Ulya muntu nsyamwisiba!” Palyapene na mukolwe alila
281a4b00a1	kabili Petelo aibwisye fintu Yesu amwebele ukuti, “Lintu mukolwe talalila, ulenkana imiku itatu ukuti tawangisiba.” Elo afumina panse nokuya mukulila ngansi.
281b010063	Ulukelo basimapepo bakindami bonse na bakalamba ba bantu balikumene baumfwana fintu bengepaya Yesu.
281b020033	Balimukakile bamupiita bamutwala ku mulashi Pilato.
281b0300b6	Lintu Yuda uwamufutwike amwene ukuti Yesu bamupingwila imfwa, alilangulwike pali fintu akitile. Abwesesyemo ulupiya lwa siufele amakumi yatatu kuli basimapepo bakindami nentungulusi,
281b040064	ukuti, “Nalibembwike, pantu nafutwike umuntu uwakaele!” Bamwaswike ukuti, “Uyo Mulandu obe!”
281b05002f	Yuda aposele ulupiya mwi Tempele nokuyaikulika.
281b060094	Basimapepo bakindami batolele ulupiya nokulanda ukuti, “Ulu lupiya lwamulopa, takyasuminisiwa mwifunde lyesu ukulubika mukipao kya mwi Tempele.”
281b07004e	Eikyo baumfwene ukusitamo ibala lyakwa kabumba wa nongo, umwakulasika bamwisa.
281b080040	Ekintu iyi nkende nandakayi itilwa ukuti “Ibala lya mulopa.”
281b090095	Ifyalandilwe kuli kasesema Yeremia fyalifikilisye ukuti, “Bapiitile ulupiya lwa siufele amakumi yatatu emutengo untu abena Israeli bamusitisisyepo,
281b0a0047	bailesitamo ibala lyakwa kabumba wa nongo ngafintu Imfumu yalandile.”
281b0b007a	Yesu bamutwele kumulashi Pilato uwamwipwisye ukuti, “Busye uuli Mfumu yaba Yuda?” Yesu ayaswike ukuti, “Naulanda.”
281b0c0053	Lelo lintu basimapepo bakindami na bakalamba balemwebelela, tayaswikepo nangu kimo.
281b0d0056	Pilato amwipwisye ukuti, “Busye tauleumfwa ifintu fyonse ifi fintu balekwebelela?”
281b0e004d	Lelo Yesu alikene ukwasukapo isiwi nangu limo, iki kyalengele Pilato ukupapa.
281b0f004e	Lyonse pe Pasaka, umulashi alebakakwilapo umufungwa umo untu abantu balefwaya.
281b10004b	Pali iyi nsita kwali umufungwa umo uwali naisibikwa uwaleitwa ukuti Balaba.
281b11007d	Lintu ibumba lyakolongene, Pilato abepwisye ukuti, “Busye ninani mulefwaya imikakwile pali Balaba na Yesu uwitwa Klistu?”
281b120043	Pilato alisibe ukuti baaletele Yesu kuli ena pamulandu nomufimbila.
281b1300bb	Lintu Pilato ali naikala pakipuna kya bupingusi umukasi wakwe amutumine amasiwi ukuti, “Wikita nangu kimo pali uyo muntu wakaele, ninkyusiwa apakalamba mukiloto pamulandu noyo muntu.”
281b140076	Lelo basimapepo bakindami naba kalamba basongelekenye abantu ukuti balombe ukubakakwila Balaba elo Yesu ena bamwipaye.
281b150083	Pilato aipwisye ibumba nakabili ukuti, “Busye pali aba babili, ninani mulimukufwaya imikakwile?” Bayaswike ukuti, “Balaba!”
281b160078	Pilato abepwisye ukuti, “Busye nomba inkite syani kuli Yesu uwitwa Klistu?” Bonse bayaswike ukuti, “Mutanikeni!”
281b170074	Lelo Pilato abepwisye ukuti, “Mulandu nsi akitile?” Batampile ukubilisya nomba ukukilapo ukuti, “Mutanikeni”
281b1800d1	Lintu Pilato amwene ukuti tapali kintu engakita kuti ifimfulunganya fyaimafye, aabulile amensi, asamba kuminwe pamenso yabantu bonse nokulanda ukuti, “Nsiliimo muli iyi mfwa ya uyu muntu, mulandu wenufye!”
281b190058	Ibumba lyonse lyayaswike ukuti, “Lekeni umulopa wakwe ube pali fwebo napabana besu!”
281b1a0052	Pilato abakakwilile Balaba, kabili panuma alopola Yesu abapele ukuti bayemutanika.
281b1b0059	Abasilika ba mulashi batwele Yesu mukipango, elo bakolonganika nempuka ya basilika yonse.
281b1c003d	Yesu bamufulile insalu syakwe nokumufwika umwingila wakasika.
281b1d0097	Bapikwile iŋana yamyunga bamufwika kumutwe, nokumufumbatika itete kukulyo. Balemufukamina nokumupunya ukuti, “Mulopwe kanabesa wemfumu ya Bayuda!”
281b1e0037	Balemumfwisila amate, bamupoka itete balamuma ku mutwe.
281b1f0066	Lintu bapwisisye ukumupunika, bamufulile umukansu bamufwika insalu syakwe, Elo bamutwala mukumutanika.
281b200089	Lintu baleya, bakumenye umwaume uwalefuma ku Sirene isina lyakwe ni Simoni, kabili abasilika bamupatikisye ukupiita umusalaba wakwa Yesu.
281b210055	Bafikile kunkende iyaleitwa Gologota, ikilepilibula ukuti, “Inkende ya Fipaanga”.
281b220060	Bapele Yesu umwangasi wasankana nendusya ukuti anwe, lelo panuma abika palulimi, alikene ukunwa.
281b230036	Lintu bamutanike, balependula pakwakana insalu syakwe.
281b24001c	Nokwikala pansi balamulinda.
281b25007a	Pamulu wamutwe wakwe babikilepo akapampa apalembelwe umulandu untu bamwipailepo ukuti, “Uyu ni Yesu Imfumu ya Bayuda.”
281b260038	Batanikepo notupondo tubili kamo kukulyo nakambi kukuso.
281b270036	Abapita nsila balepukunya imitwe nokutuka Yesu insele,
281b28009b	balelanda ukuti, “Ewebo walelanda ati kuti wabongolola itempele nokulikula nakabili munsiku sitatu! Ngoli Mwana wakwa Lesa ipususye! Ikila pamusalaba!”
281b29006c	Mu musango umowine basimapepo bakindami na bakafundisya ba Mafunde na bakalamba ba bantu balemupunika ukuti,
