0100000007	Genesis
010c12007b	Pharaoh summoned Abram, and said, “What is this that you have done to me? Why did you not tell me that she was your wife?
010c130086	Why did you say, 'She is my sister,' so that I took her to be my wife? Now therefore, here is your wife. Take her, and go your way.”
010c140074	Then Pharaoh gave orders to his men concerning him, and they sent him away, along with his wife and all that he had.
010d010070	So Abram went up from Egypt and went into the Negev, he, his wife, and all that he had. Lot also went with them.
010d02003b	Now Abram was very rich in animals, in silver, and in gold.
010d030079	He continued on his journey from the Negev to Bethel, to the place where his tent had been before, between Bethel and Ai.
010d04006c	He went to the place where the altar was that he had built previously. Here he called on the name of Yahweh.
010d050049	Now Lot, who was traveling with Abram, also had flocks, herds, and tents.
010d060091	The land was not able to support them both living close together, because their possessions were very many, so that they could not stay together.
010d0700ac	Also, there was a dispute between the herdsmen of Abram's animals and the herdsmen of Lot's animals. The Canaanites and the Perizzites were living in the land at that time.
010d080088	So Abram said to Lot, “Let there be no strife between you and me, and between your herdsmen and my herdsmen; after all, we are family.
010d0900b7	Is not the whole land before you? Go ahead and separate yourself from me. If you go to the left, then I will go to the right. Or if you go to the right, then I will go to the left.”
010d0a00d9	So Lot looked around, and saw that the whole plain of the Jordan was well watered everywhere all the way to Zoar, like the garden of Yahweh, like the land of Egypt. This was before Yahweh destroyed Sodom and Gomorrah.
010d0b0074	So Lot chose for himself all the plain of the Jordan and traveled east, and the relatives separated from each other.
010d0c0079	Abram lived in the land of Canaan, and Lot lived among the cities of the plain. He set up his tents as far away as Sodom.
010d0d003d	Now the men of Sodom were very wicked sinners against Yahweh.
010d0e0088	Yahweh said to Abram after Lot had departed from him, “Look from the place where you are standing to the north, south, east, and west.
010d0f0050	All this land which you see, I will give to you and to your descendants forever.
010d1000a3	I will make your descendants as abundant as the dust of the earth, so that if a man could count the dust of the earth, then your descendants could also be counted.
010d110055	Arise, walk through the length and breadth of the land, for I will give it to you.”
010d12007e	So Abram picked up his tent, and came and lived by the oaks of Mamre, which are in Hebron, and there built an altar to Yahweh.
010e010084	It came about in the days of Amraphel, king of Shinar, Arioch, king of Ellasar, Kedorlaomer, king of Elam, and Tidal, king of Goiim,
010e0200a4	that they made war against Bera, king of Sodom, Birsha, king of Gomorrah, Shinab, king of Admah, Shemeber, king of Zeboyim, and the king of Bela (also called Zoar).
010e03005b	These latter five kings joined together in the Valley of Siddim (also called the Salt Sea).
010e040053	Twelve years they had served Kedorlaomer, but in the thirteenth year they rebelled.
010e0500b1	Then in the fourteenth year, Kedorlaomer and the kings who were with him came and attacked the Rephaim in Ashteroth Karnaim, the Zuzites in Ham, the Emites in Shaveh Kiriathaim,
010e06005c	and the Horites in their hill country of Seir, as far as El Paran, which is near the desert.
010e07009f	Then they turned and came to En Mishpat (also called Kadesh), and defeated all the country of the Amalekites, and also the Amorites who lived in Hazezon Tamar.
010e0800b6	Then the king of Sodom, the king of Gomorrah, the king of Admah, the king of Zeboyim, and the king of Bela (also called Zoar) went out and prepared for battle in the Valley of Siddim
010e090088	against Kedorlaomer, king of Elam, Tidal, king of Goiim, Amraphel, king of Shinar, Arioch, king of Ellasar; four kings against the five.
010e0a009a	Now the Valley of Siddim was full of tar pits, and as the kings of Sodom and Gomorrah fled, they fell in there. Those who were left fled to the mountains.
010e0b0063	So the kings took all the goods of Sodom and Gomorrah and all their provisions, and went their way.
010e0c0073	When they went, they also took Lot, Abram's brother's son, who was living in Sodom, along with all his possessions.
010e0d00b8	One who had escaped came and told Abram the Hebrew. He was living by the oaks that belonged to Mamre, the Amorite, who was the brother of Eshkol and Aner, who were all allies of Abram.
010e0e009e	Now when Abram heard that enemies had captured his relative, he led out his 318 trained men who had been born in his house, and he pursued them as far as Dan.
010e0f0079	He divided his men against them at night and attacked them, and pursued them as far as Hobah, which is north of Damascus.
