2800000006	Mateus
280905005e	O que é mais fácil dizer: ‘Os seus pecados estão perdoados’ ou ‘Levante-se e ande’?
28090600a3	Mas para convencê-los de que eu, o Filho do Homem, tenho autoridade para perdoar pecados, digo ao paralítico: levante-se, pegue a sua esteira e vá para casa!”
2809070024	O homem se levantou e foi para casa.
2809080082	A multidão ficou assustada ao ver o que havia acontecido. Então, eles louvaram a Deus por ter dado aos seres humanos esse poder.
280909009a	Ao sair dali, Jesus viu um homem chamado Mateus, sentado no lugar em que cobrava impostos. Jesus lhe disse: “Siga-me!” Ele se levantou e seguiu Jesus.
28090a0093	Enquanto Jesus comia na casa de Mateus, muitos cobradores de impostos e pecadores vieram e sentaram-se à mesa com Jesus e com os seus discípulos.
28090b0091	Quando os fariseus viram isso, eles perguntaram aos discípulos de Jesus: “Por que o seu Mestre come com cobradores de impostos e pecadores?”
28090c007c	Quando Jesus ouviu a pergunta, respondeu: “As pessoas que estão bem não precisam de um médico, mas os doentes precisam.
28090d00ab	Vão e tentem entender o que isso significa: ‘Eu quero compaixão, e não sacrifício.’ Pois eu não vim chamar quem faz o que é certo; eu vim chamar os pecadores.”
28090e0092	Depois, os discípulos de João vieram e perguntaram: “Por que é que nós e os fariseus jejuamos muitas vezes, mas os seus discípulos não?”
28090f00c6	“Os convidados de um casamento ficam tristes enquanto o noivo está com eles?” Jesus respondeu. “Mas chegará o momento em que o noivo se afastará de perto deles e, então, eles irão jejuar.
2809100080	Ninguém coloca um retalho de pano novo em uma roupa velha, caso contrário, o retalho encolheria e aumentaria o rasgo da roupa.
28091100e2	Ninguém também coloca vinho novo em odres velhos, porque senão, os odres arrebentariam, derramariam o vinho e ficariam estragados. Pelo contrário, o vinho novo é colocado em odres novos e, assim, os dois não estragam.”
28091200d9	Enquanto Jesus falava isso, um dos chefes se aproximou e se curvou diante dele. Ele disse para Jesus: “Minha filha acabou de morrer. Mas se você vier e colocar a mão sobre ela, eu sei que ela viverá novamente.”
2809130027	Jesus e seus discípulos foram com ele.
2809140086	Naquele momento, uma mulher, que tinha uma hemorragia que já durava doze anos, veio por trás de Jesus e tocou na barra da capa dele.
280915004c	Ela pensou: “Se eu conseguir apenas tocar na sua roupa, ficarei curada.”
280916008c	Jesus se virou e viu a mulher. “Fique feliz! Por ter acreditado em mim, você foi curada”, ele lhe disse. E, assim, a mulher foi curada.
2809170066	Jesus chegou na casa do chefe. Ele viu os flautistas e as pessoas que choravam, numa grande confusão.
280918007d	Ele lhes disse: “Por favor, saiam! A menina não está morta; ela está apenas dormindo.” Mas eles riram e zombaram dele.
280919005c	Assim que a multidão saiu, ele se aproximou da menina e pegou a sua mão e ela se levantou.
28091a0042	A notícia do que havia acontecido se espalhou por toda a região.
28091b006c	Quando Jesus saiu dali, dois cegos o seguiram, gritando: “Filho de Davi, por favor, tenha pena de nós!”
28091c00c2	Quando Jesus chegou na casa em que estava recebendo abrigo, os cegos se aproximaram. Jesus lhes perguntou: “Vocês creem que eu sou capaz de fazer isso?” Eles responderam: “Sim, Senhor!”
28091d0060	Então, Jesus tocou os olhos deles e disse: “Porque vocês creem em mim, assim acontecerá!”
28091e006d	E eles conseguiram enxergar novamente. Naquele momento Jesus os avisou: “Não contem isso para ninguém!”
28091f0051	Mas eles saíram e espalharam a notícia a respeito de Jesus em todos os lugares.
2809200076	Quando Jesus e os seus discípulos estavam indo embora, um homem mudo e possuído por um demônio foi levado até ele.
28092100ac	Assim que o demônio foi expulso, o homem começou a falar, e a multidão ficou maravilhada. As pessoas disseram: “Nunca antes aconteceu uma coisa como essa em Israel!”
2809220063	Mas os fariseus responderam: “Ele expulsa os demônios, usando o poder do chefe dos demônios.”
28092300a1	Jesus viajou, visitando as cidades e vilas. Ele ensinava nas sinagogas, falando a respeito da boa notícia do Reino e curava todo tipo de enfermidade e doenças.
2809240096	Quando Jesus viu as multidões, ele ficou com muita pena daquelas pessoas, porque elas estavam desesperadas e abandonadas, como ovelhas sem um pastor.
280925005f	Ele disse aos seus discípulos: “A colheita é grande, mas temos apenas alguns trabalhadores.
2809260054	Peçam ao dono da plantação que envie mais trabalhadores para fazer a colheita.”
280a01009d	Jesus reuniu seus doze discípulos e lhes deu poder para que expulsassem os espíritos maus e para que curassem todos os tipos de doenças e de enfermidades.
280a02009e	Estes são os nomes dos doze apóstolos: primeiro, Simão (também conhecido como Pedro) e o seu irmão André; Tiago e o seu irmão João, filhos de Zebedeu;
280a03005c	Filipe e Bartolomeu; Tomé e Mateus, o cobrador de impostos; Tiago, filho de Alfeu, e Tadeu;
280a04003e	Simão, o revolucionário e Judas Iscariotes, que traiu Jesus.
280a05005c	Jesus enviou esses doze homens, dizendo: “Não vão a qualquer cidade pagã ou samaritana.
280a06003c	Vocês devem procurar as ovelhas perdidas da casa de Israel.
280a07004f	Onde quer que estejam, digam às pessoas: ‘O Reino do Céu está próximo.’
280a0800a4	Curem as pessoas que estiverem doentes. Ressuscitem os mortos. Curem os leprosos. Expulsem os demônios. Vocês receberam de graça; então, deem de graça também.
280a09003b	Não guardem ouro, prata ou moedas de cobre em seus bolsos.
280a0a0085	Nem levem para a sua jornada uma bolsa, dois mantos ou sandálias, ou uma bengala, pois um trabalhador merece receber o seu sustento.
280a0b00bc	Onde quer que estejam, em qualquer cidade ou vila, peçam a alguém, que viva de acordo com os bons princípios, para recebê-los em sua casa e fiquem nessa casa até irem embora do lugar.
280a0c002e	Quando entrarem na casa, abençoem esse lugar.
280a0d007c	Se a casa merecer, deixem que a sua paz fique aí, mas se a casa não merecer, façam com que a sua paz retorne para vocês.
280a0e009d	Se alguém não quiser recebê-los e se recusar a ouvir o que vocês têm a dizer, então, saiam da casa ou da cidade e, ao sair, sacudam o pó de seus pés.
280a0f007a	Eu afirmo a vocês que isto é verdade: no Dia do Julgamento, Sodoma e Gomorra serão menos cobradas do que aquela cidade.
280a10007e	Atenção! Eu os envio como ovelhas para o meio de lobos. Então, sejam espertos como as serpentes e inocentes como as pombas.
280a110069	Tenham cuidado, pois os entregarão para serem julgados pelos tribunais e chicoteados nas suas sinagogas.
280a12006d	Por me seguirem, vocês serão levados aos governadores e reis para testemunharem diante deles e dos pagãos.
280a13008e	Mas quando eles os julgarem, não se preocupem como devem falar ou sobre o que devem dizer, pois vocês saberão o que dizer no momento certo.
280a14006e	Porque não serão vocês que falarão, mas, sim, o Espírito do Pai é que falará por intermédio de vocês.
280a15008d	Um irmão trairá seu outro irmão e o matará, e um pai fará o mesmo com o seu filho. Os filhos ficarão contra os seus pais e os matarão.
280a16005f	Por me seguirem, todos os odiarão. Mas, aqueles que ficarem firmes até o final serão salvos.
280a1700c9	Quando vocês forem perseguidos em uma cidade, fujam para a próxima. Eu afirmo a vocês que isto é verdade: vocês não terão percorrido todas as cidades de Israel antes que o Filho do Homem chegue.
280a18007b	Os alunos não são mais importantes do que o seu professor. Os empregados não são mais importantes do que o seu patrão.
280a1900f3	Os alunos devem ficar felizes por serem como o seu professor, e os empregados por serem como o seu patrão. Se o dono da casa for xingado pelo nome do chefe dos demônios, Belzebu, então, os membros da sua família serão ainda mais xingados.
280a1a00a0	Por isso, não tenham medo deles, pois não há nada encoberto que não venha a ser exposto e não há nada que esteja escondido que não venha a ser conhecido.
280a1b0086	O que eu digo para vocês, aqui no escuro, repitam quando for dia, e o que é sussurrado em seus ouvidos gritem para que todos ouçam.
280a1c00d2	Não tenham medo das pessoas que podem matá-los fisicamente, mas não podem matá-los espiritualmente. Ao contrário, tenham medo daquele que pode destruí-los física e espiritualmente nas fogueiras da Geena.
280a1d0077	Dois passarinhos não são vendidos apenas por alguns centavos? Mas, nenhum deles cai no chão sem que o seu Pai saiba.
280a1e0035	Mesmo os cabelos em sua cabeça foram todos contados.
280a1f0045	Então, não se preocupem! Vocês valem mais do que muitos pássaros.
280a2000a5	Qualquer pessoa que publicamente afirmar que está comprometida comigo, eu também irei afirmar que estou comprometido com ela, diante do meu Pai, que está no céu.
280a21005d	Mas quem me negar diante de todos, eu também o negarei diante do meu Pai, que está no céu.
280a22004f	Não pensem que eu vim trazer paz ao mundo. Eu não vim trazer paz, mas espada.
280a23006b	Eu vim ‘para fazer o homem ficar contra o seu pai, a filha contra a sua mãe e a nora contra a sua sogra.
280a240036	Os seus inimigos serão os seus próprios parentes!’
280a2500bd	Se você ama o seu pai ou a sua mãe mais do que me ama, então, não merece pertencer a mim. Se você ama o seu filho ou a sua filha mais do que a mim, então, não merece pertencer a mim.
280a260050	Se você não pegar a sua cruz e me seguir, então, não merece pertencer a mim.
280a27006a	Se tentar salvar a sua vida, você a perderá. Mas se você perder a sua vida, por mim, você será salvo.
280a280071	Aqueles que receberem vocês estarão me recebendo, e aqueles que me receberem estarão recebendo quem me enviou.
280a2900b4	Aqueles que recebem um profeta, porque este é profeta, receberão a mesma recompensa que ele. Aqueles que receberem uma pessoa que faz o bem receberão a mesma recompensa que ela.
280a2a00a7	Eu afirmo a vocês que isto é verdade: aqueles que derem um copo de água fria ao menos importante dos meus discípulos, certamente irão receber a sua recompensa.”
280b010081	Quando Jesus acabou de orientar seus doze discípulos, ele saiu dali e foi ensinar e divulgar sua mensagem nas cidades próximas.
280b02006b	Na cadeia, João Batista ouviu dizer o que o Messias estava fazendo. Então, ele enviou os seus discípulos
280b030074	para perguntar em seu nome: “Você é aquele que estávamos esperando vir ou devemos continuar a nossa procura?”
280b040053	Jesus respondeu: “Voltem e digam a João Batista o que vocês ouvem e o que veem.
280b05009d	Os cegos podem ver, os paralíticos podem andar, os leprosos são curados, os surdos podem ouvir, os mortos são ressuscitados e os pobres ouvem o evangelho.
280b060031	Abençoados são aqueles que não me rejeitam!”
280b0700bd	Quando os discípulos de João saíram, Jesus começou a falar para a multidão sobre João Batista. “O que vocês esperavam ver quando foram para o deserto? Um junco que o vento agitava?
280b080085	Então, o que vocês foram ver? Um homem muito bem-vestido? Bem, pessoas que se vestem com roupas finas moram nos palácios dos reis.
280b090079	Então, o que afinal de contas vocês foram ver? Um profeta? Sim, e eu lhes digo que ele é muito mais do que um profeta.
280b0a007e	Ele é aquele de quem está escrito: ‘Eu estou enviando o meu mensageiro antes de você. Ele irá preparar o seu caminho.’
280b0b00b8	Eu afirmo a vocês que isto é verdade: na humanidade não há pessoa mais importante do que João Batista. Mas mesmo o menos importante no Reino do Céu é mais importante do que ele.
280b0c006f	Desde João Batista até agora, o Reino do Céu é tomado por esforço, e os que se esforçam se apoderam dele.
280b0d0042	Até João vir, todos os profetas e a lei falavam em nome de Deus.
280b0e0058	Se vocês estiverem preparados para acreditar, ele é Elias, aquele que estava para vir.
280b0f0021	Aqueles que têm ouvidos, ouçam!
280b100077	Com que eu posso comparar esta geração de hoje? São como crianças sentadas na praça, gritando umas para as outras:
280b110068	‘Nós tocamos flauta, mas vocês não dançaram. Cantamos canções tristes e vocês não choraram.’
280b120069	João não veio para festejar e beber. Então, as pessoas dizem: ‘Ele está possuído pelo demônio!’
280b1300e3	Por outro lado, o Filho do Homem come e bebe, e as pessoas dizem: ‘Vejam! Ele é guloso e bebe muito. Ele é amigo dos cobradores de impostos e dos pecadores.’ Mas é pelo que se faz que se mostra a verdadeira sabedoria.”
280b1400b6	Então, Jesus começou a reprovar as cidades em que ele tinha feito a maioria dos seus milagres. Ele as criticou porque os seus moradores não tinham se arrependido dos seus pecados.
280b150128	“Ai de você, Corazim! Ai de você, Betsaida! Se os milagres que foram realizados entre vocês tivessem sido feitos em Tiro e em Sidom, os habitantes dessas cidades já teriam se arrependido há muito tempo. Eles vestiriam roupas de saco e se cobririam de cinzas, para mostrar o seu sentimento.
280b160065	Mas eu lhes digo que no Dia do Julgamento haverá mais compaixão por Tiro e Sidom do que por vocês.
