2800000005	Mateu
280708004c	Cai dicunji, ljea. Cai caftã, aflã, sh-va si discljidã atsilui tsi asuni.
2807090051	Ari vãrã om namisa di voi, tsi ma s-lji caftã hiljiu pãni, s-lji da cheatrã?
28070a0033	Icã ma s-lji caftã peshti, s-lji da nãpãrticã?
28070b00af	Atumtsea, macã voi tsi hits arãi shtits s-dats doari buni a hiljilor a voshtri, ahãt ma multu Tatãl a vostru, tsi easti tu tseruri, va da lucri buni atsilor tsi lj-caftã.
28070c006e	Itsido tsi voi vrets s-vã facã oaminjili, fãtsets-li sh-voi atsilor, cã aestã easti Legea sh-Prufitsilji.
28070d009c	Intrats pri poarta atsea strimta, cã largã easti poarta sh-mari easti calea tsi ti dutsi tu aspãrdzeari, sh-mutlsã suntu atselji tsi intrã prit nãsã.
28070e006e	Ma strimtã easti poarta sh-greauã easti calea tsi dutsi tu banã! Sh-putsãnji suntu atselji tsi u-aflã.”
28070f0072	“Afirits-vã di prufitsãlji arãdioshi, tsi yin la voi nvãscuts ca oi, ma di nãuntru suntu luchi arãchitori.
2807100062	Voi va lji cunushtets di frutili a lor. S-adunã vahi aua di la pãljuiri, icã hits di la scalji?
2807110049	Ashã itsi pom bun da fruti buni, iarã pomlu atsel arãu da fruti arali.
2807120048	Nu poati un pom bun s-da fruti arali, nitsi un pom arãu s-da fruti buni
280713003e	Itsi pom tsi nu da fruti buni, si s-talji shi s-arucã tu foc.
2807140034	Voi va lji cunushtets prufitsãlji di frutili a lor.
28071500ab	Nu itsi om tsi nj-dzãtsi: ‘Doamne, Doamne,’ va intrã tu amirãriljea a tserurilor. Ma va intrã singur atsel tsi fatsi vrearea a Tatãlui a meu tsi easti tu tseruri.
28071600b0	Multsã va nji dzãcã tu atsea dzuã: ‘Doamne, Doamne, nu prufitipsimã tu numa a ta? Nu l-aĝunim demonjilji tu numa a ta? Sh-nu avem faptã multi thavmati tu numa a ta?’
2807170086	Sh-atumtsea va lã spunã a lor: ‘Mini nu vã am cunuscut pute. Dipãrtats-vã di la mini, voi tuts, tsi avets lucrat anapuda.’”
2807180093	“Trã atsea caitsido tsi li avdi aesti zboari a meali sh-li mplineashti, undzeashti cu un om mintimen, tsi u-ari adratã casa a lui pri cheatrã.
280719008b	Sh-deadi ploai, vini nãcarea, s-uflarã vimturi, shi s-plãscãnirã pri atsea casã, ma ea nu cãdzu, cã eara thimiljeatã pri cheatrã.
28071a0073	Iarã caitsido tsi lã avdi zboarili sh-nu li mplineashti, undzeashti cu un glar, tsi u adrã casa a lui tu arinã.
28071b0084	Sh-deadi ploai, vini nãcarea, s-uflarã vimturi, s-plãcsãnirã pri atsea casã sh-ea cãdzu, sh-aspãrdzerea a ljei eara mari.”
28071c0064	Tora, cãndu Isusul ascãpã di-aesti zboari, multsãnjili armasirã ciudisiti di nvitsãtura a lui,
28071d003a	cã elu lã nvitsa ca un om cu puteari, sh-nu ca scriblji.
280801003e	Tora cãndu Isusul dipunã dit munti, multsãmi mãri lu urma.
280802005e	Sh-ia, un lepros vini sh-si ncljinã, dzãcãnda: “Doamne, ma s-vrei tini pots s-mi curi.”
2808030082	Sh-Isusul timsi mãna, lu bãgã pi nãs sh-lji-dzãsi: “Ie, mini voi, curã-ti!” Sh-tu atsea oarã s-vindicã di lepra a lui.
28080400b1	Atumtsea Isusul lji dzãsi: “Vedzi, si nu lj-spunji a vãrui, ma duti nãintea a preftului, sh-fã doara tsi ari ursitã Moisiul tsi aestã s-hibã mãrtirii trã caitsido.”
280805004a	Cãndu Isusul intrã tu Capernaum, lji vini un tsenturion pãrãcãlsinda,
2808060066	shi lji dzãsi: “Doamne, sclavul a meu easti paralizat tu pat n-casã shi ma s-mundueashti multu.”
2808070036	Sh-Isusul lji dzãsi: “Va yin shi va lu vindicã.”
280808009f	Tsenturionlu apãndisinda lji dzãsi: “Doamne, mini nu escu axiu tsi tini s-intsri tu streaha a mea, ma dzã mash un zbor shi sclavlu a meu va si s-vindicã.
28080900fd	Cã sh-mini escu un om sum autoritatea a altsilor, sh-lji-am suldatslji sum mini. Ma s-lji dzãc a unui: ‘Duti!’, elu s-dutsi, shi ma s-lji dzãc a altui: ‘Ajdi!’, elu yini, shi ma s-lji dzãc a sclavulu a meu: ‘Fã aestã!’, elu u-fatsi.”
28080a0098	Cãndu Isusul lavdzã aestã, s-ciudisi sh-lã dzãsi atsilor tsi lu urma: “Dealihea ma vã dzãc, cã iuva tu Israel nu aflai un pisti ahãntã mari.
28080b00a4	Mini ma vã dzãc cã multsã va yin di la rãsãrit sh-di la ascãpitat, sh-va apunã la measã cu Abrahamul, cu Isacul sh-cu Iacovul tu amirãriljea a tserurilor,
28080c00a0	ma hiljilji a amirãriljei, atselji aleptsã di la Dumnidzãlu, va hibã arcats tu scutidlu di nafoarã. Aclo va hibã plãngul sh-cãrtsãnirea a dintsilor.”
28080d0080	Atumtsea Isusul lji dzãsi a tsenturionul: “Du-ti, shi si s-facã ashã cum pistipsishi!” Sclavul s-vindicã tu atsea oarã.
28080e0058	Deapoea Isusul intrã tu casa a Petrului sh-vidzu soacra a lui tsi eara tu pat cu hevri.
28080f0062	Candu elu lji bãgã mãna hevrili u-alãsarã. Sh-ea si sculã sh-ahurhi s-lji huzmitipsea a lui.
2808100072	Cãndu vini seara, lji adusirã multsã demonizatsi, sh-elu cu zbor aĝuni duhurili sh-vindicã tuts lãndzitslji,
2808110089	tsi ashã si mplineascã zborlu a prufitlui Isaia cãndu dzãsi: “Elu li lo niputerili a noastri sh-li purtã lãngoarili a noastri.”
2808120057	Cãndu Isusul vidzu anvãrliga di nãsu multsãmi mãri, ordinã s-treacã di napãrti.
2808130068	Atumtsea un scrib s-apruche sh-lji dzãsi: “Nvitsãtore, mini va ti urmedzu iutsido tsi va ti duts.”
2808140085	Sh-Isusul lji dzãsi: “Vulpili au guvãli a lor, sh-puljilji a tserlui au cuibairili, ma Hiljiu a omlui nu ari iu s-bagã caplu.”
2808150072	Deapoea un din ucenitsilji a lui lji dzãsi: “Doamne, dã-nji volje ma nãinti s-mi duc s-ngrop tatãl a meu.”
280816005a	Ma Isusul lji dzãsi: “Urmeadz-mã, sh-alasã mortsãlji s-ngroapã mortsãlji a lor.”
280817003f	Dupã tsi elu s-alinã tu varcã, ucenitsilji a lui lu-urmarã.
2808180061	Sh-ia, tu amari si sculã unã furtunã mari, sh-vãljurili ma anvãlea varca, ma Isusul durnjea.
280819007e	S-apruchearã la nãsu ucenitsilji a lui, lu dishtiptarã shi lji dzãsirã: “Doamne, ascapã-nã, cã noi ma nã nicãm.”
28081a00a1	Isusul lã dzãsi a lor: “Cãtse avets fricã, voi oaminj cu pisti-putsãnã?” Cum si sculã, aurlã a vimturilor sh-a amariljei shi s-featsi tãtseari mari.
28081b0070	Atumtsea oaminjli s-thãvmãtisirã shi dzãtsea: “Cai easti aestu, tsi ma lu ascultã vimturli shi amarea?”
28081c00cb	Cãndu Isus agiumsi tu alantã parti tu loclu a Gadarenjilor, lji ishirã nãinti doi demonizats tsi avea ishitã di murmintsã. Elji eara ahãntu turbatsi, cãt nitsunu nu putea s-tritsea pi atsea cali.
28081d008e	Sh-ia, elji ahurhirã s-aurlã: “Tsi ai cu noi, Isus, Hiljiu a Dumnidzãlui? Ai vinit aoa s-nã mundueshti ma nãinti di oara tsi prindi?”
28081e0042	Sh-nu multu diparti di nãshi un cupii mari di portsi ma pãshtea.
28081f0077	Atumtsea demonjilji s-pãrãcãlsirã a lui: “Macã nã aĝuneshti, alasã-nã s-intrãm tu atsea cupii di portsi.”
28082000ab	Elu lã dzãsi a lor: “Dutsets-vã!” Ashã elji dupã tsi ishirã, intrarã tu atsea cupii di portsi. Ia, tutã cupia s-arcã di ripã tu amari, shi s-nicarã tu apã.
280821008b	Atselji tsi lã pãshtea fudzirã tu cãsãbã sh-cãndu agiumsirã aclo spusirã tuti aesti, tutashã tsi avea undzitã cu demonizatsilji.
280822007c	Atumtsea, tutã cãsãbãlu ishi nãintea a Isusului. Cãndu lu vidzurã lji pãrãcãlsirã tsi s-dipãrta dit loclu a lor.
2809010059	Isusul dupã tsi intrã tu varcã, tricu tu alantã parti, shi vini tu cãsãbãlu a lui.
28090200af	Sh-ia, lji adusirã un om paralizat tu pat, sh-Isusul cãndu vidzu pistea tsi avea elji, lji dzãsi a paralizatlui: “S-ai curaiu, hiljle, amãrtili a tali suntu ljirtati!”
280903004f	Atumtsea niscantsã scribi dzãsirã cu mintea a lor: “Aestu ma blastimã!”
2809040064	Ma Isusul cunuscãnda minduirili a lor dzãsi: “Cãtse minduits lucri arali tu ininjili a voastri?
280905006d	Tsi easti ma lishor trã dzãtseari: ‘Amãrtiili a tali suntu ljirtati,’ icã: ‘Scoalã-ti sh-imnã’?
28090600a3	Ma tora tsi s-shtits cã Hiljiu a omlui ari puteari pri loc s-ljeartã amãrtiili.” Lji dzãsi a paralizatlui: “Scolã-ti, ljea patlu sh-duti la casã a ta.”
280907002b	Sh-elu si sculã shi s-dusi la casã a lui.
2809080078	Multsãnjili cãndu lu vidzurã aestã, s-ciudisirã sh-mãrirã Dumnidzãlu, tsi avea datã a oamnjilor ahtari puteari.
280909009b	Deapoea cãndu s-dusi Isusul nclo, vidzu un om tsi shidea la yimbruchi, acljimatã Mateu, sh-lji-dzãsi: “Urmeadzã-mã!” Sh-elu si sculã sh-lu urmã.
28090a0091	Cãndu Isusul shidea la measã la casã, vinirã multsã taxidari sh-amãrtioshi, s-apunarã sh-mãcarã deadun cu nãsu sh-cu ucenitsilji a lui.
28090b0093	Fariseilji cãndu vidzurã aestã, lji dzãsirã a ucenjitsilor a lui: “Cãtse nvitsãtorlu a vostru mãcã cu taxidarlji sh-cu amãrtioshlji?”
28090c0078	Candu Isusul avdzã aesti, lã dzãsi a lor: “Nu suntu sãnãtoshlji tsi au ananghi di doctor ma atselji lãndzitslji.
28090d009a	Tora dutsets-vã sh-nvitsats tsi va s-dzac: ‘Mini voi njilã sh-nu curbani.’ Cã nu vinj s-acljem trã mitãnjusiri ndreptsãlji, ma amãrtioshlji.”
28090e00ae	Atumtsea s-apurchearã ucenitsilji a Ioanului shi ntribarã: “Cãtse noi sh-Fariseilji tsãnem pãreasinji di multi ori, iarã ucenitsilji a tãlji nu tsãn pãreasinji?”
28090f00bb	Isusus lã dzãsi a lor: “Pot numtarlji s-aibã jali, pãnã cãndu dzinirli easti cu nãshi? Ma va yin chirolu cãndu va lu ljea dzinirli di la elji sh-atumtsea elji va s-aĝiuneadzã.
280910006e	Vãrã nu bagã tu stranji veclji un petic nou, cã altã soi arupi stranjiu shi azmuldzearea s-fatsi ma mari.
28091100bf	Vãrã nu bagã yinlu atsel noulu tu folji veclji, cã altã soi foljilji s-arup, yinlu s-vearsi sh-foljilji chearã. Ma yinlu atsel noulu s-bagã tu folji noauã, ashã veaglji un-alantu.”
28091200ce	Cãndu Isusul lj-dzãtsea aestã, s-apruche un di mãrilji a sinagogãljei, cãdzu pri dintsã nãintea a lui sh-lji-dzãsi: “Macãt nj-muri hiljea, haidi sh-bagã mãna pri nãsã sh-ea va bãneadzã.”
2809130044	Isusul si sculã shi s-dusi dupã nãsu deadun cu ucenitsilji a lui.
280914008a	Sh-ia, unã muljeari tsi di doisprãdzãtsi di anji lj-cura sãndzili, s-apruche di nãpoi sh-bãgã mãna tu mardzina a stranjilui a lui.
2809150058	Cã dzãtsea cu mintea a ljei: “Ma s-bagã mãna la stranjiu a lui, va mi vindicã.”
2809160084	Isusul s-turnã, lu vidzu sh-dzãsi: “S-ai curaiu hiljea a mea, pistea a ta ti vindicã.” Shi tu ora atsea muljearea s-vindicã.
280917006a	Cãndu Isusul agiumsi la casa a mãrilui a sinagogãljei sh-vidzu fluerãtorilji sh-multsãmea turburatã,
2809180065	lã-dzãsi a-lor: “Dipãrtats-vã cã feata nu ari murit, ma doarmi.” Sh-elji arãsirã cu nãsu.
2809190062	Deapoea, cãndu multsãmea u-scoasirã nafoarã, elu intrã, u-acãtsã di mãnã sh-ea si sculã.
28091a0032	Shi anamea aishtei anami s-disfeatsi tu tut loclu.
28091b0072	Cãndu Isusul ma fudzea di aclo, doi orghi lu urma aurlãnda sh-dzãcãnda: “Njilua-nã noi, Hiljiu al David!”
28091c00a6	Cãndu Isusul agiumsi la casã, orghilji s-apruchearã sh-elu lã dzãsi a lor: “Pistipsits voi cã mini pot s-u fac aestã?” Elji apãndisirã: “Ie, Doamne.”
28091d0062	Atumtsea elu bãgã mãna la ocljilji a lor, dzãcãnda: “Si s-facã dupã pistea a voastrã.”
28091e0072	Deapoea a lor lã si discljisirã ocljilji. Sh-Isusul lã ordinã dzãcãnda: “Videts s-nu shtibã vãrã om.”
28091f0042	Ma elji macãt ishirã u arãspãndirã anamea a lui tu tut loclu.
280920003f	Cãndu elji ma isha, lji adusirã un bãrbat mut shi demonizat.
280921008d	Dupã tsi Isusul aĝuni demonul, mutlu grãi. Sh-multsãnjili s-ciudisirã sh-dzãsirã: “Nu easti vidzut pute un ahtar lucru tu Israel!”
280922005f	Ma Fariseilji dzãtsea: “Elu aĝuneashti demonjilji cu agiutarea a printslui a demonjilor.”
28092300b4	Isusul tritsea pri tuti cãsãbadzili sh-hoarili, nvitsãnda tu sinagogãli a lor, predicãnda evanghelul a amirãriljei, shi vindicãnda itsi lãngoari sh-itsi niputeari tu popul.
280924006e	Cãndu vidzu multsãnjili avea njilã trã nãshi, cã eara nvirinati sh-arãspãnditi ca oili fãrã picurar.
280925006f	Atumtsea elu lã dzãsi a ucenitsilor a lui: “Sitsirarea easti dealihea mar, ma lucrutorilji suntu putsãnji.
280926005e	Pãrãcãlsits-vã, a Domnului a sitsirãrilor s-pitreacã lucrutori la sitsirãrili a lui.”
280a0100c3	Atumtsea Isusul lã acljimã di doisprãdzatsi ucenitsilji a lui ningã nãsu, sh-lã deadi autoritat s-li aĝuneascã duhurili atseali nicuarati, shi s-vindicã itsi lãngoari sh-itsi niputeari.
280a02009e	Aesti suntu numili a doisprãdzatsi apostulji: protlu Simonul acljimat Petru, shi Andrea, fratili a lui, Iacovul hiljiu al Zevedeu, shi Ioanul, fratili a lui,
280a030053	Filipul sh-Bartolomeu, Toma sh-Mateu taxidarlu, Iacovul hiljiu al Alfeu, sh-Tadeul,
280a040042	Simon Cananeulu, sh-Iuda Iscariotul atsel tsi deapoea lu prideadi.
280a0500ae	Aeshti suntu di doisprãdzatslji tsi Isusul lji pitricu sh-lã deadi ordinli aesti: “Nu vã dutsets cãtrã pãngãnjili sh-nu intrats tu vãrã cãsãbã a Samaritenjilor.
280a060045	Ma dutsets-vã ma ghini la oili atseali chiruti di la casa al Israel.
280a070050	Dutsets-vã sh-predicats, dzãcãnda: ‘Amirãriljea a tserurilor s-apruche.’
280a080071	Vindicats lãndzitsãlji, curats leproshilji, injiats mortsãlji, aĝunits demonjili. Geaba loatã, geaba s-dats.
280a090041	Nu adunats furii, nitsi asimi, nitsi bãcãr tu punga a voastrã,
280a0a0082	nitsi tastru ti cali, nitsi doauã pãreclji di tunicã, nitsi sandali, nitsi ciumagã, cã lucrutorlu easti axiu ti hranea a lui.
280a0b0084	Tu itsi cãsãbã icã hoarã tsi s-intrats, ntribats macã ari aclo vãrã om axiu, shi shãdets aclo pãnã-cãndu s-vã nchisits.
280a0c002d	Shi cãndu s-intrats tu casã, s-lu salutats.
280a0d0084	Sh-macã atsea casã easti axiu, va yinã pacea a voastrã pri ea, macã nu easti axiu, pacea a voastrã va s-toarnã nãpoi la voi.
280a0e009e	Sh-macã vãrã nu vã ashteaptã, sh-nu lã avdi zboarili a voastri, ishinda di atsea casã icã di atsel cãsãbã, scuturats puhlu di cicioarili a voastri.
280a0f008c	Dealihea ma vã dzãc cã tu dzua a giudicatiljei loclu a Sodomãljei sh-a Gomoriljei va hibã cu ma multã lishureatsã di atsel cãsãbã.
280a100071	Ia, mini ma vã-pitrecã ca oili namisa di luchilji. S-hits mintimenji ca nãpãrtisili sh-curats ca purunghilji.
280a110073	Afiritsi-vã di oaminjili cã va s-vã prida nãintea a sinedriului a lor, shi va s-vã batã tu sinagogãli a lor.
280a12008a	Sh-va vã aducã nãintea a guvernatorilor sh-nãintea a amiradzilor trã itia a mea, tsi s-mãrtirsits nãintea a lor shi a pãgãnjilor.
280a130088	Sh-cãndu s-vã prida tu mãnjili a lor, nu vã minduits cã tsi va s-grits, cã tu atsea oarã va vã si da atsea tsi prindi dzãtsets.
280a140058	Cã nu va s-hits voi tsi grits, ma Duhlu a Tatãlui a vostru tsi va s-greascã trã voi.
280a150087	Tora fratili va prida frati-su la moarti, sh-tatili hiljiu a lui, cilmenjilji va si scoalã contra a pãrintsãlor, sh-va lji vatãmã.
280a16005b	Sh-tuts va vã aurascã trã numa mea, ma atsel tsi va aravdã pãnã tu soni va s-ascapã.
280a1700b5	Cãndu vã s-aĝuneascã tu un cãsãbã, fudzits tu un altã, cã dealihea vã dzãc, cã nu va s-bitisits tricãnda cãsãbadzili a Israelui ma nãinti tsi s-yinã Hiljiu a omlui.
280a18005f	Uceniclu nu easi prisupru di nvitsãtorlu a lui, nitsi servitorlu prisupru di nicuchirlu a lui.
280a1900d8	Lj-agiundzi a uceniclui si s-facã ca nvitsãtorlu a lui, sh-a huzmichearlu ca nicuchirlu a lui. Macã nicuchirlu a casiljei lu acljimarã Belzebub, ahãntu ma multu va s-lji acljeamã ashã atselji a casiljei a lui!
280a1a007c	S-nu avets fricã, cã nu ari tsiva anvãlitã tsi nu s-dizvãleascã, sh-vãrã tsiva ascumtu tsi nu va s-facã cunuscutã.
280a1b0076	Atsea tsi mini vã dzãc tu scutidi, dzãtsets-u tu lunjinã, sh-atsea tsi avdzãts tu ureclji, predicats-u pri citii.
280a1c00a9	Sh-nu vã aspãrats di atselji tsi vatãmã truplu, ma nu pot s-vatãmã suflitul. S-vã aspãratsã ma multu di atsel tsi poati s-chearã suflitlu sh-truplu tu Gehenã.
280a1d007a	Nu s-vindu vahi doi harabelji ti un aspru? Cu tut atsea nitsiunu di elji nu cadi mpadi fãrã vrearea a Talãlui a vostru.
280a1e0033	Ma a voauã sh-perilji di capã vã suntu numirati.
280a1f003f	S-nu avets fricã! Voi custusits ma multu di multsã harabelji.
280a200093	Trã atsea, caitsido tsi va mãrtiriseascã ti mini nãintea a oamnjilor, sh-mini va mãrtirisescu nãintea a Tatãlui a meu, tsi easti tu tseruri.
280a210078	Ma caitsido tsi va mi aleapid nãintea a oamnjlor, sh-mini va lu aleapid nãintea a Tatãlui a meu tsi easti tu tseruri.
280a22005d	S-nu vã minduits cã mini am vinit s-aducã pacea pri loc. Nu vinj s-aducã pacea, ma spata.
280a230050	Cã mini vinj s-dispartu hiljiu di tatãl, hiljea di muma, sh-nveasta di soacra,
280a240036	sh-neamitsilji a omlui va hibã atselji di casa a lui.
280a2500a1	Atsel tsi va tatãl, icã mumã ma multu dicãt mini, nu easti axiu trã mini. Sh-atsel tsi va hiljiu icã hiljiea ma multu dicãt mini, nu easti axiu trã mini.
280a260052	Sh-atsel tsi nu ljea crutsea a lui sh-nu yini dupã mini, nu easti axiu trã mini.
280a270059	Cai va s-tsãnã bana a lui va u-chearã, ma atsel tsi va u-chearã trã mini va u-aflã.
280a28006c	Atsel tsi vã aproachi, mi aproachi mini, sh-atsel tsi mi aproachi mini, aproachi atsel tsi mi ari pitricut.
280a2900a8	Atsel tsi aproachi un prufit tu numa a prufitului, va ljea arãsplata a prufitlui. Sh-atsel tsi aproachi ndreptul tu numa a ndreptului, va ljea arãsplata a ndreptului.
280a2a00b0	Sh-caitsido tsi lj-da di beari un putir di apã aratsi a vãrui di aeshti njitsi, tu numa a unui ucenic, dealihea vã dzãc cã elu nu va s-chearã pute rãsplãtirea a lui.”
280b0100a9	Dupã tsi Isusul bitisi darea a dimãndãrilor a lui a doisprãdzatsi di ucenitsi a lui, fudzi di atsel loc, trã nvitsari sh-trã predicari tu cãsãbadzili di Galilea.
280b020063	Ioanul, tsi avea avdzãt tu hapsi si zbura di faptili a Hristolui, pitricu doi di ucenitsilji a lui
280b03005e	s-lji dzãtsea: “Eshti tini atsel tsi prindi s-yin, icã prindi s-ashtiptãm vãrã altu?”
280b040059	Sh-Isusul apãndisi a lor: “Imnats shi spunets a Ioanului aesti tsi avdzãts sh-videts:
280b05009a	Orghilji ma ved, shcljiochilji ma imnã, leprozilji suntu curats, surdzãlji ma avdu, mortsãlji ma s-nyeadzã shi evanghelul ma s-preadicã la oarfãnji.
280b060036	Ca hara di atsel tsi nu va si zurliseascã di mini!”
280b07009a	Sh-cãndu elji ma s-dipãrta, Isusul apãrnji s-lã dzãtsea ali multsãmi trã Ioanul: “Tsi vrets s-videts tu irnjii? Cãlamlu tsi lu ascuturã vimtul?
280b08008d	Cãtse avets ishit s-videts? Omlu nviscut cu stranji moali? Ia, atselji tsi si nvescu cu stranji moali bãneadzã tu pãlatili a amiradzilor.
280b090068	Atumtsea, cãtse ishit afoarã s-videts? Un prufit? Ie, mini vã dzãc, elu easti ma multu di un prufit.
280b0a009e	Cã aestu easti atsel ti cai easti scriatã: ‘Ia mini ma vã pitrec anghilu a meu nãintea a fatsãljei a ta; el va u-fac etimu calea a ta nãintea a ta.’
280b0b00bb	Dealihea ma vã dzãc: Di atselji tsi suntu amintats di muljearea nu ari ishit pute vãrã ma mari di Ioan Pãtidzãtorlu. Ma, ma njiclu tu amirãriljea a tserurilor easti ma mari di elu.
280b0c007e	Sh-di tu dzãlili al Ioan Pãtidzãtorlu sh-pãnã tora amirãriljea a tserurilor ma s-rebilipseashti sh-rebilji u-arãchescu.
280b0d003c	Tuts Prufitsilji sh-Legea au prufitipsitã pãnã la Ioanul.
280b0e003d	Sh-macã vrets s-lu aprucheats, elu easti Ilia, tsi va yinã.
280b0f0025	Cai ari ureclji ti avdzãri, si-avdã
280b100070	Cu cai s-u undzescu aestã gheneratã? Undzeashti cu cilimenjilji tsi sta prit pãdzi sh-aurlã a sotsilor a lor
280b110069	dzãcãnda: ‘Noi avem bãtut flueara ti voi ma voi nu giucat; ahurhim s-vãitãm ma voi nu plãmsit.’
280b12004e	Vini Ioanul tsi nitsi mãca, nitsi bea, sh-elji dzãc: ‘Elu ari un demon.’
280b1300c4	Vini Hiljiu a omlui, tsi mãca sh-bea sh-elji dzãc: ‘Ia un mãcãtor sh-un biutor, oaspili a taxidarilor sh-a amãrtioshilor.’ Ma mintimeniljea easti aspus ndreaptã di la hiljilji a ljei.”
