280000000e	ՄԱՏԹԷՈՍ
28060d00e3	ու մեզ մի՛ տանիր փորձութեան, հապա մեզ ազատէ՛ Չարէն. որովհետեւ քո՛ւկդ են թագաւորութիւնը, զօրութիւնը եւ փառքը յաւիտեան. ամէն”:
28060e009d	Արդարեւ եթէ դուք ներէք մարդոց իրենց յանցանքները, ձեր երկնաւոր Հայրն ալ պիտի ներէ ձեզի.
28060f00a8	իսկ եթէ դուք չներէք մարդոց իրենց յանցանքները, ձեր Հայրն ալ ձեզի պիտի չներէ ձեր յանցանքները»:
280610018a	«Երբ ծոմ պահէք, տրտումերես մի՛ ըլլաք՝ կեղծաւորներուն պէս. որովհետեւ իրենց երեսները կը խաթարեն, որպէսզի երեւնան մարդոց՝ թէ ծոմ կը պահեն: Ճշմա՛րտապէս կը յայտարարեմ ձեզի. “Անոնք ունեցած կ՚ըլլան իրենց վարձատրութիւնը”:
2806110062	Բայց դո՛ւն՝ երբ ծոմ պահես՝ օծէ՛ գլուխդ ու լուա՛ երեսդ,
28061200f9	որպէսզի չերեւնաս մարդոց՝ ծոմ պահողի պէս, հապա քու Հօրդ՝ որ գաղտնի տեղ կը գտնուի: Եւ քու Հայրդ՝ որ կը տեսնէ գաղտնիքը, պիտի հատուցանէ քեզի»:
28061300b7	«Երկրի վրայ գանձեր մի՛ դիզէք ձեզի, ուր ցեցը եւ ժանգը կ՚ապականեն, ուր գողերը պատ կը ծակեն ու կը գողնան:
28061400cb	Հապա երկի՛նքը գանձեր դիզեցէք ձեզի, ուր ո՛չ ցեցը եւ ո՛չ ժանգը կ՚ապականեն, ու ո՛չ գողերը պատ կը ծակեն եւ կը գողնան:
280615006d	Որովհետեւ ձեր գանձը ո՛ւր որ է, ձեր սիրտն ալ հո՛ն պիտի ըլլայ»:
2806160091	«Մարմինին ճրագը աչքն է. ուրեմն եթէ աչքդ պարզ է, ամբողջ մարմինդ լուսաւոր կ՚ըլլայ:
28061700d7	Բայց եթէ աչքդ չար է, ամբողջ մարմինդ խաւարամած կ՚ըլլայ. ուրեմն եթէ քու մէջդ եղած լոյսը խաւար է, ա՛լ ո՜րքան է այդ խաւարը»:
280618012c	«Ո՛չ մէկը կրնայ ծառայել երկու տիրոջ. որովհետեւ կա՛մ պիտի ատէ մէկը եւ սիրէ միւսը, կա՛մ պիտի յարի մէկուն՝՝ ու արհամարհէ միւսը: Չէք կրնար ծառայել Աստուծոյ եւ մամոնային:
2806190173	Ուստի կը յայտարարեմ ձեզի. “Մի՛ մտահոգուիք ձեր անձին մասին՝ թէ ի՛նչ պիտի ուտէք կամ ի՛նչ պիտի խմէք, ո՛չ ալ ձեր մարմիններուն մասին՝ թէ ի՛նչ պիտի հագնիք. միթէ անձը աւելի չէ՞ կերակուրէն, ու մարմինը՝ հագուստէն:
28061a0137	Նայեցէ՛ք երկինքի թռչուններուն, որոնք ո՛չ կը սերմանեն եւ ո՛չ կը հնձեն, ո՛չ ալ կը ժողվեն ամբարի մէջ. բայց ձեր երկնաւոր Հայրը կը կերակրէ զանոնք: Դուք աւելի չէ՞ք արժեր անոնցմէ:
28061b0085	Հիմա ձեզմէ ո՞վ կրնայ մտահոգուելով՝ կանգո՛ւն մը աւելցնել իր հասակին վրայ:
28061c00d5	Եւ ինչո՞ւ կը մտահոգուիք հագուստի մասին. նկատեցէ՛ք դաշտի շուշանները, թէ ի՛նչպէս կ՚աճին. ո՛չ կ՚աշխատին ու ո՛չ կը մանեն:
28061d00b5	Բայց կը յայտարարեմ ձեզի թէ Սողոմոն ալ՝ իր ամբողջ փառաւորութեան մէջ՝ չհագուեցաւ անոնցմէ մէկուն պէս:
28061e00e7	Ուստի եթէ դաշտի խոտը, որ այսօր կայ եւ վաղը փուռը կը նետուի, Աստուած ա՛յնպէս կը հագուեցնէ, հապա ո՜րչափ աւելի ձե՛զ, թերահաւատնե՛ր:
28061f00af	Ուրեմն մի՛ մտահոգուիք՝ ըսելով. "Ի՞նչ պիտի ուտենք", կամ՝ "ի՞նչ պիտի խմենք", կամ՝ "ի՞նչ պիտի հագնինք"
28062000d5	(քանի որ հեթանոսնե՛րը կը փնտռեն այդ բոլոր բաները). որովհետեւ ձեր երկնաւոր Հայրը գիտէ թէ այդ բոլոր բաները պէտք են ձեզի:
28062100c1	Բայց նախ խնդրեցէ՛ք Աստուծոյ թագաւորութիւնն ու անոր արդարութիւնը, եւ այդ բոլոր բաներն ալ պիտի տրուին ձեզի:
28062200d4	Ուստի մի՛ մտահոգուիք վաղուան համար, որովհետեւ վաղուան օրը պիտի հոգայ իրեն համար. բաւական է օրուան իր անձկութիւնը”»:
2807010035	«Մի՛ դատէք, որպէսզի չդատուիք:
28070200bc	Որովհետեւ ի՛նչ դատաստանով որ դատէք՝ անո՛վ պիտի դատուիք, եւ ի՛նչ չափով որ չափէք՝ անո՛վ պիտի չափուի ձեզի:
2807030096	Եւ ինչո՞ւ կը տեսնես եղբօրդ աչքին մէջի շիւղը, ու չես նշմարեր քո՛ւ աչքիդ մէջի գերանը:
28070400b6	Կամ ի՞նչպէս կրնաս ըսել եղբօրդ. “Թո՛յլ տուր որ հանեմ աչքէդ շիւղը”, երբ ահա՛ գերան կայ քո՛ւ աչքիդ մէջ:
28070500bf	Կեղծաւո՛ր, նախ հանէ՛ քո՛ւ աչքէդ գերանը, եւ ա՛յն ատեն յստակ պիտի տեսնես՝ հանելու համար շիւղը եղբօրդ աչքէն:
280706010b	Սուրբ բանը մի՛ տաք շուներուն, ու ձեր մարգարիտները մի՛ նետէք խոզերուն առջեւ, որպէսզի չկոխկռտեն զանոնք իրենց ոտքերուն տակ, եւ դառնալով չբզքտեն ձեզ»:
28070700ab	«Խնդրեցէ՛ք՝ ու պիտի տրուի ձեզի. փնտռեցէ՛ք՝ ու պիտի գտնէք. դուռը բախեցէ՛ք՝ ու պիտի բացուի ձեզի:
28070800ad	Որովհետեւ ո՛վ որ խնդրէ՝ կը ստանայ, ո՛վ որ փնտռէ՝ կը գտնէ, եւ ո՛վ որ դուռը բախէ՝ պիտի բացուի անոր:
2807090078	Ձեզմէ ո՞վ է այն մարդը, որմէ եթէ իր որդին հաց ուզէ՝ քար կու տայ անոր.
28070a0049	կամ եթէ ձուկ ուզէ՝ միթէ օ՞ձ կու տայ անոր:
28070b0115	Ուրեմն եթէ դո՛ւք՝ որ չար էք, գիտէք բարի նուէրներ տալ ձեր զաւակներուն, ո՜րչափ աւելի ձեր Հայրը՝ որ երկինքն է, բարի՛ բաներ պիտի տայ անոնց՝ որ կը խնդրեն իրմէ:
28070c00d8	Ուրեմն ամէն ինչ որ կ՚ուզէք՝ որ մարդիկ ընեն ձեզի, դո՛ւք ալ այնպէս ըրէք անոնց, որովհետեւ ասիկա՛ է Օրէնքն ու Մարգարէները»:
28070d00f0	«Նե՛ղ դռնէն ներս մտէք. որովհետեւ լայն է այն դուռը, եւ ընդարձակ՝ այն ճամբան, որ դէպի կորուստ կը տանի, ու շատ են անոնք՝ որ կը մտնեն անկէ.
28070e00bf	որովհետեւ նեղ է այն դուռը, եւ անձուկ՝ այն ճամբան, որ դէպի կեանք կը տանի, ու քիչ են անոնք՝ որ կը գտնեն զայն»:
28070f00c0	«Զգուշաց՛էք սուտ մարգարէներէն, որոնք կու գան ձեզի ոչխարի հանդերձներով, բայց ներսէն՝ յափշտակող գայլեր են:
280710009d	Իրենց պտուղէ՛ն պիտի ճանչնաք զանոնք: Միթէ փուշերէն կը քաղե՞ն խաղող, կամ տատասկէն՝ թուզ:
280711007e	Այսպէս ամէն բարի ծառ՝ լաւ պտուղ կը բերէ, եւ վատ ծառ՝ չար պտուղ կը բերէ:
280712007b	Բարի ծառը չի կրնար չար պտուղ բերել, ո՛չ ալ վատ ծառը՝ լաւ պտուղ բերել:
280713006c	Ամէն ծառ որ լաւ պտուղ չի բերեր, կը կտրուի ու կը նետուի կրակը:
2807140052	Ուրեմն՝ իրենց պտուղէ՛ն պիտի ճանչնաք զանոնք»:
28071500de	«Ո՛չ թէ ո՛վ որ ինծի՝ “Տէ՛ր, Տէ՛ր” կ՚ըսէ, պիտի մտնէ երկինքի թագաւորութիւնը, հապա ան՝ որ կը գործադրէ իմ երկնաւոր Հօրս կամքը:
2807160113	Շատեր այն օրը պիտի ըսեն ինծի. “Տէ՛ր, Տէ՛ր, միթէ չմարգարէացա՞նք քու անունովդ, դեւեր չհանեցի՞նք քու անունովդ, եւ շատ հրաշքներ չգործեցի՞նք քու անունովդ”:
28071700cb	Այն ատեն պիտի յայտարարեմ անոնց. “Ես բնա՛ւ չէի ճանչնար ձեզ. հեռացէ՛ք քովէս դո՛ւք՝ որ անօրէնութիւն կը գործէիք”»:
28071800e4	«Ուրեմն ո՛վ որ կը լսէ այս խօսքերս եւ կը գործադրէ զանոնք, պիտի նմանցնեմ զայն ուշիմ մարդու մը՝ որ իր տունը կառուցանեց վէմի վրայ:
28071900d3	Տեղատարափ անձրեւ իջաւ, հեղեղները եկան, հովերը փչեցին ու զարկին այդ տան՝ բայց չփլաւ, որովհետեւ հիմնուած էր վէմի վրայ:
28071a00c0	Իսկ ո՛վ որ կը լսէ այս խօսքերս ու չի գործադրեր, կը նմանի յիմար մարդու մը՝ որ իր տունը կառուցանեց աւազի վրայ:
28071b00c0	Տեղատարափ անձրեւ իջաւ, հեղեղները եկան, հովերը փչեցին եւ զարկին այդ տան, ու փլաւ. եւ անոր անկումը մեծ եղաւ»:
28071c008e	Երբ Յիսուս լմնցուց այս խօսքերը, բազմութիւնը ապշած մնաց անոր ուսուցումին վրայ.
28071d0093	որովհետեւ իշխանութիւն ունեցողի մը պէս կը սորվեցնէր անոնց, ո՛չ թէ դպիրներուն պէս:
280801006a	Երբ այդ լեռնէն վար իջաւ, մեծ բազմութիւններ հետեւեցան անոր:
280802009b	Եւ ահա՛ բորոտ մը եկաւ ու երկրպագեց անոր՝ ըսելով. «Տէ՛ր, եթէ ուզես՝ կրնա՛ս մաքրել զիս»:
28080300c1	Յիսուս՝ երկարելով իր ձեռքը՝ դպաւ անոր եւ ըսաւ. «Կ՚ուզե՛մ, մաքրուէ՛»: Իսկոյն անոր բորոտութիւնը մաքրուեցաւ:
280804011b	Յիսուս ըսաւ անոր. «Զգուշացի՛ր, ո՛չ մէկուն ըսէ. հապա գնա՛, ցո՛յց տուր քեզ քահանային, ու մատուցանէ՛ Մովսէսի պատուիրած ընծան՝ վկայութիւն ըլլալու համար անոնց»:
280805006e	Երբ մտաւ Կափառնայում, հարիւրապետ մը քովը եկաւ, կ՚աղաչէր անոր
2808060080	ու կ՚ըսէր. «Տէ՛ր, ծառաս՝ տունը անդամալոյծ պառկած՝ չարաչար կը տանջուի»:
2808070057	Յիսուս ըսաւ անոր. «Ես կու գամ եւ կը բուժեմ զինք»:
28080800d2	Հարիւրապետը պատասխանեց. «Տէ՛ր, ես արժանի չեմ՝ որ դուն մտնես իմ յարկիս տակ. միայն ըսէ՛ խօսք մը, ու ծառաս պիտի բժշկուի:
280809014d	Որովհետեւ ե՛ս ալ իշխանութեան տակ մարդ եմ, եւ զինուորներ ունիմ իմ հրամանիս տակ: Ասոր կ՚ըսեմ. “Գնա՛”, ու կ՚երթայ. եւ միւսին. “Եկո՛ւր”, ու կու գայ. եւ ծառայիս. “Ըրէ՛ այս բանը”, ու կ՚ընէ»:
28080a00f5	Երբ Յիսուս լսեց՝ զարմացաւ, եւ ըսաւ իր հետեւորդներուն. «Ճշմա՛րտապէս կը յայտարարեմ ձեզի, Իսրայէլի մէջ անգամ ես չգտայ ա՛յսչափ մեծ հաւատք:
28080b00fc	Ձեզի կը յայտարարեմ թէ արեւելքէն եւ արեւմուտքէն շատե՛ր պիտի գան ու պիտի բազմին երկինքի թագաւորութեան մէջ՝ Աբրահամի, Իսահակի եւ Յակոբի հետ,
28080c00b1	իսկ թագաւորութեան որդիները պիտի հանուին դուրսի խաւարը. հոն պիտի ըլլայ լաց ու ակռաներու կրճտում»:
28080d00d8	Յիսուս ըսաւ հարիւրապետին. «Գնա՛, եւ ինչպէս դուն հաւատացիր՝ այնպէս թող ըլլայ քեզի»: Նո՛յն ժամուն անոր ծառան բժշկուեցաւ:
28080e0096	Երբ Յիսուս եկաւ Պետրոսի տունը, տեսաւ թէ անոր զոքանչը պառկած էր՝ տենդով հիւանդացած:
28080f008d	Բռնեց անոր ձեռքէն, ու տենդը թողուց զայն: Ան ալ ոտքի ելաւ եւ կը սպասարկէր անոնց:
28081000bf	Երբ իրիկուն եղաւ, շատ դիւահարներ բերին անոր. խօսքով դուրս հանեց չար ոգիները, ու բուժեց բոլոր ախտաւորները,
28081100ce	որպէսզի իրագործուի Եսայի մարգարէին միջոցով ըսուած խօսքը. «Ան ստանձնեց մեր հիւանդութիւնները եւ կրեց մեր ախտերը»:
280812008d	Յիսուս՝ տեսնելով իր շուրջը մեծ բազմութիւններ՝ հրամայեց որ երթան միւս եզերքը:
280813008a	Դպիր մը մօտենալով՝ ըսաւ անոր. «Վարդապե՛տ, պիտի հետեւիմ քեզի՝ ո՛ւր որ երթաս»:
28081400f0	Յիսուս ըսաւ անոր. «Աղուէսները որջեր ունին, ու երկինքի թռչունները՝ բոյներ, բայց մարդու Որդին տե՛ղ մը չունի, ուր հանգչեցնէ իր գլուխը»:
28081500a7	Ուրիշ մը, որ անոր աշակերտներէն էր, ըսաւ անոր. «Տէ՛ր, արտօնէ՛ ինծի, որ նախ երթամ՝ թաղեմ հայրս»:
