2a00000005	Lucas
2a132500d0	Y pur bigoreó sunparal al luchipen e bur e Urucal, sares os discipules en plastañias, perelales de pesquital se chibáron á majarificar á Un-debél á goles bares pre sarias as buchias, sos habian dicado,
2a1326007a	Penando: Majarificado o Crallis, sos abillela andré o nao e Erañoró, paz andré o Charos, y chimusolano andré o Tarpe.
2a1327006a	Y yeques es Phariseyes sos sinaban enré á sueti, le penáron: Duquendio, reprehende á tires discipules.
2a13280051	O les rudeló: Sangue penelo, que si oconas mequelaren, as baras diñarán goles.
2a13290044	Y pur bigoreó sunparal, al dicar o Foros, orobó opré ó, penando:
2a132a0084	¡Ysna! si pincharases buchi andré ocona tun chibes, ma astisarela lanelartucue a paz! Tami acana sinela ucharado de tirias aquias.
2a132b009c	Presas abillarán chibeses contra tucue, pur tires daschmanuces te chibarán al crugos trincheras, y te chibarán cerco, y te pandarán pre sarias aricatas.
2a132c00a8	Y chibarán tucue ostely, y á tires chabores, sos sinelan andré tucue, y na mequelarán andré tucue bar opré bar; presas na pincharaste o chiros de tiri visitacion.
2a132d006a	Y chalando andré a cangri se chitó á bucharar abrí á sares junos sos quinaban y binaban andré siró,
2a132e006e	Penandoles: Libanado sinela: Minrio quer, quer de beda sinela. Tami sangue lo terelais querdi tunia de randes.
2a132f007b	Y cata chibes bedaba andré a cangri. Tami os Manclayes es erajais, y os Libanes, y os tintines e sueti le camelaban marar.
2a1330005b	Y na chanelaban que querelarse sat ó. Presas sari a sueti sinaba moscabis pur le junelaba.
2a1401008f	Y anacó yeque chibes, que sinando ó andré a cangri bedando á la sueti, y evangelizando, se catanáron os Manclayes es erajais sat os pures,
2a1402007e	Y le penáron de ocona manera: Penamangue sa’ que solar querelas oconas buchias; ó coin sinela ó sos te diñó ocona sila.
2a14030059	Y Jesus rudeló, y les penó: Tambien menda querelaré sangue yeque pucha. Rudeladmangue:
2a14040039	¿O bautismo de Juan sinaba del Tarpe, ó de los manuces?
2a14050074	Junos, penchababan andré de sí, penando: Si penaremos, que del Tarpe, penará: ¿pues presas na le pachibelasteis?
2a14060078	Y si penaremos: De los manuces, a sueti sari marelarános sat baras, pues terela por chachipe, que Juan sinaba Propheta.
2a1407002f	Y rudeláron que na chanelaban de duque sinaba.
2a14080051	Y les penó Jesus: Pues na penelo sangue, sa’ que solar querelo oconas buchias.
2a140900a2	Y se chibó á penar á la sueti ocona parabola: Manu chitó yeque resis, y la diñó a rentiserar á yeques randiñadores: y ó sinaba ausente pre baribu chiros.
2a140a00a7	Y yeque chibes bichabó yeque de desqueres lacrés á os randiñadores, somia que le diñasen del mibao e resis. Tami junos curáron á ocona, y le bichabáron vacío.
2a140b0073	Y aver begai bichabó aver lacró. Tami junos curáron tambien á ocona, y ultrajisarandole, lo bichabáron vacío.
2a140c006a	Y limbidió á bichabar á aver trincho: á coin junos de la mateja beda curáron, y le bucharáron abrí.
2a140d0088	Y penó o Erañó e resis: ¿Qué querelaré? Bichabaré á minrio camelado chaboro: Astis sinar, que pur le diquelen, le terelen bajin.
2a140e0091	Pur le diqueláron os randiñadores, penchabáron andré sí, y penáron: Ocona sinela o heredero; marelemosle, somia que sinele amari a heredad.
2a140f005c	Y sicobandole abrí e resis, le mareláron. ¿Que querelará pues sat junos o julai e resis?
2a1410008b	Abillará, y marelará á oconas randiñadores, y diñará sun resis á averes. Y sasta junos lo juneláron, le penáron: Na sinele andiar.
2a141100a0	Y ó dicandolos, penó: ¿Pues que sinela ocono, sos sinela randado: A bar, sos bucharáron junos sos edificaban, ocona abilló á sinar a mas udschi e esquina?
2a14120065	Saro ocola, sos perare opré ocola bar, quebrantado sinará: y opré coin siro peráre, le nacicará.
2a141300b6	Y os Manclayes es erajais, y os Libanes le camelaban chibar baste andré ocola ocana, tami cangueláron á la sueti: presas jabilláron, que contra junos terelaba penado ocona varda.
2a14140098	Y acechandole bichabáron juntunes, sos se fingiesen laches, somia ustilarle andré alguna varda, y lliguerarle á la jurisdicion, y solar e Poresquero.
2a141500ab	Oconas pues le puchabáron, penando: Duquendio, chanelamos que penelas y bedelas mistos; y que na querelas bajin á cayque, sino que bedelas en chachipen o drun de Debél.
2a14160040	¿A amangue sinela mistos poquinar costiñi á Cæsar, ó nanai?
2a1417004d	Y ó, jabillando a choripen de junos, les penó: ¿Presas tentisarais mangue?
2a14180070	Mequelame dicar yeque calé. ¿De coin sinela a chichi, y o letrero, sos terela? De Cæsar; le rudeláron junos.
2a1419005a	Y les penó: Pues diñelad á Cæsar ma sinela de Cæsar: y á Debél ma sinela de Debél.
2a141a006f	Y na astisáron reprehender desquerias vardas anglal e sueti: tami daránelados de sun respuesta sonsibeláron.
2a141b0060	Tambien se bigoreáron yeques os Sadduceyes, sos nieguisarelan a resurreccion, y le puchabáron.
2a141c00c3	Penando: Duquendio: Moyses ha libanado andré sun embéo: Si merare o plal de manu terelando romi, bi mequelar chabores, que se romandiñase sat siró o plal, y ardiñele linage á desquero plal.
2a141d004b	Pues sinaban efta plalores, y ustiló romi o mas baro, y meró bi chabores.
2a141e0033	Y la ustiló o duincho, y meró tambien bi chaboro.
2a141f005b	Y la ustiló o trincho. Y andiar en begai sares os efta, sos meráron bi mequelar sucesion.
2a14200028	Segritona es sares meró tambien a romi.
2a14210069	¿Pues andré a resurreccion, de coin de junos sinará romi? Presas sares os efta la tereláron por romi.
2a14220064	Y Jesus les penó: Os chabores de ocona sueti se romandiñelan, y sinelan diñados en romandiñipen:
2a14230093	Tami junos sos sinarán juzgados cabalicos de ocola sueti, y e resurreccion es mulés, na se romandiñarán, ni sinarán diñados en romandiñipen.
2a14240091	Presas n’astis que merelen butér: presas sunelan iguales á os Manfarieles, y chabores sinelan de Debél, pur sinelan chabores e resurreccion.
2a142500af	Y que os mules terelan de ardiñar, lo dialó tambien Moyses, pur sunparal á la beldolaya araqueró al Erañó, o Debél de Abraham, y o Debél de Isaac, y o Debél de Jacob.
2a1426004b	Y na sinela Debél es mules, sino es vivos: presas sares vivisarelan á ó.
2a1427004e	Y rudelando yeques es Libanés, le penáron: Duquendio, mistos terelas penado.
2a14280025	Y darañeláron á puchabarle butér.
2a14290046	Y ó les penó: ¿Sasta penelan, que o Christo sinela Chaboro e David?
2a142a0077	Y o matejo David penela andré o embéo es Psalmes: Penó o Erañó á minrio Erañoró: bestelatucue á minri bastari,
2a142b0044	Disde que bucharele á tires daschmanuces bajines de tires pindrés.
2a142c0041	Si David o araquerela Erañó: ¿Pues sasta sinela chaboro de ó?
2a142d0038	Y junelando sari a sueti, penó á desqueres discipules:
2a142e00e1	Garabelaos de os Libanes, sos se alendelan á pirelar sat nubés bares, y les pesquibela sinar saludados andré os masqueres, y camelan as brotoborias bestis andré as synagogas, y os brotobores asientos andré as jachipenes;
2a142f0068	Sos jamelan os queres es piulias, querelando barias ocanagimias. Oconas terelarán condenacion mas bari.
2a15010062	Y sinando diando, dicó os balbales sos bucharaban desquerias ofrendas andré a jestari e manchin.
2a15020046	Y dicó tambien yeque piuli chorori, sos chibelaba dui cales chinores.
2a1503005f	Y penó: Aromali sangue penelo, que ocona chorori piuli ha chibado butér que sares os avéres.
2a150400a1	Presas sares ocolas terelan bucharado somía ofrendas de Debél, de ma les sobresarela: Tami ocona de desqueri erdicha terela chibado saro o jayere sos terelaba.
2a15050065	Y rudeló á yeques, sos penaban de la cangri, que sinaba chiti de barias pacuarias, y de diñipenes:
2a15060073	Oconas buchias sos diquelais, abillarán chibeses, pur na sinará mequelada bar opré bar, sos na sinará demolida.
2a15070073	Y le puchabáron, y penáron: ¿Duquendio, pur sinará ocono? y que simache sinará, pur ocono comenzáre á sinar?
2a150800bc	O penó: Diquelad, que na sineleis jongabados: presas baribustres abillarán andré minrio nao, penando: Menda sinelo, y o chiros sinela sunparal: garabelaos pues de chalar palal de junos.
2a1509008c	Y pur junelareis chingaripenes y jestias, sangue na cangueleis: presas jomte que ocono anaquele brotoboro, tami na sinará yescotria a anda.
2a150a004a	Entonces les penaba: Se ardiñará sueti contra sueti, y chim contra chim.
2a150b007d	Y sinará bares jolili-motos por os gaues, y salipénes, y boquises y sinará buchias espantosas, y barias simaches e Charos.
2a150c00c5	Tami anglal de saro ocono sangue ustilarán, y plastañarán, entregisarando sangue á as Synagogas, y á os estaripeles, y lliguerarán sangue á os Crallises, y á os Poresqueres, por minrio nao:
2a150d0029	Y ocono sinará sasta machiria á sangue.
2a150e005d	Terelad yeque buchi silni andré jires carlés, o na penchabar anglal ma terelais de rudelar.
2a150f007b	Presas menda diñaré sangue mui y chaneleria, al que n’astisarelarán resistir, ni contrapenar sares jires daschmanuces:
2a1510006f	Y sinareis entregados de jires batuces, y plalores, y rati, y monrés, y querelarán merar a yéques de sangue.
2a1511002e	Y sares aborrecerán á sangue pre minrio nao.
2a1512002f	Tami na se najabará yeque bal de jires jerés.
2a1513002e	Sat jiri paciencia listrabareis jirias ochias.
2a15140074	Pues pur dicáreis á Jerusalém pandada al crugos de jundunares, entonces chanelad que sun najipen sinela sunparal.
2a151500a4	Entonces junos sos sinelan andré la Judéa, najalelen á os bures: y junos en medio de siró se sicobelen abrí; y junos andré os bures na chalen andré de siró.
2a15160068	Presas oconas sinelan chibeses de venganza, somia se perelalen sarias as buchias, sos sinelan libanadas.
2a15170099	Tami ysna de las cambrias, y de ocolas sos diñelan de mamisarar andré ocolas chibeses! Presas sinará bari apretura opré a pu, y ira para ocona sueti.
2a151800a5	Y perarán á filo e estuche: y sinarán lliguerados utildes á sares os chimes, y Jerusalém sinará hollada de los Busnés: disde que se perele o chiros es Busnes.
2a151900aa	Y terelará simáches Cam, y andré a Chimutra, y andré as cherdillas; y andré la pu tráqui es manuces pre a confusion sos querelara a chumas e moros, y de sus panias.
2a151a008b	Sinando os manuces yertos por o dal y canguelo es buchias, sos opre abillaran á sari a sueti: presas as silas e Tarpe sinarán conmovidas:
2a151b005e	Entonces diquelarán al Chaboro e manu abíllar opré yeque paros sat ezor baro y chimusolano.
2a151c007a	Pur comenzaren pues á perelarse oconas buchias, diquelad, y ardiñelad jires jeres; presas sunparal sinela jire mestepé.
2a151d004e	Y les penó yeque semejanza: Diquelad a carschta-heila, y sarias as carschtas.
2a151e0051	Pur bucharelan ya abrí de sí o mibao, jabillais que sunparal sinela o canriano.
2a151f006f	Andiar tambien sangue, pur dicalareis querelarse oconas buchias, chanelad que sunparal sinela o chim de Debél.
2a1520006c	Aromali sangue penelo, que na nacará ocona generacion, disde que sarias oconas buchias sinarán quereladas.
2a1521003d	O Charos y la pu nacabarán: tami minrias vardas na nacarán.
2a152200b9	Diquelad pues por sangue, na sinele que jires carlés se carguisarelen de glotoneria y de matipen, y de las gramias de ocona chipen: y que abillele de repente opré sangue ocola chibes.
2a15230063	Presas andiar sasta yeque maluno abillará opré sares sos sinelan opré a chichi de sari a jolili.
2a152400c2	Pues sinelad de vela manguelando á Un-debél andré saro chiros, somia que sineleis cabalicos de najar sarias oconas buchias, sos jomte sinar, y de sinar andre pindré, anglal e Chaboro e manu.
2a1525006a	Y sinaba bedando andré a cangri: ta arachis chalaba abrí, y lo nacaba andré o bur, araquerado e Urucal.
2a15260052	Y sari a sueti se ardiñeló de clarico, somia abillar, a junarle andré a cangri.
2a16010042	Y sinaba sunparal a fiesta es Azymos, sos sinela araquerada Ciria:
2a16020070	Y os Manclayes es Erajais, y os Libanes orotaban sasta querelarian merar á Jesus: tami canguelaban á la sueti.
2a16030057	Y Satanas chaló andré Judas, sos terelaba por aver nao Iscariotes, yeque es duideque.
2a16040060	Y chaló, y trató sat os Manclayes es Erajais, y sat os Baraderes de sasta se le entreguisaria.
2a16050033	Y se alendáron, y concertáron de diñarle jayere.
2a1606005b	Y sinaba sat junos de acuerdo. Y orotaban chiros, somia entreguisarlo bi concurso de sueti.
2a1607003b	Y abilló pues o chibes es azymos; pur jomte merar a Ciria.
2a16080059	Y bichabó á Pedro, y á Juan, penando: Chalad á chitarnos a Ciria somia que jamelemos.
2a16090036	Y junos penáron: ¿Anduque camelas que la querelemos?
2a160a009e	Y les penó: Yescotria que chaleis andré o foros, rachelareis yeque manu, sos lliguerela coro de pani: chalad le palal disde o quer, anduque chalará andré.
2a160b0087	Y penelad al julai e quer: O duquendio tucue penela: ¿Anduque sinela a cumorra, duque terelo que jamar a Ciria sat minrés discipules?
2a160c0037	Y ó diará sangue yeque cumorra bari, chiteladla oté.
2a160d005a	Y junos chaláron, y lo alacháron andiar sasta les terelaba penado, y childáron a Ciria.
2a160e0050	Y pur sinaba chiros, se bejeló á la mensalle, y os duideque Apóstoles sat ó.
2a160f0057	Y les penó: Sat pesquital he camelado jamar con-a-sangue ocona Ciria, anglal de merar.
2a16100066	Presas sangue penelo, que na jamaré buter de siró disde que sinele perelada andré o chim de Debél.
2a16110055	Y ustilando a bada, diñó garapatias, y penó: Ustilad, y distribuidlo enré sangue.
2a16120061	Presas sangue penelo, que na piyaré butér e mibao e resis, disde que abillele o chim de Debél.
2a161300b7	Y terelando ustilado o manro, diñó garapatias, y o asparabó, y se lo diñó, penando: Ocona sinela minrio trupos, sos sinela diñado por sangue: ocona querelad en fácho de mangue.
2a1614008d	Y andiar matejo a bada, palal de terelar jamado, penando: Ocona bada sinela o Nebo Testamento en minri rati, sos sinará butanada por sangue.
2a16150065	Tami diquelad acoi, que la baste de ó sos mangue entreguisarela, con-a-mangue sinela á la mensalle.
2a16160075	Aromali o Chaboro e manu chala, sasta ma sinela decretado: ¡Tami ysna de ocola manu por coin sinará entreguisarado!
2a1617006f	Y junos se chibáron á puchabarse yeques á averes, coin de junos sinaria ó, sos terelaba que querelar ocono.
2a16180051	Y se ardiñó tambien enré junos jestia, coin de junos bichotaba sinar mas baro.
2a16190096	Tami ó les penó: Os Crallises es Busnés se erañorean de junos, y junos sos terelan sila opré de junos sinelan araquerados quereladores de mistos.
2a161a008f	Tami sangue no andiar: antes ó sos sinela mas baro enré sangue, querelese sasta o mendesquero, y o sos broto sinela, sasta o sos sirvisarela.
2a161b00de	Presas ¿coin sinela mas baro, el sos sinela bejalado á la mensalle, ó el sos servisarela? ¿Na sinela mas baro el sos sinela bejalado á la mensalle? Pues menda sinelo en medio de sangue, andiar sasta o sos sirvisarela.
2a161c0058	Tami sangue sinelais junos sos terelais permanecido con-a-mangue andré minrio tremendo.
2a161d0056	Y por ocono chitelo menda o chim para sangue, sasta minrio Dada lo chitó para mangue,
2a161e0092	Somia que jameleis y piyaleis á minri mensalli andré minrio chim, y sangue bejeleis opré thronos somia juzgar á las duideque tribus de Israel.
2a161f006e	Y penó ó Erañoró buter: Simon, Simon, diquela que Satanas ha mangado tucue somia zarandear tucue sasta gi.
2a1620007c	Tami menda he manguelado por tucue, que na faltisarele tíri fé: y tucue yeque begai convertido, confirma a tires plalores.
2a16210057	O le penó: Erañó, sarmuñé sinelo chalar sa’tucue aun á estaripel, y á meripen.
2a16220092	Tami Jesus le penó: Te penelo, Pedro, que na giyabelará sejonia o basnó, sin que trin begais has penado que na pincharelas mangue. Y les penó:
2a16230067	Pur sangue bichabé bi quisobu, y bi manronea, y bi tirajais, ¿por baji sangue faltisaró yeque buchi?
2a162400a8	Y junos rudeláron: Chi. Yescotria les penó: Pues acana coin terela quisobu, ustilelo; y tambien manronea: y ó sos na lo terela, binele desquero gate y quinele janro.
2a162500cd	Presas sangue penelo que jomte que se diquele perelado andré mangue aun ocono sos sinela libanado; Y sinaba jinado sat os chorés. Presas as buchias sos pajabelan á mangue, terelan desquero cumplimiento.
2a1626004c	Tami junos rudeláron: Eraño, he acoi dui janres. Y ó les penó: Barsamia.
2a16270077	Y chalando abrí, se guilló, sasta solia, al bur es zetallas. Y lé sinaban tambien plastañando desqueres discipules.
2a16280061	Y pur bigoreó al stano, les penó: Manguelad á Un-debél? somia que na chaleis andré chungalo.
2a1629005c	Y se chaló de junos dur, sasta astis bucharar yeque bar: Y chitado de chanelis, manguelaba,
2a162a0067	Penando: Dada, si camelas, naquele de mangue ocona bada: Tami na se querele minri pesquital, sino tiri.
2a162b0068	Y le bichotó yeque Manfariel e Charos, sos le confortaba. Y chibado en dua, manguelaba sat sila butér.
2a162c004a	Y sinaba desquero sudor, sasta gotas de rati, sos peraba disde la chiquen.
2a162d0068	Y sasta se ardiñó de manguelar, abilló á desquerés discipules, y los alachó sornando de charabury.
2a162e0069	Y les penó: ¿Presas querelais sobindoy? ardiñaos, y manguelad, somia que na chaleis andré o chungalo.
2a162f00ac	Y sasta sinaba ó aun penando, se dicó yeque plastañi de manuces: y ó sos hetó Judas, yeque es duideque, chalaba anglal de junos: y bigoreó á Jesus somia chupendarle.
2a1630004e	Tami Jesus le penó: ¿Judas, sat chupendi entreguisarélas al Chaboro e manu?
2a1631006d	Y pur dicáron junos sos sinaban sat ó, ma chalaba á anacar, le penáron: Erañó, ¿curaremos sat o janro?
2a1632005b	Y yeque de junos curó á yeque lacró e Manclay es erajais, y chinó de ó o can bastaró.
2a16330064	Tami Jesus, ustilando a varda, penó: Mequelad disde acoi. Y pajabó de ó o can, y le chibó lacho.
2a163400b6	Y penó Jesus á os Manclayes es Erajais, y á os Baranderes e cangri, y á os Purés, sos habian abillado oté: ¿Presas sasta á randé terelais chalado abrí sat janrés y catés?
2a16350096	Habiendo sinado cata chibés con-a-sangue andré á cangri, na bucharasteis as baste contra mangue: tami ocona sinela jire ocana, y a sila es bengues.
2a16360064	Y bucharando baste opré ó, le lligueráron al quer e Pontesqueró: y Pedro le plastañaba muy dur.
2a16370075	Y terelando urdiflado yaque en medio e atrio, y bestelandose junos al crugos, sinaba tambien Pedro en medio de junos.
2a16380064	Yeque lacrí, pur le dicó bestelado á la yaque, lo dió emposunó, y penó: Y ocona sat ó sinaba.
2a16390039	Tami ó lo neguisaró, penando: Cadchi, na lo pincharelo.
2a163a0065	Y una fremita palal, dicandolo aver, penó: Y tucue de junos sinelas, Y penó Pedro: Manu, na sinelo.
2a163b0073	Y nacada sasta yesque ocana, chamuliaba aver y penaba: Aromali ocona sat ó sinaba: Presas sinela tambien Galiléo.
2a163c0076	Y penó Pedro: Manu na chanelo ma penelas. Y andré ó matejo chiros, pur o sinaba aun chamuliando, giyabeló o basno.
2a163d00a8	Y voltisarandose o Erañó, dió á Pedro. Y Pedro se pareló e varda e Erañoró sasta le habia penado: Anglal que o basnó giyabele; mangue neguisarerás trin begais:
2a163e0026	Y chalando Pedro abrí, orobó baribu.
2a163f0039	Y ocolas sos terelaban á Jesus, o caqueraban, curandole.
2a16400082	Y le ucharáron as aquias, y le curáron en la chichi, y le puchababan, y chamuliaban: Penamangue, coin sinela ó sos curó tucue:
2a1641003c	Y penaban averes baribustrias buchias zermañando contra ó.
2a164200b4	Y pur sinába de chibes se catanáron os purés e sueti, y os Manclayes es Erajais, y os Libanes, y o lligueráron á desqueri beia, y le penáron: Si tucue sinelas o Christo, pen.
2a1643003b	Y les penó: Si sangue lo penáre, na pachibelareis mangue.
2a1644004d	Tambien si sangue puchabáre, na rudelareis mangue, ni chitareis en mestepen.
2a16450052	Tami desde acana o Chaboro e manu sinará bejelado á la bastari e sila de Debél.
2a1646006b	Penáron averes: ¿Andiar, tucue sinelas o Chaboro de Debél? O penó: Sangue penelais que menda lo sinelo.
2a16470064	Y junos penáron: ¿Qué butér machiria jomte? pues mu matejos lo habemos junelado de la mui de ó.
2a1701003c	Y se ardiñó sari ocola sueti, y lo lligueráron á Pilato.
2a170200ac	Y se chitáron á acusarle, penando: A ocona terelamos alachado pervirtiendo á amari sueti, y vedando platisarar jayere á Cæsar, y penando que ó sinela Christo Crallis.
2a1703006d	Y Pilato le puchabó, y penó: ¿Sinelas tucue o Crallis es Chuti? Y ó le rudeló penando: Tucue lo penelas.
2a1704006c	Penó Pilato á os Manclayes es Erajais, y á la sueti: Chichi, sos sinela choro alachelo andré ocona manu.
2a17050096	Tami junos insistian, penando: Terela alborotado a sueti sat la beda, sos chibela por sari la Judéa, comenzando desde o chim de Galiléa, disde acoi.
2a17060043	Pilato, sos juneló penar Galiléa, puchabó si sinaba de Galiléa.
2a1707007e	Y pur chaneló, que sinaba e jurisdicion de Herodes, lo bichabó á Herodes: sos al chiros socababa tambien andré Jerusalém.
2a170800c3	Y Herodes pur dicó á Jesus, se alendó baribu. Presas de baribu chiros le terelaba camelado dicar, presas habia junelado penar de ó barias buchias, y fronsaperaba dicarle querelar alguno zibo.
2a17090044	Le quereló pues baribustrias preguntas: Tami ó le rudelaba chichi.
2a170a0045	Y sinaban os Manclayes es erajais, y os Libanes acusandole silamente.
2a170b008b	Y Herodes sat desqueres jundunáres ó despreció: y caquerandole le quereló chitar yeque conel parno, y aver begai o limbidió á Pilato.
2a170c0063	Y ocola chibes se quereláron monres Herodes y Pilato; presas palal sinaban daschmanuces entre sí.
2a170d0055	Pilato pues araqueró á os Manclayes es erajais, y á os Barandéres, y á la sueti.
2a170e00d3	Y les penó: Terelais lanelado á mangue ocona manu, sasta pervertidor e sueti; y diquelad que puchabándole menda anglal de sangue, na alaché andré ocona manu yeque de ocolas buchias chorias de que o acusais.
2a170f006e	Ni Herodes Crallis: presas sangue bichabé á ó, y he acoi que se ha probisarado chichi, sos merezca meripen.
2a17100032	Y andiar le despandaré despues de terelar curado.
2a17110041	Y debisaraba despandarles yeque estardo andré o chibes e fiesta.
2a17120062	Y sari a sueti diñó goles catanés, penando: Querelad merar a ocona, y despandanos á Barrabás.
2a17130074	Ocona habia sinado bucharado andré l’estaripel por yeque sedicion ardiñada andré o foros, y por yeque mordipen.
2a1714003e	Y Pilato les chamulió de nuevo, camelando despandar á Jesus.
2a17150058	Tami junos limbidiaban á diñar goles, penando: A la trijul con ó, A la trijul con ó.
2a1716009d	Y ó a trincha begai les penó: ¿Pues qué choro ha querdi ocona? Menda na alachelo andré ó necautia causa de meripen: le curelaré pues y le despandaré.
2a17170062	Tami junos insistian mangando á goles bares, que sinase trijulado, y ardiñaban butér sus goles.
2a17180037	Y Pilato penchabó, que se querelara ma junos mangaban.
2a171900a6	Y les despandó á ó sos por sedicion, y mordipen habia sinado bucharado andré l’estaripel, al sos habian mangado: y entregisaró á Jesus á las bastes de junos.
2a171a00b1	Y pur lo lligueráron, ustiláron yeque manu de Cyrene, sos se hetó Simón, sos abillaba de yeque cosque: y le carguisaráron la trijul, somia que la lliguerase palal de Jesus.
2a171b005b	Y le plastañaban yeque plastañi bari de sueti, y de cadchias, sos le plañian y orobaban.
2a171c009f	Tami Jesus? límbidiandose hacia siras, les penó: Dugidas de Jerusalém, na orobeis opré mangue; antes orobad opré jirias matejas, ta opré jires chaborés.
2a171d0096	Presas abillarán chibeses andré que penarán: Majaradas as estériles, y as porias, sos na concibiéron, y as chuchai sos na diñáron de mamisarar.
2a171e005c	Entonces se chibarán á penar á as playas: Perad opré amangue: y á os bures: Ucharadnos.
2a171f0054	Presas si andré carschta bardry querelan ocono, ¿andré a seca, que se querelará?
2a1720004e	Y lligueraban tambien sat ó dui averes, sos sinaban chores, somia mulabarlos.
2a17210088	Y pur bigoreáron á o stano, sos se heta de la Calavéra, le trijuláron oté; y os dui randés, yeque á la bastari, y aver á la can.
2a1722007d	Tami Jesus penaba: Dada, ojabesalos: presas na chanelan, ma querelan. Y dividiendo desqueres talalorés, bucháron sustirias.
2a172300bd	Y a sueti sinaba dicando, y os Manclayes catanamente sat junos o denostabelaban, y penaban: A averes chibó lacho, listrabese á sí matejo, si ocona sinela o Christo, o camelado de Debél.
2a1724005a	Le caqueraban tambien os jundunares, chalando sunparal á ó, y chitandole anglal vinagre.
2a1725004b	Y penando: Si tucue sinelas o Crallis es Chuti, listrabelate á tun matejo.
2a17260073	Y sinaba opré ó yeque titulo libanado andré letras Griegas, Latinas y Ybuchias: Ocona sinela o Crallis es Chuti.
2a17270089	Y yeque de ocolas randes, sos sinaban luanados, o injuriaba, penando: Si tucue sinelas o Christo, listrabela á tun matejo, y á amangue.
2a17280072	Tami o aver rudelando, le chingaró, penando: Ni aun tucue canguelas á Debél, sinando andré a mateja corypény?
2a17290079	Aromali amangue urgiyamos por amaro grecos, presas ustilamos ma merecen amarias obras: tami ocona chichi choro ha querdi.
2a172a004b	Y penába á Jesus: Erañó, enjallate de mangue pur abillares á tun chim.
2a172b0058	Y Jesus le penó; Aromali te penelo, que achibes sinarás con-a-mangue andré o Paraiso.
2a172c005d	Y sinaba ya casi a ocana zobia, y sari a chiquen se ucharó de tinieblas disde a ocana nubia.
2a172d0044	Y se chitó oruné o Cam: y o velo e cangri se asparabó pré medio.
2a172e0074	Y Jesus diñando yeque gole baro, penó: Dada: andré tirias bastes encomiendo minrio ylo: y penando ocono, espiró.
2a172f0072	Y pur dicó o Centurion ma habia anacado, diñó chimusolano á Debél, penando: Aromali, ocona manu sinaba lacho.
2a17300065	Y sari a sueti sos sunparal sinaba, pur dicaba ma anacaba, se limbidiaba curandose andré os chepés.
2a1731007c	Y sares os pincherados de Jesus, y as cadchias sos le habian plastañado de Galiléa, sinaban dicando oconas buchias de dur.
2a17320054	Y he acoi yeque gacho araquerado Joseph, sos sinaba Barander, gacho lachó ta justo:
2a17330084	Sos na habia consentido andré o consejo, ni andré os hechos de junos, de Arimathéa, foros e Judéa, sos ujaraba o chim de Debél.
2a17340038	Ocona bigoreó á Pilato, y le mangó o trupos de Jesus.
2a173500b0	Y habiendole nicabado, lo involvisaró andré yeque sabana parni, y lo childó andré yeque sepulchro querdi andré un bur, anduque cayque disde entonces habia sinado childado.
2a1736003c	Y sinaba o chibes de Parasceve, y sunparal sinaba a Canché.
2a17370096	Y abillando tambien as cadchias sos habian plastañado á Jesus desde Galiléa, dicáron o sepulchro, y a beda en que sinaba childado desquero trupos.
2a17380062	Y limbidiandose, quináron bus ta unguentes; y reposáron a Canché sasta mandisarela a Eschastra.
2a18010067	Y o brotoboro e dramia chaláron muy de clarico al sepulchro, lliguerando o bue, sos terelaban quinado.
2a18020030	Y alacháron a bar revueltisarada del sepulchro.
2a1803003c	Y chalando enrún, na alacháron o trupos e Erañoró Jesus,
2a1804008f	Y anacó, que sinando perelales de dal por ocono, he acoi dui gachés, sos se mequeláron dicar sunparal á siras sat coneles resplandecientes.
2a18050085	Y sasta sinaban medrosas, y voltisaraban a chiche ostely al chiquen, les penáron: ¿Presas orotais enrun os mules al que vivisarela?
2a18060063	Na sinela acoi, presas se ha ardiñado: ojaraos de ma penó á sangue, sinando aun andré Galiléa,
2a18070091	Penando: Jomte que o Chaboro e manu sinele entreguisarado andré bastes es manuces chores, y que sinele trijulado, y ardiñele al trincho chibes.
2a1808002a	Entonces se ojaráron de las vardas de ó.
2a18090063	Y chalando abrí del sepulchro, se guilláron á penar saro ocono á os once, y á sares os averes.
2a180a0094	Y siras sos laneláron á os Apóstoles oconas buchias sinaban Maria Magdalena, y Juana, y Maria Dai de Santiago, y as averes sos sinaban sat siras.
2a180b0044	Y junos tereláron por chichi oconas vardas, y na las pachibeláron.
2a180c00a2	Tami Pedro ardiñandose, se guilló al sepulchro, y bajandose, dicó solo á os dicles, sos sinaban chibados oté, y se chaló zibando enré sí ma habia anacado.
2a180d0073	Y dui de janos ocola matejo chibes, chalaban á yeque gau araquerado Emmaus, dur de Jerusalém sasta de zoi millas.
2a180e0053	Y junos chalában chamuliando enré si de sarias oconas buchias sos habian anacado.
2a180f006f	Y sasta sinaban penando y chamuliando o yeque sat o aver, bigoreó á junos o matejo Jesus, y piraba sat junos.
2a18100047	Tami as aquias de junos sinaban ucharadas, somia que na le pincharasen.
2a1811006c	Y les penó: ¿Qué vardas sinelan oconas, sos chamulais enré sangue pirando? Y presas sinelais charavares?
2a18120090	Y rudelando yeque de junos, arquerado Cleóphas, le penó: ¿Tucue gringó andré Jerusalém: y na chanelas ma ha anacado oté oconas chibéses.
