0100000006	1 Mose
01090f00b6	Alsdann will ich gedenken an meinen Bund zwischen mir und euch und allem lebendigen Tier in allerlei Fleisch, daß nicht mehr hinfort eine Sintflut komme, die alles Fleisch verderbe.
01091000a9	Darum soll mein Bogen in den Wolken sein, daß ich ihn ansehe und gedenke an den ewigen Bund zwischen Gott und allem lebendigen Tier in allem Fleisch, das auf Erden ist.
0109110086	Dasselbe sagte Gott auch zu Noah: Dies sei das Zeichen des Bundes, den ich aufgerichtet habe zwischen mir und allem Fleisch auf Erden.
010912006b	Die Söhne Noahs, die aus dem Kasten gingen, sind diese: Sem, Ham, Japheth. Ham aber ist der Vater Kanaans.
0109130041	Das sind die drei Söhne Noahs, von denen ist alles Land besetzt.
0109140040	Noah aber fing an und ward ein Ackermann und pflanzte Weinberge.
010915004c	Und da er des Weins trank, ward er trunken und lag in der Hütte aufgedeckt.
010916005f	Da nun Ham, Kanaans Vater, sah seines Vaters Scham, sagte er's seinen beiden Brüdern draußen.
01091700d2	Da nahm Sem und Japheth ein Kleid und legten es auf ihre beiden Schultern und gingen rücklings hinzu und deckten ihres Vaters Scham zu; und ihr Angesicht war abgewandt, daß sie ihres Vaters Scham nicht sahen.
0109180058	Als nun Noah erwachte von seinem Wein und erfuhr, was ihm sein kleiner Sohn getan hatte,
0109190057	sprach er: Verflucht sei Kanaan und sei ein Knecht aller Knechte unter seinen Brüdern!
01091a0052	Und sprach weiter: Gelobet sei Gott, der HERR des Sem; und Kanaan sei sein Knecht.
01091b0060	Gott breite Japheth aus und lasse ihn wohnen in den Hütten des Sem: und Kanaan sei sein Knecht.
01091c003f	Noah aber lebte nach der Sintflut dreihundertundfünfzig Jahre,
01091d0044	daß sein ganzes Alter ward neunhundertundfünfzig Jahre, und starb.
010a010067	Dies ist das Geschlecht der Kinder Noahs: Sem, Ham, Japheth. Und sie zeugeten Kinder nach der Sintflut.
010a020056	Die Kinder Japheths sind diese: Gomer, Magog, Madai, Javan, Thubal, Mesech und Thiras.
010a030044	Aber die Kinder von Gomer sind diese: Askenas, Riphath und Thogarma.
010a040044	Die Kinder von Javan sind diese: Elisa, Tharsis, Kittim und Dodanim.
010a050079	Von diesen sind ausgebreitet die Inseln der Heiden in ihren Ländern, jegliche nach ihrer Sprache, Geschlecht und Leuten.
010a06003d	Die Kinder von Ham sind diese: Chus, Mizraim, Put und Kanaan.
010a070086	Aber die Kinder von Chus sind diese. Seba, Hevila, Sabtha, Raema und Sabtecha. Aber die Kinder von Raema sind diese: Scheba und Dedan.
010a080050	Chus aber zeugete den Nimrod. Der fing an ein gewaltiger HERR zu sein auf Erden,
010a090078	und war ein gewaltiger Jäger vor dem HERRN. Daher spricht man: Das ist ein gewaltiger Jäger vor dem HERRN, wie Nimrod.
010a0a004f	Und der Anfang seines Reichs war Babel, Erech, Ackad und Kalne im Lande Sinear.
010a0b0055	Von dem Land ist danach kommen der Assur und bauete Ninive und Rehoboth-Ir und Kalah,
010a0c0041	dazu Resen zwischen Ninive und Kalah. Dies ist eine große Stadt.
010a0d0032	Mizraim zeugete Ludim, Anamim, Leabim, Naphthuhim,
010a0e004c	Pathrusim und Kasluhim. Von dannen sind kommen die Philistim und Kaphthorim.
010a0f0038	Kanaan aber zeugete Zidon, seinen ersten Sohn, und Heth,
010a100017	Jebusi, Emori, Girgasi,
010a110011	Hivi, Arki, Sini,
010a120054	Arvadi, Zemari und Hamathi. Daher sind ausgebreitet die Geschlechter der Kanaaniter.
010a130081	Und ihre Grenzen waren von Zidon an durch Gerar bis gen Gasa, bis man kommt gen Sodoma, Gomorrha, Adama, Zeboim und bis gen Lasa.
010a14004f	Das sind die Kinder Hams in ihren Geschlechtern, Sprachen, Ländern und Leuten.
010a150068	Sem aber, Japheths, des größern, Bruder, zeugete auch Kinder, der ein Vater ist aller Kinder von Eber.
010a160042	Und dies sind seine Kinder: Elam, Assur, Arphachsad, Lud und Aram.
010a17003d	Die Kinder aber von Aram sind diese: Uz, Hut, Gether und Mas.
010a180032	Arphachsad aber zeugete Salah, Salah zeugete Eber.
010a19007a	Eber zeugete zween Söhne. Einer hieß Peleg, darum daß zu seiner Zeit die Welt zerteilet ward; des Bruder hieß Jaketan.
010a1a0038	Und Jaketan zeugete Almodad, Saleph, Hazarmaveth, Jarah,
010a1b0016	Hadoram, Usal, Dikela,
010a1c0014	Obal, Abimael, Seba,
010a1d003a	Ophir, Hevila und Jobab. Das sind alle Kinder von Jaketan.
010a1e0059	Und ihre Wohnung war von Mesa an, bis man kommt gen Sephar, an den Berg gegen den Morgen.
010a1f0052	Das sind die Kinder von Sem in ihren Geschlechtern, Sprachen, Ländern und Leuten.
010a200092	Das sind nun die Nachkommen der Kinder Noahs in ihren Geschlechtern und Leuten. Von denen sind ausgebreitet die Leute auf Erden nach der Sintflut.
010b010033	Es hatte aber alle Welt einerlei Zunge und Sprache.
010b02005c	Da sie nun zogen gen Morgen, fanden sie ein eben Land im Lande Sinear und wohneten daselbst,
010b030077	und sprachen untereinander: Wohlauf, laßt uns Ziegel streichen und brennen! Und nahmen Ziegel zu Stein und Ton zu Kalk
010b0400b8	und sprachen: Wohlauf, laßt uns eine Stadt und Turm bauen, des Spitze bis an den Himmel reiche, daß wir uns einen Namen machen; denn wir werden vielleicht zerstreuet in alle Länder.
010b05005d	Da fuhr der HERR hernieder, daß er sähe die Stadt und Turm, die die Menschenkinder baueten.
010b0600c0	Und der HERR sprach: Siehe, es ist einerlei Volk und einerlei Sprache unter ihnen allen, und haben das angefangen zu tun; sie werden nicht ablassen von allem, das sie vorgenommen haben zu tun.
010b070070	Wohlauf, laßt uns herniederfahren und ihre Sprache daselbst verwirren, daß keiner des andern Sprache vernehme.
010b080069	Also zerstreuete sie der HERR von dannen in alle Länder, daß sie mußten aufhören, die Stadt zu bauen.
010b090088	Daher heißt ihr Name Babel, daß der HERR daselbst verwirret hatte aller Länder Sprache und sie zerstreuet von dannen in alle Länder.
010b0a0070	Dies sind die Geschlechter Sems: Sem war hundert Jahre alt und zeugete Arphachsad, zwei Jahre nach der Sintflut;
010b0b0044	und lebte danach fünfhundert Jahre und zeugete Söhne und Töchter.
010b0c003c	Arphachsad war fünfunddreißig Jahre alt und zeugete Salah;
010b0d004a	und lebte danach vierhundertunddrei Jahre und zeugete Söhne und Töchter.
010b0e002e	Salah war dreißig Jahre alt und zeugete Eber;
010b0f004a	und lebte danach vierhundertunddrei Jahre und zeugete Söhne und Töchter.
010b100035	Eber war vierunddreißig Jahre alt und zeugete Peleg;
010b11004e	und lebte danach vierhundertunddreißig Jahre und zeugete Söhne und Töchter.
010b12002e	Peleg war dreißig Jahre alt und zeugete Regu;
010b13004a	und lebte danach zweihundertundneun Jahre und zeugete Söhne und Töchter.
010b140035	Regu war zweiunddreißig Jahre alt und zeugete Serug;
010b15004c	und lebte danach zweihundertundsieben Jahre und zeugete Söhne und Töchter.
010b16002f	Serug war dreißig Jahre alt und zeugete Nahor;
010b170043	und lebte danach zweihundert Jahre und zeugete Söhne und Töchter.
010b180036	Nahor war neunundzwanzig Jahre alt und zeugete Tharah;
010b19004a	und lebte danach hundertundneunzehn Jahre und zeugete Söhne und Töchter.
010b1a0042	Tharah war siebenzig Jahre alt und zeugete Abram, Nahor und Haran.
010b1b0062	Dies sind die Geschlechter Tharahs: Tharah zeugete Abram, Nahor und Haran. Aber Haran zeugete Lot.
010b1c004f	Haran aber starb vor seinem Vater Tharah in seinem Vaterland zu Ur in Chaldäa.
010b1d008b	Da nahmen Abram und Nahor Weiber. Abrams Weib hieß Sarai und Nahors Weib Milka, Harans Tochter, der ein Vater war der Milka und der Jiska.
010b1e002f	Aber Sarai war unfruchtbar und hatte kein Kind.
010b1f00e9	Da nahm Tharah seinen Sohn Abram und Lot, seines Sohns Harans Sohn, und seine Schnur Sarai, seines Sohns Abrams Weib, und führete sie von Ur aus Chaldäa, daß er ins Land Kanaan zöge; und sie kamen gen Haran und wohneten daselbst.
010b200041	Und Tharah ward zweihundertundfünf Jahre alt und starb in Haran.
010c010095	Und der HERR sprach zu Abram: Gehe aus deinem Vaterland und von deiner Freundschaft und aus deines Vaters Hause in ein Land, das ich dir zeigen will.
010c02007d	Und ich will dich zum großen Volk machen und will dich segnen und dir einen großen Namen machen, und sollst ein Segen sein.
010c030085	Ich will segnen, die dich segnen, und verfluchen, die dich verfluchen; und in dir sollen gesegnet werden alle Geschlechter auf Erden.
010c040089	Da zog Abram aus, wie der HERR zu ihm gesagt hatte; und Lot zog mit ihm. Abram aber war fünfundsiebenzig Jahre alt, da er aus Haran zog.
010c0500f4	Also nahm Abram sein Weib Sarai und Lot, seines Bruders Sohn, mit aller ihrer Habe, die sie gewonnen hatten, und Seelen, die sie gezeuget hatten in Haran, und zogen aus, zu reisen in das Land Kanaan. Und als sie kommen waren in dasselbige Land,
010c060075	zog Abram durch bis an die Stätte Sichem und an den Hain More. Denn es wohneten zu der Zeit die Kanaaniter im Lande.
010c070093	Da erschien der HERR Abram und sprach: Deinem Samen will ich dies Land geben. Und er bauete daselbst dem HERRN einen Altar, der ihm erschienen war.
010c080101	Danach brach er auf von dannen an einen Berg, der lag gegen dem Morgen der Stadt Bethel, und richtete seine Hütte auf, daß er Bethel gegen Abend und Ai gegen dem Morgen hatte, und bauete daselbst dem HERRN einen Altar und predigte von dem Namen des HERRN.
010c090036	Danach wich Abram ferner und zog aus gegen den Mittag.
010c0a009d	Es kam aber eine Teurung in das Land. Da zog Abram hinab in Ägypten, daß er sich daselbst als ein Fremdling enthielte; denn die Teurung war groß im Lande.
010c0b007f	Und da er nahe bei Ägypten kam, sprach er zu seinem Weibe Sarai: Siehe, ich weiß, daß du ein schön Weib von Angesicht bist.
010c0c0081	Wenn dich nun die Ägypter sehen werden, so werden sie sagen: Das ist sein Weib; und sie werden mich erwürgen und dich behalten.
010c0d0093	Lieber, sage doch, du seiest meine Schwester, auf daß mir's desto baß gehe um deinetwillen, und meine Seele bei dem Leben bleibe um deinetwillen.
010c0e0057	Als nun Abram nach Ägypten kam, sahen die Ägypter das Weib, daß sie fast schön war.
010c0f0069	Und die Fürsten des Pharao sahen sie und preiseten sie vor ihm. Da ward sie in des Pharao Haus gebracht.
010c100073	Und er tat Abram Gutes um ihretwillen. Und er hatte Schafe, Rinder, Esel, Knechte und Mägde, Eselinnen und Kamele.
010c110062	Aber der HERR plagte den Pharao mit großen Plagen und sein Haus um Sarais, Abrams Weibes, willen.
010c120084	Da rief Pharao Abram zu sich und sprach zu ihm: Warum hast du mir das getan? Warum sagtest du mir's nicht, daß sie dein Weib wäre?
010c13009e	Warum sprachest du denn, sie wäre deine Schwester? derhalben ich sie mir zum Weibe nehme wollte. Und nun siehe, da hast du dein Weib; nimm sie und zeuch hin.
010c140069	Und Pharao befahl seinen Leuten über ihm, daß sie ihn geleiteten und sein Weib und alles, was er hatte.
010d010078	Also zog Abram herauf aus Ägypten mit seinem Weibe und mit allem, das er hatte, und Lot auch mit ihm, gegen den Mittag.
010d020034	Abram aber war sehr reich von Vieh, Silber und Gold.
010d030076	Und er zog immer fort von Mittag bis gen Bethel, an die Stätte da am ersten seine Hütte war, zwischen Bethel und Ai,
010d040061	eben an den Ort, da er vorhin den Altar gemacht hatte. Und er predigte allda den Namen des HERRN.
010d05004a	Lot aber, der mit Abram zog, der hatte auch Schafe und Rinder und Hütten.
010d060085	Und das Land mochte es nicht ertragen, daß sie beieinander wohneten; denn ihre Habe war groß, und konnten nicht beieinander wohnen.
010d0700a6	Und war immer Zank zwischen den Hirten über Abrams Vieh und zwischen den Hirten über Lots Vieh. So wohneten auch zu der Zeit die Kanaaniter und Pheresiter im Lande.
010d080089	Da sprach Abram zu Lot: Lieber, laß nicht Zank sein zwischen mir und dir und zwischen meinen und deinen Hirten; denn wir sind Gebrüder.
010d0900a3	Stehet dir nicht alles Land offen? Lieber, scheide dich von mir! Willst du zur Linken, so will ich zur Rechten; oder willst du zur Rechten, so will ich zur Linken.
010d0a00d1	Da hub Lot seine Augen auf und besah die ganze Gegend am Jordan. Denn ehe der HERR Sodoma und Gomorrha verderbete, war sie wasserreich, bis man gen Zoar kommt, als ein Garten des HERRN, gleichwie Ägyptenland.
010d0b0072	Da erwählete ihm Lot die ganze Gegend am Jordan und zog gegen Morgen. Also schied sich ein Bruder von dem andern,
010d0c0071	daß Abram wohnete im Lande Kanaan und Lot in den Städten der selben Gegend; und setzte seine Hütten gen Sodom.
010d0d0048	Aber die Leute zu Sodom waren böse und sündigten sehr wider den HERRN.
010d0e00d2	Da nun Lot sich von Abram geschieden hatte, sprach der HERR zu Abram: Hebe deine Augen auf und siehe von der Stätte an, da du wohnest, gegen Mitternacht, gegen den Mittag, gegen den Morgen und gegen den Abend.
010d0f0051	Denn alle das Land, das du siehest, will ich dir geben und deinem Samen ewiglich.
010d100085	Und will deinen Samen machen wie den Staub auf Erden. Kann ein Mensch den Staub auf Erden zählen, der wird auch deinen Samen zählen
010d110064	Darum so mach dich auf und zeuch durch das Land in die Länge und Breite; denn dir will ich's geben.
010d12007c	Also erhub Abram seine Hütten, kam und wohnete im Hain Mamre; der zu Hebron ist, und bauete daselbst dem HERRN einen Altar.
010e0100a8	Und es begab sich zu der Zeit des Königs Amraphel von Sinear, Arioch, des Königs von Elassar, Kedor-Laomor, des Königs von Elam, und Thideal, des Königs der Heiden;
010e0200da	daß sie kriegten mit Bera, dem Könige von Sodom, und mit Birsa, dem Könige von Gomorrha, und mit Sineab, dem Könige von Adama, und mit Semeber, dem Könige von Zeboim, und mit dem Könige von Bela, die heißt Zoar.
010e030045	Diese kamen alle zusammen in das Tal Siddim, da nun das Salzmeer ist.
010e040078	Denn sie waren zwölf Jahre unter dem Könige Kedor-Laomor gewesen und im dreizehnten Jahr waren sie von ihm abgefallen.
010e0500b6	Darum kam Kedor-Laomor und die Könige, die mit ihm waren, im vierzehnten Jahr und schlugen die Riesen zu Astharoth-Karnaim und die Susim zu Ham und die Emim in dem Felde Kiriathaim.
010e06005f	und die Horiter auf ihrem Gebirge Seir bis an die Breite Pharan, welche an die Wüste stößet.
010e0700a2	Danach wandten sie um und kamen an den Born Mispat, das ist, Kades, und schlugen das ganze Land der Amalekiter, dazu die Amoriter, die zu Hazezon-Thamar wohneten.
010e0800bf	Da zogen aus der König von Sodom, der König von Gomorrha, der König von Adama, der König von Zeboim und der König von Bela, die Zoar heißt, und rüsteten sich, zu streiten im Tal Siddim
010e0900bd	mit Kedor-Laomor, dem Könige von Elam, und mit Thideal, dem Könige der Heiden, und mit Amraphel, dem Könige von Sinear, und mit Arioch, dem Könige von Elassar, vier Könige mit fünfen.
010e0a00b4	Und das Tal Siddim hatte viel Tongruben. Aber der König von Sodom und Gomorrha wurden daselbst in die Flucht geschlagen und niedergelegt, und was überblieb, floh auf das Gebirge.
010e0b004e	Da nahmen sie alle Habe zu Sodom und Gomorrha und alle Speise und zogen davon.
010e0c006d	Sie nahmen auch mit sich Lot, Abrams Bruders Sohn, und seine Habe, denn er wohnete zu Sodom, und zogen davon.
010e0d00bd	Da kam einer, der entronnen war, und sagte es Abram an, dem Ausländer, der da wohnete im Hain Mamre, des Amoriters, welcher ein Bruder war Eskols und Aners. Diese waren mit Abram im Bunde.
010e0e00a3	Als nun Abram hörete, daß sein Bruder gefangen war, wappnete er seine Knechte, dreihundertundachtzehn, in seinem Hause geboren, und jagte ihnen nach bis gen Dan;
010e0f0092	und teilte sich, fiel des Nachts über sie mit seinen Knechten und schlug sie und jagte sie bis gen Hoba, die zur Linken der Stadt Damaskus liegt,
010e10006a	und brachte alle Habe wieder, dazu auch Lot, seinen Bruder, mit seiner Habe, auch die Weiber und das Volk.
010e11009b	Als er nun wiederkam von der Schlacht des Kedor-Laomor und der Könige mit ihm, ging ihm entgegen der König von Sodom in das Feld, das Königstal heißet.
