0100000007	Genesis
171a140095	Come, my people, enter thou into thy chambers, and shut thy doors around thee. Hide thyself for a little moment until the indignation be passed over.
171a1500b8	For, behold, Jehovah comes forth out of his place to punish the inhabitants of the earth for their iniquity. The earth also shall disclose her blood, and shall no more cover her slain.
171b0100b9	In that day Jehovah with his hard and great and strong sword will punish leviathan the swift serpent, and leviathan the crooked serpent, and he will kill the monster that is in the sea.
171b020031	In that day is a vineyard of wine. Sing ye to it.
171b030067	I Jehovah am its keeper, I will water it every moment. Lest any hurt it, I will guard it night and day.
171b040084	Wrath is not in me. Would that the briers and thorns were against me in battle! I would march upon them. I would burn them together.
171b05006a	Or else let him take hold of my strength, that he may make peace with me. Yea, let him make peace with me.
171b06007a	In days to come Jacob shall take root; Israel shall blossom and bud. And they shall fill the face of the world with fruit.
171b070083	Has he smitten them as he smote those who smote them? Or are they slain according to the slaughter of those who were slain by them?
171b080077	In measure, in sending it forth, thou contend with it. He has removed with his rough blast in the day of the east wind.
171b0900f7	Therefore by this the iniquity of Jacob shall be forgiven. And this is all the fruit of taking away his sin: that he makes all the stones of the altar as chalkstones that are beaten apart, so that the Asherim and the sun-images shall rise no more.
171b0a00b3	For the fortified city is solitary, a habitation deserted and forsaken like the wilderness. There the calf shall feed, and there he shall lie down, and consume the branches of it.
171b0b0100	When the boughs of it are withered, they shall be broken off. The women shall come, and set them on fire, for it is a people of no understanding. Therefore he who made them will not have compassion upon them, and he who formed them will show them no favor.
171b0c00b9	And it shall come to pass in that day, that Jehovah will beat off his fruit, from the flood of the River to the brook of Egypt. And ye shall be gathered one by one, O ye sons of Israel.
171b0d0104	And it shall come to pass in that day, that a great trumpet shall be blown. And they shall come who were ready to perish in the land of Assyria, and those who were outcasts in the land of Egypt. And they shall worship Jehovah in the holy mountain at Jerusalem.
171c0100b3	Woe to the crown of pride of the drunkards of Ephraim, and to the fading flower of his glorious beauty, which is on the head of the fat valley of those who are overcome with wine!
171c0200b0	Behold, the Lord has a mighty and strong one. As a tempest of hail, a destroying storm, as a tempest of mighty waters overflowing, he will cast down to the earth with the hand.
171c03004b	The crown of pride of the drunkards of Ephraim shall be trodden under foot.
171c0400da	And the fading flower of his glorious beauty, which is on the head of the fat valley, shall be as the first-ripe fig before the summer, which, when he who looks upon it sees, while it is yet in his hand, he eats it up.
171c050070	In that day Jehovah of hosts will become a crown of glory, and a diadem of beauty, to the residue of his people,
171c060070	and a spirit of justice to him who sits in judgment, and strength to those who turn back the battle at the gate.
171c0700dd	And even these reel with wine, and stagger with strong drink. The priest and the prophet reel with strong drink. They are swallowed up of wine. They stagger with strong drink; they err in vision; they stumble in judgment.
171c08003d	For all tables are full of vomit, filthiness, no place clean.
171c09008e	Whom will he teach knowledge? And whom will he make to understand the message? Those who are weaned from the milk, and drawn from the breasts?
171c0a0074	For it is precept upon precept, precept upon precept, line upon line, line upon line, here a little, there a little.
171c0b0054	No, but by men of strange lips and with another tongue he will speak to this people,
171c0c0079	to whom he said, This is the rest. Give ye rest to him who is weary. And this is the refreshing. Yet they would not hear.
171c0d00e4	Therefore the word of Jehovah shall be to them precept upon precept, precept upon precept, line upon line, line upon line, here a little, there a little, that they may go, and fall backward, and be broken, and snared, and taken.
171c0e005b	Therefore hear the word of Jehovah, ye scoffers, who rule this people that is in Jerusalem.
171c0f00f3	Because ye have said, We have made a covenant with death, and we are at agreement with Sheol. When the overflowing scourge shall pass through it shall not come to us, for we have made lies our refuge, and we have hid ourselves under falsehood.
171c1000c2	Therefore thus says the lord Jehovah, Behold, I lay in Zion for a foundation, a stone, a tried stone, a precious corner-stone, a sure foundation. He who believes in him shall, no, not be shamed.
171c1100a2	And I will make justice the line, and righteousness the plummet. And the hail shall sweep away the refuge of lies, and the waters shall overflow the hiding-place.
171c1200b4	And your covenant with death shall be annulled, and your agreement with Sheol shall not stand. When the overflowing scourge shall pass through, then ye shall be trodden down by it.
171c1300b0	As often as it passes though, it shall take you. For morning by morning it shall pass through, by day and by night. And it shall be nothing but terror to understand the report.
171c140080	For the bed is shorter than what a man can stretch himself on it, and the covering narrower than what he can wrap himself in it.
171c1500b1	For Jehovah will rise up as in mount Perazim. He will be angry as in the valley of Gibeon, that he may do his work, his strange work, and bring to pass his act, his strange act.
171c1600a1	Now therefore be ye not scoffers, lest your bonds be made strong. For I have heard a decree of destruction from the Lord, Jehovah of hosts, upon the whole earth.
171c17003c	Give ye ear, and hear my voice, hearken, and hear my speech.
171c18005a	Does he who plows to sow plow continually? Does he continually open and harrow his ground?
171c1900cb	When he has leveled the face of it, does he not cast abroad the chick-peas, and scatter the cummin, and put in the wheat in rows, and the barley in the appointed place, and the spelt in the border of it?
171c1a0032	For his God instructs him aright, and teaches him.
171c1b00b9	For the chick-peas are not threshed with a sharp instrument, nor is a cart wheel turned about upon the cummin, but the chick-peas are beaten out with a staff, and the cummin with a rod.
