2800000005	Matta
28081f0052	Ninga tini tii kinito Yecu nin ciki “No mwi coknyori, tungen nwo mor nyere tini.
28082000aa	Yecu yi ci “ko ya” la ninga tininu ceru yila dogen mor bentilen nyeretini, la bentilen nyeretiniu yirarangu kulor dugleroni di corge mor wima cin bwirangum mor mwege.
2808210082	Nubo to nyere tiyeu cin cua cin cu dila cin yaken mor cinar lor la cin yici digero bwiyeu wiyak. diger fiya nubowo ki ninga tiyeu.
280822005e	La cinartoro wiyak ceru naci wabkan Yecu. kambo ci to ceuri cin kinong co ca dubom cunga ceko.
2809010043	Yecu dogen nabire mege, yabken dingeri la cin bou mor cinanlor cer.
2809020092	La cin bo cinen ki kilen niir dam dor bicirit ki, toka bilen keret cero ri, Yeu yi kilen mire, “Bwe, bim ner. bwiran keretini mweron tabum cuko.
280903003d	La knagem nob mulangab toki bwiti ci, “nii wo na dur ti”.
2809040057	Yecu nyumom diger ci kwati ner cereu cn yiki “Ye bwi kom kwa digero bwiti ner kumere?
2809050054	Na wini bweibe, a tokki bwiran kertni meu tabum, kaka a tiki 'Kweni ti na ya yambo?'
280906008f	Di la nako nyimori bibwe nii fire wiki bikwan keret dur kaler na tabum bwirangker, “ci yi kiledo, “Kwenti tum biciri mweu na yaken lomo”.
2809070024	Di la nii cou kweni lan cu gen loco.
280908005d	Kambo nubo mwe rumweu to eri, cin cwatai ri cin duktan kwama, wo ne nubo bikwan nerero naweu.
28090900a7	Kambo Yecu cuken fiye ceri, cin to nii dndo Matta yim fi yime nob yoka nob yoka dorekke. cin yico “Cin yi co bwangmenten” la cin kwani cin tiri cin bwangcinnenten.
28090a0080	Nawo Yecu yiken caka cari mor luweri, dila nob yoka dorego duce nob bwangketi bow la ca wori kange Yecu kange nob bwangkab cero.
28090b008e	Kambo nob diklingebo to weri cin yi nob bwangkabo ceko “Ye bwi nii merangka kume ko ati wari kange nob yoka dorek kange nob bwirangkere?”.
28090c006a	Kambo Yecu nuwa na weri, cin ki nubo we kwamer mor bwiyam mani cui nii twaka, kanco nubo wo nuwa bo lumau.
28090d00a1	Yom ya na kom merang digero wo nung tiyeu: “Miki cui nuwa ka bwinik la kebo twika nuwange go ficange. ma boubo nan co cakcak na yiloten, dila nob bwirangkereb.
28090e008d	La nob bwangka Yuwanako bow cinen, ciki, “Ye bwi nyo kange nob diklingebo yiti ngag kang kangri la nob bwangka mwe ko mani yiti ngag ngage?
28090f00a7	Yecu yici “Bibei nange ne ku duklume tin ci wiye ki kwamawo nii bineu wari kange ciye? Di la kumetini ber wo ciya tum nii bincu ti cine neu la ciya tin yi ngag ngag.
2809100078	Nii mani a yoten fiti kwele fwirti dor kwilenero car wori fiye tabeu atin woram bwi kwileneniu rila worakako atin bwira.
28091100e7	Kaka nubo kiyo mwem bituituinbo fwir mor bantilando car. No ci mani nyori, bantilando atin wurom ri mwem bo tuituinbo atin curi la bantillando wurom. nyori ciki yo bwem bi tuituinbo fwir ko mor bantilando fir ri naci lere kange ce.
280912008f	Kambo Yecu tok digero biro tiyeri, la nii dur bow cung cinen. riki” bwe bubiya miu bwam na wonyo dila bow yoti kang mweko cinenn naci kwenim.
2809130033	La Yecu kweni bang cinenten kange nob bwangka ceko.
280914006e	La nawiye kange wo kala ti cor ka bwiyalecu coro kwob cilombo yobeb bow bwingob Yecu la cin ke nyi kwilencero.
280915004c	Ri cin yi dor cero, “tano matin teyim ka kwilencerori man yilam kwamer”.
2809160082	Di la Yecu yila kangi lan to co, “Bwe Bubiya” bim ner, bilenke mweu twamnen”. la nawiyeu fiya twaka dangjang. (Ki kwama co.)
2809170058	Kambo Yecu bou lo nii durreu, cinto nubo cu lira tiyeu kange nubo dimeu ma dike ti duce.
2809180056	Ciki “ko yakenti Bubiyau bwiyabo, dila ciki da dum. “Di la ciin nunco ki cuekanka.
2809190058	Kambo ci cokken nubo kaleri, cin dogen kuwenin la cin tau co ki kang, la Bubiyau kwenim.
28091a0028	La kerowo yalati cinanlor cunga ko cuew.
28091b007f	Kambo Yecu cungenti fiye ceri, fugma tini yob bwang cinen ten. cin tii kwaka direko la ciki, “nuwa bwini nyero, Bi bwe Dauda?
28091c0084	Kambo Yecu bow mor leuweri, fugma tinimbo bow cinen. Yecu yici, “Kom ne bilenke matin ma diker wa?” cin yico ki “Og Teluwe”.
28091d004f	Di la Yecu ke nuwe cue ri ki a yila kumen dong dong bikwan bilenkerer kumer”.
28091e005a	La nuwe cue womagum Di Yecu neci bi werer kibi kwan, “Nii kange a nyomde diker dor wo”
28091f003d	La nubo yobeu cerken wam kero dor dikero wo cunga ko cuo nin.
280920005a	Kambo nubo co yobeb yaken tiri cin bou Yecu nen ki nii wo tabang tabange ker ti ki ningau.
2809210070	Kambo ci cukom nigari nii wo tok ker la na nubo dimmeu nyimangi ri, “Nii tombo dikero wo wi biten Iciraila?”
2809220049	La nob diklingebo tok ki “ki bi kwan iyar niga ci cikang ninga tiye.”
28092300ac	Yecu bwangten cinar lor gwam kange cunukur cin cakaba ki meranka mor bi kur wabka ci tok fulen ker liyaret kange twakak dimer ni twirakeo gwam kange lumako nubo neneu gwam.
2809240077	Kabo cito mwerka nubekeri cin nuwa bwini cero, cin nuwa dotange tiri cin cwam tai. ki “Kwama wo man ki nii toci tiye.
280925004b	Cin yi nob bwanka ce ko “Biyeka bitok ko duce ri la dob nangenebo kilabo.
280926006d	La nyori ko kwob dilo wulom Teluwe beka, ko bitok ko nii nacin tung nob nagenebo mor biye ka bi tok ceko nin.
280a0100a2	Yeco co nob bwangka wari, la cin neci bikwan keret dor yuwa tangbeko bwir naci cukangwi ci, kane naci twam tuwirantini gwam kange nuwarangka luma ko maniyeu gwam.
280a020096	La den nubo tomangebo kwob cilombo yobeu co buro ki kabou Cimon (wo ci cou tak ki Bitru) kange Andirawu kece, Yakubu bi bwe Zabadi, kange kece Yuwana.
280a03005f	Filibu, kange batalamawu, Toma, kange Matiyu nii yoka dorek, Yakubu bi bwe Alfa, Kange Taddawu.
280a040037	Caminu Bakairawau, kange Yahuza Ickarioti wo miyem Ceu.
280a05008e	Kwobcilombo yobeu wo Yecu tomci cin yici ki nyal la ciki, “Ko yare fiye kange wo nubo yim kumtacileu, kom dore kange cinanlor nubo Camariya.
280a060029	Ko ya nyori kwame wo lo Iciraila lem meu.
280a07003f	La kambo kom ya kom yii fulenker kom ki Liyar kwamak bow bidom.
280a08006f	Ko Twam wo nuwabo lumau, kon kungum wo bwiayameu, nako cokum ten ninga. lima nee ko yoke ko neken ki lima neek.
280a090037	Ko tur kange mwin, azurfa kaka tagulla mor cuwaye kime.
280a0a0054	Ko ture cuwaye Yam kimembo ce, kaka kulen, kaka taa wori nii nagenne daten cari cor.
280a0b0068	Ki cinan loro kaka mwan loro ka doweri, ko do nii datenne more ce, ko cer locona nyim de ko dob fiye co.
280a0c0025	Kambo ko do mor luweri, ko ma yarume.
280a0d0061	No luweu da tendi kom dob fur neret kumeu ayirati, no ci datenbori fur neret kumero ayilau kumen.
280a0e0080	Nubo wo yo kombo kaka cuwa tu nuwa ker kimereu, Kambo kom cerum luwe nen kaka cinan lor cero ri kom fugom kwerdo nakume keu nen.
280a0f0068	Bi lenke miyi komti Biten codoma kange Gomara atin fiya jire duwe ki kakuk bolanger kange cinan loro co.
280a100065	To min Tomkom na kwame mor ngece ngece, ko yilam kiyiilam na nacuwe tini ri la ko wii re na nagum fe?
280a110067	Ki yi ki bati kange nubo, ciyan neken kob kan nob yimnom dila ciya tin malliki kom mor bikur wabeb cer.
280a120063	Ciyan bou ki kom kabum nob bolangeb kanage liya, ker mir na warkan cinen kange nubo yim kuntacileu.
280a130077	Kambo ci neken komeri kom kwom de ki kambo kange dikero ko tok tiye, wori atin nekom di diker ko tok tiyeu ka kwama co.
280a14004b	wori kebo kom ko tok ker tiye, dila yuma tangbe te kume a tok kerti kumene.
280a150077	Kece atin ne ken kece nai twalum, dila Tee ceu bibwe ce. Bibeyo atin kwinag Teb cebo nen tien ci doki ci twallagum cii.
280a16005b	Nubo duce an ko kom ker denen miir. Dila wo mwirom yaken ciko di ka ri ni cou atin fulo ka.
280a1700a4	No ci nekom dotange cinar lor wori koom cuaken cinan loro bdomeu, la miyi km bilenke ti, mani kom kentange cinan loro Iciraila ti wiyak nangimde bibwe nifire n bou.
280a180047	Ni bwanka duwi bo la nii merrang cinen tiyeu kaka canga dor Teeluwe ce.
280a1900a3	Dong dong ni bwanka a ylam a nii merang a ceko, kange caga na teluwe ce. Ta no cin cou Tee luweu Ba'al zabuba ri, la an bwira dendo wo ciya com numo loceu ti cike.
280a1a0077	Nyori, ko cua cire, wori yurke mani wo mnaiya tok tiye, kange dikero mni wo yurangum yurangeri mani a coku ti yanglang.
280a1b006f	Di kero mayi kom kumta cileu ko toki ki Kakkuk kange dikero mwi nuwa bi luma mor tuwe meu, toki ki dir dor lor.
280a1c007b	Cuwa re nubo wo twallum bwiyo ri la mani a twal dume tiyeu. Na wori cwa ni wo a twallum bwiyo ti kange dume mor kira kwama.
280a1d005d	Kebo bilibe yob ci miyeti dor wina? Duwal kange ce man o a yarti bilineri kebo ymka Teku mek.
280a1e001e	La yiri duwe kumeu kiyem kiye.
280a1f0026	Ko cuwa re tai km la bilibetini yroka.
280a20005b	La nyori gwam niwo ne warke me nuwe nuberi matin na warke ce ken kabum temim wo dii kwamau.
280a210060	Niwo ko neka warke dor miir kabum nuberi mo ken man neka warke dor ceer ka Tee mii wo dii kwama.
280a22006b	Ko kware komki min yau ri nami bou ki fuwor neret dor bitinr. I yau bo nabi bou ki fuwor neret, dila kulen.
280a23007c	Min bou na mi dok nii kiye kange tece, kange Kiye biber bubiyak kange nece kange bifire bwe bubiya kiye kange fer e nawiyeu.
280a24002b	Nii kiye niu atin yilam co wo mor luwe ceu.
280a25006c	Co wwo cui tece kaka nece laye re ri daten bo na mii wo ciu bwe kaka bwe bubiyaceu, layere da ten bo na mii.
280a260040	Co wo tu bo kwoblom bwatiye ce na bwang men teneri daten bo mii.
280a27005a	Nii wo cui ti naci fulo dume ceri, an lem dume ceu. la wii dume ceu kermireri an fiyam co.
280a28003e	Wo yokomeri yo mo, dila nii wo yo yerri, yo co wo tomou yereu.
280a290092	Wo yo nii tomange ki den nii tomangeri an yo cuner nii tomangero, la co wo yo nii cak cakke ki den nii cak-cakke ri atin yo cuner niiwo cak-cakeu.
280a2a007e	wo ne win more bi duwartini buru kwel mwenge yibe nano ki den ni bwangkake ri, bilenke mi yi komti mani a le cuner cero ti”.
280b01007d	Bwikako Yecu dim biweret bi bei tomange ceri, cin dibom bi kole cua na co merang, na cin yi ci fulen ker kwama cinnr lor cer.
280b020061	La Yuwana nuwa co fiya co, ci fucinu dikero Yecu matiyeu, con tom bi bei tomange ceu na co yi co.
280b03002e	Mon co nii boutiye kaka nyo ningtang kange ka?
280b04003e	Yecu yi ci ki, kom ya ko yico dika ka towe kange dike ka nuwa!
280b050089	Fukma ti toi, kilendo yayamti, walebo cin twam ci nubo mani nuwareu to nuwai ci kung nubo bweyameu ti nob bunebo ci neci fulen kerero ti.
280b06002d	Nii wo nuwabo funer kange me ri nob bibwiyer.
280b07003d	Kambo nubo wuro cuweri Yecu yi nubo mwerumeu ker dor Yuwanar.
280b0800a8	Ye no kom cer yerak di kom ki tore, Yerako Yuwako moktiya? lan ye ka ciri ka towe nii dum ki kulendo fila-fila? Bilenker nubo dum ki kulendo Fila-fila ki daa lo liyabe.
280b09004b	Ye ka ceri ri ka towe bwe tomange kwama? ong mi yikomti, bwe tomange kwama.
280b0a006c	Wo cowo ci mulang dorcer ki “to mi tom kimen nii tomange miti ka kom nuwe kime, wo a Yulang nure mwe tiye.
280b0b0085	Min yikom bilenke ba kange ci kung more kime wo natum bowe la Yuwana nii yuka mweme ke. Nyori bi duware gwam mor liyar kwamareu laco.
280b0c0082	Ta ti kumeni Yuwanan nii yu mwemtiye yau ciko caneu, liyar kwamaro nuwa dotange kwiklki-kwilkiye, nob wilki-wilkiro tu kibi kwang.
280b0d0055	Fiya na Yuwana na bou gwam nob tomangeb kwamaro kange werfundo tak ker dukumero woti.
280b0e002f	No mwan ciya mo yuwo ri con Iliya wo a boutiye.
280b0f0014	wo ki tuweri a nuwa.
280b10005d	Ma bonkan kwaldo wo ki ye? ci nabi ma lor ti fiye miyeka dike, wuro yirongm cuwo butici tiye.
280b110046	Toki bin cii mwen lira mwa yelbo yila. Nyo yi kwan bwa, mwe cibo wiye.
280b120044	Wo Yunana bou mani ca cari, ma no nyom kom yi ki to ciki bwekelkele.
280b1300b0	Bibwe nifire bou, ti cai ti noi ri, kom ki to wi ki nii kucunu knge ni o nyom tiye, far nob yuwaka kiyeme kange nob bwiranke! Nyori yilang ki fiya yuwoka ki nangendo co matiye.
280b140057	La Yecu yoten werang cianr loro wo co man diker nyimankar wiyeu ducceu wori cin yiloka.
280b1500ae	kwamen mo karangcimun kwamanen mo Baptcaida naki diker nyimankaro wori ci ma kimeneu, cimam taaya kange cindo di, kin yiloten kutan -kutange mor yakca yilanga kange bi tuwam.
280b16003e	Na cuwori an la Tayanin kange cidon dor kimer, kakuk bolanger.
280b170097	Mo kafanahum, mo kwatiri man fiya duktonka lo kwama ka? or ong an cukken nen bitine, hadec. mo codom naki nyimangeu manue, ma muneg di, no ki wi duwal.
280b180033	Mi yikomti a yilam bwai biten codome min, na kimeu.
280b1900b0	Ki fiya co Yecu toki, “Min cakakom ti, Tebe, teluwe lo kwama kange kaleu, wori kom yurangen dike buro ka fiya nob yalannereu kange nyomka, la ka wom biyeyo bi dwartini nineu.
280b1a0020	Ong, te wuro yori kaba nuwe mwe.
280b1b00a9	Dikero gwam cin neken ye fiye temi wiya ni kange mani wo a nyom bwe tiye, nyombo teu, nyo tak ni kange mani wo a nyom teu na bi bwece, kange wo co cokum naci nun cinene.
280b1c004c	Bou minen kom wo ki nuwa dotange tiye, wo ki kulendo tutue, nan ne kom fubi.
280b1d005c	Tu kulen miro, ki merangi mineng, wori mi lom-com, miki nero yiber mwan fiya fobka dume mwe.
280b1e002e	Wori kulen miro bwaibo, takeu kulen miro tubo.
280c01007b	Ki fiya cuwa, Yecu kwen yam ki kakuk fobka mor tankini. Bibei tomange ceu nuwa wura ti, la ci kwer dor cangero ti citi cai.
280c020076	La fariciyawa to nyori, cin yii Yecu, “To be bei tomange mweu diker ci matiye werfundo ciyabo a mani ki kakuk fobka.
280c03005f	La Yecu yi ci ki ka karanta bo diker Dauda mane kange nobo loce ki fiya cuwo ci nuwa wura tiya?
280c04006f	Con doken bi kur kwamar, con ca cari wiye wo werundo ciya cinenbo kange nobo cineneu, ciyam kin nob wabeb koni.
280c05007a	Ka mor werfuna, ki kakuk fobka, nob wabbe kwama mor kikur kwamare ma dike werfundo ciyanbe, nyori, ci tacibe ki kero bwia?
280c060028	Min yi kom niwo la bikur kwamareu wo fo.
280c070086	Na ki ka nyimom ye wuro nuntiyeri, 'miki cwi cire duwe kebo twika nuwange ko wucake, no kom ki warbo ker dor niwo man ki bwiran kereu.
280c080026	Bibwe nifire co teluwe kakuk fobka ke.
280c09003a	La Yecu dubom bikole cuwo, doken bi kur wabbero Urcalimau.
280c0a007e	wori, nii kange kanko nom nowe wini. Fariciyawa me Yecu dong dongka a twa ni ki kakuk fobka ka? o na cin taco ki ker bwiranke.
280c0b005b	Yecu yi ci we fo more kume no kwame ce yarken bouk ki kakuk fobka ri mani a tau ti cokumme?
280c0c0054	Na wine la kece kwame kaka nifir? nyori werfundo ciya a ma diker ken ki kakuk fobka.
280c0d005c	La Yecu yi niwo, “Taruu kangeko, la con taruu kang ceko, la kango yilaken kwamer na wineu.
280c0e0055	La fariciyawa erken kale cin mwer kangi dor Yecu. ciki do nure ciya twalum Yecu tiye.
280c0f0052	Yecu to nyori co ci dubom bi kole cuwe. nuwe. nubo ducce bwanteng ce, con twam ci.
280c100020	Con yi ciki nyial ciya yire nii.
280c11003d	wo na ci dim dike ci tok nyii nii wabe kwabe Icaya, tokti ki.
280c120070	Too Yii tomange me wo ma cok ceu, ma bilankange ceu, Man ne co yuwa tangbek miko naci yii nubo wo kebo Yahudawa.
280c13004f	Mani ca kwobkan ker ti, Mani ca ci wiye ti ki diir, mani a nuwa dircer ti nure.
280c140056	Ma ca kyan dike fwinongum ti, ma ca dom kra ko dadom bwiyakau, can ya ki warka turani.
280c15002f	Mor dene ce nubo kumtacile an fiya yim yo neri.
280c160081	Nyori cin bou ki nii kange, fukma, mani nuwa tuu, wiki ninga fiye Yecu wiye. Con twam cona wo Nyori nii cuwo tok ker, ti toi tak.
280c170042	Nubo wmerkangum gwamme nuwa nyimangka la me, wo co bibwe Dauda ka?
280c18006e	La fariciyaa nuwa diker nyimankako Yecu maneri cin yi ki, “Nii wo ki cok ninga kin bahalzabu liya kelkelebe.
280c19009e	La Yecu nyimom dike ci kwati ner cere, yi ci ki, Liyar do wo yalkangum me ri, mani a ti-ti cinar lor tikangum yobe mani a titi, kako luwe fwemme ri, an wurom.
280c1a0055	No bwekelkele cok bwekele ri ki maa kiiye ki dor cero. La a mangyi na liyar do wo ti?
280c1b0063	No miki cok ninga kin Ba'alzabu ri, bi bei kimeu ki cok ki ye? nyori ci ciya yila warka kimek tiye.
280c1c0050	No miki cok ninga ki yuwa tangbe kwama wucake ri, nangi liyar kwamaro bou kimen.
280c1d009c	A man nyii nii doken lo nii bikwanne na ku kwi, co co bwam cobo ri? na nimre kange me ri ki ma kiiye kange mo, takeu, niwo mwerbo kange me ri, ki watangken.
280c1f0075	Na wori mi yi kom ti, “bwirangke kange dilanka gwam an curanwi. La dilanka yuwatangbeko wucake mani a curang ti wi.
280c20008e	Ni wuro tok dikro bwir dor bibwenifireu a cutang wi wo tok kero bwir dor yuwa tangbe wucakeu a curang cinen ti wi fo kale wo kange wo boutiye.
280c21004f	Ywel tiyo a yori, bi tuti ce an yori kaka ywel tiyo a bwira bi tuti ce a bwira.
280c22006d	Kom bi bei na cuwe, kom nubobwir a ma nyii ka tok dikero keng tiye? Mor dikero ducce nereu co nyiiyo toktiye.
280c230050	Ni ken ki coku dikero kendo ner cereu, nii bwir ki cok dikero bwir ko ner cereu.
280c240047	Mi yikom ti ki kakuk warka nubo an ne warke dor dikero bwir ko ci toke.
280c25003a	Ki kero nyii mweu an coknen ki kero nyii mweu an kuwa nen.
280c260070	Nyori kangem nob mulang kar kange Fariciyawa ciya Yecu nin ki “nii merangka, nyi cwiti nayi to yirom muneng”
280c270087	la Yecu yi ci ki, “Kom nubo bwir, kom nob burotumbo kaldo weu, ko do yirom ti mani k fiya ti no kebo ka wo Yunana nii tomangeu ce ri.
280c280077	Nyori Yunana da kuma taar, kakuko taar mor fwer jingi dur, na cuwo bi bwe nii an daa kume taar, kakuko taar mor bitine.
280c290097	Nubo niniba a kweni an tii kange nubo kaldo we ki kakuk wara, ci an kuwa ci wori cin yiloten ki fulen kerek Yunana ro, la to nii kange wo la Yunana wo.
280c2a008b	Liya bangeu an kweni kane nobo kaldo, an kuwaa ci. ca bou cile kale wo na ci nuwa yilen Culemanu ro, la to nii kange wo laa Culemanuweu wo.
280c2b0069	No yuwa tangbe ko bwir cerum nii nen di ki yaya fiyeni wo mwem mani yeu na ci fiya fobke, mani ca fiyati.
280c2c0062	La yi ki man yilaken lomiyo ma cerueweu. No ci yilaken di, can fiya luwa, nyinangum Yulangum yora.
280c2d0091	La con tuten kange kebceb niber wo bwira la ceu bou ciko na ci yi nyo, la cwile nii wo an bwira la wo fiyau, a yila nyo kange kaldo bwir ko wuro.
280c2e0068	La Yecu dibo tokka kereko nubo mwerum cineneu ri, nece kange yitobcebo bou tim kale, cwiti na cin to co.
280c2f0055	Kange yico, “To nemwe kange yitub mweb tirangum kale, cwiti na ci tok ker kange mo.
280c300035	Yecu yi co nii wo yico kereu, we nemi, we yitub mibo?
280c310060	La con taar kang ceko fiye be bei tomange ce nineu yico, “To” buro co nemi kange yitob mibo.
280c320059	No nii wo ma diker temi wo di kwama cwitiye ri, nii cuwo co nemi co nemi kange yitob mib.
280d010036	Ki kume cuwo Yecu cerum luwe nen, yan yiken kong caji.
280d020072	Nubo kila, kila mwerkani cinen la con doken mor na bire mwenge con yiken more ce tangne nubo ducce tiranken konge.
280d030055	La Yecu yici dikero kila-kila or dangke. Con yi ci “Nii fike kange yaken fik dumek.
280d040051	Kambo co fi tiye ri, kangum dumembo yarangken nure, bilibatine bou cibangum cuwo.
280d050059	Kangumbo yaranken fiye terentiyeu bitine mani yorau tabbo bwi cin kim wori bitine cuwabo.
280d06003b	La kakuko kwiuri cin comam wori ci manki niyeten cin kucom.
280d070050	Kangum dumembo yaranken tiber cuiyaktini, la cuiyakko dwiyangum di cakkangum ci.
280d08006c	Kangum dumembo yarangken bitine ken, ma nuni kangumbo kwini kwob, kangumbo kwini nukkun, angumbo kwini taar.
280d090019	Niwo ki tuweri ca nuwa”
280d0a0046	Bibei tomange bou yi Yecu “Ye bwi mo yi nubowo keroti mor dangke?”
280d0b0056	Yecu yii ci “Kom wi ki nure wo ka nyimom yurke liyare loh kwama, la ciye ci nencibo.
280d0c0059	Niwo cike an neten co naci fiya ducce, La nii wo mancike, bi dure cinneu an yumom cinnen.
280d0d007c	wori co dike bwi mi yici keroti ki dangke. To na ci ti toi ri mani ciya toti, tano citi nuwei ri ma ciya nuwati kaka nyimom.
