2a00000007	Lúcás
2a0f0400fc	Cía agaibhsi duine, agá bhfuil céad cáora, agus do léigfeadh áon díobh a mugha, nach bhfágann na naói gcaóiridh déug agus ceithre fichid ar an bhfásach, agus nach dtéid a ndiAigh na c aorach úd do chúaidh a mugha, nó go bhfafann sé í?
2a0f05004c	Agus ar na fagháil do, cuiridh sé go luathgháireach, í ar a ghnáillibh,
2a0f0600b7	Agus ar dteachd dá thigh dhó, goiridh se a cháirde agus a chomharsain a geanna chéile, ag rádh rIu, Déanuidh luathgháireleamsa; óir fuáir mé mo cháora do chuáidh a múgha.
2a0f0700ac	A derim ribh, gur ah mar sin bhias forbhfáilte ar neamh ar son éin pheaochach do mni is mó na ar son naói bhfréin dég agus fichid, ar nach bhfuil riachdanasaithrighe.
2a0f0800d1	Nó cía an bhean agá mbíadh deich mboinn, agus do léigfeadh si ááon bhonn diobh a mugha, nach lasadh solas, agus nach sguaibéochadh an tígh, agus nach íarrfadh go dithcheallach nó go bhághadh si é?
2a0f0900ae	Agus ar na fHagháil, goiridh sí a bancháirde agus a banchomharsain a gceann a chéile, ag radh, Deannidh gáideachas léamsa; óir fuáir mé mo bhonn do leig me a múgha.
2a0f0a006f	Mar an gcéadna, a deirim ribh, Bí gáirdeachas ar ainglibh Dé trí éin pheacthach amháin do ní aithrighe.
2a0f0b0041	Agus a dubhairt sé fós, Do bhádar días mac ag duine aáirghe:
2a0f0c0095	Agus a dubhairt an ti dob oige aca ré na athair, Athair, tabhair dhamh an chuid roitheas misi dod mhaóin. Aagus do roinn seision a mhaóin eatorra.
2a0f0d00ce	Agus tar éis bheagáin aimsire ag cruinniughadh a choda uile don mhac dob óige, do chúaidh sé air coigcrigh adtalamh imchían, agus do dhiombail sé ann sin a mhaóin lé na bheathaidh baoth-chaithfigh.
2a0f0e0085	Agus tar éis a choda uile do chaitheamh dho, déirih gorta romhór ann sa tir sin; agus do thosaigh seision ar bheith a ríachdanas.
2a0f0f0099	Agus do imigh sé roimhe agus do cheangal sé e fein do chaithruightheóir don tír sin; noch do chuir fána dhúitche a mach é do bhúachuilleachd muc.
2a0f10006e	Agus bá mhian leis a bhlog do Líonadh do na féithéoguibh do na muca: agus ní thugadh éanduine dhó íad.
2a0f1100a1	Agus an ta n do chuimhnigh sé air féin, a dubhairt sé, Gá mhéd luchd túarasdail matharsa agá bhfúil iomarcaidh aráin, agus misi ag dul a mugha le gorta!
2a0f120092	Fíréochaid mé agus rachaidh médionnsuighe mathar, agus déaruidh mé ris, A athair, do pheacaigh mé a naghaidh neimhe agus ad fhíadhnuisisi,
2a0f130060	Agus ní fín mé feasda do mhacsa do ghairm dhióm: déana mé mar áon dod luchd thúarasduil.
2a0f1400ed	Agus deirigh sé, agus do chuáidh sé dionnsuighe a athaar. Agus ar mbeith fós a gcíanúadh dhó do chonnaire a athair é, agus do ghabh truáighe mhór dhó é, agus ag rith dhó, do chrom sé fá na bhrághuid, agus do phóg sé é.
2a0f150093	Agus a dubhairt an mac ris, A athair, do pheacaigh méa naghuidh neimhe, agus ad fhiadhnuisisi, agus ní fiu mé feasda do mhacsa do ghairim dhiom.
2a0f1600b2	Agus a dubhhairt an tathair ré na shearbhoghantaibh, Tabhruidh an chuluidhein is fearr libh, agus cuireidh uime í; agus cuiridh fainne air a láimh, agus bróga air a chosaibh:
2a0f170061	Agus tuguidh libh agus marbhuidh, an láogh bíadhta; agus caitheam biadh, agus bíom go súgach:
2a0f1800a1	Oir fuáir mo mhac ann so bás, agus do aithbhéodhuigh sé: agus do chúaidh sé a mugha, agus friíth é. Ar a naddhbhar, sindo thionnsgnadar bheith go sugach.
2a0f190090	Achd do bhí an mac búdh seine aige air an machaire amuich: agus ar dteachd a ngar don tigh dho, do chúaluidh sé an céol agus na damhsaidhe.
2a0f1a0065	Agus ar ngairm aóin do na scarbhfhoghantuibh chuige dhó, dfiáfruidh sé dhe créd iad na neithesi?
2a0f1b008b	Agus a dubhairt seision ris, Do dhearbhráthairsi thánic: agus do mharbh hathair anláogh bíadhta, ar son go h˘fuair sé slán a ris é.
2a0f1c007e	Agus do ghabh fearg eision, agus nior bháill leis dul a sdeach: uimesin tháinic a athair amach, agus do ghoir sé chuige é.
2a0f1d00dd	Achd ar bhfreaga dhosan a dubhairt sé ris a athair, Feach, a timsi ag déanamh agus nior sháruigh mé haithne a riamh: gídheadh ní thug tú fin an mheannáin dhamh ariamh, ionnus go mbéinn go súgach rém cháirdibh:
2a0f1e0078	Achd an tan tháinic an macsa agad, do shlug do mhaóin a bhfochair mheirdreach, do mharbh tú an láogh ˘bíadhta dho.
2a0f1f0076	Achd a dubhairt seision ris, a mhic, atá tusa do gnáth am fhochair, agus na huile neithe is leamsa, is leachdsa iad.
2a0f2000d8	Achd do budh cóir dhúinn sugachas, agus forbháilteachas do dhéanamh; tré go raibh an dearbhathairsi agadsa tar éis bháis, agus gur aithbhéodhuigh sé; agus go ndeach aidh sé a mugha, agus gur fríth a ris e.
2a100100ad	Agus a dubhairt sé fós ré na dheisciobluibh, Do bhí duine saidhbhir áirighe ann, aga raibh sdíobhard; agus do rinneadh casasoid ris air, gur dhíomháil sé a mhaóin.
2a1002004e	Agus ar na ghairm chuige dho, a dubhairt sé ris, Créd é so do chluinim ort?
2a100300c6	Agus a dubhairt an sdíobhard ris féin, Créd do dhéana mé? óir atá mo thighearna ag buáin na sdíobhardachda dhióm; ní héidiir leam roghmhar do dheanamh: agus is nair leam déirc iarruidh.
2a10040092	Atá a fhios agam créd do dhéana mé, ionnas, an tan cuirfightear as an sdíobhardachd me, go ngéubhuidh síad chucha mé dá dtighthibh féin.
2a1005008f	Agus ar ngairm gach aóin leith dar dhligh a thighearna fiacha, a dubhairt sé ris an gcéd fhear, Gá mhéad a dhligheas mo thighearna dhíot?
2a1006009b	Agus a seis ion, Céd miosúr ola. Agus a dubhairt seision ris, Gabh chugad do sgríbhina, agus suidh go lúath, agus sgríobh a deich agus dá fhithchead.
2a100700db	Agus a dubhairt sé na dhiáigh sin ré duine eile, Créd dhlightear dhiotsa? Agus a dubhairt seision, Céad míosúr cruithneachda. Agus a dubhairt seision ris, Gabh chugad do sgríbhinn, agus sgriobh ceithre fithchid.
2a100800a7	Agus do mhol an tighearna sdíobhard na héugcóra, do bhrigh go ndearuidh sé ní glic: oír is glíoca clann an tsáoghailsi ná clann an tsolais iona gcinél féin.
2a100900b1	Agus a deirinsi ribh, Déanuidh cáirde dhibh féin lé sáidhbhreas na héagcóra; ionnus an tráth bhías uireasbhuibh oruibh, go nglacfuidh sibh ann a lóisdinibh siorruidhe.
2a100a009e	An tí atá ionnruic sa ní is lúgha ata sé ionnruic a móran; agus gidh bé atá éagcórach sa ní is lugha atá se éagcórach a mórán mar an gcéadna.
2a100b007f	Ar a nadhbharsin muna rabhabhairse fírinneacch ann sa tsaidhbhreas bhréagach, cia tháobhtas an saidhbhreas fírinneach ribh?
2a100c005e	Agus muna frioth ionnruic sibh a gcuid duine eile, cia bhearadh dhaóibh an ní is libh féin?
2a100d012b	Ní héidir le searbhfoghantuidhe ar bith seirbhis do dhéanamh do dhá thighearna: óir biáiddh fúath aige do neach aca, agus grádh don dara fear; nó ceangalfuidh sé do dhuine aca, agus do bhéara sé tarcuisne ar an dara fear. Ní héidir libh seirbhís do dhéanamh do dhía agus do Mhammon.
2a100e006a	Agus do Chúaladar fós, na Phairisnigh sanntacha, na neithesi uile: agus do rinniodar fonomhad faóision.
2a100f00f1	Agus a dubhairt seision ríu, Is sibhsi an dream sháorus sibh féin a bhfíadhnuisi na ndaoine; achd is aithnid do Dia bhur griodhethe: óir an ní atá fá mhóirchion a bhfiádhnuisi na ndaóine atá sé gráineamhnil a bhfiádhnuisi Dé.
2a101000a5	Do bhí an reachd agus na faighe ann go teachd Eóin: ó shin a leith atá rioghachd Dé dhá shiosgéuluhadh, agus atá gach uile dhuine ag déanamh foiréigin air.
2a10110055	Achd as usa neamh agus talamh do dhul thort, ná áonphunc don dligheaddh do thuitim.
2a1012009c	Gibh bé neach léigeas a bhean, agus phósus bean eile, do ní sé adhaltrannas: agus gidh bé bhéir an bheansin do leigeadh ó a do ní sé adhaltrannas.
2a1013009e	Achd do bhí duine saidhbhir áirgighe ann, agus is é bá héadach dhó purpuir agus sioda, agus do théigheaddh sé chum bídh go roshóghamhuil gach laói:
2a1014006a	Achd do bhí duine bochd áirgighe ann, dar Lás, do bhí na luidhe agá gheatasan, lán do chréachduibh,
2a1015009c	Agus ler mhían é féin do shásadh leis an sbruileach do thuiteadh do bhórd an duine saidbhir: agus do thigdís na madruidhe, agus do ligheas chréachda.
2a101600af	Agus tárla, go bhfuair an duine bochd bás, agus gur iomchradar na haingil go huchd Abramham é: agus mar an gcéadna fuáir an duine saidhbhir bás, agus do hadhluiceadh é;
2a1017008e	Agus ar mbeith dhó a nifearn a bpíanuibh do thóg sé a shúile súas, agus do chunnairc sé Abraham a bhfád Uadh, agus Lasarus ann a uchd.
2a101800da	Agus ar néimhghe dhósan an tansin a dubhairt sé, A athair Abraham, déana tócaire oram, agus cuir Lásarus do thumadh barr amheóir a nuisge, agus dfúaradh mo theangtha: óir ataim dom roiphíanadh an sa lasairsi.
2a101900d8	Achd a dubhairt Abraham, A mhic, cuimhnigh gur ghlac tusaneithe maithe le linn do bheith béo, agus Lásarus mar an gceadna droch neithe: achd atá sólas aigesion a nois dá fhágháil, agus atá tusa dod phíanadh.
2a101a00be	Agus do bhárr orrtha so uile, atá fodhomhain mhór ar na cur eadruinne agus sibhsi: ionnas nach Eidir leis na daóinibh lé budh mían é dul as so chugaibhsi: na teachd as sin, chuguinne.
2a101b0059	Agus a dubhairt seision, Maseadh, íarruim ort a athair, eision do chur go tigh matharsa:
2a101c008c	Oir atáid cúigear dearbhrathar agam; do thabhairt sgéul dóibh, ionnus nach dtiocfaidh siadsan mar an gcéadna ann sa nionadsa na péine.
2a101d004f	A deir Abraham ris, Atáid Maóisi agus na fáighe aca; éisdeadh síad riusan.
2a101e0086	Achd a dubhairt seísion, Ní hamhluidh atá, a athair Abraham: achd dá ndeachd duine ó na marbhuibh chuca, do dhéaindis aithrighe.
2a101f008d	Agus a dubhairt sé ris, Muna néisdidh siad ré Maóisi agus ris na fáighibh, dá néirgheadh duine ó mharbhuibh féin, ni chredidís dó.
2a11010080	Agus a dubhairt sé ris na deisciobluibh, Ní héidir nach dtíocfuid sgannalacha!: achd is trúagh don tí, tré a dtigid said!
2a11020086	Do bfearr dhó cloch mhuilinn do chur fá na mhuinéul, agus a theilgean ann sa bhfairrge, ná áon don mhuinntir bhigsi sgannlachadh.
2a11030095	Tabhraidh bhur naire dhíbh féin: Má pheacaigheann do dhearbhrathair ad aghaidh, imdhearg é; agus má ní sé aithrighe, tabhair maitheamhnus dó.
2a110400aa	Agus má pheacaigheann sé ad aghaidh seachd nuáire sa ló, agus go bhfillfe sé chugad seachd nuáire sa ló, ag rádh, Atá aithreachas oram; tabhair maitheamhnus dó.
2a11050048	Agus a dubhradar na heasbuil ris, A Thighearna, méuduigh ar gcreideamh.
2a110600db	Agus a dubhairt an Tighearna, Dá mbeith oiread ghráinne musdaird do chreideamh aguibh, déaradh sibh ris a gcrann sicaminso, Eirigh as do fhréamhach, agus curthar an sa bhfairge thú; agus do umhlochadh sé dhaóibh.
2a110700c1	Agus cía aguibh, agá bhfuil searbhfhoghantuidhe a treabhadh no a coimhéd treada, lé a naibéoradh sé ar an mball, an tan do thiocfadh sé ón bhfearann, Imthigh agus suidh sios ar an bord?
2a110800c5	Achd a né nach aibéora sé ris, Ullmhuigh an ní íosas mé ar mo shuiper, agus cuir do chrios thort, agus fritheóil damhsa, no go nithe mé agus go nibhe mé; agus tar éisi sin ithsi agus ibh?
2a11090085	An mbía buidheachas aige ar a tsearbhfhoghantuidhe úd do bhrigh go ndearna sé na neithe do haithneadh dhe? Ní shaóilim gormbía.
2a110a00cf	Augs is mar sin dáoibhsi, an tan do dhéantaói gach uile ní dár haithniughadh dhíbh, abruidh, Is searbhfhoghantuidhe neamhtharbhacha sinn: óir do rinneamar an ni do bhi dfíachaibh oruinn do dhéanamh.
2a110b0067	Agus tárla, ag dul súas dó go Hierúsalém, gur ghabh sé sé tré lár na Samária agus na Galilé.
2a110c007a	Agus an tráth do chuáidh sé a sdeach go baile áirighe, tárladar deithneabhar fir lóbhar air, do sheas a bhfad úadh:
2a110d0059	Agus do árduigheadar a nguth, ag rádh, A Iósa, a Mhaighisdir, déana trócaire oruinn.
2a110e00a2	Agus an tan do chunnairc sé íad, a dubhairt sé riu, Imthighidh foillsighidh sibh féin do na sagartuibh. Agus tárla, ag imtheachd doibhsion, gur glanadh íad.
2a110f006e	Achd fear aca, mar do chuinnairc sé é féin ar na shlánughadh, dfill sé air, ag moladh Dé do ghuth mhór,
2a11100071	Agus do thuit sé ar a aghuidh agá chosaibhsean, ag breith bhuidheachais ris: agus budh Samaritánach an fearso.
2a1111007c	Agus ar bhfreagra Diósa a dubhairt sé, A né nach bhfuilid deithneabhar ar na nglanadh? agus a náonbhar cáit a bhfuilid?
2a1112004f	Níor frith ag filleadh do thabhairt gloíre do Dhía, achd an coigcrigheachso.
2a11130052	Agus a dubhairt sé ris, Eirigh, imthigh romhad: do shlánuigh do chreideamh thú.
2a111400a6	Agus an tan dfiafruigh na Phairisinigh dhe, Cía an tráth thiocfadh riogháchd Dé, do fhreagair sé iád agus a dubhairt sé, Ní thiocfa rioghachd Dé récoimhéd.
2a11150077	Agus ní aibheóruid said, Féuch ann so! nó, féuch ann súd! oír, féuch, atá ríoghachd Dé aguibh an bhus measg.
2a11160099	Agus a dubhairt sé ré na dheisciobluibh, Tiocfuidh a naimsir, an a mbia míangus oruibh áon do laéthibh Mhic an duine dfaicsin, agus ní fhaicfithí.
2a11170068	Agus a déarúid said ribh, Féuch ann so; nó, féuch ann so: achd ná himthigh, agus na leanuidh iád.
2a111800a3	Oír amhuil agus mar dheallruigheas an tinnteach, shoillsigheas ó náird go chéile fáoi neamh, is mar sín bhiás Mac an duine mart an gcéndna ann a lá féin.
2a1119004c	Achd is éigin dó ar tús mórán dfulang, agus a dhiultadh ón chineadhsa.
2a111a0057	Agus mar do tharla a laéthibh Náoi, is mar sin fós bhiás a laéthibh Mhic an duine.
2a111b00a4	Do bhádar ag ithe, ag ibhe, ag posadh, agus ag tabhairt chum posda, gus an lá ann a ndeachaidh Náoi do náirc, agus táinic an dile, agus do sgris sí iád uile.
2a111c008d	Agus ar a nós gcéadna mar tharla a laéthibh Lot; do bhádar ag ithe, ag ibhe, ag ceannach, ag reic, ag plantugheadh, ag tógbhail tighthe;
2a111d0073	Achd an lá ann a ndeachaidh Lot amach as Sodom do fearadh teine agus ruibh ó neamh, agus do sgrios sé iúd uile.
2a111e0043	Is da réir so bhias ar an lá ann a bhfoillseochthar Mac an duine.
2a111f00b7	Ann sa lá sin, an té bhiás a tigh, agus a mháoin ann sa tighsin, ná tuirlingeadh sé chum a dtógbhála: agus an tí atá ar an machaire, na casadh sé tar a ais mar an gcéadna.
2a1120001a	Cuimhnighe ar mhnáoi Lot.
2a11210075	Gidh bé neach iárrfas a anam féin do shabháil caillfidh sé é; agus gidh bé chaillfeasa anam beodhfuidh sé é.
2a1122007c	A deirim ribh, béid diás a náoinleabaigh ann sa noidhche úd; geubhthar lé háon aca, agus fúighfighthear an fear eile.
2a1123006f	Beid diás ban ag bróinteórachd a náoinfheachd; géubhthar lé mnáoi aca, agus fuigfighthear an dara bhean.
2a1124005a	Beid diás fear ar an machaire; géubhthar lé háon aca, agus fuigfighthear an fear eile.
2a112500ac	Agus ar bhfreaga dhóibhsion a deirid ris, Gá háit, a Thighearna? Agus a dubhairt seision riú, Gidh bé ball a mbíu an corp, is ann sin fós chruinneochthar na hiolair.
2a12010079	Agus a dubhairt sé fós cosamhlachd riú, gur ab éigin urnuighthe dhéanamh do ghnáth, agus gan a bheith leisgeamhuil.
2a1202007a	Ag rádh, Do bhí breitheamh áirighe a gcathraigh áirghe, air nach raibh eagla Dé, agus ag nach raibh onoír do dhuine:
2a12030076	Agus do bhí baintreabhach áirighe ann sa chathruighsin noch tháinic chuige, ag rádh, Cóirigh mé air measgcaruid.
2a1204009f	Agus niór bháill leision ar feadh tamuill: achd tar éis sin a dubhairt sé ris féin, Ce nach bhfuil eagla Dé oram, agus nach bhfuil onóir agam do dhuine;
2a12050088	Gidheadh do bhrígh go mbuaidhreann an bhaintreabhachsa mé dioghóla mé í, do chum nach dtiocfadh sé fá dheireadh dom bhuaidhreadh.
2a1206004b	Agus a dubhairt an Tighearna, Eisdidh créd a deir breitheamh na héagcora.
2a1207008b	A né nach déana Diá dioghaltas ar son a dháoine toghtha féin, éimhgheas air do lá agus doidhche, ge atá foighid aige na ttimcheall?
2a1208008f	A deirim ribh go ndéana sé dioghaltas ar a son go lúath. Achd cheanna an tan thiocfas Mac an duine, an bhfuighe sé creideamh ar an dtalamh?
2a12090082	Agus fós ré dreim do sháoil iád féin bheith na bhfiréain, agus do tharcasinigh cách eile, a dubhairt sé an chosamhlachdsa:
2a120a0087	Do chúadár días do dháoinibh súas don teampall do dhéanamh urnuighe; áon aca na Phairisíneach, agus araile na phúibliocánach.
2a120b00de	Ar seasamh don Phairisíneach do bhí sé guidhe mar so leis féin, A Dhiá, beirim buidheachas riot, nach bhfuilim mar atáid dáoine eile, a luchd fuáduigh, éugcórach, adhaltrannach, nó fós mar an bpuibliocánachsa.
2a120c005c	Troisgim fá dhó ann sa tseachdmhuin, do bheirim deachmhuidh as gach ní dhá sealbhuighim.
2a120d00ca	Agus ar seasamh don phuíbliocán, a bhfád úadh, nior bháill leis fiú a shúl do thogháil suás chum neimhe, achd do bhuaileadh sé a uchd, ag rádh, A Dhía déana trócaire oramsa an peachthacht.
2a120e0095	A deirim ribh, go dtáinic an tési a núas dá thigh féin na fhiréanach ni is mó na fear úd: óir gidh bé ísligheas é féin áirdeochthar é.
2a120f0088	Agus fós tugadar chuige náoidheanain, ionnus go mbeanfadh sé ríu; agus an tan do chuncadar na deísciobuil so, do imdheargadar íad.
2a121000a8	Achd ar ngairm na leanabh Díosa chuige, a dubhairt sé, Fuilngidh na leinbh do theachd chugamsa, agus ná toirmeasguidh íad: óir is lé na leitheid so rioghachd Dé.
2a12110083	A deirim ribh go fírinneach, Gidh bé nach géubha chuige rioghachd Dé mar náoidheanán nach racha sé go bráth a sdeach innte.
2a1212008d	Agus a dfafruigh úachdarán áirighe dhe, ag rádh, A Mhaighisdir mhaith, créd do dhéana mé lé a sealbhócha mé an bheatha mharthanach?
2a12130073	Agus a dubhairt Iósa ris, Créd fá ngoireann tú máith dhiomsa? ní bhfuil éinnrach maith, achd Día, amaháin.
2a121400a7	Atá éolos na naitheantadh agad, Ná déana adhaltranas, Ná déana dunmharbhadh, Na déana goid, Ná déana fiadhnuisi bhréige, Onóiruigh hathair agus do mhathair.
2a12150046	Agus a dubhairt seision, Do choimhéid mé na neithesi uile óm óige.
2a121600bc	Agus ar na cclos so Díosa, a dubhairt sé ris, Atá éinni fós duireasbhuidh ort: reac a bhfuil agad, agus roinn ar na bochduibh, agus bíaidh cisde ar neamh agad: agus tárr, lean misi.
2a1217005a	Agus ar na chloinnsin so dhósan, do ghlac tuirse mhór é: óir do bhí sé roshaidhbhir.
2a1218009d	Agus an tan do chunnairc Iósa go ráibh sé lán do dhobrón, a dubhairt sé, Créd é a dheacrachd do na dáoinibh sáidhbhre dul a sdeach a rioghachd Dé!
2a12190067	Oír is usa camhall do dhul tri chró snáthuide ná do dhuine shaidhbhir dul a sdeach a rioghachd Dé.
2a121a0055	Agus a dubhrádar an dream do chúalaidh so, Máseadh cía as éidir do shlánughadh?
2a121b005e	Achd a dubhairt seision, Na neithe ata dó dhéanta ag na dáoinibh atáid so dhéanta ag Dia.
2a121c0059	Agus a dubhairt Peadar, Féuch, do fhágamairne na huile neithe, agus do leanamair thusa.
2a121d00d7	Agus a dubhairt seision riú. A deirimsi ribh go firinneach, Nach bhfuil éinneach do fhág a thigh, ná á athair ná a mhathtair, ná a dhearbhraithreacha, ná a bhean phósda, ná a chlann, ar son rioghachda Dé.
2a121e0072	Nach nglacfa sé mórán ní sa mhó ann sa naimsirso, agus an bheatha mharthanach an sa tsáoghal atá ag teachd.
2a121f00d0	Agus ar mbreith an dá fhear déag leis Diósa, a dubhairt sé riu, Féuch, téaghmáoid súas go Hiárusalem, agus críochnóchthar a dtimcheall Mhic an duine na huile neithe atá sgriobhtha ag na fáighibh.
2a12200088	Oír do bhéarthar do na Cineadhachaibh é, agus do dhéuntar fonnomhad faoi, agus maisleóchthar é, agus géubhthar do shelighibh air:
2a1221004f	Agus ar na sgiúrsadh dhóibh muifid achd éireóchaidh sé a ris an treas lá.
2a12220092	Agus niór thuigeadarsan éin ní dhíobh so: agus do bhádar na briáthrasa foluighthe uátha, agus níor aithnigheadar na neithe a dubhradh ann.
2a1223006e	Agus tárla, an tan do dhrnid sé ré Ierico, gur shuidh dall áirighe chois na sligheadh ag iarruidh déirce:
2a12240059	Agus an tan do chúaluidh sé an slúagh ag gabháil thairis, dfiafruidh sé créd é so.
2a12250049	Agus dinniseadar dhó, gur ab é Iósa Nasardha do bhí gabháil thairis.
2a1226004d	Agus do éigh seision ag rádh, A Iósa, a mhic Daibhi dénna trócaire oram.
2a122700a1	Agus an dream do bhí roimhe do imdheargadar é, ionnus go mbíadh se na thochd: achd is moide do éighmheadh seision sin, A mhic Dáibhi, déana trócaire oram.
2a1228006c	Agus ar seasamh Díosa, do aithim sé a thabhairt chuige: agus an tan do dhruid sé ris, dfiafruidh sé dhe,
2a12290076	Ag rádh, Créd is mián leachd misi do dhéana dhuit? Agus a dubhairt seision, A Thighearna, mo radharc aiseag dhamh.
2a122a0054	Agus a dubhairt Iósa ris, Bíodh do radharc agad: do shlánuigh do chreideamh thú.
2a122b00a4	Agus do fúair sé a radharc ar an mball, agus do lean sé eisean, ag tabhairt glóire do Dhiá: agus an tan do chunnaire an pobal uile so, tugadar moladh do Dhía.
2a1301003d	Agus ar ndol a sdeach go Iérico Diosa do ghabh sé thríthe.
2a13020084	Agus, féuch, do bhí duine áirighe ann dár bhainm Sachéus, do bhi na úachdarán air na publiocáin, agus do bhí sé saidhbhir.
2a1303007c	Agus do bhí fonn air fhaicsin cia hé Iósa; agus níor bhéidir ris ón tslúagh, tré go raibh sér ísiol do phearsainn.
2a1304008b	Agus ag rith roimhe dhó, do chuáidh sé súas a gcrann sicamor ionnus go bhfaicfeadh sé é: óir do bhi fáoi an tslighsin do ghabháil.
2a130500da	Agus an tan tháinic Iósa chum na háitesin, ar bhféachain súas dó, chúnnairc sé eision, agus a dubhairt sé ris, A Shachéus, tuirrling go deifreach; óir is ad thigh is éigin damhsa comhnuidhe dhéanamh a niu.
2a13060062	Agus ag deifriúghadh dhósan, do thuirrling sé, agus do ghabh sé chuige é go luáthgháireach.
2a1307008c	Agus an tan do chunncadar cách uile so, do rinniodar munbhar, ag rádh, Go ndeáchaigh sé a sdeach air áoidheachd dionnsuighe peacthaich.
2a130800d3	Agus ag seasamh do Shachéus, a dubhairt sé ris an Tighearna; Féuch, a Thighearna, do bheirim leath mo mháoine do na bochdaibh; agus má mbeall mé duine air bith a néinní, do bheirim dhó a cheithre oirid.
2a13090075	Agus a dubhairt Iósa ris, A niugh thárla sláinte don tighsi, do bhrígh do bhfuil seisean fós na mhac ag Abraham.
2a130a0056	Oír tháinic Mac an duine diárruidh agus do shlánughadh an ní do chúaidh a mugha.
2a130b00cb	Agus ag éisdeachd dóibhsean leis so, do chuir sé leis agus a dubhairt sé cosamhlachd, tré go raibh sé láimh ré Hiarúsalem, agus gur sháoileadarsan nach fada go bhfoillseochtháoi rioghachd Dé.
2a130c0092	Ar a nadhbharsin a dubhairt se, Do chúaidh duine uasal áirighe a régión imchían do ghabháil rioghachda dhó féin, agus dfilleadh air a ais.
2a130d0096	Agus ar ngairm a dhéichneabhar searbhfhoghantuighe dhó, tug sé deich bpunta dhóibh, agus a dubahirt sé riú, Déunuidh gnothuigh nó go dtig mé.
2a130e0092	Achd do bhí fúath ag luchd a chaithreach dhó, agus do chuireadar teachdaireachd na dhiáigh, ag rádh, Ní hail linn é so do ríoghadh oruinn.
2a130f00dc	Agus tárla, an tan do fhill sé, ar ngabháil na rioghachda chuige, gur nithin sé na searbhfhoghantaighe úd da dtug sé an tairgead, do ghairm chuige, ionnus go mbiadh a fhios aige créud do ghnodhuigh gách áon aca.
2a13100059	Agus táinic án céadduine, ag rádh A thighearna, do ghnodhuigh do phiosa deich bpiosa.
2a131100a3	Agus a dubhaiort seision ris, Is maith sin, a shearbhfhoghantuighe mhait: óir do bhí tú firinneach ar bheagán, bíodh cumhachda agad ar dheich gcaithreachaibh.
2a13120053	Agus táinic an dara fear, ag rádh, A thighearna, do rinne do phíosa cúig piosa.
2a1313004d	Agus a dubhairt ris an tesi, Bisi mar an gcéadna ós cionn cuig gcaithreach.
2a1314006e	Agus táinic fear eile chuige, ag rádh, A thighearna, féuch, do phiosa do bhí agamsa a ttaisgidh a naipcin:
2a13150099	Oír do bhi heaglasa oram, tré gnr duine foghruáma thú: tógbhuidh tú súas an ui nár chuir tú siós, agus beanuidh tí an ní nar shiólchuir tú.
2a131600e5	A dubhairtsion ris, As do bhéul féin do bheir imbreith ort, a dhriochshearbhfhoghantaigh. Do bhí a fhios agad gur dhuine forghrúama misi, thogbhus súas an ni nach ar chuir mé siós, agus bheanas an ni nach ar shíochuir me:
2a13170087	Ar a nadhbharsin créd fá nar chuir tusa mo chuid airgid ann sa mbane, agus ar dteachd damhsa do thóigeubhuinn é maille lé biseach?
2a1318008e	Agus a dubhairt sé ris an muinntir do bhi na seasamh, Tóguidh úadh an piósa, agus tabhruidh don té úd agá bhfuilid na deich bpiósa é.
2a13190042	(Agus a dubhradarsan ris, A thighearna, atáid deich bpiosa aige.)
2a131a0086	Oír a deirin ribh, Gur ab do gach áon agá bhfuil do bhéarthar; agus an té ag nach bhfuil, beanfuighear dhe fós an ní atá aige.
2a131b007d	Tabhruidh libh ann so, na naimhde úd agamsa, le nar bháill misi do rioghagh ós a gceann, agus marbhaidh am fiadhnuisi iad.
2a131c0048	Agus ar na rádh so, do chúaidh sé rompa, ag dul súas go Hiarasaleim.
2a131d00a6	Agus tárla, an tan do dhruid sé lé Betpháge agus ré Betánia, láimh ris a tsliabh da ngoirthear slíabh na Noluidhe, gur chuir sé dias da dheisciobluibh úadh,
2a131e00bc	Ag rádh, Imthighidh don bhaile atá as bhur gcomhair; ar ndul a sdeach ann dáoibh do gheabhtháoi searrach ceangailte, ar na shuidh áon nduine riamh: sgáoilidh, agus tabhruidh libh é.
2a131f008a	Agus dá bhfiafruidhe éin neach dhibh, Créd fa sgáoiltí é? is mar so a déartháoi ris, Ar son go bhfuil féidhm ag an Tighearna air.
2a1320004a	Agus ar nimtheachd do na teachairidhibh, fúaradar mar a dubhairt sé riu.
2a13210072	Agus ar sgáoileadh an tsearraigh dhóibhsion, a dubhradar a thighearnuidhe riu, Créd fá sgáoiltí an searrach?
2a13220041	Agus a dubhradarsan, Tré go bhfuil féidhim ad an Tighearna air.
2a13230064	Agus rugadar léo é chum Iósa: agus ar dteilgean a mbrat ar a tséarrach, do chuireadar Iósa air.
2a13240048	Agus ag imtheachd dósan, do leathnuigheadar a néadhuighe ar a tslighe.
2a132500d6	Agus an tan do dhruid sé a bhogus, ré casaigh shléibhe na Noluidheadh, do thionnsgain an chuideacha dheisciobal uile go lúathgháireach Dia do mholadh do ghuth mhór ar son gach uile subhailcighe dá bhfacadur;
2a1326006e	Ag rádh, Is beannaighe an Rí thig a nainm an Tighearna: sióthcháin ar neamh, agus glóir an sna bárduibh.
