0100000008	Suencuek
01080b0098	Hlaem vaengah vahui te amah taengla ham paan hatah a hmui dongah olive hnah thingsuep pueng ne. Te dongah diklai kah tui kak coeng tila Noah loh a ming.
01080c005a	Te phoeiah hnin rhih a rhing bal tih vahui te a tueih dae anih taengla koep bal voel pawh.
01080d00be	Kum ya rhuk neh kum khat, hla lamhmacuek, lamhmacuek khohnin ah diklai hmankah tui te kak. Te dongah Noah loh lawng kah imphu te a khoe tih a sawt vaengah diklai hman te phueihuet la a hmuh.
01080e0046	Te dongah a hla bae hnin kul neh hnin rhih nen tah diklai phuei coeng.
01080f0029	Te phoeiah Pathen loh Noah te a voek tih,
010810006e	“Namah khaw, na yuu khaw, na ca rhoek khaw, namah taengkah na langa rhoek khaw, lawng khui lamkah halo laeh.
01081100e4	Pumsa boeih khuiah namah taengkah aka om mulhing boeih neh vaa boeih khaw, rhamsa neh diklai ah rhuicai aka yuel boeih khaw diklai ah luem tih a pungtai vaengah diklai ah ping sak ham namah taengah khuen rhoe khuen,” a ti nah.
0108120050	Te dongah Noah neh a ca rhoek khaw, a yuu neh a langa rhoek khaw, hmaih halo uh.
0108130076	mulhing boeih neh rhulcai boeih khaw, vaa boeih neh diklai ah aka colh boeih lawng dong lamloh amah huiko neh pawk uh.
01081400a8	Te phoeiah Noah loh BOEIPA taengah hmueihtuk a suem. Rhamsa boeih khuikah aka caih neh vaa boeih khuikah aka caih te a loh tih hmueihtuk dongah hmueihhlutnah la a nawn.
010815011f	BOEIPA loh a hmuehmuei te a huep vaengah a botui. Te dongah BOEIPA loh a lungbuei ah, “Hlang kah lungbuei benbonah he a camoe lamkah thae cakhaw hlang kong ah diklai te thaephoei thil ham ka khoep voel mahpawh. Te dongah mulhing boeih ka saii vanbangla ngawn ham ka khoep voel mahpawh.
010816009f	Diklai a tue boeih a om khuiah cangti tue neh cangah tue khaw, khosik neh khobae khaw, khohal neh sikca khaw, khoyin neh khothaih khaw paa uh mahpawh,” a ti.
010901008a	Te vaengah Pathen loh Noah neh a ca rhoek te yoethen a paek tih amih taengah, “Pungtai uh lamtah na ping uh vaengah diklai te khulae uh.
01090200be	Nangmih kah rhimomnah neh na paepnah tah diklai mulhing boeih so neh vaan kah vaa boeih soah, diklai ah aka colh boeih soah, tuitunli kah nga boeih soah om ni. Nangmih kut ah kam paek coeng.
010903007a	A cungkuem he nangmih taengah kan paek tih mulhing rhulcai boeih khaw baelhing hingsuep bangla nangmih ham cakok la om ni.
0109040033	Tedae maeh kah a hinglu a thii te na ca uh mahpawh.
01090500cb	Te phoeiah nangmih kah hinglu ham nangmih kah thii te hmantang la ka suk ni. Mulhing boeih kah kut lamkah khaw ka suk vetih Hlang kut lamkah khaw, a manuca kut lamkah khaw, hlang kah hinglu te ka suk ni.
0109060068	Hlang he Pathen kah muei la a saii dongah hlang kah thii aka long sak hlang tetah amah thii long van ni.
0109070052	Tedae nangmih tah pungtai uh lamtah ping uh. Diklai hmanah luem uh lamtah ping uh.
0109080042	Te phoeiah Pathen loh Noah neh amah taengkah a ca rhoek te a voek.
0109090056	Te vaengah, “Kamah loh ka paipi he, nang taeng neh nang phoeikah na tiingan taengah,
01090a00e8	nang taengkah aka hing hinglu boeih taengah, vaa taengah, rhamsa taengah khaw, diklai mulhing boeih taengah khaw, nangmih taeng neh lawng khui lamkah aka lo boeih taengah khaw, diklai mulhing boeih taengah khaw, ka cak sak coeng ne.
01090b00aa	Nangmih taengah ka paipi te ka ling coeng dongah pumsa boeih te tuilii tui neh koep ka huih voel mahpawh. Diklai he phae ham tuilii khaw koep om voel mahpawh he,” a ti.
01090c00b3	Te phoeiah Pathen loh, “Kai loh kamah laklo neh nang laklo ah, khaw aka hing hinglu boeih laklo neh kumhal ham nangmih kah thawnpuei taengah ka paek paipi kah miknoek tah he ni.
01090d006c	Kai kah pampacung te cingmai dongah ka khueh vetih kai laklo neh diklai laklo ah paipi kah miknoek la om ni.
01090e0052	Diklai hmanah cingmai ka om sak vaengah pampacung te khaw cingmai dongah tueng ni.
01090f00bc	Te vaengah pumsa boeih phae ham tuilii tui koep halo voel boel saeh tila kai laklo neh nangmih laklo ah khaw, aka hing hinglu boeih neh pumsa boeih taengah ka khueh ka paipi te ka poek ni.
01091000a3	Cingmai dongah pampacung te a om vaengah ka sawt vetih Pathen laklo neh diklai hmankah aka hing hinglu boeih, pumsa boeih neh ka khueh dungyan paipi te ka poek ni.
010911008e	Te dongah Pathen loh Noah taengah, “Hekah he tah kai laklo neh diklai hmanah pumsa boeih laklo ah ka ling paipi kah miknoek ni,” a ti nah.
010912006e	Lawng khui lamkah halo uh vaengah Noah ca rhoek Shem, Ham, Japheth, om uh tih Ham tah Kanaan kah a napa la om.
010913004e	Amih pathum tah Noah kah a ca rhoek tih amih lamkah ni diklai pum ah a hae uh.
0109140037	Te vaengah Noah te lo tawn hlang la om tih misur a tue.
0109150046	Te dongah misurtui te a ok tih a rhuihmil dongah a dap khui ah rha uh.
010916005e	Kanaan napa Ham loh a napa kah a yah te a hmuh vaengah kawtpoeng kah a maya rhoi taengah puen.
01091700f5	Tedae Shem neh Japheth long tah himbai te a loh rhoi tih amamih rhoi kah a nam ah a khueh rhoi. Te phoeiah a hnuk long caehnawt rhoi tih a napa kah a yah te a khuk pah rhoi. Tedae a hmai khoep a hoi rhoi dongah a napa kah a yah te hmu rhoi pawh.
010918005a	Noah te misurtui a lamloh a haenghang vaengah a capa a noi loh anih soah a saii te a ming.
0109190070	Te dongah Kanaan taengah thae a phoei tih, “A maya rhoi taengah sal rhoek khuikah sal la om saeh,” a ti nah.
01091a005e	Te phoeiah, “Shem kah BOEIPA Pathen te a yoethen saeh lamtah anih ham sal la Kanaan om saeh.
01091b006f	Pathen loh Japheth te yoek saeh lamtah Shem kah dap khuiah rhaehrhong saeh. Kanaan tah anih ham sal la om saeh.
01091c0043	Tuilii phoei lamkah Noah te kum ya thum neh kum sawmnga hing coeng.
01091d0053	Te dongah Noah kah khohnin he a pum la kum ya ko neh kum sawmnga a lo phoeiah duek.
010a01007b	Te phoeiah hekah he tah Noah ca rhoek Shem, Ham, neh Japheth neh tuilii phoeiah amih loh a sak a ca rhoek kah rhuirhong ni.
010a02004c	Japheth ca rhoek la Gomer, Magog, Madai, Javan, Tubal, Meshek, neh Tiras om.
010a03003f	Te phoeiah Gomer ca rhoek la Ashkenaz, Riphath neh Togarmah om.
010a040047	Te phoeiah Javan ca rhoek la Elishah, Tarshish, Kittim, neh Dodanim om.
010a050073	Amih lamkah ni sanglak kah namtom loh amah khohmuen la amah ol neh amah huiko loh amah namtu khuiah rhip a caeh uh.
010a06003e	Te phoeiah Ham ca rhoek la Khusah, Mizraim, Put neh Kanaan om.
010a070073	Te phoeiah Kusah ca rhoek la Seba, Havilah, Sabtah, Raamah neh Sabteka om tih Raamah ca rhoi la Sheba neh Dedan om.
010a08005c	Te phoeiah Kusah loh Nimrod te a sak tih anih te diklai hmankah hlangrhalh lamhmacuek la om.
010a09007b	Anih te BOEIPA mikhmuh ah sayuep hlangrhalh la a om van dongah, “BOEIPA hmai ah sayuep hlangrhalh Nimrod van ni,” a ti.
010a0a0058	Te dongah anih kah khohmuen a tongnah tah Babylon, Erek, Akkad neh Shinar ram Kalneh ni.
010a0b004f	Te khohmuen lamkah Assyria la cet tih Nineveh, Rehobothir, neh Kalah te a thoh.
010a0c004c	Te phoeiah Nineveh laklo neh Kalah laklo kah Resen te tah khopuei len la om.
010a0d004a	Te phoeiah Mizraim loh Ludim khaw, Anamim khaw, Lehabim neh Naptuhim khaw,
010a0e0047	Pathrusim neh Philisti lamkah aka lo Kasluhim neh Kapthorim khaw a sak.
010a0f002b	Kanaan loh a caming la Sidon phoeiah Kheth,
010a100018	Jebusi, Amori, Girhashi,
010a110015	Khivee, Arkit, Sinih,
010a12004e	Arvadi, Zemari, neh Hamathiti te a sak tih a hnukah Kanaan koca la taekyak uh.
010a130095	Te phoeiah Kanaani kah khorhi aka om te Sidon lamkah Gerar benkah Gaza due na cet ni. Sodom taengkah Gomorrah, Admah, Zeboim neh Lasha due na cet ni.
010a140053	Hekah he amah khohmuen ah amah namtu kah ol, amah huiko neh aka om Ham ca rhoek ni.
010a15004c	A ham Japheth mana, Eber ca rhoek boeih kah a napa Shem long khaw, ca a sak.
010a160038	Shem koca ah Elam neh Assyria, Arpaxad, Lud neh Aram om.
010a17002e	Aram ca rhoek la Uz, Huul, Gether neh Mash om.
010a18003e	Arphashad long khaw Shelah a sak tih Shelah loh Eber te a sak.
010a190085	Eber te ca panit a sak dae anih tue vaengah khohmuen a tael dongah pakhat kah a ming te Palak la om tih a mana ming te Yoktawn la om.
010a1a0031	Yoktawn loh Almodad, Sheleph, Hazarmaveth, Jerah,
010a1b0016	Hadoram, Uzal, Diklah,
010a1c0015	Obal, Abimael, Sheba,
010a1d0048	Ophir, Havilah, neh Jobab a sak. Te rhoek te Yawktawn kah a ca boeih ni.
010a1e0059	Te dongah Mesha lamkah Sephar khothoeng tlang due na caeh vaengah amih kah tolrhum la om.
010a1f005f	Hekah rhoek he amah namtu neh amah khorhi ah amah ol la amah huiko neh aka om Shem ca rhoek ni.
010a2000a7	He tah amah namtu ah amamih kah rhuirhong la aka om Noah ca rhoek kah a huiko rhoek ni. Te dongah tuilii phoeiah he lamkah ni namtom rhoek loh diklai hmanah a yaal uh.
010b010038	Te vaengah diklai pum ah ol pakhat neh olka thikat laom.
010b020069	Tedae amih te khothoeng la a puen uh hatah Shinar khohmuen ah kolbawn a hmuh uh tih teah te kho a sak uh.
010b0300bf	Te vaengah hlang loh a hui taengah, “Halo, laiboeng sai uh sih lamtah hmai neh tik uh sih,” a ti uh. Te dongah lungto yueng la laiboeng te a khueh tih taplai yueng la lungpaat a khueh uh.
010b0400bc	Te vaengah, “Lo lah, mamih ham khopuei neh rhaltoengim khaw, a soi te vaan duela sa uh sih. Te dongah mamih ham ming khueh sih, diklai pum kah mikhmuh ah vik n'taekyak uh ve,” a ti uh.
010b05005e	Tedae khopuei te hmuh ham BOEIPA ha pawk vaengah hlang ca rhoek loh rhaltoengim te ana sak uh.
010b06009b	BOEIPA loh amih he pilnam pakhat neh ol pakhat la boeih a om uh dongah saii ham a mangtaeng uh khaw saii ham a tong uh hatah amih ham lol tlaih pawt la he!
010b07007a	Ceh, suntla uh sih lamtah amih ol te thoek pah sih. Te daengah ni hlang loh a hui kah hmuilai te a yaak pawt eh?,” a ti.
010b080061	Te dongah BOEIPA loh amih te diklai hman boeih ah a taekyak tih khopuei thoh ham khaw a toeng uh.
010b09009a	He kongah BOEIPA loh diklai pum kah ol he pahoi a thoek pah tih a ming te Babylon a sui. Te lamlong tah BOEIPA loh amih te diklai hman boeih ah a taekyak.
010b0a0067	Hekah he Shem kah rhuirhong ni. Shem te kum yakhat lo ca coeng tih tuilii kum phoeiah Arpaxad te a sak.
010b0b005a	Arpaxad te a sak phoeiah Shem khaw kum ya nga hing tih capa rhoek neh canu rhoek te a sak.
010b0c0043	Arpaxad khaw kum sawmthum neh kum nga a lo vaengah Shelah te a sak.
010b0d006a	Shelah te a sak phoeiah Arpaxad khaw kum ya li neh kum thum hing tih a capa rhoek neh canu rhoek te a sak.
010b0e0034	Shelah khaw kum sawmthum a lo vaengah Eber te a sak.
010b0f0065	Eber te a sak phoeiah Shelah khaw kum ya li neh kum thum hing tih capa rhoek neh canu rhoek te a sak.
010b10003e	Eber khaw kum sawmthum neh kum li a lo vaengah Palak te a sak.
010b110068	Palak te a sak phoeiah Eber khaw kum ya li neh kum sawmthum hing tih capa rhoek neh canu rhoek te a sak.
010b120032	Palak khaw kum sawmthum a lo vaengah Reu te a sak.
010b130062	Reu te a sak phoeiah Palak khaw kum yahnih neh kum ko hing tih capa rhoek neh canu rhoek te a sak.
010b14003e	Reu khaw kum sawmthum neh kum nit a lo vaengah Seruk te a sak.
010b150060	Seruk te a sak phoeiah Reu khaw kum ya neh kum rhih hing tih capa rhoek neh canu rhoek te a sak.
010b160035	Seruk khaw kum sawmthum a lo vaengah Nakhaw te a sak.
010b17005a	Nakhaw te a sak phoeiah Seruk khaw kum yahnih hing tih capa rhoek neh canu rhoek te a sak.
010b18003b	Nakhaw khaw kum kul neh kum ko a lo vaengah Terah te a sak.
010b190066	Terah te a sak phoeiah Nakhaw khaw kum ya neh kum hlai ko hing tih capa rhoek neh canu rhoek te a sak.
010b1a0047	Terah khaw kum sawmrhih a lo vaengah Abram, Nakhaw, neh Haran te a sak.
010b1b0072	Te phoeiah hekah he Terah kah rhuirhong ni. Terah loh Abram, Nakhaw neh Haran te a sak tih Haran loh Lot te a sak.
010b1c0054	Tedae Haran te a napa Terah mikhmuh ah a pacaboeina khohmuen Khalden kho Ur ah duek.
010b1d00a0	Te phoeiah Abram neh Nakhaw loh yuu a loh rhoi. Abram yuu ming tah Sarai tih Nakhaw yuu ming tah Haran canu Milkah ni. Haran tah Milkah neh Iskah kah a napa ni.
010b1e0033	Te vaengah Sarai te yaa la om tih camoe khueh pawh.
010b1f00e7	Tedae Terah loh a capa Abram neh a capa Haran kah capa Lot khaw, a capa Abram yuu a langa Sarai khaw, a khuen tih Khalden kho Ur lamkah Kanaan khohmuen la caeh ham tun hlah uh dae Haran te a pha uh vaengah teah te kho vik a sak uh.
010b20004f	Terah kah a tue khohnin he kum yahnih neh kum nga lo. Terah khaw Haran ah duek.
010c010099	BOEIPA loh Abram taengah, “Nang te na khohmuen taeng lamloh, na pacaboeina taeng lamloh, na pa im lamloh cet laeh. Te khohmuen te nang kan tueng bitni.
010c02006d	Tedae nang te pilnu la kan saii vetih nang yoethen kan paek ni. Na ming ka rhoeng sak vetih yoethennah om ni.
010c0300aa	Te phoeiah nang yoe aka then sak rhoek te a yoe ka then sak vetih nang aka kosinah te khaw thae ka phoei ni. Nang kong ah diklai huiko boeih a yoethen uh ni,” a ti nah.
010c0400af	Te dongah BOEIPA loh anih taengah a thui bangla Abram a caeh hatah Lot khaw anih taengah cet van. Tedae Abram Haran lamkah a caeh vaengah kum sawmrhih neh kum nga lo ca coeng.
010c0500d3	Abram loh a yuu Sarai te khaw, a maya capa Lot te khaw, khuehtawn a dang uh boeih te khaw, Haran ah a dang hinglu te khaw a khuen. Te phoeiah Kanaan khohmuen la caeh ham hlah uh tih Kanaan khohmuen te a paan uh.
010c06007e	Te dongah Abram te khohmuen kah Shekhem hmuen Moreh thingnu due a pha. Tedae te vaengah Kanaan te khohmuen ah ana om uh coeng.
010c0700b2	Tedae Abram taengah BOEIPA a phoe pah tih, “Hekah khohmuen he na tiingan taengah ka paek ni,” a ti nah. Te dongah amah taengah aka phoe BOEIPA ham hmueihtuk pahoi a suem pah.
010c0800c2	Te phoeiah te lamkah khothoeng tlang Bethel la puen uh tih tuitunli benkah Bethel neh Ai khothoeng laklo ah amah kah dap a tuk. Te phoeiah BOEIPA ham hmueihtuk a suem tih BOEIPA ming te a phoei.
010c09003d	Te phoeiah Abram te aka puen uh ham cet tih Negev la puen uh.
010c0a0077	Tedae khohmuen ah khokha a om dongah Abram te Egypt la cet. Te la a bakuep akhaw khohmuen ah khokha te a nah dongah ni.
010c0b006a	Tedae Egypt la kun ham a yoei vaengah a yuu Sarai taengah, “Na mueimae sakthen nu tila ka ming coeng ne.
010c0c0091	Te dongah Egypt rhoek loh nang te m'hmuh uh vaengah, 'Anih yuu ni he,’ a ti uh ni. Te vaengah kai n'ngawn uh vetih nang te n'hing sak uh ni he.
010c0d008a	Namah te kai ngannu la thui mai. Te daengah ni nang kong neh kai ham khaw thuem vetih nang kong ah ka hinglu khaw a hing eh?,” a ti nah.
010c0e004e	Abram Egypt la kun tih Egypt loh a hmuh uh vaengah a yuu te a sakthen tangkik.
010c0f0086	Pharaoh kah mangpa rhoek loh anih te a hmuh uh vaengah Pharaoh ham anih te a thangthen uh. Te dongah huta te Pharaoh im la a khuen uh.
010c100094	Anih rhang neh Abram ham khaw then tih tu khaw saelhung khaw, laak khaw, salpa khaw, salnu khaw, laak tal khaw, kalauk khaw Abram taengla boeih kun.
010c110068	Tedae Abram yuu Sarai kah dumlai kongah Pharaoh neh anih imkhui te BOEIPA loh a nah la lucik neh a vuek.
010c120091	Te dongah Pharaoh loh Abram te a khue tih, “Hekah he ba ham lae kai taengah na saii. Balae tih anih he namah yuu tila kai taengah na puen pawh?
010c130089	Balae tih, anih he ka ngannu na ti. Te dongah ni anih he ka yuu la kamah taengah ka loh. Tedae na yuu he lo lamtah cet laeh,” a ti nah.
010c14007e	Te dongah anih ham Pharaoh loh a hlang rhoek te a uen tih, Abram khaw, a yuu khaw, a taengkah aka om boeih te khaw a tueih uh.
010d010078	Te dongah Abram loh a yuu khaw, anih taengah aka om boeih te khaw, amah taengkah Lot khaw Egypt lamkah Negev la a khuen.
010d020046	Te daengah te Abram loh boiva neh, ngun neh, sui nen khaw lutlut boei.
010d030092	Te dongah Negev lamkah a longpueng vaengah amah kah dap a om nah hmuen Bethel la cet. A moecuek vaengah anih kah dap te Bethel neh Ai laklo ah om.
010d04005c	Lamhma ah hmueihtuk hmuen la pahoi a khueh coeng dongah Abram loh BOEIPA ming pahoi a phoei.
010d050055	Te vaengah Lot khaw Abram neh puei uh tih boiva saelhung khaw, dap khaw, rhen a puen.
010d060083	Tedae tun khosak ham te khohmuen amih te noeng voel pawh. Amih rhoi kah khuehtawn khaw muep lo coeng tih tun khosak ham coeng pawh.
010d0700b2	Te dongah Abram kah boiva aka dawn rhoek neh Lot kah boiva aka dawn rhoek laklo ah khaw, te vaengah khohmuen kah kho aka sa Kanaan rhoek, Perizzi rhoek nen khaw tuituknah vik om.
010d0800b4	Te dongah Abram loh Lot te, “Kai laklo neh nang laklo ah, ka boiva aka dawn laklo neh na boiva aka dawn laklo ah khaw tohhaemnah om mai boel saeh. Mamih boeina he tongpa rhoi ni.
010d0900b4	Na hmai ah khohmuen a pum la a om pawt moenih a? Kai taeng lamloh hoep uh laeh. Banvoei te na loh atah bantang la ka cet vetih bantang te na loh atah ka banvoei bitni,” a ti nah.
010d0a00db	Tedae Lot loh a mik te a huel vaengah Jordan vannaem boeih te tuisuep tangtae bangla boeih a om pah. Yahovah loh a phae hlankah Sodom neh Gomorrah khaw BOEIPA dum bangla, Zoar la a caeh vaengkah Egypt kho bangla a hmuh.
010d0b0098	Te dongah Lot loh amah ham te Jordan vannaem boeih te a tuek. Te dongah Lot te khothoeng la puen uh tih a manuca taeng lakah khat neh khat paek uh rhoi.
010d0c006a	Abram tah Kanaan kho ah kho a sak dae Lot tah vannaem kah khopuei rhoek ah kho a sak tih Sodom la puen uh.
010d0d0050	Tedae Sodom hlang rhoek tah thae uh tih BOEIPA taengah hlangtholh koek la om uh.
010d0e0094	Tedae Lot a nong phoeiah BOEIPA loh Abram te, “Na mik huel lamtah na hmuen lamkah tlangpuei neh tuithim khaw, khothoeng neh tuitunli khaw so laeh.
010d0f005b	Tekah khohmuen na hmuh boeih te kumhal duela nang taeng neh na tiingan taengah kam paek ni.
010d100092	Te dongah na tiingan te diklai kah laipi bangla ka khueh ni. Diklai laipi te hlang loh tae ham a noeng atah nang kah tiingan te a tae thai van ni.
010d11007c	Khohmuen te nang kan paek ham coeng dongah thoo lamtah khohmuen te a yun long khaw, a daang long khaw, hil lah,” a ti nah.
010d120098	Te dongah Abram te puen uh tih a caeh vaengah Mamre thingnu ah kho a sak. Tekah thingnu te Hebron ah om tih tekah Hebron ah BOEIPA ham hmueihtuk a suem.
010e01007f	Te vaeng tue kah aka om Shinar manghai Amraphel, Ellasar manghai Ariyawk, Elam manghai Kedorlaomer neh Goiim manghai Tidal loh;
010e020091	Sodom manghai Bera, Gomorrah manghai Birsha, Admah manghai Shinab, Zeboiim manghai Shemeber neh Zoar manghai Bela taengah caemtloeknah a saii uh.
010e030041	Te rhoek boeih te Lungkaeh tuitunli kah Siddim kol ah cingcui uh.
010e040059	Kedorlaomer taengah kum hlai nit thotat uh dae kum a hlai thum vaengah a tloelh uh coeng.
010e0500a2	Kum hlai li vaengah Kedorlaomer khaw amah taengkah manghai rhoek neh cet tih Ashterothkarnaim kah Rephaim neh Ham kah Zuzim khaw, Shaveh Kiriathaim kah Emim khaw,
010e060040	Seir tlang kah Khori neh khosoek taengkah Elparan duela a tloek.
010e07008e	Te phoeiah bal uh tih Kadesh kah Enmishpat te a paan uh vaengah Amalek khohmuen boeih neh Hazezontamar ah kho aka sa Amori te khaw a tloek uh.
010e0800c0	Te phoeiah Sodom manghai khaw, Gomorrah manghai khaw, Admah manghai khaw, Zeboiim kah manghai Zeboiin khaw, Zoar manghai Bela khaw, amih neh aka thoo hmaih Siddim kol kah caemtloeknah te khaw,
