2800000006	Matiyu
28080a00bb	Na Yisa nlanza nani, asu umamaki anin belle alenge na idi ligowe nanghe, “Kidegen ndin bellu munu, nin nanyan Iseraila, na nse umon na adinin nimus nle uyinnu sa uyene gbardang nani ba.
28080b008e	Ndin bellu minu, anit gbardang ba dak unuzu gabar nin yamma, iba da so ili kutebul nin Ibrahim, isheku a yakubu nanya kilari tigo kitene kani.
28080c006f	Bara inug, nono tigowe iba turnu nani nanya nsirti midiya, kiti kanga na kuculu ba yitu ku nin nyaku nayini.”
28080d0070	Yisa belle udia nasoja, “Can! Nafo na uyinna uba di so nani, iba sufi.” Kucin me tunna ku shine ndedei kube.
28080e0051	Kubi na Yisa wa piru kilarin Bitrus, ayene kumara Bitrus kuwane, annon nin nkonu.
28080f003a	Yisa dudo ucarame, atinna ashino. Na afita asughe uhidima.
280810008f	Na kuleleng nda, anite da nin nale na agbergenu na rizu nani kitin Yisa anutuzuno agbergenue nin ligbulang nliru, ashino nin na nan tikonu vat.
2808110089	Nanere iwa kullu ule imon na iwan mo bellu kiti nnan liru nin nnu Kutelle Ishaya, nworu, “Ame litime na yaun tikonu bite nin ticuta.”
280812004f	Nene na Yesu nyene ligozi nkilinghe, ana uduka isun koni kusari kurawan Galili.
2808130061	Nani umong unan ninyerte da kitime aworo, “Unan durrsuzu meng ba dofinfi vat kika na uba du.”
2808140082	Yesu woroghe, “Ninyanyawa dinin ti mine, anyin yita nin tido mine, amma na gono nnit dinin kiti ka na aba nonku litime ku ba.”
280815005e	Umong nanya nono katuwa me bellinghe, “Cikilari, yinna menku ntu ndo ndi kasu ucif nighe.”
2808160046	Bara nani Yisa woroghe, “Dofini anan nkul kasu atimine anar nkul.”
2808170039	Na Yesu npira uzirgi, nono katuwa me dofinghhe udu nanye.
2808180063	Itunna, kikane kuwut nin funu nuzu kitene kurawan fibarakh nmyin tursu uzirge, ame Yisa yita nmoro.
280819005b	Inun nono katuwa da kitime ida fiyaghe, iworo, “Su utucu bite Cikilari; arike ba kuzu!”
28081a00e9	Yesu woro nani, “Inyari nta idin lanzu fiu, idinin nyinu sa uyenu cingligha?” Afita akpada ufune nin kurawe. Kite tinna ki so tik. Inug anite su umamaki iworo, “Imusi nyapin unitari, ulle ufunu nin kurawa din dortu uliru me?”
28081b005a	Anite su umamaki, inin woro, “Uyapin unitari ulele har tifinu nin kuli din latizighe?”
28081c00bb	Na Yesu nda nkon kusari nmyin Garasinawa, anit anwaba alle na agbergenu din cinnu ninghinu zuroghe, asa i wa nuzu nanya nisek idin nin magunta, na umon unan cin wansa akata libau lole ba.
28081d008a	Itunna isu kuculu iworo, “Iyaghari tidumun na tiba su ninfi, gono Kutelle? fe nda kikanere unan tanari tinoo kamin kube na ina jeowa?”
28081e0040	Nene Ligo naladii wandi kikane kileo, na iwa di pit kitimine ba.
28081f005b	Inug agbergenue foghe acara iworo, “Assa unutuno nari, ta nari tipiru ligo naledu ane.”
2808200088	Yesu belle nani “Can!” Inug agbergenue nuzu idi piru nanya naladue, itunna vat ligowe putu likup udu nanya kurawa inane nanya nmyen.
2808210089	Inug anite alle na idin ndortu nalade ico udu nanya kipin, idi bellin vat nimone, umunu imon na ise alle na agbergenue din cinu ninghinu.
2808220058	Itunna vat kagbire nuzu udii zuru nan Yisa. Na iyene ghe, ifoghe acara asun kagbir mine.
2809010038	Yesu pira nanya nzirgi, akafina udu nanya kanme kagbire.
28090200b0	Itunna ida nin nimon alle na adinin nkonu nriu nfunu, anon kitene kuppe. Uyenun nyinu mine sa uyenu, Yesu woro nnan konu nriu nfune, “Gono, su liburi libo, alapi fe iwese.”
2809030054	Itunna amon anan ninyerte iworo nanya natimine, “Ulle unite unan nanzu kitiari.”
2809040059	Yesu yinno ugbilizu mine aworo, “Iyari nta idin gbilizu imon inanza nanya nibinai mine?
280905004b	Bara iyeme ari kalin nin sheu nbellu, 'Iwese alapi fe sa iworo fita ucinu'?
2809060092	Bara nani inan yirino nworu usaun nnit dinin likara nyi a wese alapi, ...” a woro nnan konu nrui nfunue, “Fita, yauna kupefe, udo kilarife.”
2809070027	Nin nani unite fita anya udu kilari me.
2809080062	Na ligosi nyene nani, Iwasu umamaki izazina Kutelle, ulle na adin nizu imus nlo likare kiti nanit.
280909008d	Na Yesu nkata likane, ayene unit unan lisa Matta, ule na awa sosin kitin nsesu ngandu. A bellinghe, “Dofini.” Ame fita atunna a dofinghe.
28090a007e	Na Yesu nso ali imoli nanya kilari, itunaa anan sesungandu nin nanit anan kulapi dasa ida li imonli nin Yesu a nono katuwa me.
28090b0088	Na afarisayawa nyenenani, iworo nnono katuwa me, “iyari nta unadursuzu mine din li imomli na nan sesu ngandu nin nanit anan nalapi?”
28090c0084	Na Yesu nlanza nani, aworo anit alle na idinmun nakara nidowa, na idin piziru ukan ba, cas anitalle na idimun tikonu idinin su nkan,
28090d0098	anug iwasaqaq inya idi yinin imon na idin su, “meng din nin nsu nadalci na uhadaya ba, bara nna dak na nyicila anit alau ba, ituba ba, anan kulapi.”
28090e0088	Inug nono katuwa Yohanna da kiti me iworo, iyaghari nta arik nan na farisawa asa ti tere tinu, na inu nono katuwafe din tecu tinu ba.”
28090f00b7	Yisa belle nani, “Inug alle na ido kiti nilumga wasa isu liburi lisire a kwanyana tiyome yita nanghinua? bara ayiri din cinu na iba da yaunu kwanyana tiyome kitimine, iba teru tinu.
280910006e	Na umon nwasa atafa kuzeni kupese nin ku kuse ba, bara kupori kupese bati kulutuke jarta, tutun uba yitu kang.
28091100b7	Nanere anti nwasa ita nmyin narau lisu ikuse ba, iwa su nani, lisue ba wutu, nmyen naraue gutun, lisuwe ba malu kitii, bara nani ibati nmyen narau mipese lisu lipese vat mine baso.”
28091200aa	Kubi na Yesu wadi nbellu nile imone kitimine atunno umong unit udia ada atumuno kitime. A woro, “ushono nighe nene akuu, bara nani da uda tarda ghe acarafe aba fitu.”
2809130039	Nin nani Yesu fitah adofighe, nanere inun nono katuwa me.
2809140070	Itunna umon uwani adi nin gu5tuzunu nmie kang akus likure nin na ba, ada mamalin Yesuada dudo kubaga kulutuk me.
2809150045	Bara awa bellin litime,” asa ndudo kulutik me cas meng ba shinu.”
2809160080	Bara nani Yesu gitirno ayeneghe aworo, “ushono ning ta ayi akone, uyinnu fe sa uyenu nshono nin fi, uwane tinna ashino deddei.
280917005a	Na Yesu nda kilari nnit udia, ada se anan nalantu di naru, a ligozi yita. In ghejilu kang.
2809180061	ame woroghe, “Canfi na kubure nkuwariba, adin nmoroare, bara nani inug sisaghe nin sughe ubaha.
2809190045	Na iceou ligoze ndas, a pira nanya kutee, akifoghe ncara kubure fita.
28091a002f	Unin ulirue tunna umala kiti, nyanya kipi kane.
28091b0070	Na Yesu wa kata unzu kikane, adu an waba dofinghe, itunna ntutuzu idi nsu “lanza nkunekune bite usau Dauda.”
28091c0094	Kubi na Yesu ndah nanya kilare, inung aduanne da kitime, Yesu belle nani” anung nyinna nwasa nsu ille imone,” Inung woroghe, “eh Chikilari.”
28091d005a	Nin nnani Yisa dudo iyizi mine, aworo, “Uso nani kitimine, nafo uyinnu mine sa uyenu.”
28091e0068	Nanere iyizu mine wa pun. Yesu kpada nani kang aworo, “Yenen na umon wa yinin kitene nile imone ba.”
28091f003f	Var nin nani adu ani nuzu itunna nbellu nlirie vat kaghir kane.
280920006a	Na anit an waba ane wa nya, itunna idamun nin nmong uturi na agbergenu na pirughe iida mu nghe kitin Yesu.
2809210078	Kubi na inutuno agbergenue, uturi une lirina, ligozi su umamaki iworo, “Ille imone na tisa yene inin in Israila ba.”
2809220056	Bara nani inung a farisawa woro, “Adin nutuzunu agbergenue nin ndia nagbergenere.”
2809230097	Yisa nya udu vat nighiir nan nitari: aleo ubun dursuzu nanya nati nlira, adi nbelle uliru nlai un tigo, ashino nin vat tikonu nan nale na idi acine ba.
2809240079	Na ayene ligozi nanit, alanza nkune kune mine, bara iwa su udamuwa, nibinai wulu nani bara wnadi nafo akam sa unan libia.
280925003f	A belle nono katuwa me “Unin ugirbe karin inun anan karin ba.
2809260058	Bara nani, deddei sun nlira kiti Ncikilari ngirbe, anan kpina nan girbe nanya kunene.”
280a0100ad	Yesu yicila nono katwa me inung likure nan nawaba ligowe a na nani tigo kitene tiruhu tinanzang, i nutuzung nani ndas, ikuru ishizin nin vat tikonu a nsalin cine nidowo vat.
280a0200a3	Nene tisan nono katwa we inung likure nan nawabe wadi ne. Unan cizune, Simon (urika na awa yicughe Bitrus), a Adrawus gwane; Yakub usaun Zabadin, nin Yuhana gwane;
280a030039	Filibus, nin Batalomi; Yakub usaun Alpensus, nin Tadawus;
280a040048	Simon unan pizuru tigo nati, nin Yahuda Iskaroti, ulenge na ama lewughe.
280a050090	Ale likure nan nawabe Yesu wa tuu nani. a wunno nani atuf aworo, “Na iwa do kika alumai duku ba, tutung yenjen iwa piru kan kagbirin Samariya.
280a060029	Nana na can kilarin nakam nwulun Israila.
280a070056	Tutung asa inya, belen nani uliru Kutelle iworo, “udak kipin tigo Kutelle nda duru.'
280a080084	Shizinon nin nanan tikonu, fyan anan kul, wesen anan tikutulu, tutung nutuzunon agbergenu. Inan filin munari, anung wang filizinang.
280a09003a	Na iwa yiru fizinariya, azurfa sa fi jangaci tika mine ba.
280a0a0075	Yenjen iwa yaun nkan cin bara ucin mine, sa altuk aba, sa akpata, sa ucan ncin, bara unan katwa ma diru imonli me ba.
280a0b0067	Vat kagbiri sa atii alenge na ipira, pizira ulenge na ado Kutelle nanye, isoku udu lilongo na ima nyiu.
280a0c0026	Asa idin piru nanya kilare, lisonnani.
280a0d006d	Iwa kawu minu mang na ayi asheu mine so nanghinu, anna ikawa minu mang ba na ayi asheu mine kpilin kiti mine.
280a0e0084	Inung tutung alenge na Isere minu ba, a na ilanza uliru mine ba, iwa nya yiu kilari kane sa kani kagbire, kotinon lidau nabunu mine.
280a0f0066	Kidegen ndin bellu minu, anan Sodom nin Gomora ma katinu nin lanzu mang lirin shara nin kani kabgwere.
280a100077	Yenen, nto minu ndas nafo akam nanya niyiyo, bara nani, yitan jijin nafo iyii ikuru iyita sa unanzu nimon nafo awulung.
280a11005e	punon iyizi anit mung! Iba du ninghinu ubun nago, tutun nanya natii nlira mine iba kpizu minu.
280a12005a	Iba kuru ida ninghinu ubun na gomna nan nago bara meng, uma so nafo ushaida nanya nalumai.
280a13008b	Iwa do ninghinu kiti mine, yenje iwa fo kidowo kitene nimon ilenge na ima bellu, bara imon ilenge na ima bellu ima niminu nanyan koni kube.
280a140044	Bara na anughere ma su ulire ba, Uruhu Kutelle nanya minere ma liru.
280a150075	Gwana ma lewu gwana idi molu, Ucif tutung gonome. Nono mafitu mayardang nin nacif mine inin tizu nani idi molsu nani.
280a160061	Anit vat ba nari minu bara lissaning. Ama vat nlenge na atere kibinayi udu liganye, ama se utucu.
280a170085	Iwa kara minu nka kagbiri, con udu kan, bara kidegenere idin bellu minu, na ima nuzu vat uduru nigbirin Israila ba, gonon Nit ma dak.
280a180050	Na gono unan masu wasa akata unan dursuzu me ba, sa kucin yita nbun Cikilari me.
280a1900ab	Ubatina ame unan mase so nafo unan dursuzu me, nanere kucin nafo Cikilari me, iwa yicila Cikilare Belzubal, ma ngbardang nanzu nale na idi nanya kilari me ma yitu nyizari!
280a1a009c	Bara nani, na iwa lanza fiu mine ba, bara na imomong duku na itursun, ilenge na ima punu ba, a na imong duku ilenge na iyeshin ile na ima yinnu nin ning ba.
280a1b008f	Ilenge imon na Nbellin minu nanya nsirti, bellen ining nin wui, tutung ile imon na ilanza baat nin natuf mine, ghanan kitene kilari ibellin ku.
280a1c0093	Na iwa lanza fiu nle na ama molu ka kidowe ba, ama na awasa amolo ulai ba. Na lanzan fiu nlenge na awasa amolo vat ka kidowe nin laiye nla saligan.
280a1d0073	Na niwulun niba idin lesu ni nin nin nikurfu baat ba? Vat nin nani, karum wasa ka deu kutyin sa uyirun Cif mine ba.
280a1e0024	Titi litife wang ayiru timashi nari.
280a1f0035	Na iwa lanza fiu ba, ikatin niwulung nane nin gongon.
280a200079	Bara nani, vat nlenge na a yinna nin mi nanya nanit, Meng wang ma yinnu ninghe nbun Ncif ning, ulenge na adi kitene kani.
280a210067	Ame tutung ulenge na anari nbun nanit, meng wang mmanari ghe nbun Ncif ning, ulenge na adi kitene kani.
280a22006f	Yejen iwa kpilza nna dak nin lissosin limang nyie. Na nna dak nin lissosin limang ba, nna dak nin kusangaliari.
280a23004e	Bara nna dak nda dunjo unit nin cifme, a ushono nin name, a uwul nin nanlesme.
280a240031	Anan nivira nin nit ba yitu anan nanya kilari me.
280a2500ae	Ame ulenge na adi nin su cif sa uname nbun ning na abati unan dortu ninghe ba. Tututng ame ulenge na adi nin su nshonome sa usaunme nbun ninghe, na abatin unan dortu ning ba.
280a260050	Ame ulenge na ayauna kucan kotinu me adofini ba, na abatin unan dortu ninghe ba.
280a27005b	Ame ulenge na ase ulai me ba diru unin. Ame tutung na adira ulai me bara meng, ama se unin.
280a280050	Ulenge na asere minu, asere mengku, ame tutung na aserai, asere ulenge na atoyi.
280a2900a7	Ame ulenge na asere unan liru nin nu Kutelle ama seru ulada nna liru nin nu Kutelle. Tutung ame ulenge na asere unit ulau bara adi unit ulau, ama seru ulada nnit ulau.
280a2a009b	Vat nlenge na ana umong nanya nabebene alele, ka kop nmyen micancam asono, bara ame unan kadura Kutelleri, kidegen nbellin minu na ama diru ulada me ba.”
280b010077	Na Yesu wa malu uni nnono katwa me likure nan wabe kadura, a nya kikane cundu nanya Nigbiri udu ndursuzu nani tipinpin.
280b02005c	Na Yuhana nlaza kilari licin, kata ka na Kristi dumun, a to nono katwa me kadura inung naba.
280b030052	aworo nani, can idi woroghe, “Fere ule na udin cinu udake, sa tiso nca nmong?”
280b04004d	Yesu kawa aworo nani, “Can idi belin Yuhana ku imon ilenge na ilanza iyene.
280b05009e	Adu din sesu uyenju kiti, anan sali nabunu din cin, akutulu se ushinu, a turi din lanzu tutung, abi din fituzu nin lai, idin bellu anan sali nimon uliru ulau.
280b060034	Unan mariari ule na ase imon ntirzu liti ning ba.”
280b07008a	Na ale anite nya libau mine, Yesu cizina ubelu ligonzine uliru litin Yuhana, “Inyaghari i do nyenje nanya kusho- ufunu nzunu nkpe myena?
280b080075	Ani inyaghari inuzu ndin yenje ndas- unit na ashono imon tigowa? Nanere, ale na idin sho imon tigo sosin nilari Tigo.
280b090070	Sa nyaghari ido idi yene ndase- unan liru nin nu Kutelle? Eh nbelin minu tutun, ukatin unan liru nin nu Kutelle.
280b0a0082	Ulengenere ame ule na iwa yertin litime, 'yenjen nma tu unan kadura ning nbun timuro mine, ulenge na ama ke udina ning nbun mine.'
280b0b009e	Nbelin minu kidegene, vat nale na kumat nwani, na warum duku na akatin Yuhana unan shintu nanit nyen ba. Vat nani unit ubene kilari tigo kitene kani katinghe.
280b0c0091	Unuzu nayirin Yuhana unan shintu nanit nmyen udak nene, kilari tigo kitene kani nneu nin fizu nayi, tutun anit anan fizu naye na bolu nin likara.
280b0d004c	Bara vat anan liru nin nu Kutelle nin duka wa tizu amoro alau udakin Yuhana.
280b0e0049	Andi tutung iyina userun nin, ulele amere Iliya, urika na awadi unan dak.
280b0f002d	Ame ulenge na adinin natuf nlanzu, na alanza.
280b100059	Inyaghari nma batu ko kuje mun? Imasin nonoari navu nkasa, alenge nasa iso iyica atimine.
280b110051	Inin woro, 'tidin wulsu fi fishira na udin yizunu ba. Tiyita tiyom ana ugila ba.'
280b120059	Bara Yuhana wadak, na awadi nli nimonli a aso nmyen narau ba iworo, 'adi nin kugbergenu.'
280b1300be	Gono Kutelle wa dak, nli nimonli nin so nmyen narau iworu, 'Yeneng unan su kileu kikan, nin shituzu nso, udondong nanan sesun gandu nan nanan kulapi!' Ama njijing nse ubunku bara kata me.”
280b140052	Yesu cizina ukpaduzu nigbiri nirika asuzu imon izikiki ku, bara iwa nari uni nati.
280b1500ad	“Ukaito fe Corazin! Ukaitofe Betsaida! Nfo katwa kadidya kane na nnasu kiti mine, nwansu Ntyra nin Sidon, iwa ni ati nworsu, icino alapi mine nanyan najasi nimon nin tong.
280b160041	Bara nani, uma katinu anan Sidon ku nin Tire liri nshara Kutelle.
280b1700ca	Anung u Kaparnahum, idin yenju ima ghatinu minu udu kitene kane? Na nanere ba, ima tultun minu udu ukul sa ligan. Bara andi Nsodom iwa su nita nididya nanga na ina su anung ku, uwa dutuku udak kitimone.
280b180034	Uma yitu sheu ni nmyin Nsodom lirin shara nbun mine.
280b1900ce	Kubi kone, Yesu woro, “ndi rufi, Ucif, Cikilari unan kitene kani nin kutyin, bara una nyeshe ilenge imone kiti na jijin nin nanan yiru, tutung umini na pun kiti nalenge na iyiru ba, nafo ninono ni bebene.
280b1a0028	Aee Ucif, nanere una tifi mang nyenjufe.
280b1b009c	Vat nimon inani ununzu Ncif ning. Tutung na umong yiru Usaune ba se Ucife, ana umong yiru Ucife ba se Usaune, tutung nin lenge na Usaune nyina aduroghe ame.
280b1c0049	Dan kiti ning, vat anung ale na imin kutura kugetek, meng ma nimu ushinu.
280b1d0076	Yaunang Kugbetu ning kiti mine imasu uyinnu kiti ning, bara ndi sheu nin kibinayi kimang, imanin se ushunu tilai mine.
280b1e0034	Bara kugbetu ning sheu a kutura ning di getek ba.”
280c010075	Kubi kone na Yesu wa din cin nanya kunen nilarum liri na Sabbat. Kukpon da nono kadura me itunnan pucu nillarume nle.
280c02006b	A farisawa yene nani, iworo Yesu ku, “Yene nono katafe din su nimon ile na icaun isu liri na Sabar ba.”
280c030082	Yesu woro nani, “Ikuna belu iyerti ile na iwa yertin nimon ile na Dauda wasu a, na kukpon wa daghe, nin nale na awa di naghinua?
280c04010a	Na awa piru nanya kilari Kutelle, aleu imonli nanan katwa kilari Kutelle, ile na iserin nworu ali ba, nan nale na awadi nanghinu, ule na uduka wa nazaghe nin le, nin nalenge na iwa di ninghe wang, uduka wa naza nani nin le, Uduke wa yinnin a Priesta ku nin le nmang?
280c050067	Tutung na isa yene nanya neyert, au liri na Sabat a Priest din nanzu Asabate ana asa usonani kulapi ba?
280c06004d	Bara nani meng belin minu, umong ulenge na na akatin kutii Kutelle di kikane.
280c07007e	Ndafo iyiru ilenge imone, 'Meng din pizuri nkunekune nayiari ana ma nakpizu nakpizu ba.' Na iwa ni anan sali kulapi kulapi ba.
280c080030	Nanere gononit ame Cikilari liri na Sabatari.”
280c090029	Yesu suna kite udu nany kutii nlira mine.
280c0a009c	Kitene, umong uni wadduku, nin cara na una koto. A Farisawa tirino Yesu ku, i woro, “Ucaun i shin nin mong liri na Sabata?” Bara inan se kulapi kiti me.
280c0b0093	Yesu bele nani, ghari nanya mine, awadi nin kukam kurum, tutung kukam kone nnin deu nanya kuwu kucamcam liri na Sabat, na ama kifu kunin anutun ba?
280c0c006a	Bara nani, na unit katin kukam nin tigo kiti Kutelle ba! Nanere nta, ucaun isu imon icine liri n Sabat.”
280c0d0063	Yesu woro nnite, “Nakpa ucarafe,” unite nakpa ucare, utunna ushino, uso ucine nafo uleli ucare.
280c0e006f	A Farisawa nuzu udas, itunna pizuru nimon ile na iba kifughe mun. Iwadin pizuru libau longo na iba ti imolughe.
280c0f0068	Na Yesu nyino nani, a wonno kidowo kusari kurum, anit gbardang dofinghe, a shizuno nani nin tikonu mine.
280c100027	Awunno nani atuf na iwa belin umong ba.
280c110053	Unan so kidegen, ilemon na iwa belin nnuun Ishaya unan liru nin nu Kutelle, nbellu,
280c1200a6	“Yene, kucin ning urika na nna fere; kinayi ning, urika na kibanayi ning din lanzu nmang me. Nma ti uruhu ning nanya me, ame manin bellu ushara kiti nanan salin bi.
280c130060	Na ama fo kidowo ba, sa agilu nin liwui kang; na umong tutung ma lanzu liwui me libau libene ba.
280c140069	Na awasa apuro kugosin ndiru likara ba; kinni ncin tutung na ama molu ba, se anin nutuno ushara unnasara.
280c15002b	Alumai tutung mase likara nanya lissame.”
280c1600a8	Kube itunna ida nin mon unit kitin Yesu unan niduu nin nituri, agbergenu wadi nanya me. Ashino ninghe, unit unan niture nin niduwe yinno ulira akuru atunna nyenju kiti.
