0100000006	1 Mose
0107030065	Na fa nnomaa biara anini nson ne abereɛ, sɛdeɛ ɛbɛyɛ a, nsuyire no akyiri no, wɔn ase bɛfɛe.
0107040092	Nnanson sɛ ɛnnɛ pɛpɛɛpɛ, mɛma osuo atɔ asase so awia ne anadwo adaduanan. Mɛpepa abɔdeɛ biara a nkwa wɔ mu a mabɔ afiri asase so.”
0107050034	Noa dii nsɛm a Awurade ka kyerɛɛ no no nyinaa so.
010706003d	Ɛberɛ a nsuyire baa asase so no, na Noa adi mfeɛ aha nsia.
0107070072	Noa ne ne mmammarima ne ne yere ne ne nsenom mmaa kɔhyɛɛ adaka no mu sɛdeɛ ɛbɛyɛ a, nsuyire no renka wɔn.
0107080045	Mmoa a wɔn ho te ne wɔn a wɔn ho nte, nnomaa ne mmoa a wɔwea fam,
0107090079	mmienu mmienu a wɔyɛ anini ne abereɛ kɔkaa Noa ho wɔ adaka no mu, sɛdeɛ Onyankopɔn ka kyerɛɛ Noa sɛ ɔnyɛ no.
01070a0031	Na nnanson no akyiri no, nsuyire no hyɛɛ aseɛ.
01070b00a3	Noa dii mfeɛ ahansia no mu no, bosome a ɛtɔ so mmienu no ɛda a ɛtɔ so dunson no, nsutire a ɛwɔ asase mu no nyinaa bobɔeɛ, na ɛsoro mpomma nso buebueeɛ.
01070c002d	Osuo tɔɔ asase so awia ne anadwo adaduanan.
01070d007b	Saa ɛda no ara, Noa ne ne mmammarima Sem, Ham ne Yafet ne ne yere ne ne mmammarima baasa no yerenom kɔhyɛɛ adaka no mu.
01070e0095	Na wiram mmoa ahodoɔ ne nyɛmmoa ahodoɔ ne aboa biara a ɔnam asase so ne anomaa biara ne abɔdeɛ biara a ɛwɔ ntaban ka wɔn ho wɔ Adaka no mu.
01070f0054	Abɔdeɛ biara a nkwa wɔ wɔn mu mmienu mmienu baa Noa nkyɛn bɛwuraa Adaka no mu.
0107100096	Mmoa a wɔwuraa mu no nyinaa, na wɔyɛ anini ne abereɛ, sɛdeɛ Onyankopɔn ka kyerɛɛ Noa no. Afei, Awurade kaa Noa hyɛɛ adaka no mu, too no mu.
0107110050	Nsuyire no toaa so adaduanan asase so. Ɛmaa Adaka no so ma ɛtɛɛ nsuo no ani.
0107120049	Nsuo no kɔɔ so yirii tɛnn wɔ asase so, ma Adaka no tɛɛ nsuo no ani.
0107130074	Nsuo no yirii tɛntɛntɛn wɔ asase so ara kɔsii sɛ, ɛkataa mmepɔ atentene akɛseɛ a ɛwɔ asase so nyinaa so.
010714004b	Nsuo no yirii ara kɔsii sɛ ɛkataa mmepɔ no so boroo so anammɔn aduonu.
0107150071	Abɔdeɛ biara a nkwa wɔ mu a ɛnam asase so te sɛ nnomaa, wiram mmoa a wɔwea asase so ne adasamma ase hyeeɛ.
010716002f	Biribiara a ɛte asase kesee so nso ase hyeeɛ.
01071700d6	Wɔpepaa biribiara a nkwa wɔ mu a ɛte asase so no. Nnipa ne mmoa ne abɔdeɛ a wɔnam asase so ne ewiem nnomaa nyinaa nso, wɔpepaa wɔn firii asase so. Ɛkaa Noa ne wɔn a na wɔka ne ho wɔ adaka no mu nko ara.
0107180030	Nsuyire no toaa so asase so nnafua ɔha aduonum.
0108010087	Nanso, Onyankopɔn kaee Noa ne wiram mmoa a na wɔne no wɔ adaka no mu no. Onyankopɔn maa mframa bɔ faa asase so, na nsuo no tweeɛ.
0108020077	Nsutire a ɛwɔ asase ase no mu nsuo a ɛbɔeɛ no gyaee ba, na ɛsoro mpomma no nso mu totoeɛ, maa nsuo no gyaee tɔ.
010803005c	Nsuo no toaa so twe firii asase so. Nnafua ɔha ne aduonum akyiri no, na nsuo no atwe koraa.
0108040056	Bosome a ɛtɔ so nson no ɛda a ɛtɔ so dunson so, Adaka no kɔtaa Ararat mmepɔ so.
0108050083	Nsuo no toaa so, tweeɛ ara kɔsii ɔbosome a ɛtɔ so edu no so. Na ɔbosome edu no ɛda a ɛdi ɛkan no, mmepɔ no atifi daa adi.
0108060040	Adaduanan akyiri no, Noa buee mpomma a ɔtwa too adaka no ho no,
010807005b	na ɔsomaa kwaakwaadabi, ma ɔdii akɔneaba kɔsii sɛ nsuo no nyinaa we firii asase no so.
0108080042	Afei, ɔsomaa aborɔnoma sɛ, ɔnkɔhwɛ sɛ asase no so awo anaa.
01080900ac	Nanso, aborɔnoma no annya baabi ansi, ɛfiri sɛ, na nsuo no akata asase no so nyinaa. Enti, ɔsane baa Noa nkyɛn, maa Noa tenee ne nsa sɔɔ ne mu de no baa Adaka no mu.
01080a0045	Noa twɛn nnanson, na ɛno akyiri no, ɔsane somaa aborɔnoma no bio.
01080b009f	Ɛberɛ a aborɔnoma no sane baa ne nkyɛn anwummerɛ no, na ngo dua ahahammono a wate tua nʼano. Ɛno na ɛmaa Noa hunuu sɛ, nsuo no atwe afiri asase no so.
01080c0059	Noa twɛnee nnanson bio, na ɔsane somaa aborɔnoma no, nanso wansane amma ne nkyɛn bio.
01080d00bf	Na ɛbaa sɛ Noa dii mfeɛ ahansia ne baako, bosome a ɛdi ɛkan no mu ɛda a ɛdi ɛkan no, na nsuo no atwe afiri asase no so. Enti, Noa yii adaka no suhyɛ no, na ɔhunuu sɛ, asase so awo.
01080e0059	Ɔbosome a ɛtɔ so mmienu no ɛda a ɛtɔ so aduonu nson so no na asase no so woo koraa.
01080f0020	Onyankopɔn ka kyerɛɛ Noa sɛ,
0108100048	“Wo ne wo yere ne wo mmammarima ne wɔn yerenom mfiri adaka no mu mfi.
01081100b7	Afei, yi abɔdeɛ biara a nkwa wɔ mu a wɔwɔ wo nkyɛn, a ɛyɛ nnomaa, mmoa ne mmoa a wɔnam asase so nyinaa firi adaka no mu sɛdeɛ ɛbɛyɛ a, wɔn ase bɛdɔre wɔ asase so.”
0108120051	Enti, Noa ne ne mmammarima ne ne yere ne ne mmammarima yerenom firii adaka no mu.
010813009a	Mmoa no nyinaa ne abɔdeɛ a wɔnam asase so nyinaa ne nnomaa nyinaa ne biribiara a ɛnam asase so ahodoɔ nyinaa firii Adaka no mu saa ara mmaako mmaako.
010814007c	Afei, Noa sii afɔrebukyia maa Awurade. Ɔfaa mmoa ne nnomaa a wɔn ho te, de bɔɔ ɔhyeɛ afɔdeɛ wɔ afɔrebukyia no so.
01081500fa	Awurade tee afɔdeɛ no a Noa bɔeɛ no hwam a ɛyɛ no, ɔkaa wɔ nʼakoma mu sɛ, “Ɛwom sɛ bɔne ahyɛ onipa akoma ma firi ne mmɔfraase deɛ, nanso merenni onipa akyiri nnome asase bio. Na merensɛe abɔdeɛ a nkwa wɔ mu bio sɛdeɛ mayɛ yi.
0108160078	“Mmerɛ dodoɔ a asase da so wɔ hɔ yi, oguo ne otwa, awɔ ne ahuhuro, asusɔ ne ɔpɛ, owia ne anadwo rentwam da.”
0109010074	Afei, Onyankopɔn hyiraa Noa ne ne mmammarima no ka kyerɛɛ wɔn sɛ, “Monwo, na monyɛ bebree nhyɛ asase so ma.
01090200ac	Mo ho hu ne mo ho suro bɛtɔ mmoa a wɔwɔ asase so nyinaa ne ewiem nnomaa nyinaa ne abɔdeɛ biara a wɔnam asase so ne nsuo mu mpataa nyinaa so. Wɔn nyinaa hyɛ mo nsa.
0109030088	Biribiara a nkwa wɔ mu, na ɛkeka ne ho no bɛyɛ mo aduane. Sɛdeɛ mede nhahammono hyɛɛ mo nsa no, afei deɛ, mede biribiara ma mo.
0109040053	“Nanso, ɛnsɛ sɛ mowe aboa a wɔntwaa ne mene mmaa ne mogya no nguiɛ no ɛnam.
01090500d1	Wo nkwa deɛ, deɛ ɛbɛyɛ biara, mɛbisa ho akontabuo. Onipa a ɔkum ne yɔnko onipa no, mɛbisa no ho asɛm. Mpo, aboa biara a ɔbɛkum onipa no, mewɔ saa aboa no nso asɛmmisa. Mɛbisa onipa kra ho asɛm.
010906008d	“Obiara a ɔhwie onipa mogya guo no, onipa so na wɔnam bɛhwie ɔno nso mogya aguo, ɛfiri sɛ, Onyankopɔn no ara sɛso na ɔbɔɔ onipa.
010907004a	Mo deɛ, monwo, na monyɛ bebree. Mo ase mfɛe asase so, na monnɔɔso.”
0109080048	Afei, Onyankopɔn ka kyerɛɛ Noa ne ne mmammarima a wɔka ne ho no sɛ,
0109090034	“Ɛnnɛ, me ne mo ne mo asefoɔ a wɔbɛwo wɔn no
01090a00ce	ne abɔdeɛ biara a nkwa wɔ mu a na wɔwɔ mo nkyɛn wɔ adaka no mu yɛ apam: nnomaa, nyɛmmoa ne wiram mmoa a wɔne mo firi adaka no mu no baeɛ nyinaa, ne abɔdeɛ biara a nkwa wɔ mu a wɔwɔ asase so.
01090b0094	Me ne mo yɛ mʼapam sɛ: Meremfa nsuyire nsɛe abɔdeɛ biara a nkwa wɔ mu a ɛwɔ asase so. Saa ara nso na meremfa nsuyire nsɛe asase bio da.”
01090c00a2	Na Onyankopɔn kaa sɛ, “Yei ne apam a me, Onyankopɔn, ne mo ne abɔdeɛ a nkwa wɔ mu biara a wɔka mo ho no ne nkyirimma nyinaa reyɛ no ho nsɛnkyerɛnneɛ.
01090d0057	Mato me nyankontɔn wɔ omununkum mu. Ɛno na ɛbɛyɛ apam a ɛbɛda me ne asase ntam.
01090e005d	Ɛberɛ biara a mede omununkum bɛba asase ani, na sɛ nyankontɔn pue wɔ omununkum no mu a,
01090f009c	mɛkae mʼapam a ɛda me ne mo ne abɔdeɛ a nkwa wɔ mu ahodoɔ no nyinaa ntam. Nsuyire a ɛbɛsɛe abɔdeɛ a nkwa wɔ mu no nyinaa remma da biara da bio.
01091000bf	Ɛberɛ biara a nyankontɔn bɛto wɔ omununkum mu no, mɛhunu, na makae apam a ɛwɔ hɔ daa a ɛda me, Onyankopɔn, ne abɔdeɛ a nkwa wɔ mu ahodoɔ nyinaa a wɔwɔ asase yi so ntam no.”
0109110090	Enti, Onyankopɔn ka kyerɛɛ Noa sɛ, “Yei ne apam a me ne abɔdeɛ biara a nkwa wɔ mu a, wɔwɔ asase yi so ayɛ no ho nsɛnkyerɛnneɛ.”
010912005d	Yeinom ne Noa mmammarima a wɔfiri adaka no mu baeɛ: Sem, Ham ne Yafet. Ham na ɔwoo Kanaan.
0109130057	Yeinom ne Noa mmammarima. Wɔn mu na nnipa a, wɔahwete wɔ asase so nyinaa firi baeɛ.
0109140030	Noa yɛ okuafoɔ a ɔdii ɛkan. Ɔyɛɛ bobefuo.
0109150044	Ɛda bi, ɔnom bobesa no bi boroeɛ, ma ɔdaa ne ntomadan mu adagya.
0109160074	Ham a ɔwoo Kanaan no kɔtoo nʼagya Noa sɛ ɔda adagya. Ɔfirii hɔ no, ɔkɔbɔɔ ne nuammarima baanu no amaneɛ.
01091700a4	Enti, Sem ne Yafet faa atadeɛ de guu wɔn mmati so, kɔɔ nkyirinkyire de kɔkataa wɔn agya adagya so. Na wɔn ani nkyerɛ wɔn agya enti, wɔanhunu nʼadagya mu.
0109180046	Ɛberɛ a Noa ani so tetee no, na ɔhunuu deɛ ne kaakyire no ayɛ no,
0109190062	ɔkaa sɛ, “Nnome nka Ham asefoɔ a wɔyɛ Kanaanfoɔ. Wɔbɛyɛ wɔn nuanom mu nkoa mu nkoa.”
01091a0068	Noa kaa bio sɛ, “Me nhyira a ɛfiri Awurade, me Onyankopɔn, nkyɛn no nka Sem! Kanaan nyɛ Sem akoa.
01091b0063	Onyankopɔn ntrɛ Yafet ase ne nʼasase mu. Yafet ntena Sem ntomadan mu, na Kanaan nyɛ nʼakoa.”
01091c003b	Nsuyire no akyiri no, Noa tenaa ase mfeɛ ahasa ne aduonum.
01091d0033	Noa dii mfeɛ aha nkron ne aduonum, ansa na ɔrewu.
010a010063	Yeinom ne Noa mmammarima: Wɔn ne Sem, Ham ne Yafet asefoɔ. Wɔwowoo mmammarima nsuyire no akyiri.
010a020045	Yafet asefoɔ nie: Gomer, Magog, Media, Yawan, Tubal, Mesek ne Tiras.
010a03002d	Gomer asefoɔ nie: Askenas, Rifat ne Togarma.
010a040033	Yawan asefoɔ nie: Elisa, Tarsis, Kitim ne Rodanim.
010a050068	Na wɔn asefoɔ bɛyɛɛ ɛpo so adwumayɛfoɔ wɔ nsase ahodoɔ so a na abusuakuo biara ka ne kasa nko.
010a06002d	Ham asefoɔ nie: Kus, Misraim, Put ne Kanaan.
010a07005f	Kus asefoɔ nie: Seba, Hawila, Sabta, Raama ne Sabteka. Na Raama asefoɔ nso ne: Saba ne Dedan.
010a080041	Kus woo Nimrod. Na Nimrod bɛyɛɛ ɔkofoɔ kɛseɛ wɔ asase so.
010a0900c5	Na ɔyɛ ɔbɔmmɔfoɔ kɛseɛ a Awurade ahyira no, na wɔbɔ ne din ka asɛm. Na obiara a ɔyɛ akokoɔdurusɛm no, wɔde no toto Nimrod a na ɔyɛ ɔbɔmmɔfoɔ kɛseɛ a Awurade ahyira no no ho.
010a0a005c	Nʼahennie hyɛɛ aseɛ wɔ Babilonia, Erek, Akad ne Kalne a, ne nyinaa wɔ Sinear asase so.
010a0b0063	Ɔfirii saa asase no so trɛɛ nʼahennie mu kɔɔ Asiria, kɔkyekyeree Ninewe. Rehobot-Ir, Kala ne
010a0c0053	Resen a ɛda Ninewe ne Kala ntam; ɛno na ɛyɛ kuro kɛseɛ wɔ saa ahemman no mu.
010a0d0038	Na Misraim woo Ludfoɔ, Anamfoɔ, Lehabfoɔ, Naftuhfoɔ,
010a0e0042	Patrusfoɔ, Kasluhfoɔ ne Kaftorfoɔ a wɔyɛ Filistifoɔ agyanom.
010a0f0025	Na Kanaan woo nʼabakan Sidon ne Het.
010a100023	Yebusifoɔ, Amorifoɔ, Girgasifoɔ,
010a11001d	Hewifoɔ, Arkifoɔ, Sinifoɔ,
010a12004d	Arwadfoɔ, Semarifoɔ ne Hamatifoɔ. Akyire yi, Kanaanfoɔ mmusua no peteeɛ.
010a130078	Kanaan nsase ahyeɛ trɛ firii Sidon kɔduruu Gerar de kɔsii Gasa kɔduruu Sodom ne Gomora, Adma, Seboim de kɔsi Lasa.
010a140057	Yeinom ne Ham asefoɔ a wɔn mmusuakuo, wɔn kasa, wɔn nsase ne wɔn aman da wɔn adi.
010a15004e	Sem a na ne nua panin ne Yafet no nso woo mmammarima. Sem nananom ne Eber mma.
010a160033	Sem asefoɔ nie: Elam, Asur, Arfaksad, Lud ne Aram.
010a170028	Aram asefoɔ nie: Us, Hul, Geter ne Mas.
010a18002a	Na Arfaksad woo Sela, ɛnna Sela woo Eber.
010a1900d6	Eber woo mmammarima baanu. Abakan no din de Peleg a asekyerɛ ne “nkyekyɛmu” ɛfiri sɛ, ne berɛ so na nnipa a wɔwɔ ewiase mu kyekyɛ kɔɔ kasa ahodoɔ mu na wɔbɔ hweteeɛ. Nʼakyiri ba no din de Yoktan.
010a1a002d	Yoktan woo Almodada, Selef, Hasarmawet, Yera,
010a1b0015	Hadoram, Usal, Dikla,
010a1c0014	Obal, Abimael, Seba,
010a1d0016	Ofir, Hawila ne Yobab.
010a1e005c	Asase a wɔte so no trɛ firi Mesa kɔsi Sefar, ɔmantam a ɛda bepɔ so wɔ apueeɛ fam no.
010a1f005e	Yeinom ne Sem mmammarima, sɛdeɛ wɔn mmusua ne wɔn kasa, wɔn nsase ne wɔn amanaman te no.
010a20009a	Yeinom ne Noa mmammarima mmusua, sɛdeɛ wɔn awoɔ ntoatoasoɔ te wɔ wɔn amanaman mu. Na ɛfiri yeinom mu na nsuyire no akyiri amanaman petee asase so.
010b01003c	Ɛberɛ bi, na nnipa a wɔwɔ asase so nyinaa ka kasa korɔ.
010b020062	Saa nnipa yi tu baa apueeɛ fam no, wɔbɛtoo asase tamaa wɔ Babilonia asase so, na wɔtenaa hɔ.
010b030086	Wɔdwennwenee ho sɛ, “Momma yɛntwa ntayaa na yɛnto mma ɛmmen yie.” Wɔde ntayaa no sii aboɔ anan na wɔde ama hyehyɛɛ ntam.
010b0400bb	Afei, wɔdwennwenee ho bio sɛ, “Momma yɛnkyekyere kuro kɛseɛ, na yɛnsi abantenten a ne sorɔnsorɔmmea duru sorosoro wɔ kuro no mu, na yɛnnye edin, na yɛanhwete wɔ asase so.”
010b050066	Awurade siane firii soro baa fam, bɛhunuu kuro kɛseɛ a wɔrekyekyere no ne abantenten a wɔresi no.
010b0600a5	Afei, Awurade kaa sɛ, “Sɛ nnipa korɔ a wɔka kasa baako afiti aseɛ redi saa dwuma yi a, ɛnneɛ biribiara a wɔbɔ wɔn tirim sɛ wɔbɛyɛ no renyɛ wɔn den.
010b070072	Mommra na yɛnkɔ asase so, na yɛnkɔtoto wɔn kasa, na obiara nya ne kasa, sɛdeɛ obiara nte ne yɔnko kasa.”
010b080076	Ɛnam yei so maa Awurade hwetee nnipa no nyinaa mu, ma wɔpetee asase so nyinaa, ma wɔgyaee kuro kɛseɛ no kyekyere.
010b0900ec	Ɛno enti na wɔfrɛɛ kuro kɛseɛ no Babel, ɛfiri sɛ, ɛhɔ na Awurade totoo kasa baako a na wɔka wɔ ewiase nyinaa saa ɛberɛ no, maa wɔn kasa hodoɔ. Ɛfiri hɔ na Awurade hwetee nnipa no nyinaa mu, ma wɔpetee asase so nyinaa.
010b0a006b	Yei ne Sem asefoɔ ho asɛm. Nsuyire no akyiri, mfeɛ mmienu no a na Sem adi mfeɛ ɔha no, ɔwoo Arfaksad.
010b0b0062	Sem woo Arfaksad akyiri no, ɔtenaa ase mfeɛ aha enum, wowoo mmammarima ne mmammaa bi nso kaa ho.
010b0c0032	Arfaksad nso dii mfeɛ aduasa enum no, ɔwoo Sela.
010b0d0071	Arfaksad woo Sela no, akyire yi, ɔtenaa ase mfeɛ ahanan ne mmiɛnsa, wowoo mmammarima ne mmammaa bi nso kaa ho.
010b0e0025	Sela dii mfeɛ aduasa no, ɔwoo Eber.
010b0f006d	Sela woo Eber no, akyire yi, ɔtenaa ase mfeɛ ahanan ne mmiɛnsa, wowoo mmammarima ne mmammaa bi nso kaa ho.
010b10002c	Eber dii mfeɛ aduasa ɛnan no, ɔwoo Peleg.
010b11006c	Eber woo Peleg no, akyire yi, ɔtenaa ase mfeɛ ahanan ne aduasa, wowoo mmammarima ne mmammaa bi nso kaa ho.
010b120025	Peleg dii mfeɛ aduasa no, ɔwoo Reu.
010b130069	Peleg woo Reu no, akyire yi, ɔtenaa ase mfeɛ ahanu ne nkron, wowoo mmammarima ne mmammaa bi nso kaa ho.
010b14002c	Reu dii mfeɛ aduasa mmienu no, ɔwoo Serug.
010b150068	Reu woo Serug no, akyire yi, ɔtenaa ase mfeɛ ahanu ne nson, wowoo mmammarima ne mmammaa bi nso kaa ho.
010b160027	Serug dii mfeɛ aduasa no, ɔwoo Nahor.
010b170061	Serug woo Nahor no, akyire yi, ɔtenaa ase mfeɛ ahanu wowoo mmammarima ne mmammaa bi nso kaa ho.
010b18002c	Nahor dii mfeɛ aduonu nkron no, ɔwoo Tera.
010b19006b	Nahor woo Tera no, akyire yi, ɔtenaa ase mfeɛ ɔha ne dunkron, wowoo mmammarima ne mmammaa bi nso kaa ho.
010b1a0038	Tera dii mfeɛ aduɔson no, ɔwoo Abram, Nahor ne Haran.
010b1b004f	Yei ne Tera asefoɔ ho asɛm. Tera woo Abram, Nahor ne Haran. Na Haran woo Lot.
010b1c006e	Ɛberɛ a Haran agya Tera te ase no, Haran wuu baabi a wɔwoo no a wɔfrɛ hɔ Ur a, ɛwɔ Kaldea asase so no.
010b1d0096	Abram ne Nahor warewareeɛ. Na Abram yere din de Sarai, na Nahor nso yere din de Milka a, na ɔyɛ Haran babaa. Saa Haran yi na ɔwowoo Milka ne Iska.
010b1e0022	Na Sarai yɛ obonini; na ɔnni ba.
010b1f00f4	Tera faa ne babarima Abram ne ne nana Lot, a ɔyɛ Haran babarima ne nʼase baa Sarai, a na ɔyɛ ne babarima Abram yere no, ne wɔn nyinaa siim firii Ur a ɛwɔ Kaldea asase so sɛ, wɔrekɔ Kanaan asase so. Na wɔduruu Haran no, wɔtenaa hɔ.
010b200031	Tera dii mfeɛ ahanu ne enum, na ɔwuu wɔ Haran.
010c010080	Awurade Onyankopɔn ka kyerɛɛ Abram sɛ, “Gya wo ɔman, wo nkurɔfoɔ ne wo agya fiefoɔ, na kɔ asase a mɛkyerɛ wo no so.
010c020066	“Mɛma wo ayɛ ɔman kɛseɛ, na mɛhyira wo. Mɛma wo din atrɛ, na woayɛ nhyira ama nnipa bebree.
010c030080	Mɛhyira wɔn a wɔhyira wo, na obiara a ɔdome wo no, mɛdome no. Ɛnam wo so na wɔbɛhyira nnipa a wɔwɔ asase so nyinaa.”
010c0400a3	Enti, Abram kɔeɛ, sɛdeɛ Awurade Onyankopɔn ka kyerɛɛ no no. Na Lot ne no kɔeɛ. Ɛberɛ a Abram refiri Haran asase so akɔ no, na wadi mfeɛ aduɔson enum.
010c050097	Na Abram faa ne yere Sarai ne ne nuabarima Haran babarima Lot, nʼagyapadeɛ ne nʼasomfoɔ a ɔnyaa wɔn wɔ Haran nyinaa, siim kɔɔ Kanaan asase so.
010c0600c1	Wɔfaa asase no so ara kɔsii baabi a wɔfrɛ hɔ Sekem, kɔduruu odum dua bi a ɛsi baabi a wɔfrɛ hɔ More. Ɛhɔ na wɔsii wɔn ntomadan. Saa ɛberɛ no, na Kanaanfoɔ na wɔte asase no so.
010c0700d6	Afei, Awurade Onyankopɔn yii ne ho adi kyerɛɛ Abram ka kyerɛɛ no sɛ, “Mede saa asase yi bɛma wʼaseni.” Enti, Abram sii afɔrebukyia wɔ hɔ, de kaee Awurade Onyankopɔn a ɔdaa ne ho adi kyerɛɛ no no.
010c0800e2	Akyire yi, Abram firii hɔ, de nʼani kyerɛɛ mmepɔ bi a ɛwɔ apueeɛ fam, sii ne ntomadan wɔ hɔ. Na Bet-El da atɔeɛ fam, na Ai nso da apueeɛ fam. Ɛhɔ na ɔsii afɔrebukyia maa Awurade Onyankopɔn, sɔree no wɔ hɔ.
010c09002f	Afei, Abram dii atutena ara, kɔɔ anafoɔ fam.
010c0a00ae	Saa ɛberɛ no, ɛkɔm kɛseɛ bi sii asase a na Abram te so no so. Enti, ɔtu kɔtenaa Misraim asase so kakra, ɛfiri sɛ, ɛkɔm a ɛbaa asase no so no, na ano yɛ den yie.
010c0b0071	Ɔreyɛ aduru Misraim asase so no, ɔka kyerɛɛ ne yere Sarai sɛ, “Menim sɛ woyɛ ɔbaa a wo ho yɛ fɛ yie.
010c0c005e	Sɛ Misraimfoɔ no hunu wo a, wɔbɛka sɛ, ‘Ne yere nie. Momma yɛnkum no, na yɛmfa no.’
010c0d007d	Na sɛ woka sɛ woyɛ me nuabaa a, Misraimfoɔ no bɛhwɛ me yie, ɛfiri sɛ, wɔn ani wɔ wo ho, ɛno enti, wɔrenkum me.”
010c0e005a	Ɛberɛ a wɔduruu Misraim asase so no, Misraimfoɔ no hunuu sɛ, ɔbaa no ho yɛ fɛ yie.
010c0f0095	Na ɔhene Farao mpanimfoɔ hunuu no no, wɔkamfoo nʼahoɔfɛ, kɔbɔɔ no amaneɛ. Enti, ɔhene Farao soma ma wɔkɔfaa ɔbaa no baa nʼahemfie hɔ.
010c10008a	Esiane ɔbaa no ahoɔfɛ enti, ɔhene Farao hwɛɛ Abram yie, maa no nnwan, anantwie, afunumunini ne afunumubereɛ, nkoa, mfenaa ne nyoma.
010c110082	Na ɛsiane Abram yere Sarai te a na ɔte Farao ahemfie hɔ no enti, Awurade Onyankopɔn maa ɔyaredɔm baa Farao ne ne fiefoɔ so.
010c120082	Yei enti, Farao frɛɛ Abram bisaa no sɛ, “Ɛdeɛn na woayɛ me yi? Adɛn enti na woanka ankyerɛ me sɛ, ɔbaa no yɛ wo yere?
010c13008a	Adɛn enti na wokaa sɛ, ‘Ɔyɛ me nuabaa’ na woama maware no? Sɛ saa na ɛteɛ deɛ a, gye wo yere. Wo yere nie! Fa wʼadeɛ kɔ!”
010c140071	Na Farao hyɛɛ asraafoɔ sɛ, wɔnkɔgya Abram ne ne yere ɛkwan a wɔn fiefoɔ ne wɔn agyapadeɛ nyinaa ka ho.
010d010059	Abram tu firii Misraim. Ɔno, ne yere, Lot, nʼagyapadeɛ ne ne fiefoɔ nyinaa baa Negeb.
010d020050	Saa ɛberɛ no na Abram anya ne ho a ɔwɔ nyɛmmoa, dwetɛ ne sikakɔkɔɔ pii.
010d03007a	Ɔfirii Negeb hɔ no, ɔdii atutena ara kɔduruu Bet-El, baabi a ɔdii ɛkan sii ne ntomadan a ɛwɔ Bet-El ne Ai ntam no.
010d04004d	Ɛhɔ na kane no ɔsii nʼafɔrebukyia. Ɛhɔ nso na ɔkɔɔ so somm Awurade.
010d050057	Na Lot a ɔne Abram nam no nso yɛ ɔdefoɔ a ɔwɔ nnwan, anantwie ne asomfoɔ bebree.
010d060087	Esiane sɛ saa ɛberɛ no na Abram ne Lot nyinaa anya wɔn ho, na wɔwɔ nnwan, anantwie ne asomfoɔ pii enti, na wɔnsene asase no so.
010d070085	Na akasakasa taa baa Abram mmoahwɛfoɔ ne Lot mmoahwɛfoɔ no ntam. Saa ɛberɛ no na Kanaanfoɔ ne Perisifoɔ nso tete asase no so.
010d080093	Enti, Abram ka kyerɛɛ Lot sɛ, “Mesrɛ wo, mma akasakasa mma me ne wo anaa me mmoahwɛfoɔ ne wo mmoahwɛfoɔ ntam, ɛfiri sɛ, yɛyɛ anuanom.
010d09008b	Ɛnyɛ asase no nyinaa na ɛda wʼanim yi? Ma yɛnni mpaapaemu. Sɛ wokɔ benkum a, mɛkɔ nifa, na sɛ wokɔ nifa nso a, mɛkɔ benkum.”
010d0a00e6	Lot hwɛɛ ne ho hyiaeɛ, hunuu sɛ asase a ɛda Yordan ho no yɛ asasebereɛ. Na nsuo wɔ mu baabiara te sɛ Eden turom anaasɛ Misraim asase a ɛda Soar fam hɔ no ara pɛ. Saa ɛberɛ no, na Awurade nnya nsɛee Sodom ne Gomora.
010d0b0079	Na Lot de nʼani kyerɛɛ apueeɛ fam, faa asase a ɛda Yordan ho no. Yei ne ɛkwan a Abram ne Lot faa so dii ntetemu no.
010d0c0093	Abram tenaa Kanaan asase so. Ɛnna Lot nso dii atutena wɔ nkuropɔn a ɛwowɔ nsase tamaa no so, na ɔkɔsii ne ntomadan wɔ baabi a ɛbɛn Sodom.
010d0d0068	Na nnipa a wɔwɔ Sodom kuro no mu no yɛ amumuyɛfoɔ a daa wɔyɛ bɔne akɛseakɛseɛ de tia Awurade.
010d0e0095	Lot tee ne ho firii Abram ho akyiri no, Awurade ka kyerɛɛ Abram sɛ, “Afei, ma wʼani so hwɛ atifi fam, anafoɔ fam, apueeɛ fam ne atɔeɛ fam.
010d0f0045	Mede asasetam a wʼani tua yi nyinaa bɛma wo ne wʼasefoɔ afebɔɔ.
010d100043	Mɛma wʼasefoɔ adɔɔso sɛ asase so mfuturo a obiara ntumi nkan.
010d110049	Sɔre, kɔ na kɔhwehwɛ asase no so nyinaa, ɛfiri sɛ, mede rema wo.”
010d12007d	Enti, Abram tutuu ne ntomadan bɛtenaa odum kwaeɛ bi a ɛyɛ Mamrɛ dea wɔ Hebron. Ɛhɔ na ɔsii afɔrebukyia maa Awurade.
010e010066	Na ɛbaa sɛ Babiloniahene Amrafel, Elasarhene Ariok, Elamhene Kedorlaomer, Goiimhene Tideal berɛ so,
010e020086	na saa ahemfo yi ne Sodomhene Birsa, Gomorahene Birsa, Admahene Sinab, Seboimhene Semeber ne Belahene a na wɔfrɛ no Soar no dii ako.
010e030097	Saa ahemfo yi a ɛyɛ Sodomhene, Gomorahene, Admahene, Seboimhene ne Belahene boaboaa wɔn akodɔm ano wɔ Sidim subɔnhwa a ɛno ne Nkyene Ɛpo no mu.
010e040052	Wɔsomm Kedorlaomer mfeɛ dumienu, na afe a ɛtɔ so dumiɛnsa mu no, wɔtee atua.
