1300000006	Psalms
1316050047	Irail likwir on komui, rap dorelar, re liki komui, rap jota namenokala.
1316060051	A nai dueta kamatol amen, a kaidin ol amen, me aramaj akan kin lalaue o mamaleki.
131607004b	Karoj me kilan ia, kin lalaue, ia, jara pajan au arail o tuetual mon arail:
1316080042	A kin liki Ieowa, i en dorela i, o kamaioda i, pwe a kin kupura i.
131609006d	Pwe komui kotin kaipwi ia jan nan kaped en in ai; komui ta, me i liki jan ni anjaun ai mi ni maramaran in ai.
13160a0063	Jan nan’ kaped en in ai i lokidokilan komui; komui ta ai Kot jan ni anjaun ai mi pon kopan in ai.
13160b004d	Kom der kotin doo jan ia, pwe anjaun kalokolok korendor, ap jolar jauaj pa i.
13160c0044	Kau ol kalaimun kan kapil ia penaer, o kau ol en Pajan kele ia pena.
13160d0034	Irail jara don ia dueta laien weriwer o laualo amen.
13160e0067	Nai wudokilar dueta pil, ai kokon akan karoj muei pajaner, o monion i pei pajaner nan kaped i dueta wi.
13160f0071	Ai kelail nalanal lar dueta diper en dal eu, o lo i pajadan pan natanat ai, o komui kin wia kin ia me melar amen.
1316100063	Pwe kidi kan kapil ia pena, o pwin aramaj jued eu kele ia pena, irail kapore pajan pa i o na i kat.
1316110044	I kak wadok kokon ai kan karoj; a irail kin kilekilan ap peren kida.
1316120049	Re kin nek pajan ai likau kan nan pun arail, o re doropweki ai likau pup.
131613003a	A komui Main ender doo jan ia! Ai kel madando o jauaja ia!
131614003f	Dorela maur i jan kodlaj, pwe me ta ieu, o jan nan kel en kidi!
1316150042	Jauaja ia jan nan au en laien, o dore ia la jan oje en man laualo!
131616004c	I pan padaki on ri ai kan duen mar omui, o i pan kapina komui nan momodijou.
1316170060	Kapina leowa komail me majak i, o kadaudok en Iakop en kalinanada i, o wan Ijrael karoj majak i.
1316180082	Pwe a jota kotin mamaleki de juedeki me luet akan; o a jota kotin karirila jilan i jan irail; o ni a likwir on i, a kotin erekier.
1316190053	I pan kapina komui nan momodijou kalaimun; i pan kapwaiada ai inau mon ir me lan i.
13161a0060	Me luet akan en mana o medila, o me idok leowa, pan kapina i; nen omail pan me maureta kokolata.
13161b005f	Ni imwin jap karoj re pan tamanda leowa, ap wuki on i, o di en men liki karoj pan kaudoki on i.
13161c002e	Pwe wein leowa, o a kotin kaunda men liki kan.
13161d0073	Me wi kan karoj nin jappa pan manamana o kelepuki; karoj, me pan wiala pwel o jota kak kolekol maur ar, pan poni i.
13161e0054	Kadaudok eu mia, me pan papa i, re pan padaki on jeri o jeri en jeri kan duen leowa.
13161f005f	Re pan pwarado o padaki on aramaj akan, me pan ipwidi mur duen a pun, o duen me a kotin wiadar.
1317010029	IEOWA jile pa i, i jota pan anane meakot.
1317020042	A kotin kamana ia nan moj kajelel o kalua ia won ni pil lamelamur.
131703003a	A kotin kamanada nen i, a kalua ia pon al pun pweki mar a.
1317040079	I lao weid nan mot en mela, i jota pan majak me jued kot, pwe kom kotin ieian ia, omui irar o lepin jaipali kamait ia la.
131705006e	Kom kotin kaonop dan ia tepel eu jalon ai imwintiti kan. Kom kotin keiekidi mon ai le, o ai dal kin wudewudok.
1317060058	Pai o kalanan pan idauen ia arain ai maur, o i pan mimieta nan tanpaj en leowa kokolata.
1318010043	JAPWILIM en leowa jappa o audepa kan, jap o meakaroj me kaujon poa.
1318020046	Pwe a kotin pajonedier ni kailan madau, o a kotin wiadar pon pil akan.
1318030050	Ij me pan kodalan pon dol en leowa? O ij me pan kak uda ni mol en Ieowa jaraiui?
131804004a	me pa a kan jota japun o kin mauki padak japun, o me jota kin kaula likam.
1318050042	I me pan kamaula ren Ieowa, o a pan pun kila ren Kot a jaunkamaur.
1318060046	I kainok, me kin peiki on Kot, me kin rapaki jilan omui, Kot en Iakop.
1318070053	Komail ritinada wanim laud o lanada wanim nin jappa, pwe Nammarki linan en kotilon!
131808004c	Ij Nanmarki linan men et? I Ieowa rojon o manaman, Ieowa me rajon nan mauin.
1318090051	Komail ritinda wanim laud o lanada wanim ni jappa, pwe Nanmarki linan en kotilon!
13180a003b	Ij Nanmarki linan men et? I Ieowa Jepaot; I Nanmarki linan.
131901001b	MAIN, I kin inon ion komui.
1319020059	Ai Kot, I liki komui, jauaja ia, pwe I ender jarodi, o ai imwintiti kan ender peren kida.
131903004d	Pwe karoj me liki komui, jota pan jarodi, a me pan muei jan komui pan jarodi.
131904004d	Main, kom kotin kajale on ia al omui kan, o kotin padaki on ia omui tiak kan;
131905006a	Kalua ia ni omui melel o kalolekon ia! Pwe komui ta ai Kot, me kin jauja ia, ran karoj, I kin auiai komui.
131906004b	Main, kom kotin tamanada omui kalanan o omui kapunlol, me tapidar mon kaua.
1319070064	Re der kotin kupura dip en ai tikitik o ai jopeik; a kupure ia ni ar kupunlol o kalanan! Main Ieowa.
1319080046	Ieowa me mau o lelapok, I me a kotin padaki on me dipan akan pon al o.
1319090044	A kin kalua pun me luet akan, o a kotin padaki on me luet akan al a.
13190a0054	Al en Ieowa kan me dir en kalanan o melel on ir, me kin kolekol a inau o majan akan.
13190b0043	Main, kom kotin maki on ai ai japun kan me lapalap, pweki mar omui.
13190c004b	Ij ol, me kin Ian Ieowa? A pan kotin padaki on I duen al o, me a en pilada.
13190d0034	Nen e pan mi waja mau o kaudaudok a pan aneki jap o.
13190e0044	Ieowa kompoke pan me kin lan i, a pan kotin padaki on I duen a inau.
13190f006e	Maj ai kin ariri Ieowa anjau karoj, pwe a pan kotin jau karoj, pwe a pan kotin lapwada na I kat jan nan injar.
1319100030	Kom kotin majan don ia, pwe nai japoupou o luet.
1319110043	Majak en monion I laluedalar; kotin kalua ia jan nan ai apwal akan!
131912004e	Kom kotin mani ai luet o ai kankaneraner, o kotin maki on ia dip ai kan karoj!
131913005d	Kom kotin mani duen ai imwintiti kan, pwe re me toto, o re kin kailon kin ai ni ar aklapalap.
1319140068	Kom kotin jinjila ai maur o dore ia la, kom kotin apwali ia, pwe I der namenokala, pwe I kin liki komui.
131915002e	Melel o pun en jinjila ia, pwe I auiaui komui.
131916003e	Main Kot, kom kotin dorela Ijrael jan nan ar apwal akan karoj!
131a01005a	IEOWA kom kotin jauaja ia, pwe I kekeit wei ni melel, I kin liki Ieowa, i jota pan luetala
131a020054	Main kom kotin kajaui ia da o kajonejon ia, o kamakelekele mudilik I kan o monion i.
131a03003a	Pwe I aja duen omui kalanan, o I kin weweid ni omui melel.
131a040053	I jota kin mondi ren aramaj aklapalap akan, o I jota kin waroki on me morjued akan.
131a050047	I kin tataki pokon en mejued akan, o i jota kin mondi ren me japun kan.
131a06004b	I omiomi ki makelekel o i kin pok on japwilim omui pei jaraui, Main, Ieowa.
131a070048	Waja I pan kapikapina, nil laudeta o padak duen omui manaman akan karoj.
131a08003d	Main Ieowa, I kin pok on wajan tanpaj omui, o wajan ar linan.
131a09005a	Kom der kotin kajapoke ia la ianaki me dipan akan, de maur I ianaki me kamela aramaj akan.
131a0a0037	Pwe pa arail me dir en morjued o re ki men ale kijakij.
131a0b003d	A nai kin weweid ni makelekel. Dore ia la o kotin maki on ia!
131a0c0039	Na I kin aluwei pun. I pan kapina Ieowa nan momodijo kan.
131b01005f	IEOWA kamarain pa I o kamaur pa i, ij me i en majak? Ieowa kel pan maur i, ij me I en lomwinki?
131b020063	Ma mejued akan pan tana don ia, pwen kawela uduk ai o ai imwintiti kan, re pan dipikelkel o pupedi.
131b030064	Ma pwin jaunpei pan kapil ia pena, i jota pan majapwekada, o ma mauin pan wiaui on ia, I pan liki i.
131b0400ab	Iet eta, me I inon ion o men poeki ren Ieowa, I en mimita nan tanpaj en Ieowa arain ai maur, pwen kilekilan jaraui kajelel en Ieowa kan, o ududial japwilim a im en kaudok.
131b050088	Pwe ni anjau apwal a kotin jinila ia nan tanpaj a im pwal. A pan kotin karuk ia la nan tanpaj a im likau, o kotin kau ia da pon paip eu.
131b060095	A pan kotin kajapwil ia dan pon ai imwintiti kan, me kapil ia pena; i ap pan wiada mairon en kapin nan tanpaj a im pwal, i pan kaul o kapin on Ieowa.
131b070057	Main, kom kotin ereki nil ai, ma I pan likwir on komui, kom kotin maki on ia o mani ia.
131b08006b	Monion i kin kataman kin komui omui majan: Komail rapakin ia! I me I pil kin rapaki jilan omui. Main Ieowa!
131b0900ab	Der karir jan jilan omui mo i, o der kajapokela japwilim omui ladu ni omui onion; pwe komui me jauja pa i. Kom der kotin kaje ia la, o ender muei jan I, Kota i jaunkamaur.
131b0a0046	Pwe jam ai in ai likimalie ia la; a Ieowa kotin japwilim anekin ia la.
131b0b005c	Main, kom kotin kajale on ia japwilim omui al o kalua ia nani al pun pweki ai imwintiti kan.
131b0c0076	Kom der kotin mueid on ai imwintiti kan en kaloe ia di; pwe jaunkadede likam palian ia, o re wia japun on ia jo majak.
131b0d004b	Ari jo, I aja, me I pan ududial kalanan en Ieowa nan jap en me memaur akan.
131b0e0041	Auiaui Ieowa! Der majak, o monion om ender majak, o auiaui Ieowa!
131c01008a	MAIN, ai paipalap, I lao likwir won komui, kom der kotin japaimokid, pwe ma re pan japaimokid, i pan duet ir, me pan lokidokila nan por o.
131c020062	Kom kotin mani nil en ai nidinid, I lau likwir won komui, I lao kapa won pa I kat mol omui jaraui.
131c03008a	Re der kotin kajapoko ia la ianaki me japun kan, ianaki me wia jued, me kin lokaia kajelel on men impa, ap lamelame jued nan monion arail.
131c040076	Kotin depuk on ir duen ar dodok o duen ar tiak jued; kotiki on ir duen dodok en pa arail; katini on ir duen ar wiawia.
131c050068	Pwe re jota injenoki dodok en Ieowa de wiawia en lim a kan; e me a pan kotin kawe ir ala, a jota kauada.
131c060036	Kapin on Ieowa, pwe a kotin erekier nil en ai nidinid.
131c07006f	Ieowa kel pa i o pere pa i, monion i kin liki i, o jauaja pa i mia. Monion i liki i o i pan danke i ki ai kaul.
131c080041	Ieowa kelel parail; I me manaman on jauaja japwilim a me keidier.
131c09005b	Kotin jauaja japwilim omui aramaj omui jojo, o kotin kamana ir o apwali irail ada kokolata!
131d01003f	KOMAIL lapalap akan, wa don leowa, wa don Ieowra wau o manaman!
131d02003d	Wa don leowa wau en mar a, poni leowa ni omail kapwat jaraui!
131d030061	Kapiti en leowa mi pon pil akan; Kot en linan kin wiada nanjapwe, iei leowa en pil kalaimun akan.
131d040035	Kapiti en leowa me manaman, kapiti en leowa me linan.
131d05005e	Kapiti en leowa kin katip pajan jeder akan; leowa kin kotin katip pajan jeder akan en Lipanon.
131d060057	A kin kotin kalukaluj irail dueta kau pul amen, Lipanon o Jirion dueta kau pul ol amen.
131d070033	Kapiti en leowa kin lujwei dueta umpul en kijiniai.
131d080050	Kapiti en leowa kin kamokidada jap tan; leowa kotin kamokidada jap tan en Kadej.
131d090070	Kapiti en leowa kin kamokidada tia kan o kakilejauiada nana kan, o nan tanpaj a im en kaudok karoj kin kapina i.
131d0a0039	Ieowa kotikot pon pil akan o Ieowa pan Nanmarki kokolata.
131d0b0062	Ieowa pan kamanada japwilim a aramaj akan; Ieowa pan kotin kamaui japwilim a aramaj akan ki popol.
131e01006e	I kapina komui Main, pwe komui me kotin kajapwil ia dar, o jota mueid on ai imwintiti kan ren peren kin ia da.
131e02003f	Ieowa, ai Kot, i likwir won komui, komui ap kotin kakel ia dar.
131e03006f	Main, kom kotin kalua nen i jan nan wajan mela. Kom kotin dore ia lar ni anjau me irail lokidokila nan pweleko.
131e040039	Komail lelapok kan en kapina Ieowa, o kapina mar a linan!
131e050070	Pwe a onion kin marep ta ieu, a a mak arain maur en aramaj amen; nin jautik re kin janejan, a ni manjan nijinij.
131e060035	A nai inda ni ai anjau mau: I jota pan lodi kokolata.
131e07006e	Main, ni omui kalanan, kom kotin katenedi ai dol, a ni anjau me re karuki jan mo i jilan omui, i majapwekadar.
131e080030	I likwir won komui Main, o i nidinideki on Kaun.
131e09006e	Da kadepa en nt’ ai, i lao kodila nan por o? Pwel par pan kak kapina komui, o kapakaparok duen omui kalanan?
131e0a0042	Main Ieowa, re kotin mani ia o kotin maki on ia; Ieowa jauaj pa i.
131e0b006b	Kom kotin kawukila ai injenjued on nijinij; kom koti ki janer ai tuken likau, ap id kalikauwi ia dar popol.
131e0c0057	Pwe nen i en kauli on komui, a ender nenenla. Main ai Kot, i pan kapina komui kokolata.
131f010066	MAIN, i liki komui, kom kotin ieian ia, pwe i ender namenokala kokolata; dore kin ia la duen omui pun.
131f020070	Kapaikidi don ia karon ar akan, madan jauaja ia! Kom kotin wiala ai paipalap rojon, o kele pa i, pwen jauaja ia!
131f03003f	Pwe komui ai paip, o ai kel. Kom kotin kalua ia pweki mar omui.
131f040046	Kom kotin api ia jan nan injar, me re wiai on ia, pwe komui kele pa i.
131f050046	I kakaliki on komui nen i; kom kotin dore ia la, komui Main Kot melel.
131f060046	I juedeki me kin kaporoporeki dikedik en ani mal akan, a i liki Ieowa.
131f07006f	I pan pereperen o polauleki omui kalanan, pwe komui me kotin mani ai luet, o kotin kupura nen i ni anjau apwal.
131f08005c	O re der mueid on ai imwintiti, ren kaloe ia di. Kom kotin kajone na i kat nan waja jalatok.
131f090066	Ieowa, kom kotin maki on ia, pwe i majak; maj ai juedelar ki ai mamauk, pil dueta nen I o pali war ai.
131f0a0088	Pwe maur i luet kilar ai injenjued, o ai par akan malaulaular ki ai janejan, ai kelail tikitikelar pweki dip ai, o kokon aikna luetalar.
131f0b008d	Ai imwintiti kan karoj lalaue ia, o i wialar kanamenok pan men imp ai kan, o kamajak pan jau i kan; me kilan ia nani al o, kin tanwei jan ia.
131f0c0048	Aramaj monoke ia lar dueta me melar amen; nai rajon dal eu me mor pajan.
131f0d0072	Pwe i roner duen me toto kin pujerokion ia; men kamajak kapil ia pena; re kin kapun pena duen nai, pwen kae ia la.
131f0e003c	A I kin kaporoporeki komui Main, I ap inda: Komui ta ai Kot!
131f0f005a	Ai anjau mi nan lim omui, dore ai jan nan pa en ai imwintiti kan o jan me kin pakipaki ia.
131f100053	Kamarainki japwilim omui ladu jilan omui, dore ia ki omui, dore ia ki omui kalanan.
131f110080	Main, kom der kotin mueid on, i en joredi; pwe i likwiri won komui. Me japun kan en joredi, pwe irail en nenenla nan wajan mela.
131f120065	Kil en au en me likam akan mi nenenla, irail, me lalaue me pun kan ni laumaum, o aklapalap, o kaurur.
131f130084	Meid laud omui kalanan, me kom kotin nekinekid on me Ian komui kan, o me kom kin kajale on ir, me liki komui janjal mon aramaj akan.
131f140069	Kom kin kotin karir ir ala re omui jan karoj, me kailon kin ir, kom kin kadupal ir edi jan mon lo akamai.
131f150042	Kapina on Ieowa, me kotin kalanan laud on ia nan kanim teneten eu.
131f16008a	Pwe ni ai peikajal i indindar: I lokidokilar jan mon jilan ar. Ari jo, kom kotin ereki nil en ai nidinid, ni ai potoan wer wiwer on komui.
131f170082	Komail japwilim a jaraui kan karoj, pok on Ieowa! Ieowa kin kotin jinjila me pojon akan, ap depuk on ir melel, me akla palap akan.
131f18003b	Komail karoj me kaporo poreki Ieowa, en kelail o der majak!
132001003d	MEID pai, me dip arail lap wadar, o me ar japun pwaipwaidier!
1320020054	Aramaj meid pai, me Ieowa jolar pan kapokoki on dip ar, me jota likam nan monion ar.
1320030048	Pwe ni ai men okila, kokon ai kan ap jujueda kilar ai janojan ran karoj.
132004005b	Pwe lim omui katoutou ia nin ran o ni pon, o ai kelail monedier, dueta ni anjau on karakar.
1320050097	I me i weokadan komui dip ai kan, o jota okila ai japun kan. Nai indinda: I pan weokadan Ieowa ai katiwo kan, komui ap kotin maki on la jued en dip ai.
1320060083	I me jaraui kan karoj pan potoan kapakap on komui arain anjau me komui kak diarokda Lapake kalaimun pan wiaui a jota pan lel on ir.
1320070060	Komui me pere pa i, kom pur kotin perawei jan ia men kamajak, i ap pan dorela o kapina ni peren.
132008005e	I pan padaki on uk o kajale on uk al o, me koe en weweid ia; I pan kalua kin uk por en maj ai.
132009007f	Komail der dueta oj de aj amen me jota ar madamadaua, me mau on, kijin mata en ko on au arail, a ma jo, re jota pan duki on uk.
13200a0066	Me japun o kin lodi on jon en madak to to, a me kaporoporeki Ieowa, kalanan en Ieowa pan kapil pena i.
13200b0060	Polauleki Ieowa, o pereperen komail me pun kan, o kapikapina komail karoj me lelapok melel akan.
132101003e	KOMAIL me pun kan polauleki Ieowa, me lelapok kan en kapina i.
1321020047	Danke Ieowa o kapikapina ki men kajan o kaule ki on i jal en arp eijok.
1321030035	Kauleki on i kaul kap pot, komail kanai on arp o nil!
1321040037	Pwe maj an en Ieowa me inen o a wiawia kan karoj melel.
1321050041	A kin kotin pok on me pun o melel, jappa direki kalanan en Ieowa.
1321060045	Nanlan wiaui kida majan en Ieowa o audepan a karoj ki nen en jilan i.
132107005c	A kotin kolekol pena pil en madau dueta nan dal eu, o a kotin nekidala ad akan nan waja rir.
1321080045	Jappa karoj en lan Ieowa o karoj me kaukaujon nan jappa en wauneki i.
132109004a	Pwe ma a kotin majanta, ap pan wiaui, o ma a kotin panokada, ap pan miela.
13210a0055	Ieowa kin kotin kawela kapun en men liki kan, o a kin kawukila madamadaua en wei kan.
13210b0049	A me Ieowa kileledier, pan duedueta, o me a kotin kupurada, pan kokolata.
13210c0042	Meid pai wei o, me Ieowa ar Kot, o wei, me a kotin piladan a jojo.
13210d0034	Ieowa kin kotin ireron aramaj akan karoj jan nanlan.
13210e0038	A kotin ireron karoj, me kaujon jappa jan mol a teneten.
13210f0046	A kotin wiadar monion arail karoj, o a kotin mani ar wiawia kan karoj.
132110005b	Nanmarki amen jota pan pwai kida a karij toto, o ol komad amen jota pan dore kila a kelail.
132111003e	Oj akan pil jota kak jauaja ekij o a kelail melel jota kadepa.
132112004a	Kilan, jilan en Ieowa kin ireron on me lan i, o me kaporoporeki a kalanan.
132113003d	Pwen kapit ir ala jan ni mela o katekatunole ni anjau en lek.
132114003c	Nen atail kin auiaui Ieowa, i me jauaj patail o pere patail.
1321150044	Pwe monion atail kin peren kida i, pwe kitail kin liki mar a jaraui.
1321160041	Main, Ieowa, omui kalanan en mi po at duen at kaporoporeki komui.
132201003c	I PAN kapina Ieowa anjau karoj; au ai pan kapina i kokolata.
132202003b	Nen i en juaiki Ieowa, me luet akan pan ron, ap peren kida.
1322030043	Komail ian ia kapina Ieowa, pwe kitail en wiaki eu, kalanada mar a.
132204004a	Ni ai rapaki Ieowa, a kotin japen ia, o dore ia la jan nan ai majak karoj.
132205003a	Me ariri i, pan kakelada, a maj arail jota pan namenokala.
1322060058	Ol luot men et lao likwir, Ieowa ap kotin erekier o dorela i jan nan a apwal akan karoj.
