2800000006	Methiu
28061f0096	Ji-è guro michie ne khi è mua ruii phlei? Dinne guro niing pha khi re-è thog ruii phlei? Chiih-è nyie guii chid? Ji now ne samdiig arek chid rabo.
2806200094	(Migi oi pho ne zab hì pha chiang è idang samdiig ro.) Naro hamangkhung pha Aphuii è nathek è hìthek pha manathek chiid pha ji ne thiegjong ro.
28062100a7	Hìthek now pha chiang shii ne Hamangkhung-aphuii pha Sajathua nane nathek è ai nyie chiid pha ji samdiig bo, ji è rek arone ai è gai zab manathek de phi ruii phro.
28062200f5	Ji-è, thimiang pha chiang now ne samdiig arek chiid rabo, thimiang pha samdiig ji ne thimiang hà awailum ne cho pha samdiigthek um ruii phro, inai jiajia pha diigthek ne um ro. Ichiih shii ne jijia inai pha samdiigthek yie ne achodo chid rabo.
2807010050	Gaithek shii achua rabo, jiè Hamangkhung-aphuii de nathek shii achua ruii phro,
28070200c4	Hamangkhung-aphuii de nathek shii ithek è gai shii chua pha duiine chua ruii phro. Chiih-è, ai è nathek shii de ithek è khi pha Iphey yie ne chua pha duiine ji pha Iphey yie ne chua ruii phro.
28070300a0	Chiihphado, nathek ne nyie rek ne nawaithek mieg shii hingbang um pha ji ariig pha nawaithek khuiithek pha mieg shii ididuii iphen um pha ji hìog ne yao phlei?
2807040065	Nawaithek mieg rangde hingbang um shii khi-èrek ne nawai ikhuii ro iphen khia phi pha yao mua phlei?
280705008e	Lawasdai nathek! Igobi nawaithek mieg è hingbang ji khia bi bo, chiihphado nawaithek khuiithek ro iphen khia pha mieg sang doh mua ruii phro.
28070600b8	Nyie so um pha ji ne choi shii aphi rabo—Ithek è nathek shii idoh jo ruii phro. Mukho khie ne wak moe shii afen rabo—Ithek è ji pha mukho shii ne ithek lai lui hà dia ruii phro.
2807070064	Lia bo, choi ruii phro, sow bo, nathek ne doh ruii phro, chokh bo, nathek shii habin hong ruii phro.
2807080086	Nyieliieshii, hanyie è lia arone phi ruii phro, hanyie è sow arone doh ruii phro, hanyie è chokh arone aishii habin hong ruii phro.
2807090056	Nawaithek dufuii è iweb lia shii lubao phi pha aphuii ne nathek duchoi hanyie um lei?
28070a0035	Chiih-è, ai è ù lia shii nathek ne pham phi habey?
28070b00cb	Awie pha aphuii nathek ne nawaithek anithek shii wie phi pha ji shii thieg ro. Chiihphado ji re-è de hamangkhung hà Aphuii ne nathek è aishii lia pha wie manathek ji phi pha ji ne khama muna thieg ro!
28070c0092	Nathek è ithek shii khi-èrek yie pha now pha duiine ithek rog shii nathek è rek bo: Moses ro Iphey nane chaigthek muyua marui pha ji ne hì ro.
28070d00ac	Khog gak ji è iliing khud bo, nyieliieshii thumuluii pha gak ne sey ro chiih-è ji pha lumuii è dumuii rek pha ji ne ihiìa ro, chiih-è hanyie ji hà lua pho ne bajo ro.
28070e0069	Jishii chai pha gak ne khog ro, ji ne bajo diig hà dumuii re, chiih-è thiisa hà ne bran ìujia doh ro.
28070f00b3	“Biidiie pha chaigthek re-è ragia rek iang bo, ithek ne fuang hà ne shiishai duiine mia ne nathek shii wuii ruii phro, Jishii izai bucho hà ne ithek ne shaliiethek duiine ro.
280710009a	Nathek ne ithek è nyie rek pha ji è thieg ruii phro. Migem muiithek è angurthek awoi ruii phro, chiih-è migemgmuii è de hingiphemthek awoi ruii phro.
280711005e	Hingmuii phia ne iwoi wie woi ruii phro, jimagunde zia pha hingmuii ne wie awoi mua ruii phro.
280712005b	Hing phia ne iwoi awie pha awoi ruii phro, chiih-è zia pha hingmuii ne iwoi wie awoi phro.
2807130045	Iwoi wie awoi pha zab hingmuii ne chiieg srane bai hà fen ruii phro.
2807140057	Ji-è chiihphado nathek ne biidiie pha chaigthek è nyie rek pha ji è thieg ruii phro.
28071500df	“Hanyie è gu shii Ithong, Ithong, rone ho pho zabjia ne hamangkhung pha Sajathua hà akhud mua ruii phro, jimagunde hanyie è hamangkhung hà Aphuii è ithek shii nyie rek bo è yang pha ji rek pho è khud bie ruii phro.
28071600d4	Chua pha Inai thog ruii shii, bajo è gu shii yao ruii phro, Ithong, Ithong! ‘Na ibeng è gathek de Hamangkhung-aphuii pha mua ji yao phi, na ibeng è gathek de ibuiithek shii khia ne bajo buangthek rek phi!’
2807170077	Chiihphado gu nathek shii yao ruii, ‘gu khuchung de nathek shii athieg, Nathek awie pha branthek, gu è dundun bo!’
2807180088	“Ji-è chiihphado, hanyie è gu miyaogamthek yoi ne nuii pho ne khua bran hanyie è awai hò lubao lakhung shii rung pha ji duiine ro.
28071900c6	Haphie phie mage ne, khobohthek lakhung shii khed mage ne, chiih-è hasam gidieg boh sam ne ji pha hò shii reng mage ro, jimagunde ji ne achuak ro, nyieliieshii ji ne lubao lakhung shii rung ro.”
28071a007e	“Jishii, hanyie è gu miyaogamthek ji yoi srane anuii pho ne bi-ìe hanyie è awai hò balimuang shii rung pha ji duiine ro.
28071b00a0	Haphie phie ne khoboh khed mage ne, ji pha hò shii hasam gidieg boh sam ne ji pha hò reng mage shii, chiih-è chuakdun. Chiih-è ji ne buii è chuakdun ro!”
28071c0049	Isu è jithek yao ched dang shii, ibrog ne ai miyao ji è wiengphleg dun.
28071d005c	Ai ne Iphey yua pha masdothek duiine asi ro, ji phachiang shii, riichai rog shii yua dun ro.
280801004f	Isu yi phiingduii è thazam dun thog shii, bajo ibrogthek ai rog shii luagieng.
280802008e	Chiihphado hìa è riie pha ji aishii wuii ne, lagiung niing srane yao, “Masdo! Na è rek pha yang arone, gu shii so nyarab mua phi phro.”
2808030089	Isu è awai wad phia srane aishii khoh. “Gu è rek phi pha yang muii ro” Ai è yao! “So rey bo!” Khthiie ji pha bran ne gang dun.
28080400d5	Chiihphado Isu aishii yao, “Yoi bo! Hanyie shii de ayao rabo, jimagunde miang phabi hà wuii srane aishii riig yi bo, chiihphado na wie rey ge rone zab shii khagi rek ne, Moses muyung pha khlem ji zid phi bo.”
2808050069	Isu è Khaphernaum hà khud mage shii, Roman pha dumuii jia è aishii si srane nong phi pha khung ne yao:
2808060061	“Masdo, guro khiao rad ne hò hà biang shii thieng ne, asid mua dang pha bajo diig muii ro.”
280807003d	“Gu ne aishii wuii srane gang phi ruii phro,” Isu è yao.
280808008e	Oh asi masdo! Jipha dumuii è Isu shii chang, yung bie bo, gu nashii gu hò hà wuii yi sbo de asi ro, chiih-è gu khiao ne wie rey ruii phro.
2808090116	“Gu è lakhung shii de boh dumuii riichai um ro, chiih-è gu bucho shii siphahithek um ro. Gu è hanyie shii yung wuii bo! Chiih-è wuii; chiih-è, hanyie jia shii thawuii! Bo è yung chiih-è ai thawuii, chiih-è gu è gui khiao shii yung, hì rek bo! Chiih-è ai rek phi.”
28080a00a5	Isu è ji yoi mage shii, ai ne anomuluii pha rey ne ai rog shii luagieng pha branthek shii yao. Gu è nathek shii yao, gu è Israel hà hì duii pha migi adoh ba ro.
28080b009a	Gu è izai yao, bajo thek ne bichiu nane hakhoi è wuii srane Abraham, Isakh nane Jackhob rog shii hamangkhung pha Sajathua pha michie shii dug ruii phro.
28080c0088	Jishii, hanyie nathek ne Sajathua hà um pho shii ne igiia hà fen ruii phro, thiisa hà ithek ne shiinyinthek khriieg ne cho ruii phro.
28080d00ad	Chiihphado Isu è dumuii shii yao. “Hò dun sha bo, chiih-è na è nyie migi rek pha ji ne nashii rek ruii phro.” Chiih-è ji pha ishak shii dumuii ro khiao ne gang dun.
28080e0076	Isu è Phithar hò hà wuii dun, chiih-è thiisa hà ai è Phithar ro khiing ne hakhangzia ne rad ne rai iang pha doh.
28080f0059	Ai è ai wad kho, ji pha hakhang zia pha ji ne thoh dun, chiih-è sieng srane chie niing.
28081000c1	Habjuang rey mage shii, branthek è hanyie shii ibuiithek um pha ithek bajo shii Isu hà noh ne wuii thog, Isu è awie pha ragungthek shii miyaogam rog shii khia ne hanyie radpho shii gang phi.
2808110087	Ai ji rek pha ji è Aijaya chaig è yao marui pha ji ne izai rey yi, “Ai ne gethek ro radthek shii awai yi ne miiriiethek han phi.”
280812007a	Isu è ibrog ne aishii shan dun pha ji doh mage shii, ai è awai samoythek shii khabang pha yoyo ithua hà dun bo è yung.
2808130077	Iphey yua pha masdo aishii wuii thog. “Masdo” Ai è yao, “Na khi hà wuii magunde gune narog wuii pha ideb ro.”
28081400a0	Isu è aishii yao, “Shaliiethek shii ne ichothek um, chiih-è fuiithek shii ne irung um, jimagunde, Bran Dufuii shii ne thieng ne thung pha ithua de oi ro.”
2808150066	Gaibran, hanyie yi samoy ro, ai è yao “Masdo, igobi gu shii gui aphuii shii wieng pha dun yi bo.”
280816006e	“Gu rog shii luagieng bo,” Isu è chang, “chiih-è awaithek iy-iy è awai iy pha ji shii wieng yi bo.”
280817003f	Isu run shii in dun, chiih-è awai samoythek rog shii wuii dun.
2808180078	Humblo shii hasam boh sam ne khabang shii reng mage, chiih-è run ne buii è zem sha pha rey dun, jimagunde Isu men dun.
2808190086	Samoythek è aishii wuii srane aishii chun. “Ithong wo gathek shii ragia rek phi bo!” Ithek è yao. “Gathek ne iy sha bsa ro!”
28081a00d6	“Nathek ne nyama nyie rek ne rum phlei? Isu è chang, nathek shii ne migi ìujia bie ara ro!” Chiihphado ai sieng srane ji pha hasamthek nane gasauthek shii yung ne them yi. Chiih-è thiisa hà ne boh them dun.
28081b0084	Zab ne wiengphleg dun. “Hì ne khi-èrek pha bran ga?” Ithek è yao. “Hasamthek nane gasauthek rangde ai miyao nuii dun ro!”
28081c00dd	Isu è khabang khlei pha ithua Gadara soh hà wuii thog mage shii, bran nyi ne wiengmuang è wuii ruii pha ai è si iang. Jipha branthek ne ibuiithek um srane bajo buii ro jiè hanyie de ji pha lumuii hà lua pha chua oi.
28081d00a2	Khthiie ithek è ziak, “Gathek rog shii na nyie yang lei? Hamangkhung-aphuii pha Dufuii! Na ne gathek shii khriig pha ishak ibi hà lago phi pha wuii ne bey?”
28081e003b	Thiichiih è muna ruang asi pha ji shii wak brog ram ne um.
28081f0086	Ji-è, ji pha ibuiithek Isu shii khung ne yao, “Na è gathek shii khia pha rek arone, gathek shii ji pha wak brog hà thoh ge bo!”
280820008f	“Dun bo” Isu è ithek shii yao; jiè ithek thoh srane wakthek hà dun dun. Zab ibrog ne sak miang hà ran srane khabang shii wo ne zem dun.
280821007f	Wakthek gayiig pha bran ji è ran srane thawun hà wuii dun, ibuiithek rog pha branthek shii nyie rek phi zab phaluii yao mage.
2808220092	Ji-è, ji pha thawun pha branthek Isu shii si pha wuii dun; chiih-è ithek è aishii doh mage shii, ithek soh shii thoh ne dun bo ne khung ne yao.
2809010047	Isu run shii in srane khabang pha thrang awairo thawun hà idoh dundun,
28090200f0	Thiisa hà giak bran è slemriie pha bran jia shii awai biang rog shii thieng ne noh thog. Isu è ithek ro migi um pha ji riig mage shii, ai è slemriie pha bran ji shii yao, “lububo rek bo, gu dufuii! Na layogthek ne khungjong phi ro.”
280903006e	Chiihphado Iphey yua pha masdothek è awaithek chung yao rai, “Hì pha bran ne makhakriing yao ramuii ro!”
2809040060	Isu ne ithek munow rai pha ji thieg, jiè ai yao, nathek ne nyie rek ne awie pha thek now phlei?
2809050066	Naro layogthek ne khung jong phi ro è yao pha ji wie ba asi jai ne lua mage bo è yao pha ji wie bey?
28090600d4	Gu nathek shii khagi rek, chiihphado, ji pha Bran Dufuii shii ne ichiih sohnyiak shii layog khung phi pha riichai um ro. Ji-è ai è slemriie pha bran shii yao, jai ne, nawai lawio chiing ne, chiih-è hò dun bo!
280907002e	Jipha bran jai fad srane awai hò hà dun dun.
2809080082	Bran è ji doh mage shii, ithek ne zab rum dun, chiih-è bran shii de riichai phi pha chiang è Hamangkhung-aphuii shii chiong bo.
28090900d6	Isu è ji pha ithua thoh marui ne ai ibi lua shii, Methiu, beng pha mijin than pha ji awai ophis shii dug ne rai iang pha doh, ai è aishii yao “Gu idoh shii luagieng bo.” Methiu jai fad srane ai idoh luagieng.
28090a00a2	Isu è Methiu hò hà michie chie ramuii shii, gai mijin thanphothek nane ìu riingthek de wuii thog srane Isu nane ai samoythek rog shii thiibliie hà dug gieng.
28090b007f	Giak Pharisithek è ji riig srane ai samoythek shii sai, Nyie rek ne masdo ne hì è rek pha branthek rog shii chiegieng phlei?
28090c0076	Isu è ithek shii yoi srane chang, “Branthek hanyie gang pho ne mapho achid phro, chiih-è radpho è chiid bie phro.
28090d00d6	Dun srane jigigam shii nyie yao pha miyaosiu shii ji sow bo: Gu ne bushun chid phro, miiram ua ne khlem pha ji ne achid ro! Gu ne ilab rek pha bran shii ho pha awuii ro, jishii ìu riingthek shii ho pha wuii ro.”
28090e00af	Chiihphado Jon khowo ro samoythek Isu shii wuii thog, ne sai, “Gathek nane Pharisithek ne idang minyie nyie” Jishii naro samoythek khuchung de minyie anyie ji ne nyie lei?
28090f00eb	Isu è chang, phiyiy shii wuii pha biwenthek yi phiyiybufuii ithek rog um ba shii ne duhug rek phrone luthong bey? Khuchungde asi phro! Jishii phiyiybufuiii ithek noh dun pha inai thog ruii phro, chiihphado ithek minyie nyie ruii phro.
2809100099	Hanyie è de rugud hèg shii yung iwo ithileg miak ne aphiug ruii phro, nyieliieshii, yung thilek iwo ji è re srane rugud ne lahuhuak icho rey dun phro.
280911013d	Dinne Hanyie è de phuii nyiu shii chabjong pha phuii sukhug shii achab phro, nyieliieshii ji pha sukhug pha biia ne chuidun phro, chiih-è phuii ne noidun chiih-è phuii sukhug ne awie pha reydun phro. “Jipha chiang shii phuii nyiu shii ne phuii sukhug iwo hà chab chiid phro.” Chiih-è isa ne wie ruiidun phro.
28091200d6	Isu è ji yao ramuii shii, Jewish pha dumuii è aishii wuii thog ne lagiungniing, srane yao, “Gu ro dimi ne iyjong dun ro, Jishii, thawuii srane nawai wad è aishii khoh mage bo chiih-è ai ne sieng ruii phro.”
2809130058	Ji-è Isu jai srane ai idoh luagieng, chiih-è airo samoythek de ai rog shii wuii gieng.
280914006d	Idam snanyi è diig rek ne grab noi ne riie pha hò-amuii jia è idoh wuii srane Isu yung jiu shii khoh mage.
2809150057	Ai è awai shii yao, “Gu è airo yung shii khoh bie nede, gu ne gang rey dun phro.”
28091600b9	Isu è idoh rai ne hò-amuii shii riig, srane yao, lububo rek bo, “Gu dimi wo! Naro migi ji è nawai shii wie rek ge ro.” “Ji è yao pha ishak shii hò-amuii ji ne wie rey dun.”
2809170072	Chiihphado Isu ne dumuii hò hà wuii dun. Iy pha ben khuang pho nane branthek choh ne rai iang pha doh mage shii,
2809180073	ai è yao, zab ne fuang dun mage bo! “Bimi ne a-iy ba ro—Ai ne men bie ro!” Chiihphado ithek zab aishii siak.
28091900a3	Khthiie dang shii branthek fuang dun ched mage shii Isu è bimi ji pha ùgud hà wuii srane bimi ji pha wad shii chaing mage, chiih-è bimi ji de sieng khlei ruii.
28091a0027	Mua ji ne zab pha soh shii yoi thogdun.
28091b00b2	Isu è ji pha ithua thoh marui, chiih-è ai luaramuii shii miegthi pha bran nyi è jao ne ai idoh luagieng, “Gasa shii bushun rek phi bo, Dawid pha dufuii wo!” Ithek è ziak.
28091c00c4	Isu è hò bucho khud mage shii, miegthi pha bran nyi aishii wuii thog, chiih-è ai è ithek shii sai, “Gu è nasa shii gang rek ruii phrone nasa migi rek ne bey?” “Oh masdo” Isa è chang.
28091d0066	“Chiihphado Isu ne ithek mieg shii khoh srane yao, nasa è migi rek pha ji è hì è rey mage bo!”
28091e006b	Chiih-è ithek ro mieg ne dinne wie rey ge. “Isu è isa shii gang è yao, ji ne hanyie shii ayao rabo.”
28091f0044	Jishii ithek ne dun srane Isu chiang pha mua ne zab soh hà yao phi.
2809200077	Branthek dun dun shii, giak bran è Isu hà hanyie miyao ayao mua pha bran noh thog ruii, nyieliieshii aishii ibuii um.
28092100c7	Jishii, khthiie dang shii ibuii fuang khia mage ne, bran ji ne jao ne yao, zab pha branthek ne wieng dun, “Gathek è hì duiine rek pha blia ne Israel hà de khuchung de adoh ba ro!” ziak ne yao.
2809220069	Jishii Pharisithek è chang, “Hì ne ibuiithek shii gieng pha sakhathong è Isu shii blu phi ara ro.”
28092300bd	Isu è thawunthek nane thiigthek hà shan ne lua. Ai è Jewthek misiahòthek shii wuii ne yua, Sajathua chiang pha Mua Wie ji yua, chiih-è, miiriie nane radthek pha branthek shii gang phi.
28092400a2	Ai ibrog ji doh mage shii, ai lubu hà ithek shii bushun now dun, nyieliieshii, ithek ne samdiig nane nong-oi pha rey dun. Brogpho oi pha shiishai duiine rey dun.
280925006d	Ji-è ai è ne awai samoythek shii yao, “Yamiing ne bajo um habuii shii, raig riug pho ne ìujia bie ro.”
2809260059	Ji è yamiing pha blia pho shii thoh ruii pha. “Yamiing pha muspho shii sia mage bo.”
280a010082	Isu è awai samoy snanyi shii ò ho srane ibuii ragungthek khia pha nane ichua miiriie nane radthek shii gang phi pha riichai phi.
280a020091	Hì ne guaphasamoythek snanyi pha ibeng ro: igobi Simon (Phithar ro è ho), chiih-è ai ikhuii Andrew; Zebedi pha dufuii Jems nane ai ikhuii Jon;
280a030063	Philiph nane Bartholomew; Thomas nane mijin thanpha Methiu; Alphayus pha dufuii Jems nane Thadaeus;
280a04004b	Soh shii miie pha Simon nane Isu shii zum yi pha Judas Iskharioth ithek ro.
280a05007a	Isu è ji pha samoy snanyi shii miyao yua ne fuang thoh ge: Gai bran pha soh shii nane Samaria thawunthek shii awuii rabo.
280a060058	Jiphachiang shii, nathek ne Israel pha bran, ro shiishai san dun pha thiig shii wuii bo.
280a07003b	Wuii srane yua bo, hamangkhung pha Sajathua ne inui sha ro!
280a0800d0	Radpho shii gang phi bo, iypho shii chai hà yi bo, hìariie è radpho shii gang phi bo, chiih-è, ibuiithek shii khia phi bo. Nathek è igong aphi pha mua, jiè nathek ne gai shii igong ayie pha phi muii bo.
280a090037	Nathek ne san liiman nane thama pha bangthek ahan rabo.
280a0a00b4	Lumuii hà lua shii chayem pha biia de ayie rabo, chiih-è, lai ne gua pha phadiig nane lakhiathek nane thagin de ahan rabo. Bliaphothek è nyie chiid pha ji shii ne phi ruii phro.
280a0b00a5	Nathek è thawun nane thiig hà wuii mage shii, nathek shii wie ho pha yang pho shii sow bo. Chiih-è, nathek è ji pha ithua adung sapho shii ne ai rog shii rai bo.
280a0c0058	Khuchung, nathek è hò iliing hà wuii shii, yao bo, liijiing ne nathek rog shii um bo.
280a0d00bb	Jipha hò bran è nathek shii wie ho arone, nathek pha liijiing nane salamthek ne rai yi bo; chiih-è, ithek è nathek shii wie aho arone, chiihphado nawaithek ro salamthek ji idoh yi bo.
280a0e009c	Chiih-è, giak hò hà nane thawun hà nathek shii wie aho arone, chiihphado ji pha ithua thoh srane nawaithek laikham pha nyiakphlab kham ne thoh marui bo.
280a0f009d	Gu è nathek shii izai yao, Chua pha inai shii Hamangkhung-aphuii è ji pha thiigthek è ne Sodom nane Gomorah pha branthek shii lamuna bushun rek ruii phro!
280a100095	Yoi bo! Gu è nathek shii shiishai duiine choishaluii um pha duchoi shii thoh ramuii ro. Nathek ne pham duiine briak rek ne, pharo duiine zum rek bo.
280a11007f	Riig bthan bo. Hanyie è nathek shii zum ne limiang moe hà noh dun ne chiih-è nathek shii ne misiahòthek hà chia ruii phro.
