2800000003	Mat
2807170080	A were namea eyang bekaa ne a begeshe be komana na, ‘Anta tukǝ orosa oying ne. Arnang na ka me, ying ana o eza epa e buru.’
280718007f	“Azaa nyimi pate ondooka wa kona angmǝ ang aana, ka wa eze ogole ka ai, waye na ondoo rosa ka wa sowa akwilǝ wai azaa opoo.
2807190087	Nangka olyi wa ngmeze, na mabeno penze a ngmet, obere kang era nawa tabe akwilǝ me, nyimia na ata oko ne, obena oting ai ya azaa opoo.
28071a007c	A pate ondooka wa kona a ngmǝ ang aana, ka wata eza ogole ka ai ne, waye na ondoo dera orosa ka wa so akwilǝ azaa egengge.
28071b0061	Na olyi ngmeze, a mabeno penze, kangza obere ere nawa tabe akwilǝ name, naa oko a nyokonyoko.”
28071c0067	Nangka Yeso ka mare o beya mapapa ma name, na epame tere leguki le aromo ukpwei azaa ambela obaala kai.
28071d0057	Azaa obena ka baale ne naa ondooka waye ka obare, na ana o baala makili ma Mosa tazane.
280801003a	Nangka Yeso ka jǝpi aza oyara, na aromo cake ne tare kai.
2808020086	Na ogangca yende deya a kai nawa tunggunu aa begeshe be kai awa bena, “Ateokora, oya ka obare o womzang ong kang itǝ a sangsang.”
2808030082	Na Yeso nayi o ara kai naka meke wai aka bekaana, “Ma kabare ma womzau, itǝ a sangsang.” A saseya nawa woma ka leganca le ma.
28080400d3	Na Yeso beka a wai, “Kona, tana o bekea ondo epa eka ee manau ne, ale ka o wore ukpwei o ondo magame ma Ashili, oo kang nya epa eka a yo esa nangka Ashili a bele Mosa. Ya nyimi ka o wore aromo bekaana ba woma.
2808050056	Nangka Yeso ka lyǝ a Kaparnahum, Na ondo o gong o tesa geza omole o Roma bose kai na,
280806005f	“Ateokora, ozara ong ya tete akwilǝ, a lepung lewai lee gbwǝ aa waya kona o poba ajǝng.”
2808070036	Na Yeso bekaa wai na, “Eyang deya kang womza wai.”
2808080089	Ondo o gong o tesa geza omole name bekena, “Ateokora ang ta bare odeya akwilǝ ang ne, soona o sokoo bekaa angmǝ, ozara ong wayo woma.
28080900d6	Mi ang ya taara te ondo, kangza ka ana o tesa geza a moole ba taara tong, maa kang bekaa ondo na, “Ale, awa ale, ondo kangza ang bekaa na, “Deya,” awa de, ang kang bekaa ozara ong na, “Ya epana,” a wa ye.
28080a00c0	Nangka Yeso ka kone nyimi, na epame tere kai ukpwei, aa ka beka ana o tarea kai na, “Ang dongdong bele ying epeng me, anta ma cǝ ondo a nyimi Isrela kawa o kabare kaa Ashili na oromo na ne.
28080b009c	Eyang belo ying, aromo a cake ne yo deesa a dizi ka aza ka ne cikǝ a ne lye epaolya legwa kaa Ibraheng, kaa Ishaku aa Yakubu a nyimi togomo te o zaa shili.
28080c007d	Bangka nyimi, ayo gǝǝzǝ ayana togomo ogomo obere oburu a nyimi maring maa bitibiti. Ara aaka ne yo ruuzi ka o nonza tuuni.
28080d0090	Na Yeso bekaa ondo o gong o tesa geza o moole o Roma na, “Ale, ayo yau nangka o kabare ka Ashili au ze.” Na o ngmere liizi na ozara me woma.
28080e004b	Nangka Yeso ka lyǝ akwilǝ a Biturusu naka mana ondawa wai a wata zake ne.
28080f0043	Na Yeso meke o ara wai, nawa woma, aa wa era nawa sele kai epaolya.
28081000bf	Nangka ulyǝlu waye, na aromo deese kaa aromo a cake ka ogomo o bere o buru wa taba ne. Kaa angmǝ ka ka beke belle, ka sǝǝrǝ obere oburu me, aka kang womza pate ana o dera o kona a cammo.
2808110096	Ka ye nyimia adorana a panza epa eka ondo beya ngmǝ ka mawo ma Ashili Ishaya wa beke na, “Ka ana makono maro, kaa pate odera o kona aa zake aro.”
2808120061	Nangka Yeso ka laka aromo a cake aa nee ringgǝri kai, naka ote nee na ne kuri owulu obeno niini.
2808130079	Na ondo baala angmǝ aaka Ashili nya Mosa wa de nawa beka kai na, “Ondo baala, eyang tare o apate araaka oya ale ne.”
280814008b	Na Yeso kabare wai na, “E ere o wake neye ka she'o, engmeng o zaa shili kangza neye ka todo, aa Kena ka o Oromo kata ka ara o mora ne.”
280815005a	Na ondo nyimi ana o tare o Yeso bekena, Ateokora, baya ang ale kang taase ate ang suri.”
2808160058	Na Yeso bekaa wai na, “Tareng, baya andaaka ne gbwizǝ ne taase andaaka ne gbwizǝ.”
2808170056	Nangka Yeso lyǝ a nyimi o onggo o taara manyi, na ana o tare o Yeso ale legwa ka kai.
280818007e	Na o bere ogong era a lepong leme, na sejǝng sheme ere ka legoone na manyi bore o lyǝzǝ a nyimi onggo me, aa Yeso ya malau.
280819005d	Na atoma kai ale nane ara kai, aa ne bekaa kai na, “Ateokora, boza ro, manyi ya lya oro.”
28081a0099	Na ka bekaa ne na, “Eyaka e kerke nyimi? O kabare kaa Ashili aying me baba? Naka ere, aaka zurki obere ka lejǝng le manyi mame. Na keeya itǝ a tiiyi.
28081b0071	Na epame tere aromo ukpwei, aa ne beke na, “Mana waana ka o bere ka lejǝng le manyi kone kai aane tare kai?”
28081c00bf	Nangka ne de owulu o makeke ma Garasina, na aromo leere ane suri a macau aaka obere o buru wa taba ne, ne wobe Yeso. Legoone lene le itǝ epa e boome maleu nangka aromo ta tareze orona me ne.
28081d007f	Na ne rurayi aa ne bekaa Yeso na, “Eya manyi mau kaaro, bo Kena ka Ashili? Ba deya ko ka gǝǝzǝ ro, a were ta aya ne na?”
28081e0045	Aa ma'amo kaa ne edembashe akwilǝ ne rene a cake a neya lya epaolya.
28081f0061	Na obere oburu name bose Yeso na, “Baa sǝǝrǝ ro o turki ro a nyimia edembashe akwilǝ me.”
280820009e	Naka bekaa ne na, “Ale na.” Na ne suri aa ne lyǝ edembashe akwilǝ me. Na edembashe me ne ere ka tesong na ne tǝǝru a lepong leme na manyi lye ne apat.
280821008b	Na ana o soola edembashe me ne ere ka tosong, aa ne ale apeng, aa ne baale pate epa eka e mane ne, kaa epa eka ee mane ana obere o buru me.
280822006a	Na pate aromo apeng me ne suri na ne wobe Yeso. Nangka ne laka kai, na ne bose kai na ka baya makeke mane.
2809010050	Nangka Yeso ka lyǝ o onggo manyi, naka tare a Kaparnahum apeng aaka ka gong ne.
28090200c6	Na ca kai ondo ka lepung le wai le gbwi aa waya tete a kapengge. Nangka Yeso ka laka okabare kaa Ashili ane, naka bekaa ondooka lepung lewai le gbwǝ na, “Kena kang, zanta, a pisǝ madinǝ mau.”
2809030069	Na ana o baala ngmǝ aaka Ashili nya Mosa ne bekaa a tukpwei tone na, “Karomo kaana ka tambo Ashili!”
2809040064	Aa Yeso ka orosa madoola mane, naka pirkǝ na, “Eyaaka eya eza madoola maburu a nyong aying nanna?
280905005e	Eya kala o dera o poba, o beka na, “O bena a pisǝ madinǝ mau na, ‘Koona era ka oyeng na?
28090600b1	Eyang yeme e rose obena Kena ka o Oromo kaye ka obare o pisǝ madinǝ a lerambo.’ Naka bekaa ondooka lepung le wai le gbwǝ na, “Era ka o jeke kapengge kau o ale akwilǝ.”
2809070022	Na oromo me ere, nawa ale akwilǝ.
280908006a	Nangka aromo a cake ne laka nyimi, nane kone boome, aa ne sabe Ashili, aaka aa nya aromo ebelo obare oona.
28090900c1	Nangka Yeso ka lyǝ izi ka teweno, naka laka oromo yende kaa rareze wai na Matiyu, aa waya cikǝ awa eze ogole ara o eese emate makeke. Naka bekaa wai na, “Tareng.” Nawa ere aa wa tare kai.
28090a0094	Malo nyimi aa Yeso ya lya epaolya akwilǝ a Matiyu, na ana o eesa emate makeke ka ana madinǝ a cake ne de, na ne cikǝ ka kai kaa ana o tare o kai.
28090b0097	Nangka maParisa ne laka nyimi, na ne bekaa atoma kai na, “Eyaka ka ondo obaala o ying waya lya epaolya kaa ana o eesa emate makeke kaa na madinǝ?”
28090c0078	Nangka Yeso ka kone nyimi na ka bekaa na, “Andaaka neya kona azake ta gera ondo onyaza makang ne, seekoona ana o kono.
28090d00a6	Azaa nyimi ale na ka e gere orosa epaaka nyimi, ‘Egonegonea mi ang yeme aying, onyaza eyapaa tazane.’ Antaa ma deya kang rare andaa woma ne, seena ana madinǝ.”
28090e0085	Na ana otare Yohana o batisma ne deya Yeso na ne beka kai na, “Awiinia ro ka maParisa te pate o ngmǝ, a na otare o ta ezaza ne?”
28090f00c2	Na Yeso kabare nee na, “Anyong a era caro ajaa ondooka wa sure ana ondaye osau a neye legwa na? Tomore ya deya ka ayo jeka ondoo ana ondaaye osau a baya ne. A tomore tonname neyo pate o ngmǝ.
2809100079	“Ondo wa ere wata manka ozani osau ka wa naane odibi oo kozo ne, o naane me yo dara odibi me kawa kala o samba o burǝ.
28091100f4	Kangza, ondo wa era wata kare manyi ma o inabi ma sau aa boboto a kozo ne. Waya nyimi a boboto me yo poso ka manyi ma o inabi me oko, a boboto me caro. Manyi ma o inabi ma sau, a kare mai a boboto a sau. Adorana a bisi kaa pate maleere mame.”
28091200d4	Yeso kaya za obeya nyimi naname, na ondoono o dandaro o gwarzanang maYahuda, wa de aa wa tunggunu ating kai aa wa bekaa na, “Nanname na kagala kang surǝ aa gbwǝ, deya ka o eke taara to azaa kai, ka yo era.”
280913003a	Na Yeso ere legwa kaa ana otare kai, nane ale ka oromo me.
28091400a2	Ondaaye yende wa zene arame aa wa ye shenai betuuru ka she leere aa waya kono o ooso manyau, nawa deya a sauwo a dimǝ Yeso nawa eke o ara a bengmǝ be odibi kai.
280915004e	Aa wa bekaa lenyong lewai na, “Maa eke o ara odibi kai belle, eyang woma.”
280916008b	Nangka Yeso ka ringgǝnu naka laka wai, naka bekaana, “Ondaaye, zanta, o kabare kaa Ashili au, wa womzau.” A saseya na ondaaye me woma.
2809170081	Nangka Yeso ka de akwilǝ ondoono dandaro gwarzanang maYahuda, naka mana aromo acak aa neya ulbǝ esherowa ka seleera she ma'ade.
280918006c	Naka bekaana, “Erana arakaana! Ogala me taa wa gbwǝ ne waya malauwa belle.” Nane zoze, aa ne zeele kai.
280919005e	Nangka asǝǝrǝ aromo me o yanga, naka lyǝ aa nyimi aa ka meke o ara ogala me, aaka ara kai.
28091a0031	Na orooka me wa ale a kuruwǝ a pate makeke mame.
28091b0073	Yeso kaya baya ara me naname, na arǝ aleere tare kai aa ne rare ajǝng na, “Kena ka Daoda kona egonegone ero!”
28091c00ad	Nangka ka lyǝ akwilǝ yende na arǝ me deya kai, na Yeso me bekaa ne na, “Ee kabare ka Ashili obena maa erang womza ying na?” Na ne kabare kai na, “Eeye, Ateokora.”
28091d0064	Naka a eke o ara kai aa yizi ane, aaka bekaa na, “Azaa o kabare ka Ashili aying, aa womza ying.”
28091e005a	Na a yizi ane pǝrnu. Aa Yeso windi ne teto maleu na, “Tana e bele ondo orooka na ne.”
28091f004c	Pate ka nyimi, na ne suri, aane baale orooka kai aa kuruwǝ aa makeke ma me.
2809200044	Nangka neya ale, na ca kai orakare yende ka obere oburu wa tabe wai.
28092100ae	Malo oka a sǝǝrǝ obere o buru me, na orakare me wa obeke angmǝ. Na epa me tere aromo cak tukpwei aane beyaa na, “Ata aa tuku laka ebelo epa eena a nyimi a Isrela ne.”
280922005c	Na maParisa bekaana, “Ka legoone le ogomo obere o burua wa ya sǝrsǝzǝ mabere maburu.”
28092300ba	Na Yeso ka aleze a topepeng, aaka baale angmǝ a lebo a madandaro ma ogwarzanang maYahuda, aaka zoole azaa togomo te Ashili, aaka womza aromo azaa kombela makono ka o dera o kona a zake.
2809240091	Nangka ka laka o kurkǝnǝng aromo naka kone egonegone, obena neya zitǝ azaa o dera ondo o kangkama, neye na emande epeng zora ondo otare ka ne.
2809250058	Aka bekaa ana o tare o akai na, “O shende arame gong, aa na o shende me ta gongnga ne.
280926004b	Azaa nyimi, bosana ateokora o shende me kawa tong ana ogole kane shende.”
280a010093	Na Yeso zake ana o tare o akai betuuru kaa leere, a ka nya ne legoone lo sǝǝrǝ mabere maburu, ka o womza koonang makono kaa o dera o kona azake.
280a02009b	Shennaa seze she atoma Yeso betuuru: Obora waya Siman ka a beya wai na Biturusu, Kaa orone wai Andarawus, Kaa Yakubu kena kaa Zabadi, Kaa orone wai Yohana,
280a03006e	Kaa Pilibus, Kaa Batilomi, Kaa Toma, Kaa Matiyu ondo eesa emate makeke, Kaa Yakubu kena ka Halpa, Kaa Tadiyus,
280a04007a	Kaa Siman karomo ka Kan'na ka beya kai na kaye kale nyong le makeke ma kai, Kangza kaa Yahuda Iskariyoti ooka wa nya Yeso.
280a05007f	Nee betuuru kaa leere namea Yeso ka tong, aaka bekaa nee na, “Tana ne ale a makeke ma aworme ne, na koonang apeng a Samariya,
280a060034	soona e ale emande epeng ka e wilǝ, aromo a Isrela.
280a070045	A nyimi teweno teying e zoole na, ‘Togomo te zaa shili te amara.’
280a080094	Ee womza ana makono, ee arsaza andaaka ne gbwizǝ, a womza agangca, ee sǝǝrǝ mabere maburu. A nyaza ying zora onya eyapa, ying ma nyaza na nyimi.
280a09004d	Kane monte emate o ozinari, na azorpa, emate epeng a nyimi lejǝng le le'eke.
280a0a0088	Kangza kane jeke ojeketa a teweno toying ne, kane jeke madibi maleere ne, na tokakau, na lebenda, obena ondo ogole gwara ka epaolya wai.
280a0b0064	Pate apeng aaka e lyǝ ne, ee gere oromo edang ka e jǝpi akwilǝ wai, a ale a were o baya apeng me.
280a0c0045	Eeya lyǝ a akwilǝ me ee bekaa na, ‘O cikǝ o cammo itǝ oying.’
280a0d0065	Akwilǝ me edang aaza, oo cikǝ o cammo ying wa cikǝ ai. Kangza edang waata zane, aa wa kuri a ying.
280a0e008e	Pate ondooka wa nyana o emba oying, koona wa nyana o kona angmǝ aying, eeya surǝ akwilǝ me, na apeng me e zazame ma sorma ma tobona toying.
280a0f007b	“Eyang dongdong obele oying, a lengme lo core angmǝ ayo kona egonegone makeke ma Sadoma ka ma Gwamrata azaa apeng na.”
280a100088	“Laka na, ma tonga ying naa emande epeng a nyimi egana. Azaa nyimi cikǝ na ka o rosana na ewa, kangza e itǝ ana epa erere naa egoma.
280a110088	Ezana a sauwo ka aromo, neyo ale ying abegeshe ana o cora ngmǝ, aane ole ying ane eze ying teyong aa madandaro ma ogwarzanang maYahuda.
280a120074	Aza ong Kangza neyo aleze ka ying abegeshe be andaano kaa agomo, ka e beke angmǝ a lebo aza ong abegeshe be aworme.
280a1300a4	Awereaka ne meke ying kane ale kaa ying aana togomo, tane gare tukpwei toying aza epa eeka eyo beka, kaa nangka eyo beka ne, ayo nya ying epa eka eyo beka awere me.
280a140064	Aza obena ying ngha ta beya angmǝ ne, Obere orere Ate a ying waya ya beya angmǝ aa tongmǝ toying.
280a150080	“Orone wayo nya orone wai ka wong, nyimia ate yo ya ka kena ka wai. Ayana kangza neyo girǝ ana ate ane, ane ote ka wongze ne.
280a160057	Aromo neyo nyana ying azaa leze leng. Pate ondooka wa motana aa ale omaare, wayo bisǝ.
280a1700a9	Nee gǝǝzǝ ying apeng aana, songhana ka e alea apeng a izi. Epeng emea eyang dongdong belo oying, eto mara o aleze a topepeng te Isrela ne, aa Kena ka o Oromo yo deya.
280a180051	“Ondo tare wata kala ondo baala wai ne, ozara kangza wata kala ateokora wai ne.
280a1900a6	Wa gwara ondooka a baale wai aa wa itǝ na ondo o baala wai, ozara kangza waye na ateokora wai. Aa ne rare ateokora na Ba'alzebul, nannia aromo akwilǝ wai kangza?”
280a1a008d	“Azaa nyimi kane kone boome bene ne, obena eyapa tazene ka a pate, ka atoo pǝri e ne, kangza eyapa ta zene ka aa baasa ka atoo rosa ee ne.
280a1b0080	Epa eeka eyang baala oying asuk, beke na e aa pantalang. Aa epa eeka a bele ying a toto, zoola na azaa e ajǝng aa betǝnkǝrǝ.
280a1c00ae	Tana e kone boome be andaaka ne wonze oromo ne, a neta ama o wonga bebuu be wai ne. Soona e kone boome be ondooka waye ka legoone le o wonga bebuu ka lepung apat akwilǝ ola.
280a1d0072	A lisǝzǝ engmeng e leere okobo sang? Kayende ka era aa kata tǝru aa deze ka ka gbwǝ dera orosa a Ate aying ne.
280a1e002b	Nyimia waaza pate shepkwai she ying a bala.
280a1f0048	Azaa nyimi tane kone boome ne. Obena edang eying e kala engmeng acak.”
280a200071	“Pate ondooka wa kabare kaa mi a begeshe be aromo, mi ma eyang kabare kaa wai a begeshe be Ate ang o zaa shili.
280a210079	Apate ondooka wa sangga o rosa ong a begeshe be aromo, mi ma eyang sangga o rosa wai a begeshe be Ate ang o zaa shili.”
280a220070	“Tane eke obena ma deya ka o cikǝ a cammo a lerambo leena ne. Anta ma deya ka o cikǝ ocammo ne, soona okara.
280a230062	Ma deya, Kang gwara oromo kaa ate wai, Ang gwaara okara kagala kaa iini kai, aa iini ka ogiri wai.
280a24003a	Kangza wa itǝ bena ondoo nyana o wa ya nyimi a kwilǝ au.
280a2500b3	Pate ondooka wa kala yeme ate, na iini wai o kala ong, wata gwara awa itǝ a ong ne. Kangza ondooka wa kala yeme ayana wai alome ka a ai o kala ong, wata gwara awa itǝ aa ong ne.
280a26005b	Nyimia ondooka waata ana uti o gendare o wai a wa tareng ne, wata gwara a wa itǝ a ong ne.
280a270066	Pate ondooka wa yeme ebeene wai, wayo dera e. Aa pate ondooka wa dera ebeene wai azaa ong, wayo cǝ e.
280a280078	“Ondooka wa kabare kaa ying, wa kabare kami naname. Kangza, ondooka wa kabare kaa mi wa kabare kaa ondooka wa tongang.
280a290113	Ondooka wa emba ondo obeya angmǝ ka mawo Ashili, ka leze le obena wai ondo obeya ngmǝ ka mawo ma Ashili wai, wayo cǝ o taasa ondo obeya angmǝ ka mawo ma Ashili. Ondooka wa kabare kaa ondo o sangsang, ka leze le obena wai ondo o woma wai, wayo cǝ o taasa ondo o sangsang.
280a2a009a	Komana wa nya kena ka yende a nyimi ayana aa batebate naa kaso kaa manyi, ka leze le obena wai ondo tare ong nga wai wato dongdong dera o taasa wai ne.”
280b010089	Malooka Yeso ka mare ozoola a atoma kai betuuru ka leere name, na ka ere aa rana me na ka ale aaka baale ka o zoola a topepeng to Galili.
280b020091	A were me Yohana ko batisma kaya apate aa kwilǝ ana o ezaza epa eburu, nawa kone epa eka Almasipu ya eza me, nawa tong ana o tare o wai ara Yeso
280b03004f	kane pirkǝ wai na, “Boa ondooka waya deya na, na te kare ayizi a ondo na?”
280b04005c	Na Yeso kabare nee na, “Kurǝna ka e bekaa Yohana epa eeka ee laka kangza ka ee kaa ekone,
280b0500b5	obena arǝ na cǝ o laka ara, aa agǝdǝ neya teyeno, agangca ne kurǝ a sangsang, arara neya konaza ngmǝ, aa ya arsaza andaaka na gbwizǝ kangza a nya ana o dera cǝ oroka o lebo.
280b060050	Ondo okona oleba ondooka waata cǝwǝ aa zaa o eke lenyong le wai aza ong ne.”
280b07008f	Nangka ne ale, na Yeso bore obeya angmǝ ka aromo a cake a zaa Yohana na, “E ale owake nee laka eya? E laka mawake maaka obere ya paba me na?
280b08006f	Na ee surǝ ka e laka eya? Ondo ka wa amba madibi maa rere na? Aromo akwilǝ ogomo neya ambaza madibi maa rere.
280b090095	Na eya ee surǝ a laka me? Ondo obeya angmǝ ka mawo ma Ashili na? Nyimia, eyang bele oying na, wa dongdong kala ondo obeya angmǝ ka mawo ma Ashili.
280b0a007d	Ondo ona a wele aa zaa wai na, “Laka na, ma tong ka o otoma ong kawa kala a izi au, ondooka wayo babarau orona zongka o de.
280b0b00bf	Eyang dongdong belle oying, ata a tukǝ o ngmenga ondo a nyimi lerambo leena ka wa dukǝ Yohana o batisma ogonga ne, pate kaa nyimi, ondooka kala a be baate a togomo te zaa shili wa kala wai.
280b0c009c	O era a were o Yohana o batisma a deya o ngmeengme togomo te zaa shili teya kala o ara ozitǝ, ana o ote o zitǝ me neya yeme o emba togomo teme ka legoone.
280b0d0089	Nyimia apate ana o baya ngmǝ ka mawo ma Ashili kaa makili maa kaa Ashili a nya Mosa ne beke angmǝ aa zaa togomo te me zongka Yohana de.
280b0e0063	Kangza ee yo kabare ka letoma leena, Yohana waya a beka angmǝ aa zaa wai kaa a bena Iliya ya deya.
280b0f0021	Pate ondo teto to kona, awa kone.
280b100073	“Ma erang kedeya aromo awere na keeya? Naa ayana aka neya cikǝ ara ejamane, aane rare eja eceya ene aane beyana,
280b110060	“‘Te ulubǝ ying tejebe, na eta e yowa leera ne, te beya leera le ma'ade na eta ee ruuzi ne.
280b120062	Lakana, Yohana wa de wata wa lyeeze aa wa soze ne, nane bekaana, ‘Cai! Waya ka o obere oburu.’
280b1300ec	Nangka Kena ka Oromo ka de na ka lyeeze aka soze nane bekaana, ‘Laka na ondo okala o ara o lyeeza ka o soza, beja bena o eesa emate makeke ka ana madinǝ!’ Pate kaa nyimi, a ebelo orosa Ashili, aa zaa gole o ai waya a rose edang.”
280b14007b	Naka bore ozurki a topepeng teeka ka kala ara o eza ogole o kai o tera ukpwei ne, obena aromo me neta ne kuri aa Ashili ne.
280b1500d0	E lyǝ udi Korasiya! E lyǝ udi Betsaida! Obekaana ogole o tera ukpwei ooka a eze a nyimi ying aa ezea Taya ka Sidon, eeya nee samba o kurǝ aa Ashili ka o rabo aane amba majankale ka o kareze mato apung ane.
