0100000008	Génesis
010a11001e	al Heveo, al Araceo, al Sineo,
010a120058	al Arvadeo, al Samareo y al Hamateo. Después se dispersaron las tribus de los cananeos.
010a13009c	El territorio de los cananeos se extendió desde Sidón, en dirección a Gerar, hasta Gaza; y en dirección a Sodoma, Gomorra, Adamá y Seboím, hasta Lesa.
010a14006f	Estos son los hijos de Cam, según sus familias y según sus lenguas, en sus territorios y según sus naciones.
010a15005a	Nacieron hijos también a Sem, padre de todos los hijos de Éber y hermano mayor de Jafet.
010a16002e	Hijos de Sem: Elam, Asur, Arfaxad, Lud y Aram.
010a170025	Hijos de Aram: Us, Hul, Géter y Mas.
010a180037	Arfaxad engendró a Sálah, y Sálah engendró a Éber.
010a190086	A Éber le nacieron dos hijos: el nombre de uno fue Fáleg, porque en sus días fue dividida la tierra. Su hermano se llamaba Joctán.
010a1a003f	Joctán engendró a Almodad, a Sálef, a Hazarmávet, a Járah,
010a1b001c	a Hadoram, a Uzal, a Diklá,
010a1c001b	a Obal, a Abomael, a Sabá,
010a1d0041	a Ofir, a Havilá y a Jobab. Todos estos fueron hijos de Joctán.
010a1e0054	Su territorio se extendió desde Mesá, en dirección a Sefar, al monte del Oriente.
010a1f0062	Estos son los hijos de Sem, según sus tribus y lenguas, en sus territorios y según sus naciones.
010a200093	Estas son las tribus de los hijos de Noé, según su origen y sus naciones; y de ellas se propagaron los pueblos en la tierra después del diluvio.
010b01003f	Tenía la tierra entera una misma lengua y las mismas palabras.
010b020078	Mas cuando (los hombres) emigrando desde el Oriente hallaron una llanura en la tierra de Sinear, donde se establecieron,
010b0300a3	se dijeron unos a otros: “Vamos, fabriquemos ladrillos, y cozámoslos bien.” Y les sirvió el ladrillo en lugar de piedra, y el betún les sirvió de argamasa.
010b0400c2	Y dijeron, pues: “Vamos, edifiquémonos una ciudad y una torre, cuya cumbre llegue hasta el cielo; hagámonos un monumento para que no nos dispersemos sobre la superficie de toda la tierra.”
010b050064	Pero Yahvé descendió a ver la ciudad y la torre que estaban construyendo los hijos de los hombres.
010b0600b1	Y dijo Yahvé: “He aquí que son un solo pueblo y tienen todos una misma lengua. ¡Y esto es solo el comienzo de sus obras! Ahora, nada les impedirá realizar sus propósitos.
010b07006d	Ea, pues, descendamos, y confundamos allí mismo su lengua, de modo que no entienda uno el habla del otro.”
010b080068	Así los dispersó Yahvé de allí por la superficie de toda la tierra; y cesaron de edificar la ciudad.
010b0900a1	Por tanto se le dio el nombre de Babel; porque allí confundió Yahvé la lengua de toda la tierra; y de allí los dispersó Yahvé sobre la faz de todo el orbe.
010b0a0075	Estos son los descendientes de Sem. Sem tenía cien años cuando engendró a Arfaxad, dos años después del diluvio.
010b0b0060	Vivió Sem, después de haber engendrado a Arfaxad, quinientos años; y engendró hijos e hijas.
010b0c0039	Arfaxad tenía treinta y cinco cuando engendró a Sálah.
010b0d006d	Y vivió Arfaxad, después de haber engendrado a Sálah, cuatrocientos tres años; y engendró hijos e hijas.
010b0e0035	Sálah tenía treinta años cuando engendró a Éber.
010b0f006b	Y vivió Sálah, después de haber engendrado a Éber, cuatrocientos tres años; y engendró hijos e hijas.
010b10003e	Éber tenía treinta y cuatro años cuando engendró a Fáleg.
010b110067	Y vivió Éber, después de engendrar a Fáleg, cuatrocientos treinta años; y engendró hijos e hijas.
010b120034	Fáleg tenía treinta años cuando engendró a Reú.
010b130068	Y vivió Fáleg, después de haber engendrado a Reú, doscientos nueve años; y engendró hijos e hijas.
010b140039	Reú tenía treinta y dos años cuando engendró a Sarug.
010b150067	Y vivió Reú, después de haber engendrado a Sarug, doscientos siete años; y engendró hijos e hijas.
010b160034	Sarog tenía treinta años cuando engendró a Nacor.
010b170061	Y vivió Sarug, después de haber engendrado a Nacor, doscientos años y engendró hijos e hijas.
010b18003c	Nacor tenía veinte y nueve años cuando engendró a Táreh.
010b19006c	Y vivió Nacor, después de haber engendrado a Táreh, ciento diez y nueve años; y engendró hijos e hijas.
010b1a0047	Táreh tenía setenta años cuando engendró a Abram, a Nacor y a Aram.
010b1b0068	Estos son los descendientes de Táreh. Táreh engendró a Abram, a Nacor y a Aram; Aram engendró a Lot.
010b1c005c	Y murió Aram, antes de su padre Táreh, en el país de su nacimiento, en Ur de los caldeos.
010b1d00ac	Abram y Nacor tomaron para sí mujeres. El nombre de la mujer de Abram era Sarai, y el nombre de la mujer de Nacor, Milcá, hija de Aram, padre de Milcá y padre de Jescá.
010b1e0024	Era Sarai estéril y no tenía hijo.
010b1f00ec	Y tomó Táreh a Abram su hijo, y a Lot, hijo de su hijo de Aram, su nieto, y a Sarai, su nuera, mujer de su hijo Abram; y salieron juntos de Ur de los caldeos, para dirigirse al país de Canaán. Y llegaron a Harán, donde se quedaron.
010b20004f	Y fueron los días de Táreh doscientos cinco años; y murió Táreh en Harán.
010c010074	Dijo Yahvé a Abram: “Sal de tu tierra, y de tu parentela, y de la casa de tu padre, al país que Yo te mostraré.
010c020065	Pues de ti haré una nación grande y te bendeciré; haré grande tu nombre, y serás una bendición.
010c03007e	Bendeciré a quienes te bendigan y maldeciré a quienes te maldigan; y en ti serán benditas todas las tribus de la tierra.”
010c04008a	Marchó, pues, Abram, como se lo había mandado Yahvé; y con él partió Lot. Tenía Abram setenta y cinco años cuando salió de Harán.
010c0500e4	Tomó Abran a Sarai su mujer, y a Lot, hijo de su hermano, con toda la hacienda que poseían, y con las familias que habían procreado en Harán. Partieron para dirigirse a la tierra de Canaán y llegaron a la tierra de Canaán.
010c06004c	Atravesó Abran el país hasta el lugar de Siquem, hasta la encina de Moré.
010c070093	Entonces se apareció Yahvé a Abram y dijo: “A tu descendencia daré esta tierra.” Allí erigió un altar a Yahvé que se le había aparecido.
010c0800be	Pasó de allí a la montaña, al oriente de Betel, donde asentó su tienda, teniendo a Betel al occidente y Hai al oriente. Allí construyó un altar a Yahvé en invocó el nombre de Yahvé.
010c09004b	Después levantó Abram su tienda y se dirigió en etapas hacia el Négueb.
010c0a0076	Mas hubo hambre en el país, por lo cual Abram bajó a Egipto para morar allí, pues era grande el hambre en el país.
010c0b0067	Estando ya próximo a entrar en Egipto, dijo a Sarai, su mujer: “Mira, yo sé que eres mujer hermosa;
010c0c0079	por eso, cuando te vean los egipcios, dirán: “Esta es su mujer”; y me matarán a mí, y a ti te dejarán la vida.”
010c0d0079	Di, pues, te ruego, que eres mi hermana, a fin de que me vaya bien por causa tuya, y sea salva mi vida por amor de ti.”
010c0e005f	Efectivamente, cuando Abram entró en Egipto, vieron los egipcios que la mujer era muy hermosa.
010c0f008d	Viéronla también los cortesanos del Faraón, los cuales se la alabaron al Faraón, de modo que la mujer fue llevada al palacio del Faraón.
010c10007f	Este trató a Abram muy bien por causa de ella; y se le dieron ovejas y ganados y asnos y siervos y siervas y asnas y camellos.
010c110061	Mas Yahvé hirió al Faraón con grandes plagas, a él y a su casa, por Sarai, la mujer de Abram.
010c120080	Entonces llamó el Faraón a Abram, y le dijo: “¿Qué es lo que has hecho conmigo? ¿Por qué no me dijiste que era tu mujer?
010c130087	¿Por qué afirmaste: “Es mi hermana”, de manera que yo la tomé por mujer? Ahora, pues, ahí tienes a tu mujer; tómala y anda.”
010c140079	Y el Faraón dio orden respecto de él a sus hombres, los cuales despidieron a él y a su mujer, con todo cuanto poseía.
010d010052	De Egipto subió Abram al Négueb, él su mujer y toda su hacienda, y Lot con él.
010d02002f	Era Abram muy rico en rebaños, en plata y oro.
010d030078	Y se volvió, caminando por etapas, desde el Négueb hasta Betel, donde había acampado al principio, entre Betel y Hai,
010d040063	hasta el lugar del altar que alzara allí anteriormente; e invocó allí Abram el nombre de Yahvé.
010d050045	También Lot, que iba con Abram, poseía rebaños, vacadas y tiendas.
010d060074	Mas el país no les permitía vivir juntos, porque era mucha su hacienda, de modo que no podían habitar juntamente.
010d0700b9	De ahí nacieron contiendas entre los pastores de las greyes de Abram y los pastores de las greyes de Lot. Además, los cananeos y los fereceos habitaban en aquel tiempo en esa región.
010d080082	Dijo, pues Abram a Lot: “No haya, te ruego, contienda entre mí y ti, ni entre mis pastores y tus pastores; pues somos hermanos.
010d0900ad	¿No está todo el país delante de ti? Sepárate, por favor, de mí. Si tú vas a la izquierda, yo iré a la derecha; y si tú vas a la derecha, yo iré a la izquierda.”.
010d0a00e4	Alzando entonces Lot sus ojos vio toda la vega del Jordán, toda ella de regadío, hasta los límites de Segor. Antes que destruyese Yahvé a Sodoma y Gomorra era esta región como el jardín de Yahvé, como la tierra de Egipto.
010d0b0075	Eligió, pues, Lot para sí toda la vega del Jordán, y se trasladó al oriente; y así se separaron el uno del otro.
010d0c007f	Abram se estableció en la tierra de Canaán, y Lot habitó en las ciudades de la Vega, donde plantó sus tiendas hasta Sodoma.
010d0d0048	Mas los habitantes de Sodoma eran malos y grandes pecadores ante Yahvé.
010d0e00bf	Dijo Yahvé a Abram, después que Lot se hubo separado de él: “Alza tus ojos y mira desde el lugar donde estás, hacia el norte y hacia el mediodía, hacia el oriente y hacia el occidente;
010d0f004f	pues toda la tierra que ves, te la daré a ti y a tu descendencia para siempre.
010d10009c	Y haré tu descendencia (tan numerosa) como el polvo de la tierra. Si fuera posible contar el polvo de la tierra, podría contarse también tu descendencia.
010d110052	Levántate, recorre el país, a su largo y a su ancho; porque a ti te lo daré.”
010d12007f	Y levantó Abram las tiendas y vino a establecerse en el encinar de Mamré, cerca de Hebrón, donde edificó un altar a Yahvé.
010e01007b	Aconteció que en los días de Amrafel, rey de Sínear; Arioc, rey de Elasar; Codorlaómer, rey de Elam, y Tidal, de Goím,
010e020094	hicieron guerra a Bera, rey de Sodoma; a Birsá, rey de Gomorra; a Sinab, rey de Adamá; a Seméber, rey de Seboím, y al rey de Bela, que es Segor.
010e03004c	Todos estos se juntaron en el valle de Siddim, que (ahora) es el Mar Salado.
010e040052	Doce años habían servido a Codorlaómer, mas el año decimotercero se rebelaron.
010e0500bb	Vinieron, pues, en el año decimocuarto Codorlaómer, y los reyes con él coaligados y derrotaron a los refaítas en Astarot-Carnaim, a los susitas en Ham, a los emeos en Savé-Cariataim,
010e060055	y a los horreos en sus montes en Seír, hasta El-Farán, que está junto al desierto.
010e07009b	Y volviéndose vinieron a En-Mispar, que es Cades, y derrotaron todo el campo de los amalecitas, y también a los amorreos que habitaban en Hazazón-Tamar.
010e0800b9	Salieron entonces el rey de Sodoma, y el rey de Gomorra, y el rey de Adamá, y el rey de Seboím, y el rey de Bela, que es Segor, y ordenaron batalla contra ellos en el valle de Siddim;
010e090089	esto es, contra Codorlaómer, rey de Elam; Tidal, rey de Gím; Amrafel, rey de Sinear, y Arioc, rey de Elasar; cuatro reyes contra cinco.
010e0a00a6	Ahora bien, había en el valle de Siddim muchísimos pozos de betún; cuando huyeron los reyes de Sodoma y Gomorra cayeron en ellos. Los demás huyeron a la montaña.
010e0b0065	(Los invasores) se llevaron toda la hacienda de Sodoma y Gomorra y todos sus víveres y se marcharon.
010e0c006f	Se llevaron también a Lot, hijo del hermano de Abram, y su hacienda, pues él habitaba en Sodoma, y se fueron.
010e0d00b0	Mas uno que escapó, fue a avisar a Abram el hebreo, el cual habitaba en el encinar de Mamré, el amorreo, hermano de Escol y hermano de Aner, los cuales eran aliados de Abram.
010e0e00d6	Y como oyese Abram que su hermano había sido hecho prisionero, reclutó entre los siervos nacidos en su casa a los más adiestrados, en número de trescientos diez y ocho, y persiguió (a los invasores) hasta Dan.
010e0f00a5	Y habiendo dividió su tropa (cayó) sobre ellos durante la noche, él y sus siervos, los derrotó y los persiguió hasta Hobá, que está a la izquierda de Damasco.
010e10006e	Y recuperó toda la hacienda, y también a su hermano Lot con sus bienes; y asimismo a las mujeres y la gente.
010e1100aa	Cuando regresaba tras la derrota de Codorlaómer y de los reyes que con él estaba, le salió al encuentro el rey de Sodoma en el valle de Savé, que es el valle del Rey.
010e120060	Entonces Melquisedec, rey de Salem, presentó pan y vino, pues era sacerdote del Dios altísimo.
