010000000c	ਉਤਪਤ
010303013b	ਪਰ ਜਿਹੜਾ ਰੁੱਖ ਬਾਗ਼ ਦੇ ਵਿਚਕਾਰ ਹੈ ਉਸ ਦੇ ਫਲ ਨੂੰ ਪਰਮੇਸ਼ੁਰ ਨੇ ਆਖਿਆ, ਤੁਸੀਂ ਨਾ ਖਾਓ ਨਾ ਉਹ ਨੂੰ ਹੱਥ ਲਾਓ, ਅਜਿਹਾ ਨਾ ਹੋਵੇ ਕਿ ਤੁਸੀਂ ਮਰ ਜਾਓ।
010304007f	ਪਰ ਸੱਪ ਨੇ ਇਸਤਰੀ ਨੂੰ ਆਖਿਆ ਕਿ ਤੁਸੀਂ ਕਦੀ ਨਹੀਂ ਮਰੋਗੇ।
010305017d	ਸਗੋਂ ਪਰਮੇਸ਼ੁਰ ਜਾਣਦਾ ਹੈ ਕਿ ਜਿਸ ਦਿਨ ਤੁਸੀਂ ਉਸ ਫਲ ਨੂੰ ਖਾਓਗੇ ਤੁਹਾਡੀਆਂ ਅੱਖਾਂ ਖੁੱਲ੍ਹ ਜਾਣਗੀਆਂ ਅਤੇ ਤੁਸੀਂ ਪਰਮੇਸ਼ੁਰ ਦੀ ਤਰ੍ਹਾਂ ਭਲੇ ਬੁਰੇ ਦੀ ਸਮਝ ਵਾਲੇ ਹੋ ਜਾਓਗੇ।
01030601e4	ਜਦ ਇਸਤਰੀ ਨੇ ਵੇਖਿਆ ਕਿ ਉਸ ਰੁੱਖ ਦਾ ਫਲ ਖਾਣ ਲਈ ਚੰਗਾ ਹੈ ਅਤੇ ਅੱਖੀਆਂ ਨੂੰ ਭਾਉਂਦਾ ਹੈ ਅਤੇ ਉਸ ਰੁੱਖ ਦਾ ਫਲ ਬੁੱਧ ਦੇਣ ਦੇ ਯੋਗ ਹੈ ਤਾਂ ਉਸ ਨੇ ਉਹ ਦੇ ਫਲ ਨੂੰ ਲਿਆ ਤੇ ਆਪ ਖਾਧਾ ਅਤੇ ਆਪਣੇ ਪਤੀ ਨੂੰ ਵੀ ਦਿੱਤਾ ਅਤੇ ਉਸ ਨੇ ਵੀ ਖਾਧਾ।
010307014e	ਤਦ ਦੋਹਾਂ ਦੀਆਂ ਅੱਖਾਂ ਖੁੱਲ੍ਹ ਗਈਆਂ ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਜਾਣ ਲਿਆ, ਜੋ ਅਸੀਂ ਨੰਗੇ ਹਾਂ ਇਸ ਲਈ ਉਨ੍ਹਾਂ ਨੇ ਹੰਜ਼ੀਰ ਦੇ ਪੱਤੇ ਸੀਉਂਕੇ ਆਪਣੇ ਲਈ ਬਸਤਰ ਬਣਾ ਲਏ।
0103080203	ਉਨ੍ਹਾਂ ਨੇ ਯਹੋਵਾਹ ਪਰਮੇਸ਼ੁਰ ਦੀ ਅਵਾਜ਼ ਸੁਣੀ, ਜਦ ਉਹ ਬਾਗ਼ ਵਿੱਚ ਸ਼ਾਮ ਦੇ ਠੰਡੇ ਵੇਲੇ ਚਲਦਾ ਫਿਰਦਾ ਸੀ। ਉਸ ਆਦਮੀ ਅਤੇ ਉਹ ਦੀ ਪਤਨੀ ਨੇ ਆਪਣੇ ਨੂੰ ਬਾਗ਼ ਦੇ ਰੁੱਖਾਂ ਦੇ ਵਿਚਕਾਰ ਯਹੋਵਾਹ ਪਰਮੇਸ਼ੁਰ ਦੇ ਸਾਹਮਣਿਓਂ ਆਪਣੇ ਆਪ ਨੂੰ ਲੁਕਾ ਲਿਆ।
010309009d	ਤਦ ਯਹੋਵਾਹ ਪਰਮੇਸ਼ੁਰ ਨੇ ਆਦਮ ਨੂੰ ਪੁਕਾਰ ਕੇ ਆਖਿਆ ਕਿ ਤੂੰ ਕਿੱਥੇ ਹੈਂ?
01030a0100	ਉਸ ਨੇ ਆਖਿਆ, ਮੈਂ ਬਾਗ਼ ਵਿੱਚ ਤੇਰੀ ਅਵਾਜ਼ ਸੁਣ ਕੇ ਡਰ ਗਿਆ ਕਿਉਂ ਜੋ ਮੈਂ ਨੰਗਾ ਸੀ ਇਸ ਲਈ ਮੈਂ ਆਪਣੇ ਆਪ ਨੂੰ ਲੁਕਾ ਲਿਆ।
01030b0148	ਉਸ ਨੇ ਪੁੱਛਿਆ, ਤੈਨੂੰ ਕਿਸ ਨੇ ਦੱਸਿਆ ਜੋ ਤੂੰ ਨੰਗਾ ਹੈਂ? ਜਿਸ ਰੁੱਖ ਤੋਂ ਮੈਂ ਤੈਨੂੰ ਹੁਕਮ ਦਿੱਤਾ ਸੀ ਕਿ ਉਸ ਦਾ ਫਲ ਨਾ ਖਾਵੀਂ ਕੀ ਤੂੰ ਉਸ ਦਾ ਫਲ ਖਾਧਾ ਹੈ?
01030c0105	ਫੇਰ ਆਦਮ ਨੇ ਜਵਾਬ ਦਿੱਤਾ ਕਿ ਜਿਹੜੀ ਇਸਤਰੀ ਤੂੰ ਮੈਨੂੰ ਦਿੱਤੀ, ਉਸ ਨੇ ਉਸ ਰੁੱਖ ਦਾ ਫਲ ਮੈਨੂੰ ਦਿੱਤਾ ਇਸ ਲਈ ਮੈਂ ਖਾ ਲਿਆ।
01030d0119	ਤਦ ਯਹੋਵਾਹ ਪਰਮੇਸ਼ੁਰ ਨੇ ਇਸਤਰੀ ਨੂੰ ਆਖਿਆ, ਤੂੰ ਇਹ ਕੀ ਕੀਤਾ? ਇਸਤਰੀ ਨੇ ਆਖਿਆ, ਸੱਪ ਨੇ ਮੈਨੂੰ ਭਰਮਾਇਆ ਤਦ ਮੈਂ ਉਸ ਫਲ ਨੂੰ ਖਾਧਾ।
01030e01c5	ਫੇਰ ਯਹੋਵਾਹ ਪਰਮੇਸ਼ੁਰ ਨੇ ਸੱਪ ਨੂੰ ਆਖਿਆ, ਕਿਉਂ ਜੋ ਤੂੰ ਇਹ ਕੀਤਾ ਹੈ, ਇਸ ਕਾਰਨ ਤੂੰ ਸਾਰੇ ਜੰਗਲੀ ਜਾਨਵਰਾਂ ਨਾਲੋਂ ਸਰਾਪੀ ਹੈਂ। ਤੂੰ ਆਪਣੇ ਪੇਟ ਦੇ ਭਾਰ ਚੱਲੇਂਗਾ ਅਤੇ ਤੂੰ ਸਾਰੀ ਜ਼ਿੰਦਗੀ ਮਿੱਟੀ ਖਾਇਆ ਕਰੇਗਾ।
01030f0153	ਮੈਂ ਤੇਰੇ ਅਤੇ ਇਸਤਰੀ ਵਿੱਚ, ਤੇਰੀ ਸੰਤਾਨ ਤੇ ਇਸਤਰੀ ਦੀ ਸੰਤਾਨ ਵਿੱਚ ਵੈਰ ਪਾਵਾਂਗਾ। ਉਹ ਤੇਰੇ ਸਿਰ ਨੂੰ ਫੇਵੇਂਗਾ ਅਤੇ ਤੂੰ ਉਸ ਦੀ ਅੱਡੀ ਨੂੰ ਡੰਗ ਮਾਰੇਂਗਾ।
010310017a	ਉਸ ਨੇ ਇਸਤਰੀ ਨੂੰ ਆਖਿਆ ਕਿ ਮੈਂ ਤੇਰੇ ਗਰਭ ਦੀ ਪੀੜ ਬਹੁਤ ਵਧਾਵਾਂਗਾ। ਪੀੜ ਨਾਲ ਤੂੰ ਬੱਚੇ ਜਣੇਂਗੀ ਅਤੇ ਤੇਰੇ ਪਤੀ ਵੱਲ ਤੇਰੀ ਚਾਹ ਹੋਵੇਗੀ ਅਤੇ ਉਹ ਤੇਰੇ ਉੱਤੇ ਹੁਕਮ ਚਲਾਵੇਗਾ।
0103110232	ਫੇਰ ਉਸ ਨੇ ਆਦਮ ਨੂੰ ਆਖਿਆ ਕਿਉਂਕਿ ਤੂੰ ਆਪਣੀ ਪਤਨੀ ਦੀ ਗੱਲ ਸੁਣੀ ਅਤੇ ਉਸ ਰੁੱਖ ਦਾ ਫਲ ਖਾਧਾ ਜਿਸ ਦੇ ਵਿਖੇ ਮੈਂ ਤੈਨੂੰ ਹੁਕਮ ਦਿੱਤਾ ਸੀ ਕਿ ਉਸ ਤੋਂ ਨਾ ਖਾਵੀਂ ਇਸ ਲਈ ਜ਼ਮੀਨ ਤੇਰੇ ਕਾਰਨ ਸਰਾਪਤ ਹੋਈ। ਤੂੰ ਇਸ ਦੀ ਉਪਜ ਆਪਣੀ ਸਾਰੀ ਜ਼ਿੰਦਗੀ ਦੁੱਖ ਨਾਲ ਖਾਇਆ ਕਰੇਂਗਾ।
01031200ac	ਉਹ ਤੇਰੇ ਲਈ ਕੰਡੇ, ਕੰਡਿਆਲੇ ਉਪਜਾਵੇਗੀ ਅਤੇ ਤੂੰ ਪੈਲੀ ਦਾ ਸਾਗ ਪੱਤ ਖਾਵੇਂਗਾ।
010313019f	ਤੂੰ ਮੱਥੇ ਦੇ ਪਸੀਨੇ ਨਾਲ ਰੋਟੀ ਖਾਇਆ ਕਰੇਂਗਾ ਜਦ ਤੱਕ ਤੂੰ ਮਿੱਟੀ ਵਿੱਚ ਫੇਰ ਨਾ ਮਿਲ ਜਾਵੇਂ ਕਿਉਂ ਜੋ ਤੂੰ ਉਸ ਵਿੱਚੋਂ ਹੀ ਕੱਢਿਆ ਗਿਆ ਸੀ। ਤੂੰ ਮਿੱਟੀ ਹੈਂ ਅਤੇ ਮਿੱਟੀ ਵਿੱਚ ਹੀ ਮੁੜ ਜਾਵੇਂਗਾ।
01031400bd	ਆਦਮ ਨੇ ਆਪਣੀ ਪਤਨੀ ਦਾ ਨਾਮ ਹੱਵਾਹ ਰੱਖਿਆ ਕਿਉਂ ਜੋ ਉਹ ਸਾਰੇ ਜੀਉਂਦਿਆਂ ਦੀ ਮਾਤਾ ਹੋਈ।
01031500cd	ਯਹੋਵਾਹ ਪਰਮੇਸ਼ੁਰ ਨੇ ਆਦਮ ਅਤੇ ਉਹ ਦੀ ਪਤਨੀ ਲਈ ਚਮੜੇ ਦੇ ਬਸਤਰ ਬਣਾ ਕੇ ਉਨ੍ਹਾਂ ਨੂੰ ਪਹਿਨਾਏ।
01031601d1	ਤਦ ਯਹੋਵਾਹ ਪਰਮੇਸ਼ੁਰ ਨੇ ਆਖਿਆ, ਵੇਖੋ ਮਨੁੱਖ ਭਲੇ ਬੁਰੇ ਦੀ ਸਮਝ ਵਿੱਚ ਸਾਡੇ ਵਿੱਚੋਂ ਇੱਕ ਵਰਗਾ ਹੋ ਗਿਆ ਹੈ ਅਤੇ ਹੁਣ ਅਜਿਹਾ ਨਾ ਹੋਵੇ ਕਿ ਉਹ ਆਪਣਾ ਹੱਥ ਵਧਾ ਕੇ ਜੀਵਨ ਦੇ ਰੁੱਖ ਦਾ ਫਲ ਵੀ ਖਾ ਲਵੇ ਅਤੇ ਸਦਾ ਜੀਉਂਦਾ ਰਹੇ।
010317011e	ਇਸ ਲਈ ਯਹੋਵਾਹ ਪਰਮੇਸ਼ੁਰ ਨੇ ਉਹ ਨੂੰ ਅਦਨ ਦੇ ਬਾਗ਼ ਵਿੱਚੋਂ ਕੱਢ ਦਿੱਤਾ ਤਾਂ ਜੋ ਉਹ ਉਸ ਜ਼ਮੀਨ ਨੂੰ ਵਾਹੇ ਜਿਸ ਤੋਂ ਉਹ ਰਚਿਆ ਗਿਆ ਸੀ।
01031801a4	ਇਸ ਲਈ ਉਸ ਨੇ ਆਦਮ ਨੂੰ ਕੱਢ ਦਿੱਤਾ ਅਤੇ ਉਸ ਨੇ ਅਦਨ ਦੇ ਬਾਗ਼ ਦੇ ਪੂਰਬ ਵੱਲ ਦੂਤਾਂ ਨੂੰ ਅਤੇ ਚਾਰ ਚੁਫ਼ੇਰੇ ਘੁੰਮਣ ਵਾਲੀ ਅੱਗ ਦੀ ਤਲਵਾਰ ਨੂੰ ਰੱਖਿਆ ਤਾਂ ਜੋ ਓਹ ਜੀਵਨ ਦੇ ਰੁੱਖ ਦੇ ਰਾਹ ਦੀ ਰਾਖੀ ਕਰਨ।
0104010151	ਆਦਮ ਨੇ ਆਪਣੀ ਪਤਨੀ ਹੱਵਾਹ ਨਾਲ ਸੰਗ ਕੀਤਾ ਅਤੇ ਉਹ ਗਰਭਵਤੀ ਹੋਈ ਅਤੇ ਕਾਇਨ ਨੂੰ ਜਨਮ ਦਿੱਤਾ ਤਦ ਉਹ ਨੇ ਆਖਿਆ, ਮੈਂ ਇੱਕ ਮਨੁੱਖ ਯਹੋਵਾਹ ਕੋਲੋਂ ਪ੍ਰਾਪਤ ਕੀਤਾ।
01040200e3	ਫੇਰ ਉਸ ਨੇ ਉਸ ਦੇ ਭਰਾ ਹਾਬਲ ਨੂੰ ਜਨਮ ਦਿੱਤਾ, ਹਾਬਲ ਇੱਜੜਾਂ ਦਾ ਆਜੜੀ ਸੀ ਅਤੇ ਕਾਇਨ ਖੇਤੀਬਾੜੀ ਕਰਦਾ ਸੀ।
01040300e1	ਕੁਝ ਦਿਨਾਂ ਬਾਅਦ ਅਜਿਹਾ ਹੋਇਆ ਕਿ ਕਾਇਨ ਜ਼ਮੀਨ ਦੇ ਫਲ ਤੋਂ ਯਹੋਵਾਹ ਨੂੰ ਭੇਟ ਚੜ੍ਹਾਉਣ ਲਈ ਕੁਝ ਲੈ ਆਇਆ।
0104040131	ਹਾਬਲ ਵੀ ਇੱਜੜ ਦੇ ਪਹਿਲੌਠਿਆਂ ਨੂੰ ਅਤੇ ਉਨ੍ਹਾਂ ਦੀ ਚਰਬੀ ਵਿੱਚੋਂ ਕੁਝ ਲੈ ਆਇਆ, ਅਤੇ ਯਹੋਵਾਹ ਨੇ ਹਾਬਲ ਨੂੰ ਅਤੇ ਉਹ ਦੀ ਭੇਟ ਨੂੰ ਪਸੰਦ ਕੀਤਾ।
01040500f8	ਪਰ ਕਾਇਨ ਅਤੇ ਉਹ ਦੀ ਭੇਟ ਨੂੰ ਪਸੰਦ ਨਾ ਕੀਤਾ, ਇਸ ਲਈ ਕਾਇਨ ਬਹੁਤ ਕ੍ਰੋਧਵਾਨ ਹੋਇਆ ਅਤੇ ਉਹ ਦਾ ਚਿਹਰਾ ਉਦਾਸ ਹੋ ਗਿਆ।
01040600dc	ਤਦ ਯਹੋਵਾਹ ਨੇ ਕਾਇਨ ਨੂੰ ਆਖਿਆ, ਤੂੰ ਕਿਉਂ ਕ੍ਰੋਧਵਾਨ ਹੈਂ ਅਤੇ ਤੇਰੇ ਚਿਹਰੇ ਤੇ ਉਦਾਸੀ ਕਿਉਂ ਛਾਈ ਹੈ?
01040701a8	ਜੇ ਤੂੰ ਭਲਾ ਨਾ ਕਰੇਂ ਤਾਂ ਕੀ ਤੇਰੀ ਭੇਟ ਸਵੀਕਾਰ ਨਾ ਕੀਤੀ ਜਾਵੇਗੀ, ਪਰ ਜੇ ਤੂੰ ਭਲਾ ਨਾ ਕਰੇਂ ਤਾਂ ਪਾਪ ਦਰਵਾਜ਼ੇ ਉੱਤੇ ਘਾਤ ਲਾ ਕੇ ਬੈਠਦਾ ਹੈ ਅਤੇ ਉਹ ਤੈਨੂੰ ਲੋਚਦਾ ਹੈ ਪਰ ਤੂੰ ਉਹ ਦੇ ਉੱਤੇ ਪਰਬਲ ਹੋ।
0104080134	ਫੇਰ ਕਾਇਨ ਨੇ ਆਪਣੇ ਭਰਾ ਹਾਬਲ ਨੂੰ ਕੁਝ ਕਿਹਾ ਅਤੇ ਜਦ ਉਹ ਖੇਤ ਵਿੱਚ ਸਨ, ਤਾਂ ਕਾਇਨ ਨੇ ਆਪਣੇ ਭਰਾ ਹਾਬਲ ਦੇ ਵਿਰੁੱਧ ਉੱਠ ਕੇ ਉਸ ਨੂੰ ਮਾਰ ਦਿੱਤਾ।
010409011b	ਤਦ ਯਹੋਵਾਹ ਨੇ ਕਾਇਨ ਨੂੰ ਪੁੱਛਿਆ, ਤੇਰਾ ਭਰਾ ਹਾਬਲ ਕਿੱਥੇ ਹੈ? ਉਸ ਨੇ ਆਖਿਆ, ਮੈਂ ਨਹੀਂ ਜਾਣਦਾ। ਭਲਾ, ਮੈਂ ਆਪਣੇ ਭਰਾ ਦਾ ਰਾਖ਼ਾ ਹਾਂ?
01040a00d8	ਫੇਰ ਉਸ ਨੇ ਆਖਿਆ, ਤੂੰ ਇਹ ਕੀ ਕੀਤਾ ਹੈ? ਤੇਰੇ ਭਰਾ ਦਾ ਲਹੂ ਜ਼ਮੀਨ ਤੋਂ ਮੇਰੇ ਅੱਗੇ ਦੁਹਾਈ ਦਿੰਦਾ ਹੈ।
01040b0105	ਇਸ ਲਈ ਹੁਣ ਤੂੰ ਜ਼ਮੀਨ ਤੋਂ, ਜਿਸ ਨੇ ਆਪਣਾ ਮੂੰਹ ਤੇਰੇ ਭਰਾ ਦਾ ਲਹੂ ਤੇਰੇ ਹੱਥੋਂ ਲੈਣ ਲਈ ਖੋਲ੍ਹਿਆ ਹੈ, ਸਰਾਪੀ ਹੋਇਆ ਹੈਂ।
01040c0127	ਜਦ ਤੂੰ ਜ਼ਮੀਨ ਦੀ ਵਾਹੀ ਕਰੇਂਗਾ ਤਾਂ ਉਹ ਤੇਰੇ ਲਈ ਆਪਣੀ ਪੂਰੀ ਫ਼ਸਲ ਨਹੀਂ ਦੇਵੇਗੀ। ਤੂੰ ਧਰਤੀ ਉੱਤੇ ਭਗੌੜਾ ਅਤੇ ਭਟਕਣ ਵਾਲਾ ਹੋਵੇਂਗਾ।
01040d0086	ਕਾਇਨ ਨੇ ਯਹੋਵਾਹ ਨੂੰ ਆਖਿਆ, ਮੇਰੀ ਸਜ਼ਾ ਸਹਿਣ ਤੋਂ ਬਾਹਰ ਹੈ।
01040e01cd	ਵੇਖ ਤੂੰ ਅੱਜ ਦੇ ਦਿਨ ਮੈਨੂੰ ਇਸ ਜ਼ਮੀਨ ਦੇ ਉੱਤੋਂ ਦੁਰਕਾਰ ਦਿੱਤਾ ਅਤੇ ਮੈਂ ਤੇਰੇ ਅੱਗੋਂ ਲੁੱਕ ਜਾਂਵਾਂਗਾ, ਮੈਂ ਧਰਤੀ ਉੱਤੇ ਭਗੌੜਾ ਅਤੇ ਭਟਕਣ ਵਾਲਾ ਹੋਵਾਂਗਾ ਅਤੇ ਜੋ ਕੋਈ ਮੈਨੂੰ ਲੱਭੇਗਾ ਉਹ ਮੈਨੂੰ ਮਾਰ ਸੁੱਟੇਗਾ।
01040f01b5	ਤਦ ਯਹੋਵਾਹ ਨੇ ਉਹ ਨੂੰ ਆਖਿਆ ਜੋ ਕੋਈ ਕਾਇਨ ਨੂੰ ਮਾਰੇ ਉਸ ਤੋਂ ਸੱਤ ਗੁਣਾ ਬਦਲਾ ਲਿਆ ਜਾਵੇਗਾ ਅਤੇ ਯਹੋਵਾਹ ਨੇ ਕਾਇਨ ਲਈ ਇੱਕ ਨਿਸ਼ਾਨ ਠਹਿਰਾਇਆ ਤਾਂ ਜੋ ਅਜਿਹਾ ਨਾ ਹੋਵੇ ਕਿ ਕੋਈ ਉਹ ਨੂੰ ਲੱਭ ਕੇ ਮਾਰ ਸੁੱਟੇ।
01041000d8	ਸੋ ਕਾਇਨ ਯਹੋਵਾਹ ਦੇ ਹਜ਼ੂਰੋਂ ਚੱਲਿਆ ਗਿਆ ਅਤੇ ਅਦਨ ਦੇ ਪੂਰਬ ਵੱਲ ਨੋਦ ਦੇਸ਼ ਵਿੱਚ ਜਾ ਕੇ ਵੱਸ ਗਿਆ।
0104110185	ਕਾਇਨ ਨੇ ਆਪਣੀ ਪਤਨੀ ਨਾਲ ਸੰਗ ਕੀਤਾ, ਅਤੇ ਉਹ ਗਰਭਵਤੀ ਹੋਈ, ਉਸ ਨੇ ਹਨੋਕ ਨੂੰ ਜਨਮ ਦਿੱਤਾ ਅਤੇ ਉਸ ਨੇ ਇੱਕ ਨਗਰ ਬਣਾਇਆ, ਉਸ ਨੇ ਉਸ ਨਗਰ ਦਾ ਨਾਮ ਆਪਣੇ ਪੁੱਤਰ ਦੇ ਨਾਮ ਉੱਤੇ ਹਨੋਕ ਰੱਖਿਆ।
0104120108	ਹਨੋਕ ਤੋਂ ਈਰਾਦ ਜੰਮਿਆ, ਈਰਾਦ ਤੋਂ ਮਹੂਯਾਏਲ ਜੰਮਿਆ, ਮਹੂਯਾਏਲ ਤੋਂ ਮਥੂਸ਼ਾਏਲ ਜੰਮਿਆ ਅਤੇ ਮਥੂਸ਼ਾਏਲ ਤੋਂ ਲਾਮਕ ਜੰਮਿਆ।
01041300cf	ਲਾਮਕ ਨੇ ਆਪਣੇ ਲਈ ਦੋ ਪਤਨੀਆਂ ਰੱਖੀਆਂ, ਇੱਕ ਦਾ ਨਾਮ ਆਦਾਹ ਸੀ ਅਤੇ ਦੂਸਰੀ ਦਾ ਨਾਮ ਜ਼ਿੱਲਾਹ ਸੀ।
01041400f4	ਆਦਾਹ ਨੇ ਯਾਬਲ ਨੂੰ ਜਨਮ ਦਿੱਤਾ। ਉਹ ਉਨ੍ਹਾਂ ਦਾ ਪਿਤਾ ਸੀ ਜਿਹੜੇ ਤੰਬੂਆਂ ਵਿੱਚ ਵੱਸਦੇ ਸਨ ਅਤੇ ਪਸ਼ੂ ਪਾਲਦੇ ਸਨ।
01041500e2	ਅਤੇ ਉਸ ਦੇ ਭਰਾ ਦਾ ਨਾਮ ਜ਼ੂਬਲ ਸੀ। ਉਹ ਉਹਨਾਂ ਸਾਰਿਆਂ ਦਾ ਪਿਤਾ ਸੀ ਜਿਹੜੇ ਬਰਬਤ ਅਤੇ ਬੀਨ ਵਜਾਉਂਦੇ ਸਨ।
010416014c	ਜ਼ਿੱਲਾਹ ਨੇ ਵੀ ਤੂਬਲ ਕਾਇਨ ਨੂੰ ਜਨਮ ਦਿੱਤਾ। ਉਹ ਲੋਹੇ, ਪਿੱਤਲ ਦੇ ਹਰ ਇੱਕ ਵੱਢਣ ਵਾਲੇ ਸੰਦ ਨੂੰ ਤਿੱਖਾ ਕਰਨ ਵਾਲਾ ਸੀ ਅਤੇ ਤੂਬਲ ਕਾਇਨ ਦੀ ਭੈਣ ਨਾਮਾਹ ਸੀ।
010417020e	ਲਾਮਕ ਨੇ ਆਪਣੀਆਂ ਪਤਨੀਆਂ ਨੂੰ ਆਖਿਆ - ਆਦਾਹ ਤੇ ਜ਼ਿੱਲਾਹ, ਮੇਰੀ ਗੱਲ ਨੂੰ ਸੁਣੋ, ਹੇ ਲਾਮਕ ਦੀ ਪਤਨੀਓ ਮੇਰੇ ਬਚਨ ਤੇ ਕੰਨ ਲਾਓ। ਮੈਂ ਤਾਂ ਇੱਕ ਮਨੁੱਖ ਨੂੰ, ਜਿਸ ਨੇ ਮੈਨੂੰ ਫੱਟੜ ਕੀਤਾ ਅਤੇ ਇੱਕ ਗੱਭਰੂ ਨੂੰ, ਜਿਸ ਨੇ ਮੈਨੂੰ ਸੱਟ ਮਾਰੀ ਮਾਰ ਸੁੱਟਿਆ ਹੈ।
01041800a0	ਜੇ ਕਾਇਨ ਦਾ ਬਦਲਾ ਸੱਤ ਗੁਣਾ ਹੈ ਤਾਂ ਲਾਮਕ ਦਾ ਸਤੱਤਰ ਗੁਣਾ ਲਿਆ ਜਾਵੇਗਾ।
01041901d7	ਆਦਮ ਨੇ ਫੇਰ ਆਪਣੀ ਪਤਨੀ ਨਾਲ ਸੰਗ ਕੀਤਾ ਅਤੇ ਉਸਨੇ ਪੁੱਤਰ ਨੂੰ ਜਨਮ ਦਿੱਤਾ ਅਤੇ ਉਸ ਨੇ ਇਹ ਆਖ ਕੇ ਉਹ ਦਾ ਨਾਮ ਸੇਥ ਰੱਖਿਆ ਕਿ ਪਰਮੇਸ਼ੁਰ ਨੇ ਮੈਨੂੰ ਹਾਬਲ ਦੀ ਥਾਂ ਇੱਕ ਹੋਰ ਪੁੱਤਰ ਦਿੱਤਾ ਜਿਸ ਨੂੰ ਕਾਇਨ ਨੇ ਮਾਰ ਸੁੱਟਿਆ ਸੀ।
01041a0107	ਅਤੇ ਸੇਥ ਤੋਂ ਵੀ ਇੱਕ ਪੁੱਤਰ ਜੰਮਿਆ ਅਤੇ ਉਸ ਨੇ ਉਹ ਦਾ ਨਾਮ ਅਨੋਸ਼ ਰੱਖਿਆ। ਉਸ ਵੇਲੇ ਤੋਂ ਲੋਕ ਯਹੋਵਾਹ ਦਾ ਨਾਮ ਲੈਣ ਲੱਗੇ।
0105010106	ਇਹ ਆਦਮ ਦੀ ਵੰਸ਼ਾਵਲੀ ਦੀ ਪੋਥੀ ਹੈ। ਜਿਸ ਦਿਨ ਪਰਮੇਸ਼ੁਰ ਨੇ ਆਦਮ ਦੀ ਰਚਨਾ ਕੀਤੀ, ਉਸ ਨੇ ਪਰਮੇਸ਼ੁਰ ਵਰਗਾ ਉਸ ਨੂੰ ਬਣਾਇਆ।
010502012b	ਨਰ ਨਾਰੀ ਕਰਕੇ ਉਨ੍ਹਾਂ ਦੀ ਰਚਨਾ ਕੀਤੀ ਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਅਸੀਸ ਦਿੱਤੀ ਅਤੇ ਜਿਸ ਦਿਨ ਉਨ੍ਹਾਂ ਨੂੰ ਉਤਪਤ ਕੀਤਾ ਉਨ੍ਹਾਂ ਦਾ ਨਾਮ ਆਦਮ ਰੱਖਿਆ।
0105030121	ਆਦਮ ਇੱਕ ਸੌ ਤੀਹ ਸਾਲ ਦਾ ਹੋਇਆ ਤਾਂ ਉਸ ਤੋਂ ਇੱਕ ਪੁੱਤਰ ਉਸ ਵਰਗਾ ਤੇ ਉਸ ਦੇ ਸਰੂਪ ਵਿੱਚ ਪੈਦਾ ਹੋਇਆ ਅਤੇ ਉਸ ਨੇ ਉਹ ਦਾ ਨਾਮ ਸੇਥ ਰੱਖਿਆ।
01050400da	ਸੇਥ ਦੇ ਜੰਮਣ ਦੇ ਬਾਅਦ ਆਦਮ ਅੱਠ ਸੌ ਸਾਲ ਤੱਕ ਜੀਉਂਦਾ ਰਿਹਾ, ਅਤੇ ਉਸ ਤੋਂ ਹੋਰ ਵੀ ਪੁੱਤਰ ਧੀਆਂ ਜੰਮੇ।
0105050082	ਆਦਮ ਦੀ ਸਾਰੀ ਉਮਰ ਨੌ ਸੌ ਤੀਹ ਸਾਲਾਂ ਦੀ ਹੋਈ ਤਦ ਉਹ ਮਰ ਗਿਆ।
010506007d	ਸੇਥ ਇੱਕ ਸੌ ਪੰਜ ਸਾਲਾਂ ਦਾ ਸੀ ਤਦ ਉਸ ਤੋਂ ਅਨੋਸ਼ ਜੰਮਿਆ।
01050700ff	ਅਤੇ ਅਨੋਸ਼ ਦੇ ਜੰਮਣ ਦੇ ਪਿੱਛੋਂ ਸੇਥ ਅੱਠ ਸੌ ਸੱਤ ਸਾਲਾਂ ਤੱਕ ਜੀਉਂਦਾ ਰਿਹਾ ਅਤੇ ਉਸ ਤੋਂ ਹੋਰ ਵੀ ਪੁੱਤਰ ਧੀਆਂ ਜੰਮੇ।
0105080088	ਸੇਥ ਦੀ ਸਾਰੀ ਉਮਰ ਨੌ ਸੌ ਬਾਰਾਂ ਸਾਲਾਂ ਦੀ ਹੋਈ ਤਦ ਉਹ ਮਰ ਗਿਆ।
0105090078	ਅਨੋਸ਼ ਨੱਬੇ ਸਾਲਾਂ ਦਾ ਸੀ ਤਾਂ ਉਸ ਤੋਂ ਕੇਨਾਨ ਜੰਮਿਆ।
01050a010e	ਅਤੇ ਕੇਨਾਨ ਦੇ ਜੰਮਣ ਦੇ ਪਿੱਛੋਂ ਅਨੋਸ਼ ਅੱਠ ਸੌ ਪੰਦਰਾਂ ਸਾਲਾਂ ਤੱਕ ਜੀਉਂਦਾ ਰਿਹਾ ਅਤੇ ਉਸ ਤੋਂ ਹੋਰ ਵੀ ਪੁੱਤਰ ਧੀਆਂ ਜੰਮੇ।
