2800000005	Mateu
28070d008a	“Mwingenene mu mwelo no kukumbana onene, kakuli omwelo simba endila eyi itwala kukusinyeha niya kuyatuluka, mi anokupula wa ingenenanga.
28070e0060	Kono omwelo ou utwala kukuyoya ni wakukumbana, mi endila itako ni yakubambaba mi niacana aiwana.
28070f0078	Mutokomele asikunuha no mapwa. Kame aiya kwaanyi akuyawekile mu situmba no mukoko kono mukaci kame atendile amaakanyani.
280710005d	Mbamwa limukele kweyo atenda. Omukona kaubeeke embuya no beine mi omukona kaubeeke etifenega.
2807110078	Mu ndila imweya, esitondo no kuwaba kame sibeekanga embuya no kuwaba kono esino kwiiba kame sibeekanga embuya no kwiiba.
2807120073	Esitondo no kuwaba kasitwese okubeeka embuya no kwiiba mi ni sitondo no kwiiba kasitwese okubeeka embuya no kuwaba.
2807130057	Esitondo sonje nji kasibeeke embuya no kuwaba kame sipatuliwa ni kuyumbeliwa mu mulilo.
2807140036	Abo cwale anuhi no mapwa mbamwa limukele ku mbuya yoo.
280715009c	“Kasa omunu yonje woyo wamba kwa mene nji, ‘Mbumu, Mbumu’ nji yoso ingena mu mubuso na kuwilu, kono konji feela awo atenda etato ya sitange na kuwilu.
28071600ca	Ba liywaa no katulo aanu no kupula mbaamba kwa mene nji, ‘Mbumu, Mbumu’ katwasiku nuhanga mu litina lyowe, mi katwa sikutundisanga amandimona mu litina lyowe, ni kutendanga etimakazo no kupula-pula?
280717005e	Cwale mbanaambele epatalaza nji, ‘Kanimi limukile mutunde kwa mene, anyi asikutenda ouyi!’
2807180088	“Cwale abo omunu yonje woyo oyupa amaywi ange ni kwamamela, kame akufekile kanyi omuyaki no kushangama ona kuyaka endoo yaye ba liwee.
28071900a8	Abana kwiiya ombula sebeli oloka mi emisindi sebeli iiyala ameyi, mi emebo sebeli efuka onene ni kukafula abo ba ndoo, kono kayasikwa kakuli kame ina kusumiwa ba liwee.
28071a008b	“Kono omunu yonje woyo oyupa amaywi ange mi kaamamele, kame akufekile kanyi omuyaki no kweluba woyo ona kuyaka endoo yaye ba lipumasheke.
28071b0086	Cwale ombula sebeli oloka emisindi sebeli iiyala mi emebo sebeli efuka onene ni kukafula ba ndoo mi sebeli ikwa ni kusinyeha onene!”
28071c005a	Cwale Jesu aba ana kumana okwamba ngeeso amaywi aa, enyangela sebeli ikomoka ekutazo yaye,
28071d0051	kakuli kame ana kwaiyetanga kanyi woyo oli ni maata, kasa kanyi aiyeti no mulawo.
2808010050	Cwale Jesu aba ana shetumukanga okutunda ba lilundu, enyangela sebeli imukon̄a.
2808020081	Omulume ona kutomanga embingwa, sebeli oiya ni kukubama kwa yonyene ni kwamba nji, “Mbumu nji usinga kamotwesa okuni balisa.”
280803007e	Jesu sebeli oolola elyoko lyaye ni kumulema ni kwamba nji, “Nisinga, woombole.” Mi ababo sebeli obalisiwa ku mbingwa yaye.
28080400b9	Cwale Jesu sebeli wamba kwa yonyene nji, “Omone nji kautamba okwambela aanu. Kono ote oka kumonahaze kwa mupulisita mi okabe empo, eyo ana kwamba Mushe nji aanu apumene nji nubala.”
2808050072	Cwale Jesu aba ana kwingena mu Kapenama, omukulu no masole sebeli oiya kwa yonyene okukumbela etuso ni kwamba nji,
280806005a	“Mbumu, omubika wange kame atoine oweti no lun̄an̄ali, kame alanganine feela ku mundi.
2808070035	Jesu sebeli omwambela nji, “Nikeyili nimubalise.”
2808080096	Cwale omukulu no masole sebeli otambula nji, “Mbumu kanifanene okukuisana nji wiye mu ndoo yange. Kono waambe eliywi feela mi omubika wange mbabala.
2808090109	Kame nilimukile eyi kakuli ni mene kame nili omunu woyo oli munji no maata no akulu ange, mi kame nikwite amasole awo nilaelela, aba nambela omunu nji ote, kame ata. Ku munjili kame nji oiye, kamea iya. Aba nambela omubika wange nji otenda ngeesi mi kame atenda.”
28080a00c7	Cwale Jesu aba ana kuyupa ngeeso, sebeli okomoka mi sebeli wamba kwaanu ana mukon̄a nji, “Kame ni myambela nji, kana siwana kale omunu woyo okwite etumelo inene ngeesi muno mu Isilaele kanyi woyo.
28080b008d	Kame ni myambela nji ano kupula mba tundu ku upa ni ku wiko mi mba ikala bamweya ba mukiti ni Abulahama, Isaka ni Jakobo mu mubuso na kuwilu.
28080c0078	Kono kwaawo afanena okekala mu mubuso kame saka yumbelwe kundee ku uwi oko cwale sakukekale okulila ni kukweca amaeo.”
28080d0089	Cwale Jesu sebeli wamba ku mukulu no masole nji, “Ote ku ndoo yowe, mi mbutendeliwa eyo upumena.” Mi ababo omubika waye sebeli obala.
28080e0086	Cwale Jesu aba ana kwingena mu ndoo ya Pitolosi, sebeli owana njemunwaye Pitolosi no mukati yo langanine mu mumbeta yokola elitomaapa.
28080f0076	Jesu sebeli omulema ku lyoko, ababo elitomaapa sebeli litunda, mi sebeli obala ni kwinguka oku mutendela eyi no kulya.
280810009b	Mu nako no mangolwaa awo, aanu sebeli alita kwa Jesu anokupula asimandimona. Jesu sebeli otundisa emebo no kwiiba ni liywi ni kubalisa ana kukolanga oonje.
2808110075	Esi neli okwiyateteta eyo ina kwambiwa kwa munuhi wa Nyambe Isaya nji, “Nalondo amayando etu onje, ni meeti etu.”
280812007d	Cwale Jesu aba ana kumona enyangela no aanu imutingulukile, sebeli olaela aiyetwa aye nji, “Mute mu linjaliya no liwate.”
2808130078	Cwale akasita kale omwiyeti no mulawo sebeli oiya kwa yonyene ni kwamba nji, “Mwiyeti, mba niku kon̄o konje soute.”
280814008e	Jesu sebeli omutambula nji, “Aluwawa akwite emina mi otuyunyi tukwite eiyaleto, kono Omwana no munu kakwite simba aba sasame omutwi waye.”
2808150066	Omunjili omwiyetwa sebeli wamba nji, “Mbumu, mbani kukon̄o kono oweli nite ni kapumbeke sitange.”
2808160054	Kono Jesu sebeli omutambula nji, “Muni kon̄e mi mulese aafu apumbeke aafu woo.”
280817003d	Cwale sebeli oingena mu sisepe na iyetwa aye sebele ata naye.
2808180079	Ababo akatile sebeli kwiiya emebo no kunenenba ni mandinda sebeli atateka okwingena mu wato, kono Jesu kame nalangananga.
2808190053	Aiyetwa sebeli ata kwa yonyene ni kumwingula nji, “Mbumu, otuyoyise kame tufa.”
28081a0096	Jesu sebeli otambula nji, “Anyi asi tumelo icana, iikene aba mucila?” Cwale sebeli oinguka ni kukanena emebo ni mandinda mi sebeli koondoka onene.
28081b0081	Aiyetwa aye sebeli akomoka onene mane ni kwamba nji, “Ngasibine aikalile woyo mulume? Simba emebo ni mandinda kame imu yupa!”
28081c0100	Mi cwale Jesu aba ana kukeela mu naha no Magadaleni mu linjaliya no lisa, sebeli okuwana nalume ayiili asi mandimona akatundelele ku mabita. Alume awo kame ana kwikalanga ni mandimona no kucilisa onene nji mane kakwisa simba omunu ona kubitanga endila eyo.
28081d008f	Ababo sebeli akuwa ni kwamba nji, Siikene usaela okutende kwaaci, weene mwana Nyambe? Ninji kame uneyi mukutu yandisa enako eya kasikwana kale?
28081e0048	Bakatamba minwe kame kuna kwikala etingulube no kupula etilemine okulya.
28081f005b	Amandimona sebeli akumbela kwa Jesu nji, “Aba ututundisa utu citele muya mu tingulube.”
28082000ba	Jesu sebeli wamba ku mandimona nji, “Kamute! Mi ababo isitunda feela sebeli ikengena mu tingulube. Munyima omulaka wonje sebeli oshetumuka oka kuyumbela mu liwate ni kufela mu meyi.”
2808210084	Alisana no tingulube sebeli aituka nikuta mu mulenen̄i, sebeli akambela aanu eyo ina tendahala yonje mane neyo yalume asimandimona.
2808220079	Aanu namu mulenen̄i sebeli ata nuuka kuwana ni Jesu. Mi aba ana kumu mona sebeli amu kumbela nji atunde mu litunga lyoo.
2809010044	Jesu sebeli oingena mu wato ni kuta mu linjaliya mu mulenen̄i waye.
28090200d3	Cwale aanu sebeli amulitela omulume onaku kukutela olun̄an̄ali, yo langanine ba museme. Jesu aba namona etumelo yoo, sebeli wamba kwa woyo no kukola nji, “Oongote omucima mwanange, eibi yowe na wilemenwe.”
2809030063	Ababo aiyeti anjili no mulawo sebeli amba mu micima yoo nji, “Uyu mulume kame anyefula Nyambe.”
2809040078	Jesu aba ana ku lemuha emihupulo yoo, sebeli wamba nji, “Anyi iikene munahanela emihupulo no kwiiba mu micima yenu?”
2809050064	Sibine esi sotobile, ni kwamba nji, ‘Eibi yowe nai lemenwe,’ ni kwamba nji, ‘Wimane weende?’
28090600d9	Mi cwale kame ni singa mu limuke nji Mwana no Munu kame ali ni tukelo bano banji noku lemena aanu eibi, ababo Jesu sebeli wambela omulume no kukutelanga olun̄an̄ali nji, “Imana olonde omuseme wowe ute ku mundi.”
2809070033	Woyo mulume sebeli oimana nuu kutela ku mundi waye.
280908006a	Aanu no kupula aba ana kumona ngeeso sebeli acila, mi sebeli alumba Nyambe onabi kwaanu etukelo no ngeeso.
28090900c8	Abo Jesu aba ana suweta okwenda, sebeli omona omulume no litina lya Mateu yo ikalile ba lubala no ndoo no mutelo. Sebeli wamba kwa yonyene, “Oni kon̄e” Ababo omulume sebeli oimana ni kumu kon̄a.
28090a0085	Ababo Jesu abana lyanga mu ndoo ya Mateu, atelisi no kupula na sikutenda eibi sebeli aingena ni kulya ni Jesu bamweya naa iyetwa aye.
28090b0073	Afalisi aba ana kumona ngeeso, sebeli aibanguta aiyetwa aye nji, “Iikene omwiyeti wenu abalya naanu no ngeesi?”
28090c007d	Jesu aba ana ku yupa ngeeso sebeli otambula nji, “Awo nokwa kolo kasaele onganga, kono onganga kame asaeliwa kwa asikukola.
28090d00b0	Mute muka kwiyete eyo litalusa elin̄olo eli nji, ‘Kame ni singa esishemo kasa esitabelo no iyamana.’ Kana siiya mu kwisanena ano kuluka ku kubaka, kono asikutenda eibi.”
28090e00b7	Cwale aiyetwa a Jowani omukolobezi sebeli aiya kwa Jesu ni kwamba nji, “Aci na Afalisi kame tukuyumenanga eilya mu nako injili. Cwale ngasibine aiyetwa owe aba kaakuyumene eilya?”
28090f00da	Mi Jesu sebeli wamba kwa yonyene nji, “Ninji alikani no mukwati kame satwese okulila, omukwati yo sili kwa onyene? Kono eliywaa kame liiya, elyo omukwati aba sa tundisiwe kwa onyene. bokame abo saa kuyumene eilya.”
28091000a6	“Ka kwisa omunu woyo so beeka esimanahani no ubya ba sikumango no kukulubala, kakuli esimanahani eso kame sasi kaule esikumango eso, kame sekeza abo no ku kauka.”
2809110133	Kame aanu ka itele ewaine no ubya mu singumbuli no kupangiwa ba itumba no kale, kakuli eyitumba mbei kauka. Mi cwale ewaine mba iitekele banji, mi sonyene esingumbui no kupanga ba itumba mbasi kauka. Kono ewaine no ubya kame iitelwa mu singumbuli no kupanga ba itumba no ubya, mi einu yiili kame ibabalelwa.
28091200ba	Cwale Jesu yosamba eyambo eyi, sebeli kukeela onduna nikumu kubamena nji, “Mwanange no mukatana okubinda afe abano, kono wiiye, mu ku beeka elyoko lyowe beulu yaye mi mba yoyo kame.”
2809130030	Jesu na iyetwa aye sebeli aimana ni kumu kon̄a.
280914008e	Ababo omukati onaku katazeha ku weeti no mweeya emyaka no kukwana likumi ni yiili, sebeli oiya mu nyima ni kulema ku mungundo no mukanjo waye.
2809150057	Omukati sebeli okwambisa yonyene nji, “Aba sanileme feela ba mukanjo waye mbibala.”
28091600ac	Jesu sebeli oku setuka, ni kumumona, mi sebeli wamba kwa yonyene nji, “Oongote omucima mwanange, etumelo yowe nai kuyoyisa.” Mi ababo ba nako eyo, omukati sebeli obala.
280917007d	Cwale Jesu aba ana kwingena mu ndoo no nduna, sebeli omona aa alemine okupeta etipala, naanu no kupula alemine okulila onene,
2809180076	sebeli waambela nji, “Komu tunde, kakuli omukatana ka sifa, kono kame alanganine feela.” Mi aanu sebeli a musheka.
280919006d	Cwale ababo aanu aba ana kubanena bandee, sebeli oingena ni kumu lema ku lyooko, mi omukatana sebeli oinguka.
28091a0042	Cwale etaba eyo ana kutenda Jesu sebeli ita elibubo mu naha yonje.
28091b0070	Jesu aba nasiya esibaka eso, eibofu yiili sebeli imukon̄a eyikuwa nji, “Mwanaye Dabida otu yupele amakeke.”
28091c00bb	Aba ana kwingena mu ndoo, eibofu eyo sebeli iiya kwa yonyene, mi Jesu sebeli oiibanguta nji, “Kame mupumena nji kame ni twesa okumi balisa?”Eibofu sebeli itambula nji, “Ee Mbumu.”
28091d0055	Cwale Jesu sebeli walema ba miyo ni kwamba nji, “Ku tendwe okuta mu tumelo yenu!”
28091e0075	Mi amiyo oo sebeli amona. Cwale Jesu sebeli waa laela onene nji, “Mu mamele nji mulese okwamba etaba eyi kwaanu.”
28091f003c	Kono sebeli ata nu kambela aanu eyo ana tende mu naha yonje.
2809200085	Cwale awo alume ayiili asita feela, aanu sebeli alita kwa Jesu omulume. Mi neli esimumu kakuli kame ana kwikalanga ni mebo no kwiiba.
28092100ae	Ababo emebo no kwiiba aba ina kutundisiwa, omulume sebeli otangisa okwamba, mi aanu onje sebeli akomoka. Sebeli amba nji, “Katwa simona kale esinu kanyi esi mu Isilaele.”
2809220058	Kono Afalisi sebeli amba nji, “Kame acita amadimona mu libaka no Mbumu no madimona.”
28092300c5	Cwale Jesu sebeli ota yo enda mu milenen̄i ni mu mindi yonje. Sebeli oiyetanga aanu mu tindoo too no milapelo, yo amba eliywi no mubuso, yo lemine oku balisa aanu awo ana kwikalanga ni meeti onje.
280924007e	Aba ana kumona aanu no kupula sebeli waa yupela amakeke, kakuli nakuyanda onene okuulwa etuso kanyi emikoko nambulwa omulisani
2809250058	Ababo sebeli wambela aiyetwa aye nji, “Ekutulo niyaku neneba, kono asiku kutula acana.
2809260056	Cwale abo mu lapele kwa Mbumu no kutulo nji atume abeleki nji awaneke ekutulo yaye.”
280a010088	Jesu sebeli oisana aiyetwa aye, noku kwana likumi na yiili mi sebeli waaba amaata no kutundisa emebo no kwiiba, ni kubalisa ameeti onje.
280a0200aa	Cwale amatina no atumiwa noku kwana likumi nayiili aa okame. Woyo no weli ni Simoni woyo isaniwa nji Pitolosi ni Adiliyasi minaye, Jakobo ni minaye Jowani anaye Zebediya,
280a030053	Filipi ni Batolome, Tomasi ni Mateu no mutelisi, Jakobo omwana Alufeya, ni Tandeya.
280a04003e	Simoni Omukanana ni Judasi isikaliyota woyo ona kubeteka Jesu.
280a05008c	Jesu sebeli otuma ano kukwana likumi na yiili ni kwalaela nji, “Mulese kuta kwaa simacaba onje simba mu mindi ni milenen̄i no Masamaliya.
280a060041	Kono mute kwaanu no Isilaele, akufekile kanyi emikoko no kutauka.
280a070041	Mute mi mukakutaze nji, ‘Omubuso naku wilu sebeli oli beebi.’
280a0800af	Mubalise asikutoma mi mwingule anokufa, mubalise asikutoma oweeti no mbingwa ni kutundisa amandimona. Namuku tambula okuulwa okuteneka, cwale naanyi mube nambulwa okutenekiwa.
280a090046	Mulese ku shimba egauda, silibela simba amali outale mu tipokoto tenu.
280a0a007f	Cwale mulese kushimba emikotana, ehembe einjili, etinjatangwa tinjili simba olutaa. Abeleki kame afanena okubiwa eyi yaalukele.
280a0b007f	Aba mwingena mu mulenen̄i simba mu mindi, mwi bangute woyo ofanena okumitambula mwikale kwa yonyene kubitela aba sa mutundemo.
280a0c002e	Cwale aba mwingena mu ndoo, mukeete awo alimo.
280a0d0084	Nji awo anu ali omo mu ndoo kame amitambula, musiye ekozo no kukeeta kwenu, kono nji kaamitambula, mulese okwasiyela okukeeta kwenu.
280a0e006d	Nji mu ndoo ni mu mulenen̄i kami tambula ni kumi teeteta, mutundemo mi mututule eliluli no tinjatangwa tenu.
280a0f008c	Niti luli kame ni myambela nji, Nyambe mba monisa amakeke ba liywaa no katulo kwanau namu Sodoma ni Gomola okubita aanu namu milenen̄i eyo.
280a1000a3	“Kamumone! cwale kame ni mituma kanyi emikoko mukaci no maakanyani.” Cwale mutende ano kushangama kanyi tinyoka mi mutende ano kukukokobeza kanyi otunkwilimba.
280a110057	Mutokomele aanu, kakuli kwaali awo samitwale ba kuta, mi mbamifulu mu ndoo no milapelo.
280a120091	Mulibaka lyange mba mutwaliwa muku zekisiwa balubala no abusisi ni kwaa mbumu. Mundila eyi mbamwamba eliywi no kuwaba kwa onyene ni kwa simacaba.
280a130081	Cwale aba samilite mukumyeteka, mulese kubilaela neyo samwambe simba omusa mwitambulele, aba saiiye enako mbamubiwi eyo samwambe.
280a140058	Cwale amaywi samwambe kasa enu, kono mbaatundu ku Mebo ya Nyambe Sitenu okwamba mwaanyi.
280a15007c	“Omwabae munu mbabeteke omwabae nji aibaiwe, ni ashemi mbatende ngeeso kwa noo mi aana mbafutukele ashemi oo mane aibaiwe.
280a160062	Omunu yonje mbamitimbi mulibaka lyange. Kono woyo so tundamena okutwala ku mamaneneno mbayoyisiwa.
280a1700b4	Cwale aba amiyandisa mu mulenen̄i umweya mushotokele mu unjili. Kame nimyambela luli nji, kamutamba okumana omusebezi mu milenen̄i yonje no Isilaele abo Omwana no munu yokasiiya.
280a18004e	“Kakwisa omwiyetwa woyo obita omwiyeti waye, mi simba omubika obita molyaye.
280a1900da	Cwale omwiyetwa kame afanena okupumena okwikala kanyi omwiyeti waye, mi ni mubika kanyi molyaye. Nji omunya ndoo kame isaniwa nji Beezebule, asindoo yaye mbanyefulwa onene ni kubitelela ni kwiisaniwa amatina no kwiiba.
280a1a0069	“Cwale mulese kucila aanu. Eyo yonje ifukilwe mbaifukulwa, mi simba eyi ishwekilwe yonje mbai limukiwa.
280a1b0087	Eyi nimyambela mu uwi, kame mufanena okuyamba mu liseli, mi neyi muna yupu ku mukunda, kame mufanena okwikuweleza ba kashongwa no ndoo.
280a1c0088	Mulese kucila awo aibaa olutu kono katwese okuibaa omooyo, kono mucile Nyambe woyo otwesa okusinya olutu bamweya ni mooyo mu lyangalilo.
280a1d007d	Kasa nji etitaha timbili kame tiula akangwee kamweya, kandi kakwisa etaha simba imweya ikwela banji abo sitenu yo kasipumena.
280a1e003f	Cwale Nyambe kame alimukile simba etin̄uki tili ku mitwi yenu.
280a1f003d	Cwale mulese kucila, kame mulukele okubita etitaha no kupula.
280a200082	“Omunu yonje soamba patalaza kwaanu nji kame apumena kwa mene, ni mene kame sanambe kwa sitange naku wilu nji kame ali kwa mene.
280a210052	Kono omunu yonje soni latula kwaanu, ni mene mbani mulatula kwa Sitange naku wilu.
280a220064	“Mulese okuyabuta nji kame nina liti ekozo mu litunga, kokuulwa kanisi kulita ekozo kono olutimbo.
280a230081	Kame nina kwiiya muku fapahanya omwana no ndubana ni sitaye, omwana no mukatana ni inawaye, mi onjemunwa ni njemunwaye no mukati.
280a240020	Eila yowe mbatende asindoo yowe.
280a2500d4	“Omunu woyo osinga sitaye simba inawaye onene okubita mene, kafanene okutenda omwiyetwa wange, mi omunu woyo osinga mwanaye no ndumbana simba mwanaye no mukatana okubita mene, kafanene okutenda omwiyetwa wange.
280a26005a	Mi woyo soulwa okushimba esifapano saye ni kuni kon̄a, kafanene okutenda omwiyetwa wange.
280a270064	Woyo obabalela omooyo waye mbautaukelwe, kono woyo osinyehelwa omooyo waye mulibaka lyange mbauwana.
280a280065	“Onje awo amitambula kame atambula mene, mi onje awo ani tambula kame atambula ni woyo ona ni tumu.
280a2900dd	Mi woyo yonje so tambula omunuhi wa Nyambe mulibaka lyanji nimuhi wa Nyambe, mba wana omupuzo ou ufanena omunuhi wa Nyambe. Mi woyo yonje sotambula omunu no kuluka kakuli ni wakuluka mba wana omupuzo ou ufanena osikuluka.
280a2a0090	Niti luli kame nimyambela nji, woyo yonje soba mumweya ameyi no kunwa ku mucana no aiyetwa ange kakuli ni mwiyetwa wange, luli mba wana omupuzo.
280b0100a4	Cwale Jesu osimana feela okuba etitaelo kwa iyetwa aye anaku kwana likumi na yiili, sebeli osiya esibaka eso ni kuta mukwiyeta ni mukukutaza mu titolopo tili beebi.
280b02007e	Cwale Jowani omukolobezi aba ana kuyupa yooli mu tolongo einu eyo Kilesite ana ku tenda, sebeli otuma aiyetwa aye kwa yonyene,
280b03006a	Cwale sebeli amwibanguta nji, “Yawene ana kwamba Jowani nji ukeile, nji mundina tufanena okutatelela?”
280b040057	Jesu sebeli waa tambula nji, “Mute muka simwete Jowani eyi muna yupu neeyi muna mono,
280b0500ae	eibofu kame imona, eiyanga kame yeenda, asi kutoma embingwa kame abalisiwa, ano kwa yupa kame ayupa, aafu kame aingulwa mi amaywi no kuwaba kame akutaziwa kwaanu no kusheeba.
280b06003a	Embuyoti ni yaawo aulwa okunikana mulibaka no eyo nitenda!
280b0700c6	Aiyetwa a Jowani aba ana kuuka, Jesu sebeli otateka okwamba kwaanu eya Jowani nji, “Aba mu nakuta kwa Jowani mu lihalaupa iikene muna ku tatelela okumona? Nji neli olutaka olu lunyendaela mu mebo?
280b080091	Iikene mu nakutela oka mona? Omulume woyo oku mangile eikumango no kutula? Kasa ngeeso! anu awo akumangile ngeseo kame ayoya mu tindoo no ambumu.
280b0900a4	Mu nambele, iikene eyo muna kutela oka monako? Ninji neli omunuhi wa Nyambe woyo muna kutela oka mona? Ee, kame nimyambela nji, Jowani kame abita omunuhi wa Nyambe.
280b0a0094	Yokame woyo aamba aman̄olo nji Nyambe kame ana kwamba nji, ‘Omone! Kame sani tume onumwana wange balubala lowe nji akaku lukisete endila yowe.’
