0100000007	Genesis
01080b0095	Pamene nkhunda inabwerera madzulo ake, inali itanyamula tsamba laliwisi la mtengo wa olivi. Motero Nowa anadziwa kuti madzi aphwadi pa dziko lapansi.
01080c0074	Iye anadikira masiku ena asanu ndi awiri ndipo anatumizanso nkhunda ija, koma nthawi imeneyi sinabwererenso kwa iye.
01080d00b7	Pofika tsiku loyamba la mwezi woyamba wa chaka chimene Nowa anakwanitsa zaka 601, madzi anawuma pa dziko lapansi. Ndipo Nowa anachotsa denga la chombo ndipo anaona kuti kunja kwawuma.
01080e0042	Pokwana tsiku la 27 la mwezi wachiwiri dziko lapansi linawumiratu.
01080f0020	Tsono Mulungu anawuza Nowa kuti,
0108100047	“Iwe, mkazi wako, ana ako pamodzi ndi akazi awo tulukani mʼchombomo.
0108110075	Tulutsa zamoyo zonse zili ndi iwe, mbalame, nyama ndi zokwawa zonse kuti ziswane ndi kuchulukana pa dziko lapansi.”
010812004a	Nowa anatuluka pamodzi ndi ana ake aamuna, mkazi wake ndi akazi a ana ake.
010813008a	Nyama zonse, zokwawa zonse, mbalame zonse, chilichonse choyenda pa dziko lapansi, zinatuluka mʼchombo motsogozana monga mwa mitundu yawo.
010814009d	Pamenepo Nowa anamanga guwa lansembe la Yehova ndipo anatengako mtundu uliwonse wa nyama zoti nʼkudya ndi mbalame zoti nʼkudya naperekapo nsembe yopsereza.
01081500f3	Yehova atamva fungo labwino anati mu mtima mwake: “Sindidzatembereranso nthaka chifukwa cha munthu, ngakhale kuti maganizo a mu mtima mwake ndi oyipa kuyambira ubwana wake. Ndipo sindidzawononganso zolengedwa zonse zamoyo monga ndachitiramu.
01081600a0	“Nthawi zonse mmene dziko lapansi lidzakhalire, nthawi yodzala ndi nthawi yokolola yozizira ndi yotentha, dzinja ndi chilimwe, usana ndi usiku, sizidzatha.”
0109010079	Ndipo Mulungu anadalitsa Nowa ndi ana ake aamuna nati kwa iwo, “Berekanani ndipo muchulukane ndi kudzaza dziko lapansi.
01090200b7	Nyama zonse za dziko lapansi, ndi mbalame zonse za mlengalenga, ndi chamoyo chilichonse chokwawa, ndiponso nsomba zonse za ku nyanja; zidzakuopani ndipo ndazipereka kuti muzilamulire.
010903008d	Tsopano chamoyo chilichonse chidzakhala chakudya chanu. Monga momwe ndinakupatsirani ndiwo zamasamba, tsopano ndikupatsaninso nyama iliyonse.
0109040038	“Koma musamadye nyama imene ikanali ndi magazi oyenda.
010905007a	Aliyense wopha munthu adzaphedwa, nyama iliyonse yopha munthu idzaphedwa, munthu aliyense wopha munthu mnzake, adzaphedwa.
0109060066	“Aliyense wopha munthu, adzaphedwanso ndi munthu; pakuti Mulungu analenga munthu mʼchifanizo chake.
0109070054	Inu muberekane ndi kuchulukana kuti mudzaze dziko lonse lapansi ndi kuligonjetsa.”
0109080026	Mulungu anawuza Nowa ndi ana ake kuti,
0109090044	“Tsopano Ine ndapangana ndi iwe ndi zidzukulu zako zamʼtsogolomo,
01090a007d	pamodzi ndi zamoyo zonse, mbalame, ziweto ndi nyama zonse za kuthengo, ndi zonse zimene zinatuluka mʼchombo pamodzi ndi iwe.
01090b008a	Pangano langa ndi ili: Ine ndilonjeza kuti sindidzawononganso zamoyo ndi madzi a chigumula. Chigumula sichidzawononganso dziko lapansi.”
01090c009e	Ndipo Mulungu anati, “Ine ndikupereka chizindikiro ichi cha pangano langa la pakati pa Ine ndi iwe, ana ako, zamoyo zonse, pamodzi ndi mibado ya mʼtsogolo.
01090d0067	Ndayika utawaleza wanga mʼmitambo, ndipo chidzakhala chizindikiro cha pangano langa ndi dziko lapansi.
01090e0046	Nthawi zonse pakakhala mitambo mu mlengalenga ndipo utawaleza uwoneka,
01090f0080	ndizikumbukira pangano langa pakati pa Ine ndi inu ndi zolengedwa zonse. Madzi sadzakhalanso chigumula chowononga dziko lapansi.
0109100087	Utawaleza ukamadzaoneka mʼmitambo, ndidzawuona ndi kukumbukira pangano losatha pakati pa Mulungu ndi zamoyo zonse pa dziko lapansi.”
010911008c	Choncho Mulungu anati kwa Nowa, “Ichi ndiye chizindikiro cha pangano limene ndalichita pakati pa Ine ndi zamoyo zonse pa dziko lapansi.”
010912006e	Ana aamuna a Nowa amene anatuluka mʼchombo muja anali Semu, Hamu ndi Yafeti. Hamu anali abambo ake a Kanaani.
010913004b	Ana aamuna a Nowa amenewa ndiwo anali makolo a anthu onse pa dziko lapansi.
0109140030	Nowa anali munthu woyamba kulima munda wamphesa.
0109150091	Tsiku lina pamene Nowa anamwako vinyo wa zipatso za mʼmundawo analedzera ndipo anavula zovala zake zonse ndi kugona mu tenti yake ali maliseche.
010916006f	Hamu, abambo ake a Kanaani ataona kuti abambo ake ali maliseche anakawuza abale ake awiri aja omwe anali panja.
01091700af	Koma Semu ndi Yafeti anatenga chofunda nachiyika pa mapewa awo; ndipo anayenda chamʼmbuyo naphimba umaliseche wa abambo awo. Anafulatira kuti asaone umaliseche wa abambo awo.
0109180065	Nowa atadzuka, kuledzera kutatha, ndikudziwa zimene mwana wake wamngʼono wamwamuna uja anamuchitira,
0109190057	anati, “Atembereredwe Kanaani! Adzakhala kapolo wa pansi kwenikweni kwa abale ake.”
01091a004f	Anatinso, “Atamandike Yehova, Mulungu wa Semu! Kanaani akhale kapolo wa Semu.
01091b0072	Mulungu akulitse dziko la Yafeti; Yafeti alandire madalitso pamodzi ndi Semu, ndipo Kanaani akhale kapolo wawo.”
01091c0034	Chitatha chigumula, Nowa anakhala ndi moyo zaka 350.
01091d001c	Anamwalira ali ndi zaka 950.
010a010062	Nayi mbiri ya ana a Nowa, Semu, Hamu ndi Yafeti. Ana atatuwa anabereka ana awo chitatha chigumula.
010a020054	Ana aamuna a Yafeti anali: Gomeri, Magogi, Madai, Yavani, Tubala, Mesaki ndi Tirasi.
010a03003a	Ana aamuna a Gomeri anali: Asikenazi, Rifati ndi Togarima.
010a040040	Ana aamuna a Yavani anali: Elisa, Tarisisi, Kitimu ndi Rodanimu.
010a050096	(Amenewa ndiwo makolo a anthu okhala mʼmphepete mwa nyanja. Awa ndi ana a Yafeti monga mwa mafuko a mu mitundu yawo, uliwonse ndi chiyankhulo chake).
010a06003b	Ana aamuna a Hamu anali: Kusi, Miziraimu, Puti ndi Kanaani.
010a07006d	Ana aamuna a Kusi anali: Seba, Havila, Sabita, Raama ndi Sabiteka. Ana aamuna a Raama anali: Seba ndi Dedani.
010a080052	Kusi anabereka Nimurodi amene anali wankhondo wamphamvu kwambiri pa dziko lapansi.
010a0900af	Iye anali mlenje wamphamvu kwambiri pamaso pa Yehova; nʼchifukwa chake anthu ali ndi chisudzo, chakuti, “Ndiwe mlenje wamphamvu kwambiri pamaso pa Yehova monga Nimurodi.”
010a0a0069	Malo oyambirira a ufumu wake anali Babeli, Ereki, Akadi ndi Kaline. Malo onsewa anali mʼdziko la Sinara.
010a0b005b	Atachoka mʼdziko limeneli anapita ku Asiriya kumene anakamanga Ninive, Rehoboti-Iri, Kala,
010a0c003f	ndi Reseni, mzinda waukulu umene uli pakati pa Ninive ndi Kala.
010a0d0036	Igupto ndiye kholo la Aludi, Aanami, Alehabu, Anafutu,
010a0e003f	Apaturusi, Akasilu ndi Akafitori (kumene kunachokera Afilisti).
010a0f004a	Kanaani anabereka mwana wake wachisamba, Sidoni, ndipo anaberekanso Ahiti;
010a10001b	Ayebusi, Aamori, Agirigasi;
010a110015	Ahivi, Aariki, Asini,
010a120056	Aaravadi, Azemari ndi Ahamati. Pambuyo pake, mafuko a Akanaani anafalikira ponseponse,
010a13009b	mpaka ku malire a Kanaani. Malirewo anachokera ku Sidoni kulowa cha ku Gerari mpaka ku Gaza, ndi kulowa ku Sodomu, Gomora, Adima ndi Zeboimu mpaka ku Lasa.
010a14006f	Amenewa ndiwo ana aamuna a Hamu monga mwa mafuko ndi ziyankhulo zawo, mʼmadera omwe amakhala ndi mitundu yawo.
010a15004f	Semu amene anali mkulu wake wa Yafeti nayenso anabereka nakhala kholo la Eberi.
010a160043	Ana aamuna a Semu anali: Elamu, Asuri, Aripakisadi, Ludi ndi Aramu.
010a170037	Ana aamuna a Aramu anali: Uzi, Huri, Geteri ndi Mesaki.
010a180039	Aripakisadi anabereka Sela, ndipo Selayo anabereka Eberi.
010a19009b	A Eberi anabereka ana aamuna awiri: Wina anamutcha Pelegi chifukwa pa nthawiyo anthu a pa dziko lapansi anagawikana. Dzina la mʼbale wake linali Yokitani.
010a1a003a	Yokitani anabereka Alimodadi, Selefi, Hazari-Maveti, Yera,
010a1b0018	Hadoramu, Uzali, Dikila,
010a1c0016	Obali, Abimaeli, Seba,
010a1d003d	Ofiri, Havila ndi Yobabu. Onsewa anali ana aamuna a Yokitani.
010a1e005d	Chigawo chimene ankakhala chinayambira ku Mesa mpaka ku Seferi, ku dera la mapiri chakummawa.
010a1f0069	Amenewa ndiwo ana a Semu monga mwa mafuko ndi ziyankhulo zawo, mʼmadera omwe ankakhala ndi mitundu yawo.
010a2000b5	Amenewa ndiwo mafuko a ana aamuna a Nowa monga mwa mibado ya mitundu yawo. Mitundu yonse ya anthu inatuluka mwa iwowa ndi kufalikira pa dziko lonse lapansi chitatha chigumula chija.
010b01007a	Nthawi imeneyo anthu onse a pa dziko lapansi ankayankhula chiyankhulo chimodzi ndipo mawu amene ankayankhula anali amodzi.
010b020050	Pamene anthu amapita chakummawa anapeza chigwa ku dziko la Sinara nakhazikikako.
010b0300be	Tsono anawuzana kuti, “Tiyeni tiwumbe njerwa ndi kuziwotcha bwinobwino.” Tsono mʼmalo mwa miyala anagwiritsa ntchito njerwa zowotcha, ndipo mʼmalo mwa matope anagwiritsa ntchito phula.
010b04009a	Kenaka anati, “Tiyeni tidzimangire mzinda wokhala ndi nsanja yoti ikafike kumwamba kuti titchuke. Kupanda kutero tibalalikana pa dziko lonse lapansi.”
010b05004e	Koma Yehova anatsika kudzaona mzindawo ndi nsanja imene anthu aja ankayimanga.
010b060091	Yehova anati, “Anthuwa ndi amodzi, ndipo ali ndi chiyankhulo chimodzi. Izi akuchitazi nʼchiyambi chabe cha zomwe akufuna kukwaniritsa kuchita.
010b07004b	Tiyeni titsikireko tikasokoneze chiyankhulo chawo kuti asamamvetsetsane.”
010b08005c	Choncho Yehova anabalalitsa anthu aja pa dziko lonse lapansi ndipo analeka kumanga mzindawo.
010b0900a8	Nʼchifukwa chake mzindawo unatchedwa Babeli, popeza Yehova anasokoneza chiyankhulo cha anthu onse. Powachotsa kumeneko, Yehova anawabalalitsira pa dziko lonse lapansi.
010b0a0076	Nayi mibado yochokera kwa Semu. Patapita zaka ziwiri chitatha chigumula, Semu ali ndi zaka 100, anabereka Aripakisadi.
010b0b0061	Atabereka Aripakisadi, Semu anakhala ndi moyo zaka 500 ndipo anali ndi ana ena aamuna ndi aakazi.
010b0c0035	Pamene Aripakisadi anali ndi zaka 35, anabereka Sela.
010b0d0066	Atabereka Sela, Aripakisadi anakhala ndi moyo zaka zina 403 ndipo anali ndi ana ena aamuna ndi aakazi.
010b0e0039	Pamene Sela anali ndi zaka makumi atatu, anabereka Eberi.
010b0f0060	Atabereka Eberi, Sela anakhala ndi moyo zaka zina 403 ndipo anali ndi ana ena aamuna ndi aakazi.
010b100030	Pamene Eberi anali ndi zaka 34 anabereka Pelegi.
010b110062	Atabereka Pelegi, Eberi anakhala ndi moyo zaka zina 430 ndipo anali ndi ana ena aamuna ndi aakazi.
010b120039	Pamene Pelegi anali ndi zaka makumi atatu, anabereka Reu.
010b130057	Atabereka Reu, Pelegi anakhala zaka zina 209 ndipo anali ndi ana ena aamuna ndi aakazi.
010b14002f	Pamene Reu anali ndi zaka 32, anabereka Serugi.
010b150060	Atabereka Serugi, Reu anakhala ndi moyo zaka zina 207 ndipo anali ndi ana ena aamuna ndi aakazi.
010b16003c	Pamene Serugi anali ndi zaka makumi atatu, anabereka Nahori.
010b170063	Atabereka Nahori, Serugi anakhala ndi moyo zaka zina 200 ndipo anali ndi ana ena aamuna ndi aakazi.
010b180030	Pamene Nahori anali ndi zaka 29, anabereka Tera.
010b190061	Atabereka Tera, Nahori anakhala ndi moyo zaka zina 119 ndipo anali ndi ana ena aamuna ndi aakazi.
010b1a0043	Pamene Tera anali ndi zaka 70, anabereka Abramu, Nahori ndi Harani.
010b1b0066	Nayi mibado yochokera mwa Tera. Tera anabereka Abramu, Nahori ndi Harani. Ndipo Harani anabereka Loti.
010b1c005e	Abambo ake a Tera akanali ndi moyo, Harani anamwalira ku Uri wa ku Akaldeya kumene anabadwira.
010b1d009a	Abramu ndi Nahori onse anakwatira. Dzina la mkazi wa Abramu linali Sarai, ndipo la mkazi wa Nahori linali Milika. Iyeyu ndi Isika abambo awo anali Harani.
010b1e002c	Sarai analibe ana chifukwa anali wosabereka.
010b1f00c7	Tera anatenga mwana wake Abramu, mdzukulu wake Loti, ndi mpongozi wake Sarai, mkazi wa Abramu natuluka mzinda wa Uri wa ku Akaldeya kupita ku Kanaani. Pamene anafika ku Harani, anakhazikika kumeneko.
010b20002b	Tera anamwalira ku Harani ali ndi zaka 205.
010c010094	Tsiku lina Yehova anamuwuza Abramu kuti, “Tuluka mʼdziko lako. Siya abale ako ndi banja la abambo ako ndipo pita ku dziko limene ndidzakusonyeza.
010c020095	“Ndidzakusandutsa kholo la mtundu waukulu wa anthu ndipo ndidzakudalitsa; ndi kukusandutsa wotchuka kotero kuti udzakhala dalitso kwa anthu ambiri.
010c030094	Ndidzadalitsa amene adzadalitsa iwe, ndi kutemberera amene adzatemberera iwe; ndipo mafuko onse a pa dziko lapansi adzadalitsika kudzera mwa iwe.”
010c04008c	Choncho Abramu ananyamuka monga momwe Yehova anamuwuzira, napita pamodzi ndi Loti. Pamene Abramu amachoka ku Harani nʼkuti ali ndi zaka 75.
010c0500c9	Abramu anatenga mkazi wake Sarai, Loti, mwana wamngʼono wake, pamodzi ndi chuma chawo chimene anapeza ndi antchito amene anali nawo ku Harani. Iwo ananyamuka ulendo mpaka kukafika ku dziko la Kanaani.
010c060081	Abramu anadutsa mʼdzikomo mpaka kukafika ku Sekemu pa mtengo wa thundu wa ku More. Nthawi imeneyo Akanaani analipobe mʼdzikomo.
010c07009a	Yehova anadza kwa Abramu nati, “Kwa zidzukulu zako ndidzapereka dziko limeneli.” Choncho Abramu anamangira Yehova amene anadza kwa iye, guwa lansembe.
010c0800ce	Atachoka pamenepo analowera cha ku mapiri a kummawa kwa Beteli namangako tenti yake pakati pa Beteli chakumadzulo ndi Ai chakummawa. Kumeneko anamangira Yehova guwa lansembe napemphera mʼdzina la Yehovayo.
010c090032	Kenaka Abramu ananyamuka kumalowera cha ku Negevi.
010c0a008e	Kunagwa njala yayikulu mʼdzikomo, ndipo Abramu anapita ku Igupto kukakhala ngati mlendo kwa kanthawi kochepa popeza njalayo inakula kwambiri.
010c0b007f	Atatsala pangʼono kulowa mu Igupto, Abramu anamuwuza mkazi wake Sarai kuti, “Ndimadziwa kuti ndiwe mkazi wokongola kwambiri.
010c0c006e	Tsono Aigupto akakuona adzanena kuti ‘Ameneyu ndi mkazi wake.’ Tsono adzandipha ine nakusiya iwe ndi moyo.
010c0d0077	Tsono udzikawawuza kuti iwe ndiwe mlongo wanga. Ukatero zidzandiyendera bwino ndipo ndidzapulumuka chifukwa cha iwe.”
010c0e0057	Pamene Abramu anafika ku Igupto, Aigupto aja anaona kuti Sarai anali mkazi wokongoladi.
010c0f0076	Pamene akuluakulu a ku nyumba ya Farao anamuona, anakamuyamikira pamaso pa Farao ndipo ananka naye ku nyumba ya Farao.
010c1000a2	Abramu naye zinthu zinkamuyendera bwino chifukwa cha Sarai. Farao anamupatsa nkhosa, ngʼombe, abulu aamuna ndi abulu aakazi, antchito aakazi pamodzi ndi ngamira.
010c110070	Koma Yehova anabweretsa matenda owopsa pa Farao pamodzi ndi banja lake lonse chifukwa cha Sarai mkazi wa Abramu.
010c12008d	Choncho Farao anayitanitsa Abramu namufunsa kuti, “Nʼchiyani wandichitirachi? Nʼchifukwa chiyani sunandiwuze kuti ameneyu ndi mkazi wako?
010c13007a	Nʼchifukwa chiyani unati ndi mlongo wako, mpaka ine ndinamutenga kukhala mkazi wanga? Eko mkazi wako. Mutenge uzipita!”
010c140068	Farao analamula asilikali ake ndipo iwo anamutulutsa Abramu pamodzi ndi mkazi wake ndi zonse anali nazo.
010d010078	Choncho Abramu pamodzi ndi mkazi wake ndi zonse anali nazo, anachoka ku Igupto kupita ku Negevi. Loti naye anapita nawo.
010d02004c	Abramu anali wolemera kwambiri; anali ndi ziweto ndiponso siliva ndi golide.
010d03008f	Atachoka ku Negevi, anayenda malo osiyanasiyana mpaka anafika ku Beteli, ku malo a pakati pa Beteli ndi Ai, kuja kumene anamanga tenti poyamba,
010d04006c	ndiponso kumene Abramu anamangira Yehova guwa lansembe kwa nthawi yoyamba ndi kupemphera mʼdzina la Yehova.
010d050059	Loti amene ankayendayenda ndi Abramu nayenso anali ndi ziweto zosiyanasiyana ndi matenti.
010d06008d	Motero dziko linayamba kuwachepera kuti onse nʼkukhala pamodzi, popeza katundu wawo anali wochuluka kwambiri moti sakanatha kukhala pamodzi.
010d070089	Mikangano inayambika pakati pa abusa a Abramu ndi abusa a Loti. Nthawi imeneyo nʼkuti Akanaani ndi Aperezi akukhalanso mʼdziko lomwelo.
010d080082	Tsono Abramu anati kwa Loti, “Pasakhale mikangano pakati pa iwe ndi ine kapena pakati pa abusa ako ndi anga, popeza ndife abale.
010d090092	Kodi dziko lonseli silili pamaso pako? Tiye tisiyane. Iwe ukalowera kumanzere, ine ndilowera kumanja; ukalowera kumanja, ine ndipita kumanzere.”
010d0a00e9	Loti atamwazamwaza maso anaona kuti chigwa chonse cha mtsinje wa Yorodani chinali chothiriridwa bwino ngati munda wa Yehova, kapena ngati dziko la ku Igupto mpaka ku Zowari. (Nthawi iyi nʼkuti Yehova asanawononge Sodomu ndi Gomora).
010d0b007d	Choncho Loti anadzisankhira yekha chigwa chonse cha Yorodani nanyamuka kulowera cha kummawa. Choncho anthu awiriwa anasiyana.
010d0c008f	Abramu anakhala mʼdziko la Kanaani, pamene Loti anakakhala pakati pa mizinda ikuluikulu ya mʼchigwamo. Anamanga tenti yake pafupi ndi Sodomu.
010d0d004a	Tsono anthu a ku Sodomu anali oyipa ndiponso ankachimwira Yehova kwambiri.
010d0e0084	Loti atachoka, Yehova anati kwa Abramu, “Kuchokera pamene ulipo tayangʼanayangʼana cha kumpoto, kummwera, kummawa ndi kumadzulo.
010d0f004e	Dziko lonse ukulionalo ndidzalipereka kwa iwe ndi zidzukulu zako mpaka muyaya.
010d10008a	Ndidzakupatsa zidzukulu zochuluka ngati fumbi lapansi moti amene angathe kuwerenga fumbilo ndiye kuti angathenso kuwerenga zidzukulu zako.
010d110057	Dzuka ndipo uyendere dziko lonseli mulitali ndi mulifupi pakuti ndalipereka kwa iwe.”
010d1200a1	Choncho Abramu anasamutsa tenti yake napita kukakhala pafupi ndi mitengo ikuluikulu ija ya thundu ya ku Mamre ku Hebroni, kumene anamangira Yehova guwa lansembe.
010e01007c	Pa nthawi imeneyi Amarafeli mfumu ya Sinara, Arioki mfumu ya Elasara, Kedorilaomere mfumu ya Elamu ndi Tidala mfumu ya Goimu
010e02009e	anathira nkhondo Bera mfumu ya ku Sodomu, Birisa mfumu ya Gomora, Sinabi mfumu ya Adima, Semeberi mfumu ya Ziboimu ndi mfumu ya Bela (kumeneko ndi ku Zowari).
010e030066	Mafumu onse anathiridwa nkhondowa anagwirizana pamodzi kupita ku Chigwa cha Sidimu (Nyanja ya Mchere).
010e040075	Kwa zaka khumi ndi ziwiri anali pansi pa ulamuliro wa Kedorilaomere, koma mʼchaka cha khumi ndi chitatu anamuwukira.
010e0500af	Mʼchaka cha khumi ndi chinayi, Kedorilaomere mogwirizana ndi mafumu ena aja anapita kukagonjetsa Arefaiwa ku Asiteroti-karanaimu, Zuzimu wa ku Hamu, Aemi wa ku Savekiriataimu
010e06005f	amene ankakhala ku Ahori, ku dziko la mapiri la Seiri mpaka ku Eli Parani kufupi ndi chipululu.
010e070099	Kenaka anabwerera napita ku Eni-Misipati (ku Kadesi), ndipo anagonjetsa dera lonse la Aamaleki, kuphatikizanso Aamori amene ankakhala ku Hazazoni Tamara.
010e080083	Tsono mafumu a ku Sodomu, Gomora, Adima, Zeboimu ndi ku Bela (ku Zowari) anapita ku Chigwa cha Sidimu kukakonzekera kuthira nkhondo
010e090095	Kedorilaomere mfumu ya Elamu, Tidala mfumu ya Goimu, Amarafeli mfumu ya Sinara ndi Arioki mfumu ya Elasara. Mafumu anayi analimbana ndi mafumu asanu.
010e0a00a9	Koma Chigwa cha Sidimu chinali chodzaza ndi maenje aphula. Choncho pamene mafumu a ku Sodomu ndi Gomora amathawa, ankhondo ena anagweramo ndipo ena anathawira ku mapiri.
010e0b0061	Mafumu anayi aja anatenga katundu yense ndi chakudya chonse cha ku Sodomu ndi Gomora napita nazo.
010e0c0066	Anatenganso Loti, mwana wa mʼbale wake wa Abramu pamodzi ndi katundu wake popeza ankakhala mu Sodomu.
010e0d00ef	Koma munthu wina amene anathawa, anabwera kudzamufotokozera Abramu Mhebri. Tsono Abramu ankakhala pafupi ndi mitengo ikuluikulu ya thundu ya Mamre wa fuko la Aamori, mʼbale wake wa Esikolo ndi Aneri. Onsewa anali pa mgwirizano ndi Abramu.
010e0e0081	Abramu atamva kuti Loti wagwidwa pa nkhondo, anasonkhanitsa asilikali 318 obadwira mʼbanja lake lomwelo nalondola mpaka ku Dani.
010e0f009a	Pa nthawi ya usiku Abramu anawagawa asilikali ake kuti athire nkhondo mafumu aja, ndipo anawakantha nawapirikitsa mpaka ku Hoba, cha kumpoto kwa Damasiko.
010e10006b	Ndipo anawalanda katundu wawo yense nabwera naye Loti, katundu wake yense, pamodzi ndi akazi ndi anthu ena.
010e1100c5	Abramu atabwerera kuchokera kogonjetsa Kedorilaomere ndi mafumu amene anali nawo pa mgwirizano, mfumu ya ku Sodomu inabwera kudzakumana naye ku Chigwa cha Save (chimenechi ndicho Chigwa cha Mfumu).
010e120074	Ndipo Melikizedeki mfumu ya ku Salemu anabweretsa buledi ndi vinyo. Iyeyu anali wansembe wa Mulungu Wammwambamwamba,
010e130074	ndipo anadalitsa Abramu nati, “Mulungu Wammwambamwamba, wolenga kumwamba ndi dziko lapansi, akudalitse iwe Abramu.
010e140090	Ndipo adalitsike Mulungu Wammwambamwamba amene anapereka adani ako mʼdzanja lako.” Ndipo Abramu anamupatsa iye chakhumi cha zonse anali nazo.
