2800000006	iMatiu
280617007c	Kpaa ni inɛ mgbi abu tishi bayɔ, ewo mgbi abu duu ka mbwo yi iifu. Kini osa nwodzɛ mbi abu yifu yɔ, iifu na ka she saan!
28061800c0	“Inggisɛ onyi ka kyɔ engyukwo efa idɔ ba. Kyayina o ka di oka lanyi, diyɛ di oka kpan itukwu, hona o ka nghao sunu oka di kwu oka shanyɛ. O ka yagba sunu Imgbasho yi awuya onɔ onyi ba.
28061900dc	“Nghanɛ n nya ema, ka dzɛ yi okakewo mi oshishe mgbi ema mi ungwɔ ngwi ema ka gye hona wa naadi ewo mgbi ema mi ungwɔ ngwi ema ka wo ba. Oshishe dzɛ yi oyabɔ ngha ungwogye, ewo di dzɛ yi oyabɔ ngha angwuto baa?
28061a0094	Di mbi ingwunɔ emi esho, a li kya naadi shɛ hona gbe da mi oba ba, nghaduu kpaa Otsema mi esho li nu ma ungwogye. Ema dzɛ yi oyabɔ ngha ma bana?
28061b004c	Li ɛmɛ mbi ema mi itukwu ofeesho ka yagba ombwo ewon obyi onyi mi oshishe?
28061c0089	“Nɛ kyɔsinɛ ngwi ema dzɛ yi okakewo mi odzɛ angwuto? Di onggaangga mgbi afutse dafi li she mani. A li kyidɔ naadi gbo angwuto ba.
28061d006c	Nghaduu n nya ema gbɛɛ iSolomu yi okwɔkwɔ mgban duu kpaa wo angwuto kwɔ dafi onyi mbi afutse ntonɛ ba.
28061e00bf	Ni li ngha ngwi Imgbasho li to afutse nkwodzɛ mmɛnɛ inɛ ekeka a ka kye dzɛlu ngwuta wokɛ ola angwuto ma, kyɔsinɛse ngwi o ka nghao to ema angwuto ba? Ema ama oyɛyɛ sheema anyɛ nɛ?
28061f009f	Nghanɛ ka dzɛ yi itukwu ofeesho gbɛɛ, ‘Li alungwɔ ngwi eyi ka gye?’ Naadi ‘Li alungwɔ ngwi eyi ka wa?’ Hona ‘Li alungwɔ ngwi eyi ka wo?’ Ba.
280620007c	Lubana ama oye Imgbasho ba kpaa li le kyɛdɔ ungwɔ ntonɛni, kpaa Otsema ongwi esho ye gbɛɛ i wo ema yi ungwɔ ntonɛni.
2806210064	Tatase teyi pita esutɔ mgbi Imgbasho yi osaan mgban, ta ungwɔ ntonɛ duu a ka gbe bɛ ema kɛ ele.
2806220080	Dududu yɔ ka kye itukwu feesho mi ungwɔ ongwi ekeka ba, ni ekeka kye inɛ byi ewon. Alegbe dzɛ yi okakewo ngyɔ mi ikye ewon.
2807010034	“Ka fwikwɔ ba na, di ema kpaa a wa fwo ema ikwɔ.
28070200ad	Lubana li mi itɔ ofɛ ngwi ema fwo angbeka ikwɔ ma, ngwi ema kpaa a ka fwo ema ikwɔ, di li itɔ ofɛ ngwi ema kye ofwo angbeka ikwɔ ma, ngwi a ka kye fwo ema ikwɔ aali.
2807030078	“Kyɔsinɛ ngwi abu di ofufu ekwɔ mi inɛ mbi ongwunabu kpaa ngwi abu gbɛwɛbyi otsokpla nwodzɛ inɛ mbi abu na ba?
2807040087	Ka kyɔsinɛse abu ka nya ongwunabu gbɛɛ, ‘Detse nin dulu abu ofufu ekwɔ mi inɛ,’ ngwi alonɔ duu otsokpla wodzɛ inɛ mbi abu?
2807050086	Ema emi ikpala, ababɔ kyi dulu otsokpla nwodzɛ inɛ mbi abu, ta abu ka dinɛ saan odulu ofufu ekwɔ nwodzɛ inɛ mbi ongwunabu nani.
28070600b5	“Ka kye ungwɔ nle saan nu obwe ba na, dika kye itagwude mgbi ema ngwuta la obyia ba, kini ema kyɔ ngha yɔ, a ka kye atafɔ tɔdɔ ma, di kyata kye ema kye nghalu ambulu-ambulu.
280707004d	“Bɔ ta a ka kye nu ema, pita ta ema ka tu, tsaabɔ ta a ka kwulu ema ofɛ.
280708006c	Bana ali inggisɛ nbɔ duu li gbɛ, inggisɛ npita li tu, inggisɛ ndi tsaabɔ, ofɛ ka kwulu mi ikye mgban.
2807090046	“Li emɛ mbi ema, kini ongwan bɔn ibredi, se o ka kye ikwutsɛ nun?
28070a0031	Naadi kini o bɔn mmbweni, ngwi o ka kye ifa nun?
28070b008b	Kini ema, ama nli obube, kpaa ye okye umba osuse nu engwɛ ema ma, ka kyɔsinɛse ngwi Otsema ongwi esho ka kye umba osuse nu ama nbɔn ba!
28070c009f	Nghanɛ mi alungwɔ duu, kyɔ yi inggisɛ angbeka dafi ema mina gbɛɛ a ki kyɔ yi ema mani, bana li mi ungwɔnɛ ngwi Ola bɛyi emi Oyegbɔ kwulu ngwuo aani.
28070d0089	“Kaka onufɛ ogalu okpenge. Lubana onufɛ ogalu otsɛɛ yi ofɛ ogbada-gbada li ofɛ olu imbe odzili-dzili, inggisɛ kwuba le nyɛ ele.
28070e006d	Kpaa onufɛ ogalu ogyɛngyɛ yi ofɛ okpenge na le lu imbe oshishe, ma li inggisɛ gwee ta kpatsɛ ofɛ nani.
28070f0078	“Gbɛwɛbyi oyegbɔ emi atsika. A li ba mbi ema kye okpa mmala tukwu ewo, kpaa mi idzidzɛ a li emi idukwlɛbɛ obube.
2807100069	Mi owawa mgbi ama ema ka difwi ma. Inggisɛ ka yagba shɛ mntsa mi olumu, naadi shɛ olumu mi ato gbɛɛ?
280711005c	Li ngha ngwi ekwɔ osuse duu li wa owawa osuse aali, kpaa ekwɔ obube yɔ li wa owawa obube.
2807120050	Ekwɔ osuse ka yagba wa owawa obube ba, ekwɔ obube dika wa owawa osuse gbɛ ba.
280713004c	Ali ekwɔ ta nwa owawa osuse bayɔ, a ka kye dzɛlu di kye ngwuta wokɛ ola.
2807140033	Nghanɛ, li mi owawa mgbi ama ngwi ema ka difwi ma.
28071500a1	“Li ali inggisɛ nkwu ani gbɛɛ, ‘Otsɛ, Otsɛ,’ ta ka kaka esutɔ mgbi Imgbasho ba, kpaa sede li ongwu nkyɔ mi itukwu mgbi Otsani ongwu ndzɛ esho nani.
28071600b7	Inggisɛ kwuba ka nya ani mi egbe na gbɛɛ, ‘Otsɛ, Otsɛ, eyi yegbɔ mi iyi mgbi abu, di lɔ onodzi emɛsɛ onya tɔ di kyungwɔ ama okwulewo angbeka kwuba mi iyi mgbi abu baa?’
2807170065	Ta ani ka nya ma mi ododa gbɛɛ, ‘Ani ye ema ba. Lu enggengga na, ema emi ali ibwubwe ntonɛni!’
280718008a	“Nghanɛ ali inggisɛ nfwo elodzɛ mgbi ani ntonɛ di kyɔ mi ele dzɛ dafi inggisɛ okwiinɛ ngwu mbɛ ozu mgban mi ikye ikwutsɛ mani.
2807190075	Mmbwo kya, akpeni kyɛɛ, awo di fa tsɛkɛ ozu nani, nghaduu i yagba gbobu ba, ikyesinɛ a wo itan mi ikye ikwutsɛ.
28071a008b	Nghaduu ali inggisɛ nfwo odzɛ mgbi ani ntonɛ di kyɔ mi ele bayɔ, o dzɛ dafi ikwangha inggisɛ ngwu mbɛ ozu mgban mi ikye mfyan mani.
28071b004b	Mmbwo kya, akpeni kyɛɛ, awo di fa tsɛkɛ ozu nani, i yulu tukwu esɛ.”
28071c0063	Onɔ ngwi iYesu ngyɛlu ogbɔ ungwɔ ntonɛ nɛ, i kwulu ibyi inggisɛ ntona ewo mi otsootso mgban,
28071d0061	ikyesinɛ o tsungwɔ dafi inggisɛ ndzɛ yi mfye, li dafi mgbi etsetse mgbi ama, ama otso ola ba.
280801003d	Onɔ ngwi o tashulu mi ewunggwɔ nɛ, ibyi inggisɛ kyɛdɔn.
2808020073	Ongyulɔ ndzɛ yi otsoma ba wa kwonkɛ iyayi si nyan gbɛɛ, “Otsɛ, ni abu gbela yɔ, o ka nu ani yɛɛ saan.”
280803005e	IYesu naabɔ gbon ewo nyan gbɛɛ, “Ani gbela, yɛɛ saan.” Plɛ nɛta otsoma mgban gbosa.
28080400c2	Ta iYesu nyan gbɛɛ, “Di gbɛɛ abu nya inggisɛ onyi kpaa ungwɔnɛ ba. Kpaa lu, ka kye ewabu tso mbi ama ofifɛ mgbi Imgbasho di nu umba ngwi iMose wo ema ola mani, otso obwɛndɛ mboma.”
2808050052	Onɔ ngwi iYesu kaka iKapenahun nɛ, ongyukwo oblakwutsɛ ba mbon, wa mina oyabɔ.
280806005a	O gbɛɛ, “Otsɛ, ongbidɔ mgbi ani kwulu afɔ yi abɔ ladzɛ udɛ le gyadzɛ kpakpa.”
2808070034	IYesu nyan gbɛɛ, “N ka kɛ ka ngyɛlun ootse.”
2808080097	Ta ongyukwo oblakwutsɛ na si gbɛɛ, “Otsɛ, ani mɛ abu ka kaka iwulu endu mgbi ani ba. Gbɔɔgbɔ odzɛ ta, ewo mgbi ongbidɔ mgbi ani sika ngyɛ.
28080900fd	Lubana ani abuen li ongyulɔ nbyidzɛ abɔ mfye, yi ama oblakwutsɛ byito abɔ ani. Nin nya ongwunɛ gbɛɛ, ‘Lu’, O li lu, nin nya oka na gbɛɛ, ‘kwa!’ O di li ba. Ani li gbɔ yi ongbidɔ mgbi ani gbɛɛ, ‘Kyungwɔnɛni!’ O di li kyɔn.”
28080a00c3	Onɔ ngwi iYesu fwo odzɛ nɛ nɛ, i kwulun ewo man o si gbɔ yi ama nkyɛdɔn ntona gbɛɛ, “N nya ema otsitsi, ani tu inggisɛ onyi kpaa mi Israi yi itɔ oyɛyɛ onuunu okɔtɔndzi nɛ ye ba.
28080b0092	N nya ema gbɛɛ inggisɛ kwuba ka kyɛ mi onosa yi onɔdɛ ba, dika kwu imbe mgbi ama mi oga yi Abrahan, Adziki bɛyi iJeko mi esutɔ ongwi esho.
28080c0071	Kpaa a ka lɔ ama esutɔ dzɛ ikye ma tasɛ lu iyifu, mi imbe ngwi ikwu otseetse yi aba ogyeegye ka dzɛ mani.”
28080d0095	Nɛ iYesu nya ongyukwo oblakwutsɛ na gbɛɛ, “Lu! Ka dzɛ yɛyɛ dafi abu noyɛyɛ nani.” Ta ootse ngyɛ lo ongbidɔ mgban na mi onɔ na yɛyɛ.
28080e0049	Ngwi iYesu kaka udɛ iPyita nɛ, o di awo bwa onowa iPyita ladzɛ akwulo.
28080f0046	O kye abɔ gbon ta awo ngyɛ lon, o si kyato wita ogbe ungwogye to ma.
2808100093	Mi onɔnɔdɛ nɛ, a gbe inggisɛ kwuba ama esɛ dɔ ma ikye ba mbon, nɛ o lɔ onodzi ntona tɔ mi elodzɛ onyi ta di nu emi ootse duu yɛɛ saan.
280811008c	Nɛnɛ li ombwumbwo odzɛ ngwi oyegbɔ Adzaya tsekise gbɔn mani gbɛɛ: “O kyi kyelu okakewo mgbi eyi di kyi kyelu ootse mgbi eyi duu.”
2808120059	Ngwi iYesu di ibyi inggisɛ ntona to yan nɛ, o nondu gbɛɛ nu ma foye utɔ lu agya oka.
2808130078	Ta otsetse mgbi ola mgbi iMose oka ba mbon wa gbɛɛ, “Otsetse, ani ka kyɛdɔ abu mi ali imbe ngwi abu le kɛ duu.”
280814008d	IYesu nyan gbɛɛ, “Ogbalinya gbeka to yi ishɛ ingwunɔ emi esho kpaa to yi udɛ, nghaduu Ongwɛ Inggisɛ dzɛ yi imbe okye ikye da ba.”
2808150060	Ongwafɔ oka nyan gbɛɛ, “Otsɛ, ungwɔ ongwi ababɔ yɔ, detse nin ka kye Otsani ndzi se.”
2808160052	Nghaduu iYesu nyan gbɛɛ, “Kyɛdɔ ani, dzata emi ikwukwɔ nu ma ndzi ewoma.”
2808170030	IYesu si kaka uwaa man emi ongwafɔɔn kyɛdɔn.
2808180069	Vla nɛta, onikyɔ awo gbokyɛɛ mi utɔ nani, nghanɛ akpeni le kadu yaokɛ uwaa. Nghaduu iYesu le nuna.
2808190057	Emi ongwafɔɔn kɛ ka kyilen, nyan gbɛɛ, “Otsɛ, dulu eyi tɔ! Di eyi le dzili!”
28081a00b1	O nya ma gbɛɛ, “Ema ngwu oyɛyɛ onuunu mgbi ema shanyɛ nɛ, i kyɔsinɛ ema dzɛ yi imio kpakpa ngha?” Ta o si kyato kyɔkyɔ yi awo bɛyi akpeni nani, i si kwulu tsiin.
28081b0077	I kwulu inggisɛ ntona ewo man a byita gbɛɛ, “Nɛnɛ li ali itɔ inggisɛ dɛn? Ngwi awo yi akpeni kpaa li fwon!”
28081c00aa	Ngwi iYesu foye dɔkɛ ayɛsɛ iGadarene nɛ, engyulɔ efa ama nto yi esɛ ikye tɔkyɛ imbe endzi wa tun. A sulu imoga ewo nghanɛ inggisɛ onyi kpaa li nyɛ ofɛ na ba.
28081d0075	A kweela gbɛɛ, “Li alungwɔ wo abu yi eyi, Ongwɛ Imgbasho? Abu ba owa nu eyi isɔ duuse ni onɔ ma wa gyɔɔ?”
28081e0032	Ibyi obyia kwuto le gye ungwɔ, fyata yi ama gwee.
28081f0077	Emɛsɛ ntona tɛkyɛ yi iYesu gbɛɛ, “Kini abu lɔlu eyi tɔ yɔ, nu eyi ofɛ ni eyi ka kaka ibyi obyia ntonani.”
2808200094	IYesu nya ma gbɛɛ, “Lu!” Ta a si tɔ lu ka kaka ibyi obyia ntonani, man obyia ntona duu tsinya ka ngwuta mi agobo yaokɛ utɔ si kwulu mi eni.
280821008d	Ama ongyo obyia ntona si tsinya lu ka kaka igeli kye odzɛ nɛ gbɔfwɛ kpatsɛ duu yi ungwɔ nkyɔ yi engyulɔ ama nto yi esɛ ikye ntonani.
280822006b	Nɛ emi igeli na duu tasɛ ka tu iYesu. Ngwi a din nɛ, a tɛkyɛ yan gbɛɛ non lu dzata ayɛsɛ mgbi ama.
2809010027	IYesu kaka uwaa, foye luba igeli mgban.
28090200ce	Engyulɔ angbeka kye inggisɛ nkwulu afɔ yi abɔ ba mbon, ladzɛ amukwu. Ngwi iYesu di oyɛyɛ onuunu mgbi ama nɛ, o nya inggisɛ otummya na gbɛɛ, “Ka teeyi ba, ongwani; a dzita abu yi ali ibwubwe.”
2809030073	Mi ungwɔnɛ nɛ, etsetse mgbi ola mgbi iMose angbeka gbɔ yi ewoma gbɛɛ, “Inggisɛ nɛ le fya Imgbasho ito!”
280904006a	Ngwi iYesu ye ewodzɛ mgbi ama nɛ, o gbɛɛ, “Kyɔsinɛ ngwi ema le tsɛwodzɛ ibwubwe mi itukwu nghaa?
2809050068	Li ole nghao sunɔ ba: li ogbɛɛ, ‘A dzita abu yi ali ibwubwe,’ naadi ogbɛɛ, ‘Kyato kyikyɛ’?
28090600bd	Kpaa li ikye ni ema ye gbɛɛ Ongwɛ Inggisɛ dzɛ yi mfye mi ɛsɛ nɛ odzɛ inggisɛ ta yi ali ibwubwe...” Ta o nya inggisɛ ntummya ma gbɛɛ, “Kyato, kye amukwu mgbi abu lu udɛ.”
280907001d	Ongyulɔ ma si kyato lu udɛ.
2809080078	Ngwi ibyi inggisɛ ntona di ungwɔnɛ nɛ, imio wo ma; man a si tsɛ Imgbasho, ongwu nkye itɔ mfye na nu inggisɛ mani.
28090900b7	Dafi iYesu dzata imbe na kiyayi nɛ, o di ongyulɔ ngwu a li kwun gbɛɛ iMatiu sɔdzɛ imbe mgbi ama ogbɛ udza ifyɛɛ. O nyan gbɛɛ “Kyɛdɔ ani,” ta iMatiu si kyato kyɛdɔn.
28090a0097	Ngwi iYesu le gye oga ongwi onɔdɛ mi udɛ iMatiu nɛ, ama ogbɛ udza ifyɛɛ gwuba yi “emi ali ibwubwe” ba wa gye ungwogye yan bɛyi engwafɔɔn.
28090b00a6	Ngwi emi iFarasi di ungwɔnɛ nɛ, a byi engwafɔɔn gbɛɛ, “Kyɔsinɛse otsetse mgbi ema le gye ungwogye yi ama ogbɛ udza ifyɛɛ bɛyi ‘emi ali ibwubwe’?”
28090c0074	Ngwi iYesu fwo odzɛ nɛ nɛ, o gbɛɛ, “Inggisɛ ama nle saan mina inggisɛ obwe ootse ba, kpaa li ama ndotse ta.
28090d00b4	Nghaduu lu na ka kpayi ungwɔ ngwi odzɛ nɛ tso mani: ‘Ani mina elela odiidi, yama li ifɛ ofɛ-fɛ ba.’ Ikyesinɛ ani ba owa kwu ama osaan ela ba, kpaa li emi ali ibwubwe.”
28090e0081	Nɛ engwafɔ iJɔn ba wa byi iYesu gbɛɛ, “Kyɔsinɛ ngwi eyi yi emi iFarasi li tukwondu, kpaa engwafɔ abu li tukwondu ba?”
28090f00b3	IYesu nu uka gbɛɛ, “Ka kyɔsinɛ ngwi ingyoga mgbi obongyaa ofufɛ ka kyelela ngwi o ka dzɛ yi ama? Onɔ ka wa ba ngwi a ka kyi kyelu obongyaa ofufɛ mboma; ta a ka tukwondu.
280910006f	“Inggisɛ onyi kpaa li kye ayɛ angwuto ofufɛ tukwu ishangli ba. Ikyesinɛ otukwu-tukwu na ka kwɔdzɛ vɔn.
2809110107	Naadi inggisɛ li kye eneekwɔ ofufɛ yaokɛ ikpɔkpɔ eneekwɔ ogbugbe kpaa ba. Kini otsungwɔ kyɔ ngha, ikpɔkpɔ na ka gbobu, eneekwɔ na ka yangwuta man ikpɔkpɔ na ka nyanya. Ei, a li kye eneekwɔ ofufɛ yaokɛ ikpɔkpɔ ofufɛ man ama duu ka nyanya ba.”
28091200d2	Dafi iYesu le gbɔdzɛ nɛ, ongye ogbe inggisɛ teyi ba wa gbe akwafɔ kwɛsɛ mi iyayi mbon si gbɛɛ, “Ongwani ongwu ongyaa kuma kwulu ta aani. Nghaduu ba wa kye abɔ mgbi abu gbon, ta o ka dzɛ oshishe.”
2809130026	IYesu si kyato yi engwafɔɔn kɛ yan.
2809140069	Mi onɔ mata ongyaa nle yɛ eyi mɛ onova iwyodefa ba mi iyikpa mgbi iYesu wa kye abɔ gbon ondu angwuto.
2809150061	O gbɔ yi ewon gbɛɛ, “Ni ani kye abɔ gbon gbo-gbo angwuto kpata, ootse mgbi ani ka ngyɛ.”
2809160095	IYesu kyata din, si gbɛɛ, “Fyumfye itukwu, ongwani; oyɛyɛ onuunu mgbi abu ngyɛlu abu ootse.” Man ootse mgbi ongyaa na si ngyɛ mi onɔ nani.
2809170061	Ngwi iYesu kaka udɛ ongye ogbe inggisɛ teyi wa di ama ofo elete yi ibyi inggisɛ tole wulu nɛ,
280918005a	o gbɛɛ, “Lu enggengga na, ongwongyaa nɛ kwulu ba kpaa o le nanuna.” A si shan isha.
2809190065	Ngwi a nu ibyi inggisɛ ntona tasɛ nɛ, iYesu kaka ifoozu ka byi ongwongyaa na mi abɔ, man o kyato.
28091a002d	Odzɛ nɛ si gbɔfwɛ kpatsɛ ayɛsɛ na duu.
28091b0073	Dafi iYesu dzata imbe na le lu nɛ, obinɛ nghi efa kyɛdɔn, le kweela gbɛɛ, “Di eyi elela, Ongwɛ iDevedi!”
28091c009f	Ngwi o yɛ lu onufozu nɛ, obinɛ ntona si ba mbon, man o byi ma gbɛɛ, “Ema noyɛyɛ gbɛɛ ani ka yagba kwulu ema inɛɛ?” A gbɛɛ, “Ɛɛn, Otsɛ.”
28091d005a	Nɛ o kye abɔ gbo ma inɛ si gbɛɛ, “No kyɔ dafi oyɛyɛ onuunu mgbi ema dzɛ mani”
28091e007e	ta inɛ mgbi ama kwulu. IYesu kwo ma adɔ kpɔklɔɔ gbɛɛ, “Di gbɛɛ ema nu inggisɛ onyi ye odzɛ mi ungwɔnɛ ba na.”
28091f003d	Nghaduu a tasɛ ka kye odzɛ mgban gbɔ kpatsɛ ɛsɛ na duu.
280920006a	Ngwi iYesu yi engwafɔɔn le tasɛ nɛ, a kye inggisɛ ngwu onodzi ibwubwe bwan non yɛɛ ikplima ba mbon.
28092100b1	IYesu lɔ onodzi emɛsɛ na onya tɔ ta, inggisɛ ikplima na si gbɔdzɛ. I kwulu ibyi inggisɛ ntona ewo ta a gbɛɛ, “Nkonyonyi itɔ nɛ kpaa kyɔ mi ɛsɛ Israi ye waba.”
280922006e	Nghaduu emi iFarasi gbɛɛ, “Li ongyukwo mgbi emɛsɛ nun mfye se ngwi o le dulu onodzi emɛsɛ tɔ aali.”
28092300a1	IYesu kaka igeli yi agwudɛ duu le tsungwɔ mi ozu okwakye mgbi emi iJuda, le gbɔ Esɔ Osuse mgbi esutɔ dile ngyɛlu ali ootse yi ama ngwu i sisi loma ewo duu.
28092400aa	Ngwi o di ibyi inggisɛ nɛ, elela kyɔn wo ma, ikyekyɛ a dzɛ yi okakewo di yɛɛ elela, inggisɛ ogbe ma teyi dzɛma ba, dafi mmala ndzɛ yi inggisɛ ongyo ma ba mani.
2809250057	Ta iYesu nya engwafɔɔn gbɛɛ, “Etɔ oshɛ-shɛ le gwuba, kpaa emi idɔ le gwee ta.
2809260041	Bɔ Otsɛ mgbi etɔ oshɛ-shɛ no gbe emi idɔ ba okwɔ mgban.”
280a0100ab	IYesu kwu ama ogbikyon iwyodefa ntona ela ba mbon si kye mfye nu ma gbɛɛ nu ma lɔ onodzi ibwubwe onya di ngyɛlu ali inggisɛ ngwu i sisi lon ewo yi ali itɔ ootse duu.
280a0200aa	Nɛnɛ li iyi mgbi ama ogbikyon iwyodefa ma aani: Ababɔ li, iSaimɔn (ongwu a li kwun di iPyita nani) yi ongwunɔn Andru bɛyi iJɛnsi ongwɛ iDzebedi yi ongwunɔn iJɔn
280a030074	bɛyi iFyilipi yi iBatlomi yi iTɔmɔsu yi iMatiu inggisɛ ogbɛ udza ifyɛɛ bɛyi iJɛnsi ongwɛ Alfeɔ yi iTedusu
280a040045	yi iSaimɔn Ogbodami bɛyi iJuda iSkarɔti ongwu nkye iYesu gya nani.
280a050086	Emi iwyodefa ntonɛ iYesu dɔ ma esɔ wo ma ola ntonɛ gbɛɛ: “Ka kɛ mbi Udzengye ba na dika kaka igeli mgbi emi iSamaria onyi ba.
280a06002e	Kpaa kɛ mbi mmala mgbi emi Israi nbyulu mani.
280a070053	Ni ema kɛ yɔ, gbeesɔ nya ma gbɛɛ: ‘Esutɔ ongwi esho ma dzɛ kwɛkwɛ wa.’
280a08008b	Ngyɛlu ama ndotse duu ootse, kyile emi ikwukwɔ, nu emi otsoma yɛɛ saan na, dulu onodzi emɛsɛ tɔ. Ema gbɛ ayayi, di kye nu ayayi na.
280a09004f	Ka yama kye abashi naadi iyudza onyina-nyina naadi itigbla mi igbe mgbi ema ba;
280a0a0080	ka kye igbe byi mi okyɛɛ nɛ ba, naadi angwuto oka hona okpafɔ naadi okwuta ba, ikyesinɛ inggisɛ idɔ mɛ ogye adzɛ mgban.
280a0b0097	“Ali igeli naadi agwudɛ ngwi ema kaka duu, pita inggisɛ ngwu mɛ di gbela ogbɛ ema dafi ingyoga mani, di dzɛ udan nghataa ni ema dzata imbe nani.
280a0c002e	Onɔ ngwi ema kaka udɛ yɔ, kye angba kwu ma.
280a0d0069	Ni udɛ ma gbɛ ema yɔ, ni iyu mgbi ema tila mi ele; non gbɛ ema bayɔ, iyu mgbi ema no yɛ lu mbi ema.
280a0e0083	Ni inggisɛ onyi gbɛ ema naadi fwo elodzɛ mgbi ema bayɔ, gbolu onbulu mi afɔ mi onɔ ngwi ema dzata udɛ na hona igeli na mani.
280a0f0053	N nya ema otsitsi, ka tatase lo iSodon yi iGomora mi egbe ikwɔ ma ngha igeli nani.
280a100087	Ani le dɔ ema esɔ tasɛ dafi mmala mi idzidzɛ emi idukwlɛbɛ mani. Nghanɛ kwiinɛ dafi ifa dika dzɛ yi obube ba dafi anyama mani.
280a110065	“Gbɛwɛbyi inggisɛ na, a ka gbe ema wo ama ogbiikwɔ abɔ di gbo ema ibe mi ozu okwakye mgbi ama.
280a12006a	Ikye odzɛ mgbi ani, a ka gbe ema ba wa kyɔ obwɛndɛ inai emi iGɔna yi emi utɔ bɛyi mbi emi Agwɛsɛ.
280a130098	Kpaa onɔ ngwi a bwa ema ma, ka teeyi mi odzɛ ngwi ema ka gbɔ naadi dafi ema ka gbɔn ba. Mi onɔ na Imgbasho ka nu ema elodzɛ ngwi ema ka gbɔ mani.
280a140058	Ikyekyɛ li ema kale gbɔdzɛ ba, kpaa li Onodzi mgbi Otsema kale gbɔdzɛ nyɛ mbi ema.
280a1500a7	“Inggisɛ ka kye ongwunɔn nu mi abɔ ikwongye nu ma ngwɔn, otsɔngwɛ kpaa dika kyɔ ngha yi ongwan; ɛngbɛ ka kye afɔ twɛɛsɛ yi otsɔma di nu ma tu ikwongye.
280a160067	Inggisɛ duu ka di ema taanyi mi ikye ani, nghaduu inggisɛ nkwulɛsɛ kpɔklɔɔ ka dondu ma ka watɔ.
280a170093	Ni a nu ema adzɛ mi imbe oka yɔ, tsinya lu imbe oka. N nya ema otsitsi, ema ka kpatsɛ ogalu ama nto ɛsɛ Israi duu bata Ongwɛ Inggisɛ ka yɛ.
280a18005c	“Inggisɛ okpayi ungwɔ li ngha otsetse mgban ba, hona ongbidɔ li ngha ongyukwo mgban ba.
280a1900d2	Ni inggisɛ okpayi ungwɔ wa yɛɛ dafi otsetse mgban yɔ, i gyɔ, ni ongbidɔ kpaa wa yɛɛ dafi ongyukwo mgban yɔ, i gyɔ. Ni otsungwudɛ kpaa a kwun gbɛɛ iBɛdzɛbu ma, emidan ma a ka kwu ma sinɛ tsatso!
280a1a0089	“Nghanɛ ka mio ma ba. Ungwɔ onyi ngwi a kye tukwu se ngwi a ka kye dɛsɛ ba dzɛma ba, naadi kye da ngwi a ka nu ma ye ba dzɛma ba.
280a1b007e	Ungwɔ ngwi ani nya ema mi iyifu ma, gbɔn mi osa na; ungwɔ ngwi ani di nya ema mi odaada yɔ, dɔkɛ ikyendu gbɔn tasɛ na.
280a1c0081	Ka mio ama nka ngwɔ ikpewo kpaa ka yagba ngwɔ oshishe ba na ba. Tatase, mio ongwu nka dzili oshishe bɛyi ikpewo mi udola nani.
280a1d0075	A li kye ifyilo efa gya mi anini onyi baa? Nghaduu onyi mboma kpaa ka ngwuta ba esɛ ba sede li mi oweka mgbi Otsema.
280a1e0027	Alotu mi ikye mgbi ema duu a ye umbwon.
280a1f0034	Nghanɛ ka wimio ba; ema dzɛ yi oyabɔ ngha ifyilo.
280a200063	“Ali inggisɛ ngbela ani mi inɛ inggisɛ yɔ, ani kpaa ka gbelan mi inɛ Otsani ndzɛ esho nani.
280a210067	Nghaduu ali inggisɛ nfwa ani mi inɛ inggisɛ yɔ, ani kpaa ka tangwan mi inɛ Otsani ndzɛ esho nani.
280a22005a	“Ema tsɛwɛ gbɛɛ ani ba owa kye iyu ba ɛsɛɛ? Ani ba yi iyu ba, kpaa li okwusunkli.
280a230085	Ani ba owa kyata “‘ongyulɔ yile afɔ twɛsɛ yi otsɔn, ongwongyaa oyile afɔ twɛsɛ yi onɔn owongwɛ ka kye iga fyi yi onoban
280a240030	engyikyili mgbi inggisɛ ka li mi etɔ mgban.’
280a2500ca	“Ali inggisɛ ngwu otsɔn naadi onɔn kpan itukwu ngha ani yɔ, o mɛ oli ongwafɔ mgbi ani ba; ali inggisɛ ngwu ongwan ongyulɔ naadi ongyaa kpan itukwu ngha ani yɔ, o mɛ oli ongwafɔ mgbi ani ba;
280a260055	ali inggisɛ ndi kye ekwatsi mgban kyɛdɔ ani bayɔ, o mɛ oli ongwafɔ mgbi ani ba.
280a270080	Ali inggisɛ nfya odulu oshishe mgban tɔ, oshishe na ka byulu lon, inggisɛ ngwu oshishe mgban byulu lon mi ikye ani ma ka tun.
280a280055	“Inggisɛ ngbɛ ema yɔ gbɛ ani, ongwu ndi gbɛ ani gbɛ ongwu ndɔ ani esɔ mani.
280a2900b5	Ali inggisɛ ngbɛ oyegbɔ ikyegbɛɛ o li oyegbɔ yɔ, ka gbɛ umba mgbi oyegbɔ, inggisɛ ndi gbɛ inggisɛ nle saan ikyegbɛɛ o le saan yɔ, ka gbɛ umba mgbi inggisɛ nle saan.
280a2a00bd	Ma ni inggisɛ kye eni oyuyu mi ibwɛ kpata kye nu onyi mbi ɛngbɛ ama oshilɛlɛ ntonɛ ikyegbɛɛ o li ongwafɔ mgbi ani yɔ, n nya ema otsitsi, umba mgban ka yama byulu lon ba duudu.”
